x^2-723 2^2*3*241 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-2524],[2524]] 1 [1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-722,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-723,0,1]>,[[0,-1],[0,1]]>,<241,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-723,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,241],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*241,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,241],[3,3,3],1,[1.000000000,0.9196562111,0.9717045423],<"1.2e2_3_241.2t1.1",1>,[2,1]>]
x^4-x^3+91*x^2-281*x+545 13^2*29^3 0 2 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 5 x-1 7 [[28470],[-32564],[23167],[-19072]] 2 [4,3,1,2,4,1,3,4,1,1,4,3,3,3,3,1,2,3,1,1,3,3,2,4,3,3,1,1,1,4,3,4,4,1,1,1,4,3,1,2,2,1,3,4,2,1,4,2,2,3,1,2,1,3,1,3,4,3,1,2,2,4,4,3,1,3,3,4,2,2,1,4,3,1,4,1,4,2,2,4,2,3,2,4,2,4,4,1,3,1,3,3,2,4,1,4,2,2,1,4,1,1,4,4,1,3,2,1,3,3,4,1,3,3,1,3,1,2,4,3,2,2,4,2,2,2,1,1,3,3,4,3,4,3,2,3,4,1,3,4,1,1,3,3,3,3,3,1,4,1,2,3,2,3,4,4,1,2,2,1,4,1,3,3,2,3,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+96,3>,<x+473,4>]*]] [*<13,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[9078647967242561506825,4559571504315828079261,1]>,[[-4559571504315828079250,-1],[11,1],[-3026215989080853835530,-173810633189489747206],[7585787493396681914770,173810633189489747206]]>,<29,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[262015,44863,2929,87,1]>,[[-78035947312629859237362799951,-506980167448369900092811797,-2768891683756481762045356719,-1052958809315845177115839879],[-11309557581540559309762723904,3022381767480666712091762705,1013960334896739800185623591,643474827915238719348568815],[-87649071256939334650661116567,-2515401600032296811998950909,1754931348859741961859733128,409483981400606457767271064],[22,1,0,0]]>,<313,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[25275916982450717897081068668881590138106366769209,35059633644150601988822348505457303641146349781280,-80330327823846599970608597845277413315779920056,116061696336405939741705557032251205639908676232]>*] [x,0,x^2-x-7,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[13,29,313],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,13*29,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[13,29,313],[5,5,1],0,[0.9819563867+0.1891075212*i,1.014480043-0.1341757154*i,0.9771797687-0.1377512916*i],<"1.13_29.4t1.2",1>,[4,1]>,<1,29,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[13,29,313],[1,5,1],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[4,1]>,<1,13*29,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[13,29,313],[5,5,1],0,[0.9819563867-0.1891075212*i,1.014480043+0.1341757154*i,0.9771797687+0.1377512916*i],<"1.13_29.4t1.2",2>,[4,1]>]
x^6-x^5+104*x^4-67*x^3+3639*x^2-1434*x+42911 -31^2*139^3 0 3 12 "D12" [[3,5,1,4,2,6],[1,2,4,3,6,5],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<2,3,[2,1,6,5,4,3]>,<2,3,[3,5,1,4,2,6]>,<3,2,[4,6,1,3,2,5]>,<6,2,[5,3,6,2,4,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 11 [[106656886864,0],[72309145328,0],[-77141376262,128491909882],[-120649733603,-128491909882],[-111489117798,128491909882],[130314195472,-128491909882]] 3 [6,3,5,5,4,4,3,6,3,4,1,4,5,3,1,3,6,3,1,5,3,4,4,4,6,6,6,5,6,5,4,1,4,4,2,3,6,5,4,1,3,4,5,5,3,3,6,3,2,3,6,4,3,4,5,4,3,3,3,6,1,2,5,6,4,6,3,3,4,1,3,5,4,6,2,3,3,6,3,4,6,5,2,4,6,6,3,3,4,4,6,6,3,3,3,5,3,2,4,5,6,4,5,4,3,2,4,5,6,4,1,4,2,4,3,3,3,4,2,6,6,4,4,5,6,5,3,4,6,5,4,3,6,3,4,6,4,3,3,3,1,3,3,3,3,1,2,2,4,4,6,4,4,6,6,4,2,3,2,4,4,3,3,1,5,3,3,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-29,2>,<x^3-105*x^2+3679*x-43023,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[2,2,1]>,[[899313366,-1244240257],[-1137956752,1405758293],[-98990521,1244240257],[-462688937,-1405758293],[224045551,405014862],[576277294,-405014862]]>,<17,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,3],[1],[[]],20,<[],[3,16,1]>,[[130899858423020453691094,978470074421373730737074],[-1529697635291368064260443,1694789555083685883667571],[-196710670097334546130372,-1694789555083685883667571],[732304294271330851504314,-978470074421373730737074],[116534636132751307915702,20384678894484788126538],[29452209506146022738247,-20384678894484788126538]]>,<31,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-144295596305110374840705338153,-60096704478713441975991708718,1]>,[[-263900160552068278001155540111,0],[-128031189836498387317712985858,0],[60096704478713441975991708725,-1],[7,1],[195965675194283332659434262978,-1],[135868970715569890683442554260,1]]>,<139,4,2,[[2,1,4,3,6,5],[3,4,1,2,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[3,4,1,2,5,6],[4,3,2,1,6,5]],[3,4,1,2,5,6],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,138,1]>,[[289961615145642575143882882896674833131341,0],[1813638434249955735661153523462065726246225,0],[1,0]]>,[[[2914801050079372354619863788712197988760551,-739152621456454493718519128404331931715752],[-1,0]],[[-2520859387555634757067378958422618646154425,-739152621456454493718519128404331931715752],[1,0]],[[3427678604680612624897955720153651509277513,739152621456454493718519128404331931715752],[-1,0]],[[-2007981832954394486789287026981165125637463,739152621456454493718519128404331931715752],[1,0]],[[-1813638434249955735661153523462065726246200,0],[-1,0]],[[25,0],[1,0]]]>,<53419,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,3],[1],[[]],20,<[],[2,53415,1]>,[[16476224260202332171583275489756015892415587042097714042862598801704894234723171802474597475263,-4171801796595787267247348961950673508697800380340593511069032478008991774585968846630624448408],[3395816761445831632304171093443939693129878423590433329403439530997826622163873395024916675169,-8856926368316178904397459643690670624046437727249685748213461445598036530936029554756576155029],[6322088204775219682499389776727461221930047721838826122102471783462990384181127157698629590,8856926368316178904397459643690670624046437727249685748213461445598036530936029554756576155029],[17625348320291112490421189218644308816746663645011234852533804137700460328124928858304110199959,4171801796595787267247348961950673508697800380340593511069032478008991774585968846630624448408],[309452965511923686128224174161095605983387588407076546266200214388413671851292037705479282,-192955106532914349234692589132342629307953599749265652422808454160412951149033649093583800],[317298691415717832590561304688228227352073284791927718914325673295509498721360640019776420,192955106532914349234692589132342629307953599749265652422808454160412951149033649093583800]]>*] [x,x^2-x+8,x^2-x+35,x^2-x-1077,x^3+x-1,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,17,31,139,53419],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,31,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,17,31,139,53419],[3,3,7,3,3],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[6,3]>,<1,139,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,17,31,139,53419],[2,2,1,7,2],1,[1.000000000,0.7993992331,0.7726355302],<"notfaithful",0>,[6,3]>,<1,31*139,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,17,31,139,53419],[1,1,7,7,1],1,[1.000000000,1.304898131,0.9460118142],<"notfaithful",0>,[6,3]>,<2,31,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,17,31,139,53419],[3,3,7,3,3],1,[1.000000000,0.4313610546,0.7242255250],<"notfaithful",0>,[6,3]>,<2,31*139^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1]]],[3,17,31,139,53419],[3,3,7,8,3],1,[1.000000000,1.243570241,1.177895608],<"2.31_139e2.6t3.2",1>,[6,3]>]
x^4-29*x^2+116 13^2*29^3 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 7 [[-1226625531],[845680635],[-845680635],[1226625531]] 1 [4,5,3,3,4,3,5,4,1,1,4,4,4,5,4,2,3,5,3,3,4,5,3,4,4,5,2,1,3,5,5,5,4,2,3,3,5,4,3,2,2,2,5,4,3,1,5,3,3,4,2,3,3,5,2,5,5,4,2,3,1,4,4,5,2,4,4,5,1,3,3,4,5,2,4,3,5,3,3,4,1,4,3,5,2,5,4,3,4,3,5,4,3,5,3,5,3,2,1,4,2,3,5,5,1,4,3,3,5,5,5,3,4,4,3,5,3,2,5,5,3,1,5,3,3,2,3,2,5,4,4,4,5,5,3,4,4,3,5,5,3,3,5,4,5,4,4,1,5,3,3,5,1,5,5,5,1,3,2,3,4,2,4,5,3,4,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-174,2>,<x^2-16704,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[59018,118036],[-59018,-118036],[18973,0],[-18973,0]]>,<13,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,12,1]>,[[-2708919744510610668115,936624228590975693158],[5176455424250900549708,862742570708483424973],[1,0]]>,[[[-5176455424250900549701,-862742570708483424961],[-1,0]],[[7,12],[1,0]],[[-7,-12],[-1,0]],[[5176455424250900549701,862742570708483424961],[1,0]]]>,<29,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[116,0,-29,0,1]>,[[0,-1,0,0],[0,-1383985484370035717264345989,0,1228430022415714365503797365],[0,1383985484370035717264345989,0,-1228430022415714365503797365],[0,1,0,0]]>*] [x,x^2-x-94,x^2-x-7,x^2-x-3,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,13*29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,29],[1,6,6],1,[1.000000000,1.265765689,1.143361521],<"notfaithful",0>,[4,3]>,<1,29,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,13,29],[4,1,6],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,29],[3,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<2,13*29^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]]],[2,13,29],[3,6,7],1,[1.000000000,1.187975393,1.052513686],<"2.13_29e2.4t3.2",1>,[4,3]>]
x^3-12*x-159 -3^3*7*11*13 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 83 x-1 5 [[3643404],[-1050644983],[1047001579]] 2 [2,1,2,1,1,1,2,2,2,3,3,2,3,2,2,2,2,3,2,3,2,2,1,2,1,2,2,1,3,2,2,2,3,3,2,3,2,2,3,2,2,2,2,3,2,2,2,3,3,3,3,2,2,3,1,3,3,2,2,2,3,3,2,1,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,3,3,1,2,3,3,2,3,2,2,2,3,1,3,2,2,2,1,2,3,2,3,2,1,3,3,1,3,2,2,1,3,2,1,1,2,2,1,1,3,2,3,2,2,3,2,3,3,1,2,2,2,1,1,2,2,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,1,1,3,1,3,3,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[1209016761,140265882,-1300872108,-1673259219,-1441137981,9,1]>,[[-416659614,246706719,372801059,-581130654,290565380,0],[-416659614,-169952895,-542753689,-208329595,-290565274,290565380],[-328942239,-76753824,169952630,-372801218,-106,-290565380]]>,<5,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,4,1]>,[[-17675851061579,0],[-5298506445213,-2299844405970],[3900871178667,2299844405970]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[13242885459218891,-17413835921682865,1]>,[[-17413835921682869,0],[17413835921682867,-1],[2,1]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-98952015021475790163,-149324721031143544117,1]>,[[-149324721031143544135,0],[149324721031143544126,-1],[9,1]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-2896524229059129210932,-8240622006318633943323,1]>,[[-8240622006318633943345,0],[8240622006318633943334,-1],[11,1]]>*] [x,x^2-x+751,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,7,11,13],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*7*11*13,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,7,11,13],[4,2,4,4,4],1,[1.000000000,0.4586297192,0.7631738498],<"notfaithful",0>,[3,2]>,<2,3^3*7*11*13,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,7,11,13],[4,2,5,5,5],1,[1.000000000,1.709633195,1.102946922],<"2.3e3_7_11_13.3t2.1",1>,[3,2]>]
x^4-21*x^2-32 -2^3*569^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[-60348465],[100504348],[-100504348],[60348465]] 4 [4,3,4,4,3,4,1,3,5,5,5,5,2,2,5,5,3,4,1,4,3,4,3,3,3,4,5,2,5,2,4,1,3,1,5,4,5,3,5,5,3,5,5,3,4,5,3,5,3,4,3,4,2,2,3,4,5,5,5,1,3,4,2,5,2,4,1,3,1,5,3,5,4,4,3,4,4,4,3,1,3,5,4,1,4,2,3,2,5,5,3,4,4,3,2,4,5,3,3,4,3,5,3,3,2,2,2,3,5,2,5,5,3,2,5,2,3,5,5,1,5,1,5,1,1,4,4,5,4,4,2,4,4,5,3,2,5,3,4,3,2,4,4,3,4,5,4,2,3,5,5,3,3,4,2,5,4,2,3,4,3,3,5,3,3,5,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-126,2>,<x^2+4608,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[3],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[34106,0],[0,0],[1,0]]>,[[[0,0],[4,0]],[[0,0],[65532,0]],[[-79355,-158710],[0,0]],[[79355,158710],[0,0]]]>,<569,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,568,1]>,[[4108569061982097281079763523850000871419123023646767813,-3604841480770087770258699590466956861995136420994418045],[4716726382630531523124619405755872992117423580211734651,-5998739796545493852651140597239601574835507981931444766],[1,0]]>,[[[-4716726382630531523124619405755872992117423580211734497,5998739796545493852651140597239601574835507981931445027],[-1,0]],[[154,261],[1,0]],[[-154,-261],[-1,0]],[[4716726382630531523124619405755872992117423580211734497,-5998739796545493852651140597239601574835507981931445027],[1,0]]]>*] [x,x^2-x-142,x^2+2,x^2+1138,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,569],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,569,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,569],[1,3,6],1,[1.000000000,1.884766842,1.268171025],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,569],[6,1,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*569,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,569],[6,3,6],1,[1.000000000,0.5587660256,0.8416403228],<"notfaithful",0>,[4,3]>,<2,2^3*569,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,569],[6,3,6],1,[1.000000000,0.8231186390,0.8157159972],<"2.2e3_569.4t3.4",1>,[4,3]>]
x^5-x^4-2*x^2-5*x+18 13^2*29^3 1 2 20 "F5" [[4,3,1,5,2],[5,4,3,1,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,3,5,4]>,<4,5,[5,4,3,1,2]>,<4,5,[4,5,3,2,1]>,<5,4,[4,3,1,5,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 59 x^2+58*x+2 6 [[-727378409,-9884612428],[-16280295893,16717640164],[-15751151662,-16717640164],[8525620883,0],[-17947328559,9884612428]] 2 [4,3,5,2,4,1,3,4,5,1,4,3,3,3,3,5,2,3,5,5,3,3,2,4,3,3,1,5,5,4,3,4,4,5,1,5,4,3,5,2,2,5,3,4,2,5,4,2,2,3,5,2,5,3,5,3,4,3,5,2,2,4,4,3,1,3,3,4,2,2,1,4,3,5,4,5,4,2,2,4,2,3,2,4,2,4,4,5,3,5,3,3,2,4,5,4,2,2,5,4,5,5,4,4,5,3,2,5,3,3,4,5,3,3,5,3,5,2,4,3,2,2,4,2,2,2,5,5,3,3,4,3,4,3,2,3,4,5,3,4,1,5,3,3,3,3,3,1,4,1,2,3,2,3,4,4,1,2,2,5,4,5,3,3,2,3,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-x^4-246*x^3+586*x^2+40429*x+196938,3>,<x^5-x^4-246*x^3+8126*x^2-34971*x+1397683,4>]*],[*[5],"CYC",0,5*]] [*<7,2,1,[[3,2,1,5,4]],[[1,2,3,4,5],[3,2,1,5,4]],[3,2,1,5,4],[1,2],[1],[[]],20,<[],[3,6,1]>,[[-30663137526072685,-16333418554564484],[11142513699911879,0],[-12454892496297782,16333418554564484],[4027569548901300,5512349783701621],[5150156402811003,-5512349783701621]]>,<13,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[39941021623265532679,-301760538543206278705,1]>,[[4818549916742399527020,0],[301760538543206278714,-1],[9,1],[-921573468410814586463,390024013085555316439],[-4198736986874791219279,-390024013085555316439]]>,<29,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,3,5,2,4]]],20,<[],[40997817005643925319742953755,47046430676198532279668860941,44549604301014348222276787955,67513842458551415477739429111,1]>,[[67513842458551415477739429064,0,0,0],[-3527913196918415753508278380,-285218166798530381681802161,1634405588591050694570061153,-726935636639220632805845207],[1506960419466716947254739759,-1956469355080037030387294689,-1612632849923625820274099307,-150330546901728766093689238],[-65492889681099716671485890454,2241687521878567412069096849,-21772738667424874295961846,877266183540949398899534445],[12,1,0,0]]>*] [x,x^2-x-7,x^4-x^3+91*x^2-281*x+545,x^4-x^3+91*x^2-281*x+545,0] [1,2,2,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,13,29,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[7,13,29,47],[1,1,6,3],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[5,3]>,<1,13*29,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[7,13,29,47],[2,6,6,3],0,[0.9819563867-0.1891075212*i,1.014480043+0.1341757154*i,0.9771797687+0.1377512916*i],<"notfaithful",0>,[5,3]>,<1,13*29,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[7,13,29,47],[2,6,6,3],0,[0.9819563867+0.1891075212*i,1.014480043-0.1341757154*i,0.9771797687-0.1377512916*i],<"notfaithful",0>,[5,3]>,<4,13^2*29^3,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[-1]]],[7,13,29,47],[2,6,7,3],1,[0,0,0],<"4.13e2_29e3.5t3.1",1>,[5,3]>]
