x^2-x+54147 -7*30941 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-6],[7]] 2 [2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[54159,7,1]>,[[-3,-1],[4,1]]>,<30941,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[239390517,30941,1]>,[[-15470,-1],[15471,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,30941],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*30941,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,30941],[3,3],1,[1.000000000,0.8640594999,0.8654261653],<"1.7_30941.2t1.1",1>,[2,1]>]
x^6-x^5-x^4-2*x^3-2*x^2+3*x+1 -7*30941 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 97 x^2+96*x+5 5 [[3946502765,-542076889],[-4125497690,542076889],[-498963822,0],[638455499,0],[3277085386,0],[-3237582137,0]] 3 [10,7,10,8,7,10,11,11,9,11,9,9,5,7,7,9,11,10,6,10,5,7,11,9,3,9,10,8,9,8,11,10,10,11,8,9,8,6,9,6,5,5,11,10,11,7,11,9,8,8,10,9,5,10,7,11,8,7,7,9,8,5,4,9,4,10,8,4,10,9,7,11,2,3,10,8,9,8,9,8,5,10,10,11,11,9,9,10,10,7,8,6,9,10,10,10,9,10,5,7,4,8,10,9,8,7,9,7,7,9,9,9,8,9,10,9,7,6,5,9,8,10,10,8,9,7,11,11,11,7,9,4,8,10,5,10,8,7,5,5,9,7,8,8,8,10,5,7,11,11,11,6,7,7,10,7,8,8,9,5,11,5,7,9,8,6,8,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<7,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,4,5,0,1]>,[[1683260133758,0,0,0],[-2947385885078222,0,0,0],[1,0,0,0]]>,[[[2756822053715653,25360592734599553,33187755189211531,-31667569064943095],[0,0,0,0]],[[-21269226826770276,19359158386117575,23179127852392843,-4738307145218831],[0,0,0,0]],[[7849293485370069,34299656325847807,2152945893512330,9190973541626378],[0,0,0,0]],[[-9968589907863005,772858851047066,21272437362495297,27214902668535548],[0,0,0,0]],[[3,0,0,0],[7,0,0,0]],[[-2166089175198729,0,0,0],[-7,0,0,0]]]>,<30941,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,18994,7,0,1]>,[[118392646308328987498943557488499671277961062589069564753330639341124516669066980454880021,0,0,0],[63597685286243753585583868808642304870806532774854573327948272663975798828927449518451875,0,0,0],[1,0,0,0]]>,[[[12226191423178153430378425414903175006719429102529178748032817922820520316495034800164931,43065135902313128185529724312916151894128450348959445144166206859352973295863417415975088,278704784893190941755452018842283525247464566667815773304368974977145160570494972903760611,-113352268425629192193598184689203111717656441354883951943774534102364655281071949314420682],[0,0,0,0]],[[66640553549374235216932050933983291484217537619580377160003793198893102957968964346513559,187778334469855231029691745006907622700197928542896351149912933304578270792565238151329647,-143958939717676415135473643600349665537450392992391298773492199113739986798741808312096281,-315071330738644514846716757125592403226898856504431451349114049254735202505102131037360794],[0,0,0,0]],[[90005547560799468082502024168899408431240573921888429776200033756172121595082235946462255,-62695546503395506928049368281579700108619088409511496382430379286197535761003129249645062,-151014737204116616339149165440731118172785928999071166544543048384916247290113835975552961,-317610084037498995256968872546253799140789142015143297659121175716156828078523041752151954],[0,0,0,0]],[[-105274607247108103144228631709143570051371007869143412356288372213909946040618785574707433,-168147923868772852287172101038244074485707290482344299911648760877733708327425526317659673,16268892028602089719170790198797258462771755323646692013666272521511073518360671383888631,99357425986675084059338376419832051719366588889257018826627719444896631641045355032870629],[0,0,0,0]],[[-63597685286243753585583868808642304870806532774854573327948272663975798828927449518442593,0,0,0],[-1,0,0,0]],[[9282,0,0,0],[1,0,0,0]]]>*] [x,x^2-x+54147,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,30941],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,7*30941,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[7,30941],[12,12],1,[1.000000000,0.8640594999,0.8654261653],<"notfaithful",0>,[6,16]>,<5,7*30941,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[0],[-1]]],[7,30941],[12,12],1,[1.000000000,0.2444796084,0.6381224579],<"5.7_30941.6t16.1",1>,[6,16]>,<5,7^2*30941^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1],[1]]],[7,30941],[12,12],1,[0,0,0],<"5.7e2_30941e2.12t183.1",1>,[6,16]>,<5,7^4*30941^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]]],[7,30941],[12,12],1,[0,0,0],<"5.7e4_30941e4.12t183.1",1>,[6,16]>,<5,7^3*30941^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[7,30941],[12,12],1,[0,0,0],<"5.7e3_30941e3.6t16.1",1>,[6,16]>,<9,7^3*30941^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[7,30941],[12,12],1,[0,0,0],<"9.7e3_30941e3.10t32.1",1>,[6,16]>,<9,7^6*30941^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[7,30941],[12,12],1,[0,0,0],<"9.7e6_30941e6.20t145.1",1>,[6,16]>,<10,7^6*30941^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[7,30941],[12,12],1,[0,0,0],<"10.7e6_30941e6.30t176.1",1>,[6,16]>,<10,7^4*30941^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[7,30941],[12,12],1,[0,0,0],<"10.7e4_30941e4.30t176.1",1>,[6,16]>,<16,7^8*30941^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[7,30941],[12,12],1,[0,0,0],<"16.7e8_30941e8.36t1252.1",1>,[6,16]>]
x^5-x^4-74*x^3+82*x^2+1808*x-1424 2^6*3^2*3881^2 1 2 10 "D10" [[3,4,1,2,5],[2,1,5,4,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<5,2,[5,4,2,1,3]>,<5,2,[3,1,4,5,2]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 12 [[-986509551,0],[-3277080782,-2967181881],[684723303,2967181881],[4156812884,-1517754744],[-577945853,1517754744]] 2 [1,1,3,2,3,3,3,2,4,3,2,2,3,2,2,2,4,4,2,4,1,3,1,1,3,4,2,4,2,3,4,2,4,3,3,2,2,2,4,2,2,2,4,4,1,4,2,2,2,2,4,3,3,2,2,1,3,3,2,2,4,2,1,4,2,1,4,2,4,2,2,1,1,3,2,2,3,3,4,3,4,3,2,1,2,2,2,4,3,2,4,2,2,1,1,4,2,2,3,4,2,2,4,4,3,2,3,2,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,3,4,4,2,2,2,4,2,3,4,3,2,4,3,2,2,4,3,2,3,2,1,2,3,3,2,2,4,3,2,4,2,2,4,2,2,2,3,2,4,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-543215808,3>,<x+543215808,4>]*]] [*<2,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[3],[[[1,3,2,5,4]]],20,<[],[186582,495920,1]>,[[-129975,0],[0,2],[56736,65534],[-732,65169],[73972,65903]]>,<3,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[2,1,3,5,4]]],20,<[],[-112257267,547687629,1]>,[[25324349,143489996],[-4,-143489996],[-61083580,0],[2,3],[35759234,43046718]]>,<3881,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-131097475907837828220563851682740157250805274862052781288819180524462145,-191046384386684290602901631919276902925597525028295863879890479055946629,1]>,[[-70593311081951601996602141672997720577917051675025088069677043743752347,0],[191046384386684290602901631919276902925597525028295863879890479055948550,-1],[1921,1],[239075191615381423357994448142892031734765591457226600744268762649004801,31527107808240578714393788771964402085714446444860187331993199184651],[241469497112566267692638082466618166688514537635586640890824333527690677,-31527107808240578714393788771964402085714446444860187331993199184651]]>*] [x,x^2+23286,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,3881],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^3*3*3881,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,3881],[5,5,5],1,[1.000000000,1.441121064,1.038232558],<"notfaithful",0>,[5,2]>,<2,2^3*3*3881,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,3881],[5,5,5],1,[1.000000000,1.602812052,1.366759160],<"2.2e3_3_3881.5t2.1",1>,[5,2]>,<2,2^3*3*3881,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,3881],[5,5,5],1,[1.000000000,3.504884585,1.548860257],<"2.2e3_3_3881.5t2.1",2>,[5,2]>]
x^6-x^5+311*x^4-209*x^3+32345*x^2-10193*x+1124761 -5^3*23^2*83^3 0 3 12 "D12" [[5,6,4,3,1,2],[2,1,3,4,6,5],[1,4,6,2,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,6,4,3,1,2]>,<2,3,[2,1,3,4,6,5]>,<2,3,[6,5,4,3,2,1]>,<3,2,[4,1,6,2,3,5]>,<6,2,[3,5,2,6,4,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 13 [[849550021078,0],[-11703671955465,-13686088276868],[12253921854508,13686088276868],[15053521694749,13686088276868],[-1950049819163,0],[-14503271795706,-13686088276868]] 4 [5,6,3,4,3,5,4,4,2,5,5,4,5,3,5,3,1,3,3,6,5,4,3,4,3,2,3,3,3,4,6,5,3,6,4,5,3,5,2,2,6,4,3,6,6,3,2,1,4,3,5,6,3,4,5,3,6,2,6,4,3,4,1,6,4,2,6,3,1,5,6,3,3,4,4,4,4,6,3,5,3,4,3,3,6,6,2,3,6,2,3,3,5,6,5,3,5,3,4,6,6,4,4,4,4,5,5,2,2,6,2,3,4,3,4,4,3,5,5,3,4,6,3,5,1,3,4,2,4,4,5,3,3,4,6,4,4,4,3,2,5,2,5,3,2,3,2,6,5,6,1,3,1,5,4,3,4,5,3,3,5,4,5,4,4,4,1,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x-110,2>,<x^3-312*x^2+32444*x-1124456,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-2316704263965,0],[-45558463019090,0],[1,0]]>,[[[45558463019091,0],[-1,0]],[[1,0],[1,0]],[[-15480425768962,-1514091806789],[-1,0]],[[34328542852573,-1514091806789],[1,0]],[[-9424058541806,1514091806789],[-1,0]],[[40384910079729,1514091806789],[1,0]]]>,<17,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,4],[1],[[]],20,<[],[3,16,1]>,[[206636854562949152119427,77517801783600640305312],[-1288681482500129701320484,-1026504963985400053196128],[-1033647973974661092765565,-77517801783600640305312],[-1121527685324018939788840,1026504963985400053196128],[-104354219631242736043235,-21124191411961176926809],[-5439592725015230061444,21124191411961176926809]]>,<23,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,3,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,21,1]>,[[-470610762506639076322921551,605165955029465512158466442],[-653586919482537126466542052,-312075137161713412535800451],[1,0]]>,[[[-302309322884481467846510910,702040347086436465194047358],[0,0]],[[400245870311629849393551381,-702040347086436465194047358],[0,0]],[[653586919482537126466542054,312075137161713412535800468],[-1,0]],[[2,17],[1,0]],[[-48968273713574190773520237,-17],[-1,0]],[[-702555193196111317240062289,-312075137161713412535800468],[1,0]]]>,<83,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,82,1]>,[[-10732839626501457067854907525214056573,0],[2935345340822951785320317602199890168,0],[1,0]]>,[[[-2935345340822951785320317602199890087,0],[-1,0]],[[81,0],[1,0]],[[7718642460617810115847060192112211442,-7133705825805170478830508289461446597],[-1,0]],[[10653987801440761901167377794312101610,-7133705825805170478830508289461446597],[1,0]],[[111187451930504929069183972791020441194,7133705825805170478830508289461446597],[-1,0]],[[114122797271327880854504290393220331362,7133705825805170478830508289461446597],[1,0]]]>,<4224601,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,4],[1],[[]],20,<[],[7,0,1]>,[[-483106375802909040308551819754115321663728122256656639661902121298372917806265397306667718734055353582824994616034677203598542235733,211015380477324237622562806820684354631598092622326096261536752411182453457796576242870489159794642515221945181831482304212672910836],[-673183562814460162522318371683546345918108556398485885428250276079058333112942478487810131689185078643717630825602554921000767974534,1148511629609450288056412220107954306396890402239169512677197100821079206543296882937335892146834251200231651611951939159623124505574],[-673183562814460162522318371683546345918108556398485885428250276079058333112942478487810131689185078643717630825602554921000767974534,-1148511629609450288056412220107954306396890402239169512677197100821079206543296882937335892146834251200231651611951939159623124505574],[-483106375802909040308551819754115321663728122256656639661902121298372917806265397306667718734055353582824994616034677203598542235733,-211015380477324237622562806820684354631598092622326096261536752411182453457796576242870489159794642515221945181831482304212672910836],[-308527299307537321030018242858520462640742657019206279039301746128160789767552458279518410153471362536385504178646188103699669,364743765821124154592567035802690577742393325491537063882910004983846563819244067490095602662144324362018865914382787849434271],[-308527299307537321030018242858520462640742657019206279039301746128160789767552458279518410153471362536385504178646188103699669,-364743765821124154592567035802690577742393325491537063882910004983846563819244067490095602662144324362018865914382787849434271]]>*] [x,x^2-x+6,x^2-x-2386,x^2-x+104,x^3-x^2+1,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,17,23,83,4224601],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,23,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[5,17,23,83,4224601],[3,3,7,3,3],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[6,3]>,<1,5*23*83,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[5,17,23,83,4224601],[7,1,7,7,1],1,[1.000000000,1.980832281,1.232953961],<"notfaithful",0>,[6,3]>,<1,5*83,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,17,23,83,4224601],[7,2,2,7,2],1,[1.000000000,1.542147181,1.187981473],<"notfaithful",0>,[6,3]>,<2,23,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[5,17,23,83,4224601],[3,3,7,3,3],1,[1.000000000,0.3684093207,0.6747996946],<"notfaithful",0>,[6,3]>,<2,5^2*23*83^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[5,17,23,83,4224601],[7,3,8,7,3],1,[0,0,0],<"2.5e2_23_83e2.6t3.2",1>,[6,3]>]
