x^2-x-25648 102593 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[4977],[-4976]] 1 [1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<102593,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2631305264,102593,1]>,[[-51296,-1],[51297,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[102593],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,102593,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[102593],[3],1,[1.000000000,1.640991449,1.180514685],<"1.102593.2t1.1",1>,[2,1]>]
x^6-2*x^3+2 -2^8*3^6 0 3 12 "D12" [[6,5,4,3,2,1],[2,1,6,5,4,3],[1,4,5,2,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[6,5,4,3,2,1]>,<2,3,[1,4,5,2,3,6]>,<3,2,[3,4,5,6,1,2]>,<6,2,[4,1,6,3,2,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 5 [[-317457,-403865],[-385006,0],[-147498,0],[-632924,429268],[464955,403865],[-401927,-429268]] 3 [4,2,4,6,3,5,4,6,3,4,2,5,4,2,3,4,3,5,6,3,5,6,3,4,5,4,6,3,1,4,2,3,4,6,4,6,1,6,3,4,3,5,3,5,4,6,6,2,3,1,4,3,5,3,4,3,4,6,1,4,2,4,2,3,5,4,6,5,3,5,4,3,6,5,6,3,4,1,4,5,3,5,3,1,2,3,4,1,4,6,3,3,6,3,2,3,4,4,6,5,6,4,3,4,6,5,3,4,3,1,6,5,4,6,6,4,2,3,4,3,5,5,4,3,2,4,5,3,2,1,2,3,6,5,4,5,4,6,4,4,2,4,6,3,5,3,5,4,6,3,5,4,6,3,6,3,2,4,5,4,3,4,6,3,4,3,6,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+6,2>,<x^3,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,5,6,1,2],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3],[3,4,5,6,1,2],[4,3,6,5,2,1]],[1,2,5,6,3,4],[1,2,4,3,5,6],[1,4],[[[2,1,4,3,6,5],[3,4,5,6,1,2]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[2,0],[0,0],[0,0],[-2,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[-1,0],[0,0],[0,0],[1,0],[0,0]],[[0,0],[0,1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[0,-1],[0,0],[0,0],[0,1],[0,0]],[[0,0],[-1,-1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[1,1],[0,0],[0,0],[262143,262143],[0,0]]]>,<3,12,6,[[2,3,1,5,6,4],[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,3,2,4,6,5],[4,6,5,1,3,2],[2,3,1,5,6,4],[5,6,4,2,3,1]],[4,5,6,1,2,3],[1,2,4,3,5,6],[1,2],[[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[2,3,1,5,6,4]]],20,<<[],[2,2,1]>,[[-418414128,0],[-1255242384,0],[-1673656512,0],[-1255242384,0],[1673656512,0],[-1394713761,0],[1,0]]>,[[[0,-122983480],[0,-539910993],[0,-178393619],[0,-308810169],[0,486528051],[0,516936064]],[[0,261508829],[0,87169608],[0,-203395760],[0,-319621903],[0,435848058],[0,-435848057]],[[0,-138525349],[0,452741385],[0,381789379],[0,-533829395],[0,239885358],[0,-81088007]],[[245966960,122983480],[-82439481,539910993],[356787238,178393619],[-544641129,308810169],[189205365,-486528051],[128389339,-516936064]],[[-523017658,-261508829],[-174339216,-87169608],[406791520,203395760],[-523017661,319621903],[290565351,-435848058],[-290565353,435848057]],[[277050698,138525349],[256778697,-452741385],[398682709,-381789379],[-94602677,533829395],[-479770716,-239885358],[162176014,81088007]]]>*] [x,x^2-x+1,x^2+1,x^2-3,x^3-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3],[3,7],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,2],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^2*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,3]>,<2,2^2*3^3,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,0.8146240592,0.9743024320],<"notfaithful",0>,[6,3]>,<2,2^4*3^3,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,1.038597982,1.015062183],<"2.2e4_3e3.6t3.1",1>,[6,3]>]
x^8+66*x^4+64 2^22*41^4 0 4 16 "D8:C2" [[8,7,6,5,4,3,2,1],[1,2,6,5,4,3,7,8],[6,5,8,7,2,1,4,3],[2,8,4,6,3,5,1,7]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[6,5,8,7,2,1,4,3]>,<2,2,[1,2,6,5,4,3,7,8]>,<2,2,[5,3,2,8,1,7,6,4]>,<4,1,[2,8,4,6,3,5,1,7]>,<4,1,[7,1,5,3,6,4,8,2]>,<4,2,[5,3,7,1,8,2,6,4]>,<4,2,[3,4,8,7,2,1,5,6]>,<4,2,[2,8,5,3,6,4,1,7]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[2,2,2,2],[4,4]] 401 x-1 6 [[-1975961118649396],[566413739673910],[-1143007108829290],[-613186816501880],[613186816501880],[1143007108829290],[-566413739673910],[1975961118649396]] 3 [1,8,9,10,8,7,5,8,3,6,3,9,5,4,10,7,4,9,8,10,2,10,4,5,5,6,3,4,6,2,3,4,5,4,6,10,7,4,10,9,8,7,10,5,9,10,8,3,8,7,5,10,2,4,5,10,9,3,9,5,4,7,4,10,5,7,8,2,8,9,2,3,3,9,4,10,9,6,1,1,4,6,3,2,10,4,2,5,9,10,4,10,3,4,8,10,7,5,4,9,8,7,8,1,8,5,8,5,3,5,3,9,1,4,3,5,8,3,6,8,9,5,9,8,8,9,6,10,10,9,4,3,10,7,1,2,7,4,9,5,4,9,10,8,9,10,9,1,4,3,9,1,8,10,4,3,10,5,5,9,4,1,10,8,5,3,10,7] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,4*],[*[2,2,2,2],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-264,2>,<x^2-158752,3>,<x^2+6400,5>]*],[*[4,4],"RES",<[1],x^7+2*x^6+3*x^5+4*x^4+5*x^3+6*x^2+7*x+8>,[<x-5520,6>,<x+5520,7>,<x^2-4723200,8>,<x^2+243110464,9>,<x^2+4723200,10>]*]] [*<2,8,8,[[3,4,2,1,7,8,6,5],[3,4,1,2,8,7,6,5]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[1,2,4,3,6,5,7,8],[3,4,1,2,8,7,6,5],[3,4,2,1,7,8,6,5]],[1,2,3,4,5,6,7,8],[1,2,4,3,9],[2,4,8],[[[3,4,2,1,7,8,6,5],[3,4,1,2,8,7,6,5]],[[3,4,2,1,7,8,6,5]],[[2,1,4,3,6,5,8,7]]],20,<[],[499186,258760,12620,-370136,377194,-190000,492640,8,1]>,[[1216,-6732,5430,1786,3602,6798,7954,8158],[-1216,6732,2762,6406,4590,1394,238,34],[-748,7872,3338,902,5946,6474,1004,2484],[748,-7872,4854,7290,2246,1718,7188,5708],[-39782,-16800,2957,20987,27237,24237,55270,17258],[39782,16800,62579,44549,38299,41299,10266,48278],[42656,-55658,38253,31419,12879,30945,40399,61945],[-42656,55658,27283,34117,52657,34591,25137,3591]]>,<5,4,1,[[3,4,5,6,8,7,2,1]],[[1,2,3,4,5,6,7,8],[5,6,8,7,1,2,4,3],[3,4,5,6,8,7,2,1],[8,7,1,2,3,4,6,5]],[3,4,5,6,8,7,2,1],[1,2,9,9],[1],[[]],20,<[],[2,4,4,0,1]>,[[9366911682030,-867859720313,-8532476954342,-3905035688512],[9378894780880,2996166453602,-2182369832732,-1776617293927],[-4600001954915,6947288575534,4053851596631,-4235901716059],[3256412535785,890115615564,-328685454724,7662423257786],[-9366911682030,867859720313,8532476954342,3905035688512],[-9378894780880,-2996166453602,2182369832732,1776617293927],[-3256412535785,-890115615564,328685454724,-7662423257786],[4600001954915,-6947288575534,-4053851596631,4235901716059]]>,<41,4,2,[[2,1,4,3,6,5,8,7],[5,6,7,8,1,2,3,4]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[5,6,7,8,1,2,3,4],[6,5,8,7,2,1,4,3]],[5,6,7,8,1,2,3,4],[1,5,5,2],[1],[[[2,1,4,3,6,5,8,7]]],20,<<[],[6,38,1]>,[[-47555993750396208074546139138638,73324283001108934528619820714343],[-53375872554689653754655407000444,6673258442196382934124970477093],[1,0]]>,[[[53375872554689653754655407000467,-6673258442196382934124970477081],[-1,0]],[[23,12],[1,0]],[[73577550740804867784220313870514,-8801371915808841839187247205559],[-1174651790932550549896478101347,0]],[[-65264068371596203683201168726600,75616527866553850819304513921218],[1174651790932550549896478101347,0]],[[-23,-12],[-1,0]],[[-53375872554689653754655407000467,6673258442196382934124970477081],[1,0]],[[65264068371596203683201168726600,-75616527866553850819304513921218],[-1174651790932550549896478101347,0]],[[-73577550740804867784220313870514,8801371915808841839187247205559],[1174651790932550549896478101347,0]]]>,<149,4,1,[[8,7,2,1,4,3,6,5]],[[1,2,3,4,5,6,7,8],[5,6,7,8,1,2,3,4],[8,7,2,1,4,3,6,5],[4,3,6,5,8,7,2,1]],[8,7,2,1,4,3,6,5],[1,2,6,7],[1],[[]],20,<[],[2,107,7,0,1]>,[[-13509365270679939779806791603485771134329188,-4851176122332951303887467041327973256924128,12204902292381005038768304135722775888581896,7636326515159437351230169371054029705048476],[-3231857062667360549317954667872404882845847,8233398384851943200024634975699817084104831,-11785492595510976573275237481678927418740347,-10219331696872103844838849415793662244098488],[13252740746467106158954464723565231928543052,-11691533495727590702102334028571633814488727,13555998024509989461983530123070458026958582,-5681999096719439864761542589081073498655838],[-10482436852584449402823288695209478342287128,-3595395171213406735663505562255608482091205,-1505337632274342268985042332997890393854711,5372184490760946384485501551889764449925662],[13509365270679939779806791603485771134329188,4851176122332951303887467041327973256924128,-12204902292381005038768304135722775888581896,-7636326515159437351230169371054029705048476],[3231857062667360549317954667872404882845847,-8233398384851943200024634975699817084104831,11785492595510976573275237481678927418740347,10219331696872103844838849415793662244098488],[-13252740746467106158954464723565231928543052,11691533495727590702102334028571633814488727,-13555998024509989461983530123070458026958582,5681999096719439864761542589081073498655838],[10482436852584449402823288695209478342287128,3595395171213406735663505562255608482091205,1505337632274342268985042332997890393854711,-5372184490760946384485501551889764449925662]]>*] [x,x^2-2,x^2+82,x^2+41,x^2-82,x^2+2,x^2-x-10,x^2+1,0,0] [1,2,2,2,2,2,2,2,9,10] <[1],[2],[3],[4],[5],[6],[7],[8],[9,10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,13,23,41,47,149,6133],[1,1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,11]>,<1,2^3,1,[[1],[1],[1],[-1],[1],[-1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[11,4,4,4,1,1,1,4,4],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[8,11]>,<1,2^3*41,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[11,3,3,1,3,11,1,1,1],1,[1.000000000,0.6938617421,0.8755156887],<"notfaithful",0>,[8,11]>,<1,2^2*41,1,[[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[11,1,1,3,3,11,1,3,3],1,[1.000000000,1.962537372,1.193659796],<"notfaithful",0>,[8,11]>,<1,2^3*41,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[11,1,4,1,1,11,4,1,1],1,[1.000000000,1.278109740,1.076623824],<"notfaithful",0>,[8,11]>,<1,2^3,1,[[1],[1],[-1],[1],[1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[11,1,3,3,3,1,3,3,3],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[8,11]>,<1,41,1,[[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[1,5,1,5,1,11,5,5,5],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[8,11]>,<1,2^2,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,13,23,41,47,149,6133],[11,3,1,1,3,1,3,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[8,11]>,<2,2^8*41,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0]],[[1,0],[1,0]]],[2,3,5,13,23,41,47,149,6133],[11,8,8,7,3,12,8,6,7],0,[-1.000000000-2.923546846E-14*i,0.7642498382+0.09025526707*i,0.9845154310+0.009773750905*i],<"2.2e8_41.8t11.3",1>,[8,11]>,<2,2^8*41,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0]],[[1,0],[1,0]]],[2,3,5,13,23,41,47,149,6133],[11,8,8,7,3,12,8,6,7],0,[-1.000000000+2.923546846E-14*i,0.7642498382-0.09025526707*i,0.9845154310-0.009773750905*i],<"2.2e8_41.8t11.3",2>,[8,11]>]
