x^2-x+6971 -27883 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 19 x-1 5 [[824849],[-824848]] 2 [2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<27883,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[194372393,27883,1]>,[[-13941,-1],[13942,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[27883],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,27883,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[27883],[3],1,[1.000000000,0.2822093396,0.6673069269],<"1.27883.2t1.1",1>,[2,1]>]
x^5-2*x^4+x^3-3*x-1 -27883 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 67 x^2+63*x+2 5 [[-431859230,296253774],[369736014,0],[-194095494,-296253774],[280779753,-102306107],[-24561041,102306107]] 2 [5,7,7,5,7,7,7,6,6,5,5,7,7,4,7,5,5,5,3,3,6,3,2,5,4,7,4,4,6,3,5,3,4,7,4,5,5,5,6,5,5,3,6,2,7,7,6,7,5,4,5,6,2,5,5,6,4,7,2,4,3,5,3,6,3,5,7,5,6,3,3,7,6,7,7,4,6,6,5,6,6,3,4,5,5,5,3,3,4,5,4,3,5,7,7,6,7,2,7,7,6,3,2,4,6,3,3,7,4,5,5,5,6,5,6,3,5,7,4,3,6,5,3,3,4,5,5,7,7,5,3,2,6,5,6,6,5,3,5,5,4,5,5,3,3,7,4,6,5,4,2,4,4,4,2,5,6,5,4,5,5,2,2,6,6,7,3,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<27883,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[-7389402233371226064246892398500604813199552747874911797252364411202743337651204656399828,-2123379721581685030763108164712845600368522375118198443187790752803375793938297868059989,1]>,[[-1276523825712455840008060566194878499188781516948090450424791249830553512018404019716506,0],[16253213861937526077964995233071001207056802103129654152144972448539141639802445232104114,0],[-17100069757806755268720042831588968308236542961299762144907971951511963921722339080486497,0],[2123379721581685030763108164712845600368522375118198443187790752803375793938297868079440,-1],[19451,1]]>*] [x,x^2-x+6971,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[27883],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,27883,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[27883],[8],1,[1.000000000,0.2822093396,0.6673069269],<"notfaithful",0>,[5,5]>,<4,27883^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]]],[27883],[8],1,[0,0,0],<"4.27883e3.10t12.1",1>,[5,5]>,<4,27883,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-3],[3],[-1]]],[27883],[8],1,[1.000000000,0.4846809321,0.8499525627],<"4.27883.5t5.1",1>,[5,5]>,<5,27883^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-3],[3],[-1]]],[27883],[8],1,[0,0,0],<"5.27883e2.10t13.1",1>,[5,5]>,<5,27883^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]]],[27883],[8],1,[0,0,0],<"5.27883e3.6t14.1",1>,[5,5]>,<6,27883^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[27883],[8],1,[0,0,0],<"6.27883e3.20t35.1",1>,[5,5]>]
x^5-11*x^3-15*x^2-2*x+1 2^2*29*15149 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 89 x-1 5 [[-790947778],[2616490564],[-1523617010],[-2376377896],[2074452120]] 1 [3,6,6,3,6,4,5,5,5,4,6,5,5,5,6,6,4,6,5,5,2,6,7,1,3,7,6,3,5,7,7,7,3,6,6,4,6,3,5,5,5,3,7,5,7,6,4,7,4,4,3,7,5,7,7,4,3,7,4,4,6,2,4,6,5,7,6,5,2,6,6,3,5,3,5,7,6,7,3,7,6,2,3,2,6,4,6,6,7,5,6,7,7,5,2,7,3,6,4,5,7,7,3,5,4,5,7,3,6,4,3,5,7,7,3,6,4,4,2,2,2,4,3,5,4,7,5,4,5,7,5,7,4,2,5,5,6,6,5,5,3,5,5,5,3,5,3,5,7,6,5,2,2,4,7,6,5,5,5,6,6,5,5,7,4,6,4,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,3,[[1,2,4,5,3],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,4,5,3]],[2,1,3,5,4],[1,3,4],[1],[[[1,2,4,5,3]]],20,<<[],[1,1,1]>,[[-37294,0],[-234894,0],[-523042,0],[1,0]]>,[[[33588,-458355],[0,0],[0,0]],[[491943,458355],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[239459,-44126],[233230,466461],[349101,173914]],[[283585,44126],[291057,57827],[175187,350374]]]>,<29,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[27,2,0,1]>,[[-62737888381509881813897709159,0,0],[-87070041435179502366628685689,0,0],[1,0,0]]>,[[[63681878080538414921109284708,-78164136461585894293363596453,-63217013194133628115850845335],[0,0,0]],[[69903538547918906765924135038,47611012485172922389026642419,29946520231956617366653612613],[0,0,0]],[[-43660881912527070855875465084,30553123976412971904336954034,33270492962177010749197232722],[0,0,0]],[[87070041435179502366628685714,0,0],[-1,0,0]],[[25,0,0],[1,0,0]]]>,<15149,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[107634662994096951797218437602388082155429598637420819421883188007905254488236612263,-70817233193991417216404823523060654285016509130413498742988027466404904430015967665,1]>,[[67475772595798602130531608745765416406456876720793754945596139754608332504807057955,0],[87297191889535948925757325279352798347411261699287408814292982757258840417425330977,0],[179619015974148333990323900854620334281830877497362094591666685526781655463544339894,0],[70817233193991417216404823523060654285016509130413498742988027466404904430015980420,-1],[12755,1]]>*] [x,x^2-x-109830,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,29,15149],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,29*15149,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,29,15149],[1,8,8],1,[1.000000000,4.482499402,1.605098413],<"notfaithful",0>,[5,5]>,<4,2^2*29^3*15149^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[-1]]],[2,29,15149],[8,9,9],1,[0,0,0],<"4.2e2_29e3_15149e3.10t12.1",1>,[5,5]>,<4,2^2*29*15149,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[2,29,15149],[8,9,10],1,[1.000000000,0.6641616405,0.9071837604],<"4.2e2_29_15149.5t5.1",1>,[5,5]>,<5,2^4*29^2*15149^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[2,29,15149],[8,9,10],1,[0,0,0],<"5.2e4_29e2_15149e2.10t13.1",1>,[5,5]>,<5,2^4*29^3*15149^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1],[1]],[[1],[-2],[1]]],[2,29,15149],[8,9,10],1,[0,0,0],<"5.2e4_29e3_15149e3.6t14.1",1>,[5,5]>,<6,2^4*29^3*15149^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[2,29,15149],[8,9,10],1,[0,0,0],<"6.2e4_29e3_15149e3.20t35.1",1>,[5,5]>]
x^5-2*x^4-16*x^3-x^2+36*x+16 17^2*563^2 5 0 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 241 x-1 5 [[162190606161],[52992805617],[394352806320],[237374988050],[-33921188945]] 1 [2,5,4,5,2,2,2,4,3,4,4,3,3,5,2,4,3,5,4,2,5,5,3,2,3,2,3,4,2,2,3,3,3,5,2,2,2,2,4,3,5,2,5,3,3,2,3,5,5,5,3,3,1,4,3,4,4,4,1,5,4,2,2,2,3,5,4,3,5,3,3,3,2,3,2,3,3,3,3,4,2,3,2,3,4,4,4,5,5,4,5,2,5,3,3,4,3,3,4,2,4,4,2,3,2,3,3,5,4,5,2,3,2,3,1,3,2,5,3,3,3,2,5,4,3,5,4,3,3,4,3,3,5,3,2,2,3,2,3,2,3,5,3,2,4,3,3,4,3,5,2,3,4,5,3,3,3,4,3,5,3,2,4,2,2,5,3,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-38284,4>,<x+38284,5>]*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-375145,0],[-193026,491573],[363977,-491573],[60264,-83668],[-118212,83668]]>,<17,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[3,16,1]>,[[-756392873321346215119549,0],[1969140759268912628585868,0],[-796341347958809241047021,0],[1,0]]>,[[[1681003254620450614156776,767925666905928469635236],[0,0],[0,0]],[[1586886804068312667197803,-767925666905928469635236],[0,0],[0,0]],[[-1540368854854018867999369,11697021811295346584740],[116270424233794681587141,89243939180834124213128],[13610710494402933749226,-58066770109487464493135]],[[1,0],[1,0],[0,0]],[[-1727521203834744413355209,-11697021811295346584740],[-116270424233794681587142,-89243939180834124213128],[-13610710494402933749226,58066770109487464493135]]]>,<563,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[2,559,1]>,[[160515976390947542808277846595614093162163719863719273,0],[3914074650694981651247942101936017838010180185405704748,0],[1631824340650368716975585721289045686450773203608706153,0],[1,0]]>,[[[-412916568882342389180452700415131301455484505143734513,-2787950692902700664630528834835052532427981285608162103],[0,0],[0,0]],[[2044740909532711106156038421704176987906257708752439312,2787950692902700664630528834835052532427981285608162103],[0,0],[0,0]],[[-4748756442439400408516010308199929574121248080340232957,-893088104836221440363416535948701233386811177368492807],[559678015903070561348976707407080753640667595162306,6962839482116504054515761975238041740997998201112249],[1894417150615835514536626447619004296605307606421214,950068881849529757205109698987972663288536453390229]],[[452,0],[1,0],[0,0]],[[3116932101789031691540424586910883887670474876731527708,893088104836221440363416535948701233386811177368492807],[-559678015903070561348976707407080753640667595162307,-6962839482116504054515761975238041740997998201112249],[-1894417150615835514536626447619004296605307606421214,-950068881849529757205109698987972663288536453390229]]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,563],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,17^2*563^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]]],[2,17,563],[2,6,6],1,[0,0,0],<"3.17e2_563e2.12t33.1",1>,[5,4]>,<3,17^2*563^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]]],[2,17,563],[2,6,6],1,[0,0,0],<"3.17e2_563e2.12t33.1",2>,[5,4]>,<4,17^2*563^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[2,17,563],[2,6,6],1,[0,0,0],<"4.17e2_563e2.5t4.1",1>,[5,4]>,<5,17^4*563^4,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1]]],[2,17,563],[2,6,6],1,[0,0,0],<"5.17e4_563e4.6t12.1",1>,[5,4]>]
x^3-29*x-88 -27883 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[1017231],[946592],[512276]] 2 [2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,2,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,3,3,2,2,3,3,2,1,1,3,2,2,2,3,1,3,2,1,2,2,1,1,3,2,3,3,3,3,2,2,2,1,1,3,2,3,3,2,2,2,3,2,2,2,2,1,3,2,3,1,3,3,2,1,2,2,2,3,2,3,3,2,2,3,1,3,2,3,1,3,2,2,2,2,2,3,2,1,2,3,3,2,1,2,2,3,2,2,1,3,2,3,1,2,3,2,3,3,3,2,2,3,2,3,2,2,2,2,3,1,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[341960,0],[-30507,-243342],[212835,243342]]>,<27883,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-28777484701609844266583249665046877079375988228640420732112596512069384993834022796276200,-31279193172791686431436979751327868825225998386619376854032539179082207135386350426431365,1]>,[[-31279193172791686431436979751327868825225998386619376854032539179082207135386350426481353,0],[31279193172791686431436979751327868825225998386619376854032539179082207135386350426456359,-1],[24994,1]]>*] [x,x^2-x+6971,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,27883],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,27883,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,27883],[2,4],1,[1.000000000,0.2822093396,0.6673069269],<"notfaithful",0>,[3,2]>,<2,27883,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,27883],[2,4],1,[1.000000000,1.667659913,1.090192870],<"2.27883.3t2.1",1>,[3,2]>]
x^4-2*x^3-5*x^2+6*x-171 -5^2*2711 2 1 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[-7167807],[7167808],[-21362058],[21362059]] 4 [3,3,3,5,4,5,3,1,3,4,4,3,2,3,5,5,1,1,3,2,5,4,3,4,5,2,5,5,4,3,5,4,5,2,1,4,3,3,3,3,1,2,1,3,3,4,4,3,5,2,3,1,1,4,3,5,1,4,3,4,5,5,5,4,5,3,2,5,5,2,3,4,3,3,4,3,4,5,4,4,4,4,4,5,4,3,4,5,4,3,3,2,5,4,4,5,4,1,5,4,3,3,5,2,2,5,5,5,2,1,3,3,5,1,2,4,5,5,3,4,4,5,5,5,4,4,2,4,3,5,2,5,4,3,2,4,5,3,5,4,4,1,5,5,2,2,5,3,4,5,5,4,3,5,3,4,1,1,3,4,5,3,3,2,5,5,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+6,2>,<x^2-14*x+2760,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,3],[1],[[]],20,<[],[1,1,1]>,[[99186,44415],[-54770,44415],[54771,-44415],[-99185,-44415]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-273653109,360674688],[167258982,-360674688],[273653110,-360674688],[-167258981,360674688]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-22749111337335,-17664474453925],[14131579563135,7065789781570],[1,0]]>,[[[-14131579563135,-7065789781569],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[14131579563136,7065789781569],[1,0]]]>,<2711,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[7,2710,1]>,[[-190098043392942063326386648311281417780548942758708878920694034512569,0],[2711,0],[1,0]]>,[[[35734458945076425309081212880514204567329927215507845850504221713529,-153869987669326158554776294206040938483760036212522489543804359220375],[0,0]],[[-35734458945076425309081212880514204567329927215507845850504221713528,153869987669326158554776294206040938483760036212522489543804359220375],[0,0]],[[-1355,0],[-1,0]],[[1356,0],[1,0]]]>*] [x,x^2-x-1,x^2-x+678,x^2-x+3389,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,2711],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,2711],[3,3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,2711,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,2711],[1,1,1,6],1,[1.000000000,3.197871316,1.521097591],<"notfaithful",0>,[4,3]>,<1,5*2711,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,2711],[3,3,6,6],1,[1.000000000,0.5396722751,0.7302303258],<"notfaithful",0>,[4,3]>,<2,5*2711,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,5,2711],[3,3,6,6],1,[1.000000000,1.322559216,1.043190778],<"2.5_2711.4t3.1",1>,[4,3]>]
