x^2-x-1179 53*89 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[117],[-116]] 1 [2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-477,53,1]>,[[-26,-1],[27,1]]>,<89,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[801,89,1]>,[[-44,-1],[45,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[53,89],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,53*89,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[53,89],[3,3],1,[1.000000000,0.8589600779,0.8564315842],<"1.53_89.2t1.1",1>,[2,1]>]
x^5-2*x^4-45*x^3+24*x^2+415*x+418 21317^2 5 0 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 9 [[1056044297,0],[610623131,968285702],[995654863,988913019],[906466290,-968285702],[1147106803,-988913019]] 1 [2,2,2,4,2,3,3,2,2,2,4,2,2,2,2,4,2,2,2,2,1,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,4,3,3,2,2,2,3,2,4,3,2,3,2,2,2,4,2,2,3,3,3,3,4,2,3,3,3,2,2,4,2,2,2,1,3,2,3,4,3,4,4,3,2,2,3,3,4,2,2,3,4,2,2,3,2,4,1,2,2,4,1,2,2,2,2,4,4,4,1,3,2,4,4,3,2,2,4,2,2,2,4,2,4,3,1,4,2,4,3,2,4,2,4,3,4,4,4,4,1,2,4,2,2,3,2,2,2,3,2,2,4,2,4,3,2,2,1,2,4,3,4,2,3,2,2,2,3,4,1,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+6224564,4>,<x-6224564,3>]*]] [*<2,2,1,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,5,4,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-457798,0],[-121386,-132575],[150204,256699],[-106495,-256699],[11189,132575]]>,<73,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[3514497446023215464777198174495642546,-8993447293075735109232713803986329374,6728651814821071370071556017779166087,123426004804062467342370847254937309,-108087714207190063467943741881333881]>,<21317,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-66065001523216818301840294652215827668663967152298061003129119999531525781664263239224,-85202954462237423972139950723517674731260270062784488060200052144968068783519819298531,1]>,[[66345234474226799483069343825887650472380453823416954271886798030031406218983884091990,0],[85202954462237423972139950723517674731260270062784488060200052144968068783519819312068,-1],[13537,1],[-103999885660416214451923640948253430370442413040166347210421363044608496340049034757190,-2228018947083315732634638170415644492619363574823033866891253920363020079399037517],[-47548303276048009003285653601151894833198310846035095121665487130390978662454668660403,2228018947083315732634638170415644492619363574823033866891253920363020079399037517]]>*] [x,x^2-x-5329,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,73,21317],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,21317,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,73,21317],[2,1,5],1,[1.000000000,0.3888104368,0.7017401599],<"notfaithful",0>,[5,2]>,<2,21317,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,73,21317],[2,1,5],1,[1.000000000,1.359997686,1.079674831],<"2.21317.5t2.1",1>,[5,2]>,<2,21317,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,73,21317],[2,1,5],1,[1.000000000,1.234347306,1.050561715],<"2.21317.5t2.1",2>,[5,2]>]
x^6-2*x^5-3*x^4+12*x^3-3*x^2-2*x+1 2^8*3*11^4 2 2 48 "C2*S4" [[3,2,1,6,5,4],[6,2,3,4,5,1],[3,1,2,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[1,5,3,4,2,6]>,<2,3,[6,5,3,4,2,1]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[3,1,2,5,6,4]>,<4,6,[2,6,3,4,1,5]>,<4,6,[2,6,4,3,1,5]>,<6,8,[3,6,2,5,1,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 23 x^2+21*x+5 10 [[15826636479791,10372765410096],[5131118936020,-10372765410096],[15305059017029,0],[-3060541597864,0],[-20112150739192,17419836775211],[-13090122095782,-17419836775211]] 5 [3,8,10,6,5,7,10,8,5,10,8,7,10,8,9,10,9,4,6,9,4,8,9,10,7,2,8,5,7,10,6,9,3,6,10,6,4,6,9,3,5,7,5,7,10,8,8,6,9,7,10,9,4,5,10,9,10,8,7,3,8,10,6,5,7,3,6,7,5,7,10,5,6,4,8,9,10,7,10,7,5,7,9,7,8,9,10,7,10,8,9,9,6,9,8,5,3,3,6,4,6,3,5,3,6,7,9,10,9,7,8,7,10,6,6,10,8,5,3,9,7,4,10,5,8,10,4,5,6,7,8,5,8,7,10,7,2,6,2,2,6,3,8,5,7,9,7,2,8,5,7,10,6,5,8,9,8,10,7,10,5,10,6,5,10,5,6,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3+6*x^2+100*x+536,4>,<x^6-8*x^5+316*x^4-352*x^3+512*x^2+203776*x-3542272,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-2,2>,<x^6-32*x^5+364*x^4-1984*x^3+3200*x^2+9472*x-51712,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[2,1,5,6,3,4],[1,2,3,4,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,5,6,3,4],[1,2,3,4,6,5],[2,1,5,6,4,3]],[1,2,3,4,6,5],[1,4,6,3,9],[2],[[[1,2,4,3,6,5],[2,1,5,6,3,4]]],20,<<[],[1,1,1]>,[[281146,0],[-486284,0],[-213036,0],[-494182,0],[1,0]]>,[[[72873,0],[-110310,0],[-1975,0],[-72143,0]],[[-42769,0],[110310,0],[1975,0],[72143,0]],[[1,0],[1,0],[0,0],[0,0]],[[-19001,0],[-19003,0],[-30105,0],[-1,0]],[[105589,-39864],[-40741,-100484],[52810,75515],[100979,-60187]],[[-116691,39864],[59743,100484],[-22705,-75515],[-100978,60187]]]>,<3,8,2,[[1,2,3,4,6,5],[3,1,4,2,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[3,1,4,2,5,6],[2,4,1,3,5,6],[3,1,4,2,6,5],[2,4,1,3,6,5]],[3,1,4,2,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,0,0,2,1]>,[[-132678474,0,0,0],[1677052965,0,0,0],[1,0,0,0]]>,[[[939368371,-437619412,-373984289,1490009424],[0,0,0,0]],[[1615652275,1384805321,1670681571,-220210178],[0,0,0,0]],[[-1576133029,-1384805321,-726296606,1164595143],[0,0,0,0]],[[698165346,437619412,-570400676,1052390012],[0,0,0,0]],[[-1677052963,0,0,0],[-1,0,0,0]],[[2,0,0,0],[1,0,0,0]]]>,<11,6,3,[[2,3,1,5,6,4],[3,2,1,4,6,5]],[[1,2,3,4,5,6],[3,2,1,4,6,5],[2,3,1,5,6,4]],[3,2,1,4,6,5],[1,5,7],[1],[[[2,3,1,5,6,4]]],20,<<[],[2,7,1]>,[[253579941640570233601,0],[-51854127713442300697,0],[94588160493986719010,0],[1,0]]>,[[[120412244106611291137,-48191049460764386847],[-8541263658372884238,-11177373966451473538],[8753930100169039849,2501122885762582814]],[[6,0],[1,0],[0,0]],[[-215000404600598010135,48191049460764386847],[8541263658372884237,11177373966451473538],[-8753930100169039849,-2501122885762582814]],[[-257423160374638408401,0],[17066177273719106969,0],[-26451408216738744319,0]],[[-59945617681556118422,28692491242974663566],[-5992952753429904950,-25485285654054905972],[26392449666315664526,-4975085618931708794]],[[-260793056382378763384,-28692491242974663566],[-11073224520289202019,25485285654054905972],[58958550423079793,4975085618931708794]]]>*] [x,x^2-x+1,x^2+1,x^2-3,x^6-x^5-3*x^4-8*x^3+18*x^2+8*x+4,x^3-x^2+4*x+2,x^4-2*x^3-x^2-4*x+1,0,0,x^4-2*x^3-x^2-4*x+1] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11],[2,11,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<1,2^2,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11],[11,5,5],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,11]>,<1,2^2*3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11],[11,11,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,11]>,<2,2^2*3^2*11^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[1]],[[1]]],[2,3,11],[11,12,12],1,[1.000000000,0.8458801904,0.8319310451],<"notfaithful",0>,[6,11]>,<2,2^2*11^2,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,11],[11,5,12],1,[1.000000000,1.514443483,1.281822355],<"notfaithful",0>,[6,11]>,<3,2^4*3^2*11^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,3,11],[11,11,12],1,[1.000000000,0.5712378217,0.7387196111],<"notfaithful",0>,[6,11]>,<3,2^6*3*11^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[1]],[[1],[-1]]],[2,3,11],[11,12,13],1,[1.000000000,0.9004606352,0.9807210036],<"3.2e6_3_11e2.6t11.2",1>,[6,11]>,<3,2^4*3*11^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,11],[11,12,13],1,[1.000000000,1.706058779,1.326286457],<"3.2e4_3_11e2.6t11.2",1>,[6,11]>,<3,2^6*3^2*11^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,11],[11,12,13],1,[1.000000000,1.327581690,1.097315954],<"notfaithful",0>,[6,11]>]
x^6-3*x^5+6*x^4-7*x^3+303*x^2-300*x+55 3^3*5^2*23^2*47^3 2 2 12 "D12" [[1,2,4,3,6,5],[2,1,6,5,4,3],[3,6,1,4,5,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,6,5,4,3]>,<2,3,[3,6,1,4,5,2]>,<2,3,[6,3,2,5,4,1]>,<3,2,[4,5,1,3,6,2]>,<6,2,[5,4,2,6,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 10 [[4786350151,0],[-4786350150,0],[-789100834,-6758780011],[-5352489959,6758780011],[5352489960,-6758780011],[789100835,6758780011]] 3 [6,3,1,5,3,2,4,6,1,5,4,5,1,4,3,4,4,3,4,4,6,3,4,6,5,4,1,5,2,1,6,4,5,4,6,4,1,6,3,6,5,6,6,6,6,2,4,6,5,6,3,4,3,2,3,4,4,1,3,3,5,5,3,5,4,3,5,1,6,4,6,3,4,4,3,4,3,3,2,4,3,6,2,4,5,3,1,1,1,6,5,6,3,4,4,5,5,6,5,1,6,5,5,3,3,2,3,3,5,1,2,5,4,3,6,3,1,2,6,6,3,2,5,6,4,3,3,4,4,5,5,5,6,4,4,3,4,4,1,5,5,5,3,4,4,3,3,3,4,6,6,3,3,3,1,6,6,4,4,2,6,5,3,3,4,1,5,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x-3,2>,<x^3+75*x^2+1287*x+69957,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,4,2,[[4,5,6,1,2,3],[3,2,1,6,5,4]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[3,2,1,6,5,4],[6,5,4,3,2,1]],[3,2,1,6,5,4],[1,4,3,2],[1],[[[4,5,6,1,2,3]]],20,<<[],[2,2,1]>,[[-426873642,76795002],[-336223818,-336223821],[1,0]]>,[[[-51196669,-51196668],[43046720,0]],[[-9375817,-47210826],[25223339,0]],[[-1,0],[43046720,0]],[[2,0],[1,0]],[[9375818,47210826],[17823382,0]],[[51196670,51196668],[1,0]]]>,<5,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[1,2,4,3,6,5]]],20,<[],[-17605150044465,13525643816915,1]>,[[4694094748524,0],[-4694094748523,0],[-13525643816915,-1],[0,1],[1,-1],[13525643816916,1]]>,<23,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[1,2,4,3,6,5]]],20,<[],[668889604218333752616493730,-514601901629453531376198332,1]>,[[-459729755848346572297302231,0],[459729755848346572297302232,0],[514601901629453531376198345,-1],[13,1],[-12,-1],[-514601901629453531376198344,1]]>,<47,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[5,45,1]>,[[-741619419260089895048161706173498,0],[47,0],[1,0]]>,[[[-23,0],[-1,0]],[[24,0],[1,0]],[[-369876236455534778330559834079229,806876780441835906883112478618910],[-23032219942198294543435256565068,0]],[[712638100827785065210897224478967,806876780441835906883112478618910],[23032219942198294543435256565068,0]],[[-712638100827785065210897224478966,-806876780441835906883112478618910],[-23032219942198294543435256565068,0]],[[369876236455534778330559834079230,-806876780441835906883112478618910],[23032219942198294543435256565068,0]]]>*] [x,x^2-x+4054,x^2-x+29,x^2-x-35,x^3+33*x-9,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,23,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*5*23*47,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,5,23,47],[7,7,7,7],1,[1.000000000,2.368441320,1.357309266],<"notfaithful",0>,[6,3]>,<1,5*23,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,23,47],[2,7,7,2],1,[1.000000000,0.5859100510,0.7284036527],<"notfaithful",0>,[6,3]>,<1,3*47,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,23,47],[7,1,1,7],1,[1.000000000,0.8837536146,0.8488551122],<"notfaithful",0>,[6,3]>,<2,3*5*23*47,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,5,23,47],[7,7,7,7],1,[1.000000000,1.046949706,0.8838939049],<"notfaithful",0>,[6,3]>,<2,3*5*23*47,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[3,5,23,47],[7,8,8,7],1,[1.000000000,1.057951550,1.121627470],<"2.3_5_23_47.6t3.5",1>,[6,3]>]
