x^2-1186 2^3*593 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[49],[-49]] 1 [1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1186,0,1]>,[[0,1],[0,262143]]>,<593,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1186,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,593],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*593,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,593],[3,3],1,[1.000000000,1.899325312,1.166165071],<"1.2e3_593.2t1.2",1>,[2,1]>]
x^3-x^2-3546*x-74079 10639^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 23 x-1 6 [[-19837982],[50556325],[-30718342]] 1 [2,1,1,2,3,2,3,2,1,2,2,1,2,3,1,2,3,2,2,2,1,3,3,2,2,3,3,3,3,2,2,1,2,1,2,2,3,1,3,3,1,2,1,2,3,2,1,1,2,1,2,1,1,3,3,1,2,2,3,3,2,1,2,2,1,1,2,3,3,2,2,3,2,2,1,3,3,2,3,2,1,3,3,3,3,2,2,2,3,2,1,3,1,1,2,3,1,2,2,3,2,1,2,1,2,2,3,1,3,3,2,2,3,2,1,2,1,2,3,1,1,2,1,1,3,1,3,2,1,1,2,1,2,3,2,3,3,2,1,2,2,3,2,2,1,3,1,3,3,3,2,3,1,2,1,2,1,2,3,1,3,2,3,1,1,1,3,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+159585,2>,<x-159585,3>]*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1489545883,353661423,481315629]>,<5,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-17185950144411,-5029974312599,3142438128886]>,<10639,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[356777896851,150914215,21278,1]>,[[-69031319289272941689971666534186332877905637331945567050053034069331140054875268,-8651354361534347424879740142768597659918618583444003766024755969462185048806,-8651354361534347424879740142768597659918618583444003766024755969462185049749],[69031319289272941689971666534186332877905637331945567050053034069331140054868176,8651354361534347424879740142768597659918618583444003766024755969462185048805,8651354361534347424879740142768597659918618583444003766024755969462185049749],[7093,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,10639],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,10639,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,5,10639],[2,1,1,4],0,[-0.9916718117-0.1287905971*i,0.9390057708+0.5678622152*i,0.9810258825+0.2065485897*i],<"1.10639.3t1.1",1>,[3,1]>,<1,10639,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,10639],[2,1,1,4],0,[-0.9916718117+0.1287905971*i,0.9390057708-0.5678622152*i,0.9810258825-0.2065485897*i],<"1.10639.3t1.1",2>,[3,1]>]
x^4-x^3-12*x^2+2*x+59 11^3*71 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 157 x-1 5 [[-36819834898],[-22603117661],[27568684386],[31854268174]] 3 [5,2,2,3,4,3,3,5,4,5,4,2,3,5,4,4,4,3,4,4,5,5,5,2,4,5,2,5,5,4,3,5,4,3,3,5,1,4,5,3,1,4,2,3,3,1,3,2,3,1,5,3,3,2,4,5,4,5,5,3,3,5,3,2,2,4,4,3,3,3,4,5,1,5,2,4,4,4,4,5,1,4,5,4,3,4,4,3,3,2,4,3,4,3,1,5,2,2,3,3,5,5,3,5,5,1,1,5,4,3,3,5,1,4,4,1,1,2,4,5,4,3,5,4,4,3,4,1,4,3,5,3,4,4,3,3,4,5,1,3,5,5,4,3,1,2,5,5,4,4,5,1,4,3,4,4,3,2,3,5,2,5,3,1,1,1,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+13,2>,<x^2-7*x-183,3>]*],[*[4],"CYC",0,5*]] [*<7,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[3,6,1]>,[[-37043620438192221,-1446579726687495],[-28364142078067251,1446579726687495],[-1908901006454525,-2038514767050468],[-1076707589524860,2038514767050468]]>,<11,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,7,1]>,[[11,0],[11,0],[33,0],[11,0],[1,0]]>,[[[-96107142133222858459,0],[-17474025842404156081,0],[26211038763606234126,0],[-17474025842404156083,0]],[[312640211574321945284,-20510959131019853870],[-6326133722293058649,21907282579750480785],[-21614519117662124248,-19905168624078158136],[-21539637049534347237,-17387484341412485264]],[[3,0],[1,0],[0,0],[0,0]],[[-216533069441099086827,20510959131019853870],[23800159564697214729,-21907282579750480785],[-4596519645944109878,19905168624078158136],[-22145427556476042971,17387484341412485264]]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[3912545168469529087175540879163028846,0],[5276309095819104461900387654337973131,0],[1,0]]>,[[[1399973167582314875194025669383256208,-3414518774511097643914426281137708890],[0,0]],[[3876335928236789586706361984954716796,3414518774511097643914426281137708890],[0,0]],[[-5276309095819104461900387654337973067,0],[-1,0]],[[64,0],[1,0]]]>*] [x,x^2-x+3,x^2-x-195,x^2-x+18,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,11,71],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,11,71],[3,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,11*71,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[7,11,71],[1,6,6],1,[1.000000000,1.339877242,0.9586477461],<"notfaithful",0>,[4,3]>,<1,71,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[7,11,71],[3,3,6],1,[1.000000000,2.609869177,1.505707243],<"notfaithful",0>,[4,3]>,<2,11^2*71,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[7,11,71],[3,6,7],1,[1.000000000,0.2990622392,0.7037549657],<"2.11e2_71.4t3.1",1>,[4,3]>]
x^4-11*x^2-48 -2^4*3*313^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[-15663313],[-18201080],[18201080],[15663313]] 4 [4,4,5,3,4,2,5,1,5,4,3,3,5,3,5,5,5,3,3,4,3,2,4,5,1,5,1,4,3,4,3,5,4,2,5,1,2,1,5,4,5,2,5,3,4,1,3,3,5,3,5,5,1,5,5,4,4,3,1,4,3,5,2,4,1,4,1,2,5,1,5,5,2,3,1,4,4,3,4,1,5,1,5,3,3,5,5,2,5,1,5,4,1,5,3,5,4,4,1,1,2,5,5,4,3,1,4,4,4,2,1,1,4,3,3,5,3,5,4,4,2,3,5,4,3,4,1,5,3,2,1,4,3,3,5,2,4,2,4,5,1,5,1,5,3,4,3,5,3,4,3,4,3,4,1,5,3,5,1,4,4,5,3,4,4,4,2,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-66,2>,<x^2+6912,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,4,4],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[22458,0],[2,0],[1,0]]>,[[[-4,0],[-4,0]],[[4,0],[4,0]],[[32393,64786],[32393,64786]],[[-32393,-64786],[-32393,-64786]]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[1062369168,0],[0,0],[1,0]]>,[[[1220545862,1220545862],[0,0]],[[-1220545862,-1220545862],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<313,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-14410640395591816819019272677005267960913860256746,-31209136596704602794484678806633264469360581080197,1]>,[[31209136596704602794484678806633264469360581080369,-1],[172,1],[-172,-1],[-31209136596704602794484678806633264469360581080369,1]]>*] [x,x^2-x-78,x^2-x+1,x^2-x+235,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,313],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,313,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,313],[1,1,6],1,[1.000000000,2.187652352,1.425847985],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,313],[4,6,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,3*313,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,313],[3,6,6],1,[1.000000000,0.8201760128,0.8196264469],<"notfaithful",0>,[4,3]>,<2,2^4*3*313,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,313],[6,7,8],1,[1.000000000,0.7385295102,0.8935205492],<"2.2e4_3_313.4t3.1",1>,[4,3]>]
x^4-2*x^3+9*x^2-8*x+47 7*31^2*103 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 47 x-1 5 [[-96842278],[96842279],[79725088],[-79725087]] 3 [2,3,2,4,5,5,5,4,3,3,1,5,4,5,1,5,4,5,4,4,3,3,5,3,4,2,4,1,4,4,5,4,3,5,1,5,2,1,5,1,3,3,4,4,5,3,4,5,2,5,4,3,3,3,1,5,5,3,5,4,2,2,2,4,5,2,5,3,3,1,3,1,5,1,4,3,5,2,3,5,4,1,2,3,2,4,5,5,5,5,4,1,5,3,5,4,5,1,5,2,1,5,1,5,3,1,5,1,4,3,4,3,4,5,3,3,5,5,4,2,1,3,5,4,1,2,3,3,2,1,3,5,2,3,3,2,5,5,5,5,2,3,5,5,3,4,4,4,3,5,4,3,3,4,1,5,4,5,1,5,5,3,5,2,1,5,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-8,2>,<x^2+14*x-672,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[173844,-176601],[-200578,123131],[-173843,176601],[200579,-123131]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[36444479857699249,0],[7,0],[1,0]]>,[[[-25527569991863657,-21807901046889886],[0,0]],[[25527569991863658,21807901046889886],[0,0]],[[-3,0],[-1,0]],[[4,0],[1,0]]]>,<31,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-210385049571668019764311434257,72768986191963013853048857067,1]>,[[-72768986191963013853048857049,-1],[18,1],[-17,-1],[72768986191963013853048857050,1]]>,<103,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,102,1]>,[[1286869973048533474070336802926213972191,0],[103,0],[1,0]]>,[[[-2567399634238277758823376185349568250453,1897425848481950625251546190816575593152],[0,0]],[[2567399634238277758823376185349568250454,-1897425848481950625251546190816575593152],[0,0]],[[-51,0],[-1,0]],[[52,0],[1,0]]]>*] [x,x^2-x+8,x^2-x-180,x^2-x+5588,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,31,103],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,31,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,31,103],[1,1,6,1],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[4,3]>,<1,7*103,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,31,103],[1,6,1,6],1,[1.000000000,2.842067994,1.533467868],<"notfaithful",0>,[4,3]>,<1,7*31*103,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,31,103],[1,6,6,6],1,[1.000000000,2.185419092,1.265984579],<"notfaithful",0>,[4,3]>,<2,7*31*103,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,7,31,103],[2,6,7,6],1,[1.000000000,0.3296382815,0.5882124734],<"2.7_31_103.4t3.1",1>,[4,3]>]
x^4-x^3+28*x^2+21*x+131 7*31^2*103 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 101 x-1 5 [[1522895216],[-574461064],[-2509761835],[1561327684]] 3 [2,3,1,4,5,5,5,4,3,3,3,5,4,5,2,5,4,5,4,4,3,3,5,3,4,1,1,1,4,4,5,4,3,5,1,5,1,1,5,2,3,3,4,4,5,3,4,5,1,5,4,3,3,3,2,5,5,3,5,4,1,1,1,4,5,2,5,3,3,2,3,1,5,1,4,3,5,1,3,5,4,1,2,3,1,4,5,5,5,5,4,2,5,3,5,4,5,2,5,2,1,5,2,5,3,2,5,2,4,3,4,3,4,5,3,3,5,5,4,2,2,3,5,4,2,2,3,3,1,2,3,5,2,3,3,1,5,5,5,5,1,3,5,5,3,4,4,4,3,5,4,3,3,4,1,5,4,5,2,5,5,3,5,1,1,5,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-41,2>,<x^2-50*x-96,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-264312,475991],[308273,-475991],[-42599,-41238],[-1361,41238]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-1512594342,-1303641979],[1094689616,1303641979],[-332376407,39801963],[-411980333,-39801963]]>,<5,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-34024316131306,-6561576693384,374080539103,2064839629338]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[-13806613164427027,0],[18222239928849628,0],[1,0]]>,[[[20694885111105011,17159966098495401],[0,0]],[[-2472645182255394,-17159966098495401],[0,0]],[[-18222239928849622,0],[-1,0]],[[6,0],[1,0]]]>,<31,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,29,1]>,[[136935294439286250725811178734,56685698598133703390165638660],[316953448351121458905784654137,91354430453775509100689555680],[1,0]]>,[[[-316953448351121458905784654127,-91354430453775509100689555651],[-1,0]],[[10,29],[1,0]],[[-322513393327261048445003432954,-320635253468089540392322699985],[6752251453187805241171827701,6039745967090834534395649681]],[[-32323687140699774685354514529,-259800844897217232543130345994],[-6752251453187805241171827701,-6039745967090834534395649681]]]>,<103,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-508636814480258295269914896912317243177,-643434986524266737035168401463106984602,1]>,[[-6428686158874152273201361282752917692053,0],[5785251172349885536166192881289810707286,0],[643434986524266737035168401463106984685,-1],[83,1]]>*] [x,x^2-x+8,x^2-x-180,x^2-x+5588,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,31,103],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,31,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,31,103],[1,3,1,1,6,1],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[4,3]>,<1,7*103,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,31,103],[1,1,1,6,1,6],1,[1.000000000,2.842067994,1.533467868],<"notfaithful",0>,[4,3]>,<1,7*31*103,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,31,103],[1,3,1,6,6,6],1,[1.000000000,2.185419092,1.265984579],<"notfaithful",0>,[4,3]>,<2,7*31*103,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,7,31,103],[2,3,1,6,6,7],1,[1.000000000,0.6696303393,0.6881224634],<"2.7_31_103.4t3.2",1>,[4,3]>]
x^5-x^4-16*x^3-13*x^2+163*x-90 41^2*227^2 1 2 10 "D10" [[3,5,1,4,2],[4,2,5,1,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[5,3,4,1,2]>,<5,2,[2,4,1,5,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 7 [[-268762,0],[967695,634126],[-3471187,-634126],[5352765,1133325],[-2580510,-1133325]] 2 [2,2,2,2,2,3,4,2,4,2,2,2,1,3,2,2,3,2,1,2,3,2,2,2,2,2,4,2,2,4,2,3,4,4,1,4,4,2,2,3,3,2,3,3,2,4,4,2,1,3,3,2,2,2,2,2,2,4,2,4,2,3,2,2,1,2,2,3,2,4,2,3,2,2,2,3,2,4,2,4,4,4,2,2,2,2,3,2,4,2,2,2,3,2,3,2,3,1,4,4,4,2,2,2,4,4,2,2,2,2,2,4,2,2,3,3,2,2,3,2,3,2,2,4,2,2,2,4,3,2,2,4,2,2,2,2,2,2,3,3,2,2,3,3,2,3,4,4,2,3,3,2,1,1,2,4,2,2,2,4,2,2,2,2,2,3,4,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-390894,4>,<x+390894,3>]*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[147978,0],[259406,-17567],[276973,17567],[8849,177766],[-168917,-177766]]>,<3,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-1396658610,0],[-1077127198,-1350009313],[1622891428,1350009313],[262910819,418594362],[-574277905,-418594362]]>,<7,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[3,6,1]>,[[-3391977040587976,0],[-29394329781737667,20533057718864835],[6991856500297325,-20533057718864835],[-3241199526195319,4119604425407793],[-5161035707895791,-4119604425407793]]>,<41,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-33639103083685243953784141475228,-55358070534272111115186908446097,1]>,[[7929096115266726532913968425531,0],[55358070534272111115186908446120,-1],[23,1],[-60026049881276290457840382546458,2047785980958414634130014628424],[-3261116768262547190260494325215,-2047785980958414634130014628424]]>,<227,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-33528139628446548600140062765767589401017091429,-45887460339241886747896079291687751085620856068,1]>,[[37381690424333075780453388111963809387451377027,0],[45887460339241886747896079291687751085620856223,-1],[155,1],[-37120068442190901078591722764262121555519646119,-130585329889196181618256546500130555670093102],[-46149082321384061449757744639389438917552587285,130585329889196181618256546500130555670093102]]>*] [x,x^2-x+2327,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,41,227],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,41*227,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,41,227],[2,2,2,5,5],1,[1.000000000,0.3256454509,0.6762887877],<"notfaithful",0>,[5,2]>,<2,41*227,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,7,41,227],[2,2,2,5,5],1,[1.000000000,1.430168964,1.074835969],<"2.41_227.5t2.1",1>,[5,2]>,<2,41*227,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,7,41,227],[2,2,2,5,5],1,[1.000000000,1.448256354,1.078108193],<"2.41_227.5t2.1",2>,[5,2]>]
