x^2-x+1296 -71*73 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[81],[-80]] 2 [1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<71,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2556,71,1]>,[[-35,-1],[36,1]]>,<73,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2628,73,1]>,[[-36,-1],[37,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[71,73],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,71*73,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[71,73],[3,3],1,[1.000000000,3.490995229,1.499325078],<"1.71_73.2t1.1",1>,[2,1]>]
x^3-x^2-3*x+42 -3*5^2*601 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[163528],[33336],[174430]] 2 [2,1,2,2,3,1,1,2,2,3,2,3,3,2,2,1,3,3,3,1,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,2,2,3,2,2,3,2,2,3,3,2,2,2,2,1,3,3,1,2,1,2,3,2,2,2,3,3,3,3,1,2,3,2,3,2,3,2,3,3,3,2,2,3,1,3,1,2,1,1,3,1,1,3,2,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,1,1,3,2,1,1,2,2,2,2,3,3,3,1,1,3,2,3,3,2,2,3,3,3,1,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,3,1,1,2,3,2,1,2,1,1,3,3,2,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-898343736,344586786,1]>,[[344586787,0],[-344586786,-1],[0,1]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[40,0],[5,0],[5,0],[1,0]]>,[[[-12710864342438,-30197290081375],[8700845839538,-417948662262],[-7273202737083,5900141795521]],[[2,0],[1,0],[0,0]],[[12710864342437,30197290081375],[-8700845839539,417948662262],[7273202737083,-5900141795521]]]>,<601,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[454802528105637085248652663989248061380169801254550980,-5211473323342774267843430736590527741801018962873449386,1]>,[[-5211473323342774267843430736590527741801018962873449723,0],[5211473323342774267843430736590527741801018962873449555,-1],[169,1]]>*] [x,x^2-x+451,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,601],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*601,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,601],[4,2,4],1,[1.000000000,0.5918913543,0.7645941970],<"notfaithful",0>,[3,2]>,<2,3*5^2*601,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[3,5,601],[4,5,4],1,[1.000000000,2.154421044,1.209906811],<"2.3_5e2_601.3t2.1",1>,[3,2]>]
x^6+4*x^4+4*x^2+160 -2^11*5^3*67^2 0 3 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 9 [[-1320785361,0],[2513690922,3180138777],[-3834476283,-3180138777],[1320785361,0],[-2513690922,-3180138777],[3834476283,3180138777]] 3 [1,3,4,5,5,4,3,4,4,3,3,5,4,3,4,4,4,6,3,6,3,3,6,5,6,6,4,2,6,6,4,4,6,1,3,6,1,6,4,5,1,3,3,3,4,6,4,4,2,6,6,3,5,5,3,4,3,3,5,4,6,5,6,3,6,1,5,2,3,3,2,6,1,4,1,5,3,5,4,4,4,3,6,2,6,3,5,3,3,1,6,6,5,4,5,5,3,4,6,2,3,1,3,5,4,2,3,6,3,5,4,1,3,4,3,4,2,5,4,4,2,2,4,3,4,6,3,2,1,4,1,4,2,4,5,4,5,3,5,4,5,3,4,6,3,2,1,6,4,4,1,5,3,4,6,6,3,4,6,2,6,3,4,4,3,1,3,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+24,2>,<x^3-432*x+929664,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[2,1,6,5,4,3],[1,2,4,3,6,5]],[[1,2,3,4,5,6],[2,1,6,5,4,3],[1,2,4,3,6,5],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,3,4,2],[2,4],[[[2,1,6,5,4,3],[1,2,4,3,6,5]],[[2,1,6,5,4,3]]],20,<[],[46,60,2326,97280,1]>,[[12024,-15760,16870,26414],[-12024,15760,15898,6354],[4554,-988,6571,1365],[-194,364,-7057,4989],[-4554,988,-6571,-1365],[194,-364,7057,-4989]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[9235671257390,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[-8878976141741,43244227749442],[-9536743164062,0]],[[-8878976141741,43244227749442],[9536743164062,0]],[[8878976141741,-43244227749442],[-9536743164062,0]],[[8878976141741,-43244227749442],[9536743164062,0]]]>,<67,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,63,1]>,[[466799898822061124519053043389575852,1028251465156360166925837161042566107],[-18918363706337494954648608681333562,1001494902300729409284154918509307149],[1,0]]>,[[[18918363706337494954648608681333662,-1001494902300729409284154918509307065],[0,0]],[[-18918363706337494954648608681333662,1001494902300729409284154918509307065],[0,0]],[[18918363706337494954648608681333612,-1001494902300729409284154918509307107],[-1,0]],[[50,42],[1,0]],[[-50,-42],[-1,0]],[[-18918363706337494954648608681333612,1001494902300729409284154918509307107],[1,0]]]>*] [x,x^2+670,x^2+10,x^2-67,x^3-x^2+20,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,67],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*5*67,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,67],[7,3,7,7],1,[1.000000000,0.7282218770,0.9108460117],<"notfaithful",0>,[6,3]>,<1,2^3*5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,67],[7,2,7,2],1,[1.000000000,0.9934588266,0.9314284986],<"notfaithful",0>,[6,3]>,<1,2^2*67,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,67],[7,1,2,7],1,[1.000000000,1.403664983,1.106783452],<"notfaithful",0>,[6,3]>,<2,2^3*5*67,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,67],[7,3,7,7],1,[1.000000000,2.052358962,1.364329148],<"notfaithful",0>,[6,3]>,<2,2^5*5*67,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,5,67],[7,3,8,8],1,[1.000000000,0.7830918996,0.9459292154],<"2.2e5_5_67.6t3.6",1>,[6,3]>]
x^6-2*x^5-39*x^4+118*x^3-47*x^2-84*x+45 2^4*3^2*31^2*41^3 6 0 12 "D12" [[3,4,1,2,5,6],[1,2,5,6,3,4],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[2,1,6,5,4,3]>,<2,3,[3,4,1,2,5,6]>,<3,2,[5,6,1,2,3,4]>,<6,2,[4,3,6,5,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 37 x^2+33*x+2 8 [[-545068319038,-1435327398357],[1668401596660,-77836587933],[1158502925770,1435327398357],[724529544528,77836587933],[-613434606731,0],[1119548312734,0]] 1 [4,3,4,3,3,6,3,3,5,3,1,4,4,4,6,3,4,4,3,2,4,6,5,3,3,6,5,4,3,4,4,4,3,4,6,6,3,5,3,4,3,2,6,3,5,6,3,4,6,6,6,3,4,5,6,3,5,4,4,6,1,6,5,6,6,6,2,4,3,5,5,4,4,1,5,3,5,3,5,4,4,3,4,4,3,4,1,2,1,2,4,6,4,5,6,2,3,2,4,5,3,3,2,5,6,3,3,6,4,6,5,4,4,4,4,3,6,5,2,6,5,2,1,2,3,4,6,3,3,5,4,5,3,2,5,5,3,4,5,3,1,5,6,3,4,2,5,4,4,5,1,5,6,6,5,5,3,3,3,5,5,5,6,2,2,1,2,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-62,2>,<x^3-82*x^2+596*x+23560,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[2,3,1,6,4,5],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[2,3,1,6,4,5]],[1,3,2,4,6,5],[1,4,5],[1],[[[2,3,1,6,4,5]]],20,<<[],[1,1,1]>,[[47246,0],[246584,0],[341074,0],[1,0]]>,[[[61057,0],[215883,0],[230525,0]],[[16679,94414],[88260,130259],[205409,117055]],[[-77735,-94414],[220145,131885],[88354,145089]],[[87383,0],[-113704,0],[100543,0]],[[112867,50972],[46596,-20512],[49416,68303]],[[61895,-50972],[67108,20512],[112185,62769]]]>,<3,4,2,[[1,2,6,5,4,3],[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[2,1,4,3,6,5],[1,3,4,2],[1],[[[1,2,6,5,4,3]]],20,<<[],[2,2,1]>,[[-1485457392,-1463749371],[740554860,1286703165],[1,0]]>,[[[353134368,-262978791],[387420489,0]],[[-283169517,262978791],[387420489,387420489]],[[177223727,-50013990],[-105945790,-174455688]],[[34286120,-124441698],[-1,0]],[[2,0],[1,0]],[[105945791,174455688],[105945790,174455688]]]>,<31,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[214619080142198109058299630863,31434789238565466457126452920,1]>,[[-39728382586235128096556866706,0],[31434789238565466457126452899,0],[-31434789238565466457126452909,-1],[11,1],[69818041119922130043761748649,-3492232812622418663693795047],[-30089658533687001947204881942,3492232812622418663693795047]]>,<41,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[6,38,1]>,[[-35822600785689734123138692798444,0],[10817098837571737496097366644402,0],[1,0]]>,[[[-10817098837571737496097366644371,0],[-1,0]],[[31,0],[1,0]],[[69030280655820142783250895989092,-34581547399402602314574587978542],[955485141120403294803816497165,628490819225916378491054032793]],[[-65730213873203330702606000312167,-50872059402910946221987117401903],[-955485141120403294803816497165,-628490819225916378491054032793]],[[-58213181818248405287153529344720,34581547399402602314574587978542],[-955485141120403294803816497164,-628490819225916378491054032793]],[[65730213873203330702606000312137,50872059402910946221987117401903],[955485141120403294803816497164,628490819225916378491054032793]]]>*] [x,x^2-x-953,x^2-x-10,x^2-x-23,x^3-x^2-33*x-9,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,31,41],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*31*41,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,31,41],[3,7,3,7,7],1,[1.000000000,0.4017867046,0.7464739979],<"notfaithful",0>,[6,3]>,<1,41,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,31,41],[1,2,2,1,7],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[6,3]>,<1,3*31,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,31,41],[2,7,1,7,2],1,[1.000000000,0.6980975828,0.7923331363],<"notfaithful",0>,[6,3]>,<2,2^2*3*31*41,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,11,31,41],[7,8,3,8,8],1,[1.000000000,1.393830376,1.119507674],<"notfaithful",0>,[6,3]>,<2,2^2*3*31*41,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,11,31,41],[7,8,3,9,8],1,[1.000000000,0.8266488630,0.9060317100],<"2.2e2_3_31_41.6t3.3",1>,[6,3]>]
