x^2-x-1790 3*7*11*31 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-690],[691]] 1 [1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1788,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1778,7,1]>,[[-3,-1],[4,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1760,11,1]>,[[-5,-1],[6,1]]>,<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1550,31,1]>,[[-15,-1],[16,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,11,31],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*11*31,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,11,31],[3,3,3,3],1,[1.000000000,2.552159166,1.389991770],<"1.3_7_11_31.2t1.1",1>,[2,1]>]
x^4-13*x^2-44 -3^2*5^2*11*23^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 6 [[-256842075],[-324114250],[324114250],[256842075]] 4 [4,3,1,4,4,5,5,5,1,5,2,1,5,4,1,3,3,5,2,3,5,5,5,2,2,5,1,5,5,3,5,5,3,4,4,4,2,3,4,4,3,3,1,5,4,3,4,3,5,3,4,5,5,1,1,5,3,4,5,4,4,5,5,3,2,2,2,4,4,4,2,4,2,4,3,3,2,3,1,4,2,3,4,1,4,2,3,4,5,3,3,4,3,5,2,5,3,2,4,4,5,5,5,4,5,3,2,4,3,4,5,4,3,3,3,1,1,2,1,4,3,5,5,1,2,4,3,3,1,4,4,5,3,1,5,5,3,4,3,5,4,5,3,5,2,1,5,4,2,2,5,2,3,4,2,2,5,3,4,4,2,5,5,1,3,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-78,2>,<x^2+6336,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-26558,-53116],[26558,53116],[72581,0],[-72581,0]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-104006544,0],[365281092,365281092],[1,0]]>,[[[-365281090,-365281090],[-1,0]],[[2,2],[1,0]],[[-2,-2],[-1,0]],[[365281090,365281090],[1,0]]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-18912408554880,42225466476790,1]>,[[-42225466476787,-1],[3,1],[-3,-1],[42225466476787,1]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-327116189250032350938,0],[0,0],[1,0]]>,[[[-65976830603581089601,269470903370073978343],[0,0]],[[65976830603581089601,-269470903370073978343],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[456977693077183051961134841,-513452570232008891649139884,1]>,[[513452570232008891649139899,-1],[15,1],[-15,-1],[-513452570232008891649139899,1]]>*] [x,x^2-x-86,x^2-x+3,x^2-x+949,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11,23],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,23],[1,6,6,1,6],1,[1.000000000,2.048451238,1.355357224],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,11,23],[4,1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,3*5*11*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,11,23],[3,6,6,6,6],1,[1.000000000,0.8159507862,0.7967064526],<"notfaithful",0>,[4,3]>,<2,3*5*11*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,11,23],[3,6,7,6,7],1,[1.000000000,1.162540485,0.9935362669],<"2.3_5_11_23.4t3.1",1>,[4,3]>]
x^4-2*x^3+16*x^2-15*x-30 -3^2*5^2*11*23^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 67 x-1 5 [[-118708518],[-459878995],[459878996],[118708519]] 4 [4,1,1,4,4,5,5,5,3,5,2,2,5,4,2,3,3,5,1,3,5,5,5,2,1,5,2,5,5,3,5,5,3,4,4,4,1,3,4,4,3,3,1,5,4,3,4,3,5,3,4,5,5,1,2,5,3,4,5,4,4,5,5,3,1,1,2,4,4,4,1,4,1,4,3,3,2,3,1,4,2,3,4,2,4,1,3,4,5,3,3,4,3,5,2,5,3,2,4,4,5,5,5,4,5,3,1,4,3,4,5,4,3,3,3,1,2,1,2,4,3,5,5,2,2,4,3,3,2,4,4,5,3,2,5,5,3,4,3,5,4,5,3,5,2,1,5,4,2,1,5,2,3,4,1,2,5,3,4,4,1,5,5,1,3,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-15,2>,<x^2+28*x+735,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[489031026,-1624981890,1]>,[[1624981890,-1],[0,1],[1,-1],[-1624981889,1]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[30653126461320,-21102560139875,1]>,[[21102560139875,-1],[0,1],[1,-1],[-21102560139874,1]]>,<7,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[3,6,1]>,[[4309450807442133,14735194652082711],[-4309450807442132,-14735194652082711],[5008224589192234,0],[-5008224589192233,0]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-327116189250032350894,0],[11,0],[1,0]]>,[[[74419997594909813081,21262856455688518023],[0,0]],[[-74419997594909813080,-21262856455688518023],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[595171804685074372056785578,-100282804175291410020504471],[729595015493319350876913425,-420844997953375207418549694],[1,0]]>,[[[-729595015493319350876913410,420844997953375207418549714],[-1,0]],[[15,20],[1,0]],[[-14,-20],[-1,0]],[[729595015493319350876913411,-420844997953375207418549714],[1,0]]]>*] [x,x^2-x-86,x^2-x+3,x^2-x+949,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,7,11,23],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,7,11,23],[6,6,1,1,6],1,[1.000000000,2.048451238,1.355357224],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,7,11,23],[1,1,4,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,3*5*11*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,7,11,23],[6,6,3,6,6],1,[1.000000000,0.8159507862,0.7967064526],<"notfaithful",0>,[4,3]>,<2,3*5*11*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,5,7,11,23],[6,6,3,7,7],1,[1.000000000,1.948832095,1.232830553],<"2.3_5_11_23.4t3.2",1>,[4,3]>]
x^4-2*x^3+20*x^2-19*x+4 -3^2*5^2*11*23^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 47 x-1 5 [[-64511303],[-112102227],[112102228],[64511304]] 4 [4,3,3,4,1,5,5,5,1,5,2,2,5,4,1,3,3,5,1,3,5,5,5,1,1,5,2,5,5,3,5,5,3,4,4,4,1,3,4,4,3,3,2,5,4,3,4,3,5,3,4,5,5,2,1,5,3,4,5,4,4,5,5,3,1,2,2,4,4,4,2,4,1,4,3,3,1,3,2,4,1,3,4,2,4,2,3,4,5,3,3,4,3,5,2,5,3,1,4,4,5,5,5,4,5,3,2,4,3,4,5,4,3,3,3,2,2,2,1,4,3,5,5,1,2,4,3,3,2,4,4,5,3,2,5,5,3,4,3,5,4,5,3,5,2,2,5,4,2,2,5,1,3,4,1,1,5,3,4,4,2,5,5,2,3,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-19,2>,<x^2+36*x+335,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1227447690,182219157],[-1283740908,-1283740905],[1,0]]>,[[[1283740908,1283740906],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[-1283740907,-1283740906],[1,0]]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[22100941794915,1265129171450],[37134869319085,18567434659545],[1,0]]>,[[[-37134869319085,-18567434659544],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[37134869319086,18567434659544],[1,0]]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[327116189250032350971,11,1]>,[[263489707925447348002,0],[-263489707925447348001,0],[-5,-1],[6,1]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-198592724930151263206998423,-375956364236658659918132927,1]>,[[375956364236658659918132949,-1],[22,1],[-21,-1],[-375956364236658659918132948,1]]>*] [x,x^2-x-86,x^2-x+3,x^2-x+949,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,23],[6,6,1,6],1,[1.000000000,2.048451238,1.355357224],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,23],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,3*5*11*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,23],[6,6,6,6],1,[1.000000000,0.8159507862,0.7967064526],<"notfaithful",0>,[4,3]>,<2,3*5*11*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,5,11,23],[6,6,7,7],1,[1.000000000,0.9244292498,0.9310595607],<"2.3_5_11_23.4t3.3",1>,[4,3]>]
x^4-2*x^3-2*x^2+3*x-84 -3^2*5^2*11*23^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[19768034],[-18937442],[18937443],[-19768033]] 4 [4,1,3,4,1,5,5,5,3,5,2,1,5,4,2,3,3,5,2,3,5,5,5,1,2,5,1,5,5,3,5,5,3,4,4,4,2,3,4,4,3,3,2,5,4,3,4,3,5,3,4,5,5,2,2,5,3,4,5,4,4,5,5,3,2,1,2,4,4,4,1,4,2,4,3,3,1,3,2,4,1,3,4,1,4,1,3,4,5,3,3,4,3,5,2,5,3,1,4,4,5,5,5,4,5,3,1,4,3,4,5,4,3,3,3,2,1,1,2,4,3,5,5,2,2,4,3,3,1,4,4,5,3,1,5,5,3,4,3,5,4,5,3,5,2,2,5,4,2,1,5,1,3,4,2,1,5,3,4,4,1,5,5,2,3,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+3,2>,<x^2-8*x+1347,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1708102884,-50214432,1]>,[[50214432,-1],[0,1],[1,-1],[-50214431,1]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-20589578968340,-37715531078250],[-46121520449905,-23060760224950],[1,0]]>,[[[46121520449909,23060760224953],[-1,0]],[[4,3],[1,0]],[[-3,-3],[-1,0]],[[-46121520449908,-23060760224953],[1,0]]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[2703439580578779790,11,1]>,[[104195793439394240923,0],[-104195793439394240922,0],[-60,-11],[61,11]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[-161324750955475135504422164,835700183954476082722012807],[-534977891558814363719847266,-50950275386553748925699698],[1,0]]>,[[[534977891558814363719847279,50950275386553748925699720],[-1,0]],[[13,22],[1,0]],[[-12,-22],[-1,0]],[[-534977891558814363719847278,-50950275386553748925699720],[1,0]]]>*] [x,x^2-x-86,x^2-x+3,x^2-x+949,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,23],[6,6,1,6],1,[1.000000000,2.048451238,1.355357224],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,23],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,3*5*11*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,23],[6,6,6,6],1,[1.000000000,0.8159507862,0.7967064526],<"notfaithful",0>,[4,3]>,<2,3*5*11*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,5,11,23],[6,7,6,7],1,[1.000000000,1.629989501,1.159465523],<"2.3_5_11_23.4t3.4",1>,[4,3]>]
x^4-x^3-2*x^2-42*x+39 -3^2*5^2*11*23^2 2 1 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 5 [[1824757],[6159085],[-7046138],[-937703]] 4 [5,1,1,5,4,4,4,5,3,5,1,3,5,5,3,1,3,5,3,3,4,5,4,2,3,5,3,4,5,1,4,5,1,4,4,4,3,1,5,5,3,3,1,4,5,3,4,1,4,3,5,5,5,2,3,4,3,4,4,4,5,4,4,3,3,3,1,5,5,4,3,4,3,5,3,2,1,2,1,4,2,3,4,3,4,3,3,5,5,2,1,4,1,5,2,4,3,2,5,4,4,4,4,4,5,1,3,5,3,4,4,5,2,3,3,1,3,3,3,4,3,4,4,3,2,4,3,3,3,5,4,4,3,3,5,5,1,5,1,5,4,5,2,4,1,2,4,5,1,3,4,1,2,5,3,2,5,3,5,4,3,4,4,1,2,1,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+27,2>,<x^2+101*x+2619,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-102534081,-1210843065,1]>,[[1210843065,-1],[0,1],[-16456816,112683348],[-32124781,16456815]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[-851114480120,-32072848706915,1]>,[[32072848706917,-1],[2,1],[3839371453281,7641820801413],[-35912220160199,-7641820801413]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[91211917366682057308,0],[-240879758428874746280,0],[1,0]]>,[[[42849034705812228055,-49453166727437258114],[0,0]],[[-283728793134686974348,49453166727437258114],[0,0]],[[240879758428874746287,0],[-1,0]],[[7,0],[1,0]]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[-692043837521422624226476269,81310321464978389685063141],[-827930271101903386538831011,-487459033279844689890339894],[1,0]]>,[[[827930271101903386538831011,487459033279844689890339900],[-1,0]],[[0,6],[1,0]],[[413547420925827337707691496,-470457342950687144736728613],[9554886105401159864775975,8679553754316154895214107]],[[474678139306855618677372695,-17001690329157545153611293],[-9554886105401159864775975,-8679553754316154895214107]]]>*] [x,x^2-x-17,x^2-x+3,x^2-x+190,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,23],[6,1,1,6],1,[1.000000000,0.7746280617,0.8265466055],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,23],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,3*11*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,23],[6,1,6,6],1,[1.000000000,2.736782136,1.411117572],<"notfaithful",0>,[4,3]>,<2,3*5^2*11*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]],[[1],[1]]],[3,5,11,23],[6,7,8,8],1,[1.000000000,1.173409190,1.050848062],<"2.3_5e2_11_23.4t3.1",1>,[4,3]>]
