x^2-1786 2^3*19*47 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-83],[83]] 1 [1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1786,0,1]>,[[0,1],[0,262143]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1786,0,1]>,[[0,-1],[0,1]]>,<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1786,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,19,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*19*47,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,19,47],[3,3,3],1,[1.000000000,2.200474067,1.201822498],<"1.2e3_19_47.2t1.1",1>,[2,1]>]
x^3-x^2-33*x-117 -2^2*3*2729 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[-96733],[-134714],[-139845]] 2 [2,1,2,2,2,1,2,2,3,3,3,3,2,2,2,3,2,1,1,1,2,2,3,1,2,3,2,3,3,3,3,2,2,2,2,1,2,3,2,1,1,3,3,3,2,2,2,3,3,3,1,2,2,2,2,2,1,2,3,2,2,3,3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,3,3,1,2,1,2,2,3,1,3,2,2,3,2,2,3,1,3,1,2,1,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,2,3,3,2,3,1,3,3,1,3,2,3,2,3,2,2,2,2,3,2,2,2,2,1,2,1,3,2,2,3,2,3,1,2,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-150,0],[-32,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[182307,364614],[81864,163729],[71466,142932]],[[-182307,-364614],[442423,360559],[452822,381356]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[153751137,-240220137,1]>,[[-720660422,0],[333239928,387420486],[-387420483,3]]>,<2729,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-63494575482566399263056702454498127698134863557373296729811673630391,-151820190773779825170837223882382504854195396520446112158588089003704,1]>,[[-151820190773779825170837223882382504854195396520446112158588089007349,0],[151820190773779825170837223882382504854195396520446112158588089005527,-1],[1823,1]]>*] [x,x^2-x+2047,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,2729],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*2729,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,2729],[2,4,4],1,[1.000000000,0.4860886865,0.7504338407],<"notfaithful",0>,[3,2]>,<2,2^2*3*2729,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,2729],[4,5,5],1,[1.000000000,1.685574671,1.136143268],<"2.2e2_3_2729.3t2.1",1>,[3,2]>]
x^4-x^3+17*x-61 -5^2*911 2 1 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 5 [[-645846],[-874089],[-366079],[-590084]] 4 [3,3,2,5,4,3,5,1,3,4,2,5,2,3,5,3,4,1,5,1,3,4,5,1,5,4,3,3,4,3,5,4,5,4,2,4,3,5,5,5,4,4,4,3,5,4,2,5,5,2,5,2,2,2,3,5,4,4,5,1,5,5,3,4,5,3,2,3,3,4,5,4,3,3,2,3,2,5,1,4,4,4,4,5,2,5,4,3,4,3,3,4,5,1,4,3,2,4,3,1,3,3,3,4,1,3,5,5,4,4,5,5,5,4,2,4,3,3,5,2,4,5,5,5,1,2,2,4,5,5,4,3,4,5,4,4,5,5,5,1,4,4,3,3,4,4,3,5,4,5,3,4,3,5,5,4,2,1,3,2,3,5,5,2,5,3,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-18,2>,<x^2-33*x+500,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[356092,518011],[-161919,-518011],[-31751,130670],[-162421,-130670]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-32234386284335,-46139589357445],[-8243018404165,19720348708080],[1,0]]>,[[[8243018404165,-19720348708077],[-1,0]],[[0,3],[1,0]],[[1793195059718,-4512242326383],[-6468023204257,7247161228348]],[[-10036213463882,24232591034457],[6468023204257,-7247161228348]]]>,<23,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[5,21,1]>,[[-481993891491475301662724938,-245799971284940036794004234],[-468661988511493557760321627,245799971284940036794004234],[-18200012336193118089142690,-812132505555993252215315],[-1145229719517259792621075,812132505555993252215315]]>,<911,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[17,909,1]>,[[-65465654577869913899030811373409093696416097802718774890609,0],[-15098740595016176877521171513442402343243537007199908290618,0],[1,0]]>,[[[-77168385620514774754566038193691817156597083228544766751474,7179661208618667084060576033370886400094526966720843540284],[0,0]],[[62069645025498597877044866680249414813353546221344858460013,-7179661208618667084060576033370886400094526966720843540284],[0,0]],[[15098740595016176877521171513442402343243537007199908291040,0],[-1,0]],[[422,0],[1,0]]]>*] [x,x^2-x-1,x^2-x+228,x^2-x+1139,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,23,911],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,23,911],[3,6,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,911,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,23,911],[1,1,1,6],1,[1.000000000,3.226653854,1.529104776],<"notfaithful",0>,[4,3]>,<1,5*911,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,23,911],[3,6,3,6],1,[1.000000000,0.5585819889,0.7284285526],<"notfaithful",0>,[4,3]>,<2,5*911,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,5,23,911],[3,6,3,6],1,[1.000000000,1.262756161,1.041427602],<"2.5_911.4t3.1",1>,[4,3]>]
x^6-x^5+7*x^4+7*x^3+16*x^2+8*x+16 -2^4*3*19^3*23 0 3 48 "C2*S4" [[1,3,2,6,5,4],[3,1,2,6,4,5],[1,2,4,3,5,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,6,4,3,1,2]>,<2,3,[5,2,3,4,1,6]>,<2,3,[5,2,4,3,1,6]>,<2,6,[1,3,2,6,5,4]>,<2,6,[5,3,2,6,1,4]>,<3,8,[3,1,2,6,4,5]>,<4,6,[4,2,1,5,3,6]>,<4,6,[4,6,1,5,3,2]>,<6,8,[4,1,2,6,3,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 37 x^2+33*x+2 10 [[1206821064837404,0],[479582043077998,-1269715481626595],[1850030865726265,914811773982176],[-897066415005008,1269715481626595],[1656468254959640,0],[512748558821551,-914811773982176]] 6 [5,5,7,10,7,8,7,5,3,9,8,5,9,10,10,8,9,10,9,5,7,5,4,8,9,2,9,6,9,8,8,10,7,7,7,8,3,4,9,9,5,5,7,6,3,10,6,6,8,10,10,10,5,7,5,7,9,4,7,6,10,6,8,10,3,9,6,5,10,7,3,7,3,9,9,6,7,7,8,6,1,9,6,5,6,10,9,10,10,7,7,4,8,3,7,4,9,8,5,7,6,7,6,8,3,7,10,2,9,8,8,10,7,2,10,6,10,10,10,6,5,6,8,9,7,4,2,10,10,3,7,8,5,10,10,10,8,9,8,10,8,10,7,6,8,8,4,5,7,5,8,7,7,5,9,8,3,3,10,8,3,6,1,8,6,6,8,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3+17*x^2-19*x-2637,4>,<x^6+66*x^5+1225*x^4-4170*x^3-350635*x^2-2494048*x+16310793,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-12,2>,<x^6-40*x^5+582*x^4-4266*x^3+26640*x^2-183744*x+573696,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,6,3,[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[2,3,1,5,6,4]],[1,3,2,4,6,5],[1,5,7],[1],[[[2,3,1,5,6,4]]],20,<<[],[1,1,1]>,[[39246,0],[198706,0],[256156,0],[1,0]]>,[[[131072,0],[65538,0],[65536,0]],[[39856,-63336],[93916,122298],[83286,101036]],[[103192,63336],[102690,8774],[113322,30036]],[[-72549,0],[63305,0],[189419,0]],[[-511413,489464],[502316,19361],[397278,459687]],[[47699,-489464],[482955,504927],[461879,64601]]]>,<3,4,2,[[1,2,4,3,5,6],[2,1,3,4,6,5]],[[1,2,3,4,5,6],[2,1,3,4,6,5],[1,2,4,3,5,6],[2,1,4,3,6,5]],[2,1,3,4,6,5],[1,5,3,6],[1],[[[1,2,4,3,5,6]]],20,<<[],[2,2,1]>,[[-1307127972,0],[726552144,0],[1,0]]>,[[[-1033002142,156388430],[0,0]],[[-1345779002,-156388430],[0,0]],[[435709324,0],[387420488,0]],[[1,0],[1,0]],[[61156108,-135538824],[0,0]],[[-55186733,135538824],[0,0]]]>,<19,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,6,5,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,18,1]>,[[13708410549491542863940891,0],[-17815814546666440320682009,0],[1,0]]>,[[[17815814546666440320682021,0],[-1,0]],[[12,0],[1,0]],[[-17682847411795239586208657,-10396158155370978519509178],[-848975868029062856043463,782216489142216128588656]],[[-15461504295527293042179115,7703219884927721578615094],[848975868029062856043463,-782216489142216128588656]],[[-18501867902847417201821458,10396158155370978519509178],[898484572693555542352561,-782216489142216128588656]],[[-3759568394042448683828403,-7703219884927721578615094],[-898484572693555542352561,782216489142216128588656]]]>,<23,4,2,[[1,2,3,4,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,5,6],[1,2,3,4,6,5],[1,2,4,3,6,5]],[1,2,4,3,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[5,21,1]>,[[169240042342693970931920698,0],[-557948606916304283396971664,0],[1,0]]>,[[[694921610169098251439089936,0],[0,0]],[[-401793196241228724182750491,0],[0,0]],[[-525937127927205543675733177,153881639412330257578554056],[0,0]],[[-325139892916968266977577951,-153881639412330257578554056],[0,0]],[[557948606916304283396971674,0],[-1,0]],[[10,0],[1,0]]]>*] [x,x^2-x-17,x^2-x+5,x^2-x+328,x^6-x^5-46*x^4+31*x^3+892*x^2-291*x-6819,x^3-2*x-2,x^4-x^3-11*x^2-3*x-60,0,0,x^4-x^3-11*x^2-3*x-60] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,3*23,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,19,23],[2,11,2,11],1,[1.000000000,0.7746280617,0.8265466055],<"notfaithful",0>,[6,11]>,<1,19,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19,23],[5,5,11,1],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[6,11]>,<1,3*19*23,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,23],[1,11,11,11],1,[1.000000000,2.429442128,1.370369475],<"notfaithful",0>,[6,11]>,<2,2^2*3^2*19*23^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,19,23],[11,11,12,11],1,[1.000000000,0.7865440403,0.9665416617],<"notfaithful",0>,[6,11]>,<2,2^2*19,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,19,23],[11,5,12,1],1,[1.000000000,0.7341304810,0.9462840683],<"notfaithful",0>,[6,11]>,<3,2^2*3^2*19*23^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[-2],[1]],[[1],[1]]],[2,3,19,23],[11,11,12,13],1,[1.000000000,2.618743414,1.492188910],<"notfaithful",0>,[6,11]>,<3,2^2*3*19^2*23,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[0],[-1]],[[1],[1]]],[2,3,19,23],[11,12,13,12],1,[1.000000000,2.216297462,1.353827600],<"3.2e2_3_19e2_23.6t11.3",1>,[6,11]>,<3,2^2*3*19*23,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]],[[1],[2],[1]]],[2,3,19,23],[11,12,13,12],1,[1.000000000,0.6101274759,0.8004516046],<"3.2e2_3_19_23.6t11.3",1>,[6,11]>,<3,2^2*3^2*19^2*23^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,3,19,23],[11,11,12,11],1,[0,0,0],<"notfaithful",0>,[6,11]>]
