x^2-x-743 3*991 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[25875],[-25874]] 1 [2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-741,3,1]>,[[-1,-1],[2,1]]>,<991,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[244777,991,1]>,[[-495,-1],[496,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,991],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*991,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,991],[3,3],1,[1.000000000,0.6800111647,0.7710424402],<"1.3_991.2t1.1",1>,[2,1]>]
x^4+10*x^2-98 -2^9*3^2*41^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[-401728888],[131144752],[-131144752],[401728888]] 4 [1,1,5,4,3,5,2,1,4,4,5,4,1,3,5,4,1,4,2,5,1,4,1,1,3,4,5,2,5,3,5,2,1,3,4,4,5,3,5,5,3,5,5,3,5,4,2,5,3,5,2,5,1,1,2,5,5,5,4,2,3,4,3,5,3,4,2,2,3,4,3,4,5,4,3,5,5,5,3,1,2,5,4,2,4,1,3,3,5,4,2,5,5,1,2,5,4,1,3,4,2,4,3,3,2,3,3,1,4,3,5,4,3,3,5,2,1,4,4,3,4,3,5,3,2,5,5,5,4,4,3,4,4,5,3,2,4,3,5,1,3,5,4,3,4,5,4,3,3,4,4,3,2,5,3,4,4,2,3,5,1,3,4,3,1,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+60,2>,<x^2+14112,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[1,2,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,3,4],[1,2,3,4,5],[2,4,6],[[[1,2,4,3],[3,4,1,2]],[[2,1,4,3],[1,2,4,3]],[[2,1,4,3]]],20,<[],[-360346,67536,157756,500200,-181126,-161360,-470152,192596,1]>,[[-40526,122394,25253,7738,-38596,10715,35169,1722],[40526,-122394,-25253,-7738,38596,-10715,95903,129350],[-69904,68880,19117,-35742,112665,-20935,70599,12373],[69904,-68880,-19117,35742,-112665,20935,60473,118699]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1587566730,664722345,1]>,[[-664722343,-1],[2,1],[-2,-1],[664722343,1]]>,<7,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[3,6,1]>,[[-29449069476011096,0],[29449069476011096,0],[-2575266344472549,-858422114824183],[2575266344472549,858422114824183]]>,<41,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-17784128383808566740709230402191,20659188935942821834764296480153,1]>,[[-20659188935942821834764296480118,-1],[35,1],[-35,-1],[20659188935942821834764296480118,1]]>*] [x,x^2-123,x^2+2,x^2+246,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*41,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,41],[6,6,1,6],1,[1.000000000,0.9913229040,0.9767329677],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,41],[6,1,4,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,41],[6,6,3,6],1,[1.000000000,1.201803791,1.022540400],<"notfaithful",0>,[4,3]>,<2,2^7*3*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,7,41],[6,7,3,7],1,[1.000000000,1.529987655,1.123676727],<"2.2e7_3_41.4t3.5",1>,[4,3]>]
x^4+22*x^2-2 -2^9*3^2*41^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[79354965],[26837361],[-26837361],[-79354965]] 4 [1,1,5,4,3,5,1,1,4,4,5,4,3,3,5,4,2,4,2,5,1,4,2,2,3,4,5,1,5,3,5,1,2,3,4,4,5,3,5,5,3,5,5,3,5,4,2,5,3,5,1,5,1,2,1,5,5,5,4,1,3,4,3,5,3,4,2,2,3,4,3,4,5,4,3,5,5,5,3,1,1,5,4,2,4,2,3,3,5,4,1,5,5,2,2,5,4,2,3,4,2,4,3,3,2,3,3,2,4,3,5,4,3,3,5,1,1,4,4,3,4,3,5,3,2,5,5,5,4,4,3,4,4,5,3,2,4,3,5,2,3,5,4,3,4,5,4,3,3,4,4,3,2,5,3,4,4,1,3,5,2,3,4,3,2,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+132,2>,<x^2+288,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[2,1,3,4],[4,3,1,2]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[3,4,1,2],[4,3,1,2]],[1,2,3,4],[1,2,4,3,5],[2,4,6],[[[2,1,3,4],[4,3,1,2]],[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<[],[-96170,-318152,-338484,-264624,387614,260560,60236,44,1]>,[[-21662,55712,95685,-82808,-115526,54061,11743,23171],[21662,-55712,-95685,82808,115526,-54061,119329,107901],[86822,86164,130821,-3306,66631,115729,29537,81526],[-86822,-86164,-130821,3306,-66631,-115729,101535,49546]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1150533678,-1435618677,1]>,[[1435618679,-1],[2,1],[-2,-1],[-1435618679,1]]>,<41,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[6,38,1]>,[[87991979030444120063817946108040,69823456934211195169314778706687],[33237269033251035220815844945403,77609449088664130065529190182349],[1,0]]>,[[[-33237269033251035220815844945395,-77609449088664130065529190182327],[-1,0]],[[8,22],[1,0]],[[-8,-22],[-1,0]],[[33237269033251035220815844945395,77609449088664130065529190182327],[1,0]]]>*] [x,x^2-123,x^2+2,x^2+246,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*41,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,41],[6,6,6],1,[1.000000000,0.9913229040,0.9767329677],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,41],[6,1,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,41],[6,6,6],1,[1.000000000,1.201803791,1.022540400],<"notfaithful",0>,[4,3]>,<2,2^7*3*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,41],[6,7,8],1,[1.000000000,1.678787194,1.135987153],<"2.2e7_3_41.4t3.6",1>,[4,3]>]
x^4-10*x^2-98 -2^9*3^2*41^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 67 x-1 5 [[635170329],[-330291946],[330291946],[-635170329]] 4 [1,3,5,4,3,5,2,2,4,4,5,4,1,3,5,4,2,4,1,5,1,4,2,1,3,4,5,1,5,3,5,1,1,3,4,4,5,3,5,5,3,5,5,3,5,4,1,5,3,5,2,5,1,2,2,5,5,5,4,2,3,4,3,5,3,4,1,2,3,4,3,4,5,4,3,5,5,5,3,1,1,5,4,2,4,2,3,3,5,4,1,5,5,2,1,5,4,1,3,4,1,4,3,3,1,3,3,1,4,3,5,4,3,3,5,2,2,4,4,3,4,3,5,3,1,5,5,5,4,4,3,4,4,5,3,2,4,3,5,1,3,5,4,3,4,5,4,3,3,4,4,3,1,5,3,4,4,2,3,5,2,3,4,3,1,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-60,2>,<x^2+14112,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[2,1,3,4],[4,3,1,2]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[3,4,1,2],[4,3,1,2]],[1,2,3,4],[1,2,4,3,5],[2,4,6],[[[2,1,3,4],[4,3,1,2]],[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<[],[114294,420408,431116,357456,-7618,421648,246732,-192596,1]>,[[18098,2752,-16779,30376,63434,101565,15919,60243],[-18098,-2752,16779,-30376,-63434,-101565,115153,70829],[54006,1300,100341,-70890,-70633,-25743,98001,98390],[-54006,-1300,-100341,70890,70633,25743,33071,32682]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1587566730,0],[664722345,664722345],[1,0]]>,[[[-664722343,-664722343],[-1,0]],[[2,2],[1,0]],[[-2,-2],[-1,0]],[[664722343,664722343],[1,0]]]>,<7,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[3,6,1]>,[[33361612554108378,11120537518036126],[-33361612554108378,-11120537518036126],[-2468271286744564,0],[2468271286744564,0]]>,<41,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-85873578873455791984950435775837,9081334918687944788420322621694,1]>,[[-9081334918687944788420322621666,-1],[28,1],[-28,-1],[9081334918687944788420322621666,1]]>*] [x,x^2-123,x^2+2,x^2+246,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*41,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,41],[6,6,1,6],1,[1.000000000,0.9913229040,0.9767329677],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,41],[6,1,4,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,41],[6,6,3,6],1,[1.000000000,1.201803791,1.022540400],<"notfaithful",0>,[4,3]>,<2,2^7*3*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,7,41],[6,7,3,8],1,[1.000000000,0.6573574785,0.8889108780],<"2.2e7_3_41.4t3.7",1>,[4,3]>]
x^4-22*x^2-2 -2^9*3^2*41^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[142254456],[73639180],[-73639180],[-142254456]] 4 [1,3,5,4,3,5,1,2,4,4,5,4,3,3,5,4,1,4,1,5,1,4,1,2,3,4,5,2,5,3,5,2,2,3,4,4,5,3,5,5,3,5,5,3,5,4,1,5,3,5,1,5,1,1,1,5,5,5,4,1,3,4,3,5,3,4,1,2,3,4,3,4,5,4,3,5,5,5,3,1,2,5,4,2,4,1,3,3,5,4,2,5,5,1,1,5,4,2,3,4,1,4,3,3,1,3,3,2,4,3,5,4,3,3,5,1,2,4,4,3,4,3,5,3,1,5,5,5,4,4,3,4,4,5,3,2,4,3,5,2,3,5,4,3,4,5,4,3,3,4,4,3,1,5,3,4,4,1,3,5,1,3,4,3,2,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-132,2>,<x^2+288,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[1,2,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,3,4],[1,2,3,4,5],[2,4,6],[[[1,2,4,3],[3,4,1,2]],[[2,1,4,3],[1,2,4,3]],[[2,1,4,3]]],20,<[],[-428986,352848,434300,265576,115354,-261520,-464008,-44,1]>,[[111682,47802,-23499,-105094,-115796,-39589,75409,38362],[-111682,-47802,23499,105094,115796,39589,55663,92710],[-72736,13712,95165,-61694,-105591,27465,39447,13957],[72736,-13712,-95165,61694,105591,-27465,91625,117115]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1150533678,0],[-1435618677,-1435618677],[1,0]]>,[[[1435618679,1435618679],[-1,0]],[[2,2],[1,0]],[[-2,-2],[-1,0]],[[-1435618679,-1435618679],[1,0]]]>,<41,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[6,38,1]>,[[-31577270906167847680330850781329,72910786129494262987446071621136],[-17193271328842046181164223594899,-86247543049296337458338570430362],[1,0]]>,[[[17193271328842046181164223594930,86247543049296337458338570430396],[-1,0]],[[31,34],[1,0]],[[-31,-34],[-1,0]],[[-17193271328842046181164223594930,-86247543049296337458338570430396],[1,0]]]>*] [x,x^2-123,x^2+2,x^2+246,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*41,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,41],[6,6,6],1,[1.000000000,0.9913229040,0.9767329677],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,41],[6,1,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,41],[6,6,6],1,[1.000000000,1.201803791,1.022540400],<"notfaithful",0>,[4,3]>,<2,2^7*3*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,41],[6,7,7],1,[1.000000000,0.7993371931,0.9008105217],<"2.2e7_3_41.4t3.8",1>,[4,3]>]
x^6+24*x^4+144*x^2-1096 2^9*3^2*137^3 2 2 12 "D12" [[6,2,4,3,5,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[6,2,4,3,5,1]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 9 [[24498936065,0],[28361017791,12488053009],[52859953856,12488053009],[-24498936065,0],[-28361017791,-12488053009],[-52859953856,-12488053009]] 4 [4,1,5,5,3,4,4,6,6,5,3,6,2,4,6,1,3,6,4,2,5,3,5,6,3,3,1,3,2,6,3,5,4,6,1,5,4,4,4,3,5,6,6,1,3,3,6,3,5,4,6,6,3,1,4,4,5,3,4,4,6,3,4,4,1,5,4,5,3,4,6,6,5,6,6,4,3,6,6,1,3,4,2,5,5,3,4,3,3,3,3,4,5,5,6,2,3,6,2,6,6,3,3,2,4,3,3,6,6,3,1,6,4,4,3,4,4,4,3,5,4,3,3,3,4,3,4,4,3,4,4,6,3,6,4,3,3,4,3,6,2,3,5,5,6,4,4,2,2,2,4,4,6,4,4,2,3,4,1,3,1,2,1,5,4,2,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+144,2>,<x^3-15552*x-7138368,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,2,4,3],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[409040,270518],[0,0],[1,0]]>,[[[0,0],[1,0]],[[0,0],[65535,0]],[[0,0],[15810,37419]],[[0,0],[49726,28117]],[[0,0],[49725,28117]],[[0,0],[15811,37419]]]>,<3,2,2,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,3,2,4,6,5]]],20,<[],[723493266,1456196652,1]>,[[293935181,0],[-293935183,-1],[2,1],[-293935181,0],[-2,-1],[293935183,1]]>,<13,2,1,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,4,3,6,5],[1,4],[1],[[]],20,<[],[2,12,1]>,[[-6114284549934151976144,0],[6114284549934151976144,0],[333027028004412498962,565028217161914747839],[-599630416436780032398,-565028217161914747839],[599630416436780032398,565028217161914747839],[-333027028004412498962,-565028217161914747839]]>,<137,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,131,1]>,[[2054990122690585472803217233287532388787144,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[-754947549193929336828725641025905668496734,-1875125313760312998925532849555382068171523],[-19799798946002688092910571939148681232236,0]],[[-754947549193929336828725641025905668496734,-1875125313760312998925532849555382068171523],[19799798946002688092910571939148681232236,0]],[[754947549193929336828725641025905668496734,1875125313760312998925532849555382068171523],[-19799798946002688092910571939148681232236,0]],[[754947549193929336828725641025905668496734,1875125313760312998925532849555382068171523],[19799798946002688092910571939148681232236,0]]]>*] [x,x^2-x+103,x^2-274,x^2+6,x^3-x^2+5*x-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,137],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*137,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13,137],[3,7,3,7],1,[1.000000000,0.9297800259,0.8414409691],<"notfaithful",0>,[6,3]>,<1,2^3*137,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,137],[7,1,1,7],1,[1.000000000,1.919262631,1.190313139],<"notfaithful",0>,[6,3]>,<1,2^3*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,137],[7,7,2,2],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[6,3]>,<2,3*137,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,13,137],[3,7,3,7],1,[1.000000000,1.248549202,1.122691956],<"notfaithful",0>,[6,3]>,<2,2^6*3*137,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,13,137],[7,8,3,9],1,[1.000000000,1.174263214,1.062487867],<"2.2e6_3_137.6t3.4",1>,[6,3]>]
