x^2-x-303308 3*7*57773 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 19 x-1 5 [[1195904],[-1195903]] 1 [1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-303306,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-303296,7,1]>,[[-3,-1],[4,1]]>,<57773,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[834126574,57773,1]>,[[-28886,-1],[28887,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,57773],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*57773,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,57773],[3,3,3],1,[1.000000000,1.534625642,1.265536365],<"1.3_7_57773.2t1.1",1>,[2,1]>]
x^5-x^4-9*x^3+7*x^2+18*x-15 3*7*57773 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 41 x^2+38*x+6 5 [[4997191,-12370685],[11658417,12370685],[-35986450,25852264],[24333327,-25852264],[-5002484,0]] 1 [6,4,5,2,7,5,7,4,6,5,5,6,3,3,7,3,6,3,3,7,3,5,7,7,4,4,7,5,6,5,4,5,4,6,5,6,7,6,7,4,7,5,6,2,6,2,3,5,5,6,4,5,7,5,4,5,4,5,6,3,5,5,6,5,7,5,4,7,3,6,7,2,3,5,6,4,4,6,7,6,5,5,5,6,3,7,4,6,2,4,6,3,6,4,5,7,3,6,6,2,5,2,4,6,7,6,6,5,7,5,6,4,5,7,5,3,6,6,7,6,4,5,6,4,3,6,5,4,4,5,2,7,4,2,2,7,3,6,6,2,6,6,6,7,7,5,5,4,6,6,3,7,2,6,6,5,6,7,2,4,4,4,7,1,5,5,3,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[1,2,0,1]>,[[-1404234051,0,0],[1504971360,0,0],[1,0,0]]>,[[[919635120,426208870,1185179600],[0,0,0]],[[88357776,1318508360,561721592],[0,0,0]],[[496978465,1742067171,1739883209],[0,0,0]],[[-1504971360,0,0],[-1,0,0]],[[0,0,0],[1,0,0]]]>,<7,4,2,[[1,2,3,5,4],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4]],[2,1,3,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,6,1]>,[[6324580822634277,0],[-5117609207248272,0],[1,0]]>,[[[-6138157605780662,18563739130707114],[0,0]],[[-37728326092411345,-18563739130707114],[0,0]],[[38748874490943732,0],[0,0]],[[5117609207248274,0],[-1,0]],[[2,0],[1,0]]]>,<57773,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,57771,1]>,[[18274319195458537132627180546260146393380015099811685688714358742381576733245790238539596622916,0],[-16993999481813241975357126828626082877765452939720097271951887399808610546321311374717193857027,0],[1,0]]>,[[[64645905260799128580807709952386113299320971163850522449076771271881529131429296698119001548769,0],[0,0]],[[7333608876052967551289585308541189615335859977924677542274796811949944822044604849734781784148,-74277576707528074911521025718596048016868221383244123532486563815986100698770086141477880784253],[0,0]],[[82619024412888530015511825543060593116642886091067709797240644662938155003482477668323574802804,74277576707528074911521025718596048016868221383244123532486563815986100698770086141477880784253],[0,0]],[[16993999481813241975357126828626082877765452939720097271951887399808610546321311374717193863254,0],[-1,0]],[[6227,0],[1,0]]]>*] [x,x^2-x-303308,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,57773],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*7*57773,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,57773],[8,8,8],1,[1.000000000,1.534625642,1.265536365],<"notfaithful",0>,[5,5]>,<4,3^3*7^3*57773^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[3,7,57773],[8,9,9],1,[0,0,0],<"4.3e3_7e3_57773e3.10t12.1",1>,[5,5]>,<4,3*7*57773,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[3,7,57773],[8,9,9],1,[1.000000000,0.4959564397,0.7579816290],<"4.3_7_57773.5t5.1",1>,[5,5]>,<5,3^2*7^2*57773^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[3,7,57773],[8,9,9],1,[0,0,0],<"5.3e2_7e2_57773e2.10t13.1",1>,[5,5]>,<5,3^3*7^3*57773^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[3,7,57773],[8,9,9],1,[0,0,0],<"5.3e3_7e3_57773e3.6t14.1",1>,[5,5]>,<6,3^3*7^3*57773^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[3,7,57773],[8,9,9],1,[0,0,0],<"6.3e3_7e3_57773e3.20t35.1",1>,[5,5]>]
x^4+23*x^2+48 2^2*3*337^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 13 x-1 7 [[6731636],[16902930],[-16902930],[-6731636]] 2 [1,1,5,4,3,1,5,5,3,5,5,2,4,4,2,5,3,3,5,3,3,4,3,5,3,5,4,1,3,4,5,2,4,5,4,5,3,5,2,4,1,1,3,2,5,5,4,5,2,2,4,1,2,1,5,2,5,5,3,4,4,5,5,2,2,5,4,3,3,2,4,3,5,1,4,3,4,3,4,2,1,2,1,1,5,3,4,3,5,4,3,3,4,3,4,3,4,5,5,3,5,4,2,5,4,3,3,4,1,3,5,3,5,4,4,5,5,1,4,3,1,2,4,1,5,4,3,3,5,3,5,3,5,3,5,1,5,4,4,5,4,4,4,3,2,1,1,5,5,1,3,5,4,3,4,2,5,4,2,5,2,5,5,3,5,1,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+138,2>,<x^2-6912,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[2],[[[2,1,3,4]]],20,<[],[20454,2,1]>,[[-4,-4],[4,4],[208213,0],[-208213,0]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-1367786514,0,1]>,[[222977348,0],[-222977348,0],[0,-1],[0,1]]>,<337,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[10,332,1]>,[[88892735953306646908261819308321937454955797445863,-62018115661817588483222990564267839391642102821199],[-81393653205987574842401735492262561679901400297786,-176811218263375938324900133407973920394141818229395],[1,0]]>,[[[81393653205987574842401735492262561679901400297899,176811218263375938324900133407973920394141818229552],[-1,0]],[[113,157],[1,0]],[[-113,-157],[-1,0]],[[-81393653205987574842401735492262561679901400297899,-176811218263375938324900133407973920394141818229552],[1,0]]]>*] [x,x^2-x-84,x^2-3,x^2-1011,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,337],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,337,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,337],[1,1,6],1,[1.000000000,2.334963546,1.454955573],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,337],[6,6,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*337,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,337],[6,6,6],1,[1.000000000,1.224324492,1.024847732],<"notfaithful",0>,[4,3]>,<2,2^2*3*337,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,337],[6,6,7],1,[1.000000000,3.104017547,1.512543804],<"2.2e2_3_337.4t3.2",1>,[4,3]>]
x^4-23*x^2+48 2^2*3*337^2 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 13 x-1 7 [[21431125],[19715777],[-19715777],[-21431125]] 1 [4,4,5,4,3,1,5,5,3,5,5,2,4,4,1,5,3,3,5,3,3,4,3,5,3,5,4,2,3,4,5,1,4,5,4,5,3,5,1,4,2,1,3,2,5,5,4,5,1,2,4,2,2,2,5,1,5,5,3,4,4,5,5,1,2,5,4,3,3,2,4,3,5,1,4,3,4,3,4,2,2,2,2,1,5,3,4,3,5,4,3,3,4,3,4,3,4,5,5,3,5,4,1,5,4,3,3,4,2,3,5,3,5,4,4,5,5,2,4,3,1,2,4,2,5,4,3,3,5,3,5,3,5,3,5,1,5,4,4,5,4,4,4,3,2,2,1,5,5,2,3,5,4,3,4,1,5,4,2,5,1,5,5,3,5,2,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-138,2>,<x^2-6912,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[327226,0],[2,0],[1,0]]>,[[[24588,49176],[0,0]],[[-24588,-49176],[0,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[1367786514,0],[0,0],[1,0]]>,[[[222977348,222977348],[0,0]],[[-222977348,-222977348],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<337,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[10,332,1]>,[[-143027038216296632527625549792979329605038100331577,53516434026432610381188561418571039888916233574740],[-39229235924536394978162170499202598343143880794888,-38940907416916802215386986876660296877137476188768],[1,0]]>,[[[39229235924536394978162170499202598343143880795099,38940907416916802215386986876660296877137476189088],[-1,0]],[[211,320],[1,0]],[[-211,-320],[-1,0]],[[-39229235924536394978162170499202598343143880795099,-38940907416916802215386986876660296877137476189088],[1,0]]]>*] [x,x^2-x-84,x^2-3,x^2-1011,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,337],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,337,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,337],[1,1,6],1,[1.000000000,2.334963546,1.454955573],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,337],[6,6,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*337,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,337],[6,6,6],1,[1.000000000,1.224324492,1.024847732],<"notfaithful",0>,[4,3]>,<2,2^2*3*337,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,337],[6,6,6],1,[1.000000000,0.5514473162,0.7272504508],<"2.2e2_3_337.4t3.3",1>,[4,3]>]
x^4-2*x^3+5*x^2-4*x-20 -2^6*3^2*5*67 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[-5534554],[1791227],[-1791226],[5534555]] 4 [1,3,1,3,5,3,5,2,4,1,5,5,5,1,4,2,3,5,4,1,4,5,5,3,2,4,5,5,5,3,5,3,3,4,2,3,5,4,4,4,5,3,4,4,2,3,1,5,5,5,3,4,1,5,5,4,2,5,5,5,4,4,4,4,1,4,4,2,3,3,3,2,3,3,4,2,2,5,5,4,3,3,2,1,3,3,3,4,1,3,5,1,3,3,4,2,2,5,4,5,2,4,3,3,2,1,3,3,4,2,5,5,5,2,5,5,4,1,2,3,5,2,2,3,1,4,3,2,3,3,4,4,3,3,3,4,4,1,4,5,4,2,5,5,3,1,5,3,2,4,5,3,1,4,4,2,5,5,1,4,5,5,5,3,5,2,5,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-4,2>,<x^2+6*x+344,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[52814,282020,1]>,[[91322,131070],[-131070,2],[-1,131070],[39751,2]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1501042503,1520681346],[148473900,148473903],[1,0]]>,[[[-148473900,-148473902],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[148473901,148473902],[1,0]]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-19009693990210,5,1]>,[[-42864212152880,-19073486328125],[4717239496631,0],[-2,-1],[3,1]]>,<67,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,63,1]>,[[1422319627796230085948859569588404415,0],[67,0],[1,0]]>,[[[-561637372875873418667066050670713960,456847050945651177998288223747329976],[0,0]],[[561637372875873418667066050670713961,-456847050945651177998288223747329976],[0,0]],[[-33,0],[-1,0]],[[34,0],[1,0]]]>*] [x,x^2-6,x^2-x+84,x^2+2010,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,67],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,67],[6,6,1,1],1,[1.000000000,0.9358813101,1.007312281],<"notfaithful",0>,[4,3]>,<1,5*67,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,67],[1,1,6,6],1,[1.000000000,3.089583765,1.522042732],<"notfaithful",0>,[4,3]>,<1,2^3*3*5*67,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,67],[6,6,6,6],1,[1.000000000,1.121170925,0.9908064675],<"notfaithful",0>,[4,3]>,<2,2^3*3*5*67,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,5,67],[6,7,6,7],1,[1.000000000,1.787903692,1.246762462],<"2.2e3_3_5_67.4t3.11",1>,[4,3]>]
x^4-2*x^3+13*x^2-12*x-18 -2^6*3^2*5*67 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 97 x-1 5 [[-2420018940],[-1070919250],[1070919251],[2420018941]] 4 [1,1,1,3,5,3,5,2,4,2,5,5,5,2,4,2,3,5,1,2,4,5,5,3,1,4,5,5,5,3,5,3,3,4,1,3,5,4,4,4,5,3,4,4,2,3,1,5,5,5,3,4,1,5,5,4,1,5,5,5,4,4,4,4,2,4,4,1,3,3,3,1,3,3,4,2,1,5,5,4,3,3,1,2,3,3,3,4,2,3,5,2,3,3,4,2,1,5,4,5,1,4,3,3,2,2,3,3,4,2,5,5,5,2,5,5,4,1,2,3,5,1,2,3,1,4,3,1,3,3,4,4,3,3,3,4,4,2,4,5,4,1,5,5,3,2,5,3,2,4,5,3,2,4,4,1,5,5,2,4,5,5,5,3,5,2,5,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-12,2>,<x^2+22*x+456,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[118202,-457432,1]>,[[0,1],[-66856,262143],[66857,1],[1,262143]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[292607094,-225852756,1]>,[[-97282704,387420486],[387420495,3],[484703194,3],[-5,387420486]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-28514540985315,5,1]>,[[-44650343204256,0],[44650343204257,0],[-2,-1],[3,1]]>,<67,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-472110610842802292744051010081314008,67,1]>,[[1024061554047518762860101324193643201,0],[-1024061554047518762860101324193643200,0],[-33,-1],[34,1]]>*] [x,x^2-6,x^2-x+84,x^2+2010,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,67],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,67],[6,6,1,1],1,[1.000000000,0.9358813101,1.007312281],<"notfaithful",0>,[4,3]>,<1,5*67,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,67],[1,1,6,6],1,[1.000000000,3.089583765,1.522042732],<"notfaithful",0>,[4,3]>,<1,2^3*3*5*67,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,67],[6,6,6,6],1,[1.000000000,1.121170925,0.9908064675],<"notfaithful",0>,[4,3]>,<2,2^3*3*5*67,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,5,67],[6,6,6,6],1,[1.000000000,3.014337808,1.548238820],<"2.2e3_3_5_67.4t3.12",1>,[4,3]>]
