x^2-379 2^2*379 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-53],[53]] 1 [1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-378,2,1]>,[[1,1],[-1,-1]]>,<379,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-379,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,379],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*379,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,379],[3,3],1,[1.000000000,1.941262079,1.191173037],<"1.2e2_379.2t1.1",1>,[2,1]>]
x^5-9*x^3-52*x^2-264 3^2*11^2*587^2 1 2 10 "D10" [[5,4,3,2,1],[4,3,2,1,5]] [<1,1,[1,2,3,4,5]>,<2,5,[4,3,2,1,5]>,<5,2,[2,3,4,5,1]>,<5,2,[3,4,5,1,2]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 10 [[-35441212,-127376178],[-96585819,0],[-118609891,127376178],[73939733,-111284659],[-105778060,111284659]] 2 [2,1,3,2,1,3,3,4,4,4,3,2,2,2,2,2,2,1,4,4,2,2,1,2,2,1,2,2,1,2,3,2,2,4,3,2,2,3,4,2,2,3,2,2,4,4,2,3,2,3,4,2,3,4,2,2,2,4,4,4,2,3,4,2,4,4,2,4,3,2,1,3,2,3,3,4,3,4,2,2,2,4,4,2,2,1,3,2,4,2,3,2,2,1,2,2,1,4,1,3,4,2,3,3,4,2,1,2,2,3,4,2,2,2,2,4,2,4,2,2,4,3,4,3,4,4,4,1,2,3,2,2,2,3,2,2,1,1,2,1,3,3,4,2,2,2,2,3,3,4,2,3,4,4,2,2,2,2,1,2,2,1,2,3,3,3,3,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-8368272,3>,<x+8368272,4>]*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[108162,0],[-2204,-16474],[14270,16474],[-51523,-244962],[193439,244962]]>,<3,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[2,1,3,5,4]]],20,<[],[1412396220,593955279,1]>,[[-593955279,-1],[0,1],[172413586,0],[-57471197,57471195],[91592401,71668968]]>,<11,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-227986367772141697411,307896411525401802642,1]>,[[-114343264222846834693,0],[-307896411525401802642,-1],[0,1],[159875256029779689372,17728057924810762801],[262364419718468947963,-17728057924810762801]]>,<587,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[203656419844791967188739385185668548935523045037161699,-2249210747914740422254628864209933500193694285489964466,1]>,[[4597508088894529974313361740128286196010277809549376388,0],[2249210747914740422254628864209933500193694285489964987,-1],[521,1],[6316713254362991240579330920625884181637079127982008075,-1265996727743721287277674841052625920639964058397980],[10428419359211946967274222629198472245865596084553564830,1265996727743721287277674841052625920639964058397980]]>*] [x,x^2-x+4843,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,587],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,3*11*587,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,587],[2,5,5,5],1,[1.000000000,0.9028879220,0.8278544262],<"notfaithful",0>,[5,2]>,<2,3*11*587,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,11,587],[2,5,5,5],1,[1.000000000,1.445047936,1.121621415],<"2.3_11_587.5t2.1",1>,[5,2]>,<2,3*11*587,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,11,587],[2,5,5,5],1,[1.000000000,2.189485296,1.235709053],<"2.3_11_587.5t2.1",2>,[5,2]>]
x^6+7*x^4-6*x^3+49*x^2-21*x+9 -3^3*1129^2 0 3 12 "D12" [[1,6,3,5,4,2],[3,4,1,2,6,5],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,5,1,6,2,4]>,<2,3,[3,4,1,2,6,5]>,<2,3,[1,6,3,5,4,2]>,<3,2,[4,3,6,5,1,2]>,<6,2,[2,4,5,3,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 8 [[174663763,0],[136959527,-90151785],[275720968,0],[87998935,233154483],[-262662698,-233154483],[403050226,90151785]] 2 [6,1,6,5,3,4,3,4,6,3,4,4,3,5,6,6,3,4,4,6,4,5,3,3,1,3,4,3,4,6,5,6,3,4,6,1,1,5,2,3,3,5,3,4,6,4,4,1,6,1,6,3,4,6,3,3,2,1,5,6,5,6,4,2,4,3,4,4,3,4,6,3,5,5,5,6,3,4,3,5,2,4,3,4,5,2,3,1,6,4,3,3,4,6,1,3,3,3,4,5,1,2,6,2,4,5,6,3,6,4,4,5,6,4,4,3,5,3,3,6,4,4,2,6,4,3,5,3,4,4,4,3,5,4,6,1,3,4,3,6,5,3,4,6,5,3,5,3,5,3,5,3,4,6,4,3,5,6,5,6,3,3,1,6,3,3,5,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+9,2>,<x^3-343*x+1029,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,4,3,6,5]]],20,<[],[346263483,-272707974,1]>,[[387420495,3],[43282950,387420486],[1126656872,-558065119],[1632690890,558065119],[-1632690896,216775856],[1542003601,-216775856]]>,<7,3,1,[[4,3,6,5,1,2]],[[1,2,3,4,5,6],[4,3,6,5,1,2],[5,6,2,1,4,3]],[4,3,6,5,1,2],[1,5,5],[1],[[]],20,<[],[4,0,6,1]>,[[3744440651011933,-3217539907062462,-5597833032666881],[-2505403688664858,-4318333401042901,-4310570321242793],[4164063448935736,-272430127415093,1507405555581697],[-440285688315218,1917766783456142,-5343129321417613],[-3304154962696715,1299773123606320,-457932831288649],[-1658659760270878,4590763528457994,2803164765661096]]>,<1129,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-4082921356086154296921913862143247847581853788263801659128306,2460819471732753469949529445639378648105914708695544952791300,1]>,[[2460819471732753469949529445639378648105914708695544952790156,0],[5174504569872220685694406332060849251809680393358700343492602,0],[-2460819471732753469949529445639378648105914708695544952790728,-1],[572,1],[4251871374532756418583872674334977526050384953572627485377014,2069075699544973135748723106353351077057369852777142938075],[1894468905234672847330530967193950155343071418095635724388785,-2069075699544973135748723106353351077057369852777142938075]]>*] [x,x^2-x-282,x^2-x+1,x^2-x+847,x^3-7*x-3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,1129],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,1129,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,7,1129],[1,1,7],1,[1.000000000,3.116259090,1.561025807],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,1129],[7,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,3*1129,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,1129],[7,1,7],1,[1.000000000,0.6477740117,0.7859795702],<"notfaithful",0>,[6,3]>,<2,1129,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,7,1129],[1,5,7],1,[1.000000000,0.8008849804,0.9038601542],<"notfaithful",0>,[6,3]>,<2,3^2*1129,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[3,7,1129],[7,5,8],1,[1.000000000,1.566576121,1.257317686],<"2.3e2_1129.6t3.1",1>,[6,3]>]
x^4+2*x^2-10*x+11 2^2*3*5^2*271 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 11 x^2+7*x+2 5 [[52866,0],[-13807,0],[-57266,58240],[18207,-58240]] 2 [3,3,3,4,3,5,5,5,4,2,4,4,5,3,4,3,4,4,4,4,3,2,5,3,3,4,4,4,5,4,5,4,2,4,4,4,3,2,5,4,5,5,4,3,4,3,2,2,2,2,5,2,4,4,4,4,4,3,3,5,3,5,4,5,3,2,5,5,4,4,3,5,5,5,3,5,4,4,4,2,5,3,3,4,3,2,3,3,4,5,3,4,5,3,4,1,5,5,4,5,4,2,4,4,3,1,5,2,5,3,3,3,2,4,2,3,5,4,4,4,2,5,4,5,5,1,4,5,4,5,5,4,3,3,3,5,4,1,1,1,5,5,4,3,4,4,4,3,5,3,4,5,4,3,5,5,4,2,2,5,3,5,2,3,3,3,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,4,3],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[1,1,1]>,[[398662,0],[119188,0],[-389650,0],[1,0]]>,[[[134635,0],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[33719,202074],[-126032,-252063],[83644,167288]],[[-168355,-202074],[126031,252063],[-83644,-167288]]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-54402855,0],[-132817020,0],[1,0]]>,[[[1310333379,1376741891],[0,0]],[[-1443150403,-1376741891],[0,0]],[[132817022,0],[-1,0]],[[2,0],[1,0]]]>,<5,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-12629304480795,0],[2061050000400,0],[1,0]]>,[[[-2061050000397,0],[-1,0]],[[3,0],[1,0]],[[-33083169736878,30626868451775],[-7580672342826,-3790336171413]],[[35144219737272,-30626868451775],[7580672342826,3790336171413]]]>,<271,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[6,269,1]>,[[-1306989601968738849993702548335004156695533496241,0],[-53480415097545790220357176949185202802716741124,0],[1,0]]>,[[[2281923861730724607811089863779942087132758185418,407431378418794065242606195453325868121836181485],[0,0]],[[2229018012567234321291097727637637455616946799577,-407431378418794065242606195453325868121836181485],[0,0]],[[53480415097545790220357176949185202802716741265,0],[-1,0]],[[141,0],[1,0]]]>*] [x,x^2-x-203,x^3-x^2-9*x+3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,271],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*271,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,271],[3,6,3,6],1,[1.000000000,0.5873952686,0.7731785040],<"notfaithful",0>,[4,5]>,<2,2^2*3*271,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5,271],[6,7,3,7],1,[1.000000000,1.210809697,1.100943328],<"notfaithful",0>,[4,5]>,<3,2^2*3^2*5^2*271^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,3,5,271],[6,6,6,6],1,[0,0,0],<"3.2e2_3e2_5e2_271e2.6t8.1",1>,[4,5]>,<3,2^2*3*5^2*271,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,3,5,271],[6,7,6,7],1,[1.000000000,2.427317261,1.399314938],<"3.2e2_3_5e2_271.4t5.1",1>,[4,5]>]
x^6-x^5-2*x^4+21*x^3-3*x^2-36*x+144 -3^3*1129^2 0 3 12 "D12" [[5,6,4,3,1,2],[1,3,2,6,5,4],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,4,6,2,1,3]>,<2,3,[5,6,4,3,1,2]>,<2,3,[1,3,2,6,5,4]>,<3,2,[4,3,5,6,2,1]>,<6,2,[3,1,4,5,6,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 7 [[21568124,-11615882],[3002245,0],[-24704320,3051067],[25989402,0],[1431393,-3051067],[-27286843,11615882]] 3 [3,1,3,5,6,4,2,4,3,6,4,4,6,5,3,3,2,4,4,3,4,5,6,6,5,2,4,6,4,3,5,3,2,4,3,5,5,5,3,6,6,5,6,4,3,4,4,5,3,5,3,2,4,3,6,6,3,5,5,3,1,3,4,3,4,6,4,4,6,4,3,2,5,1,5,3,6,4,6,1,3,4,2,4,5,3,2,5,3,4,6,6,4,3,1,2,6,2,4,5,5,3,3,3,4,5,3,6,3,4,4,1,3,4,4,6,5,6,6,3,4,4,3,3,4,6,5,2,4,4,4,6,1,4,3,5,6,4,2,3,5,2,4,3,1,2,1,6,1,6,1,6,4,3,4,2,1,3,1,3,2,6,5,3,6,6,5,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-28,2>,<x^3+5*x^2+195*x-849,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-452198,-262157],[-190041,262157],[0,72076],[-72076,-72076],[190041,-72090],[262131,72090]]>,<3,2,2,[[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,6,5,4,3]]],20,<[],[876850275,852293199,1]>,[[-852293197,-1],[2,1],[-167274792,11670275],[-40428759,106478975],[-22342608,-106478975],[-79922112,-11670275]]>,<5,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[2,4,1]>,[[28260402419292,38561711500879],[-30619011943599,-38561711500879],[-36593824433702,20084837515511],[-21565742855121,-20084837515511],[-9390458605652,-5519658760015],[-6385309893717,5519658760015]]>,<1129,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[642754467539517482683096631535231816143353929601324954612390,-274884502630426956926375178709851136570085587410492333664955,1]>,[[-2127869720273074402787641375988005077470512984191894338074262,0],[3693908804638223878509741041321717273107893223073318275403768,0],[274884502630426956926375178709851136570085587410492333666014,-1],[1059,1],[-5646110082899779971405252330577177301617418668131944224506356,2069075699544973135748723106353351077057369852777142938076],[3805186495904203538756777486533613969409952841840027953509778,-2069075699544973135748723106353351077057369852777142938076]]>*] [x,x^2-x+847,x^2-x+1,x^2-x-282,x^3-x^2+3*x-12,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,1129],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*1129,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,1129],[3,7,3,7],1,[1.000000000,0.6477740117,0.7859795702],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,1129],[2,7,2,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,1129,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,1129],[1,1,1,7],1,[1.000000000,3.116259090,1.561025807],<"notfaithful",0>,[6,3]>,<2,3*1129,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,1129],[3,7,3,7],1,[1.000000000,1.652045658,1.173032853],<"notfaithful",0>,[6,3]>,<2,3*1129,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]]],[2,3,5,1129],[3,7,3,7],1,[1.000000000,1.687678202,1.179371947],<"2.3_1129.6t3.2",1>,[6,3]>]
x^6-26*x^3+338 -2^8*3^6*13^4 0 3 12 "D12" [[6,5,4,3,2,1],[2,1,6,5,4,3],[1,4,5,2,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[6,5,4,3,2,1]>,<2,3,[1,4,5,2,3,6]>,<3,2,[3,4,5,6,1,2]>,<6,2,[4,1,6,3,2,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 7 [[35082621,0],[-2119820,111059083],[203132221,-151938978],[-137710456,-111059083],[172123831,151938978],[139830276,0]] 3 [4,2,4,6,3,1,4,6,3,4,6,5,4,6,3,4,3,1,2,3,1,2,3,4,1,4,6,3,5,4,6,3,4,2,4,6,5,6,3,4,3,5,3,5,4,2,6,2,3,1,4,3,5,3,4,3,4,6,1,4,6,4,6,3,1,4,2,1,3,1,4,3,2,5,2,3,4,5,4,5,3,5,3,5,6,3,4,5,4,2,3,3,6,3,2,3,4,4,6,1,2,4,3,4,6,5,3,4,3,1,6,1,4,6,2,4,6,3,4,3,5,1,4,3,6,4,5,3,6,5,2,3,6,5,4,5,4,2,4,4,6,4,6,3,1,3,5,4,6,3,5,4,2,3,6,3,2,4,5,4,3,4,6,3,4,3,6,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+78,2>,<x^3,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,5,6,1,2],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3],[3,4,5,6,1,2],[4,3,6,5,2,1]],[1,2,5,6,3,4],[1,2,4,3,5,6],[1,4],[[[2,1,4,3,6,5],[3,4,5,6,1,2]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[338,0],[0,0],[0,0],[-26,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[-1,0],[0,0],[0,0],[20165,0],[0,0]],[[0,0],[0,1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[0,-1],[0,0],[0,0],[0,20165],[0,0]],[[0,0],[-1,-1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[1,1],[0,0],[0,0],[241979,241979],[0,0]]]>,<3,12,6,[[3,1,2,6,4,5],[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,3,2,4,6,5],[4,6,5,1,3,2],[3,1,2,6,4,5],[6,4,5,3,1,2]],[4,5,6,1,2,3],[1,2,4,3,5,6],[1,2],[[[3,1,2,6,4,5],[1,3,2,4,6,5]],[[3,1,2,6,4,5]]],20,<<[],[2,2,1]>,[[507,0],[1521,0],[2028,0],[1521,0],[468,0],[-39,0],[1,0]]>,[[[0,204014054],[0,510035097],[0,197831882],[0,-213287274],[0,-325281038],[0,-333603281]],[[0,-349296661],[0,216378471],[0,-343114414],[0,-513126070],[0,-155269382],[0,277725326]],[[0,145282607],[0,435847899],[0,145282532],[0,-435848123],[0,480550420],[0,55877955]],[[-408028108,-204014054],[142191273,-510035097],[-395663764,-197831882],[426574548,213287274],[-511699391,325281038],[-495054905,333603281]],[[-463668145,349296661],[-432756942,-216378471],[-476032639,343114414],[-136009327,513126070],[310538764,155269382],[-555450652,-277725326]],[[-290565214,-145282607],[290565669,-435847899],[-290565064,-145282532],[-290565221,435848123],[201160627,-480550420],[-111755910,-55877955]]]>,<13,3,3,[[4,6,1,3,2,5]],[[1,2,3,4,5,6],[4,6,1,3,2,5],[3,5,4,1,6,2]],[1,2,3,4,5,6],[1,5,5],[1],[[[4,6,1,3,2,5]]],20,<[],[6669651645521002184852,0,0,1]>,[[0,-37959593564052504619,0],[0,19065629298411921598,0],[0,49226908181248336040,0],[0,-11267314617195831421,0],[0,-19065629298411921599,0],[0,1,0]]>*] [x,x^2-x+1,x^2+1,x^2-3,x^3-52,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13],[3,7,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[7,2,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^2*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[7,7,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,3]>,<2,2^2*3^3*13^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,13],[7,7,7],1,[1.000000000,0.8986593005,0.9779615834],<"notfaithful",0>,[6,3]>,<2,2^4*3^3*13^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,13],[7,7,7],1,[1.000000000,1.316859261,1.026139973],<"2.2e4_3e3_13e2.6t3.2",1>,[6,3]>]
