x^2-x+406 -3*541 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[259],[-258]] 2 [1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[408,3,1]>,[[-1,-1],[2,1]]>,<541,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[73576,541,1]>,[[-270,-1],[271,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,541],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*541,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,541],[3,3],1,[1.000000000,2.183477113,1.318973713],<"1.3_541.2t1.1",1>,[2,1]>]
x^3-x^2-5*x+23 -2^2*13*223 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[514898],[-154662],[-360235]] 2 [2,2,3,2,3,1,1,2,2,3,2,2,2,3,2,1,3,2,1,3,2,2,2,2,1,3,2,2,2,2,3,3,3,3,3,3,2,1,1,2,1,3,2,3,2,1,3,1,2,1,2,2,2,1,1,2,2,1,2,2,1,3,3,2,2,2,1,2,3,2,2,2,3,2,2,3,3,3,2,3,3,1,1,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,2,2,3,3,3,2,2,3,2,3,3,2,2,1,2,1,3,3,3,2,1,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,1,2,3,1,3,2,1,1,3,2,3,3,3,2,2,2,2,2,2,3,2,3,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[18,0],[-4,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[470091,-108394],[483296,442305],[312552,100816]],[[-470091,108394],[40991,81983],[211736,423472]]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[4774889972280491771825,7390318608116712898825,1]>,[[7390318608116712898802,0],[-7390318608116712898813,-1],[12,1]]>,<223,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-33433811477303789799411303876103640228927082517,17562897882736241705225492471092352964792907640,1]>,[[17562897882736241705225492471092352964792907489,0],[-17562897882736241705225492471092352964792907564,-1],[76,1]]>*] [x,x^2-x+725,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,223],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,13*223,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,223],[2,4,4],1,[1.000000000,0.5834797188,0.7397321428],<"notfaithful",0>,[3,2]>,<2,2^2*13*223,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,13,223],[4,5,5],1,[1.000000000,1.013454385,0.9759792789],<"2.2e2_13_223.3t2.1",1>,[3,2]>]
x^4-x^3-5*x^2+5*x-2 -2^2*13*223 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 199 x-1 5 [[84033436430],[-31411827991],[-90074505256],[37452896818]] 3 [3,5,4,5,4,1,2,5,3,4,5,3,5,4,5,2,4,5,2,4,5,3,5,3,2,4,3,5,3,5,4,4,4,4,4,4,5,2,2,3,2,4,5,4,3,1,4,1,5,2,3,5,5,1,2,3,5,1,3,3,2,4,4,3,3,5,2,5,4,5,5,3,4,5,5,4,4,4,5,4,4,2,2,4,3,4,4,1,3,5,3,3,3,3,5,5,3,5,5,4,1,4,5,5,3,3,4,4,4,5,5,4,5,4,4,5,3,2,3,2,4,4,4,5,2,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,3,5,2,3,4,2,4,5,1,2,4,3,4,4,4,5,3,5,5,5,5,4,5,4,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,4,3],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[1,1,1]>,[[76762,0],[-142714,0],[331752,0],[1,0]]>,[[[-192538,0],[524288,0],[0,0]],[[1,0],[1,0],[0,0]],[[-350155,-368560],[115690,231381],[410735,297182]],[[18405,368560],[408597,292907],[113553,227106]]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-2202000837824205786706,-4472568763790403556436,1]>,[[994518465690887255216,0],[-5467087229481290811667,0],[4472568763790403556444,-1],[8,1]]>,<223,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[43556080171416974913184251675805838241566120896,-11027027740853733664680810042651570930558563541,1]>,[[-37684785622460561053060018809679647340298502167,0],[26657757881606827388379208767028076409739938369,0],[11027027740853733664680810042651570930558563670,-1],[129,1]]>*] [x,x^2-x+725,x^3-x^2-5*x+23,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,223],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,13*223,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,223],[3,6,6],1,[1.000000000,0.5834797188,0.7397321428],<"notfaithful",0>,[4,5]>,<2,2^2*13*223,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,13,223],[6,7,7],1,[1.000000000,1.013454385,0.9759792789],<"notfaithful",0>,[4,5]>,<3,2^2*13^2*223^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,13,223],[6,7,7],1,[0,0,0],<"3.2e2_13e2_223e2.6t8.1",1>,[4,5]>,<3,2^2*13*223,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]]],[2,13,223],[6,7,7],1,[1.000000000,1.152579730,1.167316910],<"3.2e2_13_223.4t5.1",1>,[4,5]>]
x^8-2*x^7-15*x^6+12*x^5+82*x^4+18*x^3-148*x^2-148*x-41 2^12*5^4*53^2 8 0 16 "D8:C2" [[1,2,5,7,3,6,4,8],[2,1,5,7,3,8,4,6],[8,6,4,5,7,1,3,2],[4,7,6,1,8,3,2,5]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[2,1,5,7,3,8,4,6]>,<2,2,[4,7,6,1,8,3,2,5]>,<2,2,[1,2,5,7,3,6,4,8]>,<2,2,[5,3,2,6,1,4,8,7]>,<4,1,[8,6,4,5,7,1,3,2]>,<4,1,[6,8,7,3,4,2,5,1]>,<4,2,[5,3,1,8,2,4,6,7]>,<4,2,[7,4,6,1,8,5,2,3]>,<4,2,[8,6,7,3,4,1,5,2]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[2,2,2,2],[4,4]] 89 x-1 5 [[-1828358235],[-1952569367],[2266753228],[-2495287445],[1913617074],[-746809174],[-1685082856],[-1056322672]] 1 [9,7,8,3,5,10,3,8,9,5,4,10,4,10,3,7,5,8,7,4,9,4,6,1,3,8,9,10,8,3,9,5,9,8,5,4,6,10,9,6,8,8,4,9,10,2,5,3,10,5,9,4,1,8,9,9,5,2,6,2,7,10,10,2,9,10,5,9,10,8,9,4,3,6,8,9,8,7,4,1,8,8,2,3,1,6,2,9,5,9,10,4,3,8,8,9,8,1,10,5,10,6,6,4,8,3,10,3,2,4,3,7,9,5,4,4,10,3,10,8,5,3,7,10,8,8,8,4,3,10,8,3,1,10,4,4,6,7,6,4,5,8,3,7,8,2,7,3,5,3,10,4,6,9,10,2,4,2,3,5,10,3,3,5,9,3,2,10] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,4*],[*[2,2,2,2],"RES",<[1],x^2>,[<x+14,2>,<x^2-18*x-873,3>,<x^2-16*x-996,5>]*],[*[4,4],"RES",<[1],x^2>,[<x-6,6>,<x+20,7>,<x^2-16*x-890,8>,<x^2-18*x-184,9>,<x^2+14*x+39,10>]*]] [*<2,8,2,[[2,1,4,3,6,5,8,7],[7,8,2,1,3,4,6,5]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[6,5,8,7,2,1,4,3],[5,6,7,8,1,2,3,4],[7,8,2,1,3,4,6,5],[4,3,5,6,8,7,1,2],[8,7,1,2,4,3,5,6],[3,4,6,5,7,8,2,1]],[7,8,2,1,3,4,6,5],[1,5,2,5,9,9,6,7],[3],[[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,0,0,1]>,[[-168120,-202292,-432350,495888],[-144356,336100,-419316,506576],[1,0,0,0]]>,[[[1,1,0,1],[1,0,0,0]],[[144357,188189,-104972,17713],[262143,0,0,0]],[[51598,30461,-165207,-96047],[103245,139379,161330,17961]],[[-34962,-201555,86277,-56535],[158899,122765,100814,244183]],[[-155427,243828,240029,-233829],[223342,31746,86484,242725]],[[-249511,240324,-99447,218199],[38802,230398,175660,19419]],[[46033,-230462,-221334,-251637],[142048,107633,74846,37380]],[[197913,253502,-259634,-122153],[120096,154511,187298,224764]]]>,<5,8,2,[[2,1,4,3,6,5,8,7],[7,8,6,5,1,2,4,3]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[4,3,2,1,7,8,5,6],[3,4,1,2,8,7,6,5],[7,8,6,5,1,2,4,3],[5,6,8,7,4,3,1,2],[8,7,5,6,2,1,3,4],[6,5,7,8,3,4,2,1]],[7,8,6,5,1,2,4,3],[1,3,2,3,8,8,7,6],[1],[[[2,1,4,3,6,5,8,7]]],20,<<[],[2,4,4,0,1]>,[[-10653575385070,-2625388336590,-44441425649185,-42053597512250],[23207243231310,-30811670699245,47450036412515,-8003037924465],[1,0,0,0]]>,[[[-23207243231307,30811670699245,-47450036412515,8003037924468],[-1,0,0,0]],[[3,0,0,3],[1,0,0,0]],[[16178389452405,-21466573077336,33405199594524,19579558120686],[1153888869863,7731030635177,1525803602476,-1458143640734]],[[-47130677589400,-15326351676021,22854371655429,-19719652512674],[-1153888869863,-7731030635177,-1525803602476,1458143640734]],[[-26075284446513,-30397294908475,-26787938967712,23425518434149],[1133571490759,5993612043546,-9214564608602,4105872179606]],[[-24537149348888,5734060482340,382167708248,24991233627339],[-1133571490759,-5993612043546,9214564608602,-4105872179606]],[[9896894994106,-43503563654814,-6617260626812,-43005076554838],[-2287460360623,5348843649402,7688761006126,-2647728538872]],[[-492361471029,-21219379505564,24213497048838,-13274619039133],[2287460360623,-5348843649402,-7688761006126,2647728538872]]]>,<7,2,1,[[2,1,5,6,3,4,8,7]],[[1,2,3,4,5,6,7,8],[2,1,5,6,3,4,8,7]],[2,1,5,6,3,4,8,7],[1,3],[1],[[]],20,<[],[3,6,1]>,[[-6638690433757410,-16097062118877351],[10151415981894695,16097062118877351],[28523940973907484,35154268155406608],[32001736195133620,-11268526583929295],[-22817135363308162,-35154268155406608],[19820629401097389,11268526583929295],[3107489191582022,3610215732773181],[4243985165689222,-3610215732773181]]>,<53,8,2,[[1,2,3,4,6,5,8,7],[4,1,2,3,7,8,6,5]],[[1,2,3,4,5,6,7,8],[3,4,1,2,6,5,8,7],[1,2,3,4,6,5,8,7],[3,4,1,2,5,6,7,8],[4,1,2,3,7,8,6,5],[2,3,4,1,8,7,5,6],[4,1,2,3,8,7,5,6],[2,3,4,1,7,8,6,5]],[4,1,2,3,7,8,6,5],[1,2,4,4,7,6,10,10],[1],[[[1,2,3,4,6,5,8,7]]],20,<<[],[2,38,9,0,1]>,[[7244878639458644659632246604595566,7530077794777419073516219924184770,-457958816021725882336281928651495,4302008110454202787106394613400553],[-2553326065629437940200373882486319,5150595170385355575365005779591315,-8436922753357152171743653585459187,2852325167043861551152064587227955],[1,0,0,0]]>,[[[-4388825065129581570492255170726288,6386567668255351361186932946946081,-5467652421718972537957039409011274,-1705335107782549691665517124773595],[0,0,0,0]],[[-914914987986420862272008355368624,-7322279288166262120783984775945921,-13138422884139071961735400070545787,7676580044476929079954192952834685],[0,0,0,0]],[[-5796279173090796772673987448113173,1045547600936920773965997247500590,-2414627893655887631537315489482259,-11358805158886228255658541908075941],[0,0,0,0]],[[11100019226206799205438250974208086,-109835981026010014368945418500750,-9564924091334272785562094020237081,5387560222191848867369866080014851],[0,0,0,0]],[[2553326065629437940200373882486330,-5150595170385355575365005779591264,8436922753357152171743653585459232,-2852325167043861551152064587227925],[-1,0,0,0]],[[11,51,45,30],[1,0,0,0]],[[-14911699903842381266966552763473988,5671012735024961527296292238329033,-5557578652340575965213682475732556,13345514480206901791220581584901234],[-110320673551941072527009061130738,-252060340374918192475781894375971,-80726247764691313578507305802042,-50665663821711845161581801228428]],[[12358373838212943326766178880987648,-520417564639605951931286458737820,-2879344101016576206529971109726721,-10493189313163040240068516997673339],[110320673551941072527009061130738,252060340374918192475781894375971,80726247764691313578507305802042,50665663821711845161581801228428]]]>*] [x,x^2-x-13,x^2-10,x^2-530,x^2-106,x^2-x-1,x^2-2,x^2-x-66,0,0] [1,2,2,2,2,2,2,2,9,10] <[1],[2],[3],[4],[5],[6],[7],[8],[9,10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,17,19,53],[1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,11]>,<1,53,1,[[1],[1],[1],[-1],[1],[-1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,17,19,53],[4,4,4,1,1,4,11],1,[1.000000000,0.5400249451,0.7162159234],<"notfaithful",0>,[8,11]>,<1,2^3*5,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,17,19,53],[11,1,11,3,3,3,1],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[8,11]>,<1,2^3*5*53,1,[[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,17,19,53],[11,3,11,3,3,1,11],1,[1.000000000,0.6653042738,0.8792562925],<"notfaithful",0>,[8,11]>,<1,2^3*53,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,17,19,53],[11,1,1,1,1,1,11],1,[1.000000000,1.746070116,1.180188719],<"notfaithful",0>,[8,11]>,<1,5,1,[[1],[1],[-1],[1],[1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,17,19,53],[3,3,11,3,3,1,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[8,11]>,<1,2^3,1,[[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,17,19,53],[11,5,5,1,1,5,5],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[8,11]>,<1,5*53,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,17,19,53],[1,1,11,3,3,3,11],1,[1.000000000,2.310877610,1.464235421],<"notfaithful",0>,[8,11]>,<2,2^3*5*53,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]]],[2,3,5,7,17,19,53],[11,7,12,3,3,8,12],0,[1.118203895E-13+1.000000000*i,0.7497707353+0.2970307207*i,0.9580031397+0.01596671899*i],<"2.2e3_5_53.8t11.1",1>,[8,11]>,<2,2^3*5*53,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]]],[2,3,5,7,17,19,53],[11,7,12,3,3,8,12],0,[1.118203895E-13-1.000000000*i,0.7497707353-0.2970307207*i,0.9580031397-0.01596671899*i],<"2.2e3_5_53.8t11.1",2>,[8,11]>]
x^3-x^2-1652*x-15789 4957^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 19 x-1 6 [[-8431611],[-844846],[9276458]] 1 [2,1,3,1,2,2,3,1,2,2,3,3,1,3,1,1,2,2,1,2,3,2,1,1,2,1,1,1,2,3,2,3,3,2,2,2,2,1,1,1,2,1,2,3,2,1,1,1,1,2,1,1,2,3,1,3,3,1,1,3,2,2,2,3,2,3,2,3,1,1,2,1,3,2,3,2,3,1,2,2,3,1,3,2,1,2,1,3,1,2,1,1,2,1,2,3,1,3,2,2,1,1,2,3,3,1,2,2,1,2,1,1,1,3,2,1,1,3,1,3,2,2,3,3,3,3,2,3,1,3,1,1,1,2,3,3,2,2,1,3,1,2,3,2,2,1,1,1,1,3,3,3,3,1,3,3,3,3,2,1,2,2,1,2,2,3,3,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+104097,2>,<x-104097,3>]*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1725857652,-341063791,-222532393]>,<7,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-12183744678530416,3842554600073493,-3057705106916219]>,<4957,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[36084198951,32760813,9914,1]>,[[-34387578341770556269592824723753576612167299555092653567517046001784110000,7707972640658677127651766239381699641845941666127060176970175958080834,-770797264065867712765176623938169964184594166612706017697017595808052],[34387578341770556269592824723753576612167299555092653567517046001784106696,-7707972640658677127651766239381699641845941666127060176970175958080835,770797264065867712765176623938169964184594166612706017697017595808052],[3305,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,4957],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,4957,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,7,4957],[2,1,1,4],0,[0.2260927660+0.9741057751*i,1.058613898+0.3645659851*i,0.9615269928+0.1620710614*i],<"1.4957.3t1.1",1>,[3,1]>,<1,4957,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7,4957],[2,1,1,4],0,[0.2260927660-0.9741057751*i,1.058613898-0.3645659851*i,0.9615269928-0.1620710614*i],<"1.4957.3t1.1",2>,[3,1]>]
x^4-2*x^3-10*x^2+11*x+46 7^2*11*71 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 197 x-1 5 [[-83069433384],[71169005510],[-71169005509],[83069433385]] 3 [4,3,3,1,4,3,3,5,4,4,5,2,3,4,5,4,5,3,4,4,5,4,5,3,5,5,3,4,4,4,2,5,4,3,2,4,3,4,5,3,2,5,2,2,1,3,1,3,3,3,4,1,3,3,5,4,5,5,4,1,3,5,3,3,3,4,4,1,2,3,5,4,3,4,2,5,4,5,4,5,3,4,4,5,3,4,4,2,3,2,5,3,4,1,2,5,3,3,3,2,4,4,3,4,4,3,3,5,4,3,3,4,2,5,4,2,3,3,4,4,5,2,5,4,5,1,4,3,5,3,4,2,4,4,3,3,5,5,3,1,5,4,4,1,3,3,5,5,5,4,4,3,4,3,4,4,2,3,3,5,2,4,1,3,2,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+11,2>,<x^2-24*x-637,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[2,2,1]>,[[13933143,472793104],[-230608401,472793104],[-13933142,-472793104],[230608402,-472793104]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[8047510369167549,-10508393904917062,1]>,[[10508393904917068,-1],[6,1],[-5,-1],[-10508393904917067,1]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-218263806782533896637,0],[11,0],[1,0]]>,[[[330367208319406004413,286604915214847432461],[0,0]],[[-330367208319406004412,-286604915214847432461],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[1181331099669620822634904836183716654,0],[71,0],[1,0]]>,[[[-2603494918514099373139491336981649231,845980777120584455792727828504868347],[0,0]],[[2603494918514099373139491336981649232,-845980777120584455792727828504868347],[0,0]],[[-35,0],[-1,0]],[[36,0],[1,0]]]>*] [x,x^2-x+2,x^2-x-195,x^2-x+1367,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,11,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11,71],[3,6,1,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,11*71,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,11,71],[1,1,6,6],1,[1.000000000,1.339877242,0.9586477461],<"notfaithful",0>,[4,3]>,<1,7*11*71,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,11,71],[3,6,6,6],1,[1.000000000,0.3399110810,0.6858933692],<"notfaithful",0>,[4,3]>,<2,7*11*71,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,7,11,71],[3,6,7,7],1,[1.000000000,1.512989772,1.093150767],<"2.7_11_71.4t3.1",1>,[4,3]>]
