x^2-x+410 -11*149 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1135],[-1134]] 2 [1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[440,11,1]>,[[-5,-1],[6,1]]>,<149,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[5960,149,1]>,[[-74,-1],[75,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[11,149],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,11*149,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[11,149],[3,3],1,[1.000000000,1.707194790,1.225103860],<"1.11_149.2t1.1",1>,[2,1]>]
x^8-40*x^6+350*x^4-400*x^2+100 2^22*5^6*7^4 8 0 16 "D8:C2" [[8,7,6,5,4,3,2,1],[1,2,6,5,4,3,7,8],[6,5,8,7,2,1,4,3],[2,8,4,6,3,5,1,7]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[6,5,8,7,2,1,4,3]>,<2,2,[1,2,6,5,4,3,7,8]>,<2,2,[5,3,2,8,1,7,6,4]>,<4,1,[2,8,4,6,3,5,1,7]>,<4,1,[7,1,5,3,6,4,8,2]>,<4,2,[5,3,7,1,8,2,6,4]>,<4,2,[3,4,8,7,2,1,5,6]>,<4,2,[2,8,5,3,6,4,1,7]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[2,2,2,2],[4,4]] 31 x-1 8 [[-336823025],[-161761007207],[-38024820337],[-372171300315],[372171300315],[38024820337],[161761007207],[336823025]] 1 [7,5,4,8,4,10,8,9,8,9,1,5,3,10,6,5,9,4,10,3,8,3,5,3,8,4,7,10,9,6,8,9,7,9,9,3,10,10,6,10,4,4,3,7,5,2,4,6,5,4,7,3,3,9,8,8,4,2,5,1,5,10,5,2,8,5,4,7,10,4,8,3,7,5,4,7,9,10,1,3,9,9,3,8,1,10,1,6,4,8,5,2,8,4,4,6,4,3,5,9,10,5,5,2,4,8,5,8,3,3,7,5,7,9,3,1,5,6,5,4,4,6,10,10,9,9,9,2,6,10,4,8,3,5,3,3,10,5,10,2,9,9,8,10,4,2,10,8,9,8,5,3,10,6,10,3,3,3,8,4,10,6,8,9,7,7,3,10] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,4*],[*[2,2,2,2],"RES",<[1],x^2-3*x+1>,[<x-240,2>,<x^2-7200,3>,<x^2,5>]*],[*[4,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-600,6>,<x+600,7>,<x^2-12800,8>,<x^2-100800,9>,<x^2-358400,10>]*]] [*<2,16,8,[[3,4,2,1,7,8,6,5],[3,4,1,2,7,8,5,6],[6,5,8,7,1,2,3,4]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[8,7,5,6,3,4,2,1],[1,2,4,3,5,6,8,7],[3,4,1,2,7,8,5,6],[6,5,8,7,1,2,3,4],[5,6,7,8,2,1,4,3],[3,4,2,1,7,8,6,5],[6,5,7,8,1,2,4,3],[8,7,6,5,3,4,1,2]],[6,5,8,7,1,2,3,4],[1,2,5,4,3,7,6,9,10,8],[2,4,8],[[[3,4,2,1,7,8,6,5],[3,4,1,2,7,8,5,6]],[[3,4,2,1,7,8,6,5]],[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,1]>,[[-364558,186992],[-131640,16512],[-481972,-12544],[-84440,-498752],[262474,-197840],[-406544,-96320],[107024,-190816],[8,0],[1,0]]>,[[[-64224,-56900],[61952,-28886],[38368,6705],[16,20015],[14964,32767],[40644,16155],[12272,17908],[29840,58732]],[[64224,56900],[-61952,28886],[27168,58831],[65520,45521],[50572,32769],[24892,49381],[53264,47628],[35696,6804]],[[-36952,42990],[25016,17468],[22824,61073],[39336,16679],[5332,12311],[5540,53577],[15344,64879],[2192,27993]],[[36952,-42990],[-25016,-17468],[42712,4463],[26200,48857],[60204,53225],[59996,11959],[50192,657],[63344,37543]],[[23604,-38788],[-54050,-15654],[1475,63625],[35069,35335],[37317,107],[9017,28855],[13884,27524],[20708,3932]],[[-23604,38788],[54050,15654],[64061,1911],[30467,30201],[28219,65429],[56519,36681],[51652,38012],[44828,61604]],[[27866,-54010],[29508,17076],[46227,60561],[49141,11767],[38605,47779],[37411,27605],[14845,2471],[11483,353]],[[-27866,54010],[-29508,-17076],[19309,4975],[16395,53769],[26931,17757],[28125,37931],[50691,63065],[54053,65183]]]>,<3,2,1,[[2,1,4,3,8,7,6,5]],[[1,2,3,4,5,6,7,8],[2,1,4,3,8,7,6,5]],[2,1,4,3,8,7,6,5],[1,5],[1],[[]],20,<[],[2,2,1]>,[[-774111279,-552753067],[331394855,552753067],[774111279,552753067],[-331394855,-552753067],[16026731,-11479627],[-38985985,-11479627],[-16026731,11479627],[38985985,11479627]]>,<5,8,4,[[3,4,5,6,7,8,1,2],[1,6,3,8,5,2,7,4]],[[1,2,3,4,5,6,7,8],[5,6,7,8,1,2,3,4],[1,6,3,8,5,2,7,4],[5,2,7,4,1,6,3,8],[3,4,5,6,7,8,1,2],[7,8,1,2,3,4,5,6],[3,8,5,2,7,4,1,6],[7,4,1,6,3,8,5,2]],[1,6,3,8,5,2,7,4],[1,2,4,4,6,7,10,10],[1],[[[3,4,5,6,7,8,1,2]]],20,<<[],[2,4,1]>,[[-1777138696920,0],[0,0],[24064000247270,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[998102783837,-1408297240894],[0,0],[0,0]],[[0,0],[3,0],[0,0],[1408297240894,0]],[[0,0],[820388914114,410194457057],[0,0],[177713869722,88856934861]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-998102783837,1408297240894],[0,0],[0,0]],[[0,0],[-3,0],[0,0],[-1408297240894,0]],[[0,0],[-820388914114,-410194457057],[0,0],[-177713869722,-88856934861]]]>,<7,8,2,[[2,1,4,3,6,5,8,7],[7,8,2,1,3,4,6,5]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[6,5,8,7,2,1,4,3],[5,6,7,8,1,2,3,4],[7,8,2,1,3,4,6,5],[4,3,5,6,8,7,1,2],[8,7,1,2,4,3,5,6],[3,4,6,5,7,8,2,1]],[7,8,2,1,3,4,6,5],[1,3,2,3,8,8,7,6],[1],[[[2,1,4,3,6,5,8,7]]],20,<<[],[3,4,5,0,1]>,[[6839393352924475,-30156898630965918,-16956717469205556,6493611492128026],[10695961690936004,38746096301871959,-11456113814709179,-26784051072903012],[1,0,0,0]]>,[[[-10695961690936002,-38746096301871953,11456113814709179,26784051072903015],[-1,0,0,0]],[[2,6,0,3],[1,0,0,0]],[[-11267567689250023,-35865476749666330,10282790715289530,-1079009019101391],[-4699667921945048,3246439455072820,1473137853873942,-4693986716438825]],[[-5628495497203394,-19270424704520623,-37842838652016646,-8183727528314485],[4699667921945048,-3246439455072820,-1473137853873942,4693986716438825]],[[-2,-6,0,-3],[-1,0,0,0]],[[10695961690936002,38746096301871953,-11456113814709179,-26784051072903015],[1,0,0,0]],[[5628495497203394,19270424704520623,37842838652016646,8183727528314485],[-4699667921945048,3246439455072820,1473137853873942,-4693986716438825]],[[11267567689250023,35865476749666330,-10282790715289530,1079009019101391],[4699667921945048,-3246439455072820,-1473137853873942,4693986716438825]]]>*] [x,x^2-10,x^2-14,x^2-35,x^2-2,x^2-70,x^2-x-1,x^2-7,0,0] [1,2,2,2,2,2,2,2,9,10] <[1],[2],[3],[4],[5],[6],[7],[8],[9,10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,11]>,<1,2^3*5,1,[[1],[1],[1],[-1],[1],[-1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[11,1,11,4],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[8,11]>,<1,2^3*7,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[11,3,1,11],1,[1.000000000,0.9087107831,0.9420581177],<"notfaithful",0>,[8,11]>,<1,2^2*5*7,1,[[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7],[11,3,11,11],1,[1.000000000,0.8376792812,0.9056309994],<"notfaithful",0>,[8,11]>,<1,2^3,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7],[11,4,4,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[8,11]>,<1,2^3*5*7,1,[[1],[1],[-1],[1],[1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7],[11,1,11,11],1,[1.000000000,1.486528806,1.129087211],<"notfaithful",0>,[8,11]>,<1,5,1,[[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[5,5,11,5],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[8,11]>,<1,2^2*7,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[11,1,3,11],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[8,11]>,<2,2^8*5^2*7,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0]],[[1,0],[0,-1]]],[2,3,5,7],[11,3,11,12],0,[0.8944271910+0.4472135955*i,1.153996765+0.1343204258*i,1.014149812+0.01991988107*i],<"2.2e8_5e2_7.8t11.2",1>,[8,11]>,<2,2^8*5^2*7,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0]],[[1,0],[0,1]]],[2,3,5,7],[11,3,11,12],0,[0.8944271910-0.4472135955*i,1.153996765-0.1343204258*i,1.014149812-0.01991988107*i],<"2.2e8_5e2_7.8t11.2",2>,[8,11]>]
x^8-60*x^6+1200*x^4-9000*x^2+16900 2^22*5^6*7^4 8 0 16 "D8:C2" [[8,7,6,5,4,3,2,1],[1,7,3,5,4,6,2,8],[2,1,4,3,6,5,8,7],[6,5,1,2,7,8,4,3]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[2,1,4,3,6,5,8,7]>,<2,2,[1,7,3,5,4,6,2,8]>,<2,2,[5,3,2,8,1,7,6,4]>,<4,1,[6,5,1,2,7,8,4,3]>,<4,1,[3,4,8,7,2,1,5,6]>,<4,2,[5,6,2,1,8,7,3,4]>,<4,2,[7,1,5,3,6,4,8,2]>,<4,2,[6,4,1,7,2,8,5,3]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[2,2,2,2],[4,4]] 31 x-1 8 [[-217024178818],[-163649479651],[406389204686],[-236638428314],[236638428314],[-406389204686],[163649479651],[217024178818]] 1 [4,9,4,8,10,4,8,5,8,5,1,9,3,4,6,9,5,10,4,3,8,3,9,3,8,10,6,4,5,6,8,5,6,5,5,3,4,4,7,4,10,10,3,7,9,1,10,6,9,10,6,3,3,5,8,8,10,2,9,2,9,4,9,1,8,9,10,7,4,10,8,3,7,9,10,7,5,4,1,3,5,5,3,8,2,4,1,7,10,8,9,2,8,10,10,7,10,3,9,5,4,9,9,1,10,8,9,8,3,3,7,9,6,5,3,1,9,7,9,10,10,6,4,4,5,5,5,2,7,4,10,8,3,9,3,3,4,9,4,1,5,5,8,4,10,1,4,8,5,8,9,3,4,7,4,3,3,3,8,10,4,7,8,5,7,6,3,4] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,4*],[*[2,2,2,2],"RES",<[1],x^2-3*x+1>,[<x-360,2>,<x^2-28800,3>,<x^2-100800,5>]*],[*[4,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-400,6>,<x+400,7>,<x^2-115200,8>,<x^2-403200,9>,<x^2-201600,10>]*]] [*<2,16,8,[[4,3,2,1,7,8,5,6],[5,6,7,8,2,1,4,3],[1,2,4,3,5,6,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[4,3,2,1,7,8,5,6],[8,7,6,5,4,3,2,1],[1,2,4,3,5,6,8,7],[5,6,8,7,2,1,3,4],[6,5,7,8,1,2,4,3],[5,6,7,8,2,1,4,3],[3,4,2,1,8,7,5,6],[8,7,5,6,4,3,1,2]],[1,2,4,3,5,6,8,7],[1,2,5,3,4,7,6,10,8,9],[2,4,6],[[[4,3,2,1,7,8,5,6],[5,6,7,8,2,1,4,3]],[[2,1,4,3,6,5,8,7],[4,3,2,1,7,8,5,6]],[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,1]>,[[-333738,0],[-269496,0],[-279012,0],[-84872,0],[125634,0],[-466440,0],[55432,0],[-396,0],[1,0]]>,[[[5808,0],[-7874,0],[9253,0],[7858,0],[5078,0],[417,0],[1762,0],[8931,0]],[[-5808,0],[7874,0],[7131,0],[8526,0],[11306,0],[15967,0],[14622,0],[7453,0]],[[1748,3496],[1886,3772],[5213,10426],[4818,9636],[9564,2744],[11501,6618],[9602,2820],[7461,14922]],[[-1748,-3496],[-1886,-3772],[11171,5958],[11566,6748],[6820,13640],[4883,9766],[6782,13564],[8923,1462]],[[-10190,0],[-13322,0],[11645,0],[3418,0],[14185,0],[9539,0],[11530,0],[13728,0]],[[10190,0],[13322,0],[4739,0],[12966,0],[2199,0],[6845,0],[4854,0],[2656,0]],[[4382,8764],[-12994,6780],[5217,10434],[3602,7204],[10595,4806],[14963,13542],[10114,3844],[8490,596]],[[-4382,-8764],[12994,-6780],[11167,5950],[12782,9180],[5789,11578],[1421,2842],[6270,12540],[7894,15788]]]>,<5,8,4,[[3,4,5,6,7,8,1,2],[1,6,3,8,5,2,7,4]],[[1,2,3,4,5,6,7,8],[5,6,7,8,1,2,3,4],[1,6,3,8,5,2,7,4],[5,2,7,4,1,6,3,8],[3,4,5,6,7,8,1,2],[7,8,1,2,3,4,5,6],[3,8,5,2,7,4,1,6],[7,4,1,6,3,8,5,2]],[1,6,3,8,5,2,7,4],[1,2,4,4,6,7,10,10],[1],[[[3,4,5,6,7,8,1,2]]],20,<<[],[2,4,1]>,[[888569348685,0],[0,0],[-30,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[-1419818362888,-709909181444],[0,0],[1264200439697,-1275248412964]],[[0,0],[1374680172373,0],[0,0],[-388098510523,0]],[[0,0],[687813234904,343906617452],[0,0],[1530298095557,-1142199585034]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[1419818362888,709909181444],[0,0],[-1264200439697,1275248412964]],[[0,0],[-1374680172373,0],[0,0],[388098510523,0]],[[0,0],[-687813234904,-343906617452],[0,0],[-1530298095557,1142199585034]]]>,<7,8,2,[[2,1,4,3,6,5,8,7],[7,8,2,1,3,4,6,5]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[6,5,8,7,2,1,4,3],[5,6,7,8,1,2,3,4],[7,8,2,1,3,4,6,5],[4,3,5,6,8,7,1,2],[8,7,1,2,4,3,5,6],[3,4,6,5,7,8,2,1]],[7,8,2,1,3,4,6,5],[1,3,2,3,8,8,6,7],[1],[[[2,1,4,3,6,5,8,7]]],20,<<[],[3,4,5,0,1]>,[[28962665308684933,-10972606385185676,-29910569895356815,-33336419350289762],[-2758030298532152,-27113190127872534,645808152543015,38438616255509456],[1,0,0,0]]>,[[[2758030298532152,27113190127872535,-645808152543011,-38438616255509450],[-1,0,0,0]],[[0,1,4,6],[1,0,0,0]],[[-39787472932418256,26294420477450405,-28432975410246812,-36278658063244306],[1999559341483048,-4906016275227503,2946275707747884,2010921752495493]],[[4279864909207920,-29362251061914022,32165874248259095,-18564093458308709],[-1999559341483048,4906016275227503,-2946275707747884,-2010921752495493]],[[0,-1,-4,-6],[-1,0,0,0]],[[-2758030298532152,-27113190127872535,645808152543011,38438616255509450],[1,0,0,0]],[[-4279864909207920,29362251061914022,-32165874248259095,18564093458308709],[1999559341483048,-4906016275227503,2946275707747884,2010921752495493]],[[39787472932418256,-26294420477450405,28432975410246812,36278658063244306],[-1999559341483048,4906016275227503,-2946275707747884,-2010921752495493]]]>,<13,2,1,[[1,5,6,4,2,3,7,8]],[[1,2,3,4,5,6,7,8],[1,5,6,4,2,3,7,8]],[1,5,6,4,2,3,7,8],[1,4],[1],[[]],20,<[],[2,12,1]>,[[-5307338968261736248325,0],[-7259440577990023549580,5125081161961929221337],[-54081605275405250957,-3176507563359367448293],[5307338968261736248325,0],[7259440577990023549580,-5125081161961929221337],[54081605275405250957,3176507563359367448293],[691613599335659639314,0],[-691613599335659639314,0]]>*] [x,x^2-x-1,x^2-14,x^2-70,x^2-2,x^2-35,x^2-10,x^2-7,0,0] [1,2,2,2,2,2,2,2,9,10] <[1],[2],[3],[4],[5],[6],[7],[8],[9,10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,13],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,11]>,<1,5,1,[[1],[1],[1],[-1],[1],[-1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,13],[4,4,11,4,4],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[8,11]>,<1,2^3*7,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,13],[11,3,1,11,1],1,[1.000000000,0.9087107831,0.9420581177],<"notfaithful",0>,[8,11]>,<1,2^3*5*7,1,[[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,13],[11,1,11,11,3],1,[1.000000000,1.486528806,1.129087211],<"notfaithful",0>,[8,11]>,<1,2^3,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,13],[11,4,4,1,4],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[8,11]>,<1,2^2*5*7,1,[[1],[1],[-1],[1],[1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,13],[11,3,11,11,1],1,[1.000000000,0.8376792812,0.9056309994],<"notfaithful",0>,[8,11]>,<1,2^3*5,1,[[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,13],[11,1,11,5,1],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[8,11]>,<1,2^2*7,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,13],[11,1,3,11,3],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[8,11]>,<2,2^7*5^2*7,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0]],[[1,0],[0,1]]],[2,3,5,7,13],[11,8,11,12,3],0,[0.4472135955-0.8944271910*i,0.9317328893-0.1870140967*i,0.9894142217-0.02141409221*i],<"2.2e7_5e2_7.8t11.3",1>,[8,11]>,<2,2^7*5^2*7,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0]],[[1,0],[0,-1]]],[2,3,5,7,13],[11,8,11,12,3],0,[0.4472135955+0.8944271910*i,0.9317328893+0.1870140967*i,0.9894142217+0.02141409221*i],<"2.2e7_5e2_7.8t11.3",2>,[8,11]>]
