x^2-x+408 -7*233 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-96],[97]] 2 [1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[420,7,1]>,[[-3,-1],[4,1]]>,<233,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13980,233,1]>,[[-116,-1],[117,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,233],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*233,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,233],[3,3],1,[1.000000000,3.422753070,1.546795285],<"1.7_233.2t1.1",1>,[2,1]>]
x^4-1456*x-4550 -2^11*7^3*13^3 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 109 x-1 5 [[-3672649155],[662702492],[-2149396968],[5159343631]] 3 [1,4,3,3,4,1,3,5,4,3,4,4,4,3,4,3,5,4,4,3,4,4,3,2,4,4,5,3,1,4,4,1,5,2,4,3,4,2,2,1,5,4,2,3,4,3,5,4,3,3,4,5,2,4,3,2,4,4,5,3,4,5,3,5,5,4,4,4,3,5,4,3,3,3,1,4,3,3,3,2,4,4,5,5,5,3,5,5,3,3,2,2,5,3,4,3,5,5,4,2,3,4,4,4,5,1,5,2,4,5,5,4,5,5,5,4,3,3,3,5,3,4,4,4,3,3,4,5,5,3,1,3,4,5,4,4,5,3,4,2,3,2,4,2,2,4,3,5,4,3,4,5,5,5,5,1,4,4,3,5,1,2,5,4,5,2,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[1,2,4,3],[3,4,2,1]],[1,2,3,4],[1,2,2,3,5],[2,4,8],[[[3,4,2,1],[4,3,2,1]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[506794,-306888,-259636,473112,-234302,65536,-103280,-359304,1]>,[[-4026,-27280,21577,71493,98737,85437,108702,88270],[67186,-48736,75695,87115,64219,39339,30742,55858],[1720,116718,106937,33857,51031,40881,12975,127375],[-64880,-40702,57935,69679,48157,96487,109725,121713]]>,<7,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[3,6,1]>,[[-4550,0],[-1456,0],[0,0],[0,0],[1,0]]>,[[[1368643589708479,0],[-844243408328797,0],[-4356939656150346,0],[4894426005815289,0]],[[16677515737599150,-7511431872117537],[-3959136873795366,-1460419525986588],[667625422209877,-4303246530412813],[423146595282118,2856602396958778]],[[0,0],[1,0],[0,0],[0,0]],[[-18046159327307629,7511431872117537],[4803380282124162,1460419525986588],[3689314233940469,4303246530412813],[-5317572601097407,-2856602396958778]]]>,<13,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-4550,-1456,0,0,1]>,[[-867743868819937300555,-491540880742158458602,-174414246696971192071,-121032053622111409131],[-8189626980817166774526,210453551851445633232,-422851486823762556178,-723460486780381327523],[9057370849637104075081,281087328890712825369,597265733520733748249,-617427749972953374023],[0,1,0,0]]>,<307,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,3],[1],[[]],20,<[],[5,306,1]>,[[22107580805790802764024314692883455078840080131801,0],[-18477746953193828764227667474688610870094345765517,0],[87195657351017581271861289240559976130555762113,-18181255316519089947232699525524650900317465871],[66075781921832734509666355664916085634936782906,18181255316519089947232699525524650900317465871]]>*] [x,x^2+182,x^3-x^2+6*x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13,307],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*7*13,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,13,307],[6,6,6,3],1,[1.000000000,1.397222045,1.087606540],<"notfaithful",0>,[4,5]>,<2,2^3*7*13,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,7,13,307],[6,6,6,3],1,[1.000000000,1.409366251,1.204383742],<"notfaithful",0>,[4,5]>,<3,2^10*7^2*13^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]],[[1],[-1]]],[2,7,13,307],[6,7,8,2],1,[0,0,0],<"3.2e10_7e2_13e2.6t8.1",1>,[4,5]>,<3,2^11*7^3*13^3,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]]],[2,7,13,307],[6,6,6,3],1,[0,0,0],<"3.2e11_7e3_13e3.4t5.1",1>,[4,5]>]
x^6-6*x^4-15*x^2-200 2^7*3^10*5^2 2 2 48 "C2*S4" [[2,1,3,5,4,6],[4,2,3,1,5,6],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,2,6,4,5,3]>,<2,3,[4,2,6,1,5,3]>,<2,6,[2,1,3,5,4,6]>,<2,6,[2,1,6,5,4,3]>,<3,8,[2,3,1,5,6,4]>,<4,6,[3,2,4,6,5,1]>,<4,6,[3,5,4,6,2,1]>,<6,8,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 23 x^2+21*x+5 14 [[4597274456405590996,0],[1221095918317487276,-3182429478970919418],[-1504902970525703800,3182429478970919418],[-4597274456405590996,0],[-1221095918317487276,3182429478970919418],[1504902970525703800,-3182429478970919418]] 5 [5,6,8,7,8,10,9,10,5,8,7,10,5,10,5,8,6,2,3,5,4,7,8,9,7,6,4,8,10,5,7,8,5,10,8,4,10,10,9,8,6,10,5,4,6,7,10,7,6,10,5,9,7,8,9,9,6,1,10,9,10,8,2,9,7,8,10,7,8,10,9,5,4,10,10,9,8,10,9,7,6,10,9,7,4,8,9,7,8,7,8,5,7,8,3,9,6,9,3,10,2,6,8,5,10,4,6,9,9,7,7,3,5,3,7,9,3,5,6,6,3,7,8,8,10,8,10,9,1,10,10,9,7,2,9,7,6,3,8,5,10,6,7,8,10,9,3,9,10,9,10,5,10,5,10,9,4,5,7,6,8,5,4,6,5,9,4,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-36*x^2-3456*x+470016,4>,<x^6+72*x^5+2376*x^4+1239840*x^3+84738960*x^2+3863116800*x+12723091200,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-36,2>,<x^6-72*x^5+2376*x^4-1239840*x^3+84738960*x^2-3863116800*x+12723091200,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[2,1,3,4,5,6],[2,1,6,5,4,3],[1,2,4,3,6,5]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,6,5,4,3],[1,2,5,6,3,4],[2,1,5,6,3,4]],[1,2,4,3,6,5],[1,3,5,6,4,2,5,6],[2,4],[[[2,1,3,4,5,6],[2,1,6,5,4,3]],[[2,1,3,4,5,6]]],20,<<[],[1,1,1]>,[[-515182,-233504],[-338828,478048],[-95170,-96848],[188420,-188416],[1,0]]>,[[[-56584,-46896],[6372,-26320],[128226,110736],[92406,57392]],[[56584,46896],[-6372,26320],[2846,20336],[38666,73680]],[[-14851,1640],[-62,10912],[-12575,7504],[-15872,12288]],[[6997,14104],[9010,-2048],[-5991,-11264],[12800,4096]],[[-6997,-14104],[-9010,2048],[5991,11264],[-12800,-4096]],[[14851,-1640],[62,-10912],[12575,-7504],[15872,-12288]]]>,<3,12,6,[[2,3,1,6,4,5],[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[4,5,6,1,2,3],[1,3,2,4,6,5],[2,3,1,6,4,5],[5,4,6,3,2,1]],[4,5,6,1,2,3],[1,2,6,5,7,10],[1,4],[[[2,3,1,6,4,5],[1,3,2,4,6,5]],[[2,3,1,6,4,5]]],20,<<[],[2,2,1]>,[[-318841302,0],[-835298028,-835298028],[-913684968,0],[1546402671,1546402671],[-1610732196,0],[10568925,10568925],[1,0]]>,[[[525568373,525568373],[54339945,0],[294213353,294213353],[265498722,0],[330379793,330379793],[156945807,0]],[[422618741,422618741],[-140636403,0],[118865387,118865387],[333188523,0],[121391306,121391306],[162377741,0]],[[520574165,520574165],[86296458,0],[361762238,361762238],[176153733,0],[323069879,323069879],[68096941,0]],[[-525568373,-525568373],[-54339945,0],[93207136,93207136],[121921767,0],[57040696,57040696],[230474682,0]],[[-520574165,-520574165],[-86296458,0],[25658251,25658251],[211266756,0],[64350610,64350610],[319323548,0]],[[-422618741,-422618741],[140636403,0],[268555102,268555102],[54231966,0],[266029183,266029183],[225042748,0]]]>,<5,4,2,[[1,2,4,5,6,3]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[1,2,4,5,6,3],[1,2,6,3,4,5]],[1,2,4,5,6,3],[1,4,8,8],[1],[[[1,2,5,6,3,4]]],20,<<[],[2,4,1]>,[[-9818715500135,1561992752110],[0,0],[1,0]]>,[[[32780409142464,0],[0,0]],[[-32780409142464,0],[0,0]],[[0,0],[-1,0]],[[0,0],[670347477976,-1161310090964]],[[0,0],[1,0]],[[0,0],[-670347477976,1161310090964]]]>*] [x,x^2+6,x^2-x+1,x^2-2,x^6+24,x^3-3,x^4-6*x^2-40*x+24,0,0,x^4-6*x^2-40*x+24] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3*3,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5],[11,11,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5],[5,11,5],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5],[11,2,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,11]>,<2,2^6*3^5,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]]],[2,3,5],[11,11,5],1,[1.000000000,1.042537112,0.9896606820],<"notfaithful",0>,[6,11]>,<2,3^5,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]]],[2,3,5],[5,11,5],1,[1.000000000,1.017614561,1.036233580],<"notfaithful",0>,[6,11]>,<3,2^6*3^5*5^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[2,3,5],[11,11,12],1,[1.000000000,2.208750785,1.428079599],<"notfaithful",0>,[6,11]>,<3,2^7*3^5*5^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,5],[11,12,13],1,[1.000000000,1.041698332,0.9453985931],<"3.2e7_3e5_5e2.6t11.1",1>,[6,11]>,<3,2^7*3^6*5^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[1]]],[2,3,5],[11,11,12],1,[0,0,0],<"3.2e7_3e6_5e2.6t11.1",1>,[6,11]>,<3,2^6*3^6*5^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5],[11,12,13],1,[1.000000000,0.9576635869,0.8420681624],<"notfaithful",0>,[6,11]>]
x^5-40*x^3-40*x^2+385*x+708 -2^9*5^8*7^2 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 17 x^2+16*x+3 5 [[-72614,-461258],[14018,259779],[208229,461258],[117125,-259779],[-266758,0]] 2 [1,4,5,2,3,5,3,3,5,7,5,5,4,4,7,5,4,7,4,5,6,5,4,6,6,7,5,6,5,3,5,6,6,3,2,5,7,6,5,5,6,7,7,3,5,2,6,7,6,5,3,5,3,6,4,5,2,7,7,4,4,7,3,5,4,7,6,4,3,7,4,5,5,5,4,7,5,7,4,3,3,5,5,6,2,3,4,3,5,2,3,7,2,4,6,2,5,6,6,5,4,2,3,3,3,6,6,6,7,3,2,5,3,4,7,4,4,7,7,3,5,3,5,3,3,5,7,7,5,5,4,5,5,2,4,6,7,6,7,3,6,7,7,6,5,7,5,4,6,2,5,6,3,7,4,7,7,3,6,5,1,4,5,4,3,2,2,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,8,[[1,2,3,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,3,2,4,5],[1,5,4,2,3]],[1,2,3,4,5],[1,3,3,2,5],[2,4,6],[[[1,2,3,5,4],[1,4,5,2,3]],[[1,3,2,5,4],[1,2,3,5,4]],[[1,3,2,5,4]]],20,<[],[80150,-235136,486396,139816,320802,383440,-442576,501892,1]>,[[-487492,0,0,0,0,0,0,0],[12631,86970,-83951,39410,-55698,-64285,98417,4226],[-64629,-88506,-96401,-91634,-98862,37149,56591,67582],[62501,-13612,43881,36690,-106445,-62555,9303,58365],[-47299,15148,-125673,15534,-1139,89691,97833,899]]>,<5,20,5,[[4,1,2,5,3],[1,5,2,3,4]],[[1,2,3,4,5],[5,3,2,4,1],[3,1,5,4,2],[2,5,1,4,3],[4,1,2,5,3]],[1,5,2,3,4],[1,3,5,5,6],[2],[[[4,1,2,5,3]]],20,<<[],[2,4,4,0,1]>,[[1030,0,0,0],[-175,0,0,0],[-200,0,0,0],[0,0,0,0],[10,0,0,0],[1,0,0,0]]>,[[[2,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[8960125112702,9528219691160,2688879246470,-8342620957475],[535798695756,5032454243160,-4208899633665,-4962753315690],[1116275858402,-1025027253944,-1133976091648,-143489741309],[317656659796,-1876981057609,-57085771991,1415508489801],[1333316608080,1456307579658,1143254711222,953834817087]],[[3370164940367,5681027895245,-1197096982570,-7615290195560],[2914344027981,-4460367471010,-1450561191285,-6008797166535],[1825174598614,-1872182717018,324962720544,-879816036033],[481908218547,-1300801301462,770356609069,-1624500755072],[1456519681630,1721615856994,-748774857334,984689798766]],[[9035215802172,-4195855138515,3155208040050,4087180962045],[1162471494431,2385927291935,9139780935135,-937325209915],[-935753345652,-1007284819646,-1669915335942,801359108744],[1496023998479,-576359464520,1442227539962,-1734376115690],[-1804769431580,-208079227198,-402905301512,938579479023]],[[-2292019527118,8060093880235,-4646990303950,-7202756137135],[-4612614218169,-2958014064085,-3480320110185,-7164610635985],[1809000154261,89797524983,-1335768558579,221946668598],[1519108388803,-60555442034,1659198888585,-1871328884664],[-985066858130,844853056171,8425447624,937593170749]]]>,<7,6,3,[[1,2,4,5,3],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,4,5,3],[1,2,5,3,4],[2,1,4,5,3],[2,1,5,3,4]],[2,1,3,4,5],[1,2,4,4,7,7],[1],[[[1,2,4,5,3]]],20,<<[],[3,6,1]>,[[-4234696530521849,0],[22127603643278056,0],[4254147196843019,0],[1,0]]>,[[[-11162000619431880,-17728402455553127],[0,0],[0,0]],[[15416147816274881,17728402455553127],[0,0],[0,0]],[[-7039813134459309,0],[-5144169014807448,0],[4377990489783587,0]],[[6,0],[1,0],[0,0]],[[2785665937616302,0],[5144169014807447,0],[-4377990489783587,0]]]>,<11,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,3],[1],[[]],20,<[],[2,7,1]>,[[-278457227071304975630,0],[-255038228179485763265,216025969168787132837],[251029972436684334479,-216025969168787132837],[-21193091480774095174,-20196342061487279413],[-2136877947192231865,20196342061487279413]]>*] [x,x^2+2,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,11],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^3,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,11],[8,2,2,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[5,5]>,<4,2^13*5^8*7^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[0],[-1]]],[2,5,7,11],[8,8,9,3],1,[0,0,0],<"4.2e13_5e8_7e2.10t12.2",1>,[5,5]>,<4,2^9*5^8*7^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1]],[[1],[0],[-1]]],[2,5,7,11],[8,9,10,3],1,[0,0,0],<"4.2e9_5e8_7e2.5t5.2",1>,[5,5]>,<5,2^12*5^8*7^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1]]],[2,5,7,11],[8,9,8,2],1,[0,0,0],<"5.2e12_5e8_7e4.10t13.6",1>,[5,5]>,<5,2^13*5^8*7^4,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1]]],[2,5,7,11],[8,8,9,3],1,[0,0,0],<"5.2e13_5e8_7e4.6t14.1",1>,[5,5]>,<6,2^19*5^8*7^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[1]],[[1],[0],[-1]]],[2,5,7,11],[8,9,10,3],1,[0,0,0],<"6.2e19_5e8_7e4.20t35.8",1>,[5,5]>]
