x^2-x+399 -5*11*29 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-78],[79]] 2 [2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[405,5,1]>,[[-2,-1],[3,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[429,11,1]>,[[-5,-1],[6,1]]>,<29,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[609,29,1]>,[[-14,-1],[15,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,11,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*11*29,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,11,29],[3,3,3],1,[1.000000000,1.258605171,0.9223925333],<"1.5_11_29.2t1.1",1>,[2,1]>]
x^4+4*x^2-6*x-2 -2^4*3*241 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 173 x-1 5 [[-40454927726],[-68314712421],[3188338407],[-49382590353]] 3 [3,3,5,3,4,5,2,3,4,5,5,3,3,5,5,3,5,4,4,2,5,4,3,4,4,4,5,5,5,5,5,4,4,5,4,4,5,3,2,1,4,4,5,4,4,3,4,4,2,4,5,3,3,3,3,4,2,4,4,3,3,4,5,4,4,4,4,4,5,2,4,3,3,5,3,2,1,3,5,3,2,4,4,2,5,1,4,4,4,3,3,5,4,5,5,4,5,4,4,1,3,3,3,3,5,5,4,4,4,4,4,3,3,3,3,3,4,4,4,3,5,2,4,5,4,1,5,5,2,4,2,5,5,5,2,5,3,1,4,4,5,3,2,4,2,5,5,3,5,4,4,5,4,3,5,5,2,2,4,4,1,4,2,2,2,4,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,24,12,[[3,4,1,2],[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[2,3,1,4],[2,3,4,1]],[1,2,4,3],[1,2,3,4,5],[1,2],[[[3,4,1,2],[1,3,4,2]],[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[13014,0],[78084,0],[209040,0],[329430,0],[339400,0],[239944,0],[118750,0],[41128,0],[9784,0],[1558,0],[172,0],[16,0],[1,0]]>,[[[21086,0],[-261798,0],[-200720,0],[-232661,0],[-120100,0],[-215044,0],[100881,0],[6264,0],[-74544,0],[-151479,0],[60826,0],[-79592,0]],[[-161714,0],[235352,0],[218058,0],[-83701,0],[-242873,0],[97304,0],[96061,0],[-87351,0],[92168,0],[46345,0],[-32317,0],[206130,0]],[[58646,-23336],[43954,61462],[-221562,98502],[-117165,-26404],[-120612,-79909],[163926,210112],[145061,-37224],[18816,-43455],[222320,-62024],[189317,-250788],[136718,-222343],[250098,102446]],[[81982,23336],[-17508,-61462],[204224,-98502],[-90761,26404],[-40703,79909],[-46186,-210112],[182285,37224],[62271,43455],[-239944,62024],[-84183,250788],[-165227,222343],[147652,-102446]]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[976864488,0],[1716452433,0],[1,0]]>,[[[-538025416,347140569],[0,0]],[[-70045087,-347140569],[0,0]],[[-1716452432,0],[-1,0]],[[1,0],[1,0]]]>,<241,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[7,238,1]>,[[55480737371178893142909792754319835604446781483,0],[-3568507550624809168185274931000540394938461740,0],[1,0]]>,[[[-214635340431721609071872938996292494762210285558,174423192193094614524011154989303688297423194688],[0,0]],[[211066832881096799903687664065291954367271823594,-174423192193094614524011154989303688297423194688],[0,0]],[[3568507550624809168185274931000540394938461852,0],[-1,0]],[[112,0],[1,0]]]>*] [x,x^2-x+181,x^3-x^2-13*x-17,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,241],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*241,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,241],[3,6,6],1,[1.000000000,0.4673483518,0.7542487370],<"notfaithful",0>,[4,5]>,<2,2^2*3*241,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,241],[6,7,7],1,[1.000000000,1.463202939,1.122754449],<"notfaithful",0>,[4,5]>,<3,2^4*3^2*241^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[2,3,241],[6,7,7],1,[0,0,0],<"3.2e4_3e2_241e2.6t8.2",1>,[4,5]>,<3,2^4*3*241,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[2,3,241],[6,7,7],1,[1.000000000,0.8929373774,0.9837412819],<"3.2e4_3_241.4t5.1",1>,[4,5]>]
x^4+31*x^2+98 2^5*569^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[1818118],[189059707],[-189059707],[-1818118]] 2 [1,5,4,1,5,4,1,5,3,5,3,5,1,4,3,5,5,4,4,2,3,1,5,3,3,4,3,4,5,2,2,4,3,4,5,1,5,5,3,5,5,5,3,3,4,3,5,3,5,4,3,1,1,4,3,2,5,3,5,2,5,4,4,3,2,4,4,3,4,5,3,3,2,4,5,2,4,4,3,1,5,5,1,2,2,4,3,1,5,3,5,1,1,5,4,1,5,3,5,4,5,5,5,3,4,1,4,3,3,1,3,5,3,4,3,2,5,3,5,4,5,2,5,4,4,4,4,3,2,4,4,1,1,5,3,2,5,5,4,3,4,4,2,5,4,3,4,2,5,3,5,3,5,2,4,3,1,2,3,4,5,3,3,5,3,3,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+186,2>,<x^2-14112,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,3,4],[2,1,4,3]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[1,2,4,3]],[1,2,3,4],[1,2,4,4],[2,4],[[[2,1,3,4],[2,1,4,3]],[[2,1,3,4]]],20,<[],[444590,-508772,269906,4,1]>,[[-47468,59578,160569,53523],[47468,-59578,101575,208621],[-21419,-21434,251427,0],[21419,21434,-251427,0]]>,<7,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-33444388610765582,33444388610765582,-5044884817026180,5044884817026180]>,<569,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,568,1]>,[[5858585236589833600055468437320800870515870381730888522,-2857699900979964446883751091263582540127053091410426901],[1391597757267234447953446116581460256732868059586081032,-6322354928643430748970401114641562053734692301921680744],[1,0]]>,[[[-1391597757267234447953446116581460256732868059586080667,6322354928643430748970401114641562053734692301921681152],[-1,0]],[[365,408],[1,0]],[[-365,-408],[-1,0]],[[1391597757267234447953446116581460256732868059586080667,-6322354928643430748970401114641562053734692301921681152],[1,0]]]>*] [x,x^2-x-142,x^2-2,x^2-1138,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,569],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,569,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,569],[1,1,6],1,[1.000000000,1.884766842,1.268171025],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,569],[6,1,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*569,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,569],[6,1,6],1,[1.000000000,1.595428235,1.112431422],<"notfaithful",0>,[4,3]>,<2,2^5*569,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,7,569],[6,1,7],1,[1.000000000,1.462846034,1.039130290],<"2.2e5_569.4t3.4",1>,[4,3]>]
x^6-2*x^5+7*x^4+28*x^3+12*x^2+400*x+68 2^9*2351^2 2 2 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[6,5,4,3,2,1]>,<2,3,[5,6,3,4,1,2]>,<3,2,[5,6,2,1,4,3]>,<6,2,[3,4,5,6,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 8 [[2158957602,0],[-3042900987,0],[62561608,523305552],[-1711337244,523305552],[-3108468635,-523305552],[-1334569783,-523305552]] 4 [1,6,6,5,2,3,4,2,5,3,5,3,4,6,4,3,6,3,3,4,4,5,3,4,4,3,5,6,3,5,5,6,5,3,6,4,2,3,1,3,6,3,4,4,3,4,3,4,3,6,4,4,1,3,4,5,6,5,3,4,6,3,6,5,4,3,2,5,3,2,1,1,4,3,3,5,6,6,5,5,3,6,4,4,5,6,1,4,3,4,3,5,5,3,6,4,3,5,6,2,2,2,3,4,6,4,3,5,5,4,1,3,4,2,4,4,2,5,3,6,3,1,3,6,6,3,3,1,5,3,2,5,4,3,5,4,3,2,6,5,3,6,5,3,3,4,3,1,6,4,2,4,6,1,3,4,4,4,1,6,6,5,1,3,4,4,1,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+134,2>,<x^3+34*x^2-1496*x-59968,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[3],[[[2,1,4,3,6,5]]],20,<[],[-458078,-98252,1]>,[[1,1],[98253,262143],[54060,1],[21240,65535],[60706,1],[27886,65535]]>,<13,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[2,12,1]>,[[-674465482606939016897,4635349863542270043560],[716227479528218776786,-4635349863542270043560],[-3402849312845796314072,-6895169144281019238631],[3319325319003236794296,6895169144281019238631],[200027987740309648763,-579275622776490917979],[-158265990819029888874,579275622776490917979]]>,<277,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[5,274,1]>,[[3323938418907298662203489383085766436350989102611,2220625502457942307146419788057973938078969731971],[-486162099995971134778323498873759524102575508347,782646278346265886871874984096107706862440929013],[3138958280830626658609832153839834355760369637843,-2220625502457942307146419788057973938078969731971],[-2745286249872991525628337269589040871953103861879,-782646278346265886871874984096107706862440929013],[5223750885032757063772332352848701372460254177,-10533643811852589746111556957828558755064693710],[6121693091850399825542103479840102598599526848,10533643811852589746111556957828558755064693710]]>,<2351,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-811848849777965320868446622605860771841090118826474843673147170392,-6192027851724345154717597287416107214459068972103595403067103560462,1]>,[[7606540346817456665828327084551072565430509558207117051722432747472,0],[8593204459980854152032688118150085602569969115516847858500397297697,0],[6192027851724345154717597287416107214459068972103595403067103562052,-1],[1590,1],[5205363738560947668513236253817094177319609414793864596289139011827,-1],[-986664113163397486204361033599013037139459557309730806777964548635,1]]>*] [x,x^2-x+588,x^2-2,x^2+4702,x^3-x^2+6*x+16,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,13,277,2351],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2351,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,11,13,277,2351],[1,1,3,3,7],1,[1.000000000,4.081916416,1.596852677],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,13,277,2351],[7,2,2,2,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,3]>,<1,2^3*2351,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,13,277,2351],[7,2,1,1,7],1,[1.000000000,0.7330414674,0.8792818216],<"notfaithful",0>,[6,3]>,<2,2351,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,11,13,277,2351],[1,1,3,3,7],1,[1.000000000,2.199316761,1.515083155],<"notfaithful",0>,[6,3]>,<2,2^6*2351,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,11,13,277,2351],[7,2,3,3,8],1,[1.000000000,0.9676984918,1.103270898],<"2.2e6_2351.6t3.4",1>,[6,3]>]
x^6-x^5+4*x^4+17*x^3-31*x^2+124*x+362 -2^2*47*107^3 0 3 48 "C2*S4" [[2,4,6,1,3,5],[1,3,2,4,5,6],[1,4,6,2,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[5,2,3,4,1,6]>,<2,3,[5,3,2,4,1,6]>,<2,6,[1,4,6,2,5,3]>,<2,6,[5,4,6,2,1,3]>,<3,8,[2,4,6,1,3,5]>,<4,6,[3,1,5,4,2,6]>,<4,6,[3,1,5,6,2,4]>,<6,8,[3,4,6,1,2,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 59 x^2+58*x+2 10 [[-161397922540833408,0],[105717784636860771,-200448861727219315],[27900391143813666,158225530436791526],[50921185221450376,-158225530436791526],[792122637879778,0],[-23933561099171182,200448861727219315]] 6 [5,10,9,5,7,10,8,7,7,2,6,7,10,8,4,7,5,7,6,9,5,10,3,7,6,7,9,1,9,9,8,5,3,8,7,7,8,7,6,8,8,5,9,10,7,7,6,7,7,9,10,10,4,3,5,10,8,3,8,5,3,10,9,6,3,5,3,7,9,5,8,8,8,3,5,10,9,4,8,5,8,10,3,9,10,6,5,7,10,7,7,9,5,9,8,7,3,6,9,6,4,5,8,10,10,10,7,9,7,8,8,6,6,5,8,5,10,9,4,5,4,5,3,2,7,5,6,5,7,8,9,7,6,9,7,8,6,6,10,9,10,5,5,5,5,4,6,10,7,5,5,10,10,8,9,5,8,8,10,1,9,9,3,8,7,6,9,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3+22*x^2+885*x+5732,4>,<x^6+89*x^5+3582*x^4+83574*x^3+4133860*x^2+32885604*x+34499128,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-20,2>,<x^6-75*x^5+678*x^4+59976*x^3-1034041*x^2-13883169*x+277974638,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,4,2,[[1,2,4,3,5,6],[2,1,3,4,6,5]],[[1,2,3,4,5,6],[2,1,3,4,6,5],[1,2,4,3,5,6],[2,1,4,3,6,5]],[2,1,3,4,6,5],[1,5,3,6],[2],[[[1,2,4,3,5,6]]],20,<<[],[1,1,1]>,[[-294442,0],[-442154,0],[1,0]]>,[[[-293444,-231631],[0,0]],[[-61813,231631],[0,0]],[[0,0],[1,0]],[[-82134,0],[-1,0]],[[-47831,-8766],[0,0]],[[-39065,8766],[0,0]]]>,<7,2,1,[[4,2,3,1,6,5]],[[1,2,3,4,5,6],[4,2,3,1,6,5]],[4,2,3,1,6,5],[1,5],[1],[[]],20,<[],[3,6,1]>,[[26430631651733025,6530529516385425],[25718075805303474,0],[28962863187139806,0],[-12752545446579525,-6530529516385425],[-378110266781857,682445724254259],[412456181423936,-682445724254259]]>,<47,4,2,[[1,2,3,4,6,5],[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5]],[2,1,4,3,5,6],[1,4,3,2],[1],[[[1,2,3,4,6,5]]],20,<<[],[5,45,1]>,[[1335895156210201551451565862721570,0],[-1302135080488690230410132772392259,0],[1,0]]>,[[[-752441755190026995191306509005327,-662125026226894847398417299303473],[0,0]],[[1376497305396883043229991846226948,662125026226894847398417299303473],[0,0]],[[515426681523626778437201406787847,-917992342170101624797527716850863],[0,0]],[[325051399743162752564728494940667,917992342170101624797527716850863],[0,0]],[[1302135080488690230410132772392263,0],[-1,0]],[[4,0],[1,0]]]>,<97,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,6],[1],[[]],20,<[],[5,96,1]>,[[351524982666859626408514598760599414049,1758400285228070381864946343359705629150],[121343908063752776865529656362620478080,-1758400285228070381864946343359705629150],[-237063836980055818930914733427645544041,-401422210915973969614757894153782024937],[233864406081137242587680262079418197104,401422210915973969614757894153782024937],[-7347741737577670976474483165206053931,-5188204745593084270150670000160807317],[-13831538360716355995594059452130990196,5188204745593084270150670000160807317]]>,<107,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,6],[1],[[[2,1,4,3,6,5]]],20,<[],[-6524168035751870027387914430894931294758,18224406831770829722365311763901062686227,1]>,[[-18224406831770829722365311763901062686194,-1],[33,1],[11394599065362906290777160188112380798546,-44229456613117852081991366628417865608],[-17197205630211831403816647502592903052303,44229456613117852081991366628417865608],[-8810341984015405086472426034599068467648,-159381588815315267707963375353851727130],[-5859489244226630910488178025506723590434,159381588815315267707963375353851727130]]>*] [x,x^2-47,x^2-x+27,x^2+5029,x^6-2*x^5-134*x^4+178*x^3+6546*x^2-4712*x-115099,x^3-x^2+3*x-2,x^4-2*x^3-46*x^2+376,0,0,x^4-2*x^3-46*x^2+376] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,47,97,107],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^2*47,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,47,97,107],[11,2,11,1,1],1,[1.000000000,0.6657627802,0.8576517731],<"notfaithful",0>,[6,11]>,<1,107,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,47,97,107],[5,5,1,5,11],1,[1.000000000,0.9111276756,0.8622772806],<"notfaithful",0>,[6,11]>,<1,2^2*47*107,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,47,97,107],[11,1,11,2,11],1,[1.000000000,1.151814132,0.9589883684],<"notfaithful",0>,[6,11]>,<2,2^4*47^2*107,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,7,47,97,107],[11,5,11,5,12],1,[0,0,0],<"notfaithful",0>,[6,11]>,<2,107,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,7,47,97,107],[5,5,1,5,11],1,[1.000000000,0.7629520274,0.9347617521],<"notfaithful",0>,[6,11]>,<3,2^4*47^2*107,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[-2],[1]]],[2,7,47,97,107],[11,5,11,5,12],1,[0,0,0],<"notfaithful",0>,[6,11]>,<3,2^2*47*107^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[-1]]],[2,7,47,97,107],[11,3,12,4,13],1,[0,0,0],<"3.2e2_47_107e2.6t11.3",1>,[6,11]>,<3,2^2*47*107,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[-2],[1]]],[2,7,47,97,107],[11,4,12,3,13],1,[1.000000000,1.173486696,1.078540987],<"3.2e2_47_107.6t11.3",1>,[6,11]>,<3,2^4*47^2*107^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,7,47,97,107],[11,3,12,3,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
