x^2-x-2398 53*181 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[73953],[-73952]] 1 [1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1696,53,1]>,[[-26,-1],[27,1]]>,<181,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[5792,181,1]>,[[-90,-1],[91,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[53,181],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,53*181,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[53,181],[3,3],1,[1.000000000,1.470666695,1.152450315],<"1.53_181.2t1.1",1>,[2,1]>]
x^4-2*x^3+22*x^2-21*x+17 3*7*373^2 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[7094304],[-7094303],[-5167535],[5167536]] 2 [5,4,3,1,5,4,1,5,5,4,4,1,1,3,3,5,1,5,3,4,4,3,1,2,5,2,4,4,2,5,3,3,4,5,5,3,5,2,3,3,4,4,5,3,5,5,3,5,3,4,5,4,5,1,1,5,3,5,3,5,4,3,4,3,5,5,3,2,5,5,3,5,5,1,3,2,4,5,4,4,2,2,5,5,4,4,5,2,2,1,1,1,2,5,3,1,3,1,5,3,3,4,3,4,2,4,3,1,4,5,5,3,5,5,1,5,4,3,4,4,5,1,3,4,4,5,1,2,5,4,2,4,3,3,3,5,2,4,1,4,5,4,3,4,4,2,4,2,5,4,3,3,1,3,3,4,3,3,5,3,5,5,1,2,5,3,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-21,2>,<x^2+40*x+211,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[110383932,0],[3,0],[1,0]]>,[[[1277294778,-466097423],[0,0]],[[-1277294777,466097423],[0,0]],[[5,0],[3,0]],[[-4,0],[387420486,0]]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-38345430381528872,7,1]>,[[9377040359760289,0],[-9377040359760288,0],[-3,-1],[4,1]]>,<373,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-435159640839695253961035708671840061326585949598178,159021320204860420306925354699984366141660974685024,1]>,[[-159021320204860420306925354699984366141660974684713,-1],[311,1],[-310,-1],[159021320204860420306925354699984366141660974684714,1]]>*] [x,x^2-x-93,x^2-x-5,x^2-x-1958,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,373],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,373,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,373],[1,1,6],1,[1.000000000,0.9562022267,0.8823123638],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,373],[6,6,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<1,3*7*373,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,373],[6,6,6],1,[1.000000000,1.923529043,1.293825999],<"notfaithful",0>,[4,3]>,<2,3*7*373,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,7,373],[6,7,7],1,[1.000000000,0.8921249165,0.8745671756],<"2.3_7_373.4t3.3",1>,[4,3]>]
x^4-2*x^3-34*x^2+35*x+213 3*7*373^2 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 6 [[-399090865],[930848386],[-930848385],[399090866]] 1 [5,1,3,1,5,4,2,5,5,4,4,1,2,3,3,5,2,5,3,4,4,3,2,1,5,1,4,4,2,5,3,3,4,5,5,3,5,2,3,3,4,4,5,3,5,5,3,5,3,4,5,4,5,2,2,5,3,5,3,5,4,3,4,3,5,5,3,2,5,5,3,5,5,1,3,1,4,5,4,4,1,2,5,5,4,4,5,2,1,1,2,2,2,5,3,2,3,2,5,3,3,4,3,4,2,4,3,2,4,5,5,3,5,5,1,5,4,3,4,4,5,1,3,4,4,5,1,1,5,4,2,4,3,3,3,5,1,4,2,4,5,4,3,4,4,1,4,1,5,4,3,3,1,3,3,4,3,3,5,3,5,5,1,1,5,3,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+35,2>,<x^2-72*x-2253,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-993455373,3,1]>,[[-752804319,1162261467],[-1571718614,0],[-1,-1],[2,1]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-38345430381528900,7,1]>,[[25785186618421516,0],[-25785186618421515,0],[-3,-1],[4,1]]>,<13,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,12,1]>,[[3792074115705064746893,0],[-3792074115705064746892,0],[-597035539651248900156,22320767589412359197],[597035539651248900157,-22320767589412359197]]>,<373,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1188055708793087420126018880325846870938733490061875,256745085722565215451947883020213805997506258540236,1]>,[[-256745085722565215451947883020213805997506258540027,-1],[209,1],[-208,-1],[256745085722565215451947883020213805997506258540028,1]]>*] [x,x^2-x-93,x^2-x-5,x^2-x-1958,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,13,373],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,373,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,13,373],[1,1,1,6],1,[1.000000000,0.9562022267,0.8823123638],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,13,373],[6,6,4,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<1,3*7*373,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,13,373],[6,6,3,6],1,[1.000000000,1.923529043,1.293825999],<"notfaithful",0>,[4,3]>,<2,3*7*373,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[3,7,13,373],[6,6,3,6],1,[1.000000000,1.226508053,1.074620646],<"2.3_7_373.4t3.4",1>,[4,3]>]
x^6-3*x^5+15*x^4-11*x^3+39*x^2-195*x+190 -3^7*5^3*7^4 0 3 12 "D12" [[6,4,5,2,3,1],[1,6,4,3,5,2],[5,3,2,6,1,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,4,6,2,1,3]>,<2,3,[5,3,2,6,1,4]>,<2,3,[1,6,4,3,5,2]>,<3,2,[3,5,4,1,6,2]>,<6,2,[2,3,5,6,4,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 8 [[-1669742332,-2990439266],[-1609196063,2990439266],[-730850374,0],[-2653016163,2990439266],[-625922232,-2990439266],[312969726,0]] 3 [4,4,4,2,3,6,4,1,4,3,5,6,3,6,4,4,3,5,6,3,2,5,4,3,6,3,6,4,5,4,6,3,4,5,3,5,2,6,4,4,3,1,3,6,4,5,5,2,4,5,4,3,5,3,4,4,3,5,6,3,6,4,6,3,2,4,1,2,4,5,4,3,2,2,5,4,3,6,3,5,3,1,3,6,1,4,3,6,3,2,4,3,2,3,5,4,3,3,6,1,6,4,4,3,1,6,4,4,3,5,2,6,4,5,5,3,6,4,4,3,1,2,4,4,5,3,5,3,6,6,5,4,1,6,3,1,4,6,4,3,1,3,6,4,1,3,2,4,5,4,6,3,2,4,6,3,5,3,6,3,4,4,6,3,4,4,5,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+30,2>,<x^3-36*x^2+432*x-12312,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,6,5,4,3]],[1,2,6,5,4,3],[1,4],[1],[[]],20,<[],[1,1,1]>,[[488662,0],[-446467,0],[56724,21097],[-77820,-21097],[-56723,21097],[35627,-21097]]>,<3,12,6,[[3,4,6,5,2,1],[5,6,4,3,1,2],[1,4,6,2,5,3]],[[1,2,3,4,5,6],[5,3,2,6,1,4],[5,6,4,3,1,2],[1,4,6,2,5,3],[3,4,6,5,2,1],[4,1,5,3,6,2]],[1,4,6,2,5,3],[1,2,3,4,5,6],[1,2],[[[3,4,6,5,2,1],[5,6,4,3,1,2]],[[3,4,6,5,2,1]]],20,<<[],[2,2,1]>,[[-2334,0],[-26613,0],[-200904,0],[-260736,0],[7815,0],[-126,0],[1,0]]>,[[[-60627329,0],[-5789244,0],[40638427,0],[92114289,0],[113099243,0],[68376557,0]],[[132751678,177557427],[148363794,54693852],[-31058015,41302908],[70406508,107432129],[84710915,99425208],[41698713,34337378]],[[45808846,177557427],[172683003,54693852],[177108823,41302908],[34280414,107432129],[46509764,99425208],[4640422,34337378]],[[165057313,-177557427],[38976090,-54693852],[-113663831,-41302908],[113822576,21708034],[15000662,29714955],[102164120,94802785]],[[26315503,0],[-30108453,0],[-167528411,0],[128240383,0],[22160231,0],[105434848,0]],[[78114481,-177557427],[63295299,-54693852],[94503007,-41302908],[77696482,21708034],[105939674,29714955],[65105829,94802785]]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[34437169988685,0],[-15291308084415,0],[1,0]]>,[[[15291308084415,0],[-1,0]],[[0,0],[1,0]],[[-46884768794225,46171775822804],[-1,0]],[[33191354761985,46171775822804],[1,0]],[[-40837008804191,-46171775822804],[-1,0]],[[39239114752019,-46171775822804],[1,0]]]>,<7,6,3,[[2,3,1,5,6,4],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[2,3,1,5,6,4],[3,1,2,6,4,5],[5,6,4,2,3,1],[6,4,5,3,1,2]],[4,5,6,1,2,3],[1,2,5,5,6,6],[1],[[[2,3,1,5,6,4]]],20,<<[],[3,6,1]>,[[37474854353189449,35783826662746603],[10031664657225295,22023557149876569],[13952120328077316,-35245426372780218],[1,0]]>,[[[-14278198636295641,-2469653712489043],[654213095126525,0],[0,0]],[[2,4],[1,0],[0,0]],[[326078308218329,37715080085269269],[-654213095126526,0],[0,0]],[[-4976785084244100,-25966604627675863],[654213095126525,0],[0,0]],[[9301413552051543,-23496950915186816],[1,0],[0,0]],[[9627491860269870,14218129170082449],[-654213095126526,0],[0,0]]]>,<19,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-1197316966094732409268997,-11387060719265425280221019,4845526207300524146912909,14280385990024534675885220,539032606816655340827336,833111503859697882360470]>*] [x,x^2-x+1,x^2-x+4,x^2-x-1,x^3-7,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,19],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,19],[3,7,3,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,3*5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,19],[1,7,7,2,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[6,3]>,<1,5,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,19],[2,2,7,2,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,3]>,<2,3^3*7^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,5,7,19],[3,7,3,7,1],1,[1.000000000,1.265024764,1.064890391],<"notfaithful",0>,[6,3]>,<2,3^3*5^2*7^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,5,7,19],[3,7,7,7,1],1,[1.000000000,1.550811869,1.078646002],<"2.3e3_5e2_7e2.6t3.1",1>,[6,3]>]
x^6+26*x^4-20*x^3+114*x^2-160*x+192 -2^11*3^2*157^2 0 3 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,4,3,2,5,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<2,3,[2,1,4,3,6,5]>,<2,3,[6,4,3,2,5,1]>,<3,2,[3,5,6,2,4,1]>,<6,2,[4,6,2,3,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 9 [[19702057555,0],[52529028514,0],[-25234104112,22721620731],[25117895558,-25633446202],[-39098471198,25633446202],[-33016406317,-22721620731]] 3 [1,1,3,3,5,3,4,4,6,3,6,3,5,5,3,3,4,6,4,3,4,3,4,4,4,6,3,4,3,4,6,4,5,5,3,3,3,1,3,6,4,2,6,5,6,6,1,3,4,6,4,3,4,4,4,3,3,3,3,4,4,3,1,3,5,2,4,4,5,3,4,6,3,2,5,6,2,6,5,4,5,6,3,4,3,4,5,5,2,3,5,2,6,4,5,2,3,1,4,2,4,2,4,1,4,5,4,4,2,5,3,6,4,4,6,4,1,3,6,5,3,4,2,4,5,3,3,6,6,3,4,3,3,2,5,5,6,5,6,1,5,2,3,5,3,6,3,5,5,2,6,5,1,6,4,3,3,4,4,6,4,4,2,4,4,2,2,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+52,2>,<x^3+8*x^2+1964*x+40240,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[2,1,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,3,4,2],[2,4],[[[2,1,4,3,6,5],[2,1,5,6,3,4]],[[2,1,4,3,6,5]]],20,<[],[-282254,-495732,200122,465168,1]>,[[12736,-6552,28604,10764],[-6320,6552,4164,22004],[0,1,0,0],[27090,-11837,23030,32556],[49592,-14397,23883,110017],[-17562,26233,84159,119571]]>,<3,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-134277384,-2316993,1]>,[[-1162062060,0],[620323849,0],[467875997,169006799],[66911231,218413690],[6950981,129140160],[2,3]]>,<7,2,1,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[2,1,5,6,3,4],[1,3],[1],[[]],20,<[],[3,6,1]>,[[13514636042894830,-38686339336065214],[6255873166450111,38686339336065214],[-2527336258088359,4689886272281240],[4444696473254775,4943766260351627],[3530031664343630,-4689886272281240],[-2420110718108701,-4943766260351627]]>,<157,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,152,1]>,[[-16685685967098128346823421562170095497757330,31338982880358511259958202232338516172754526],[-25390805240723284939408166114205574009759,8317844080679915825223711318736119805273735],[1,0]]>,[[[40660849214832877644696016832439784385066555,17568230510702269644477142436809932967921133],[0,0]],[[19662326234589049018671726337553214869566371,-17568230510702269644477142436809932967921133],[0,0]],[[25390805240723284939408166114205574009862,-8317844080679915825223711318736119805273720],[-1,0]],[[103,15],[1,0]],[[-8485453242633538383927583755589813461483355,-17320586649032656922175006269147444407089305],[172114359215232982536191783980626564796315,-30492531706327255113113230042231665437601]],[[30929778070674049602323599916364584933106465,25638430729712572747398717587883564212363010],[-172114359215232982536191783980626564796315,30492531706327255113113230042231665437601]]]>*] [x,x^2+942,x^2+2,x^2-471,x^3-x^2-10*x-14,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,157],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*3*157,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,157],[7,7,3,7],1,[1.000000000,0.6141517189,0.9386834751],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,157],[7,1,2,2],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,2^2*3*157,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,157],[7,7,1,7],1,[1.000000000,1.526801413,1.071744747],<"notfaithful",0>,[6,3]>,<2,2^3*3*157,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,7,157],[7,7,3,7],1,[1.000000000,2.507269287,1.483979407],<"notfaithful",0>,[6,3]>,<2,2^5*3*157,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,7,157],[7,8,3,9],1,[1.000000000,1.513051691,1.120421480],<"2.2e5_3_157.6t3.3",1>,[6,3]>]
