x^2-x+473 -31*61 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[52],[-51]] 2 [2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[713,31,1]>,[[-15,-1],[16,1]]>,<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1403,61,1]>,[[-30,-1],[31,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[31,61],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,31*61,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[31,61],[3,3],1,[1.000000000,0.7224438665,0.7452245386],<"1.31_61.2t1.1",1>,[2,1]>]
x^3-x^2-220*x+1273 661^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 7 x-1 6 [[-10678],[26150],[-15471]] 1 [3,1,2,1,2,1,3,1,2,2,1,3,3,2,2,2,1,3,1,1,2,2,1,3,3,1,3,2,2,1,2,2,3,1,1,3,1,3,3,3,2,3,2,2,1,1,2,1,3,3,3,1,3,3,2,3,1,1,3,3,3,1,3,2,3,2,2,2,3,1,3,2,3,2,1,3,2,2,3,2,2,1,2,2,2,1,3,1,3,1,2,3,1,3,3,1,1,3,1,2,3,1,3,3,1,2,2,1,3,3,3,3,3,3,1,3,3,3,1,3,1,2,3,1,1,2,3,1,1,1,3,2,1,2,1,2,3,3,3,1,2,3,3,3,1,2,1,2,1,3,1,1,2,3,2,3,1,2,3,2,1,3,2,1,3,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-1983,2>,<x+1983,3>]*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[261692750,460311364,440257354]>,<661,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[85475893,582341,1322,1]>,[[-84509967559216599086281250812667997575219023647659338500,-297,127851690709858697558670576115987893457214861796761380],[84509967559216599086281250812667997575219023647659338060,296,-127851690709858697558670576115987893457214861796761380],[441,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,661],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,661,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,661],[3,1,4],0,[0.9947341545+0.1024888378*i,1.182243692-0.1222439644*i,0.9725878545-0.1465337327*i],<"1.661.3t1.1",1>,[3,1]>,<1,661,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,661],[3,1,4],0,[0.9947341545-0.1024888378*i,1.182243692+0.1222439644*i,0.9725878545+0.1465337327*i],<"1.661.3t1.1",2>,[3,1]>]
x^3-275 -3^3*5^2*11^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 31 x-1 5 [[-6769343],[7266134],[-496791]] 2 [2,1,2,3,2,3,2,3,2,2,1,3,2,3,2,2,2,3,3,2,1,1,2,2,3,2,1,2,3,2,3,2,2,3,2,1,1,3,2,2,2,3,2,3,2,1,1,1,2,3,2,2,3,2,2,2,2,3,1,2,1,2,1,2,3,2,1,1,2,3,2,2,3,3,3,2,2,3,2,1,2,3,2,1,3,2,2,1,2,3,2,2,3,2,3,2,2,2,3,1,3,2,2,2,3,3,2,2,2,1,3,1,2,1,3,2,3,2,2,2,1,1,2,2,3,2,1,2,3,1,3,2,1,3,2,3,2,1,2,2,3,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,2,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-1444279686,-846054657,1196450058,-846054657,357878553,-1684626162,1]>,[[-50676481,-67925163,94071430,209032308,-520147143,238389823],[-173033221,525629727,-55500962,-173033128,-119395893,529357276],[223709702,-457704564,-38570468,-35999180,-522718431,394514368]]>,<5,6,3,[[3,1,2],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[3,1,2]]],20,<<[],[2,4,1]>,[[-605,0],[0,0],[0,0],[1,0]]>,[[[0,0],[0,0],[448508680888,1871509977873]],[[0,0],[0,0],[-1040371981534,0]],[[0,0],[0,0],[591863300646,-1871509977873]]]>,<11,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,7,1]>,[[-275,0],[0,0],[0,0],[1,0]]>,[[[0,0],[-15806109638520956631,-13253044246493779936],[0,0]],[[0,0],[1,0],[0,0]],[[0,0],[15806109638520956630,13253044246493779936],[0,0]]]>*] [x,x^2-x+1,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11],[4,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[3,2]>,<2,3^3*5^2*11^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]]],[3,5,11],[4,4,4],1,[1.000000000,1.087598501,1.037051644],<"2.3e3_5e2_11e2.3t2.1",1>,[3,2]>]
x^4-2*x^3+56*x^2+26*x+253 2^6*3^2*13*73 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 8 [[34331660],[61036575],[58376843],[60613805]] 2 [4,2,3,3,1,1,5,5,1,5,3,4,5,5,2,5,2,1,5,4,4,3,1,5,4,5,5,4,4,5,3,4,5,5,5,3,4,3,1,3,4,2,4,1,3,5,3,5,4,1,5,2,1,1,3,4,3,3,4,3,3,5,3,2,4,5,3,4,1,4,5,4,3,2,3,4,3,4,5,2,1,2,1,4,3,4,3,4,5,5,4,4,5,4,5,1,5,5,3,2,3,5,4,5,5,2,4,5,4,4,3,2,3,5,3,3,3,4,3,1,4,1,5,2,3,5,1,4,3,4,5,2,5,2,3,1,3,5,3,3,5,5,5,4,4,4,4,3,5,2,4,5,5,4,5,1,5,3,2,5,4,3,5,4,3,1,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-142,2>,<x^2-48*x-3220,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[334,0],[136,0],[56,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0]],[[9937,0],[154055,0],[188843,0],[239781,0]],[[87469,184874],[211621,53010],[36954,607],[80267,138171]],[[-97405,-184874],[158611,-53010],[36347,261537],[204240,123973]]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-320532348,426424014],[-1731027297,-1731027294],[1,0]]>,[[[1731027297,1731027295],[-1,0]],[[0,1],[1,0]],[[-1193812991,634919957],[285560990,341371773]],[[-537214304,1120837148],[-285560990,-341371773]]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[4401080567744133604604,7957641614642118238970,1]>,[[-7752150092077439941426,0],[-3295172068161241258413,0],[-7957641614642118238965,-1],[5,1]]>,<73,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,70,1]>,[[4004632643594127030908835614504139963,0],[-1049063891281866323281094706283573050,0],[1,0]]>,[[[2783135429909002959013965136369031800,6954637383237355311369864079616403200],[0,0]],[[-3832199321190869282295059842652604974,-6954637383237355311369864079616403200],[0,0]],[[1049063891281866323281094706283573113,0],[-1,0]],[[63,0],[1,0]]]>,<211,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,207,1]>,[[4159891922259146980846228604421939741285713090,8115715179306232232261567382022070127974309420],[6926612963090768209525106815331698394246189205,-8115715179306232232261567382022070127974309420],[-49613563498878444004014579638269294369757905,20856514570991014287449935640568362205994871],[-16925617417702089640171094488453812216273472,-20856514570991014287449935640568362205994871]]>*] [x,x^2-3,x^2-x-237,x^2-2847,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,73,211],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,73,211],[6,6,1,1,3],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,13*73,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,73,211],[4,1,6,6,1],1,[1.000000000,1.349701267,0.9587795599],<"notfaithful",0>,[4,3]>,<1,2^2*3*13*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,73,211],[6,6,6,6,3],1,[1.000000000,1.013530940,0.9597493875],<"notfaithful",0>,[4,3]>,<2,2^4*3*13*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,13,73,211],[6,7,8,7,3],1,[1.000000000,1.109832050,0.9251651065],<"2.2e4_3_13_73.4t3.2",1>,[4,3]>]
x^4-6*x^2-3*x-3 -3^3*5^2*11^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 97 x-1 5 [[-3253456803],[-263438568],[-2094967045],[-2975477841]] 3 [5,3,3,2,3,4,3,4,5,3,4,4,5,4,3,5,5,4,4,5,4,4,5,5,1,5,4,3,2,3,4,3,3,2,5,4,4,4,5,3,5,4,5,4,5,2,1,4,5,4,3,5,4,3,3,3,3,2,4,3,4,5,4,3,4,3,4,2,5,4,3,5,4,2,4,3,3,2,5,2,5,2,3,4,1,5,5,1,5,2,3,3,4,5,2,5,5,3,4,4,2,5,3,5,2,4,3,5,3,4,1,4,5,4,4,5,4,5,5,3,4,4,5,5,4,5,4,3,4,2,4,5,4,2,5,4,5,4,5,3,2,3,2,3,4,5,4,3,4,5,4,3,1,5,4,5,2,5,2,5,3,3,4,3,5,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[-3,0],[-3,0],[-6,0],[0,0],[1,0]]>,[[[1215848397,0],[82540223,0],[-343894075,0],[305568857,0]],[[110770335,-1024697667],[133648460,174918572],[95447538,504631234],[-563915133,170000029]],[[0,0],[1,0],[0,0],[0,0]],[[-1326618732,1024697667],[-216188684,-174918572],[248446537,-504631234],[258346276,-170000029]]]>,<5,6,3,[[1,3,4,2],[1,4,3,2]],[[1,2,3,4],[1,4,3,2],[1,3,4,2]],[1,4,3,2],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[2,4,1]>,[[-41907610595555,0],[5684326206660,0],[14258494770255,0],[1,0]]>,[[[14258494770243,0],[0,0],[0,0]],[[21660434660444,38236698932940],[-7466047962237,1035347600913],[6233528219828,3116764109914]],[[4,0],[1,0],[0,0]],[[-35918929430691,-38236698932940],[7466047962236,-1035347600913],[-6233528219828,-3116764109914]]]>,<11,6,3,[[1,3,4,2],[1,4,3,2]],[[1,2,3,4],[1,4,3,2],[1,3,4,2]],[1,4,3,2],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[2,7,1]>,[[-224997311834321568498,0],[102528918207089959530,0],[227223800499316995396,0],[1,0]]>,[[[227223800499316995393,0],[0,0],[0,0]],[[168176144847857767567,272725154294307506990],[4662042849658583535,18806038085163751379],[-8941491600074104873,14919313956668697548]],[[1,0],[1,0],[0,0]],[[277350049585385246240,-272725154294307506990],[-4662042849658583536,-18806038085163751379],[8941491600074104873,-14919313956668697548]]]>*] [x,x^2-x+1,x^3-55,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11],[6,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,5]>,<2,3*5^2*11^2,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]],[[1]]],[3,5,11],[6,7,7],1,[1.000000000,2.125412994,1.236065396],<"notfaithful",0>,[4,5]>,<3,3^2*5^2*11^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[3,5,11],[6,6,6],1,[1.000000000,0.8482742684,1.054522995],<"3.3e2_5e2_11e2.6t8.1",1>,[4,5]>,<3,3^3*5^2*11^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,11],[6,7,7],1,[1.000000000,0.6467807453,0.7767417586],<"3.3e3_5e2_11e2.4t5.1",1>,[4,5]>]
x^3-x^2+49*x-3 -2^2*3*19*227 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 31 x-1 5 [[-2795045],[-4314150],[7109196]] 2 [2,1,3,3,2,3,3,1,2,3,1,3,2,3,2,3,1,2,3,3,1,2,3,3,2,2,2,2,2,1,3,2,3,1,3,1,2,2,1,3,2,2,1,3,3,2,3,1,1,2,3,2,1,1,3,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,3,1,2,3,2,2,2,2,3,2,1,2,1,3,3,2,1,3,2,2,1,2,2,2,2,2,3,1,2,3,2,2,2,2,2,2,2,1,3,1,2,1,2,3,1,3,3,2,2,2,2,1,3,1,3,2,2,2,3,2,1,1,2,3,1,1,1,3,1,2,2,3,2,1,3,2,3,2,3,2,2,1,3,3,2,1,3,3,2,3,1,3,1,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[46,0],[50,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-427073,194430],[66062,132125],[498643,472998]],[[427073,-194430],[458225,392163],[25645,51290]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[252196062,45650256,1]>,[[136950753,0],[-136950760,387420486],[8,3]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[778264424043019343220586,4072172541183256438746678,1]>,[[4072172541183256438746669,0],[-4072172541183256438746673,-1],[5,1]]>,<227,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-63937746831105604003861368797656615265481714530,-34020594162093604746861525756072713487453352168,1]>,[[-34020594162093604746861525756072713487453352313,0],[34020594162093604746861525756072713487453352241,-1],[73,1]]>*] [x,x^2-x+3235,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,227],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*19*227,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19,227],[2,4,4,4],1,[1.000000000,1.104738546,0.8529045196],<"notfaithful",0>,[3,2]>,<2,2^2*3*19*227,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,19,227],[4,5,5,5],1,[1.000000000,0.9955118019,1.050956687],<"2.2e2_3_19_227.3t2.1",1>,[3,2]>]
x^4-x^3+18*x^2-30*x+81 3*13^2*311 0 2 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 6 [[-47676814],[-52031540],[-32800200],[-15527334]] 2 [5,1,5,3,3,2,2,5,1,2,5,5,3,4,5,4,3,4,3,3,3,1,5,5,5,1,4,4,3,4,2,1,5,1,3,5,2,3,3,4,4,4,2,3,5,4,4,3,3,3,2,3,5,1,1,1,1,5,1,3,4,3,5,1,2,5,3,1,4,5,5,5,2,4,5,5,4,5,5,3,4,5,5,4,2,1,3,3,5,5,4,5,5,4,3,4,3,4,2,5,4,3,4,1,1,5,3,5,4,4,4,5,3,5,3,1,3,4,1,1,3,4,2,3,5,4,5,1,2,5,3,5,4,1,5,3,3,5,4,4,3,3,1,3,4,3,5,4,2,3,5,1,4,4,4,4,4,3,1,5,5,4,5,2,3,5,4,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+9,2>,<x^2+63*x+759,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[128506332,42835440,1]>,[[556463542,0],[-513628101,0],[-42835440,-1],[0,1]]>,<7,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[3,6,1]>,[[32918128778110599,-28040258136552736],[-38217121295408988,28040258136552736],[-3003425161176933,-5683938868399757],[-3096477506897820,5683938868399757]]>,<13,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,12,1]>,[[-5188058871239943634078,6707484170736553422556],[-3909748972694575125479,932122152457637432330],[1,0]]>,[[[3909748972694575125480,-932122152457637432325],[-1,0]],[[1,5],[1,0]],[[5694534792985489316534,-7521171154387259369941],[-171558760102410210752,92883161848210039384]],[[9400680009200734996787,8453293306844896802261],[171558760102410210752,-92883161848210039384]]]>,<311,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[35374877606664103391410247743053001142373343926945,26094216689440498255227344643266771288003590275076,1]>,[[19763192367596049838251574412979918580967288123401,0],[6331024321844448416975770230286852707036302151218,0],[-26094216689440498255227344643266771288003590274847,-1],[229,1]]>*] [x,x^2-x-3,x^2-x-233,x^2-x-3032,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,13,311],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,13,311],[1,3,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,3*311,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,13,311],[6,1,1,6],1,[1.000000000,0.7806103846,0.7979207416],<"notfaithful",0>,[4,3]>,<1,3*13*311,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,13,311],[6,3,6,6],1,[1.000000000,2.348127254,1.362576358],<"notfaithful",0>,[4,3]>,<2,3*13*311,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,7,13,311],[6,3,7,6],1,[1.000000000,1.075396190,1.046266975],<"2.3_13_311.4t3.1",1>,[4,3]>]
