x^2-x-421 5*337 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 17 x-1 5 [[-276006],[276007]] 1 [2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-415,5,1]>,[[-2,-1],[3,1]]>,<337,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[27971,337,1]>,[[-168,-1],[169,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,337],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*337,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,337],[3,3],1,[1.000000000,0.3619273459,0.6951958440],<"1.5_337.2t1.1",1>,[2,1]>]
x^6-x^4-2*x^3+2*x^2-1 2^6*3*1619 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 103 x^2+102*x+5 5 [[4160081222,-3736597810],[554434184,-3439211872],[2732613323,3736597810],[3571822838,3439211872],[3379820864,0],[-2806031688,0]] 4 [5,8,10,10,10,8,8,8,5,11,11,9,10,9,9,10,5,10,7,9,10,9,11,11,10,7,4,4,7,9,7,8,11,9,11,6,7,10,4,9,8,10,8,6,8,4,4,10,7,7,7,11,8,5,6,2,2,9,8,7,11,9,9,9,9,8,6,8,11,7,2,11,11,8,11,9,10,7,7,9,7,8,7,10,4,10,6,11,3,10,11,10,7,6,11,11,8,4,9,7,8,9,8,9,7,10,8,9,9,7,7,9,9,6,8,9,9,7,11,9,9,7,8,9,7,11,9,9,7,9,11,10,10,11,6,9,5,9,11,10,8,11,11,10,7,8,11,11,11,11,8,11,8,11,5,10,9,6,8,5,5,3,7,10,9,6,3,11] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,12,4,[[2,1,3,4,6,5],[5,6,2,1,4,3]],[[1,2,3,4,5,6],[2,1,3,4,6,5],[5,6,2,1,4,3],[4,3,6,5,1,2]],[5,6,2,1,4,3],[1,4,5,5],[2],[[[2,1,4,3,5,6],[2,1,3,4,6,5]]],20,<<[],[1,1,0,1]>,[[160042,228750,-390478],[-89972,-18996,-173736],[422758,524108,478602],[215122,282930,191784],[1,0,0]]>,[[[239933,-13201,-141280],[256436,-203940,53384],[62017,-136373,-44462],[-201060,-84956,80751]],[[260571,50667,105604],[-256436,203940,-53384],[-62017,136373,44462],[201060,84956,-80751]],[[-151855,109625,4805],[195096,-207646,238584],[126942,194196,-15971],[-257265,75394,-146352]],[[203843,138265,73177],[-195096,207646,-238584],[-126942,-194196,15971],[257265,-75394,146352]],[[16911,-84084,-90197],[49844,-259828,-258778],[-143735,-104847,110371],[-30753,98596,208781]],[[-45115,-201272,47891],[-49844,259828,258778],[143735,104847,-110371],[30753,-98596,-208781]]]>,<3,8,2,[[1,2,3,4,6,5],[3,4,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5],[3,4,2,1,5,6],[4,3,1,2,5,6],[3,4,2,1,6,5],[4,3,1,2,6,5]],[3,4,2,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,0,0,2,1]>,[[1740550920,0,0,0],[269415909,0,0,0],[1,0,0,0]]>,[[[-1558006865,-1030553125,491673933,-745053223],[0,0,0,0]],[[915447447,1030553125,474450897,1711178053],[0,0,0,0]],[[-327078695,1023691204,1531550540,-994908017],[0,0,0,0]],[[1239054018,-1023691204,989109031,28783187],[0,0,0,0]],[[-269415907,0,0,0],[-1,0,0,0]],[[2,0,0,0],[1,0,0,0]]]>,<1619,4,2,[[1,2,3,4,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,5,6],[1,2,3,4,6,5],[1,2,4,3,6,5]],[1,2,4,3,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,1615,1]>,[[-6664195150279235109622473350463500219002051813661208117939369786,0],[4928881412737775384129130277235655868614917925450519222066966227,0],[1,0]]>,[[[-190167438460624993514646705653651469698618441543238805923357869,0],[0,0]],[[5369692193182971386798243862823095460905143234880021367897677660,0],[0,0]],[[4466481239959131295268196604223419663675697138577848296893755839,-7397445373165570607768380514968353619400591086048574109789036177],[0,0]],[[-4717124581943702304422663484157207786267304006464111636801110687,7397445373165570607768380514968353619400591086048574109789036177],[0,0]],[[-4928881412737775384129130277235655868614917925450519222066965585,0],[-1,0]],[[642,0],[1,0]]]>*] [x,x^2-x-1214,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1619],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,3*1619,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,1619],[1,12,12],1,[1.000000000,1.197186725,1.232304935],<"notfaithful",0>,[6,16]>,<5,2^6*3*1619,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1]],[[1],[0],[0],[0],[-1]],[[1],[-2],[0],[2],[-1]]],[2,3,1619],[12,13,14],1,[1.000000000,0.3829184305,0.7166857256],<"5.2e6_3_1619.6t16.1",1>,[6,16]>,<5,2^6*3^2*1619^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-2],[1]],[[1],[1],[1],[1]],[[1],[-1],[-1],[1]]],[2,3,1619],[12,13,14],1,[0,0,0],<"5.2e6_3e2_1619e2.12t183.1",1>,[6,16]>,<5,2^6*3^4*1619^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1],[1]],[[1],[1]]],[2,3,1619],[12,13,13],1,[0,0,0],<"5.2e6_3e4_1619e4.12t183.1",1>,[6,16]>,<5,2^6*3^3*1619^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[0],[-1]]],[2,3,1619],[12,13,13],1,[0,0,0],<"5.2e6_3e3_1619e3.6t16.1",1>,[6,16]>,<9,2^12*3^3*1619^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1]],[[1],[0],[-1],[0],[-1],[0],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]]],[2,3,1619],[12,13,14],1,[0,0,0],<"9.2e12_3e3_1619e3.10t32.1",1>,[6,16]>,<9,2^12*3^6*1619^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[-1],[-1]]],[2,3,1619],[12,13,14],1,[0,0,0],<"9.2e12_3e6_1619e6.20t145.1",1>,[6,16]>,<10,2^18*3^6*1619^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[-1]],[[1],[0],[0],[0],[-1]],[[1],[2],[0],[-2],[-1]]],[2,3,1619],[12,13,14],1,[0,0,0],<"10.2e18_3e6_1619e6.30t176.1",1>,[6,16]>,<10,2^18*3^4*1619^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[0],[-3],[0],[3],[0],[-1]]],[2,3,1619],[12,13,14],1,[0,0,0],<"10.2e18_3e4_1619e4.30t176.1",1>,[6,16]>,<16,2^24*3^8*1619^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]]],[2,3,1619],[12,13,14],1,[0,0,0],<"16.2e24_3e8_1619e8.36t1252.1",1>,[6,16]>]
x^4-2*x^3-10*x^2-10*x+4 -2^2*3^2*7^2*163 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 179 x-1 5 [[-39039666468],[85123684790],[57473252825],[80208725754]] 3 [3,5,5,3,5,5,3,3,5,5,3,5,4,4,4,4,3,4,3,4,3,3,4,3,4,5,3,3,3,4,5,4,3,3,3,4,3,3,2,4,1,5,5,5,4,2,5,4,2,3,5,3,5,4,5,2,5,3,5,4,3,5,2,5,4,3,3,3,4,5,3,2,4,4,4,4,5,4,5,4,2,4,3,5,4,5,5,4,4,5,5,3,2,3,4,4,5,3,4,3,4,3,1,5,5,4,5,4,3,3,4,5,3,5,5,4,5,2,2,5,1,4,1,3,4,2,4,3,5,2,2,4,5,5,3,5,1,4,4,5,3,2,5,3,4,2,4,5,3,3,2,5,3,5,5,4,4,3,5,1,2,5,4,4,5,3,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,4,3],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[1,1,1]>,[[-333814,0],[406478,0],[364132,0],[1,0]]>,[[[101990,0],[262144,0],[262144,0]],[[0,0],[1,0],[0,0]],[[239048,-206348],[94522,189045],[-192905,138478]],[[-78892,206348],[-94523,-189045],[192905,-138478]]]>,<3,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1498807236,1627115025],[1229153283,1229153286],[1,0]]>,[[[-1229153283,-1229153285],[-1,0]],[[0,1],[1,0]],[[963532366,778562645],[230068697,373352296]],[[265620919,450590639],[-230068697,-373352296]]]>,<7,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-1532715102886660,0],[-6374680107603626,0],[1,0]]>,[[[6374680107603632,0],[-1,0]],[[6,0],[1,0]],[[-30751581015436489,17409341778659110],[-2310247892038426,3029549097778239]],[[24376900907832853,-17409341778659110],[2310247892038426,-3029549097778239]]]>,<163,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,159,1]>,[[82612175045439693201858731256070269608952822,0],[-70733212084882147296625163747215656905915582,0],[1,0]]>,[[[33409961606474969480583205025073985140347267,-37720286060206283498566644960808876505017029],[0,0]],[[71144786847803773580788434729595357710431644,37720286060206283498566644960808876505017029],[0,0]],[[70733212084882147296625163747215656905915737,0],[-1,0]],[[155,0],[1,0]]]>*] [x,x^2-x+41,x^3-x^2+7*x+5,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,163],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,163,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,163],[3,3,3,6],1,[1.000000000,0.2460685276,0.6623863327],<"notfaithful",0>,[4,5]>,<2,2^2*163,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,7,163],[6,3,3,7],1,[1.000000000,1.063138844,1.011956053],<"notfaithful",0>,[4,5]>,<3,2^2*3^2*7^2*163^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,7,163],[6,7,6,6],1,[0,0,0],<"3.2e2_3e2_7e2_163e2.6t8.1",1>,[4,5]>,<3,2^2*3^2*7^2*163,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[1]],[[1],[0],[-1]]],[2,3,7,163],[6,7,6,8],1,[1.000000000,1.303286822,1.164723795],<"3.2e2_3e2_7e2_163.4t5.1",1>,[4,5]>]
