x^2-2915 2^2*5*11*53 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[118265],[-118265]] 1 [1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-2914,2,1]>,[[1,1],[-1,-1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2915,0,1]>,[[0,-1],[0,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2915,0,1]>,[[0,-1],[0,1]]>,<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2915,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,11,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*5*11*53,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,11,53],[3,3,3,3],1,[1.000000000,0.6937553346,0.8857264534],<"1.2e2_5_11_53.2t1.1",1>,[2,1]>]
x^6-4*x^4+49*x^2-120 2^11*3^3*5^3*59^2 2 2 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 8 [[3424442686,-1004283849],[-3926450660,0],[-4517988927,-1004283849],[-3424442686,1004283849],[3926450660,0],[4517988927,1004283849]] 4 [1,4,4,5,3,5,5,4,6,4,6,1,3,3,6,6,3,3,3,5,6,3,5,6,2,5,4,4,3,4,5,3,5,4,1,2,5,6,3,3,3,6,4,3,2,3,1,5,5,3,4,5,5,2,1,3,1,3,4,3,3,6,2,5,6,6,4,6,5,3,4,5,4,4,4,3,4,1,2,4,3,3,4,3,3,1,3,6,4,4,1,5,1,6,4,2,5,3,6,3,6,6,5,6,5,3,1,5,1,4,5,5,5,4,3,3,6,3,6,3,6,6,2,5,5,5,6,4,1,4,5,3,6,4,3,4,3,6,3,2,1,5,4,4,6,4,4,4,1,2,4,6,2,6,6,5,2,6,2,1,4,1,4,2,4,6,2,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-24,2>,<x^3-180*x^2+9828*x-171504,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[2,1,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,2,4,3],[2,4],[[[2,1,4,3,6,5],[2,1,5,6,3,4]],[[2,1,4,3,6,5]]],20,<[],[-102010,403948,201978,4,1]>,[[-116328,-109924,75142,3202],[116328,109924,55930,127870],[1,1,0,0],[-1,-1,0,0],[-1811,-120033,84811,-59111],[1811,120033,-84811,59111]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[112042104,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[1390755155,1390755155],[-372260815,0]],[[1390755155,1390755155],[372260815,0]],[[-1390755155,-1390755155],[-372260815,0]],[[-1390755155,-1390755155],[372260815,0]]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-12064481231655,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[3485469684267,-45940980978179],[991754703674,0]],[[3485469684267,-45940980978179],[-991754703674,0]],[[-3485469684267,45940980978179],[991754703674,0]],[[-3485469684267,45940980978179],[-991754703674,0]]]>,<11,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[2,7,1]>,[[-286640957738394450756,-274111700763129845702],[286640957738394450756,274111700763129845702],[-29479122932090847188,25271168106881886057],[-22900028335020410714,-25271168106881886057],[29479122932090847188,-25271168106881886057],[22900028335020410714,25271168106881886057]]>,<59,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,58,1]>,[[-30394246106505561680176611812614333,-35260758953981189367426768229584419],[-129725588645989318419778110756290892,40568140995757044620588195835169791],[1,0]]>,[[[7454619205691036880134158316034265,126373079871377005229216357594808051],[0,0]],[[-7454619205691036880134158316034265,-126373079871377005229216357594808051],[0,0]],[[129725588645989318419778110756290914,-40568140995757044620588195835169776],[-1,0]],[[22,15],[1,0]],[[-22,-15],[-1,0]],[[-129725588645989318419778110756290914,40568140995757044620588195835169776],[1,0]]]>*] [x,x^2+885,x^2-30,x^2+118,x^3-x^2+4*x-24,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11,59],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*3*5*59,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,11,59],[7,7,7,3,7],1,[1.000000000,1.267241782,1.021398059],<"notfaithful",0>,[6,3]>,<1,2^3*3*5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,59],[7,7,7,2,2],1,[1.000000000,1.127932331,1.021096493],<"notfaithful",0>,[6,3]>,<1,2^3*59,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,59],[7,2,2,1,7],1,[1.000000000,0.8676211370,0.8946759953],<"notfaithful",0>,[6,3]>,<2,2^2*3*5*59,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,11,59],[7,7,7,3,7],1,[1.000000000,2.617491795,1.512637052],<"notfaithful",0>,[6,3]>,<2,2^6*3*5*59,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,5,11,59],[7,8,8,3,8],1,[1.000000000,0.5370929848,0.8436198572],<"2.2e6_3_5_59.6t3.1",1>,[6,3]>]
x^5-2*x^4-15*x^3+7*x^2+23*x+7 47^2*761^2 5 0 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 11 x^2+7*x+2 6 [[638264,-47230],[-802687,47230],[-614235,0],[661298,-175375],[117362,175375]] 1 [5,3,2,3,2,3,4,4,4,4,3,3,4,5,2,4,4,3,3,4,5,3,2,2,4,5,5,5,4,3,5,3,2,2,5,3,5,5,3,2,2,3,3,2,4,3,3,2,3,5,5,3,5,3,3,4,2,3,3,5,4,2,4,3,5,3,3,2,4,2,3,3,2,3,3,3,3,4,3,3,4,3,3,3,3,5,3,2,5,5,4,3,3,3,4,2,3,5,2,2,2,3,2,2,3,4,5,5,2,5,4,3,1,2,5,3,5,4,3,5,2,2,2,2,5,5,3,5,5,2,2,2,3,2,2,3,2,3,4,4,2,3,3,5,3,5,4,2,3,2,2,3,5,3,3,4,3,5,5,4,2,2,4,3,2,5,5,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+35767,4>,<x-35767,5>]*]] [*<47,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[5,45,1]>,[[34676019556889711807183898222191,0],[606148186962228037992524651562186,0],[-1282826167202213141892085443201861,0],[1,0]]>,[[[1301941746819860202699199271315424,24889798863991060840883021655341],[0,0],[0,0]],[[181900797940262464859463296825079,-24889798863991060840883021655341],[0,0],[0,0]],[[-1062038442585347879489604121244316,-137190483651894326896045371045176],[5925496828178375634486131618852,26425707300754365720405038581097],[3044546415994041293276974337688,-15562097957657016468955527446036]],[[13,0],[1,0],[0,0]],[[-421804102174774788069058446896198,137190483651894326896045371045176],[-5925496828178375634486131618853,-26425707300754365720405038581097],[-3044546415994041293276974337688,15562097957657016468955527446036]]]>,<761,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[6,758,1]>,[[-520778828806662320538283133508915229426059043715498669140,0],[-59918429422547863087198142581629296941941545861543245474,0],[143926857736468703219015113139655880266586681496835558572,0],[1,0]]>,[[[254151793601066655399543280761977066874713149989621895032,1047285100585072959393827009390466396131724303716804707233],[0,0],[0,0]],[[-110224935864597952180528167622321186608126468492786336995,-1047285100585072959393827009390466396131724303716804707233],[0,0],[0,0]],[[-506859562780510988623055604557962878537880493528982691350,66027130219442130297237471604754337287888579544017717897],[-2197233029100358581123710237121197367871041097915129781,2311329492685040800488219529216310381871693807355003263],[1205374947188515943142276424391760492248011957694468187,1194845692934244466897914820010219569919265308108376252]],[[179,0],[1,0],[0,0]],[[362932705044042285404040491418306998271293812032147133136,-66027130219442130297237471604754337287888579544017717897],[2197233029100358581123710237121197367871041097915129780,-2311329492685040800488219529216310381871693807355003263],[-1205374947188515943142276424391760492248011957694468187,-1194845692934244466897914820010219569919265308108376252]]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,47,761],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,47^2*761^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]]],[2,47,761],[5,6,6],1,[0,0,0],<"3.47e2_761e2.12t33.1",1>,[5,4]>,<3,47^2*761^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]]],[2,47,761],[5,6,6],1,[0,0,0],<"3.47e2_761e2.12t33.1",2>,[5,4]>,<4,47^2*761^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[2,47,761],[4,6,6],1,[0,0,0],<"4.47e2_761e2.5t4.1",1>,[5,4]>,<5,47^4*761^4,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1]]],[2,47,761],[4,6,6],1,[0,0,0],<"5.47e4_761e4.6t12.1",1>,[5,4]>]
x^4-2*x^3+27*x^2-26*x+328 3^3*5*7*53^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 13 x-1 7 [[-9178790],[-17203207],[17203208],[9178791]] 3 [1,4,4,4,5,1,5,5,2,5,5,4,1,4,5,3,3,5,5,4,3,3,4,3,1,2,3,3,3,3,5,3,1,5,5,3,3,4,4,4,4,5,4,5,3,4,2,2,5,4,2,4,4,1,4,2,3,4,5,5,3,5,2,3,3,3,1,5,3,5,4,4,2,5,3,4,4,3,4,4,1,3,5,2,4,2,5,5,3,5,5,2,4,4,3,4,2,3,2,1,4,2,4,4,3,2,5,5,5,5,1,5,1,4,3,4,2,5,3,4,4,4,4,3,5,4,3,1,1,1,3,3,1,4,2,5,4,3,4,4,4,4,4,2,5,3,3,5,4,3,4,2,5,4,4,5,3,3,2,3,3,3,4,3,2,5,2,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-26,2>,<x^2+50*x-4520,3>]*],[*[4],"CYC",0,5*]] [*<2,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[62060,-119742,-62059,119743]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[384,0],[90,0],[39,0],[6,0],[1,0]]>,[[[-1,0],[-1,0],[0,0],[0,0]],[[1589312420,-154079781],[-177348295,-177348295],[-74628441,-74628441],[499976554,499976554]],[[2,0],[1,0],[0,0],[0,0]],[[-1589312419,154079781],[177348295,177348295],[74628441,74628441],[-499976554,-499976554]]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[28222621612615,0],[5,0],[1,0]]>,[[[40948398726840,44316057273576],[0,0]],[[-40948398726839,-44316057273576],[0,0]],[[-2,0],[-1,0]],[[3,0],[1,0]]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[624439690606886,0],[7,0],[1,0]]>,[[[5680603773991531,-11405176458271490],[0,0]],[[-5680603773991530,11405176458271490],[0,0]],[[-24,0],[-7,0]],[[25,0],[7,0]]]>,<53,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,49,1]>,[[7008310618307599102993858044355016,-5240150328308582418445271247866493],[6583688841642792934675100848580950,2141311419506738788157668340101909],[1,0]]>,[[[-6583688841642792934675100848580922,-2141311419506738788157668340101883],[-1,0]],[[28,26],[1,0]],[[-27,-26],[-1,0]],[[6583688841642792934675100848580923,2141311419506738788157668340101883],[1,0]]]>*] [x,x^2-x+40,x^2-x-26,x^2-x+464,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,53],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*53,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,53],[1,6,1,1,6],1,[1.000000000,2.491445036,1.405777042],<"notfaithful",0>,[4,3]>,<1,3*5*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,53],[1,6,6,6,1],1,[1.000000000,1.720148986,1.320925393],<"notfaithful",0>,[4,3]>,<1,5*7*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,53],[1,3,6,6,6],1,[1.000000000,2.042377169,1.228579936],<"notfaithful",0>,[4,3]>,<2,3^2*5*7*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,7,53],[1,6,7,7,7],1,[1.000000000,3.122294830,1.690021322],<"2.3e2_5_7_53.4t3.2",1>,[4,3]>]
x^4-2*x^3-3*x^2+4*x+163 3^3*5*7*53^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 6 [[-70153307],[-1806552],[1806553],[70153308]] 3 [2,4,4,1,5,2,5,5,1,5,5,4,1,4,5,1,3,5,5,4,3,3,4,3,2,2,3,3,3,3,5,3,2,5,5,3,3,4,4,4,4,5,4,5,3,4,2,1,5,4,1,4,4,1,4,1,3,4,5,5,3,5,1,3,3,3,1,5,3,5,4,4,1,5,3,4,4,3,4,4,1,3,5,1,4,1,5,5,3,5,5,2,4,4,3,4,2,3,1,1,4,1,4,4,3,1,5,5,5,5,2,5,2,4,3,4,1,5,3,4,4,4,4,3,5,4,3,1,2,2,3,3,1,4,2,5,4,3,4,4,4,4,4,1,5,3,3,5,4,3,4,2,5,4,4,5,3,3,1,3,3,3,4,3,1,5,2,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+4,2>,<x^2-10*x-2600,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[141900,-240489],[249642,-25005],[-141899,240489],[-249641,25005]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[159,0],[0,0],[9,0],[6,0],[1,0]]>,[[[-1,0],[-1,0],[0,0],[0,0]],[[-1120270420,623121780],[-40580353,-40580353],[-455994873,-455994873],[27807969,27807969]],[[2,0],[1,0],[0,0],[0,0]],[[1120270421,-623121780],[40580353,40580353],[455994873,455994873],[-27807969,-27807969]]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[1128904864510,0],[5,0],[1,0]]>,[[[-7279934291440,20201890764436],[0,0]],[[7279934291441,-20201890764436],[0,0]],[[13,0],[5,0]],[[-12,0],[-5,0]]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-30597544839736791,7,1]>,[[30326416695401426,0],[-30326416695401425,0],[-3,-1],[4,1]]>,<53,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[7478202433496604039227954709890939,-11966099486553967200867389471174541,1]>,[[11966099486553967200867389471174593,-1],[52,1],[-51,-1],[-11966099486553967200867389471174592,1]]>*] [x,x^2-x+40,x^2-x-26,x^2-x+464,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,53],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*53,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,53],[1,6,1,1,6],1,[1.000000000,2.491445036,1.405777042],<"notfaithful",0>,[4,3]>,<1,3*5*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,53],[1,6,6,6,1],1,[1.000000000,1.720148986,1.320925393],<"notfaithful",0>,[4,3]>,<1,5*7*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,53],[1,3,6,6,6],1,[1.000000000,2.042377169,1.228579936],<"notfaithful",0>,[4,3]>,<2,3^2*5*7*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,5,7,53],[2,6,7,8,8],1,[1.000000000,0.4285511937,0.6238916936],<"2.3e2_5_7_53.4t3.3",1>,[4,3]>]
