x^2-x-901 5*7*103 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[-19104],[19105]] 1 [2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-895,5,1]>,[[-2,-1],[3,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-889,7,1]>,[[-3,-1],[4,1]]>,<103,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1751,103,1]>,[[-51,-1],[52,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,7,103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*7*103,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,7,103],[3,3,3],1,[1.000000000,0.5307142201,0.7193475013],<"1.5_7_103.2t1.1",1>,[2,1]>]
x^3-x^2-45*x-97 2^2*17^2*29 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 59 x-1 5 [[34430342],[-87801716],[53371375]] 1 [2,2,3,3,2,3,2,2,3,1,2,2,2,2,2,3,1,2,3,1,2,2,1,2,2,2,1,1,3,2,2,2,2,3,3,3,2,2,3,1,3,3,2,2,3,1,2,3,3,2,1,1,3,2,3,2,2,2,1,1,3,2,2,2,1,2,2,2,3,3,1,2,2,3,2,3,2,1,1,2,1,2,1,2,3,2,2,1,2,3,2,2,3,2,1,2,3,3,3,2,1,3,2,2,3,2,3,1,2,2,2,3,2,2,3,2,3,1,2,2,3,1,2,3,3,1,3,3,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,2,2,3,2,3,1,2,3,2,2,2,3,3,1,3,2,3,2,2,3,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-142,0],[-44,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-12229,-24458],[344560,164833],[406804,289320]],[[12229,24458],[179727,359455],[117484,234968]]]>,<17,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[3,16,1]>,[[-187,0],[51,0],[17,0],[1,0]]>,[[[832175759186521155567183,-658021418848104703504402],[93235171215577580842008,-3287630828374760197696],[-70076061961697658607445,-98411671127143954143613]],[[6,0],[1,0],[0,0]],[[-832175759186521155567188,658021418848104703504402],[-93235171215577580842009,3287630828374760197696],[70076061961697658607445,98411671127143954143613]]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-18962944901021610254733874844,74156909861715757532973976551,1]>,[[74156909861715757532973976508,0],[-74156909861715757532973976529,-1],[22,1]]>*] [x,x^2-x-7,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,17,29],[2,2,4],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[3,2]>,<2,2^2*17^2*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,17,29],[4,4,5],1,[1.000000000,0.7747047225,0.9468432966],<"2.2e2_17e2_29.3t2.1",1>,[3,2]>]
x^3-45*x-84 3^5*179 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-1413759],[834745],[579014]] 1 [1,1,2,2,3,3,2,3,1,2,3,2,3,3,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,1,2,1,2,2,3,3,3,2,2,2,2,1,2,2,1,3,3,3,2,2,3,2,1,2,3,2,2,2,1,2,2,3,2,3,3,2,2,2,3,2,3,2,2,3,3,3,2,1,2,3,2,3,2,1,3,3,2,2,1,2,3,2,2,3,3,2,2,1,2,3,3,3,3,2,3,2,1,3,2,2,3,1,2,1,2,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,3,2,2,2,2,1,3,2,2,3,2,2,1,3,2,2,3,2,2,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[440988,-22335,105635]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,4],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-725906652,0,530758683,-1432866348,26395263,622640070,1]>,[[-285723075,443700618,287432276,347098017,220963856,373778766],[-128450154,361793667,199148951,194340807,78387965,172815068],[414173229,356767182,288259751,233402154,88068668,228247144]]>,<179,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-172194400704153514919634515548274110444071571,-451591119099730429048651123703090977853314545,1]>,[[-451591119099730429048651123703090977853314611,0],[451591119099730429048651123703090977853314578,-1],[33,1]]>*] [x,x^2-x-134,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,179],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*179,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,179],[1,4,4],1,[1.000000000,1.706101877,1.275335243],<"notfaithful",0>,[3,2]>,<2,3^5*179,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,179],[1,4,5],1,[1.000000000,3.292804286,1.753764109],<"2.3e5_179.3t2.1",1>,[3,2]>]
x^4-x^3+24*x^2-32*x+191 3^3*7^3*11^2 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 43 x-1 5 [[-49511648],[-72422172],[-44911754],[19837132]] 2 [5,1,4,3,3,3,2,5,5,3,3,4,4,1,4,3,4,3,4,3,3,4,4,4,3,4,5,5,2,5,4,4,5,3,3,2,5,4,2,4,3,5,3,4,3,3,4,5,4,3,5,3,3,4,4,5,4,5,2,5,5,4,5,1,5,3,2,4,5,3,4,5,5,1,4,1,3,5,5,5,4,4,5,5,5,5,3,4,2,4,2,4,4,5,4,4,4,2,3,4,4,5,4,5,4,5,4,4,3,5,5,4,3,5,4,5,5,4,3,5,5,4,4,3,5,5,2,4,5,5,2,5,4,1,4,5,2,5,4,3,3,3,4,5,3,2,5,4,3,3,4,2,4,2,4,5,4,1,3,4,3,3,4,2,3,4,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,6,6,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1,2],[[[1,3,4,2],[1,2,4,3]],[[1,3,4,2]]],20,<[],[324082563,972247689,839900256,59387697,1506860592,1639208025,1]>,[[431942944,0,0,0,0,0],[-63995923,309597519,-208182530,37751721,-558763439,264887091],[-415144252,273482889,-329768108,-184426435,328735057,543166808],[47197232,579181059,537950638,146674714,230028382,354207568]]>,<7,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[3,6,1]>,[[231,0],[84,0],[42,0],[7,0],[1,0]]>,[[[6677222230199586,0],[-2996829109397936,0],[3542455234496742,0],[4158156685321847,0]],[[38003848176811967,27079530813572587],[-3648952554869941,3983658556163602],[2569440984427624,-2352742194565716],[1362808263586416,3047111399644637]],[[2,0],[1,0],[0,0],[0,0]],[[35111195890600447,-27079530813572587],[-4753113521105267,-3983658556163602],[5286998966448777,2352742194565716],[-5520964948908263,-3047111399644637]]]>,<11,6,3,[[1,3,4,2],[1,4,3,2]],[[1,2,3,4],[1,4,3,2],[1,3,4,2]],[1,4,3,2],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[2,7,1]>,[[117900100856522401615,0],[250791739968149783953,0],[102381279292962937498,0],[1,0]]>,[[[102381279292962937478,0],[0,0],[0,0]],[[-36161524727510071861,-91813109299231030777],[10189828277494669070,11648392429057697776],[-6035853160902293283,7012483446658565675]],[[7,0],[1,0],[0,0]],[[-66219754565452865623,91813109299231030777],[-10189828277494669071,-11648392429057697776],[6035853160902293283,-7012483446658565675]]]>,<17,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[3,16,1]>,[[662084257090505907568225,-1441047862687926583738880],[-666538379788103887019301,1441047862687926583738880],[-31463788987520608655451,-78921492443649738812359],[35917911685118588106528,78921492443649738812359]]>*] [x,x^2-x-5,x^3-33*x-44,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,11,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11,17],[6,6,3,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,5]>,<2,3^3*7*11^2,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[3,7,11,17],[6,7,6,1],1,[1.000000000,1.278915545,1.050938392],<"notfaithful",0>,[4,5]>,<3,3^4*7^2*11^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[3,7,11,17],[6,7,7,2],1,[1.000000000,1.226711885,1.212248481],<"3.3e4_7e2_11e2.6t8.3",1>,[4,5]>,<3,3^3*7^3*11^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1]]],[3,7,11,17],[6,7,6,2],1,[1.000000000,0.9624291739,0.8562400454],<"3.3e3_7e3_11e2.4t5.1",1>,[4,5]>]
x^6-3*x^5+4*x^4-3*x^3+x^2-3 3^3*7^3*11^2 2 2 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[6,5,4,3,2,1]>,<2,3,[5,6,3,4,1,2]>,<3,2,[5,6,2,1,4,3]>,<6,2,[3,4,5,6,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 5 [[653940,-701559],[-653939,701559],[-520027,-701559],[520028,701559],[-180273,0],[180274,0]] 4 [6,1,5,4,3,6,4,6,3,6,3,5,4,4,5,3,5,2,5,3,6,4,4,1,3,4,3,6,4,3,4,4,3,2,6,4,3,5,4,4,3,3,3,4,2,3,4,3,4,3,2,6,6,5,5,6,1,6,4,6,6,4,2,1,3,3,1,4,2,6,5,2,3,4,5,1,3,3,3,2,5,5,6,3,6,3,3,4,4,5,5,4,1,6,5,4,1,5,6,4,4,6,4,2,4,3,5,4,3,6,6,4,3,3,1,3,3,5,3,6,3,4,4,3,3,2,5,5,3,2,4,6,5,5,4,6,5,6,5,6,6,6,5,6,3,5,2,4,3,3,4,5,5,4,1,3,4,5,2,4,3,6,4,5,3,1,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-1,2>,<x^3+9*x^2+15*x+63,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[409930395,-1436272515,1]>,[[1436272515,-1],[0,1],[105209537,143773899],[-105209536,243646590],[1,-1],[-1436272514,1]]>,<7,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[6607707969560061,0],[7,0],[1,0]]>,[[[-3,0],[-1,0]],[[4,0],[1,0]],[[-35397183964348332,-30504780019543451],[4634577984421720,0]],[[11953036442311629,-30504780019543451],[-4634577984421720,0]],[[-11953036442311628,30504780019543451],[4634577984421720,0]],[[35397183964348333,30504780019543451],[-4634577984421720,0]]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[-249173302410129113951,232306932947393169899],[78981883819593084374,-265755173879784836973],[1,0]]>,[[[-64247622165388986489,77750678657397433746],[0,0]],[[64247622165388986490,-77750678657397433746],[0,0]],[[-78981883819593084367,265755173879784836978],[-1,0]],[[7,5],[1,0]],[[-6,-5],[-1,0]],[[78981883819593084368,-265755173879784836978],[1,0]]]>*] [x,x^2-x+58,x^2-x-5,x^2-x+3,x^3-x^2+3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*7*11,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,7,11],[7,7,7],1,[1.000000000,2.480419453,1.393330667],<"notfaithful",0>,[6,3]>,<1,3*7,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11],[7,7,2],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[6,3]>,<1,11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11],[1,2,7],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,3]>,<2,3*7*11,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,7,11],[7,7,7],1,[1.000000000,0.7215912812,0.8377915440],<"notfaithful",0>,[6,3]>,<2,3*7*11,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[3,7,11],[7,8,8],1,[1.000000000,1.400227207,1.302490295],<"2.3_7_11.6t3.3",1>,[6,3]>]
x^6-2*x^5+4*x^4-7*x^3+4*x^2-2*x+1 3^3*7^3*11^2 2 2 48 "C2*S4" [[3,2,1,6,5,4],[2,3,1,6,4,5],[1,2,4,3,5,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[1,5,3,4,2,6]>,<2,3,[1,5,4,3,2,6]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[2,3,1,6,4,5]>,<4,6,[1,4,2,5,3,6]>,<4,6,[6,4,2,5,3,1]>,<6,8,[2,4,1,6,3,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 41 x^2+38*x+6 8 [[-3398653940202,-1250572734338],[-3786441410084,1250572734338],[-1209185181564,0],[1793504386359,0],[3777833489961,-3547074685806],[2822942655532,3547074685806]] 5 [10,4,7,3,3,10,9,10,8,10,6,7,5,9,7,6,7,2,7,6,10,9,9,4,8,5,6,10,5,6,9,5,8,3,10,9,8,7,9,9,8,6,8,5,3,8,9,8,9,8,3,10,10,7,7,10,1,10,9,10,10,5,3,4,8,6,4,9,3,10,7,2,6,9,7,1,6,8,8,3,7,7,10,8,10,8,8,9,9,7,7,9,4,10,7,5,4,7,10,5,9,10,5,3,9,6,7,9,8,10,10,5,6,6,4,6,8,7,6,10,6,5,5,6,6,3,7,7,8,3,9,10,7,7,9,10,7,10,7,10,10,10,7,10,6,7,3,9,8,6,5,7,7,5,1,6,5,7,2,9,6,10,5,7,8,4,7,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-9*x^2+66*x-167,4>,<x^6+5*x^5+67*x^4-393*x^3-12*x^2-8292*x+30696,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-2,2>,<x^6+11*x^5+31*x^4-81*x^3-429*x^2-153*x+1527,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<3,8,4,[[1,2,4,5,6,3],[2,1,3,6,5,4]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[2,1,3,6,5,4],[2,1,6,5,4,3],[1,2,4,5,6,3]],[2,1,3,6,5,4],[1,4,4,6,8],[1],[[[1,2,4,5,6,3]]],20,<<[],[2,2,1]>,[[253066929,0],[984006708,0],[-1408493124,0],[-918614871,0],[1,0]]>,[[[647904650,-636180112],[0,0],[0,0],[0,0]],[[-1566519527,636180112],[0,0],[0,0],[0,0]],[[-126533464,0],[-428736622,0],[-243646594,0],[-1,0]],[[913720349,-1352246022],[109348658,476111081],[141198204,19374907],[-476262178,104868555]],[[2,0],[1,0],[0,0],[0,0]],[[131427992,1352246022],[319387963,-476111081],[102448390,-19374907],[476262179,-104868555]]]>,<7,8,4,[[1,2,4,5,6,3],[1,2,3,6,5,4]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[1,2,3,6,5,4],[1,2,4,3,6,5],[1,2,4,5,6,3]],[1,2,3,6,5,4],[1,4,3,5,8],[1],[[[1,2,4,5,6,3]]],20,<<[],[3,6,1]>,[[-8869551353439959,0],[5150502840421365,0],[-25242743201203521,0],[-6607707969560026,0],[1,0]]>,[[[-36500878492699750,0],[0,0],[0,0],[0,0]],[[29893170523139702,0],[0,0],[0,0],[0,0]],[[1478258558906660,0],[-3004609430783528,0],[-4791187215813111,0],[-1,0]],[[-35829276679544314,-39395422560827669],[-1305218523845065,4763606512940962],[4187555671294704,-5102126904890522],[-864470498595897,1611659031363558]],[[6,0],[1,0],[0,0],[0,0]],[[-38833540207414303,39395422560827669],[4309827954628592,-4763606512940962],[603631544518407,5102126904890522],[864470498595898,-1611659031363558]]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[256517840814242165983,0],[291743817726539042293,0],[1,0]]>,[[[152763362507883620563,115349970881153418489],[0,0]],[[18063561272369700341,-115349970881153418489],[0,0]],[[121500296725030230806,0],[23007584265498518538,0]],[[-583402778744509431,0],[-23007584265498518538,0]],[[-291743817726539042285,0],[-1,0]],[[8,0],[1,0]]]>*] [x,x^2-x+3,x^2-x+58,x^2-x-5,x^6-2*x^5+6*x^4-4*x^3+8*x^2-3*x+3,x^3-x^2+3,x^4-x^3+3*x^2-4*x-5,0,0,x^4-x^3+3*x^2-4*x-5] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,11,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,11],[1,2,11],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,11]>,<1,3*7*11,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,11],[11,11,11],1,[1.000000000,2.480419453,1.393330667],<"notfaithful",0>,[6,11]>,<1,3*7,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11],[11,11,2],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[6,11]>,<2,3*7*11,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[3,7,11],[11,12,12],1,[1.000000000,1.400227207,1.302490295],<"notfaithful",0>,[6,11]>,<2,3*7*11,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,7,11],[11,11,11],1,[1.000000000,0.7215912812,0.8377915440],<"notfaithful",0>,[6,11]>,<3,3^3*7^3*11,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[0],[-1]]],[3,7,11],[11,11,12],1,[1.000000000,1.083384162,1.012456591],<"notfaithful",0>,[6,11]>,<3,3^2*7^2*11,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[3,7,11],[11,12,13],1,[1.000000000,0.6940542468,0.9010565805],<"3.3e2_7e2_11.6t11.2",1>,[6,11]>,<3,3^3*7^3*11^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[-1]]],[3,7,11],[11,11,12],1,[1.000000000,1.050279376,0.9953411767],<"3.3e3_7e3_11e2.6t11.2",1>,[6,11]>,<3,3^2*7^2*11^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]]],[3,7,11],[11,11,11],1,[1.000000000,0.7701522848,0.8928955983],<"notfaithful",0>,[6,11]>]
