x^2-x-3411 5*2729 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[72],[-71]] 1 [2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-3405,5,1]>,[[-2,-1],[3,1]]>,<2729,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1858449,2729,1]>,[[-1364,-1],[1365,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,2729],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*2729,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,2729],[3,3],1,[1.000000000,1.167275109,0.9175237236],<"1.5_2729.2t1.1",1>,[2,1]>]
x^4-x^3-81*x^2-38*x+815 3^4*17^2*37^2 4 0 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 89 x-1 5 [[-1175856331],[1433847880],[-343613179],[85621631]] 1 [4,1,3,4,4,3,2,2,3,4,3,2,3,4,4,2,3,4,3,2,2,4,4,1,4,4,3,2,2,3,2,3,4,3,3,4,3,1,3,4,1,1,4,3,1,2,3,4,4,3,2,3,4,2,3,4,1,2,4,4,3,3,2,3,4,4,4,3,3,4,4,2,4,3,2,3,4,2,3,3,3,4,2,2,4,4,1,4,4,3,1,4,2,3,3,2,3,2,2,2,4,1,3,4,3,2,4,1,3,4,3,1,3,4,1,4,3,2,3,4,3,4,4,2,4,2,4,2,4,3,2,3,3,2,3,3,2,3,3,2,2,4,3,1,2,4,4,4,3,2,3,2,2,3,4,4,2,4,2,3,4,1,3,2,3,4,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x-322677,4>,<x+322677,3>]*],[*[2,2],"CYC",0,2*]] [*<3,3,3,[[1,3,4,2]],[[1,2,3,4],[1,3,4,2],[1,4,2,3]],[1,2,3,4],[1,3,4],[2],[[[1,3,4,2]]],20,<[],[-4207305,59986989,338750427,1]>,[[961388644,0,0],[172273853,149122338,-13888934],[99053999,-112705017,-140624918],[-70455028,-36417321,154513852]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[-1576880616152636928238528,1154459225937511483231170],[249263857609532088417584,1809259222609504489602908],[1,0]]>,[[[-249263857609532088417582,-1809259222609504489602903],[-1,0]],[[2,5],[1,0]],[[-801618831289670815578589,-1502142444034795749428801],[26914856510237489951173,-31033654807599520317337]],[[1050882688899202903996170,-752829740003272283369902],[-26914856510237489951173,31033654807599520317337]]]>,<19,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,18,1]>,[[-17574373296380367770810742,-7869767191585235705297404],[11311515779516000344475727,7869767191585235705297404],[676382540116199785209599,-932256131699658299481094],[-348783990232773126246520,932256131699658299481094]]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[2201180486318239210106624298,-4504257702438810961995835339704],[189611923928831752445477863789,-8396684247032613370161942112505],[1,0]]>,[[[-189611923928831752445477863768,8396684247032613370161942112527],[-1,0]],[[21,22],[1,0]],[[11450335395160557762365964535496,3866144572440242432666997581474],[302725204539682499344383323274,124232901665032183485698938035]],[[-11260723471231726009920486671748,10859654847188302923857314092778],[-302725204539682499344383323274,-124232901665032183485698938035]]]>*] [x,x^3-3*x-1,x^3-3*x-1,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,19,37],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,3^2,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,17,19,37],[4,5,1,1,1],0,[0.7660444431-0.6427876097*i,0.5894898174-0.1730977885*i,0.8313555572-0.1465904153*i],<"notfaithful",0>,[4,4]>,<1,3^2,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,17,19,37],[4,5,1,1,1],0,[0.7660444431+0.6427876097*i,0.5894898174+0.1730977885*i,0.8313555572+0.1465904153*i],<"notfaithful",0>,[4,4]>,<3,3^4*17^2*37^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[2,3,17,19,37],[3,5,6,2,6],1,[0,0,0],<"3.3e4_17e2_37e2.4t4.1",1>,[4,4]>]
x^3-x^2-39*x-94 -19*59^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[3893],[779],[-4671]] 2 [2,2,3,1,3,2,3,1,3,2,2,2,2,3,1,2,2,3,2,2,1,2,3,2,2,1,2,2,2,2,2,3,3,3,1,2,3,3,2,2,2,2,1,2,1,3,2,2,2,1,3,1,2,3,2,3,2,3,1,2,3,2,2,1,1,2,2,2,3,3,1,1,3,2,2,2,3,1,2,2,3,2,2,2,2,3,2,3,3,1,1,1,2,3,3,3,2,2,2,3,2,3,2,2,1,3,1,3,2,2,2,1,3,1,3,2,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,1,2,1,3,2,2,2,3,2,3,2,2,3,1,2,2,2,3,3,3,2,3,2,1,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[7396377900624297949178493,-16541921992782353155663359,1]>,[[-16541921992782353155663360,0],[16541921992782353155663360,-1],[1,1]]>,<59,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,58,1]>,[[6726,0],[1121,0],[59,0],[1,0]]>,[[[80406020485223439364359593931152254,97359639423565690532403956995903506],[92698003317742982685026717660150,1759049117766520832575767909577581],[1918203773838550236254244854318741,1745656173703653074959695607453230]],[[20,0],[1,0],[0,0]],[[-80406020485223439364359593931152273,-97359639423565690532403956995903506],[-92698003317742982685026717660151,-1759049117766520832575767909577581],[-1918203773838550236254244854318741,-1745656173703653074959695607453230]]]>*] [x,x^2-x+5,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[19,59],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,19,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[19,59],[4,2],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[3,2]>,<2,19*59^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[19,59],[4,5],1,[1.000000000,1.475406376,1.069397181],<"2.19_59e2.3t2.1",1>,[3,2]>]
x^4-x^3-1921*x^2+6118*x+704560 3^2*19*23*809^3 4 0 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 73 x-1 8 [[-255242662891343],[-241358167677865],[340311405805025],[156289424764184]] 1 [4,3,4,4,3,4,3,1,1,3,3,5,3,4,5,5,3,4,5,3,1,2,3,2,2,1,5,5,1,2,4,5,3,5,4,3,3,5,4,4,4,5,4,3,5,4,4,3,5,3,1,5,5,3,3,3,3,5,1,1,3,5,3,2,3,4,3,5,2,1,5,4,3,2,2,1,3,5,2,4,3,2,5,5,3,5,4,3,2,1,4,4,4,1,5,3,3,2,5,5,3,4,1,5,3,5,1,5,3,4,4,4,3,4,4,5,3,2,5,5,5,3,1,4,5,3,4,1,3,4,2,2,5,4,5,4,1,5,5,1,4,5,1,2,4,5,5,3,2,3,3,4,5,3,1,1,3,5,4,1,5,1,2,2,5,2,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-4399,2>,<x^2-12034*x+33022492,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-498760,24649],[-523409,-24649],[-64552,0],[38146,0]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-836187042,185161002],[-361022508,1382369697],[1,0]]>,[[[361022508,-1382369695],[-1,0]],[[0,2],[1,0]],[[-1263221563,-1031005514],[323357636,-532091224]],[[902199056,-1073409194],[-323357636,532091224]]]>,<17,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[3,16,1]>,[[-190716272823590454043138,1127453795280644596065026],[-1973051370723613901477150,-1127453795280644596065026],[-59159201914333429853129,-97804296270026077542818],[71274924295175861749041,97804296270026077542818]]>,<19,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-3481340443558787151733846,8214262780220949069017745,1]>,[[-4965701107615724847937807,0],[13179963887836673916955537,0],[-8214262780220949069017737,-1],[8,1]]>,<23,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-689408683031122127435787205,-172352170757780531858946623,1]>,[[659415747164895395297700272,0],[-831767917922675927156646928,0],[172352170757780531858946640,-1],[17,1]]>,<41,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[6,38,1]>,[[76438821872182386964709194982063,-38037368468538977114784271221190],[80516560025296081302272732868875,38037368468538977114784271221190],[541125523074638802429930810116,342751035383085306255153047612],[699594687523806640565567151943,-342751035383085306255153047612]]>,<809,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[134827644715,891162849,2206952,2427,1]>,[[1882690999806219138118516201175482189818132167556560899133,7902192626090027216868220244274222641625162522921763883,1278671945969260067454404570270909812560705909857890339,-281307828113237214839969005459600158763355300168735874],[4550423712674883625133014819390854181965542366671466045726,4291470024362225242741068830321299632853994868734515259,4995489182456824832072704482786869834936647888988359604,8296223218483957484299492159164714125177459805310798793],[-6433114712481102763251531020566336371783674534228026945465,5631024276359232880705110634980960512617082991762712146,-6274161128426084899527109053057779647497353798846249943,-8014915390370720269459523153705113966414104505142062919],[607,1,0,0]]>*] [x,x^2-x-202,x^2-x-88383,x^2-x-109,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,19,23,41,809],[1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,809,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,19,23,41,809],[1,3,3,1,1,3,6],1,[1.000000000,1.932931739,1.269605146],<"notfaithful",0>,[4,3]>,<1,19*23*809,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,17,19,23,41,809],[4,1,1,6,6,1,6],1,[1.000000000,0.8377766910,0.8542137835],<"notfaithful",0>,[4,3]>,<1,19*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,17,19,23,41,809],[3,3,3,6,6,3,1],1,[1.000000000,0.2910608308,0.6655156952],<"notfaithful",0>,[4,3]>,<2,3^2*19*23*809^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,17,19,23,41,809],[3,6,3,7,7,3,6],1,[0,0,0],<"2.3e2_19_23_809e2.4t3.1",1>,[4,3]>]
x^4+9*x^2-147 -3^3*223^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[-441838785],[-8581307],[8581307],[441838785]] 4 [5,4,4,2,4,3,5,1,4,5,2,1,5,1,5,5,4,3,3,4,2,3,5,5,3,5,3,4,1,4,2,5,4,1,4,3,3,3,4,4,5,1,4,3,5,1,2,3,5,3,4,5,2,5,5,4,4,3,3,5,1,4,3,4,3,5,3,3,5,1,5,5,2,3,2,4,5,3,5,3,5,3,4,2,3,5,4,3,5,1,4,5,1,4,1,4,5,4,3,3,2,4,4,4,3,2,4,4,5,3,3,3,5,3,3,4,2,5,4,5,3,2,5,5,3,5,3,5,1,1,3,5,1,3,4,2,4,3,5,4,3,5,3,4,3,4,3,5,3,4,3,5,3,5,1,5,3,5,3,5,5,4,3,4,4,4,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+54,2>,<x^2+21168,3>]*],[*[4],"CYC",0,5*]] [*<2,4,1,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[]],20,<[],[1,1,0,0,1]>,[[40888,13841,106989,229280],[-40888,-13841,-106989,-229280],[184781,9241,407,71612],[-184781,-9241,-407,-71612]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[-147,0],[0,0],[9,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[445265018,445265018],[0,0],[131561553,131561553]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-445265018,-445265018],[0,0],[-131561553,-131561553]]]>,<7,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[3,6,1]>,[[26116388586226430,35302884961279477],[-26116388586226430,-35302884961279477],[4804603990112752,-2198097065086797],[-4804603990112752,2198097065086797]]>,<223,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,221,1]>,[[38998438024288023851948258919051027237621995243,-27591857208056154022014821376760049815169368966],[-21460041836314291514904586442145470223126877286,33705034946824685321999619941242697331657230737],[1,0]]>,[[[21460041836314291514904586442145470223126877399,-33705034946824685321999619941242697331657230627],[-1,0]],[[113,110],[1,0]],[[-113,-110],[-1,0]],[[-21460041836314291514904586442145470223126877399,33705034946824685321999619941242697331657230627],[1,0]]]>*] [x,x^2-x-167,x^2-x+1,x^2-x+56,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,223],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*223,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,223],[3,6,1,6],1,[1.000000000,0.9765307784,0.8532811708],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,223],[4,6,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,223,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,223],[1,3,1,6],1,[1.000000000,1.472636231,1.171069245],<"notfaithful",0>,[4,3]>,<2,3^2*223,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,7,223],[5,6,2,7],1,[1.000000000,0.7291118895,0.9107037467],<"2.3e2_223.4t3.2",1>,[4,3]>]
x^4+2*x^2-8*x+14 2^9*163 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 37 x-1 5 [[32541586],[10539244],[14676551],[11586576]] 2 [1,3,4,4,3,4,5,5,4,4,4,1,4,4,5,5,3,5,5,5,5,1,4,3,4,2,4,5,4,2,4,2,3,5,4,3,2,3,3,3,4,4,4,5,5,5,5,3,4,2,3,4,5,4,5,5,4,4,2,4,3,4,4,4,4,2,5,5,4,2,3,3,3,5,4,3,4,3,5,2,4,3,4,5,3,5,5,4,5,2,5,4,3,5,1,5,4,3,4,4,2,4,4,3,3,4,3,4,4,3,3,4,5,3,4,4,5,5,5,5,5,4,5,3,4,3,5,1,2,5,4,5,4,4,5,5,5,2,3,5,3,5,4,3,5,3,3,3,3,2,3,5,5,4,5,5,3,5,3,3,4,3,3,4,3,2,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,8,[[1,2,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,3,4],[1,2,2,3,5],[2,4,6],[[[1,2,4,3],[3,4,1,2]],[[2,1,4,3],[1,2,4,3]],[[2,1,4,3]]],20,<[],[221262,-290496,-401300,95704,379898,-16616,73320,-435748,1]>,[[-40804,114226,53529,-33204,-13780,84509,84921,24586],[27120,-72434,18975,-84620,-101432,66995,99375,67086],[-70710,40836,126205,55876,94557,-112095,106627,12461],[84394,-82628,63435,61948,20655,-39409,102293,26939]]>,<3,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-790788279,-994734596],[1198680913,994734596],[-525013526,0],[117120892,0]]>,<163,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,159,1]>,[[60193114860886848642283907445865069087176670,0],[11250389255075545343833937758476765103005157,0],[1,0]]>,[[[72427384974798572241597135301271549330091733,47142759266284773548271862137881989454958239],[0,0]],[[-61176995719723026897763197542794784227086626,-47142759266284773548271862137881989454958239],[0,0]],[[-11250389255075545343833937758476765103005132,0],[-1,0]],[[25,0],[1,0]]]>*] [x,x^2-326,x^3-11*x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,163],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*163,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,163],[6,3,6],1,[1.000000000,1.076178571,0.9532434160],<"notfaithful",0>,[4,5]>,<2,2^3*163,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,163],[6,3,6],1,[1.000000000,1.321099683,1.257727865],<"notfaithful",0>,[4,5]>,<3,2^10*163^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[2,3,163],[6,2,7],1,[0,0,0],<"3.2e10_163e2.6t8.1",1>,[4,5]>,<3,2^9*163,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[2,3,163],[6,3,7],1,[1.000000000,1.668129680,1.142706187],<"3.2e9_163.4t5.1",1>,[4,5]>]
x^4-8*x^2-4*x+25 2^9*163 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 277 x-1 5 [[-258527013376],[187495170668],[-69393327952],[140425170660]] 2 [1,5,4,4,3,4,3,5,4,4,4,2,4,4,3,3,3,5,3,3,3,2,4,5,4,2,4,3,4,2,4,2,3,3,4,3,2,3,3,5,4,4,4,5,5,3,5,3,4,2,5,4,3,4,5,5,4,4,1,4,3,4,4,4,4,2,3,3,4,2,3,5,3,3,4,3,4,3,3,1,4,3,4,5,3,3,3,4,5,2,3,4,5,5,2,5,4,3,4,4,1,4,4,5,3,4,5,4,4,5,3,4,3,5,4,4,5,5,3,3,3,4,5,5,4,3,3,2,2,5,4,3,4,4,3,3,3,2,3,3,5,3,4,3,3,3,3,5,3,2,5,5,5,4,3,5,5,5,5,3,4,5,3,4,5,2,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,8,[[2,1,3,4],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[4,3,2,1],[3,4,2,1]],[1,2,3,4],[1,2,3,2,5],[2,4,6],[[[2,1,3,4],[4,3,2,1]],[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<[],[-289362,-280128,259836,3256,125930,-62848,34768,-236932,1]>,[[41809,-84742,21117,64932,84132,-58087,40254,71091],[-69475,44886,-123761,-45476,-47810,104103,57870,47673],[-107525,-101412,115537,100178,114461,125705,21114,9564],[-126953,-120876,-12893,-119634,111361,90423,11834,2744]]>,<163,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,159,1]>,[[-87236246831852682169217112288139280515167511,0],[23741034150744079590801759194767760000281933,0],[1,0]]>,[[[86978597356507427063195338305448707383292783,-86148004541078236249975839995174750478066576],[0,0]],[[-63237563205763347472393579110680947383010912,86148004541078236249975839995174750478066576],[0,0]],[[-23741034150744079590801759194767760000281902,0],[-1,0]],[[31,0],[1,0]]]>*] [x,x^2-326,x^3-11*x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,163],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*163,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,163],[6,6],1,[1.000000000,1.076178571,0.9532434160],<"notfaithful",0>,[4,5]>,<2,2^3*163,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,163],[6,6],1,[1.000000000,1.321099683,1.257727865],<"notfaithful",0>,[4,5]>,<3,2^10*163^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[2,163],[6,7],1,[0,0,0],<"3.2e10_163e2.6t8.2",1>,[4,5]>,<3,2^9*163,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[2,163],[6,7],1,[1.000000000,0.7898049387,0.8975517902],<"3.2e9_163.4t5.2",1>,[4,5]>]
