x^2-939 2^2*3*313 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-258],[258]] 1 [1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-938,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-939,0,1]>,[[0,-1],[0,1]]>,<313,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-939,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,313],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*313,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,313],[3,3,3],1,[1.000000000,1.620019028,1.077037947],<"1.2e2_3_313.2t1.1",1>,[2,1]>]
x^3-12*x-35 -3^4*17*19 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 41 x-1 5 [[-37529210],[-16911361],[54440571]] 2 [2,1,2,2,2,2,1,1,2,3,3,3,1,3,3,2,2,2,2,3,2,1,3,2,1,1,2,3,1,3,2,2,3,2,3,2,3,2,1,1,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,1,3,3,2,2,2,2,2,2,2,3,2,3,2,1,3,3,2,2,3,2,1,2,1,2,2,2,1,2,3,3,3,3,3,1,3,2,3,1,2,2,2,3,2,2,1,3,2,2,2,1,1,1,2,1,1,3,2,2,3,1,2,1,2,2,2,3,3,1,2,3,2,2,3,3,3,3,1,3,3,3,2,1,2,2,3,2,2,1,2,3,2,3,3,2,3,2,3,3,3,3,1,2,3,3,2,2,3,2,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[2],[[[3,1,2]]],20,<[],[-51,0,6,1]>,[[2,1,0],[-359895343,-113137640,301700372],[359895341,113137639,85720117]]>,<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-206957335600072649901652,1676080103491887699065474,1]>,[[1676080103491887699065470,0],[-1676080103491887699065472,-1],[2,1]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[2722138683034745820081091,12313889689787757350518220,1]>,[[12313889689787757350518186,0],[-12313889689787757350518203,-1],[17,1]]>*] [x,x^2-x+81,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,17,19],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,17*19,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,17,19],[1,4,4],1,[1.000000000,0.6992115648,0.8379300096],<"notfaithful",0>,[3,2]>,<2,3^4*17*19,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,17,19],[4,5,5],1,[1.000000000,1.467011813,1.072863683],<"2.3e4_17_19.3t2.1",1>,[3,2]>]
x^4+41*x^2-63 -7*1933^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 7 [[1553943853],[-936023219],[936023219],[-1553943853]] 4 [3,4,5,1,3,4,5,5,1,3,5,2,5,1,4,2,4,4,3,2,4,3,5,4,5,4,4,3,2,3,3,4,2,5,2,1,4,2,4,5,3,5,1,1,2,5,2,5,5,5,3,3,4,5,4,2,5,4,3,1,4,5,5,4,5,1,3,3,3,5,4,2,4,1,3,4,3,5,2,5,4,3,2,5,4,1,1,3,4,2,5,5,3,3,1,5,4,4,4,3,2,3,4,1,1,5,4,4,2,4,4,3,2,5,1,1,4,5,3,3,5,3,5,3,5,3,1,5,4,4,1,3,3,3,5,5,5,5,4,2,5,1,2,2,4,5,4,5,4,3,1,4,3,5,1,3,3,5,5,4,3,3,3,5,3,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+246,2>,<x^2+9072,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[1,1,1]>,[[146424,-179531],[-146424,179531],[198333,-179531],[-198333,179531]]>,<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[166246607,0],[-166246607,0],[-566579928,-566579928],[566579928,566579928]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[35377266762916771,0,1]>,[[-4755752827106016,0],[4755752827106016,0],[0,-1],[0,1]]>,<1933,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-69735626087903160569732467442075509572217198451269082863350122766,17291556289078318342073213912769172150082549454519414709109973112,1]>,[[-17291556289078318342073213912769172150082549454519414709109971291,-1],[1821,1],[-1821,-1],[17291556289078318342073213912769172150082549454519414709109971291,1]]>*] [x,x^2-x-483,x^2-x+2,x^2-x+3383,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,1933],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,1933,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,1933],[3,1,1,6],1,[1.000000000,0.9332492933,0.8774935111],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,1933],[1,4,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,7*1933,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,1933],[3,3,6,6],1,[1.000000000,0.6481808073,0.7460789826],<"notfaithful",0>,[4,3]>,<2,7*1933,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,7,1933],[3,3,6,6],1,[1.000000000,1.658719241,1.103002565],<"2.7_1933.4t3.2",1>,[4,3]>]
x^6+12*x^4+21*x^2+6 -2^11*3^7*13^2 0 3 12 "D12" [[2,1,3,5,4,6],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,3,5,4,6]>,<3,2,[3,1,2,6,4,5]>,<6,2,[5,6,4,2,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 73 x^2+70*x+5 6 [[-59375857872,23391228379],[-32085355223,-23391228379],[44602472401,0],[59375857872,-23391228379],[32085355223,23391228379],[-44602472401,0]] 2 [1,4,4,5,5,3,3,3,6,5,5,6,2,6,3,5,5,3,3,3,4,4,5,6,4,5,4,4,2,3,4,4,6,2,4,1,3,3,3,1,4,3,6,4,4,4,6,1,1,6,3,3,4,4,3,6,5,1,3,6,6,4,3,6,5,4,3,5,4,2,6,3,4,3,3,3,1,6,6,4,4,2,3,5,4,4,2,4,4,5,4,3,5,4,3,6,4,3,2,6,6,4,4,3,2,4,5,6,2,5,4,6,2,3,5,3,3,6,1,4,6,1,1,5,3,1,2,6,4,6,3,3,4,3,6,4,4,3,5,3,3,4,4,5,3,3,6,3,6,3,6,3,6,6,2,6,4,6,5,4,5,3,5,4,6,3,4,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+72,2>,<x^3+36*x^2-2268*x-77760,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,3,4,2],[2,4],[[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[2,1,4,3,6,5]]],20,<[],[95990,227276,-317598,-143948,1]>,[[-165214,178316,253151,105641],[165214,-178316,8993,156503],[35213,1070,28864,40693],[36761,-60170,218,24843],[-36761,60170,65318,40693],[-35213,-1070,36672,24843]]>,<3,12,6,[[2,3,1,6,4,5],[4,5,6,1,2,3],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[4,5,6,1,2,3],[1,3,2,4,6,5],[2,3,1,6,4,5],[5,4,6,3,2,1]],[1,3,2,4,6,5],[1,2,3,4,5,6],[1,2],[[[2,3,1,6,4,5],[4,5,6,1,2,3]],[[2,3,1,6,4,5]]],20,<<[],[2,2,1]>,[[6,0],[0,0],[21,0],[0,0],[12,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0],[0,0],[0,0]],[[10323915,10323915],[581130731,0],[58321313,58321313],[290565364,0],[-95994796,-95994796],[96855122,0]],[[-10323915,-10323915],[581130731,0],[-58321313,-58321313],[290565364,0],[95994796,95994796],[96855122,0]],[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[10323915,10323915],[-581130731,0],[58321313,58321313],[-290565364,0],[-95994796,-95994796],[290565367,0]],[[-10323915,-10323915],[-581130731,0],[-58321313,-58321313],[-290565364,0],[95994796,95994796],[290565367,0]]]>,<13,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,12,1]>,[[-5252053988453001174393,-7962085328376333107525],[-6574639729257876728205,-4263267250689779361146],[1,0]]>,[[[-7703030528608052694358,-7618826346394941928660],[0,0]],[[7703030528608052694358,7618826346394941928660],[0,0]],[[6574639729257876728206,4263267250689779361157],[-1,0]],[[1,11],[1,0]],[[-1,-11],[-1,0]],[[-6574639729257876728206,-4263267250689779361157],[1,0]]]>*] [x,x^2-78,x^2+6,x^2+13,x^3-9*x-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*3*13,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13],[7,7,7],1,[1.000000000,1.056040840,0.9885688738],<"notfaithful",0>,[6,3]>,<1,2^3*3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[7,7,2],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[6,3]>,<1,2^2*13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[7,2,7],1,[1.000000000,0.8713210307,0.8959236850],<"notfaithful",0>,[6,3]>,<2,2^3*3^3*13,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,13],[7,8,7],1,[1.000000000,1.533318696,1.298809640],<"notfaithful",0>,[6,3]>,<2,2^5*3^3*13,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,13],[7,7,8],1,[1.000000000,0.7450084266,0.9664837372],<"2.2e5_3e3_13.6t3.5",1>,[6,3]>]
x^6-30*x^4+225*x^2-797 11^2*797^3 2 2 12 "D12" [[6,2,4,3,5,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[6,2,4,3,5,1]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 11 [[437631582240,-72471963120],[47233672117,0],[484865254357,-72471963120],[-437631582240,72471963120],[-47233672117,0],[-484865254357,72471963120]] 4 [6,3,3,6,1,4,4,6,3,2,3,3,4,4,3,3,3,4,5,1,4,6,2,5,3,6,5,4,4,3,4,4,5,6,2,4,5,1,6,6,5,1,3,4,4,5,6,5,4,3,4,4,2,3,1,4,3,6,4,2,2,4,4,1,1,3,3,4,2,2,5,4,5,4,5,5,5,5,5,6,3,5,4,3,2,3,5,6,4,1,3,2,3,6,1,4,3,1,2,4,4,4,6,4,4,3,5,6,3,4,2,4,3,3,5,3,5,5,5,2,3,2,6,3,5,4,3,5,3,4,4,4,5,5,4,6,5,4,1,6,4,4,3,6,3,3,4,4,1,5,6,5,3,4,1,3,2,3,4,4,5,2,4,3,3,3,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-180,2>,<x^3-24300*x-3190104,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,1,[[4,3,6,5,2,1]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,1,2,3,4],[3,4,5,6,1,2],[4,3,6,5,2,1],[6,5,2,1,4,3]],[4,3,6,5,2,1],[1,2,5,5,6,6],[1],[[]],20,<[],[1,1,0,1,1,0,1]>,[[25655,190142,53521,-105206,-181253,6513],[-25655,-190142,-53521,105206,181253,-6513],[153903,-89019,26303,-62658,257039,216984],[-153903,89019,-26303,62658,-257039,-216984],[-179558,-101123,-79824,167864,-75786,-223497],[179558,101123,79824,-167864,75786,223497]]>,<3,2,1,[[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3]],[4,5,6,1,2,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[108158822,108158822],[10845854,-54079411],[-119004676,-54079411],[-108158822,-108158822],[119004676,54079411],[-10845854,54079411]]>,<11,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-155463169050419958266,-147823655707140473819,1]>,[[-147823655707140473833,0],[147823655707140473833,0],[147823655707140473826,-1],[7,1],[-7,-1],[-147823655707140473826,1]]>,<797,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[-1424401459983076460248959759262166133794260984822171747963,0,1]>,[[0,-1],[0,1],[3433695780988331470900845324003671773846327464715667369314,-6709313895924675772594608541867833871468117718639225666],[3433695780988331470900845324003671773846327464715667369314,6709313895924675772594608541867833871468117718639225666],[-3433695780988331470900845324003671773846327464715667369314,-6709313895924675772594608541867833871468117718639225666],[-3433695780988331470900845324003671773846327464715667369314,6709313895924675772594608541867833871468117718639225666]]>*] [x,x^2-x+2192,x^2-x-199,x^2-x+3,x^3-x^2-8*x+23,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,797],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,11*797,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,797],[1,3,7,7],1,[1.000000000,1.207888566,1.165114146],<"notfaithful",0>,[6,3]>,<1,797,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,797],[2,2,1,7],1,[1.000000000,0.4183578235,0.6860393267],<"notfaithful",0>,[6,3]>,<1,11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,797],[2,1,7,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,3]>,<2,11*797,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,797],[5,3,7,7],1,[1.000000000,0.6477232157,0.7629644583],<"notfaithful",0>,[6,3]>,<2,11*797,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]]],[2,3,11,797],[6,3,7,7],1,[1.000000000,1.881320400,1.284593066],<"2.11_797.6t3.2",1>,[6,3]>]
