x^6-x^5-136*x^4+253*x^3+4301*x^2-11600*x+3091 5^3*199^4 6 0 6 "C6" [[4,3,5,6,2,1],[5,4,6,2,1,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,4,6,2,1,3]>,<3,1,[4,3,5,6,2,1]>,<3,1,[6,5,2,1,3,4]>,<6,1,[2,6,1,3,4,5]>,<6,1,[3,1,4,5,6,2]>] [[1,1,1,1,1,1],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 5 [[-321740,19254],[-613113,-19254],[70893,-19254],[-305049,19254],[-629804,-19254],[378957,19254]] 1 [5,5,1,5,1,5,2,3,5,3,4,6,4,5,5,6,1,1,2,3,5,3,2,3,6,1,2,2,1,6,6,4,2,1,3,4,2,5,6,6,4,1,1,6,5,1,1,5,2,4,5,1,1,1,6,2,4,4,2,1,5,6,6,4,2,5,1,2,5,4,6,4,6,2,3,5,4,2,3,1,4,3,3,5,4,6,3,2,1,5,6,3,5,1,1,6,1,1,2,3,5,2,5,1,4,6,5,6,3,4,5,5,6,3,3,4,6,5,5,1,1,2,5,6,4,3,4,3,6,2,4,6,4,6,3,1,5,6,2,3,3,1,2,6,3,3,6,2,1,2,5,1,6,6,2,3,1,4,6,3,6,2,2,3,2,2,4,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^2>,[<x-1242,3>,<x+748,4>]*],[*[6],"RES",<[1],x^2>,[<x-1237,5>,<x+753,6>]*]] [*<5,2,2,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,5,6,3,4]]],20,<[],[-23183610456570,-10950101041785,1]>,[[10950101041789,-1],[4,1],[786348627692,-1],[874004627572,-1],[1280339382782,1],[1367995382662,1]]>,<11,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[269264975960202273073,-203236887605159816146,332775611766419220603,144407570649838927215,-22298840673450430549,29519383937880742424]>,<61,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[147895412381598639169715350569023302,-135713352387146992563389329825372000,182960191121912851385226471490714873,-242389089851130356813389633899709047,-4028873075894275728390694634742622,1224094471019564392529833214001049]>,<199,3,3,[[3,1,2,6,4,5]],[[1,2,3,4,5,6],[3,1,2,6,4,5],[2,3,1,5,6,4]],[1,2,3,4,5,6],[1,4,3],[1],[[[3,1,2,6,4,5]]],20,<[],[778205863151807758075450990660966591994176013,9672828856227857616743558589483148186090304,-1768450510081586544550329912285849693283400013,1]>,[[-2282327117712568647192216134294393694445561496,8891920599713700842604456838709440440720833,9533194361451632731791497862733353229032760],[4050777627794155191742546046580243387728961765,-8891920599713700842604456838709440440720834,-9533194361451632731791497862733353229032760],[128,1,0],[2862391468662623368529257506461497485290568907,8891920599713700842604456838709440440720833,9533194361451632731791497862733353229032760],[-290032175475027360668520686083551895422503833,-8891920599713700842604456838709440440720834,-9533194361451632731791497862733353229032760],[-4340809803269182552411066732663795283151465470,1,0]]>,<239,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[101243268131513185408386075558234229482719189406,-147079414592989483056633366815325394353338967113,10635885823435537094829074914305288463569608575,171643789407594706515222508243805982296819527671,579476266011788097158270825673787332471296972,682126583318285927597900213769368337810879841]>*] [x,x^2-x-1,x^3-x^2-66*x-59,0,x^3-x^2-66*x-59,0] [1,2,2,4,3,6] <[1],[2],[3,5],[4,6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,61,199,239],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,1]>,<1,5,1,[[1],[-1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,11,61,199,239],[2,7,1,1,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,1]>,<1,199,3,[[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,5,11,61,199,239],[3,1,1,1,7,1],0,[-0.9248723057+0.3802778170*i,0.5206458170+0.5519637421*i,0.8132170103+0.2582037571*i],<"notfaithful",0>,[6,1]>,<1,5*199,3,[[1,0],[-1,0],[0,1],[-1,-1],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[2,5,11,61,199,239],[5,7,1,1,7,1],0,[-0.9248723057+0.3802778170*i,0.7789481165-1.312921441*i,1.110127238-0.4258257305*i],<"1.5_199.6t1.1",1>,[6,1]>,<1,199,3,[[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,11,61,199,239],[3,1,1,1,7,1],0,[-0.9248723057-0.3802778170*i,0.5206458170-0.5519637421*i,0.8132170103-0.2582037571*i],<"notfaithful",0>,[6,1]>,<1,5*199,3,[[1,0],[-1,0],[-1,-1],[0,1],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,11,61,199,239],[5,7,1,1,7,1],0,[-0.9248723057-0.3802778170*i,0.7789481165+1.312921441*i,1.110127238+0.4258257305*i],<"1.5_199.6t1.1",2>,[6,1]>]
x^2-943 2^2*23*41 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[49],[-49]] 1 [1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-942,2,1]>,[[1,1],[-1,-1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-943,0,1]>,[[0,-1],[0,1]]>,<41,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-943,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,23,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*23*41,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,23,41],[3,3,3],1,[1.000000000,0.9503272286,1.044289634],<"1.2e2_23_41.2t1.1",1>,[2,1]>]
x^2-x+6537 -11*2377 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[39],[-38]] 2 [2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[6567,11,1]>,[[-5,-1],[6,1]]>,<2377,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1419069,2377,1]>,[[-1188,-1],[1189,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[11,2377],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,11*2377,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[11,2377],[3,3],1,[1.000000000,0.9325672862,0.8591701479],<"1.11_2377.2t1.1",1>,[2,1]>]
x^3-x^2+3*x-32 -11*2377 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[23234459],[-14548670],[-8685788]] 2 [2,3,2,2,1,3,3,3,3,2,2,1,2,3,3,2,3,3,2,2,2,1,1,2,1,2,3,2,2,3,3,3,2,3,2,1,2,3,1,1,2,2,1,1,1,3,2,2,3,2,3,2,1,1,3,3,3,1,2,3,2,2,1,1,2,2,2,2,3,2,3,1,3,3,3,2,2,2,1,2,2,1,3,3,2,2,2,3,3,3,2,1,2,2,2,3,2,3,2,1,2,2,3,2,1,3,1,1,2,2,3,2,2,1,3,2,1,3,2,2,2,1,3,3,2,3,2,2,3,3,3,2,2,2,2,3,3,2,1,2,2,1,3,3,2,2,1,2,1,2,3,2,2,3,2,2,2,2,1,3,3,3,3,2,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[143869611124250250558,-151402160746999546450,1]>,[[-151402160746999546453,0],[151402160746999546452,-1],[2,1]]>,<2377,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[4454460912920731694408769885086658519067020590770313175179434790432,-11619438916721504549678511375574329031904901754901786090612851723676,1]>,[[-11619438916721504549678511375574329031904901754901786090612851726979,0],[11619438916721504549678511375574329031904901754901786090612851725328,-1],[1652,1]]>*] [x,x^2-x+6537,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[11,2377],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*2377,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[11,2377],[4,4],1,[1.000000000,0.9325672862,0.8591701479],<"notfaithful",0>,[3,2]>,<2,11*2377,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[11,2377],[4,4],1,[1.000000000,0.9095980718,0.9466049544],<"2.11_2377.3t2.1",1>,[3,2]>]
x^2+9030 -2^3*3*5*7*43 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[34508],[-34508]] 2 [1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[9030,0,1]>,[[0,1],[0,262143]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[9030,0,1]>,[[0,-1],[0,1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[9030,0,1]>,[[0,-1],[0,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[9030,0,1]>,[[0,-1],[0,1]]>,<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[9030,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,5,7,43],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*3*5*7*43,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,43],[3,3,3,3,3],1,[1.000000000,0.7934457518,0.9943837888],<"1.2e3_3_5_7_43.2t1.1",1>,[2,1]>]
x^3-27*x-226 -2^3*3*5*7*43 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 191 x-1 5 [[-75893679612],[-118014227149],[-60286995190]] 2 [1,1,1,1,3,2,2,2,3,2,2,2,3,1,2,2,2,2,3,3,2,3,3,2,3,2,3,2,2,2,2,3,2,3,2,2,3,2,2,3,2,3,1,2,2,1,3,2,2,3,2,2,3,2,1,2,2,2,2,2,2,1,2,3,2,2,1,2,3,2,2,2,3,2,2,1,2,2,2,1,3,1,2,2,2,2,1,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,2,1,2,2,1,2,3,2,3,1,1,2,3,2,3,3,1,3,3,2,2,2,1,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,1,1,3,3,3,2,2,2,2,2,2,2,1,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[216410,185868,1]>,[[-152558,524288],[3,2],[-109589,131070]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[847138251,1178950020,1]>,[[16688551,0],[-16688552,-1],[1,1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-45266193381695,24058353062705,1]>,[[24058353062699,0],[-24058353062702,-1],[3,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-10205343104550510,-1853207016965339,1]>,[[-1853207016965345,0],[1853207016965342,-1],[3,1]]>,<43,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[70489167494979937565084464201180,-100768729215466207138495023905734,1]>,[[-100768729215466207138495023905814,0],[100768729215466207138495023905774,-1],[40,1]]>*] [x,x^2+9030,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,43],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*5*7*43,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,43],[4,4,4,4,4],1,[1.000000000,0.7934457518,0.9943837888],<"notfaithful",0>,[3,2]>,<2,2^3*3*5*7*43,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,7,43],[4,4,4,4,4],1,[1.000000000,3.540406564,1.577248720],<"2.2e3_3_5_7_43.3t2.1",1>,[3,2]>]
x^4-2*x^3+15*x^2-14*x+28 3^3*7^2*131 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[-5346921],[9783881],[-9783880],[5346922]] 2 [3,4,4,1,5,3,1,5,3,3,5,4,4,2,1,5,4,3,4,3,5,4,2,4,5,4,5,5,2,5,4,1,3,5,3,2,5,4,4,1,5,5,5,1,3,5,1,5,1,5,5,5,5,2,2,5,4,3,2,3,3,2,3,4,5,5,4,1,3,5,4,3,3,4,2,4,3,3,3,3,1,2,5,5,3,3,3,2,1,4,4,2,1,3,4,2,2,1,5,4,4,5,4,5,4,3,4,1,5,3,5,1,3,5,1,5,5,4,5,5,5,4,1,5,3,5,4,4,5,5,2,3,4,2,1,3,1,3,4,3,3,5,4,5,3,4,5,2,5,5,2,1,4,4,1,5,4,4,3,2,3,5,4,2,5,1,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-14,2>,<x^2+26*x-224,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-44968,-241434],[196466,241434],[44969,241434],[-196465,-241434]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[60,0],[54,0],[27,0],[6,0],[1,0]]>,[[[-1,0],[-1,0],[0,0],[0,0]],[[704835350,-1038556851],[329925473,329925473],[-139964760,-139964760],[-547663932,-547663932]],[[2,0],[1,0],[0,0],[0,0]],[[-704835349,1038556851],[-329925473,-329925473],[139964760,139964760],[547663932,547663932]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-22714826623486536,987274707934557,1]>,[[-987274707934557,-1],[0,1],[1,-1],[987274707934558,1]]>,<131,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-464436804938315621702441837227493571393395,131,1]>,[[25163700453339246116752157436835054707597,0],[-25163700453339246116752157436835054707596,0],[-65,-1],[66,1]]>*] [x,x^2-x-5,x^2-x-98,x^2-x-229,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,131],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,131],[3,6,6,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<1,3*131,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,131],[1,6,1,6],1,[1.000000000,1.850942972,1.307346225],<"notfaithful",0>,[4,3]>,<1,7*131,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,131],[3,3,6,6],1,[1.000000000,0.4672157891,0.6966294226],<"notfaithful",0>,[4,3]>,<2,3^2*7*131,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,7,131],[3,6,7,7],1,[1.000000000,1.738256274,1.097551115],<"2.3e2_7_131.4t3.1",1>,[4,3]>]
x^4-x^3-15*x^2+26*x+4 3^3*7^2*131 4 0 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 83 x-1 5 [[-1060536127],[376642738],[929292938],[-245399548]] 1 [3,4,4,1,5,3,2,5,3,3,5,4,4,2,2,5,4,3,4,3,5,4,1,4,5,4,5,5,2,5,4,4,3,5,3,2,5,4,4,2,5,5,5,1,3,5,1,5,2,5,5,5,5,1,1,5,4,3,2,3,3,1,3,4,5,5,4,1,3,5,4,3,3,4,2,4,3,3,3,3,2,2,5,5,3,3,3,2,2,4,4,1,1,3,4,1,1,2,5,4,4,5,4,5,4,3,4,2,5,3,5,1,3,5,1,5,5,4,5,5,5,4,2,5,3,5,4,4,5,5,2,3,4,2,2,3,2,3,4,3,3,5,4,5,3,4,5,1,5,5,2,2,4,4,1,5,4,4,3,1,3,5,4,1,5,2,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-16,2>,<x^2-47*x+454,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-277806,368857],[401913,-368857],[-9004,106098],[-115102,-106098]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[15,0],[-3,0],[-12,0],[3,0],[1,0]]>,[[[1743392197,0],[-4,0],[2,0],[-581130733,0]],[[-1601937923,1013150376],[170721539,-410409196],[-64223580,-64223579],[-16394648,274170719]],[[1,0],[1,0],[0,0],[0,0]],[[-141454274,-1013150376],[-170721536,410409196],[64223578,64223579],[-564736086,-274170719]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[18143105842236032,21171464377683165,1]>,[[-21171464377683159,-1],[6,1],[35591520038695801,-5350738972042479],[-14420055661012647,5350738972042479]]>,<131,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,127,1]>,[[658200786727160405157194941622761374834295,0],[-875414676940180004030615256414498812022745,0],[1,0]]>,[[[-155899123784670094968697265546516839412210,-763055862666542424374081595883182263514330],[0,0]],[[-719515553155509909061917990867981972610744,763055862666542424374081595883182263514330],[0,0]],[[875414676940180004030615256414498812022850,0],[-1,0]],[[105,0],[1,0]]]>*] [x,x^2-x-5,x^2-x-98,x^2-x-229,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,131],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,131],[3,6,6,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<1,3*131,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,131],[1,6,1,6],1,[1.000000000,1.850942972,1.307346225],<"notfaithful",0>,[4,3]>,<1,7*131,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,131],[3,3,6,6],1,[1.000000000,0.4672157891,0.6966294226],<"notfaithful",0>,[4,3]>,<2,3^2*7*131,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,7,131],[3,6,7,8],1,[1.000000000,1.310116231,1.080948615],<"2.3e2_7_131.4t3.2",1>,[4,3]>]
