x^3-15*x-6 2^2*3^3*29 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 79 x-1 5 [[726760593],[434050678],[-1160811271]] 1 [1,1,2,2,2,3,3,3,3,1,3,2,3,3,2,2,3,2,2,3,2,1,3,1,2,3,2,1,3,3,1,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2,1,2,3,2,2,3,1,2,2,2,3,3,3,2,2,1,1,2,3,3,1,2,3,1,2,2,1,1,1,1,3,3,2,2,3,2,3,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,1,3,2,3,2,1,3,2,1,3,3,1,2,2,3,1,3,2,3,2,3,2,2,2,3,2,3,1,2,2,3,2,2,2,2,2,1,3,3,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[109586,418906,1]>,[[313518,0],[-51377,-2],[3,2]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-348,-1044,-871697211,1743391719,-871696158,9,1]>,[[-464904657,348678336,348678409,-232452291,-232452293,0],[-232452153,-232452015,116226313,116226173,-464904590,232452293],[-464904657,-116226321,-464904722,116226118,-464904584,-232452293]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[28257958782967226417970331352,-42435744499405522698234996459,1]>,[[-42435744499405522698234996481,0],[42435744499405522698234996470,-1],[11,1]]>*] [x,x^2-87,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*3*29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,29],[4,4,4],1,[1.000000000,0.8630575937,0.9486706600],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,29],[4,5,4],1,[1.000000000,1.607706217,1.315977787],<"2.2e2_3e3_29.3t2.1",1>,[3,2]>]
x^2-x-3276 5*2621 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-36],[37]] 1 [1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-3270,5,1]>,[[-2,-1],[3,1]]>,<2621,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1714134,2621,1]>,[[-1310,-1],[1311,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,2621],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*2621,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,2621],[3,3],1,[1.000000000,3.691811045,1.551324825],<"1.5_2621.2t1.1",1>,[2,1]>]
x^2-x+16670 -131*509 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[320],[-319]] 2 [1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<131,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[20960,131,1]>,[[-65,-1],[66,1]]>,<509,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[81440,509,1]>,[[-254,-1],[255,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[131,509],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,131*509,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[131,509],[3,3],1,[1.000000000,1.484277706,1.222584292],<"1.131_509.2t1.1",1>,[2,1]>]
x^6+3*x^4-x^3+2*x^2-2*x+1 -131*509 0 3 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 107 x^2+103*x+2 5 [[-5175940896,1144666537],[5577897545,0],[4548062016,0],[3792187500,-5703007660],[3153061556,-1144666537],[2130249586,5703007660]] 2 [9,10,9,11,7,10,10,9,11,11,7,8,11,9,6,11,11,10,10,10,10,9,10,9,8,5,10,4,6,5,10,3,8,6,9,10,7,9,9,11,4,8,10,8,7,11,9,11,9,10,11,6,11,11,7,10,11,4,11,11,10,10,2,8,10,8,7,7,7,9,4,10,10,9,9,6,11,11,4,7,7,10,8,9,5,10,9,2,9,7,10,11,8,4,9,10,6,9,11,9,2,11,9,11,2,9,8,8,10,7,6,7,7,9,6,8,9,9,9,7,11,9,4,9,8,11,5,3,4,10,10,11,4,7,5,3,11,9,10,7,7,11,11,8,5,5,9,7,3,11,5,8,9,11,11,9,10,9,6,9,8,11,9,9,11,9,11,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<131,4,2,[[1,2,3,4,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,5,6],[1,2,3,4,6,5],[1,2,4,3,6,5]],[1,2,4,3,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,127,1]>,[[580476013118297826423297225144516134997395,0],[970405452540303429208793177019249853569853,0],[1,0]]>,[[[-887797362464051091762781972355446019415713,0],[0,0]],[[-672717961487261090657849680914404679819114,0],[0,0]],[[134725510298615600874880819055807841461807,400826126423258509483846245741561447407602],[0,0]],[[180929107374324380990871661176801515899176,-400826126423258509483846245741561447407602],[0,0]],[[-970405452540303429208793177019249853569805,0],[-1,0]],[[48,0],[1,0]]]>,<509,6,2,[[1,2,3,4,6,5],[1,3,4,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,3,4,2,5,6],[1,4,2,3,5,6],[1,3,4,2,6,5],[1,4,2,3,6,5]],[1,3,4,2,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[507,3,0,1]>,[[-425924738270774988038222851177493799322934352926875073,0,0],[-64286186103464510644072549691152214803345285394921742,0,0],[1,0,0]]>,[[[-309757984281586337529101603390597743835958275184085358,0,0],[0,0,0]],[[-534874728169758362498240322200953256147917843824968228,-334255709403943382453934593385910912240906482045298799,-308349330447899485729958336717050882912727753544011256],[0,0,0]],[[-393158230759560456996091733884258449901120292857064235,313880041775227154089539181953079118796442137620222433,443788936003906709952904708619320967869440293052600141],[0,0,0]],[[-189055278385973839484216392571391660235887415754123486,20375667628716228364395411432831793444464344425076366,-135439605556007224222946371902270084956712539508588885],[0,0,0]],[[64286186103464510644072549691152214803345285394922124,0,0],[-1,0,0]],[[382,0,0],[1,0,0]]]>*] [x,x^2-x+16670,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[131,509],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,131*509,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[131,509],[12,12],1,[1.000000000,1.484277706,1.222584292],<"notfaithful",0>,[6,16]>,<5,131*509,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[-2],[0],[2],[-1]],[[1],[-1],[0],[-1],[1]]],[131,509],[12,13],1,[1.000000000,0.5520067577,0.8743805607],<"5.131_509.6t16.1",1>,[6,16]>,<5,131^2*509^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]]],[131,509],[12,13],1,[0,0,0],<"5.131e2_509e2.12t183.1",1>,[6,16]>,<5,131^4*509^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]],[[1],[-1]]],[131,509],[12,13],1,[0,0,0],<"5.131e4_509e4.12t183.1",1>,[6,16]>,<5,131^3*509^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[1],[1]]],[131,509],[12,13],1,[0,0,0],<"5.131e3_509e3.6t16.1",1>,[6,16]>,<9,131^3*509^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]],[[1],[0],[0],[-2],[0],[0],[1]]],[131,509],[12,13],1,[0,0,0],<"9.131e3_509e3.10t32.1",1>,[6,16]>,<9,131^6*509^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]]],[131,509],[12,13],1,[0,0,0],<"9.131e6_509e6.20t145.1",1>,[6,16]>,<10,131^6*509^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[2],[0],[-2],[-1]],[[1],[-1],[0],[-1],[1]]],[131,509],[12,13],1,[0,0,0],<"10.131e6_509e6.30t176.1",1>,[6,16]>,<10,131^4*509^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[0],[0],[-2],[0],[0],[1]]],[131,509],[12,13],1,[0,0,0],<"10.131e4_509e4.30t176.1",1>,[6,16]>,<16,131^8*509^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]]],[131,509],[12,13],1,[0,0,0],<"16.131e8_509e8.36t1252.1",1>,[6,16]>]
x^4+35*x^2-28 -7^3*191^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 7 [[751045729],[-622814557],[622814557],[-751045729]] 4 [1,5,5,4,3,5,5,4,1,3,4,3,4,2,4,3,5,4,2,3,4,1,4,4,5,4,5,2,2,3,3,4,3,4,2,3,4,1,4,4,3,4,1,2,1,5,2,5,5,4,3,1,5,5,4,2,5,5,2,2,5,5,4,5,4,3,3,3,2,5,5,3,4,3,3,5,3,5,3,5,4,1,1,5,4,3,2,1,5,1,5,5,3,2,2,5,4,4,4,3,3,3,4,3,3,5,4,5,1,4,5,1,3,5,3,2,4,4,1,1,4,1,5,3,5,1,1,4,5,5,3,2,3,1,4,5,5,5,4,1,4,3,2,3,5,5,4,4,4,3,3,5,3,4,3,2,3,4,4,5,3,3,2,5,3,4,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+210,2>,<x^2+4032,3>]*],[*[4],"CYC",0,5*]] [*<2,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-31070,31070,-154075,154075]>,<7,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[3,6,1]>,[[-28,0],[0,0],[35,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[2633258633899995,877752877966665],[0,0],[-3478528592332072,2640122197680357]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-2633258633899995,-877752877966665],[0,0],[3478528592332072,-2640122197680357]]]>,<191,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-238085880759563357233415695929335574545238416,1859074704691187193592573310579947595237679126,1]>,[[-1859074704691187193592573310579947595237679025,-1],[101,1],[-101,-1],[1859074704691187193592573310579947595237679025,1]]>*] [x,x^2-x-334,x^2-x+2,x^2-x+48,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*191,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,191],[1,6,6],1,[1.000000000,1.188532257,1.140242758],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,191],[1,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,191,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,191],[1,3,6],1,[1.000000000,2.955129664,1.525527803],<"notfaithful",0>,[4,3]>,<2,7^2*191,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,7,191],[1,6,7],1,[1.000000000,3.455240987,1.757168900],<"2.7e2_191.4t3.2",1>,[4,3]>]
x^4+14*x^2-135 -2^8*3*5*23^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 109 x-1 5 [[2646235101],[1765262890],[-1765262890],[-2646235101]] 4 [1,1,1,4,5,5,3,3,1,5,3,4,4,5,3,2,4,2,5,5,4,2,3,5,5,5,4,3,1,3,5,4,3,1,4,3,4,4,3,3,4,2,4,4,3,1,1,5,3,1,2,5,3,5,2,2,5,3,5,5,5,2,4,5,5,3,1,5,2,3,1,4,4,4,3,2,4,5,5,2,5,2,4,5,3,2,4,5,5,5,3,4,5,4,1,1,5,5,5,3,4,1,3,5,3,4,2,2,5,2,5,4,3,3,2,5,5,3,3,5,1,4,1,2,2,4,1,5,4,4,2,2,1,4,4,3,2,5,1,4,2,5,5,3,3,4,5,1,2,3,5,5,4,3,5,4,1,4,5,4,1,3,5,5,3,2,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+84,2>,<x^2+19440,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[1,2,3,4],[1,3,2,3],[2,4],[[[2,1,4,3],[4,3,2,1]],[[2,1,4,3]]],20,<[],[1442,6812,302,262124,1]>,[[-39999,-47832,42968,37991],[28809,56132,26282,7449],[-28809,-56132,39254,58087],[39999,47832,22568,27545]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[282691104,0,1]>,[[-1437127909,0],[1437127909,0],[0,387420486],[0,3]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[30565642426185,0,1]>,[[46899772791589,0],[-46899772791589,0],[0,-1],[0,1]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[422610245661222501241328992,-277796070093937099641269465,1]>,[[277796070093937099641269484,-1],[19,1],[-19,-1],[-277796070093937099641269484,1]]>*] [x,x^2-46,x^2-x+4,x^2+690,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23],[6,1,1,6],1,[1.000000000,1.591314213,1.170481953],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,23],[1,6,6,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,2^3*3*5*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23],[6,6,6,6],1,[1.000000000,0.9567871068,0.9874703782],<"notfaithful",0>,[4,3]>,<2,2^5*3*5*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,5,23],[6,7,7,7],1,[1.000000000,1.824033086,1.172876606],<"2.2e5_3_5_23.4t3.5",1>,[4,3]>]
