x^2-x-783 13*241 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-54],[55]] 1 [2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-741,13,1]>,[[-6,-1],[7,1]]>,<241,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13737,241,1]>,[[-120,-1],[121,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[13,241],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,13*241,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[13,241],[3,3],1,[1.000000000,1.063014553,0.8901348598],<"1.13_241.2t1.1",1>,[2,1]>]
x^4-x^3-21*x^2+10*x+100 5^2*1721 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 7 [[5747942],[9152567],[-1146204],[5732867]] 1 [3,5,1,5,1,5,3,2,5,4,2,5,2,3,5,3,4,2,5,4,5,2,3,4,3,1,5,3,4,3,3,4,3,4,1,4,5,3,5,3,1,4,1,3,5,4,4,5,3,2,5,2,4,4,5,3,4,4,3,1,3,3,5,1,3,3,4,3,5,4,3,4,5,3,1,3,4,5,4,2,1,4,4,3,4,5,4,3,4,5,5,1,3,4,2,5,4,4,5,4,5,5,5,2,4,5,5,3,4,4,5,3,3,4,4,4,3,5,3,4,1,5,5,5,4,4,4,2,3,5,4,5,2,5,4,4,5,5,3,4,2,1,5,5,4,2,5,5,4,3,5,2,3,3,5,2,4,1,3,2,3,5,3,4,5,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+10,2>,<x^2-19*x-340,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-430880,402329],[215367,-402329],[-21696,-258906],[237210,258906]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1221171993080,-5867099566195,1]>,[[-8811474825270,-5],[5,5],[-26299282932222,4981234645903],[-3036214898762,-4981234645903]]>,<1721,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-10394959576169540969506228763201303248123398744351507127665264699,-9351690899848292862498597401027660265959818823813101438682667821,1]>,[[20990185928650610857831295053302485284733646854378080030673396537,0],[21611933743000410607678820049643585046380205932793280129092784364,0],[9351690899848292862498597401027660265959818823813101438682668661,-1],[840,1]]>*] [x,x^2-x-1,x^2-x-430,x^2-x-2151,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,1721],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,1721],[3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,1721,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,1721],[1,1,6],1,[1.000000000,1.754221038,1.233085794],<"notfaithful",0>,[4,3]>,<1,5*1721,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,1721],[3,6,6],1,[1.000000000,1.389528454,0.9333646588],<"notfaithful",0>,[4,3]>,<2,5*1721,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,5,1721],[3,6,6],1,[1.000000000,1.404609975,1.105120392],<"2.5_1721.4t3.1",1>,[4,3]>]
x^6-x^5-2*x^2-3*x-1 2^2*3^4*1087 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 59 x^2+58*x+2 5 [[-250984812,208884652],[-59557028,0],[132086871,174815325],[-212581545,-208884652],[1738207,-174815325],[-325625991,0]] 4 [8,6,10,5,7,11,9,7,7,10,9,11,9,10,9,10,4,11,7,10,9,3,11,8,10,4,10,11,5,3,4,7,7,10,11,10,5,11,7,6,6,9,10,8,11,9,8,8,10,4,10,8,9,9,7,7,9,10,9,11,9,3,10,10,11,7,7,10,9,11,8,5,8,10,5,8,9,9,6,10,10,7,9,7,9,4,11,11,7,7,7,11,10,8,8,9,10,9,7,7,9,11,8,8,8,8,8,10,10,9,5,4,8,8,5,11,9,9,8,9,7,9,9,9,8,9,11,10,8,8,7,7,9,7,11,11,10,10,11,11,6,10,7,7,9,11,9,10,7,11,7,11,10,9,10,10,7,11,9,10,4,9,9,10,10,11,11,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,7,7],[2],[[[1,2,3,4,6,5]]],20,<<[],[1,1,0,0,1]>,[[304710,0,0,0],[442206,0,0,0],[1,0,0,0]]>,[[[-250768,-49924,279446,-481759],[0,0,0,0]],[[-77524,-201894,92183,-250767],[0,0,0,0]],[[-122990,105109,-141486,38137],[0,0,0,0]],[[-155089,146709,-230143,-354187],[0,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[82083,0,0,0],[-1,0,0,0]]]>,<3,9,3,[[1,2,3,6,4,5],[3,1,2,4,5,6]],[[1,2,3,4,5,6],[3,1,2,4,5,6],[2,3,1,4,5,6],[1,2,3,6,4,5],[1,2,3,5,6,4],[3,1,2,6,4,5],[2,3,1,5,6,4],[2,3,1,6,4,5],[3,1,2,5,6,4]],[3,1,2,4,5,6],[1,6,6,6,6,5,5,5,5],[2],[[[1,2,3,6,4,5]]],20,<<[],[1,2,0,1]>,[[-67442712,0,0],[1733690394,0,0],[-974744643,0,0],[1,0,0]]>,[[[1319020851,1241621050,-510440401],[0,0,0],[0,0,0]],[[-1270429083,954897035,-709135651],[0,0,0],[0,0,0]],[[-1023336413,1290266316,1219576052],[0,0,0],[0,0,0]],[[1,0,0],[1,0,0],[0,0,0]],[[322906369,0,0],[25343797,0,0],[150087617,0,0]],[[-510423191,0,0],[-25343798,0,0],[237332872,0,0]]]>,<1087,4,2,[[1,2,3,4,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,5,6],[1,2,3,4,6,5],[1,2,4,3,6,5]],[1,2,4,3,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,1085,1]>,[[-1240998170397153721170096080413112156882707994071323437688106,0],[401219519946367554911923944130443040842930821801959368128006,0],[1,0]]>,[[[572254181187293696102659280423650677796293309975631948793995,0],[0,0]],[[-1879502072097423799502909026694936722788569256385403448999112,0],[0,0]],[[2451609325328280743579579102282173525072123787561837295564022,-2426559046826232705376355862306569189776986147811761472898313],[0,0]],[[-743141914471783085267405411880444439236917019350106427232470,2426559046826232705376355862306569189776986147811761472898313],[0,0]],[[-401219519946367554911923944130443040842930821801959368127220,0],[-1,0]],[[786,0],[1,0]]]>*] [x,x^2-1087,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1087],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,2^2*1087,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,1087],[12,1,12],1,[1.000000000,1.631702182,1.114797364],<"notfaithful",0>,[6,16]>,<5,2^2*3^4*1087,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-2],[0],[2],[-1]]],[2,3,1087],[12,13,14],1,[1.000000000,0.6033087523,0.9317550248],<"5.2e2_3e4_1087.6t16.1",1>,[6,16]>,<5,2^4*3^8*1087^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,3,1087],[12,13,14],1,[0,0,0],<"5.2e4_3e8_1087e2.12t183.1",1>,[6,16]>,<5,2^8*3^4*1087^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]],[[1],[0],[0],[-1]]],[2,3,1087],[12,13,12],1,[0,0,0],<"5.2e8_3e4_1087e4.12t183.1",1>,[6,16]>,<5,2^6*3^8*1087^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,1087],[12,13,12],1,[0,0,0],<"5.2e6_3e8_1087e3.6t16.1",1>,[6,16]>,<9,2^6*3^12*1087^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]],[[1],[0],[0],[-1]],[[1],[-2],[-1],[4],[-1],[-2],[1]]],[2,3,1087],[12,13,14],1,[0,0,0],<"9.2e6_3e12_1087e3.10t32.1",1>,[6,16]>,<9,2^12*3^12*1087^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[2,3,1087],[12,13,14],1,[0,0,0],<"9.2e12_3e12_1087e6.20t145.1",1>,[6,16]>,<10,2^12*3^12*1087^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[-1],[1]],[[1],[2],[0],[-2],[-1]]],[2,3,1087],[12,13,14],1,[0,0,0],<"10.2e12_3e12_1087e6.30t176.1",1>,[6,16]>,<10,2^8*3^12*1087^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[-3],[0],[3],[0],[-1]]],[2,3,1087],[12,13,14],1,[0,0,0],<"10.2e8_3e12_1087e4.30t176.1",1>,[6,16]>,<16,2^16*3^24*1087^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]]],[2,3,1087],[12,13,14],1,[0,0,0],<"16.2e16_3e24_1087e8.36t1252.1",1>,[6,16]>]
