x^2-x-15755 3*7*3001 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[895],[-894]] 1 [2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-15753,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-15743,7,1]>,[[-3,-1],[4,1]]>,<3001,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2235745,3001,1]>,[[-1500,-1],[1501,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,3001],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*3001,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,3001],[3,3,3],1,[1.000000000,0.9499386299,0.8380689303],<"1.3_7_3001.2t1.1",1>,[2,1]>]
x^6-2*x^5+x^3-2*x+1 5*13^4 2 2 24 "C2*A4" [[3,1,2,5,6,4],[1,2,4,3,5,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[6,2,3,4,5,1]>,<2,3,[6,5,3,4,2,1]>,<3,4,[3,1,2,5,6,4]>,<3,4,[2,3,1,6,4,5]>,<6,4,[4,1,2,5,6,3]>,<6,4,[2,3,6,1,4,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[2,2,2],[3,3],[6]] 31 x^2+29*x+3 5 [[-7980345,1327696],[13688325,1858087],[-994401,0],[-3921303,0],[-11567047,-1858087],[10774773,-1327696]] 4 [8,8,3,7,6,7,7,5,8,6,4,8,6,7,3,3,5,5,8,5,3,4,3,6,7,6,3,8,4,7,8,4,7,5,5,4,2,7,8,7,6,4,5,8,8,5,6,8,7,4,2,1,5,5,8,8,5,6,7,4,8,7,3,4,3,3,5,3,7,6,8,1,8,7,6,7,4,7,6,5,6,1,6,7,6,3,5,8,5,3,3,6,7,6,4,7,6,1,8,4,3,8,7,6,4,2,8,2,4,6,7,8,7,4,5,5,7,8,8,5,6,8,3,7,6,4,5,5,3,3,6,8,6,8,5,6,7,7,7,6,1,6,7,2,6,5,3,3,4,2,7,6,3,8,8,4,5,5,3,4,8,7,3,5,8,3,6,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^2>,[<x^4-14*x^3+85*x^2-227*x+239,5>,<x^4+12*x^3+59*x^2+163*x+226,6>]*],[*[6],"RES",<[1],x^2>,[<x^4-14*x^3+85*x^2-277*x+414,7>,<x^4+12*x^3+59*x^2+113*x+76,8>]*]] [*<5,4,2,[[1,2,3,4,6,5],[4,2,3,1,5,6]],[[1,2,3,4,5,6],[4,2,3,1,5,6],[1,2,3,4,6,5],[4,2,3,1,6,5]],[4,2,3,1,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,4,1]>,[[-32787847333885,0],[39486753986845,0],[1,0]]>,[[[-47490862727357,41887759503158],[0,0]],[[27011193022248,0],[0,0]],[[-11093970489938,0],[0,0]],[[-24307037458739,-41887759503158],[0,0]],[[-39486753986841,0],[-1,0]],[[4,0],[1,0]]]>,<13,6,3,[[5,6,4,1,2,3]],[[1,2,3,4,5,6],[6,4,5,2,3,1],[2,3,1,5,6,4],[3,1,2,6,4,5],[5,6,4,1,2,3],[4,5,6,3,1,2]],[5,6,4,1,2,3],[1,2,6,5,7,8],[1],[[[2,3,1,5,6,4]]],20,<<[],[2,12,1]>,[[375248833151719996820,-9149464415341347829407],[3244776757112443277426,-6482313877603013029385],[-4142860476042103551125,-7025464670967283738106],[1,0]]>,[[[-4568483567097631723647,3872526793844176613906],[-405722467806457513625,193974665484743339430],[-160426498382783061235,-263293032475961855689]],[[12,7],[1,0],[0,0]],[[8711344043139735274796,3152937877123107124214],[405722467806457513624,-193974665484743339430],[160426498382783061235,263293032475961855689]],[[-4503253380087019660057,8394676843105180761451],[410460021936690663025,139714759752938984324],[-543826230610133813736,-477926966942346360503]],[[3203805862032061550894,3440506400403360671584],[-493264077546383076579,113572618839404098141],[-615028809732165643046,360109957043057752687]],[[-2843412957987145441996,144315860404974267639],[82804055609692413554,-253287378592343082465],[-303065250033146653895,117817009899288607816]]]>*] [x,x^2-x-1,x^3-x^2-4*x-1,x^6-x^5-12*x^4+13*x^3+19*x^2-10*x-5,x^6-x^5-12*x^4+13*x^3+19*x^2-10*x-5,x^3-x^2-4*x-1,x^4-x^3-3*x+4,0] [1,2,2,4,6,3,4,8] <[1],[2],[3,6],[4,5],[7],[8]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,6]>,<1,5,1,[[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,11,13],[2,9,1,2],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,6]>,<1,13,3,[[1,0],[1,0],[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,11,13],[6,1,6,9],0,[0.2526204075+0.9675654653*i,0.5663299165+0.3150964448*i,0.8121434926+0.2232040771*i],<"notfaithful",0>,[6,6]>,<1,5*13,3,[[1,0],[-1,0],[-1,0],[1,0],[-1,-1],[0,1],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,11,13],[8,9,6,9],0,[-0.2526204075-0.9675654653*i,1.050035277-0.8363578568*i,1.117217324-0.3695519100*i],<"notfaithful",0>,[6,6]>,<1,5*13,3,[[1,0],[-1,0],[-1,0],[1,0],[0,1],[-1,-1],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[2,5,11,13],[8,9,6,9],0,[-0.2526204075+0.9675654653*i,1.050035277+0.8363578568*i,1.117217324+0.3695519100*i],<"notfaithful",0>,[6,6]>,<1,13,3,[[1,0],[1,0],[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,5,11,13],[6,1,6,9],0,[0.2526204075-0.9675654653*i,0.5663299165-0.3150964448*i,0.8121434926-0.2232040771*i],<"notfaithful",0>,[6,6]>,<3,5^2*13^2,1,[[3],[3],[-1],[-1],[0],[0],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,5,11,13],[5,9,5,10],1,[1.000000000,0.9553493349,0.9815388607],<"notfaithful",0>,[6,6]>,<3,5*13^2,1,[[3],[-3],[1],[-1],[0],[0],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[1]],[[1],[0],[0],[1]],[[1],[0],[-1]],[[1],[1]]],[2,5,11,13],[7,9,5,10],1,[1.000000000,0.8215189892,0.9787708789],<"3.5_13e2.6t6.1",1>,[6,6]>]
x^4-2*x^3+20*x^2-19*x+102 47^2*173 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[30334124],[11014473],[-11014472],[-30334123]] 3 [4,4,5,4,5,3,4,5,3,3,3,1,3,3,3,4,4,4,3,4,3,4,2,1,4,4,4,5,3,3,5,4,3,3,2,3,2,3,3,4,3,5,4,5,1,5,3,5,3,3,3,4,4,1,3,1,2,4,4,5,4,5,4,3,3,3,2,2,2,5,4,3,3,5,1,2,3,1,2,5,3,5,2,5,4,5,5,4,5,3,3,2,4,4,5,3,3,4,1,1,5,3,5,5,1,5,5,5,5,4,3,4,4,2,5,3,2,4,4,1,1,5,3,2,3,3,4,4,3,2,2,3,5,5,4,2,2,3,5,3,2,5,4,2,3,5,4,5,3,4,5,3,4,3,4,4,3,1,5,4,4,3,4,3,4,3,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-19,2>,<x^2+36*x-1233,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[248083275,0],[-248083274,0],[-232157662,348973071],[232157663,-348973071]]>,<47,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,45,1]>,[[-477864788579607859952709805564337,1194591475060177133566167621845811],[-1282658499426060795059278824859847,-364414679081417791941606615698407],[1,0]]>,[[[1282658499426060795059278824859879,364414679081417791941606615698446],[-1,0]],[[32,39],[1,0]],[[-31,-39],[-1,0]],[[-1282658499426060795059278824859878,-364414679081417791941606615698446],[1,0]]]>,<173,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,169,1]>,[[-54442593912970123551638478271658298688135545,0],[173,0],[1,0]]>,[[[85938649259570284466175760987103835467165238,-132059044007003013250376566791347955409990156],[0,0]],[[-85938649259570284466175760987103835467165237,132059044007003013250376566791347955409990156],[0,0]],[[-86,0],[-1,0]],[[87,0],[1,0]]]>*] [x,x^2-x+12,x^2-x-43,x^2-x+2033,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,47,173],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,47,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,47,173],[1,6,1],1,[1.000000000,2.291241928,1.447558489],<"notfaithful",0>,[4,3]>,<1,173,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,47,173],[4,1,6],1,[1.000000000,0.3909108412,0.6766361381],<"notfaithful",0>,[4,3]>,<1,47*173,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,47,173],[3,6,6],1,[1.000000000,0.4180797553,0.7315176128],<"notfaithful",0>,[4,3]>,<2,47*173,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,47,173],[3,6,6],1,[1.000000000,1.460897313,1.079535020],<"2.47_173.4t3.1",1>,[4,3]>]
x^4+1204*x^2+181202 2^11*7^2*43^2 0 2 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 23 x-1 8 [[12817854325],[35381544034],[-35381544034],[-12817854325]] 2 [1,3,3,1,4,3,2,3,1,3,1,4,1,3,1,3,3,4,3,2,2,2,4,2,2,4,2,4,4,2,2,3,1,3,4,2,4,4,2,3,4,4,1,1,3,1,4,2,3,4,1,2,1,3,1,2,3,1,4,2,3,4,4,2,2,4,3,1,3,4,2,1,1,4,4,2,4,3,1,2,3,4,2,1,2,4,2,1,3,1,3,1,1,3,4,1,3,2,4,4,3,4,4,2,3,1,4,1,1,2,2,3,2,3,2,2,4,1,3,3,4,2,3,4,3,4,3,1,1,4,4,2,1,4,2,2,3,4,3,2,4,3,1,4,4,1,4,1,4,1,4,2,3,1,4,1,1,1,2,3,3,1,1,3,1,1,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x+724808,3>,<x-724808,4>]*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,4,3],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[181202,0,1204,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,131069,0,67931],[0,3,0,63141]]>,<7,2,2,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[1,2,3,4],[1,2],[1],[[[4,3,2,1]]],20,<[],[-31070912330454584,0,1]>,[[0,-1],[0,-275475214363043],[0,275475214363043],[0,1]]>,<43,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,3,4],[1],[[[3,4,1,2]]],20,<<[],[3,42,1]>,[[208266527386277674825198780954352,143362073050031674355787562377036],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[-101968246426084686720211635005,-28912710170146705159231107062]],[[0,0],[1,0]],[[0,0],[101968246426084686720211635005,28912710170146705159231107062]]]>*] [x,0,x^2-2,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^4*7*43,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,7,43],[5,5,5],0,[0.9238795325-0.3826834324*i,0.7790666550+0.4612913742*i,0.9812072823+0.1499497208*i],<"1.2e4_7_43.4t1.1",1>,[4,1]>,<1,2^3,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,43],[5,1,3],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,1]>,<1,2^4*7*43,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,43],[5,5,5],0,[0.9238795325+0.3826834324*i,0.7790666550-0.4612913742*i,0.9812072823-0.1499497208*i],<"1.2e4_7_43.4t1.1",2>,[4,1]>]
x^5-4*x^3-32*x^2+92*x+160 2^11*7^2*43^2 1 2 20 "F5" [[5,3,4,1,2],[5,4,3,2,1],[4,1,3,5,2]] [<1,1,[1,2,3,4,5]>,<2,5,[5,4,3,2,1]>,<4,5,[4,1,3,5,2]>,<4,5,[2,5,3,1,4]>,<5,4,[5,3,4,1,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 17 x^2+16*x+3 12 [[176513751861035,98495626083112],[-193679596199497,100685585226896],[-274502353741514,0],[-56782248140550,-100685585226896],[-234171791009235,-98495626083112]] 2 [1,3,3,1,4,3,2,3,5,3,1,4,5,3,5,3,3,4,3,2,2,2,4,2,2,4,2,4,4,2,2,3,5,3,4,2,4,4,2,3,4,4,5,5,3,5,4,2,3,4,5,2,5,3,1,2,3,5,4,2,3,4,4,2,2,4,3,5,3,4,2,5,5,4,4,2,4,3,5,2,3,4,2,5,2,4,2,5,3,5,3,5,5,3,4,5,3,2,4,4,3,4,4,2,3,5,4,5,5,2,2,3,2,3,2,2,4,5,3,3,4,2,3,4,3,4,3,5,5,4,4,2,5,4,2,2,3,4,3,2,4,3,1,4,4,5,4,1,4,1,4,2,3,1,4,5,5,5,2,3,3,5,5,3,1,5,5,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+912*x^3-99968*x^2-121792064*x+18277433344,3>,<x^5+912*x^3+362368*x^2+1497536*x-461352960,4>]*],[*[5],"CYC",0,5*]] [*<2,4,4,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,2,3,4,5],[1,2,3,4],[3,5],[[[1,5,4,2,3]],[[1,3,2,5,4]]],20,<[],[2174,11208,38680,40056,1]>,[[-3608,131072,0,0],[-11240,2776,12401,8689],[-24236,7664,24909,8395],[-30300,28998,21225,28061],[3848,26098,7001,20391]]>,<7,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[21288212509104926,-2977626787074247,1]>,[[1319380146226720,0],[1755626622782183,-5351635315747491],[5346261629289991,5351635315747491],[2977626787074248,-1],[1,1]]>,<43,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[3,42,1]>,[[-586375247315089204543721019337,119597126946115293247262055381085],[-214426547457168011829081083985013,170560244581521738120036476227501],[1,0]]>,[[[-119484682899882393642787425619052,0],[0,0]],[[214426547457168011829081083985038,-170560244581521738120036476227476],[-1,0]],[[25,25],[1,0]],[[100932511277369131997231093671192,224333132561922499830082493425688],[-835704033496203385350101456677,-3957667970963239835672189186016]],[[-195874375834654750183524752037203,-53772887980400761710046017198237],[835704033496203385350101456677,3957667970963239835672189186016]]]>*] [x,x^2-2,x^4+1204*x^2+181202,x^4+1204*x^2+181202,0] [1,2,4,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,43],[6,1,3],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,3]>,<1,2^4*7*43,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,7,43],[6,6,6],0,[0.9238795325+0.3826834324*i,0.7790666550-0.4612913742*i,0.9812072823-0.1499497208*i],<"notfaithful",0>,[5,3]>,<1,2^4*7*43,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,7,43],[6,6,6],0,[0.9238795325-0.3826834324*i,0.7790666550+0.4612913742*i,0.9812072823+0.1499497208*i],<"notfaithful",0>,[5,3]>,<4,2^11*7^2*43^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]],[[1],[0],[-1]]],[2,7,43],[6,7,8],1,[0,0,0],<"4.2e11_7e2_43e2.5t3.1",1>,[5,3]>]
x^4+7*x^2-15*x+1 -3^2*5*1259 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 197 x-1 5 [[69010098803],[19761598840],[27563019923],[-116334717566]] 3 [4,3,3,5,3,4,5,3,5,5,5,5,5,5,2,5,3,4,3,2,3,4,5,3,5,4,4,3,2,5,3,5,2,4,4,4,5,4,3,4,4,5,4,5,1,3,5,1,3,5,4,3,2,5,3,4,3,5,2,3,4,5,3,3,2,3,5,2,5,5,5,5,3,1,4,4,3,4,4,4,4,4,5,4,4,4,4,3,3,5,2,4,4,5,3,2,4,3,5,5,2,4,4,4,3,3,5,3,4,5,5,4,5,2,5,3,2,4,5,1,3,5,3,4,4,5,3,5,5,2,3,4,3,4,4,4,3,4,4,2,3,4,4,2,4,3,4,5,3,5,3,4,4,3,4,4,5,5,3,2,4,3,2,4,4,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1291943685,0],[736579176,0],[1,0]]>,[[[-736579174,0],[-1,0]],[[2,0],[1,0]],[[1384805140,1016515554],[77859515,77859515]],[[-648225968,-1016515554],[-77859515,-77859515]]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[14283884632415,0],[-45099182264900,0],[1,0]]>,[[[109989387958,-7743696067920],[0,0]],[[-7062198996612,7743696067920],[0,0]],[[45099182264902,0],[-1,0]],[[2,0],[1,0]]]>,<1259,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,1258,1]>,[[14564448058061780490093468681907580026691725534026936841797084,0],[-48136851201851995153928769818424935087556787764322903722238167,0],[1,0]]>,[[[-27733667837749517025958163098243708311690675341758756619525966,18537594916007687050642037693173472014201129683549818341559339],[0,0]],[[-20403183364102478127970606720181226775866112422564147102713795,-18537594916007687050642037693173472014201129683549818341559339],[0,0]],[[48136851201851995153928769818424935087556787764322903722238964,0],[-1,0]],[[797,0],[1,0]]]>*] [x,x^2-x+1574,x^3-17*x-31,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,1259],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,5*1259,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,1259],[3,6,6],1,[1.000000000,0.9503055096,1.158785510],<"notfaithful",0>,[4,5]>,<2,5*1259,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,5,1259],[3,6,6],1,[1.000000000,0.7777395737,0.7998332475],<"notfaithful",0>,[4,5]>,<3,3^2*5^2*1259^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[3,5,1259],[6,6,6],1,[0,0,0],<"3.3e2_5e2_1259e2.6t8.1",1>,[4,5]>,<3,3^2*5*1259,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[3,5,1259],[6,7,7],1,[1.000000000,1.368781739,1.122665787],<"3.3e2_5_1259.4t5.1",1>,[4,5]>]
