x^2-x-789 7*11*41 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[111],[-110]] 1 [2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-777,7,1]>,[[-3,-1],[4,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-759,11,1]>,[[-5,-1],[6,1]]>,<41,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-369,41,1]>,[[-20,-1],[21,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,11,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*11*41,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,11,41],[3,3,3],1,[1.000000000,0.7785008702,0.8573026030],<"1.7_11_41.2t1.1",1>,[2,1]>]
x^4-2*x^3+5*x^2-4*x-85 -5*11*89^2 2 1 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[-3499739],[3499740],[-8902979],[8902980]] 4 [2,5,1,3,4,3,1,5,5,5,3,5,5,3,4,4,3,5,4,2,1,4,3,3,4,5,5,1,4,5,3,4,5,4,5,5,4,5,1,2,1,3,3,3,3,1,5,4,1,3,1,5,5,2,4,2,1,4,2,5,2,3,1,1,5,4,2,3,2,5,5,5,4,2,3,5,3,5,1,4,3,3,5,5,5,4,2,3,4,4,4,4,4,5,3,3,1,3,1,5,3,3,3,5,5,5,4,3,3,4,1,2,5,2,2,1,4,5,5,4,3,2,3,5,1,4,3,3,5,1,5,3,2,4,4,4,5,3,4,4,4,4,4,3,3,3,3,3,3,5,3,2,5,3,4,2,5,2,2,5,4,3,3,2,4,4,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-4,2>,<x^2+6*x+1384,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[119196,238391],[200354,-123581],[-119195,-238391],[-200353,123581]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-918412256680,5,1]>,[[-8269505275240,0],[8269505275241,0],[13,5],[-12,-5]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-308489172716359263805,0],[11,0],[1,0]]>,[[[-121710328887696749339,253547046717469504132],[0,0]],[[121710328887696749340,-253547046717469504132],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<89,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,82,1]>,[[196287120475969310546804279692200146126,396301821251750676007597522620418629413],[57004869834910667293759579936110207964,143678117477561279387850167229003857879],[1,0]]>,[[[-57004869834910667293759579936110207955,-143678117477561279387850167229003857856],[-1,0]],[[9,23],[1,0]],[[-8,-23],[-1,0]],[[57004869834910667293759579936110207956,143678117477561279387850167229003857856],[1,0]]]>*] [x,x^2-x-22,x^2-x+14,x^2-x+1224,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,89],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,89,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,11,89],[1,1,1,6],1,[1.000000000,1.464441402,1.222497768],<"notfaithful",0>,[4,3]>,<1,5*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,11,89],[1,6,6,1],1,[1.000000000,1.694449068,1.228569278],<"notfaithful",0>,[4,3]>,<1,5*11*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,11,89],[1,6,6,6],1,[1.000000000,2.873779872,1.473614511],<"notfaithful",0>,[4,3]>,<2,5*11*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,11,89],[2,6,7,7],1,[1.000000000,0.5324332459,0.6580534917],<"2.5_11_89.4t3.7",1>,[4,3]>]
x^4-2*x^3-17*x^2+18*x-8 -5*11*89^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 173 x-1 5 [[-52687762386],[73234245553],[-73234245552],[52687762387]] 4 [1,5,1,3,4,3,2,5,5,5,3,5,5,3,4,4,3,5,4,2,2,4,3,3,4,5,5,2,4,5,3,4,5,4,5,5,4,5,2,1,1,3,3,3,3,1,5,4,2,3,2,5,5,2,4,1,1,4,1,5,1,3,2,1,5,4,2,3,1,5,5,5,4,1,3,5,3,5,1,4,3,3,5,5,5,4,2,3,4,4,4,4,4,5,3,3,1,3,2,5,3,3,3,5,5,5,4,3,3,4,2,1,5,2,2,1,4,5,5,4,3,1,3,5,1,4,3,3,5,2,5,3,2,4,4,4,5,3,4,4,4,4,4,3,3,3,3,3,3,5,3,2,5,3,4,2,5,2,1,5,4,3,3,2,4,4,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+18,2>,<x^2-38*x+416,3>]*],[*[4],"CYC",0,5*]] [*<2,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[188204,249270,-188203,-249269]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[22960306417155,5,1]>,[[16708200709494,0],[-16708200709493,0],[-2,-1],[3,1]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-308489172716359263816,0],[11,0],[1,0]]>,[[[-306504794800876753044,104641485751909501759],[0,0]],[[306504794800876753045,-104641485751909501759],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<89,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,82,1]>,[[156400041108544981501502332153008080396,-14171939116453342391125255927869006424],[65574619647123258229212576987012519108,-22115244832773830236718787863947043924],[1,0]]>,[[[-65574619647123258229212576987012519104,22115244832773830236718787863947044012],[-1,0]],[[4,88],[1,0]],[[-3,-88],[-1,0]],[[65574619647123258229212576987012519105,-22115244832773830236718787863947044012],[1,0]]]>*] [x,x^2-x-22,x^2-x+14,x^2-x+1224,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,89],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,89,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,11,89],[1,1,1,6],1,[1.000000000,1.464441402,1.222497768],<"notfaithful",0>,[4,3]>,<1,5*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,11,89],[1,6,6,1],1,[1.000000000,1.694449068,1.228569278],<"notfaithful",0>,[4,3]>,<1,5*11*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,11,89],[1,6,6,6],1,[1.000000000,2.873779872,1.473614511],<"notfaithful",0>,[4,3]>,<2,5*11*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,11,89],[1,6,7,7],1,[1.000000000,3.522919066,1.800842953],<"2.5_11_89.4t3.8",1>,[4,3]>]
x^4-21*x^2+212 11^2*37^2*53 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 13 x-1 7 [[-19306063],[11765369],[-11765369],[19306063]] 3 [4,4,5,3,1,1,2,4,5,2,5,3,5,1,1,4,3,4,4,4,5,4,5,3,3,5,5,3,4,3,5,1,4,5,3,5,4,3,4,5,5,4,5,4,3,3,3,2,2,2,5,4,1,5,5,5,2,3,4,2,4,3,3,3,5,1,3,5,2,5,5,5,2,5,4,5,5,4,5,2,4,5,1,2,2,4,3,4,1,5,3,4,3,5,5,4,4,1,1,1,2,4,4,4,5,3,3,3,2,5,2,5,4,2,5,4,3,3,3,5,3,3,5,3,4,4,5,4,3,3,5,3,2,3,5,4,4,5,5,4,3,5,1,4,5,1,4,2,3,2,3,4,5,5,3,3,4,2,3,3,3,3,2,2,5,2,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-126,2>,<x^2-30528,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-28854,-57708],[28854,57708],[237601,0],[-237601,0]]>,<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[261141095684757173611,-223290770872245410565,1]>,[[223290770872245410572,-1],[7,1],[-7,-1],[-223290770872245410572,1]]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[8151351154865490420072403948800,7913288718108037021914830830403],[-2032329596778959162347884020405,6883641741607686937641417267538],[1,0]]>,[[[2032329596778959162347884020429,-6883641741607686937641417267513],[-1,0]],[[24,25],[1,0]],[[-24,-25],[-1,0]],[[-2032329596778959162347884020429,6883641741607686937641417267513],[1,0]]]>,<53,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,49,1]>,[[-8603259615272018710534066413799508,0],[0,0],[1,0]]>,[[[-8636692868112212283278348312677737,-9715465206100969353437437376826561],[0,0]],[[8636692868112212283278348312677737,9715465206100969353437437376826561],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-x+102,x^2-x-13,x^2-x+5393,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,37,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11*37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,37,53],[1,6,6,1],1,[1.000000000,2.491567462,1.428759036],<"notfaithful",0>,[4,3]>,<1,53,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,37,53],[4,1,1,6],1,[1.000000000,0.5400249451,0.7162159234],<"notfaithful",0>,[4,3]>,<1,11*37*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,37,53],[3,6,6,6],1,[1.000000000,0.6844862235,0.7434045959],<"notfaithful",0>,[4,3]>,<2,11*37*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,11,37,53],[3,6,7,7],1,[1.000000000,1.601521092,1.091458110],<"2.11_37_53.4t3.10",1>,[4,3]>]
x^4-2*x^3+60*x^2-59*x+972 11^2*37^2*53 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 6 [[-224872984],[-220217634],[220217635],[224872985]] 3 [4,4,5,3,1,2,1,4,5,1,5,3,5,2,1,4,3,4,4,4,5,4,5,3,3,5,5,3,4,3,5,2,4,5,3,5,4,3,4,5,5,4,5,4,3,3,3,2,1,2,5,4,2,5,5,5,2,3,4,1,4,3,3,3,5,1,3,5,1,5,5,5,2,5,4,5,5,4,5,1,4,5,2,2,1,4,3,4,2,5,3,4,3,5,5,4,4,1,2,2,1,4,4,4,5,3,3,3,2,5,1,5,4,2,5,4,3,3,3,5,3,3,5,3,4,4,5,4,3,3,5,3,2,3,5,4,4,5,5,4,3,5,1,4,5,1,4,1,3,2,3,4,5,5,3,3,4,2,3,3,3,3,1,2,5,2,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-59,2>,<x^2+116*x-11953,3>]*],[*[4],"CYC",0,5*]] [*<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-93046349469840952273,-28492718927530827178,1]>,[[28492718927530827185,-1],[7,1],[-6,-1],[-28492718927530827184,1]]>,<17,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1659336387497236834814750,1659336387497236834814751,-52814078544119208364662,52814078544119208364663]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[1723110412647108176487127828895,-11403159194898577366471035891176],[-3325825894783281310303239146035,9607973319505747259181850749240],[1,0]]>,[[[3325825894783281310303239146070,-9607973319505747259181850749211],[-1,0]],[[35,29],[1,0]],[[-34,-29],[-1,0]],[[-3325825894783281310303239146069,9607973319505747259181850749211],[1,0]]]>,<53,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,49,1]>,[[-8603259615272018710534066413798766,0],[53,0],[1,0]]>,[[[15171000567339692532230588704893518,-12488901468839447309962605129898314],[0,0]],[[-15171000567339692532230588704893517,12488901468839447309962605129898314],[0,0]],[[-26,0],[-1,0]],[[27,0],[1,0]]]>*] [x,x^2-x+102,x^2-x-13,x^2-x+5393,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[11,17,37,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11*37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[11,17,37,53],[6,1,6,1],1,[1.000000000,2.491567462,1.428759036],<"notfaithful",0>,[4,3]>,<1,53,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[11,17,37,53],[1,1,1,6],1,[1.000000000,0.5400249451,0.7162159234],<"notfaithful",0>,[4,3]>,<1,11*37*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[11,17,37,53],[6,1,6,6],1,[1.000000000,0.6844862235,0.7434045959],<"notfaithful",0>,[4,3]>,<2,11*37*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[11,17,37,53],[6,1,7,7],1,[1.000000000,1.545556099,1.083437120],<"2.11_37_53.4t3.12",1>,[4,3]>]
x^5-2*x^4-104*x^2+484*x-1016 2^4*13^2*593^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 9 [[-1174367574,985925650],[223903678,0],[642987136,915335628],[-1048466878,-915335628],[-1002004051,-985925650]] 2 [1,3,4,2,2,1,4,4,2,1,3,2,3,4,2,1,3,2,2,4,2,2,1,4,2,3,1,3,2,3,1,4,3,2,4,2,3,3,2,2,2,2,2,2,3,3,2,2,4,2,2,2,3,2,3,4,4,2,1,2,3,1,3,2,4,4,2,4,2,4,2,2,2,3,2,2,2,2,1,2,1,1,4,2,2,3,2,2,2,4,4,2,3,3,2,1,2,3,2,4,2,2,2,2,1,2,2,1,4,4,3,3,3,2,3,2,3,4,4,2,2,2,3,2,4,2,2,4,4,2,3,2,2,2,2,1,4,4,2,2,4,4,1,2,4,1,2,4,4,3,2,3,3,3,2,4,2,2,2,3,2,2,2,2,4,2,3,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-55258112,4>,<x+55258112,3>]*]] [*<2,2,2,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,2,3,4,5],[1,2],[2],[[[1,5,4,3,2]]],20,<[],[6198,-518254,1]>,[[-8762,0],[0,1],[-21252,28653],[-29486,4115],[-6034,32767]]>,<7,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[3,6,1]>,[[9955795084826050,0],[-34122252175547565,-18834417760437058],[-908011910537218,18834417760437058],[3935689223295040,2832265833575129],[-1659010592782591,-2832265833575129]]>,<13,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1503348636607349802465,461365700408610441587,1]>,[[2735400145122506196809,0],[-461365700408610441577,-1],[10,1],[7563031923947281949285,-7941399549827426351],[9167897406219621734276,7941399549827426351]]>,<593,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[5543853754842075907407172837333752270902317862265960528,12572181949298501203772901909405573272167891208620214803,1]>,[[-2020772132930149534646996707954835410703799859837827913,0],[-12572181949298501203772901909405573272167891208620214278,-1],[525,1],[12504006585760703591996387188508787536055196281117316317,-19558239855152413431528463069674066854571397179296516],[2088947496467947146423511428851621146816494787340725351,19558239855152413431528463069674066854571397179296516]]>*] [x,x^2+7709,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13,593],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^2*13*593,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,7,13,593],[5,2,5,5],1,[1.000000000,1.789043310,1.147035676],<"notfaithful",0>,[5,2]>,<2,2^2*13*593,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,7,13,593],[5,2,5,5],1,[1.000000000,1.565378801,1.157282397],<"2.2e2_13_593.5t2.1",1>,[5,2]>,<2,2^2*13*593,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,7,13,593],[5,2,5,5],1,[1.000000000,1.721510174,1.324907865],<"2.2e2_13_593.5t2.1",2>,[5,2]>]
