x^2-x-250 7*11*13 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-250],[251]] 1 [1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-238,7,1]>,[[-3,-1],[4,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-220,11,1]>,[[-5,-1],[6,1]]>,<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-208,13,1]>,[[-6,-1],[7,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,11,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*11*13,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,11,13],[3,3,3],1,[1.000000000,1.841773960,1.251533080],<"1.7_11_13.2t1.1",1>,[2,1]>]
x^3+20*x-12 -2^2*2243 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[46523],[-6504],[-40019]] 2 [2,1,2,3,1,2,3,2,2,2,3,2,2,3,2,3,2,3,3,1,2,2,3,3,3,1,1,3,3,2,2,2,2,3,2,3,2,1,2,1,2,2,3,2,3,3,3,3,3,2,2,3,2,1,3,3,2,1,1,3,2,2,2,3,3,3,3,2,2,2,2,1,2,2,2,1,3,2,2,2,2,3,2,3,3,3,3,3,1,3,3,2,2,2,2,2,3,2,2,3,3,1,3,1,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,2,2,3,2,3,2,1,1,3,1,2,2,3,3,1,3,1,2,1,2,1,2,2,1,2,3,3,2,3,3,2,3,1,1,3,2,1,2,2,2,3,2,2,3,3,3,3,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[131054,0],[100,0],[20,0],[1,0]]>,[[[0,0],[-218450,0],[43691,0]],[[4760,9520],[111010,3570],[168316,118179]],[[-4760,-9520],[107440,-3570],[50137,143965]]]>,<2243,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[2027843898561466996631686036287477477996015244155912701294648538516,-1469918500293638639789449260366626700531423288851652995135304733505,1]>,[[-1469918500293638639789449260366626700531423288851652995135304736647,0],[1469918500293638639789449260366626700531423288851652995135304735076,-1],[1571,1]]>*] [x,x^2-x+561,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,2243],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2243,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,2243],[2,4],1,[1.000000000,0.9950078222,0.8841615635],<"notfaithful",0>,[3,2]>,<2,2^2*2243,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,2243],[4,5],1,[1.000000000,2.064384514,1.255353703],<"2.2e2_2243.3t2.1",1>,[3,2]>]
x^4-x^3-4*x-4 -2^2*2243 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 163 x-1 5 [[54742791092],[47623751957],[38326953104],[-25629879109]] 3 [3,2,5,4,2,5,4,3,5,3,4,5,5,4,5,4,5,4,4,2,3,5,4,4,4,2,2,4,4,5,5,3,3,4,5,4,5,1,3,1,5,3,4,5,4,4,4,4,4,3,3,4,5,2,4,4,5,2,1,4,5,5,3,4,4,4,4,3,3,3,5,1,5,3,5,1,4,3,5,5,5,4,5,4,4,4,4,4,2,4,4,5,5,3,5,3,4,5,3,4,4,2,4,2,3,4,5,4,4,5,4,5,4,3,4,4,3,4,5,3,5,4,3,4,5,2,2,4,2,5,5,4,4,2,4,2,5,2,5,2,3,5,2,5,4,4,3,4,4,5,4,1,2,4,3,2,5,3,5,4,3,5,4,4,4,4,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[1,1,1]>,[[122398,0],[14400,0],[159752,0],[1,0]]>,[[[268009,0],[0,0],[0,0]],[[-5784,0],[-77780,0],[237575,0]],[[-82072,98080],[199332,-203404],[65792,107015]],[[-180152,-98080],[-121552,203404],[220921,155129]]]>,<2243,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[4275933228139363646990561609635354508699521711243745219582148128872,2908306959496579192828104183474354216838133090686836876770946438462,1]>,[[4626477494473074522129917758385293004311167144855109731501934464954,0],[-1718170534976495329301813574910938787473034054168272854730988029121,0],[-2908306959496579192828104183474354216838133090686836876770946437147,-1],[1315,1]]>*] [x,x^2-x+561,x^3+20*x-12,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,2243],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2243,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,2243],[3,6],1,[1.000000000,0.9950078222,0.8841615635],<"notfaithful",0>,[4,5]>,<2,2^2*2243,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,2243],[6,7],1,[1.000000000,2.064384514,1.255353703],<"notfaithful",0>,[4,5]>,<3,2^2*2243^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,2243],[6,7],1,[0,0,0],<"3.2e2_2243e2.6t8.1",1>,[4,5]>,<3,2^2*2243,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]]],[2,2243],[6,7],1,[1.000000000,1.090556183,1.149815884],<"3.2e2_2243.4t5.1",1>,[4,5]>]
x^3-16*x-44 -2^2*2243 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-48917],[56346],[-7429]] 2 [2,3,2,3,1,2,1,2,2,2,3,2,2,3,2,3,2,3,3,3,2,2,1,1,3,1,3,1,1,2,2,2,2,3,2,1,2,3,2,3,2,2,3,2,1,1,3,3,1,2,2,1,2,3,3,3,2,3,3,1,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,1,1,2,2,2,2,3,2,3,3,3,3,1,3,3,3,2,2,2,2,2,3,2,2,1,1,3,3,3,2,3,2,1,1,2,1,2,3,2,1,1,2,3,2,2,2,3,2,3,2,3,1,3,3,2,2,3,1,1,1,3,2,3,2,1,2,2,1,2,1,1,2,3,3,2,3,3,3,1,2,1,2,2,2,3,2,2,1,1,3,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130830,0],[64,0],[524272,0],[1,0]]>,[[[0,0],[238312,0],[35747,0]],[[107904,215808],[-120584,-2856],[41216,118179]],[[-107904,-215808],[-117728,2856],[185181,143965]]]>,<2243,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-4623733726905988054100492580448468818657177873661462649071737245473,288225962012269217956575247136553787437153220968447605932482802399,1]>,[[288225962012269217956575247136553787437153220968447605932482800725,0],[-288225962012269217956575247136553787437153220968447605932482801562,-1],[837,1]]>*] [x,x^2-x+561,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,2243],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2243,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,2243],[2,4],1,[1.000000000,0.9950078222,0.8841615635],<"notfaithful",0>,[3,2]>,<2,2^2*2243,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,2243],[4,5],1,[1.000000000,0.8105742010,0.8926103060],<"2.2e2_2243.3t2.2",1>,[3,2]>]
x^3-x^2-9*x-35 -2^2*2243 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[3878],[-4849],[972]] 2 [2,3,2,1,1,2,3,2,2,2,1,2,2,3,2,3,2,3,1,3,2,2,3,3,3,1,3,3,3,2,2,2,2,3,2,3,2,3,2,3,2,2,1,2,3,3,1,3,3,2,2,3,2,3,1,1,2,3,3,3,2,2,2,1,1,1,3,2,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,3,1,1,1,3,3,1,3,2,2,2,2,2,3,2,2,3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,2,2,1,2,3,2,3,1,3,3,2,2,3,3,1,3,3,2,3,2,1,2,2,1,2,3,3,2,3,1,2,1,3,3,3,2,1,2,2,2,3,2,2,3,3,3,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130830,0],[60,0],[524278,0],[1,0]]>,[[[-37445,0],[93622,0],[93623,0]],[[153943,-253848],[-74042,-54462],[222000,13335]],[[-116497,253848],[-19580,54462],[208665,248809]]]>,<2243,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[3792670260034862702157858195015318770432140090302017830257649806792,1487758279926725100301271621075376249819006130434558480470108747932,1]>,[[1487758279926725100301271621075376249819006130434558480470108743779,0],[-1487758279926725100301271621075376249819006130434558480470108745855,-1],[2077,1]]>*] [x,x^2-x+561,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,2243],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2243,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,2243],[2,4],1,[1.000000000,0.9950078222,0.8841615635],<"notfaithful",0>,[3,2]>,<2,2^2*2243,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,2243],[4,5],1,[1.000000000,1.079500140,0.9419424387],<"2.2e2_2243.3t2.3",1>,[3,2]>]
x^5+5*x^3+5*x-24 5^7*29^2 1 2 20 "F5" [[4,3,1,5,2],[1,3,5,2,4],[1,5,4,3,2]] [<1,1,[1,2,3,4,5]>,<2,5,[1,5,4,3,2]>,<4,5,[1,3,5,2,4]>,<4,5,[1,4,2,5,3]>,<5,4,[4,3,1,5,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 11 [[-113305243741,97054317046],[63249548770,-97054317046],[-33377756583,0],[-100119012022,-40524496514],[-101759207035,40524496514]] 2 [4,3,1,3,2,4,4,5,4,1,2,4,2,3,4,4,2,2,3,5,3,1,4,5,4,2,4,3,2,3,4,2,4,2,2,5,4,3,3,4,2,5,2,3,3,2,2,4,3,5,4,2,1,2,3,3,5,2,3,5,4,3,4,2,4,4,2,4,3,2,4,5,4,4,5,4,5,3,5,1,2,2,1,3,2,3,5,3,2,4,4,5,3,2,2,3,2,5,4,2,3,3,3,5,5,4,3,4,5,2,4,4,4,5,5,2,4,3,3,5,5,4,4,4,1,1,2,2,4,3,5,3,2,4,5,5,3,3,4,5,1,5,3,4,5,5,3,3,5,4,3,2,4,4,4,2,2,2,3,5,4,4,4,2,3,3,5,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+125*x^3+3125*x-43425000,3>,<x^5+125*x^3+3125*x+75000,4>]*],[*[5],"CYC",0,5*]] [*<2,4,1,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,5,4,2,3],[1,2,4,3],[1],[[]],20,<[],[1,1,0,0,1]>,[[214328,0,0,0],[131290,-34335,-84167,246496],[36374,-21065,-257809,-229584],[-257499,192539,-70479,77636],[-124493,-137139,-111833,-94548]]>,<5,20,20,[[4,5,1,2,3],[1,4,2,5,3]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[4,5,1,2,3]],[1,2,3,4,5],[1,2,3,4,5],[1,4],[[[4,5,1,2,3],[1,4,2,5,3]],[[4,5,1,2,3]]],20,<[],[-20958748722795,25345701501750,-25202761192425,11708860785375,8012863340125,46355873748750,-35548585866150,20606414441200,-39905812557800,-39878226597750,-25884507049675,24643708874850,-11986341559390,-40931241263750,27641721734700,-46072562926750,-13444640715715,23781738368075,-15266985174250,18249988220975,1]>,[[7248625702644,2498555736725,-9436384055655,4954958876760,-5118125009357,6509550196175,-6140596726665,-4943123223150,-9356929061543,-2039928761435,-1634468974940,-4242087465975,1336626709346,-1411157647575,-1082566450314,-725966946640,-1404734821587,-1232186780450,-523155605127,-590949387449],[4281459152014,7869303831850,8260833610755,1894506353285,1963615885673,-4051068445125,1682822851425,6895535200674,-3937097834388,2972952624555,4938743920443,439971284460,-1906521371169,-296289636445,-1609276807513,-525537046430,-607241145122,83967264435,1530185645597,-1480176970989],[8413667225864,-5615011341325,2529418483200,-8375905045890,-6616481611932,520392919075,8054850725420,8961810574988,-4278968303753,-8164925648695,7896697708512,-9314212502030,-484578602284,168673985305,1168204751160,831943575555,1415370421673,-524847024679,1664943238599,321169815806],[2063690963614,9489672212925,6305374040955,-6878805964615,-8242247019457,-4839988536975,-1821239842105,-8309286406763,-8346639037853,6664479894270,-7403182671968,-5842395842220,-1443522858824,969716579355,-370843669835,-419147934160,-31707675862,1778644470399,538969493839,-934691631179],[-2933956716011,4830965887950,-7659242079255,8405245780460,-1060248573052,1861113866850,-1775837008075,-2604936145749,6846147909412,567421891305,-3797789982047,-114761802360,-1316701142694,569056719360,1894482176502,838708351675,628313220898,-105577929705,603754492717,-1130049091814]]>,<29,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-36929255119965435864332026276,-80461107679030949029682636035,1]>,[[84517009000538329193642189288,0],[80461107679030949029682636050,-1],[15,1],[19721863264789743140489587582,845996904431879999363268789],[-7705403793249268166027772534,-845996904431879999363268789]]>*] [x,x^2-x-1,x^4-x^3+36*x^2-36*x+281,x^4-x^3+36*x^2-36*x+281,0] [1,2,4,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,29],[3,3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,5*29,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,29],[4,3,6,6],0,[-0.8506508084+0.5257311121*i,0.7181825134+0.1695398934*i,0.9491810886+0.1202759355*i],<"notfaithful",0>,[5,3]>,<1,5*29,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,29],[4,3,6,6],0,[-0.8506508084-0.5257311121*i,0.7181825134-0.1695398934*i,0.9491810886-0.1202759355*i],<"notfaithful",0>,[5,3]>,<4,5^7*29^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1]],[[1],[-2],[1]]],[2,3,5,29],[3,3,6,7],1,[0,0,0],<"4.5e7_29e2.5t3.1",1>,[5,3]>]
x^5-2*x^4+6*x^3-8*x^2-2*x-4 2^8*3*7*13^2 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 509 x-1 5 [[-8921651670973],[13715333644558],[5887543852751],[-4468993482240],[-6212232344094]] 3 [2,4,6,2,7,5,6,5,5,5,5,4,4,4,6,5,6,7,6,5,5,4,4,4,7,4,7,7,6,5,6,4,7,7,7,3,5,6,6,6,5,5,5,4,2,5,3,7,4,5,2,5,5,6,3,7,3,7,6,5,5,6,7,6,7,5,4,4,7,7,3,7,5,3,4,3,5,5,7,5,4,3,5,5,5,7,7,6,4,6,6,3,6,5,3,6,1,3,7,3,4,5,6,2,6,7,6,3,7,7,5,6,5,5,3,7,2,6,7,5,5,6,6,2,2,7,3,3,5,5,6,2,4,4,6,7,4,5,3,7,7,2,4,7,7,4,7,3,2,5,4,4,4,4,6,5,3,4,5,4,5,5,6,3,5,4,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,4,[[1,4,5,2,3],[1,2,3,5,4]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,3,2,4,5],[1,5,4,2,3]],[1,2,3,5,4],[1,3,3,2,5],[2,4],[[[1,3,2,5,4],[1,4,5,2,3]],[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[143494,0],[-280116,0],[49470,0],[-268076,0],[1,0]]>,[[[-5930,0],[262144,0],[0,0],[0,0]],[[0,0],[1,0],[0,0],[0,0]],[[-43062,0],[65687,0],[60740,0],[38256,0]],[[-83856,45438],[53739,-88978],[-34819,-8898],[47673,2530]],[[-129294,-45438],[-119427,88978],[-25921,8898],[45143,128542]]]>,<3,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[1,2,0,1]>,[[180865680,0,0],[550928739,0,0],[1,0,0]]>,[[[1415199261,1633201469,648202893],[0,0,0]],[[417479107,774548066,1643304978],[0,0,0]],[[-179892157,1079034866,1195276530],[0,0,0]],[[-490524746,0,0],[387420486,0,0]],[[4,0,0],[3,0,0]]]>,<7,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,6,1]>,[[-39113500067049303,0],[32216049470714837,0],[1,0]]>,[[[-37871292178958605,0],[0,0]],[[3898874915875812,16215823462883698],[0,0]],[[-13603799563814375,-16215823462883698],[0,0]],[[-32216049470714834,0],[-1,0]],[[3,0],[1,0]]]>,<13,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,3,5,5],[1],[[[1,3,2,5,4]]],20,<<[],[2,12,1]>,[[1381006699488726399167,6171201563284762700761],[-975700622259743575884,3441576428500648860786],[1,0]]>,[[[-5240390836765674603328,0],[0,0]],[[975700622259743575889,-3441576428500648860774],[-1,0]],[[5,12],[1,0]],[[8188318953215584969829,-8543969203041964006886],[-570209281538193777879,-8626257239706695065]],[[-3923628738709653942393,-7019418143338186571153],[570209281538193777879,8626257239706695065]]]>*] [x,x^2-x-5,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*7,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,13],[2,8,8,2],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[5,5]>,<4,2^8*3^3*7^3*13^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,3,7,13],[8,9,8,10],1,[0,0,0],<"4.2e8_3e3_7e3_13e2.10t12.1",1>,[5,5]>,<4,2^8*3*7*13^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[-1]]],[2,3,7,13],[8,9,10,11],1,[1.000000000,1.666545771,1.294521012],<"4.2e8_3_7_13e2.5t5.1",1>,[5,5]>,<5,2^8*3^2*7^2*13^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]]],[2,3,7,13],[8,9,10,11],1,[0,0,0],<"5.2e8_3e2_7e2_13e2.10t13.1",1>,[5,5]>,<5,2^8*3^3*7^3*13^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[-1],[1]]],[2,3,7,13],[8,9,8,10],1,[0,0,0],<"5.2e8_3e3_7e3_13e2.6t14.1",1>,[5,5]>,<6,2^16*3^3*7^3*13^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[-1]]],[2,3,7,13],[8,9,10,11],1,[0,0,0],<"6.2e16_3e3_7e3_13e4.20t35.1",1>,[5,5]>]
