x^2-10223 2^2*10223 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-60817],[60817]] 1 [1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-10222,2,1]>,[[1,1],[-1,-1]]>,<10223,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-10223,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,10223],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*10223,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,10223],[3,3],1,[1.000000000,0.5161938348,0.8467934254],<"1.2e2_10223.2t1.1",1>,[2,1]>]
x^5-x^3-3*x^2-4*x-2 2^2*10223 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 181 x-1 5 [[-9291866121],[-90571786925],[-76939249514],[58716464361],[-76177806702]] 3 [4,5,5,5,6,7,7,6,7,5,2,6,7,7,4,6,4,4,3,5,6,4,7,5,5,3,4,2,5,3,5,3,5,5,5,7,7,5,6,6,6,1,3,6,7,7,3,4,5,3,4,7,5,7,3,2,6,6,7,5,5,7,5,5,7,4,6,4,3,7,5,5,5,3,4,6,7,4,6,6,2,6,5,4,3,5,2,1,4,5,5,7,5,4,5,5,4,3,7,5,1,4,5,5,5,3,7,6,6,3,3,6,4,4,6,7,5,5,6,5,7,3,7,5,3,5,6,5,5,5,4,4,4,5,6,6,5,4,7,5,7,5,7,5,3,7,5,4,7,3,6,5,5,7,6,2,6,3,7,5,7,5,6,3,4,6,4,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[2],[[[1,2,3,5,4]]],20,<<[],[1,1,0,1]>,[[-462390,0,0],[-384266,0,0],[1,0,0]]>,[[[-273350,352709,-217892],[0,0,0]],[[433760,346016,-205803],[0,0,0]],[[503900,349851,423695],[0,0,0]],[[0,0,0],[1,0,0]],[[-140022,0,0],[-1,0,0]]]>,<10223,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[5,10221,1]>,[[12595201366352643165952005288132471083798827601080857641348227429803810821676706,0],[59603876903335792634914748793166031611349707822706573292051042072265647377443729,0],[1,0]]>,[[[-70371127247919706050147254591455423899990186011056276353598004660671924663506427,0],[0,0]],[[20635615819545250649739911450006659804249756535289246258049276113531991115996176,76381408616508252573001790751076328562145575727631599086508878532617935208999007],[0,0]],[[-46102196625853561350709539649545220691395383285417648577428459119076160934698949,-76381408616508252573001790751076328562145575727631599086508878532617935208999007],[0,0]],[[-59603876903335792634914748793166031611349707822706573292051042072265647377438865,0],[-1,0]],[[4864,0],[1,0]]]>*] [x,x^2-10223,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,10223],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^2*10223,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,10223],[8,8],1,[1.000000000,0.5161938348,0.8467934254],<"notfaithful",0>,[5,5]>,<4,2^6*10223^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[2,10223],[8,9],1,[0,0,0],<"4.2e6_10223e3.10t12.1",1>,[5,5]>,<4,2^2*10223,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[2,10223],[8,9],1,[1.000000000,0.8505745236,0.9944205601],<"4.2e2_10223.5t5.1",1>,[5,5]>,<5,2^4*10223^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[2,10223],[8,9],1,[0,0,0],<"5.2e4_10223e2.10t13.1",1>,[5,5]>,<5,2^6*10223^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[2,10223],[8,9],1,[0,0,0],<"5.2e6_10223e3.6t14.1",1>,[5,5]>,<6,2^6*10223^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[2,10223],[8,9],1,[0,0,0],<"6.2e6_10223e3.20t35.1",1>,[5,5]>]
x^5-2*x^4-2*x^3+6*x^2-x-4 -2^6*1231 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 101 x-1 5 [[-4566072604],[2039186914],[2688435845],[1445532780],[-1607082933]] 2 [4,7,6,6,6,3,7,6,5,6,6,4,4,3,7,7,5,5,2,7,5,5,5,7,7,1,5,3,7,5,5,5,6,4,3,4,6,7,5,7,6,4,5,5,6,6,2,5,3,5,4,5,5,2,5,5,5,4,4,7,5,6,6,4,5,3,5,4,3,7,3,4,3,4,2,6,6,6,4,6,5,7,5,6,5,7,5,5,5,6,3,6,6,7,5,7,7,3,5,7,5,2,6,4,3,5,4,5,6,7,4,5,2,4,3,3,4,6,5,7,6,5,7,5,6,6,7,5,7,5,6,4,4,5,6,4,6,1,5,6,6,5,5,7,7,5,4,6,4,4,2,7,4,2,7,7,6,7,6,7,6,2,4,7,4,5,6,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,12,4,[[1,4,5,2,3],[1,2,4,5,3]],[[1,2,3,4,5],[1,4,5,2,3],[1,5,3,2,4],[1,4,3,5,2]],[1,2,4,5,3],[1,3,4,4],[2],[[[1,3,2,5,4],[1,4,5,2,3]]],20,<<[],[1,1,0,1]>,[[69286,0,0],[15148,0,0],[-495126,0,0],[-43810,0,0],[1,0,0]]>,[[[-43812,0,0],[0,0,0],[0,0,0],[0,0,0]],[[1,0,0],[1,0,0],[0,0,0],[0,0,0]],[[77211,140788,93910],[-134011,-187760,-201016],[102144,184261,22144],[124754,66260,56059]],[[-216901,-100806,177030],[-202555,231288,220456],[165334,38332,116929],[122542,25285,183813]],[[183503,-39982,253348],[-187723,-43528,-19440],[256810,39551,123071],[14848,170599,22272]]]>,<1231,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,1229,1]>,[[-13188495446514196290635161100476358683002486603378999368972332,0],[30853986345252206459748335079052420376760643148769972071792450,0],[1,0]]>,[[[5824217407174336304245125825635305167678883334499714572415678,0],[0,0]],[[4627887269882914816199757473925156234208762135850293836429945,-10091683053786059035841286110590704160438597869042380379634338],[0,0]],[[20401881668194955339303451779491958974872997678419963662944753,10091683053786059035841286110590704160438597869042380379634338],[0,0]],[[-30853986345252206459748335079052420376760643148769972071791412,0],[-1,0]],[[1038,0],[1,0]]]>*] [x,x^2-x+308,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,1231],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,1231,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,1231],[1,8],1,[1.000000000,2.417600909,1.292971715],<"notfaithful",0>,[5,5]>,<4,2^6*1231^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[2,1231],[8,9],1,[0,0,0],<"4.2e6_1231e3.10t12.1",1>,[5,5]>,<4,2^6*1231,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,1231],[8,9],1,[1.000000000,0.8410763427,1.112211997],<"4.2e6_1231.5t5.1",1>,[5,5]>,<5,2^6*1231^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1]],[[1],[-1],[-1],[1]]],[2,1231],[8,9],1,[0,0,0],<"5.2e6_1231e2.10t13.2",1>,[5,5]>,<5,2^6*1231^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[2,1231],[8,9],1,[0,0,0],<"5.2e6_1231e3.6t14.1",1>,[5,5]>,<6,2^12*1231^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[1],[-1],[-1]]],[2,1231],[8,9],1,[0,0,0],<"6.2e12_1231e3.20t35.1",1>,[5,5]>]
x^7+7*x^5-119*x^4-616*x^3+1743*x^2+7364*x-17524 -7^12*19^3 1 3 14 "D14" [[7,2,4,3,6,5,1],[2,1,6,7,5,3,4]] [<1,1,[1,2,3,4,5,6,7]>,<2,7,[2,1,6,7,5,3,4]>,<7,2,[2,7,5,1,6,4,3]>,<7,2,[7,3,6,2,4,1,5]>,<7,2,[3,5,4,7,1,2,6]>] [[1,1,1,1,1,1,1],[1,2,2,2],[7]] 13 x^2+12*x+2 5 [[180427,0],[-148318,74435],[53721,157726],[72341,-74435],[17474,-157726],[-78166,-153096],[-97479,153096]] 2 [2,2,3,1,5,2,3,1,5,2,2,2,2,3,4,2,2,5,2,2,1,2,3,2,2,4,2,2,2,2,2,5,1,3,4,2,1,4,2,2,2,2,1,2,3,3,2,2,2,4,4,3,2,5,2,5,2,4,3,2,5,2,2,4,4,2,2,2,4,5,4,3,5,2,2,2,5,5,2,2,1,2,2,2,2,4,2,4,4,3,5,1,2,4,5,4,2,2,2,3,2,5,2,2,1,4,4,3,2,2,2,5,3,4,4,2,1,5,4,2,2,2,2,2,3,4,4,1,5,3,5,2,2,5,5,1,2,2,2,1,2,4,4,2,2,2,5,2,1,2,2,5,3,2,2,2,3,5,4,2,5,2,4,2,2,2,2,4] [[*[1,1,1,1,1,1,1],"CYC",0,1*],[*[1,2,2,2],"CYC",0,2*],[*[7],"RES",<[1,6],x^2>,[<x+168,3>,<x+658,4>,<x-469,5>]*]] [*<2,2,1,[[2,1,4,3,5,7,6]],[[1,2,3,4,5,6,7],[2,1,4,3,5,7,6]],[2,1,4,3,5,7,6],[1,2],[1],[[]],20,<[],[1,1,1]>,[[118452,230487],[-112035,-230487],[-26494,25424],[13618,-25424],[52895,0],[5113,-8874],[13987,8874]]>,<3,2,1,[[1,4,5,2,3,7,6]],[[1,2,3,4,5,6,7],[1,4,5,2,3,7,6]],[1,4,5,2,3,7,6],[1,2],[1],[[]],20,<[],[2,2,1]>,[[1272729845,0],[1108433673,527281619],[766144208,33095996],[53870435,-527281619],[699952216,-33095996],[-18475337,188697651],[-395870639,-188697651]]>,<7,7,7,[[7,1,2,3,4,5,6]],[[1,2,3,4,5,6,7],[7,1,2,3,4,5,6],[6,7,1,2,3,4,5],[5,6,7,1,2,3,4],[4,5,6,7,1,2,3],[3,4,5,6,7,1,2],[2,3,4,5,6,7,1]],[1,2,3,4,5,6,7],[1,3,4,5,5,4,3],[2],[[[7,1,2,3,4,5,6]]],20,<[],[-2128,-3724,-3234,1421,931,196,21,1]>,[[3,1,0,0,0,0,0],[3493979879106825,3713788518341861,-605147339950987,-533562921819022,130535706807919,-566968995784101,424836931651364],[2708960187613158,2376879561995051,570540330178404,-95168556749139,466543185188407,419875152367480,-154243588889909],[-4111091952711020,-3715097238175847,144406107959782,388778757102870,-10889543049180,429856871065392,662550355102010],[287476539780517,-4602156447225602,594817625489069,162754958429157,-758249106728268,463947710176504,-290903823100545],[4911658936285650,-4769965355333702,-160591121706741,-474888909623170,64172708987727,-172549564037339,304973070483922],[4107911595298010,-4402344224974905,-544025601969527,552086672659304,107887048793395,-574161173787936,681200652663607]]>,<19,2,2,[[1,3,2,5,4,7,6]],[[1,2,3,4,5,6,7],[1,3,2,5,4,7,6]],[1,2,3,4,5,6,7],[1,2],[1],[[[1,3,2,5,4,7,6]]],20,<[],[-17164441489998404947283229,12170734200577326579322966,1]>,[[7318059116865724373641744,0],[-12170734200577326579322950,-1],[16,1],[-15703271274711422350220438,150855083568378092532157],[-10124996926249276519551923,-150855083568378092532157],[-8434024751255820073333005,245648976339896656949988],[1524994578382162955430955,-245648976339896656949988]]>,<73,1,1,[],[[1,2,3,4,5,6,7]],[1,2,3,4,5,6,7],[1],[1],[[]],20,[],[-3689526175639074725448499351295584749,3037168742390934314601293394589613310,-8106211499324123306272997751522566894,5377497186899896222491272898204824898,-8015386375624567524609190225997295505,-109463098325361707186852883818365153,120558894333479561010766476880629928]>,<137,1,1,[],[[1,2,3,4,5,6,7]],[1,2,3,4,5,6,7],[1],[1],[[]],20,[],[-1294515693436321287244856665997578091527732,1442965540278026892826248464581147207582291,-2449742452538868547564155198349855991385732,-2162243237055205843960543216595957664529558,-489512402736125000157902879715492584217854,668665227488396217273742292169449297147,2429843760333366656292768998397366722313]>,<157,1,1,[],[[1,2,3,4,5,6,7]],[1,2,3,4,5,6,7],[1],[1],[[]],20,[],[-21130902358224866421771525576956587186989680,40991278452680104933217108461457280595562046,23558613187578513281103710708966547924374038,3409225482046262218292645462114842562163897,-2648011384610058884186843649106056353079405,30762803610868505951853813223564037555934,85867262441886800533598995192675995077782]>*] [x,x^2-x+5,0,0,0] [1,2,3,4,5] <[1],[2],[3,4,5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,19,23,73,137,157],[1,1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[7,2]>,<1,19,1,[[1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,19,23,73,137,157],[2,2,1,1,6,1,1,1,1],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[7,2]>,<2,7^4*19,7,[[2,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,-1,-1,-1,-1],[0,0,1,0,0,1],[0,0,0,1,1,0]],[[[1,0,0,0,0,0],[-2,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,1,1,1,1],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,-1,0,0,-1],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,-1,-1,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,3,5,7,19,23,73,137,157],[2,2,3,6,7,5,1,1,1],1,[1.000000000,1.745009618,1.122895810],<"2.7e4_19.7t2.1",1>,[7,2]>,<2,7^4*19,7,[[2,0,0,0,0,0],[0,0,0,0,0,0],[0,0,0,1,1,0],[-1,0,-1,-1,-1,-1],[0,0,1,0,0,1]],[[[1,0,0,0,0,0],[-2,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,-1,-1,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,1,1,1,1],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,-1,0,0,-1],[1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,3,5,7,19,23,73,137,157],[2,2,3,6,7,5,1,1,1],1,[1.000000000,0.9926930689,0.9977719513],<"2.7e4_19.7t2.1",2>,[7,2]>,<2,7^4*19,7,[[2,0,0,0,0,0],[0,0,0,0,0,0],[0,0,1,0,0,1],[0,0,0,1,1,0],[-1,0,-1,-1,-1,-1]],[[[1,0,0,0,0,0],[-2,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,-1,0,0,-1],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,-1,-1,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,1,1,1,1],[1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,3,5,7,19,23,73,137,157],[2,2,3,6,7,5,1,1,1],1,[1.000000000,1.557415360,1.073672139],<"2.7e4_19.7t2.1",3>,[7,2]>]
x^4-x^3-2*x^2+51*x+207 3*7^2*19^3 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 5 [[38747063],[1660270],[51517878],[23930991]] 2 [3,4,5,2,4,4,5,4,4,3,4,5,1,2,5,3,1,3,5,3,3,5,5,2,4,5,4,3,5,3,5,5,4,3,4,5,3,1,1,2,3,4,4,5,4,3,5,4,1,3,4,4,4,5,1,4,1,3,2,3,3,1,4,5,3,3,5,5,4,3,5,4,3,5,5,1,4,3,3,4,5,5,3,4,4,4,3,1,5,1,5,5,5,4,1,5,2,1,4,1,5,4,2,3,1,3,5,5,3,4,4,1,4,3,1,3,3,5,4,3,4,5,1,3,3,4,2,5,3,3,2,3,5,1,5,3,2,4,1,4,4,4,2,3,4,2,3,2,3,3,5,5,1,2,5,3,2,5,3,2,4,3,1,1,3,1,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-82,2>,<x^2-69*x+1062,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[202022,201245],[777,-201245],[-1919,2352],[-4271,-2352]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-903845229,0],[-903845244,0],[1,0]]>,[[[489753477,-26875122],[0,387420489]],[[543503721,26875122],[387420489,-387420489]],[[903845246,0],[-1,0]],[[2,0],[1,0]]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[1581442142028637,3452760416651210],[-16207210354039957,7896307598255356],[1,0]]>,[[[16207210354039963,-7896307598255350],[-1,0]],[[6,6],[1,0]],[[15591210910283363,-33655383684019355],[617599835987879,1205192990320859]],[[-31798421264323331,-38240575015337302],[-617599835987879,-1205192990320859]]]>,<19,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,18,1]>,[[912,0],[456,0],[133,0],[19,0],[1,0]]>,[[[9397493364386489548338891,0],[-618256142393847996601248,0],[-370953685436308797960747,0],[370953685436308797960746,0]],[[4409987306692156249315038,-13606241456947272517028902],[-179609043720091961113897,-603865139340866659136052],[831708132402468064563801,-917406351198566387274942],[96710247953775356344628,31354121185769972813889]],[[5,0],[1,0],[0,0],[0,0]],[[-13807480671078645797653933,13606241456947272517028902],[797865186113939957715144,603865139340866659136052],[-460754446966159266603054,917406351198566387274942],[-467663933390084154305374,-31354121185769972813889]]]>*] [x,x^2-x-33,x^2-x-14,x^2-x-5,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,19],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*19,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,19],[3,1,6,6],1,[1.000000000,0.8936883088,0.8751070696],<"notfaithful",0>,[4,3]>,<1,3*19,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,19],[1,6,1,6],1,[1.000000000,1.512726167,1.284326634],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,19],[3,6,6,3],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<2,3*7*19^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]]],[2,3,7,19],[3,6,6,7],1,[1.000000000,0.9068312631,0.9399960809],<"2.3_7_19e2.4t3.3",1>,[4,3]>]
