x^2-x-268 29*37 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-2098],[2099]] 1 [1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<29,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-58,29,1]>,[[-14,-1],[15,1]]>,<37,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[74,37,1]>,[[-18,-1],[19,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[29,37],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,29*37,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[29,37],[3,3],1,[1.000000000,1.394000847,1.168136228],<"1.29_37.2t1.1",1>,[2,1]>]
x^4-x^3-180*x^2-932*x-1024 2^2*3*13^3*37^3 4 0 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 97 x-1 6 [[-60658358948],[26661201984],[243303442419],[-209306285454]] 1 [1,1,4,3,5,1,3,4,5,3,4,1,3,3,5,4,2,5,3,5,5,3,5,4,1,4,3,2,2,3,4,5,3,4,3,3,1,4,2,4,5,1,5,2,3,3,4,3,1,5,4,1,1,5,3,1,4,3,5,4,3,3,3,5,5,3,4,2,5,5,4,5,4,1,3,2,3,5,4,1,1,2,2,1,3,2,4,2,4,4,5,1,4,1,4,5,3,4,3,1,3,4,5,3,4,2,1,3,2,2,3,5,3,3,4,4,4,5,3,2,2,2,4,1,3,3,1,1,3,5,3,5,4,5,3,1,3,3,3,3,3,3,4,1,5,5,1,3,3,5,5,4,3,2,3,5,3,3,1,3,2,4,4,2,4,5,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+992,2>,<x^2+1984*x+978292,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[118350,39454,1]>,[[363833,0],[-22784,0],[2,-65534],[52166,65534]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-1616525877,1473971229,1]>,[[460831714,0],[-149121955,0],[-311709760,-1],[2,1]]>,<13,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-19344,-832,390,39,1]>,[[-120,-487306763458482036889,-121826690864620509221,-121826690864620509223],[5290220829468629763212,-624230092778391380455,-616043452858338826930,-670046799755412800727],[-5290220829468629763101,-350383434138572693334,-724050146652486774526,-670046799755412800727],[10,1,0,0]]>,<37,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[424464,74444,4440,111,1]>,[[1101,-208310663663614042582759042965,260388329579517553228448803912,-52077665915903510645689760781],[-8537665354200110978358216071471,-122596884341188817753473758032,-201500806728635510184144379113,-286427162537469308551293684296],[8537665354200110978358216070343,-294024442986039267412044328377,-58887522850882043044304424799,-286427162537469308551293684296],[28,1,0,0]]>*] [x,x^2-x-120,x^2-1443,x^2-3,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,13*37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,37],[1,1,6,6],1,[1.000000000,2.639490951,1.511901463],<"notfaithful",0>,[4,3]>,<1,2^2*3*13*37,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,37],[6,6,6,6],1,[1.000000000,0.9120127254,0.9730061585],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,37],[6,6,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<2,2^2*3*13^2*37^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]]],[2,3,13,37],[6,6,7,7],1,[1.000000000,3.081883600,1.502101217],<"2.2e2_3_13e2_37e2.4t3.1",1>,[4,3]>]
x^8-x^7-394*x^6+74*x^5+42877*x^4+81835*x^3-1358404*x^2-5448116*x-4405616 3^6*11^6*43^6 8 0 8 "Q8" [[3,6,7,2,4,5,8,1],[6,8,2,1,3,7,4,5],[7,5,8,6,2,4,1,3]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[7,5,8,6,2,4,1,3]>,<4,2,[6,8,2,1,3,7,4,5]>,<4,2,[3,6,7,2,4,5,8,1]>,<4,2,[5,1,6,3,7,8,2,4]>] [[1,1,1,1,1,1,1,1],[2,2,2,2],[4,4]] 103 x-1 5 [[4940836562],[-2484675261],[2409461617],[-1743765049],[-1844372866],[-3722601751],[1273071421],[1172045328]] 1 [1,5,5,3,4,5,4,3,3,1,2,4,4,3,3,3,3,3,1,5,3,5,4,5,1,4,1,4,5,5,5,2,5,5,2,3,4,4,4,4,5,1,5,5,4,4,3,4,1,2,1,4,3,3,5,1,3,5,3,4,5,4,5,3,4,3,4,5,1,3,3,4,2,3,2,5,5,1,3,3,5,4,4,4,5,3,5,3,4,4,5,4,1,2,4,2,3,5,3,5,5,4,4,4,3,4,5,1,3,3,3,5,3,2,4,5,2,5,5,4,1,3,1,3,4,4,2,3,4,3,3,2,4,4,2,5,5,5,3,4,3,4,2,4,4,5,5,4,4,5,5,3,1,1,2,5,5,5,3,4,3,2,5,3,3,5,4,3] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[2,2,2,2],"CYC",0,2*],[*[4,4],"RES",<[1,3],x^2>,[<x+2710,3>,<x-1492,4>,<x-1504,5>]*]] [*<2,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[85972,12618,-2950,-10103,-3673,579,11,-21]>,<3,8,4,[[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4]],[[1,2,3,4,5,6,7,8],[3,4,1,2,7,8,5,6],[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4],[8,7,6,5,2,1,4,3]],[5,8,7,6,3,2,1,4],[1,2,3,5,4],[1],[[[2,3,4,1,6,7,8,5]]],20,<<[],[2,2,1]>,[[-34146813,147748893],[216038697,1049322096],[1717783278,-455054643],[437982114,-1305410082],[1,0]]>,[[[837568176,-1261626887],[-275821837,249855810],[-316209992,193308964],[385510846,526518948]],[[-1149292371,373014271],[-407621392,-312942448],[230447414,64036168],[427832967,355967565]],[[0,1],[1,0],[0,0],[0,0]],[[-126257919,-1292761700],[-478818239,63086638],[85762578,-257345132],[348917654,279774954]],[[1648583992,-875086174],[240533184,-401318956],[510560407,433077883],[150663679,-241648536]],[[-25737719,-1310938462],[-206534602,-145387580],[-307366478,-43919522],[448633208,216313333]],[[-657659912,-1232290066],[-551446086,-295525787],[-147612753,485716037],[49127197,-525309136]],[[-527204246,-1373879785],[517447504,-320029144],[-55581176,287387069],[513837383,550644339]]]>,<11,8,4,[[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4]],[[1,2,3,4,5,6,7,8],[3,4,1,2,7,8,5,6],[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4],[8,7,6,5,2,1,4,3]],[5,8,7,6,3,2,1,4],[1,2,5,4,3],[1],[[[2,3,4,1,6,7,8,5]]],20,<<[],[2,7,1]>,[[-176177280249768535430,-208241298546875933240],[125151735006894555762,41544781769990687727],[-120635084042049735367,174695039312729874554],[309511655717103364613,-295996666899433329643],[1,0]]>,[[[131047992311915267216,115282110158565142917],[-2486053929808464126,-11787284630623458759],[-25737621453945269046,13581385613297324830],[15442113275782715737,-18461867431816820608]],[[-23310116446500512364,-231753539175836305647],[9887491678788856146,8152038502181276850],[-18054285174434770372,4519823594611734860],[12069449353758253643,-6212211870858141054]],[[1,3],[1,0],[0,0],[0,0]],[[255500463350041889739,-260281899015855516819],[-7401437748980392021,3635246128442181909],[-17367183820034506873,-18101209207909059690],[-27511562629540969380,24674079302674961662]],[[-87363683856379832163,-298909632061983827140],[-27287767214070282813,4138922210160060819],[5098898255990093020,1042077258491498886],[-7080610506017987729,-3879805536609441113]],[[-269071351108829104097,316193114847437137395],[-4859719652256004915,-11215982802172454082],[13174090230121579254,23707718952920059947],[-542190408111428364,9929242705369708129]],[[-123960233265246870523,70909920121936868464],[28769972896873228496,26678396853190622165],[18961570647440628126,22986475277574612630],[-10788846375539202326,-29501412095413864785]],[[117156929014999162192,288559925125736500827],[3377513969453059232,-19601336261178228902],[23924531314862245891,13422818959428374828],[18411647289668618419,23451974926653597769]]]>,<29,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[61509087351646409309619333316,-12687735445029251703800745296,-19525113890691361641233629718,-8832759028058584115408698449,45690101815248419288846947165,-51833932115987872917525759686,1388390412270532203846776686,2601744640371684044392324990]>,<43,8,4,[[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4]],[[1,2,3,4,5,6,7,8],[3,4,1,2,7,8,5,6],[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4],[8,7,6,5,2,1,4,3]],[5,8,7,6,3,2,1,4],[1,2,4,3,5],[1],[[[2,3,4,1,6,7,8,5]]],20,<<[],[3,42,1]>,[[-159540737352338749316296964890263,-401883733041016711833496986020],[146395400691209548392516384059793,207740624373931840031676827466034],[-124258500811835055982620742121568,-43058502485271244429351988402210],[137564617232361639855704397213786,151115700370735623034408226758433],[1,0]]>,[[[39877095850069089885735247950304,-207456204495264529496120801197674],[2479587548256443742804955153524,-1498344151667741410406914560639],[-1623564505015233940769042163024,-1506491542408043916998700845799],[3574194919812206062802744997704,-843632450150480839297887965712]],[[-171448403803658859382734433889242,63740278732728280128318021858728],[1700798499913171282890180805914,3123448855269081850361491294391],[-3142528194740436484104565131155,4253435902526763146411404671278],[-5283224008454936193379056466899,3163622333150298748993986621850]],[[34,29],[1,0],[0,0],[0,0]],[[-5993309278771870358705211274746,-7399774608199373666605447419400],[-4180386048169615025695135959439,-1625104703601340439954576733752],[4766092699755670424873607294179,-2746944360118719229412703825479],[1709029088642730130576311469195,-2319989882999817909696098656138]],[[9998466138804893839513586448800,98366502280157278773801656062814],[-675389679847449873563432739441,-3278435147548138151344064745256],[-2064112793083634579363966276261,-1318193449619273675693329808629],[1647910875682304604901312806057,-2952713575526682937542607879992]],[[-18152549296184334350697620568407,-109254577253464137271650298842271],[-4624668632753995141248836763889,-366063721664495389347890658621],[4877795488527902422049396276979,-4311714676433741422231966655880],[-5415606118590101926035397677169,-5272704748698492050492520036990]],[[-11282102383351829440225549727522,-155007049585502646726781139464641],[-4670921814878830974922587965330,3377000002267757035123175311597],[5241507926254081529279704472378,2428626948448157022622523735741],[1980597783001694289732712372260,-2214536794360001207224222786069]],[[157000802773092909807113981060780,-150045342847852786182018662491586],[-890791216180140625173437217247,267498866944876505568780092280],[2806580721962067242943160212811,3201281177604858075302772728768],[1787097459906103031401372498852,-421816225075240419648943982856]]]>,<67,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[-770064723068592907963028891597155097,874423624814654281007155052941245923,983318931321992097675581275308331254,-618970084905933493102267354067314949,832392439029693366316288684426926728,-1073742030886663010286639871076121602,-948316015188202913276530049403410,21555656852059188098909775053982169]>,<97,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[-444783497713948421402551331674743655669,-1694314577890471629330484977538863400257,-501237369927578030854903473194744989836,-1287700508185513285988562911904215102905,-1685767290481989592520291445962373048951,-1023627802824799744588870117482404511944,9119822532399921115809413452454108520,13081073424253734178421537229471960349]>,<227,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[22422119408524391247582577558513470230325812908,-61629197054557162038015472042000327954581855249,-31706563534509305803234114587809260973774398248,28723506316117837903193036201638753115355786374,527409613677212250201217570021769905809776414,-29126010876914691197448041550180164047295978634,131704516355388296586727233893329271478802248,-276423964983949679059055495220854503686070898]>,<397,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[-54048297226426528796036069139227910149306079198912,-1863167949461183620914758737969008103212988477115815,-366235356233877472075908975073239939677127773426743,-3910078701039205382941398084729631231312622774912618,-1638979100817757658646121719776309935980234598354502,155672730767950521024752176658373969917507911829878,-459089751692843256561706351219699796120744160274,5880360749928879858869235362026303168947987810561]>*] [x,x^2-x-8,x^2-x-118,x^2-x-32,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,11,29,43,67,97,227,397],[1,1,1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,5]>,<1,3*11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,11,29,43,67,97,227,397],[1,6,3,6,1,3,1,1,1,1],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[8,5]>,<1,11*43,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,11,29,43,67,97,227,397],[1,4,1,6,1,6,1,1,1,1],1,[1.000000000,1.423272580,1.174328097],<"notfaithful",0>,[8,5]>,<1,3*43,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,11,29,43,67,97,227,397],[1,6,3,3,1,6,1,1,1,1],1,[1.000000000,1.835836955,1.347240642],<"notfaithful",0>,[8,5]>,<2,3^2*11^2*43^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1]]],[2,3,7,11,29,43,67,97,227,397],[1,6,3,6,1,6,1,1,1,1],-1,[1.000000000,3.948922990,1.775964476],<"2.3e2_11e2_43e2.8t5.1",1>,[8,5]>]
x^8-3*x^7+319*x^6+42*x^5+38037*x^4+129339*x^3+1585903*x^2+7797030*x+24465604 3^6*11^6*43^6 0 4 8 "Q8" [[7,6,2,1,4,8,5,3],[5,8,6,7,1,3,4,2],[8,1,7,3,2,4,6,5]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[5,8,6,7,1,3,4,2]>,<4,2,[7,6,2,1,4,8,5,3]>,<4,2,[8,1,7,3,2,4,6,5]>,<4,2,[6,4,1,8,3,5,2,7]>] [[1,1,1,1,1,1,1,1],[2,2,2,2],[4,4]] 97 x-1 5 [[-184641242],[3539468124],[3089313541],[-945835230],[-3736283404],[2098374481],[3641872338],[1085071652]] 2 [2,3,4,5,3,4,3,5,5,2,2,3,3,5,5,5,5,5,1,4,5,4,3,4,1,3,1,3,4,4,4,1,4,4,1,5,3,3,3,3,4,1,4,4,3,3,5,3,2,2,2,3,5,5,4,2,5,4,5,3,4,3,4,5,3,5,3,4,2,5,5,3,2,5,2,4,4,1,5,5,4,3,3,3,4,5,4,5,3,3,4,3,1,1,3,1,5,4,5,4,4,3,3,3,5,3,4,2,5,5,5,4,5,2,3,4,2,4,4,3,1,5,2,5,3,3,2,5,3,5,5,1,3,3,1,4,4,4,5,3,5,3,2,3,3,4,4,3,3,4,4,5,1,2,2,4,4,4,5,3,5,1,4,5,5,4,3,5] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[2,2,2,2],"CYC",0,2*],[*[4,4],"RES",<[1,3],x^2>,[<x-1284,3>,<x+1518,4>,<x-30,5>]*]] [*<2,2,1,[[2,1,4,3,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7]],[2,1,4,3,6,5,8,7],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-356818,-356695],[-123,356695],[-89584,52722],[-142306,-52722],[7685,-402],[8087,402],[11351,6696],[4655,-6696]]>,<3,8,4,[[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4]],[[1,2,3,4,5,6,7,8],[3,4,1,2,7,8,5,6],[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4],[8,7,6,5,2,1,4,3]],[5,8,7,6,3,2,1,4],[1,2,5,3,4],[1],[[[2,3,4,1,6,7,8,5]]],20,<<[],[2,2,1]>,[[-170082285,338817315],[-625778931,-600170169],[455054814,-429445866],[-437982108,1305410094],[1,0]]>,[[[1227118586,1666522814],[-155163061,-183938157],[313225348,319233687],[422043560,-251716122]],[[-722200930,372815735],[-516526084,52505135],[-297071364,-221013820],[363867992,-565432685]],[[2,2],[1,0],[0,0],[0,0]],[[-66935542,142035764],[-490572323,131433022],[-16153984,-98219867],[376349915,-345112660]],[[-633494360,1025986414],[-425474331,-265714588],[-169239016,-95444852],[8778933,-256670054]],[[-1520940683,417599026],[-78389626,-416566715],[-152448213,383942450],[-469044451,364303509]],[[-390352226,-1149873392],[-378810426,318124108],[-30223483,-39787890],[-232028659,75110317]],[[-1379979245,1011698038],[-279587084,364157195],[351910712,-248709708],[-469967290,-182743772]]]>,<11,8,4,[[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4]],[[1,2,3,4,5,6,7,8],[3,4,1,2,7,8,5,6],[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4],[8,7,6,5,2,1,4,3]],[5,8,7,6,3,2,1,4],[1,2,4,3,5],[1],[[[2,3,4,1,6,7,8,5]]],20,<<[],[2,7,1]>,[[144805472033905767183,276438524562741849638],[165845855307635879629,-3183563875537376188],[-202391560492723664337,-40878238225336964947],[309511655717103364624,-295996666899433329643],[1,0]]>,[[[-179964197444126435457,-291737551457288692742],[-12662062304928312431,7715542821566870774],[-13620641007537622718,23976581488697858411],[6245642494410742913,-15334058428111485250]],[[-327266169515067608503,38242506246289075448],[14916456518001814163,5122411519658056155],[3452453106644487178,8697312246550698458],[28388719937215491863,-2383473269185030282]],[[4,3],[1,0],[0,0],[0,0]],[[197718711242090679348,-123258282822127062255],[-2254394213073501733,-12837954341224926929],[10168187900893135540,28485196713165989422],[26524728016788311515,17717531697296515532]],[[-82284587214852958491,232997416399405352340],[17906498998090313685,14832559227377851708],[28584518327698070134,8986291165849936805],[27050150245361397681,8440491437377159329]],[[292525485036806198413,-286688520457851763045],[18472186717221922482,-24696184384683271687],[-9246047839613542170,-1362467772205278740],[-18813228799626768114,-28361282219570035810]],[[-309670614048408262414,255030722116666387977],[-2736534694413661325,3097279804566484349],[22233718720362799826,19891160514119453640],[10219761863094392073,12633716663142184497]],[[-263808622989001622098,175413709974906702274],[27516939427515971449,6766345352738935630],[19586901239967218501,-27514983907764111705],[-18456683308829021640,7287074119050691984]]]>,<43,8,4,[[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4]],[[1,2,3,4,5,6,7,8],[3,4,1,2,7,8,5,6],[2,3,4,1,6,7,8,5],[5,8,7,6,3,2,1,4],[8,7,6,5,2,1,4,3]],[5,8,7,6,3,2,1,4],[1,2,3,5,4],[1],[[[2,3,4,1,6,7,8,5]]],20,<<[],[3,42,1]>,[[-194790998378285511358564626310035,-213997894021391125105389749507593],[-175524922182949276089169835415135,-180814291605228309410308306404937],[-19905924378949832050148370970060,199510142599893618367799637392861],[-137564617232361639855704397213528,-151115700370735623034408226758261],[1,0]]>,[[[195135007384344541529017648512469,-67554383173509425153325406316278],[2099366746768654585043956263069,-2763069207204391659891498588600],[1645346305757933121067144530664,476915314049865382674801129261],[4954091499567708774803912098004,-1642357429769671451597489096121]],[[230387034772204767495679880462119,100522345158274841063475797968074],[-5209311466673655731868454294085,4058404295892187726237658583983],[-2277480223097803735763929816663,-1791812112688115136498855684236],[-1880704182988876039964866756506,2427228451800564214099661921321]],[[31,14],[1,0],[0,0],[0,0]],[[179098742853210245272063539733034,118147738385970207124257835106507],[3109944719905001146824498031015,-1295335088687796066346159995383],[632133917339870614696785285999,1314896798638249753824054554975],[-3073387316578832734839045341498,-784871022030892762502172825200]],[[188756774421781979790571421075671,46304154189809070615973616571160],[-3635636202115127857293096223195,-3324209732468456434818784803234],[624933907161396034266366681727,1160794402438112512196260132270],[-5289982259417131732520882537982,2842773981434779790673881403784]],[[-199876866832219192096767816504738,138589744967806851446222526789936],[3874538183807695250706778319718,-2444444086046244686413783118382],[3497031618111248920020264375808,-1565057154759526166434585683046],[-3922905972596121026781096462344,-1419155360768372912136142089702]],[[-73651501993271561631903062152677,232029814203050053761314417965783],[1088812550600931337403511959614,-1928366534799102938213154686910],[47918411239343501532889808764,-1015489278981209055323308975300],[-3227611205473956236475251266662,-3280251599641308936793380967862]],[[-52793022828652865917604939631905,-100983245954003684416862116591195],[-1327714532293498730817194056137,-3164750990346612555462572077381],[-4169883936511988455819520866299,1419752031302622709561634526076],[1578728093826792380868935581081,1856632978974902058255641653780]]]>,<67,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[1089209987985198609940988998041159542,230131576244230062663074321983020222,-139708476679559150052015726215229873,-780012824146405706713479304092424190,448961356114709123481887789019247787,-1354098822989882074931148938150061424,-7796164148323595094025240294258379,17382373335990093039273817827564288]>,<1291,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[26308066162541730965185327592226928495239721274972375161452078,25323400711547373195130360792747071366922966645025036810474187,-42347659660456024513091327900293481304122762971400203366322891,6425550748096185543511658685181491752263475760754065896312452,49720379234905780584996525546776955488551275478014889079006735,20456443893136690353839135839323642018487187329488613007519028,-8835849620725550823713439411119001240943293277896267844077,-40567569830260873431640476891952163680727308316311519568139]>,<3463,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[26093788496609181374695232407542076331063297192856817165744072554380410,24413514801104668497747130149266107670713144929510868924896292972100830,-2029005347798587812775359748480912820374540688093383444450780424903111,1454151469623005463873066533494648774603733885569946148215240472829307,10300553926097328351178459968791611825894762672669553283033142423562731,7396426572684049517750397421851144708219876808135319618027327703756712,8487886580370638301298687845453801096085532680585110601295938203035,-1559484440445050980743775986615478248909800773962592182929413453422]>,<24181,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[1237207953742226417300149202630996177937308519831999522730355629218114823435052400100745,-1975191406668665738064094347341900543748028044198231221229152329625181927198670675776305,2067686515002754768079639088178101160146781463676110410187216963451703763795557086875166,-2193362604485312934812254680086916022584328874274716851091953089192017362248576845347983,848497092597001132320009208163851809996136260255005496547997561869798114295189469327521,-35336998725213323790678432233411958315915975375845864631630244730368441960388241649341,81979979499898076299375343253234764892308967021123641425150855624614114541587035336,-8168228737909832437565608237289224790263764258076576908331257355211890998036606417]>,<83383,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[22538128577674936122104693146543696123732891945689520527020156295486381775609563533747272400715796,-55342861600330230205399174831400445162821012846471285591210329146327985875426401186470166599513647,67136467069412840563153646004819046628220196326435651960234844394151526749925725302631195656025534,86114948984308268152305881025007301734466369970097953488019863188185229066010924996326737967016856,-89085173842809330463719750498132568585579026494306068527140876624006112324690953185440945607795933,32574842894360032686035531326654743423105719575362816758807760699551916229041942635765075888772121,437923023842819589462082819645340603708291979722029017417774602153630377656540464063756388875,1302602181611345501408621899999441867152623538209197818158665333334695452789995496983193697060]>*] [x,x^2-x-32,x^2-x-8,x^2-x-118,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,19,43,67,467,1291,3463,24181,83383],[1,1,1,1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,5]>,<1,3*43,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,19,43,67,467,1291,3463,24181,83383],[1,6,3,3,6,1,1,1,1,1,1],1,[1.000000000,1.835836955,1.347240642],<"notfaithful",0>,[8,5]>,<1,3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,19,43,67,467,1291,3463,24181,83383],[1,6,6,4,4,1,4,1,1,1,1],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[8,5]>,<1,11*43,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,19,43,67,467,1291,3463,24181,83383],[1,3,6,1,6,1,3,1,1,1,1],1,[1.000000000,1.423272580,1.174328097],<"notfaithful",0>,[8,5]>,<2,3^2*11^2*43^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1]]],[2,3,11,19,43,67,467,1291,3463,24181,83383],[2,6,6,3,6,1,3,1,1,1,1],-1,[-1.000000000,0.3894981300,0.6364387900],<"2.3e2_11e2_43e2.8t5.2",1>,[8,5]>]
