x^2-2186 2^3*1093 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-544],[544]] 1 [1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-2186,0,1]>,[[0,1],[0,262143]]>,<1093,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2186,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,1093],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*1093,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,1093],[3,3],1,[1.000000000,1.018876142,0.9457197018],<"1.2e3_1093.2t1.1",1>,[2,1]>]
x^3-4*x-68 -2^2*13*599 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[353719],[381635],[684503]] 2 [2,3,2,3,3,1,1,2,2,2,1,2,2,2,2,1,3,2,2,2,3,2,2,3,3,2,1,2,3,2,3,2,1,3,1,2,2,2,3,2,3,3,2,3,3,2,3,1,2,1,3,3,1,3,2,3,3,1,2,1,1,1,2,2,1,3,3,3,3,1,3,3,1,3,2,1,3,2,2,3,2,2,2,2,2,2,3,3,2,3,1,1,2,2,1,2,3,2,2,2,2,2,2,2,3,2,1,3,1,3,3,3,2,2,2,2,3,3,1,3,3,1,3,1,3,3,3,1,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,3,3,3,3,3,3,2,1,2,3,2,1,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130494,0],[4,0],[524284,0],[1,0]]>,[[[0,0],[7710,0],[192753,0]],[[17160,34320],[-232638,66722],[175420,19305]],[[-17160,-34320],[224928,-66722],[156115,242839]]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-6904003862186939266720,-1032234749657819469320,1]>,[[-1032234749657819469334,0],[1032234749657819469327,-1],[7,1]]>,<599,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-5246155933444669242793379273435652560249092551304451795,510506737006417317662719653562279192775734767662869219,1]>,[[510506737006417317662719653562279192775734767662868671,0],[-510506737006417317662719653562279192775734767662868945,-1],[274,1]]>*] [x,x^2-x+1947,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,599],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,13*599,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,599],[2,4,4],1,[1.000000000,0.9968339408,0.8877777008],<"notfaithful",0>,[3,2]>,<2,2^2*13*599,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,13,599],[4,5,5],1,[1.000000000,0.7435551353,0.8793139494],<"2.2e2_13_599.3t2.1",1>,[3,2]>]
x^8-4*x^7+14*x^5-30*x^4+32*x^3+53*x^2-66*x-63 -2^12*3^3*5^3*23^4 2 3 32 "D8:C2^2" [[8,7,6,5,4,3,2,1],[4,6,2,8,1,7,3,5],[2,5,1,3,6,8,4,7],[1,7,6,4,5,3,2,8],[2,8,4,6,3,5,1,7]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[1,7,6,4,5,3,2,8]>,<2,4,[1,6,7,5,4,2,3,8]>,<2,4,[4,7,3,1,8,6,2,5]>,<2,4,[6,5,8,7,2,1,4,3]>,<4,2,[5,6,2,1,8,7,3,4]>,<4,2,[4,6,2,8,1,7,3,5]>,<4,4,[7,1,5,3,6,4,8,2]>,<8,4,[2,5,1,3,6,8,4,7]>,<8,4,[6,1,4,2,7,5,8,3]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[1,1,2,2,2],[2,2,2,2],[4,4],[8]] 181 x-1 12 [[-246236699404835720019671425],[56056789690216703749574029],[517554141418825351808305718],[294017054455449821708398576],[-294017054455449821708398575],[-517554141418825351808305717],[-56056789690216703749574028],[246236699404835720019671426]] 5 [9,3,3,4,10,11,9,6,9,10,6,4,5,11,9,8,5,2,11,10,4,7,9,10,11,10,4,9,7,9,11,5,9,7,5,6,4,4,9,9,5,1,5,4,9,1,7,11,9,7,3,10,6,10,3,3,10,6,11,10,11,8,4,10,11,9,7,11,8,6,8,5,4,4,6,3,5,11,10,7,10,1,5,11,6,8,5,11,10,11,9,5,11,5,7,8,10,10,11,6,4,3,9,10,6,4,8,3,10,7,11,4,9,6,7,10,11,9,9,10,7,4,3,8,2,5,7,10,4,4,2,3,2,4,5,6,8,11,3,5,1,10,11,9,6,5,11,8,2,9,11,10,4,9,11,5,2,5,11,5,3,9,11,10,9,3,6,11] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,3*],[*[1,1,2,2,2],"RES",<[1],x^2>,[<x^4-32*x^3+678*x^2-6752*x-61463,4>,<x^4-32*x^3-106*x^2+5792*x-261639,5>]*],[*[2,2,2,2],"RES",<[1],x^2>,[<x+6,2>,<x^4-32*x^3+188*x^2+1088*x+38656,6>]*],[*[4,4],"RES",<[1],x^7+2*x^6+3*x^5+4*x^4+5*x^3+6*x^2+7*x+8>,[<x^2-6820*x+151353100,7>,<x^2-6820*x+135009460,8>,<x^4-13640*x^3-62617584*x^2+744266490880*x+3331270277313904,9>]*],[*[8],"RES",<[1],x^2>,[<x^4-32*x^3-106*x^2+5792*x+32761,10>,<x^4-32*x^3+678*x^2-6752*x+44521,11>]*]] [*<2,8,2,[[2,1,4,3,6,5,8,7],[3,4,6,5,7,8,2,1]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[6,5,8,7,2,1,4,3],[5,6,7,8,1,2,3,4],[3,4,6,5,7,8,2,1],[8,7,1,2,4,3,5,6],[4,3,5,6,8,7,1,2],[7,8,2,1,3,4,6,5]],[3,4,6,5,7,8,2,1],[1,6,2,6,9,9,8,8],[3],[[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,0,0,1]>,[[77962,139256,58984,59520],[476640,493768,398720,460760],[1,0,0,0]]>,[[[95296,61043,-11006,127058],[131070,0,0,0]],[[0,3,2,2],[2,0,0,0]],[[-83580,-36944,81699,-103822],[7318,93204,38668,129080]],[[-118044,-9792,106851,-77630],[123754,37868,92404,1992]],[[1,-3,-2,-2],[131070,0,0,0]],[[-95295,-61043,11006,-127058],[2,0,0,0]],[[118045,9792,-106851,77630],[7318,93204,38668,129080]],[[83581,36944,-81699,103822],[123754,37868,92404,1992]]]>,<3,4,2,[[1,2,4,3,6,5,8,7],[2,1,3,4,6,5,7,8]],[[1,2,3,4,5,6,7,8],[2,1,3,4,6,5,7,8],[1,2,4,3,6,5,8,7],[2,1,4,3,5,6,8,7]],[2,1,3,4,6,5,7,8],[1,3,5,4],[1],[[[1,2,4,3,6,5,8,7]]],20,<<[],[2,2,1]>,[[94673436,0],[30976575,0],[1,0]]>,[[[650655495,-1092736706],[0,0]],[[-650655494,1092736706],[0,0]],[[387420492,0],[3,0]],[[294490767,0],[387420486,0]],[[-1197382453,546009747],[209107088,209107088]],[[1197382454,-546009747],[-209107088,-209107088]],[[-2,0],[387420486,0]],[[92929723,0],[3,0]]]>,<5,4,2,[[1,2,4,3,6,5,8,7],[1,2,3,4,8,7,6,5]],[[1,2,3,4,5,6,7,8],[1,2,4,3,6,5,8,7],[1,2,3,4,8,7,6,5],[1,2,4,3,7,8,5,6]],[1,2,3,4,8,7,6,5],[1,4,3,5],[1],[[[1,2,4,3,6,5,8,7]]],20,<<[],[2,4,1]>,[[44181951169865,0],[5,0],[1,0]]>,[[[30814300284179,0],[0,0]],[[-30814300284178,0],[0,0]],[[-2,0],[-1,0]],[[3,0],[1,0]],[[36272025681364,41977870750838],[-51765097926,-25882548963]],[[36530851170994,42107283495653],[51765097926,25882548963]],[[-36530851170993,-42107283495653],[-51765097926,-25882548963]],[[-36272025681363,-41977870750838],[51765097926,25882548963]]]>,<23,8,2,[[2,1,4,3,6,5,8,7],[7,8,5,6,2,1,4,3]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[4,3,2,1,8,7,6,5],[3,4,1,2,7,8,5,6],[7,8,5,6,2,1,4,3],[6,5,8,7,3,4,1,2],[8,7,6,5,1,2,3,4],[5,6,7,8,4,3,2,1]],[7,8,5,6,2,1,4,3],[1,6,2,6,9,9,8,8],[1],[[[2,1,4,3,6,5,8,7]]],20,<<[],[5,19,3,0,1]>,[[280171925465857444672761501,830969244507961863016332187,-848538770767244058803796109,358801576647067998016270222],[-791623321909726212363916818,-91886804627256305199626128,772174964531693561562275649,-257266077195919501588156162],[1,0,0,0]]>,[[[791623321909726212363916836,91886804627256305199626147,-772174964531693561562275633,257266077195919501588156168],[-1,0,0,0]],[[18,19,16,6],[1,0,0,0]],[[-17,-19,-16,-6],[-1,0,0,0]],[[-791623321909726212363916835,-91886804627256305199626147,772174964531693561562275633,-257266077195919501588156168],[1,0,0,0]],[[-440823792271983231405542364,-415863595845200937013071039,515436640187748487061149909,-750739447034666067886999955],[30786851398788157354544196,-10883929793528717958871179,-11947460680586943719648546,29860119582865045776398934]],[[-655463930828415785892424235,754146428663875951232832652,-379915812795846855367552825,-424346268488107865527275065],[-30786851398788157354544196,10883929793528717958871179,11947460680586943719648546,-29860119582865045776398934]],[[655463930828415785892424236,-754146428663875951232832652,379915812795846855367552825,424346268488107865527275065],[30786851398788157354544196,-10883929793528717958871179,-11947460680586943719648546,29860119582865045776398934]],[[440823792271983231405542365,415863595845200937013071039,-515436640187748487061149909,750739447034666067886999955],[-30786851398788157354544196,10883929793528717958871179,11947460680586943719648546,-29860119582865045776398934]]]>,<37,2,1,[[5,3,2,6,1,4,7,8]],[[1,2,3,4,5,6,7,8],[5,3,2,6,1,4,7,8]],[5,3,2,6,1,4,7,8],[1,4],[1],[[]],20,<[],[2,33,1]>,[[-6371813989890917146162251229795,-1089291675174969480232006681436],[6371813989890917146162251229796,1089291675174969480232006681436],[-6452327624221916974807715470791,-1089291675174969480232006681436],[5108331528167819119690929828,-3503097020310589636217935971950],[6452327624221916974807715470792,1089291675174969480232006681436],[-5108331528167819119690929827,3503097020310589636217935971950],[-44921916908007930920820203047,0],[44921916908007930920820203048,0]]>*] [x,x^2-230,x^2+138,x^2-x+4,x^2-46,x^2-x-1,x^2-x+1,x^2+690,x^4+26*x^2-15,x^4-2*x^3+x^2-46,0] [1,2,2,2,2,2,2,2,5,5,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23,37,347,409,3045797],[1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,15]>,<1,2^3*5*23,1,[[1],[1],[-1],[-1],[1],[-1],[1],[-1],[1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23,37,347,409,3045797],[12,3,12,12,3,3,1,3],1,[1.000000000,0.6862800971,0.8799710415],<"notfaithful",0>,[8,15]>,<1,2^3*3*23,1,[[1],[1],[-1],[1],[-1],[-1],[1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23,37,347,409,3045797],[12,12,3,12,1,3,1,3],1,[1.000000000,1.069720505,0.9854077615],<"notfaithful",0>,[8,15]>,<1,3*5,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,23,37,347,409,3045797],[1,12,12,1,4,1,1,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[8,15]>,<1,2^3*23,1,[[1],[1],[1],[1],[1],[-1],[1],[1],[-1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,23,37,347,409,3045797],[12,1,1,12,1,1,1,1],1,[1.000000000,1.591314213,1.170481953],<"notfaithful",0>,[8,15]>,<1,5,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23,37,347,409,3045797],[3,3,12,3,3,3,1,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[8,15]>,<1,3,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23,37,347,409,3045797],[3,12,3,3,1,3,1,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[8,15]>,<1,2^3*3*5*23,1,[[1],[1],[1],[-1],[-1],[-1],[1],[1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,23,37,347,409,3045797],[12,12,12,12,4,1,1,1],1,[1.000000000,0.9567871068,0.9874703782],<"notfaithful",0>,[8,15]>,<2,2^3*3*5*23,1,[[2],[2],[2],[0],[0],[0],[-2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,23,37,347,409,3045797],[12,13,13,12,4,7,7,7],1,[1.000000000,1.149170601,0.9353746137],<"notfaithful",0>,[8,15]>,<2,2^3*3*5*23,1,[[2],[2],[-2],[0],[0],[0],[-2],[2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,5,23,37,347,409,3045797],[12,13,13,12,4,1,3,1],1,[1.000000000,1.316933268,1.157118007],<"notfaithful",0>,[8,15]>,<4,2^6*3^2*5^2*23^2,1,[[4],[-4],[0],[0],[0],[0],[0],[0],[0],[0],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[4],[6],[4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[2],[0],[1]],[[1],[0],[2],[0],[1]],[[1],[0],[2],[0],[1]],[[1],[0],[0],[0],[1]],[[1],[0],[0],[0],[1]],[[1],[0],[1]],[[1],[0],[-1]]],[2,3,5,23,37,347,409,3045797],[12,13,13,12,3,7,7,7],1,[0,0,0],<"4.2e6_3e2_5e2_23e2.8t15.2",1>,[8,15]>]
