x^2-x+310 -3*7*59 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[285],[-284]] 2 [1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[312,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[322,7,1]>,[[-3,-1],[4,1]]>,<59,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1180,59,1]>,[[-29,-1],[30,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,59],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*59,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,59],[3,3,3],1,[1.000000000,2.856039423,1.409953988],<"1.3_7_59.2t1.1",1>,[2,1]>]
x^6+5*x^4-34*x^2-253 2^6*11*23^3 2 2 48 "C2*S4" [[2,1,3,5,4,6],[4,2,3,1,5,6],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,2,6,4,5,3]>,<2,3,[4,2,6,1,5,3]>,<2,6,[2,1,3,5,4,6]>,<2,6,[2,1,6,5,4,3]>,<3,8,[2,3,1,5,6,4]>,<4,6,[3,2,4,6,5,1]>,<4,6,[3,5,4,6,2,1]>,<6,8,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 7 x^2+6*x+3 20 [[11242922825516931,-30947273077866044],[22510296056120959,0],[-37342028697489193,-30947273077866044],[-11242922825516931,30947273077866044],[-22510296056120959,0],[37342028697489193,30947273077866044]] 5 [10,7,8,5,8,10,9,5,1,10,7,6,10,9,7,8,4,9,6,7,10,9,5,8,6,3,6,9,5,8,10,10,6,10,5,10,8,7,3,2,7,6,6,10,10,6,3,4,9,6,10,10,5,8,7,5,7,3,10,5,9,9,2,7,8,1,7,5,2,10,7,5,8,9,6,6,8,7,6,10,8,6,9,8,10,7,4,9,10,4,8,9,7,10,7,9,7,8,9,10,10,9,5,9,5,7,7,3,4,10,3,5,8,8,8,6,6,7,7,9,8,10,9,7,4,5,8,4,8,5,10,9,6,8,10,9,6,9,8,3,10,3,7,9,4,8,3,10,7,7,2,6,4,10,8,8,9,7,5,9,7,5,10,6,8,8,4,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+30*x^2-5796*x+263304,4>,<x^6-60*x^5+3348*x^4+1200528*x^3-94610592*x^2+6332370048*x-169146055872,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+30,2>,<x^6+60*x^5+3348*x^4-1200528*x^3-94610592*x^2-6332370048*x-169146055872,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,24,4,[[2,1,3,4,6,5],[6,5,2,1,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[2,1,4,3,5,6],[1,2,3,4,6,5],[3,4,5,6,1,2],[5,6,1,2,3,4],[6,5,2,1,4,3],[4,3,6,5,2,1]],[6,5,2,1,4,3],[1,2,4,3,7,7,10,10],[2],[[[2,1,4,3,5,6],[2,1,3,4,6,5]]],20,<<[],[1,1,0,1,1,0,1]>,[[-56576,-477894,199104,-254432,-391000,-416386],[426932,394632,343212,247336,384164,162308],[-315782,-40930,-199414,82508,230358,-144044],[77958,-268380,-177338,131892,389794,139666],[1,0,0,0,0,0]]>,[[[63746,-66216,33619,-136038,46073,180987],[-251336,-168238,-238942,-70564,-151186,163880],[69739,-249813,-62210,-19660,-62298,-149129],[-203391,-258992,-255283,86438,217863,195165]],[[-63746,66216,-33619,136038,-46073,-180987],[251336,168238,238942,70564,151186,-163880],[-69739,249813,62210,19660,62298,149129],[203391,258992,255283,-86438,-217863,-195165]],[[148157,53015,106716,-221256,-17104,-18503],[17382,-176916,92332,-257944,218932,20944],[-76231,-41613,173026,-67860,157682,-143885],[-158762,-47273,-61401,82146,115633,221860]],[[-148157,-53015,-106716,221256,17104,18503],[-17382,176916,-92332,257944,-218932,-20944],[76231,41613,-173026,67860,-157682,143885],[158762,47273,61401,-82146,-115633,-221860]],[[-195496,252189,-24321,-436,-224919,-102756],[240154,69556,238912,184316,57068,175636],[-183267,-33477,-226730,253146,-83642,63783],[208491,-116221,13180,-8130,161944,146137]],[[195496,-252189,24321,436,224919,102756],[-240154,-69556,-238912,-184316,-57068,-175636],[183267,33477,226730,-253146,83642,-63783],[-208491,116221,-13180,8130,-161944,-146137]]]>,<11,8,2,[[1,2,3,4,6,5],[4,1,2,3,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[4,1,2,3,5,6],[2,3,4,1,5,6],[4,1,2,3,6,5],[2,3,4,1,6,5]],[4,1,2,3,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,10,8,0,1]>,[[-77569189704772713321,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[-150398930531959953351,-223206061952176606987,14426057504536097261,-251997086384200582053],[0,0,0,0]],[[252390733730378384332,116312727908180450787,155860222153646610525,-4623354322390407089],[0,0,0,0]],[[150398930531959953351,223206061952176606987,-14426057504536097261,251997086384200582053],[0,0,0,0]],[[-252390733730378384332,-116312727908180450787,-155860222153646610525,4623354322390407089],[0,0,0,0]],[[0,0,0,0],[-1,0,0,0]],[[0,0,0,0],[1,0,0,0]]]>,<23,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,6],[1],[[[2,1,4,3,6,5]]],20,<[],[817053761419647761683475231,0,1]>,[[0,-1],[0,1],[666004236155502843603781445,13558293794939889795894934],[666004236155502843603781445,-13558293794939889795894934],[-666004236155502843603781445,13558293794939889795894934],[-666004236155502843603781445,-13558293794939889795894934]]>,<167,2,1,[[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6]],[2,1,3,4,5,6],[1,3],[1],[[]],20,<[],[5,166,1]>,[[-26052074180615958002940952066124404218313795,102575981722162049737063720965422129738123545],[26052074180615958002940952066124404218313795,-102575981722162049737063720965422129738123545],[527353740795102374242511400742410812125469,0],[-609870846816804408932561009268220833917399,0],[609870846816804408932561009268220833917399,0],[-527353740795102374242511400742410812125469,0]]>*] [x,x^2-x+3,x^2-x+6,x^2-x-63,x^6-x^5+3*x^4-8*x^3+15*x^2+27,x^3-x^2+1,x^4-2*x^3+2*x^2+10*x+3,0,0,x^4-2*x^3+2*x^2+10*x+3] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,23,167],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,11,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,23,167],[2,11,1,2],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,11]>,<1,23,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,23,167],[1,5,11,1],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[6,11]>,<1,11*23,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,23,167],[2,11,11,2],1,[1.000000000,0.9466718731,0.8829202232],<"notfaithful",0>,[6,11]>,<2,11^2*23,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,11,23,167],[10,11,12,2],1,[1.000000000,1.112689696,1.107083473],<"notfaithful",0>,[6,11]>,<2,23,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,11,23,167],[7,5,11,1],1,[1.000000000,0.3684093207,0.6747996946],<"notfaithful",0>,[6,11]>,<3,2^6*11^2*23,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]],[[1],[-2],[1]]],[2,11,23,167],[11,12,13,3],1,[1.000000000,0.9511247491,0.9762863600],<"notfaithful",0>,[6,11]>,<3,2^6*11*23^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[1]],[[1],[-1]]],[2,11,23,167],[11,12,13,3],1,[1.000000000,1.389850834,1.062931223],<"3.2e6_11_23e2.6t11.3",1>,[6,11]>,<3,2^6*11*23,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[1]],[[1],[-2],[1]]],[2,11,23,167],[11,12,13,3],1,[1.000000000,0.8388044781,0.9477713060],<"3.2e6_11_23.6t11.3",1>,[6,11]>,<3,2^6*11^2*23^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,11,23,167],[11,12,12,3],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6-11*x^4+82*x^2-253 2^6*11*23^3 2 2 48 "C2*S4" [[3,2,1,6,5,4],[4,2,3,1,5,6],[3,1,2,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,5,3,4,2,6]>,<2,3,[4,5,3,1,2,6]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[3,1,2,6,4,5]>,<4,6,[2,4,3,5,1,6]>,<4,6,[2,4,6,5,1,3]>,<6,8,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 17 x^2+16*x+3 14 [[4768822265817482,-1355493695194668],[-23070460679342876,0],[-26456721388932170,-1355493695194668],[-4768822265817482,1355493695194668],[23070460679342876,0],[26456721388932170,1355493695194668]] 5 [10,7,6,9,5,10,5,5,4,10,7,8,10,9,7,8,4,9,8,7,10,9,9,8,8,2,8,9,5,6,10,10,6,10,5,10,8,7,3,3,7,8,8,10,10,8,3,4,5,6,10,10,9,6,7,5,7,3,10,9,5,9,3,7,8,4,7,5,2,10,7,5,6,5,6,6,8,7,8,10,8,8,9,6,10,7,4,5,10,4,8,5,7,10,7,9,7,8,5,10,10,9,5,5,9,7,7,3,1,10,2,9,8,8,8,6,8,7,7,5,8,10,9,7,4,9,6,1,6,9,10,5,6,6,10,5,6,9,8,3,10,3,7,9,4,6,3,10,7,7,3,8,4,10,8,8,5,7,9,5,7,5,10,6,6,8,4,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-66*x^2+7452*x-54648,4>,<x^6+132*x^5-1548*x^4+251856*x^3+82329696*x^2-1886239872*x-315452553408,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-66,2>,<x^6-132*x^5-1548*x^4-251856*x^3+82329696*x^2+1886239872*x-315452553408,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,24,4,[[2,1,3,4,6,5],[6,5,2,1,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[2,1,4,3,5,6],[1,2,3,4,6,5],[3,4,5,6,1,2],[5,6,1,2,3,4],[6,5,2,1,4,3],[4,3,6,5,2,1]],[6,5,2,1,4,3],[1,2,4,3,7,7,10,10],[2],[[[2,1,4,3,5,6],[2,1,3,4,6,5]]],20,<<[],[1,1,0,1,1,0,1]>,[[-66856,110010,-126200,523664,-43648,-399034],[-209268,-396784,336688,-137568,-270384,123360],[-272766,112970,344582,168468,405242,66612],[-114054,-285640,-421598,-22596,226310,-271414],[1,0,0,0,0,0]]>,[[[-121756,145420,123811,161594,119481,38791],[-247476,-41530,117836,-54072,141308,86286],[-3979,185019,-249104,-245040,-220036,-239399],[-151663,-19056,113481,235438,-209413,-229863]],[[121756,-145420,-123811,-161594,-119481,-38791],[247476,41530,-117836,54072,-141308,-86286],[3979,-185019,249104,245040,220036,239399],[151663,19056,-113481,-235438,209413,229863]],[[-51525,51019,18564,-61016,-88840,216861],[-198656,160832,65458,46876,-204842,61874],[-117665,-189553,-100082,94548,-195226,-243885],[-55908,-129889,-44915,149526,233795,-41502]],[[51525,-51019,-18564,61016,88840,-216861],[198656,-160832,-65458,-46876,204842,-61874],[117665,189553,100082,-94548,195226,243885],[55908,129889,44915,-149526,-233795,41502]],[[48850,-123395,12327,117976,42741,-149876],[-88620,-33776,143556,-140072,199308,-181012],[163147,20957,231104,-128106,73792,165027],[220297,-171791,187158,31594,97946,-148055]],[[-48850,123395,-12327,-117976,-42741,149876],[88620,33776,-143556,140072,-199308,181012],[-163147,-20957,-231104,128106,-73792,-165027],[-220297,171791,-187158,-31594,-97946,148055]]]>,<5,2,1,[[5,6,4,3,1,2]],[[1,2,3,4,5,6],[5,6,4,3,1,2]],[5,6,4,3,1,2],[1,6],[1],[[]],20,<[],[2,4,1]>,[[-207208433698,-1877441438029],[1155596007887,-1329550628869],[326837212832,-1877441438029],[207208433698,1877441438029],[-326837212832,1877441438029],[-1155596007887,1329550628869]]>,<11,4,2,[[1,2,3,4,6,5],[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5]],[2,1,4,3,5,6],[1,5,3,6],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,7,1]>,[[-65088157759338932691,0],[0,0],[1,0]]>,[[[63641358554267237930,69502976590548874152],[0,0]],[[249870517352985128067,-69502976590548874152],[0,0]],[[-63641358554267237930,-69502976590548874152],[0,0]],[[-249870517352985128067,69502976590548874152],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<23,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,6,4,6],[1],[[[2,1,4,3,6,5]]],20,<<[],[5,21,1]>,[[-532732469132504943102498214,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[-535417319224569177259211028,-541322363164602686288656822],[15403294475389198337695398,33445039395194990082503199]],[[-535417319224569177259211028,-541322363164602686288656822],[-15403294475389198337695398,-33445039395194990082503199]],[[535417319224569177259211028,541322363164602686288656822],[15403294475389198337695398,33445039395194990082503199]],[[535417319224569177259211028,541322363164602686288656822],[-15403294475389198337695398,-33445039395194990082503199]]]>*] [x,x^2-x+3,x^2-x+6,x^2-x-63,x^6-x^5+3*x^4-8*x^3+15*x^2+27,x^3-x^2+1,x^4-2*x^3-6*x^2-4*x-18,0,0,x^4-2*x^3-6*x^2-4*x-18] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,11,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,11,23],[2,1,11,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,11]>,<1,23,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,11,23],[1,5,5,11],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[6,11]>,<1,11*23,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,11,23],[2,2,11,11],1,[1.000000000,0.9466718731,0.8829202232],<"notfaithful",0>,[6,11]>,<2,11^2*23,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,5,11,23],[10,5,11,12],1,[1.000000000,1.112689696,1.107083473],<"notfaithful",0>,[6,11]>,<2,23,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,11,23],[7,5,5,11],1,[1.000000000,0.3684093207,0.6747996946],<"notfaithful",0>,[6,11]>,<3,2^6*11^2*23,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]],[[1],[0],[-1]]],[2,5,11,23],[11,5,12,13],1,[1.000000000,1.230498584,1.035581614],<"notfaithful",0>,[6,11]>,<3,2^6*11*23^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]],[[1],[1]]],[2,5,11,23],[11,4,12,13],1,[1.000000000,0.8386465604,0.9489606946],<"3.2e6_11_23e2.6t11.4",1>,[6,11]>,<3,2^6*11*23,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]]],[2,5,11,23],[11,3,12,12],1,[1.000000000,1.302163069,1.058433471],<"3.2e6_11_23.6t11.4",1>,[6,11]>,<3,2^6*11^2*23^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,5,11,23],[11,3,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
