x^2-x+534 -5*7*61 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-105],[106]] 2 [1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[540,5,1]>,[[-2,-1],[3,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[546,7,1]>,[[-3,-1],[4,1]]>,<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1464,61,1]>,[[-30,-1],[31,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,7,61],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*7*61,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,7,61],[3,3,3],1,[1.000000000,2.991600585,1.492907330],<"1.5_7_61.2t1.1",1>,[2,1]>]
x^6+6*x^4-66*x^3+12*x^2+396*x+1097 -2^9*3^10*11^4 0 3 12 "D12" [[5,6,4,3,1,2],[2,1,4,3,6,5],[1,3,2,6,5,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,6,4,3,1,2]>,<2,3,[2,1,4,3,6,5]>,<2,3,[6,5,3,4,2,1]>,<3,2,[6,3,5,1,2,4]>,<6,2,[3,1,6,2,4,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 9 [[-20476869796,-26592700512],[9782613765,0],[-27854196843,26592700512],[49242708905,26592700512],[21014100953,-26592700512],[-31708356984,0]] 3 [4,1,3,6,4,6,4,5,3,3,2,6,4,5,3,3,4,2,5,3,5,2,4,4,1,3,6,4,2,4,2,4,4,1,3,6,6,5,3,3,4,6,3,1,3,6,5,2,4,6,4,3,1,4,4,3,3,6,2,4,1,3,5,3,1,3,1,5,4,6,4,3,6,2,1,3,3,6,4,5,4,2,3,5,6,4,4,5,3,6,4,3,6,4,5,3,3,4,1,2,5,3,4,4,5,1,4,4,3,5,2,6,4,5,2,4,5,3,3,4,6,1,3,4,1,3,6,3,2,6,5,3,6,6,4,1,3,5,3,4,5,3,6,4,6,3,6,4,5,3,6,4,1,3,5,3,6,4,5,3,4,4,2,4,4,3,6,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-198,2>,<x^3,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[386050,0],[138560,0],[1,0]]>,[[[1,0],[1,0]],[[-138559,0],[262143,0]],[[69280,-69279],[1,0]],[[-69280,-69279],[262143,0]],[[138559,69279],[1,0]],[[-1,69279],[262143,0]]]>,<3,6,6,[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[2,3,1,5,6,4]],[1,2,3,4,5,6],[1,4,5],[1,4],[[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[2,3,1,5,6,4]]],20,<[],[-1533661593,-1130186304,-600322833,909482904,574716069,-504100908,1]>,[[280821734,368246016,88048339,310302615,86640249,3060639],[29571227,76509972,189519445,167696334,363329877,365397734],[409170068,-444755988,109852705,296842029,324870852,18962116],[188533537,368246016,88048339,310302615,86640249,3060639],[-62716970,76509972,189519445,167696334,363329877,365397734],[316881871,-444755988,109852705,296842029,324870852,18962116]]>,<11,6,3,[[2,3,1,5,6,4],[3,2,1,6,5,4]],[[1,2,3,4,5,6],[3,2,1,6,5,4],[2,3,1,5,6,4]],[3,2,1,6,5,4],[1,4,5],[1],[[[2,3,1,5,6,4]]],20,<<[],[2,7,1]>,[[-268358499029448165140,0],[-145693199168051747971,0],[-135246448997858235961,0],[1,0]]>,[[[62023611514685852628,184339909178513018942],[-15806109638520956631,-13253044246493779936],[0,0]],[[-314414297642758827049,0],[1,0],[0,0]],[[117144237130214738436,-184339909178513018942],[15806109638520956630,13253044246493779936],[0,0]],[[-296312085775115329516,184339909178513018942],[-15806109638520956631,-13253044246493779936],[0,0]],[[8,0],[1,0],[0,0]],[[-241191460159586443708,-184339909178513018942],[15806109638520956630,13253044246493779936],[0,0]]]>,<167,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,3],[1],[[]],20,<[],[5,166,1]>,[[-120865067594982560754448083639513849083069239,134926912018053894217976026414181215665477],[39492847324213732669160122060713485747744689,-109025971858853212341346877721354636615873694],[-80560745962294002516281732879560670646700571,109025971858853212341346877721354636615873694],[141399016914022695678008889048937441532547180,-134926912018053894217976026414181215665477],[-813889993754672066381067148532342654767019,-266994234504934407320909885323397021396873],[-811474308474825569006228699239692688623979,266994234504934407320909885323397021396873]]>,<173,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[2,169,1]>,[[275388093506141933257224379108274392095944139,-232384168955406461239188759791732230000554159],[-241432116196392701139705994810230977050505859,232384168955406461239188759791732230000554159],[-218016352947002285066113913296695282168545734,171844323049784463979753467688274582500493647],[150104398327503820831077144700608452077669174,-171844323049784463979753467688274582500493647],[443219624637715107614049856952945550136804,-590152527143836653765620465359941799039748],[179638171694220717854547410244149449025106,590152527143836653765620465359941799039748]]>*] [x,x^2-x+1,x^2+2,x^2-6,x^3-33,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,167,173],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,167,173],[3,7,3,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,167,173],[7,1,1,2,2],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,2^3*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,167,173],[7,7,2,1,1],1,[1.000000000,0.9358813101,1.007312281],<"notfaithful",0>,[6,3]>,<2,3^5*11^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,11,167,173],[3,7,7,3,3],1,[1.000000000,1.152607851,1.039313131],<"notfaithful",0>,[6,3]>,<2,2^6*3^5*11^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,11,167,173],[7,7,7,3,3],1,[1.000000000,1.117777204,1.022327992],<"2.2e6_3e5_11e2.6t3.4",1>,[6,3]>]
x^5+145*x-290 2^2*5^5*29^4 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 43 x^2+42*x+3 5 [[71647868,33118659],[-64812498,0],[3740177,-33118659],[31753407,0],[-42328954,0]] 3 [2,7,1,7,4,7,5,6,5,3,4,5,6,2,5,2,3,3,5,6,2,6,5,4,2,4,5,5,3,5,5,6,7,4,6,4,7,7,5,7,3,6,3,7,7,3,6,5,2,3,7,4,6,4,5,7,6,3,2,4,5,7,5,3,5,5,6,7,7,3,7,4,2,5,4,5,6,5,3,6,3,6,4,7,4,7,4,5,6,2,5,4,5,6,3,7,3,4,2,3,5,5,7,4,3,7,5,5,4,6,5,5,7,6,4,6,5,5,5,3,6,2,7,7,6,3,6,6,5,2,6,7,4,7,4,6,5,7,2,6,4,6,7,5,6,6,7,7,6,5,7,6,5,2,7,4,4,4,5,6,5,7,5,4,2,2,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,3,[[1,2,4,5,3],[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4],[1,2,4,5,3]],[1,2,3,5,4],[1,2,4],[1],[[[1,2,4,5,3]]],20,<<[],[1,1,1]>,[[-521926,0],[-387328,0],[-441346,0],[1,0]]>,[[[154594,0],[0,0],[0,0]],[[-71655,0],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[188175,-64998],[-20136,-40271],[41482,82964]],[[253173,64998],[20135,40271],[-41482,-82964]]]>,<3,6,1,[[3,1,2,5,4]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,5,4],[1,2,4,4,7,7],[1],[[]],20,<[],[2,2,1,0,2,0,1]>,[[-811511439,947888172,1545895425,984969673,238045480,1691902169],[-1303800181,-124903224,1733091177,-172630850,-1470725184,-756571403],[-934080229,-822984948,207797799,-812338823,1232679704,-935330766],[488664151,364138926,51384252,-447433707,-535390083,-507650358],[236204764,-364138926,-51384252,447433707,535390083,507650358]]>,<5,20,20,[[4,5,1,2,3],[1,3,5,2,4]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[4,5,1,2,3]],[1,2,3,4,5],[1,3,5,5,6],[1,2],[[[4,5,1,2,3],[1,3,5,2,4]],[[4,5,1,2,3]]],20,<[],[5445,54450,266450,846225,1955070,3494400,5018900,5939450,-47683709930880,4945975,-47683712282150,2158675,41723252462520,-23841857420075,11920929133800,-23841857856850,-5960464464880,2300,300,25,1]>,[[-2720,-20420,-75370,-180235,-312317,9536742747560,-443265,4768371197180,4768371306313,7152557209690,-7152557452560,7152557341745,-7152557382757,-2280,-380,-40,-2,0,0,0],[836938499155,-3356394589455,8938485941475,3342329110975,351568287923,1675895942854,6534299594070,-6977250110870,2385905262223,1294614449749,2022840637715,2118871685610,8113171506398,-7223173310056,4282864624535,-5225349662585,6367228515623,7838530833539,-8383271738265,3533229164250],[-2720,-23140,-95790,-255605,-492552,9536742435243,9536742304295,4768370753915,9536742503493,-7152557812122,-242870,-110815,-41012,-7152557385037,-2660,-420,-42,-2,0,0],[1480182169005,394677326875,2260463096435,471923069510,-3707501028202,-211555409948,5255678458835,-2501500637680,2320210675038,8660893766152,-3381816252190,5851759347305,3672962151303,-9021164923773,2281255105610,-1096882913585,5547039261043,-495925282848,-8138351147930,-1024317925415],[-2317120662720,2961717306140,7874537461375,-3814251744645,3355933545148,-1464339387584,-2253233585810,-57991202545,62256581058,9117978714656,8511533309905,3950298064280,-4633576233932,4323409293021,-6564119727105,6322232576630,7159218551503,-7342605550689,-2551863441930,-2508911238835]]>,<11,3,1,[[2,3,1,4,5]],[[1,2,3,4,5],[2,3,1,4,5],[3,1,2,4,5]],[2,3,1,4,5],[1,4,4],[1],[[]],20,<[],[9,2,0,1]>,[[-39731397919406949684,-222262929122403305888,-114265569560985232321],[-224047924501744421580,-71765760851129874996,-252502964497738336243],[-71102588025688557705,294028689973533180884,-305981460873836440637],[27214958942447231535,0,0],[1871499262319965979,0,0]]>,<29,10,5,[[2,3,4,5,1],[5,4,3,2,1]],[[1,2,3,4,5],[5,4,3,2,1],[2,3,4,5,1],[3,4,5,1,2]],[5,4,3,2,1],[1,3,6,6],[1],[[[2,3,4,5,1]]],20,<<[],[2,24,1]>,[[-290,0],[145,0],[0,0],[0,0],[0,0],[1,0]]>,[[[-27167223555130878923243534379,24294965827064111870077357731],[2142781457364000774650873759,-1338477159489064527194667564],[-2113606496794226206814333316,-689188411278712983070264852],[2364893332762464144870325119,1286506057269096174776609608],[-1760015514708970966560604955,1735254672225636767826413777]],[[77108011849791011948142253590,-64381877506953205750782457897],[119443292523236638729657523,-761727078824912496949023455],[-49873296319210337460212369,1017503532401759228512290184],[-525675584381384755550151686,2426997815606822143254400485],[-2386906383210590469374405407,970799126242728857301760194]],[[0,0],[1,0],[0,0],[0,0],[0,0]],[[29321886656680171186841479509,64381877506953205750782457897],[91109444551162096769671436,761727078824912496949023455],[-56913087601465863439778109,-1017503532401759228512290184],[2258989306954798702132733364,-2426997815606822143254400485],[-1273040426676117086301251387,-970799126242728857301760194]],[[-79262674951340304211740198720,-24294965827064111870077357731],[-2353334194438399510150202719,1338477159489064527194667564],[2220392880714902407714323794,689188411278712983070264852],[2005054191254113398125942872,-1286506057269096174776609608],[-683298921994312967342587920,-1735254672225636767826413777]]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11,29],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,29],[2,2,8,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,5]>,<4,2^2*5^5*29^4,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[2],[1]],[[1]]],[2,3,5,11,29],[8,7,9,4,9],1,[0,0,0],<"4.2e2_5e5_29e4.10t12.3",1>,[5,5]>,<4,2^2*5^5*29^4,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-2],[1]],[[1]]],[2,3,5,11,29],[8,7,9,4,9],1,[0,0,0],<"4.2e2_5e5_29e4.5t5.3",1>,[5,5]>,<5,2^4*5^6*29^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,11,29],[8,7,9,4,8],1,[0,0,0],<"5.2e4_5e6_29e4.10t13.5",1>,[5,5]>,<5,2^4*5^5*29^4,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,11,29],[8,7,9,4,9],1,[0,0,0],<"5.2e4_5e5_29e4.6t14.5",1>,[5,5]>,<6,2^4*5^7*29^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[-1]],[[1]],[[1],[2],[1]]],[2,3,5,11,29],[8,7,9,4,10],1,[0,0,0],<"6.2e4_5e7_29e4.20t35.5",1>,[5,5]>]
x^5-290*x^2+1305*x-1508 2^2*5^5*29^4 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 59 x-1 5 [[-156890316],[263807959],[208383025],[24694032],[-339994700]] 3 [2,5,1,7,6,2,7,6,5,3,3,5,3,5,5,7,1,6,5,4,5,6,5,4,5,6,5,2,6,5,7,6,5,6,3,4,7,7,7,7,4,6,4,5,7,3,4,2,7,6,5,6,6,4,5,5,6,4,2,3,7,7,7,4,7,7,4,7,5,6,5,4,7,5,4,5,6,7,4,3,3,6,3,2,3,7,4,2,4,2,7,4,5,6,4,5,6,3,5,6,5,5,5,4,6,7,7,7,4,4,2,5,5,4,6,6,2,5,7,6,4,7,7,5,6,4,4,3,5,7,4,7,6,2,3,6,5,7,7,6,4,3,5,2,3,3,2,7,3,7,7,6,5,7,5,4,4,4,5,4,2,7,5,3,5,2,3,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,3,[[1,2,4,5,3],[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4],[1,2,4,5,3]],[1,2,3,5,4],[1,2,4],[1],[[[1,2,4,5,3]]],20,<<[],[1,1,1]>,[[-47454,0],[-263434,0],[-281674,0],[1,0]]>,[[[70308,0],[0,0],[0,0]],[[172303,0],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[88203,-105270],[145546,-233195],[117815,235630]],[[193473,105270],[-145547,233195],[-117815,-235630]]]>,<5,20,20,[[3,4,5,1,2],[1,3,5,2,4]],[[1,2,3,4,5],[5,4,3,2,1],[2,5,3,1,4],[4,1,3,5,2],[3,4,5,1,2]],[1,2,3,4,5],[1,3,5,5,6],[1,2],[[[3,4,5,1,2],[1,3,5,2,4]],[[3,4,5,1,2]]],20,<[],[24959603157120,-36506263350675,27574546340250,1139095408050,5631446891320,32847463682550,-1788910740575,7142913581450,8240076737910,45844688672390,-20479497874325,-43955524243500,-29056642833635,27939764152020,-8195631645600,25331974418175,-745058003250,-41723251335605,-11920928954480,-23841857910120,1]>,[[-5932584639242,2975448570335,-5954829804955,8739161420115,5961833699087,-5114837123645,-8974885209395,-2984871859165,4417272441005,5729893741449,8585689079160,5770558103050,7397821883918,2093300299568,-2986239716310,1520482831460,-6837352803175,-2203006585427,-8815827108507,-3537241549847],[-8786141354702,-5437221219255,-5897404382555,1795680575395,2481240428457,2317594480014,7652945068655,1828650829840,3953551933530,-3169083563931,4417702494156,1425518759410,-8379056088672,-3482510468246,-8608950583598,9164881236030,-1463121852620,-7715008390232,4801770157271,2000166848603],[8074256855623,6125916026580,-5012919819785,47915368280,342395525327,-8741253798132,2852648258440,-7871354700675,-7976337048265,9484506229349,4752538079429,2284272802645,7088240850143,8149042072310,4634061531498,8440809018260,-7254194356045,-3014334475607,589567940352,8098946028867],[-1657529725477,1646440412490,5273802925880,3081518324135,3807507762867,-5609789276583,-4149076915690,-4522820733535,8004128775360,-1547765333841,-3110637563916,8518894718960,-7317671810627,9256798080676,7090604391308,-1211343490625,4780541244285,-7169181462912,-542285158494,6199391136881],[8301998863798,-5310583790150,-7482135246710,5409210640200,6480508912387,-1925200609779,2618368797990,-5523089864590,-8398616101630,8575935255099,4428194239296,1074241944060,1210665165238,3056856343817,-129475622898,1158656733000,-8299358560570,1028044586053,3966774169378,6312223863621]]>,<29,10,5,[[2,3,4,5,1],[5,4,3,2,1]],[[1,2,3,4,5],[5,4,3,2,1],[2,3,4,5,1],[3,4,5,1,2]],[5,4,3,2,1],[1,3,6,6],[1],[[[2,3,4,5,1]]],20,<<[],[2,24,1]>,[[-1508,0],[1305,0],[-290,0],[0,0],[0,0],[1,0]]>,[[[-51095026632691608989365006492,-66423698370120303745830682353],[-1922686120782435029998160551,716034658756279360401700177],[-546238698570399088607662195,1300110131980663341397729347],[1084355901732282831810428040,2620539308498741296679832168],[-1224495889789418028579160585,1898947630908667107908563102]],[[-43043180299446915840653323623,-15168892270520303822415278657],[-1478705568085787093583203841,1797844105191781562023492222],[570023331604182400719424124,2262107647949646970199246454],[-2863329465596738973369069859,2825869037220046223637559877],[3041785049674353754738168553,286913547945074699130970785]],[[0,0],[1,0],[0,0],[0,0],[0,0]],[[-32978918109179130498259916657,15168892270520303822415278657],[-1904135366558604155095069486,-1797844105191781562023492222],[1208791000122578522147156249,-2262107647949646970199246454],[2554948600202049534275689121,-2825869037220046223637559877],[2259121145582552465173719382,-286913547945074699130970785]],[[-49877451109792097869508393629,66423698370120303745830682353],[-797734191163165210902415792,-716034658756279360401700177],[-1232575633156361834258918178,-1300110131980663341397729347],[-775975036337593392717047302,-2620539308498741296679832168],[2026850941122503298246122319,-1898947630908667107908563102]]]>,<107,2,1,[[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5]],[1,3,2,4,5],[1,2],[1],[[]],20,<[],[2,103,1]>,[[12598475475422005373981098903961471970413,0],[5681574819254748334398810443705285872963,8444297865435669776251719886703342778530],[-12750523573659840307489468840016726359605,-8444297865435669776251719886703342778530],[17632126026848672631897674479511941703,0],[-122367544493043732536534003836920481829,0]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,29,107],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,29,107],[2,8,1,2],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,5]>,<4,2^2*5^5*29^4,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[2],[1]],[[1]]],[2,5,29,107],[8,9,9,2],1,[0,0,0],<"4.2e2_5e5_29e4.10t12.4",1>,[5,5]>,<4,2^2*5^5*29^4,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-2],[1]],[[1]]],[2,5,29,107],[8,9,9,2],1,[0,0,0],<"4.2e2_5e5_29e4.5t5.4",1>,[5,5]>,<5,2^4*5^6*29^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1]]],[2,5,29,107],[8,9,8,2],1,[0,0,0],<"5.2e4_5e6_29e4.10t13.6",1>,[5,5]>,<5,2^4*5^5*29^4,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1]],[[1],[-1]]],[2,5,29,107],[8,9,9,2],1,[0,0,0],<"5.2e4_5e5_29e4.6t14.6",1>,[5,5]>,<6,2^4*5^7*29^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[-1]],[[1]],[[1],[2],[1]]],[2,5,29,107],[8,9,10,2],1,[0,0,0],<"6.2e4_5e7_29e4.20t35.6",1>,[5,5]>]
