x^2+538 -2^3*269 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[3333],[-3333]] 2 [1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[538,0,1]>,[[0,1],[0,262143]]>,<269,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[538,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,269],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*269,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,269],[3,3],1,[1.000000000,0.6772183842,0.8797755920],<"1.2e3_269.2t1.1",1>,[2,1]>]
x^4-2*x^3-20*x^2-6*x+317 2^6*1213 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[3630569],[9135012],[-9605069],[-3160510]] 3 [4,3,4,3,3,2,4,3,5,1,3,4,4,3,5,2,5,4,5,3,4,5,3,4,2,1,5,3,4,1,3,3,4,5,4,3,4,5,3,4,3,4,3,1,4,5,5,3,3,1,4,3,2,3,1,5,4,3,4,4,3,4,5,3,1,4,5,4,3,4,4,3,3,2,3,3,1,4,2,4,3,4,5,4,5,3,1,2,4,3,5,5,5,5,3,3,2,4,5,4,3,4,5,4,5,1,5,4,3,4,5,4,4,5,5,2,3,5,4,3,2,4,1,3,5,4,4,5,5,1,3,5,5,4,2,4,1,5,4,2,3,4,3,5,4,3,1,4,3,5,1,2,3,3,3,5,5,2,4,4,5,4,3,5,4,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+50,2>,<x^2+8*x-4836,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[290,0],[-48,0],[-20,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0]],[[6133,0],[6131,0],[22995,0],[1533,0]],[[-127279,-248426],[-225231,79958],[100980,224955],[119187,239907]],[[121147,248426],[219099,-79958],[138169,37189],[141424,22237]]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[734008551,916865578],[-1099722605,-916865578],[40832429,-142024599],[-62538862,142024599]]>,<19,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,18,1]>,[[16344556148149004428983447,17871100993014042481291992],[-4615474065736094687427601,-17871100993014042481291992],[404745466367459297615337,696587389730434907599251],[-263309614818487504427307,-696587389730434907599251]]>,<1213,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,1209,1]>,[[11214007700818521680851479417525967040815567233023737451357503,0],[10209711906413258265372307370751817293008393700357826850238257,0],[1,0]]>,[[[2613836859428824046909271522810679451722265042328182278127401,-10703500996429217612668365679872640644330431780542226300940937],[0,0]],[[7595875046984434218463035847941137841286128658029644572110362,10703500996429217612668365679872640644330431780542226300940937],[0,0]],[[-10209711906413258265372307370751817293008393700357826850238009,0],[-1,0]],[[248,0],[1,0]]]>*] [x,x^2+1,x^2-x-303,x^2+1213,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,1213],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,1213],[6,3,3,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,1213,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,19,1213],[4,1,1,6],1,[1.000000000,1.077616728,0.8942943217],<"notfaithful",0>,[4,3]>,<1,2^2*1213,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19,1213],[6,3,3,6],1,[1.000000000,0.4510134325,0.8412728294],<"notfaithful",0>,[4,3]>,<2,2^4*1213,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,19,1213],[6,3,3,7],1,[1.000000000,1.099327409,1.004623647],<"2.2e4_1213.4t3.1",1>,[4,3]>]
x^4-2*x^3-32*x^2+33*x-163 -11*1741^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 6 [[-41160817],[-43426659],[43426660],[41160818]] 4 [5,2,1,5,4,4,5,5,1,4,2,3,5,4,1,3,3,5,3,1,5,5,4,1,3,4,2,4,4,3,5,4,3,5,4,4,2,1,5,5,3,3,3,4,5,3,4,3,5,2,4,4,4,3,1,5,2,5,4,5,5,4,5,3,2,2,3,4,5,4,3,5,3,4,1,3,3,3,3,5,1,3,5,2,4,1,1,4,4,3,3,5,1,5,3,5,3,3,4,4,4,4,4,4,5,3,1,4,1,5,4,5,3,1,2,1,2,3,3,5,3,4,5,3,1,4,3,3,3,5,4,4,3,1,4,4,3,4,3,4,5,5,2,5,3,1,4,5,3,3,5,1,3,5,2,3,4,3,5,5,1,5,5,2,3,3,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+33,2>,<x^2-68*x+3631,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,2,1]>,[[1625770422,-117621779],[-1625770421,117621779],[295853105,-285277629],[-295853104,285277629]]>,<5,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[26343262008299,-26343262008298,1631161636168,-1631161636167]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-251566294795055266598,0],[11,0],[1,0]]>,[[[277379536526308036575,-112962988116071992179],[0,0]],[[-277379536526308036574,112962988116071992179],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<1741,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,1740,1]>,[[32032118785754026127826311025941350756201337107633955643937213070,23923848929877404936941420134120906923249266179821640403271680744],[-1314395673888679862591895211308690571380162499105463868665891315,-2258749171537774509509337835623127768215048821799408498347640241],[1,0]]>,[[[1314395673888679862591895211308690571380162499105463868665892468,2258749171537774509509337835623127768215048821799408498347641418],[-1,0]],[[1153,1177],[1,0]],[[-1152,-1177],[-1,0]],[[-1314395673888679862591895211308690571380162499105463868665892467,-2258749171537774509509337835623127768215048821799408498347641418],[1,0]]]>*] [x,x^2-x-435,x^2-x+3,x^2-x+4788,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,1741],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,1741,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,1741],[1,1,1,6],1,[1.000000000,1.206765928,0.9287602992],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,1741],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,11*1741,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,1741],[1,1,6,6],1,[1.000000000,4.449489804,1.597160883],<"notfaithful",0>,[4,3]>,<2,11*1741,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,5,11,1741],[2,1,6,6],1,[1.000000000,0.6969233359,0.8226019614],<"2.11_1741.4t3.2",1>,[4,3]>]
x^4-x^3-1379*x^2+1379*x+379501 5^3*1103^2 4 0 4 "C4" [[4,1,2,3],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[4,1,2,3]>,<4,1,[2,3,4,1]>] [[1,1,1,1],[2,2],[4]] 19 x-1 6 [[-12431071],[21656323],[-20770141],[11544890]] 1 [4,3,1,3,2,4,4,1,3,2,2,4,1,3,4,3,1,1,4,2,3,1,3,1,4,2,3,3,1,4,3,2,4,2,1,1,4,3,4,4,1,2,1,3,3,2,1,4,3,2,3,1,2,1,3,4,1,1,3,2,3,3,3,1,4,4,2,3,4,2,3,2,3,3,2,3,2,3,1,1,2,2,1,3,1,4,2,4,1,3,3,2,3,2,1,4,2,2,3,1,3,3,3,2,2,4,3,3,2,2,4,3,3,1,1,2,3,4,4,1,1,3,4,4,2,2,2,1,3,3,1,3,1,4,1,1,4,4,3,1,2,2,4,3,1,2,3,3,1,3,4,2,4,3,3,2,1,1,3,2,4,4,3,1,4,3,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-4136,3>,<x+1379,4>]*]] [*<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[363145,-9445,-1295,15,1]>,[[-26262779951201,-1996983817206,1839533705112,-525255599024],[25660318107514,3960553784258,-9112361953574,8142600893400],[602461843684,-1963569967053,7272828248462,-7617345294376],[4,1,0,0]]>,<151,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[12258172290052498549296851840118791635055700,-13175640997734038132670700384441651289685632,-37343427072286336358481867223032033794896,-51243481658528464990711636495725308476575]>,<499,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-68910193210752493290769141818737006341915956534819165,-284427841786544028853700037547855411087844742484991324,-669038139920786618158572919172465938813089881152962,-371680070194200568299636031043085528570329975119855]>,<1103,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3]]],20,<<[],[5,1091,1]>,[[-58665438045470537357313302869787287625805546964282106300697,-1633515453274871925377073065944047735160255991939880796015570],[2577516729220950410990875539120869647330216414014164661054860,3384228207339578445100670696957483591392092640266672737329456],[1,0]]>,[[[-2577516729220950410990875539120869647330216414014164661053798,-3384228207339578445100670696957483591392092640266672737328484],[-1,0]],[[1062,972],[1,0]],[[1653499536010154293835707540270876837155913601144458329041494,1610392805071920803142240821924777862929684618183727003005485],[-1226848409613885953816001512020172931885962851606336425936,-2847738774699255989530053845868656244283923115814936254837]],[[924017193210796117155167998849992810174302812869706332011243,1773835402267657641958429875032705728462408022082945734322027],[1226848409613885953816001512020172931885962851606336425936,2847738774699255989530053845868656244283923115814936254837]]]>*] [x,0,x^2-x-1,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,151,499,1103],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,5*1103,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[5,151,499,1103],[5,1,1,5],0,[0.5257311121+0.8506508084*i,0.8135868598-0.03949400629*i,0.9507143036-0.1160670641*i],<"1.5_1103.4t1.1",1>,[4,1]>,<1,5,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,151,499,1103],[5,1,1,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,1]>,<1,5*1103,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[5,151,499,1103],[5,1,1,5],0,[0.5257311121-0.8506508084*i,0.8135868598+0.03949400629*i,0.9507143036+0.1160670641*i],<"1.5_1103.4t1.1",2>,[4,1]>]
x^5-20*x^3-25*x^2+25*x+6 5^3*1103^2 5 0 20 "F5" [[3,2,1,5,4],[4,5,1,2,3],[4,2,5,3,1]] [<1,1,[1,2,3,4,5]>,<2,5,[3,2,1,5,4]>,<4,5,[4,2,5,3,1]>,<4,5,[5,2,4,1,3]>,<5,4,[4,5,1,2,3]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 14 [[-22812804451908,57381091037588],[-60418324024098,0],[-44730608131783,-57381091037588],[-151711224675937,101123616398580],[-100076872299515,-101123616398580]] 1 [3,4,1,4,2,3,3,5,4,2,2,3,5,4,3,4,5,5,3,2,4,5,4,5,3,2,4,4,5,3,4,2,3,2,5,1,3,4,3,3,5,2,1,4,4,2,5,3,4,2,4,1,2,5,4,3,5,5,4,2,4,4,4,5,3,3,2,4,3,2,4,2,4,4,2,4,2,4,5,5,2,2,5,4,5,3,2,3,5,4,4,2,4,2,1,3,2,2,4,5,4,4,4,2,2,3,4,4,2,2,3,4,4,5,5,2,4,3,3,5,5,4,3,3,2,2,2,5,4,4,5,4,5,3,5,5,3,3,4,5,2,2,3,4,5,2,4,4,1,4,3,2,3,4,4,2,5,5,4,2,3,3,4,1,3,4,1,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-8540*x^3-120150*x^2+4563275*x+62217750,3>,<x^5-8540*x^3-202875*x^2+6217775*x+89792750,4>]*],[*[5],"CYC",0,5*]] [*<5,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,3,5,2,4]]],20,<[],[22439178382895,-42647398906650,-23024994183710,46720980317735,1]>,[[8574007661469,0,0,0],[3371857827524,-4979915830576,2410502746185,-603272659850],[6975885968009,-530303033897,2831337135795,8211189842197],[151734871119,5510218864472,-5241839881980,-7607917182347],[4,1,0,0]]>,<1103,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[5,1091,1]>,[[410447399294288686464524997162465392497573620903713443891146,-377210449794823239557380324472430483380635056727826815847849],[1136124790700398894486427045370705122116228845689627176763499,166477685829417285359625752012436118770361623339690865949781],[1,0]]>,[[[-1751922000061948843636549480916334692897167895204615892227880,0],[0,0]],[[-1136124790700398894486427045370705122116228845689627176763328,-166477685829417285359625752012436118770361623339690865949095],[-1,0]],[[171,686],[1,0]],[[2787863832881358742432011167255213344751295199284787227578319,1910736462047779024932724497347096874736136602314860425489144],[-2058473517911129373924476447686307515914266510744559003794,1394277684127223519863389962275504704801298158956070552244]],[[100182957880988995690965359031826470262101541609455841412718,-1744258776218361739573098745334660755965774978975169559540735],[2058473517911129373924476447686307515914266510744559003794,-1394277684127223519863389962275504704801298158956070552244]]]>*] [x,x^2-x-1,x^4-x^3-1379*x^2+1379*x+379501,x^4-x^3-1379*x^2+1379*x+379501,0] [1,2,4,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,1103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,1103],[3,6,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,5*1103,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,1103],[3,6,6],0,[0.5257311121+0.8506508084*i,0.8135868598-0.03949400629*i,0.9507143036-0.1160670641*i],<"notfaithful",0>,[5,3]>,<1,5*1103,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,1103],[3,6,6],0,[0.5257311121-0.8506508084*i,0.8135868598+0.03949400629*i,0.9507143036+0.1160670641*i],<"notfaithful",0>,[5,3]>,<4,5^3*1103^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,5,1103],[3,6,7],1,[0,0,0],<"4.5e3_1103e2.5t3.1",1>,[5,3]>]
