x^2-x+53687 -13*16519 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 23 x-1 5 [[-1432337],[1432338]] 2 [2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[53729,13,1]>,[[-6,-1],[7,1]]>,<16519,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[68273027,16519,1]>,[[-8259,-1],[8260,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[13,16519],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,13*16519,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[13,16519],[3,3],1,[1.000000000,0.2982902076,0.6688247064],<"1.13_16519.2t1.1",1>,[2,1]>]
x^6-x^5-3*x^4+4*x^3-3*x+1 -13*16519 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 167 x^2+166*x+5 5 [[7798923107,48720595432],[31115592150,-41375416532],[-26516810971,-48720595432],[-32573425761,42027575752],[5016222185,-42027575752],[15159499291,41375416532]] 3 [10,10,10,11,11,8,11,10,9,10,10,9,8,5,11,9,10,9,9,10,9,11,8,9,7,9,9,11,8,11,11,10,9,11,11,10,8,9,2,9,3,4,9,6,10,8,9,6,4,4,10,10,9,10,11,9,11,4,11,9,10,4,9,10,7,5,10,7,7,8,10,7,10,4,7,9,9,4,11,11,11,8,11,10,8,9,5,10,11,10,10,7,8,10,10,2,11,10,9,10,4,7,8,9,2,8,6,9,9,10,5,9,9,10,11,10,9,11,4,2,9,10,10,4,9,10,7,7,6,4,10,9,8,10,5,4,10,9,8,8,4,9,8,9,9,9,8,11,8,4,8,6,11,7,9,8,9,7,7,6,7,8,2,10,7,10,10,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<13,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,12,3,0,1]>,[[-6797936799525525668144,0,0,0],[6932490722879149017018,0,0,0],[1,0,0,0]]>,[[[-1272314374377919340576,5610045532943891771629,2665210795826506433334,-250223589457474042792],[0,0,0,0]],[[-6738103161133210730129,-2671809704490287970708,9058292929609198110378,-1923047143616288365583],[0,0,0,0]],[[-8621670142821250072662,8118244824103708702672,-2892322569331436967976,-4363888397287253432539],[0,0,0,0]],[[4559614626330729721571,7948483122323486935208,-8831181156104267575736,6537159130361015840914],[0,0,0,0]],[[-6932490722879149017011,0,0,0],[-1,0,0,0]],[[7,0,0,0],[1,0,0,0]]]>,<16519,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,12886,3,0,1]>,[[-47141518566603620020722512938372737447037715867544343340632083135192045054470985669,0,0,0],[870959024562562586605962363874844685769596024081199215661849994434490641709894147252,0,0,0],[1,0,0,0]]>,[[[61092336263362480484222507308056629799701385972544441069136297047787456493378928703,-514773046518145117990013781788782331254871728308243271827408075473988446779890226595,215609794205159863268299459040123067444073096702798309993043875664812003173208955827,-315135552172498526681807842703951986909889782429331241713880056585269010006718041551],[0,0,0,0]],[[504980276479686184876424662914670841008060938898237850696685558518295076579907071380,1138879633966487035050262167475485969534605259789500292569960795573056450424803738732,176829548835316228324575269153347129587145996782033676422059876397956095078594208047,-581790388090033239171923903521512324329407653746765646914140943334750273250112852453],[0,0,0,0]],[[-1093940003104102319050904239783087435667135633589210579823809992476490725537237242741,798515625965353522166726067716410853195743490435147235156066242651109658518658330669,673440967418577301025727963125186202138433875863238107537416114395294258211334164792,1056934761445031530586611299277660927128324823876599985591988202857113361342100458525],[0,0,0,0]],[[-890327865745376049239779197303470890320341695220045364324482796941719691668088547456,866532067255296850309024177335561049473834006103268612145701965536440863678362082795,-1065880310459053392618602691318656399169652969348070093952519866458062356463137328666,-160008821182499764732879553052196615889027387700503096963967202937094078085269564521],[0,0,0,0]],[[-870959024562562586605962363874844685769596024081199215661849994434490641709894141369,0,0,0],[-1,0,0,0]],[[5883,0,0,0],[1,0,0,0]]]>*] [x,x^2-x+53687,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[13,16519],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,13*16519,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[13,16519],[12,12],1,[1.000000000,0.2982902076,0.6688247064],<"notfaithful",0>,[6,16]>,<5,13*16519,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[0],[-1]]],[13,16519],[12,12],1,[1.000000000,0.2432954724,0.6371047620],<"5.13_16519.6t16.1",1>,[6,16]>,<5,13^2*16519^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1],[1]]],[13,16519],[12,12],1,[0,0,0],<"5.13e2_16519e2.12t183.1",1>,[6,16]>,<5,13^4*16519^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]]],[13,16519],[12,12],1,[0,0,0],<"5.13e4_16519e4.12t183.1",1>,[6,16]>,<5,13^3*16519^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[13,16519],[12,12],1,[0,0,0],<"5.13e3_16519e3.6t16.1",1>,[6,16]>,<9,13^3*16519^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[13,16519],[12,12],1,[0,0,0],<"9.13e3_16519e3.10t32.1",1>,[6,16]>,<9,13^6*16519^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[13,16519],[12,12],1,[0,0,0],<"9.13e6_16519e6.20t145.1",1>,[6,16]>,<10,13^6*16519^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[13,16519],[12,12],1,[0,0,0],<"10.13e6_16519e6.30t176.1",1>,[6,16]>,<10,13^4*16519^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[13,16519],[12,12],1,[0,0,0],<"10.13e4_16519e4.30t176.1",1>,[6,16]>,<16,13^8*16519^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[13,16519],[12,12],1,[0,0,0],<"16.13e8_16519e8.36t1252.1",1>,[6,16]>]
x^3-69*x-253 -3^3*23^2*29 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-23518],[-6672],[30190]] 2 [3,1,2,3,1,3,3,2,2,1,2,2,1,2,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,1,2,1,3,3,2,3,2,2,2,2,2,3,1,2,2,3,2,3,2,2,2,2,3,3,2,3,1,2,3,2,3,1,2,3,3,1,2,2,2,1,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,3,1,3,3,3,1,3,1,1,1,3,2,2,3,2,3,2,1,3,1,2,2,2,1,2,2,1,3,2,3,3,3,2,3,3,3,3,1,2,1,2,3,2,2,2,2,1,2,2,2,2,1,3,3,3,1,2,2,3,2,3,2,2,2,2,3,1,3,3,2,3,3,2,1,2,3,2,2,3,2,3,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-1294943421,-398045862,1072927050,1647002403,1666493541,195520629,1]>,[[-506186249,275402349,220914011,-146253189,-469612898,-72641522],[-168192956,-379065489,-575037976,-271229914,373498747,207921695],[-487882262,103663140,354123965,417483103,96114151,-135280173]]>,<23,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[5,21,1]>,[[-253,0],[-69,0],[0,0],[1,0]]>,[[[-828110715944110231385922738,-569197924756939929538819842],[-24397766848335512755973580,-30748538148447462381295955],[18002406868350222421433103,12373867929498694120409127]],[[0,0],[1,0],[0,0]],[[828110715944110231385922738,569197924756939929538819842],[24397766848335512755973579,30748538148447462381295955],[-18002406868350222421433103,-12373867929498694120409127]]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[65214362195600646143390916368,-13151705885687587866085373655,1]>,[[-13151705885687587866085373673,0],[13151705885687587866085373664,-1],[9,1]]>*] [x,x^2-x+22,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,23,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,23,29],[4,2,4],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[3,2]>,<2,3^3*23^2*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,23,29],[4,4,5],1,[1.000000000,0.5619159123,0.7540426383],<"2.3e3_23e2_29.3t2.1",1>,[3,2]>]
x^3+69*x-299 -3^3*23^2*29 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[-31486],[-160027],[-179780]] 2 [3,1,2,3,3,1,1,2,2,1,2,2,1,2,1,2,2,2,3,2,2,2,2,1,2,1,3,2,1,3,2,3,3,3,2,3,2,2,2,2,2,3,1,2,2,1,2,1,2,2,2,2,3,1,2,3,3,2,1,2,3,3,2,3,3,3,2,2,2,1,2,1,2,3,2,2,3,3,2,2,2,2,2,2,1,3,3,3,3,1,1,3,1,1,3,3,2,2,3,2,3,2,3,1,1,2,2,2,3,2,2,3,3,2,1,1,1,2,3,1,1,1,3,2,3,2,3,2,2,2,2,3,2,2,2,2,1,3,3,3,3,2,2,3,2,1,2,2,2,2,3,3,3,1,2,1,3,2,3,2,3,2,2,3,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-1000868997,799121007,1511764683,1559579814,393292767,1205344803,1]>,[[-373132285,441942909,265282029,212857224,223231217,275569548],[492631361,-236272386,285977919,4992798,383127314,323241860],[-119499076,-205670523,223581030,169570467,168482447,176029570]]>,<23,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[5,21,1]>,[[-299,0],[69,0],[0,0],[1,0]]>,[[[276036905314703410461974246,189732641585646643179606614],[-35610256046165228648803431,-10497688283214851353401135],[6000802289450074140477701,4124622643166231373469709]],[[0,0],[1,0],[0,0]],[[-276036905314703410461974246,-189732641585646643179606614],[35610256046165228648803430,10497688283214851353401135],[-6000802289450074140477701,-4124622643166231373469709]]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[88188062944598835288540020744,-45161049305875585336609420428,1]>,[[-45161049305875585336609420470,0],[45161049305875585336609420449,-1],[21,1]]>*] [x,x^2-x+22,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,23,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,23,29],[4,2,4],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[3,2]>,<2,3^3*23^2*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,23,29],[4,4,5],1,[1.000000000,0.7046113359,0.7580258061],<"2.3e3_23e2_29.3t2.2",1>,[3,2]>]
x^3+69*x-966 -3^3*23^2*29 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-6846],[302],[6544]] 2 [1,1,2,1,3,3,3,2,2,1,2,2,1,2,3,2,2,2,1,2,2,2,2,3,2,3,3,2,3,3,2,3,3,1,2,3,2,2,2,2,2,1,1,2,2,3,2,3,2,2,2,2,1,3,2,3,3,2,3,2,3,3,2,1,1,3,2,2,2,1,2,1,2,3,2,2,3,3,2,2,2,2,2,2,3,1,3,1,3,3,1,3,1,1,3,1,2,2,1,2,1,2,3,3,1,2,2,2,3,2,2,3,3,2,3,3,3,2,1,3,3,3,3,2,3,2,3,2,2,2,2,3,2,2,2,2,1,3,3,1,3,2,2,3,2,3,2,2,2,2,3,3,3,3,2,3,1,2,3,2,1,2,2,3,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-411562,8081,10265]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[782747547,-1138541760,-942854853,1174121361,195686916,9,1]>,[[332074527,-83018985,-415093610,-84,-14,0],[498112413,-166036557,-249055262,415093778,112,14],[332074527,249055542,-498112595,-415093694,-98,-14]]>,<23,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[5,21,1]>,[[-966,0],[69,0],[0,0],[1,0]]>,[[[325525118340632806807733458,357889217239029094538621320],[36686086764120215525885152,14153266014810122035118846],[7076633007405061017559423,7780200374761502055187420]],[[0,0],[1,0],[0,0]],[[-325525118340632806807733458,-357889217239029094538621320],[-36686086764120215525885153,-14153266014810122035118846],[-7076633007405061017559423,-7780200374761502055187420]]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-68113268869488175829441222810,-55775202448709296202597775805,1]>,[[-55775202448709296202597775847,0],[55775202448709296202597775826,-1],[21,1]]>*] [x,x^2-x+22,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,23,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,23,29],[1,4,2,4],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[3,2]>,<2,3^3*23^2*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,23,29],[1,4,4,5],1,[1.000000000,4.670343345,1.826534113],<"2.3e3_23e2_29.3t2.3",1>,[3,2]>]
