x^2-x+3831 -7*11*199 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-102],[103]] 2 [2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3843,7,1]>,[[-3,-1],[4,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3861,11,1]>,[[-5,-1],[6,1]]>,<199,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13731,199,1]>,[[-99,-1],[100,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,11,199],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*11*199,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,11,199],[3,3,3],1,[1.000000000,0.7106176715,0.8627427751],<"1.7_11_199.2t1.1",1>,[2,1]>]
x^4-2*x^3-16*x^2-28*x-14 -2^6*3^2*5^3*7 2 1 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 71 x-1 5 [[-190170650],[199174608],[882192879],[-891196835]] 4 [4,2,1,4,2,3,2,5,5,3,5,5,5,4,3,4,4,4,4,1,3,3,3,5,3,5,1,5,2,4,4,4,4,5,3,3,3,4,3,2,1,4,2,5,4,5,3,1,3,4,4,2,4,4,1,5,5,5,5,3,1,1,2,4,3,4,3,5,5,4,1,2,1,5,3,3,3,3,3,4,4,1,1,3,5,5,3,5,5,4,3,4,4,1,3,3,5,5,1,2,4,4,3,3,3,3,3,2,2,4,1,5,4,5,3,3,2,3,4,1,4,5,2,5,5,3,2,4,2,3,3,5,3,5,5,4,1,1,2,3,5,3,4,5,4,4,3,1,5,5,5,5,4,3,4,2,3,5,3,5,5,4,4,4,4,3,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+32,2>,<x^2+84*x+1904,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[-14,0],[-28,0],[-16,0],[-2,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0]],[[14,0],[13,0],[3,0],[262143,0]],[[-197248,129804],[-9641,-19268],[138296,14451],[217651,173157]],[[197236,-129804],[9627,19268],[123845,247693],[44494,88987]]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1431069321,-1482875523],[-727394730,-727394727],[1,0]]>,[[[727394730,727394728],[-1,0]],[[0,1],[1,0]],[[703674595,-1300234285],[182641235,320614053]],[[-1431069323,572839556],[-182641235,-320614053]]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-215,-70,20,10,1]>,[[53,4,-6,-1],[-37157289020812,8129136299058,-2206703698488,-5922432600569],[37157289020758,-8129136299063,2206703698494,5922432600570],[3,1,0,0]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[-29397802711316193,0],[-29397802711316193,0],[1,0]]>,[[[34341432909814919,29645489138093005],[0,0]],[[16053030676480891,-29645489138093005],[0,0]],[[29397802711316193,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-15,x^2-x+9,x^2+21,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[6,6,6,1],1,[1.000000000,1.065554320,1.019328359],<"notfaithful",0>,[4,3]>,<1,5*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7],[4,1,6,6],1,[1.000000000,1.062052159,0.9100948684],<"notfaithful",0>,[4,3]>,<1,2^2*3*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[6,6,1,6],1,[1.000000000,1.371103442,1.051436876],<"notfaithful",0>,[4,3]>,<2,2^4*3*5^2*7,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,7],[6,7,6,7],1,[1.000000000,0.5225887040,0.8620445355],<"2.2e4_3_5e2_7.4t3.9",1>,[4,3]>]
x^4+10*x^2-35 -2^6*3^2*5^3*7 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[-3825711],[2523521],[-2523521],[3825711]] 4 [4,1,1,1,2,3,1,5,5,3,5,5,5,4,3,4,4,4,4,1,3,3,3,5,3,5,2,5,2,4,4,4,4,5,3,3,3,4,3,1,1,4,2,5,4,5,3,2,3,4,4,2,4,4,2,5,5,5,5,3,2,2,1,4,3,4,3,5,5,4,2,2,2,5,3,3,3,3,3,4,4,1,1,3,5,5,3,5,5,4,3,4,4,1,3,3,5,5,2,2,4,4,3,3,3,3,3,1,2,4,2,5,4,5,3,3,1,3,4,1,4,5,1,5,5,3,2,4,1,3,3,5,3,5,5,4,2,2,1,3,5,3,4,5,4,4,3,2,5,5,5,5,4,3,4,2,3,5,3,5,5,4,4,4,4,3,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+60,2>,<x^2+5040,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[4042,0],[756,0],[76,0],[262130,0],[1,0]]>,[[[3545,0],[-25876,0],[-4196,0],[-23071,0]],[[-3545,0],[25876,0],[4196,0],[23071,0]],[[-45903,39266],[-5500,-11000],[24018,48036],[-3085,-6170]],[[45903,-39266],[5500,11000],[-24018,-48036],[3085,6170]]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1511112966,-1198714398,1]>,[[1198714400,-1],[2,1],[-2,-1],[-1198714400,1]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-35,0,10,0,1]>,[[0,-1,0,0],[0,-1407606865002,0,-1204770187831],[0,1407606865002,0,1204770187831],[0,1,0,0]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[20996660874979622,0,1]>,[[9233270663060925,0],[-9233270663060925,0],[0,-1],[0,1]]>*] [x,x^2-15,x^2-x+9,x^2+21,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[6,6,6,1],1,[1.000000000,1.065554320,1.019328359],<"notfaithful",0>,[4,3]>,<1,5*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7],[4,1,6,6],1,[1.000000000,1.062052159,0.9100948684],<"notfaithful",0>,[4,3]>,<1,2^2*3*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[6,6,1,6],1,[1.000000000,1.371103442,1.051436876],<"notfaithful",0>,[4,3]>,<2,2^4*3*5^2*7,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,5,7],[6,7,6,7],1,[1.000000000,1.604228134,1.137519526],<"2.2e4_3_5e2_7.4t3.10",1>,[4,3]>]
x^4-10*x^2-35 -2^6*3^2*5^3*7 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 7 [[590690],[-2580916],[2580916],[-590690]] 4 [4,3,1,4,1,3,1,5,5,3,5,5,5,4,3,4,4,4,4,2,3,3,3,5,3,5,1,5,2,4,4,4,4,5,3,3,3,4,3,1,2,4,1,5,4,5,3,1,3,4,4,1,4,4,2,5,5,5,5,3,1,2,2,4,3,4,3,5,5,4,2,1,1,5,3,3,3,3,3,4,4,1,2,3,5,5,3,5,5,4,3,4,4,2,3,3,5,5,1,2,4,4,3,3,3,3,3,1,1,4,1,5,4,5,3,3,2,3,4,2,4,5,1,5,5,3,2,4,2,3,3,5,3,5,5,4,2,1,1,3,5,3,4,5,4,4,3,2,5,5,5,5,4,3,4,1,3,5,3,5,5,4,4,4,4,3,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-60,2>,<x^2+5040,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[4,3,2,1],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[2,1,3,4],[3,4,2,1]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[4,3,2,1]]],20,<<[],[1,1,1]>,[[3722,0],[432,0],[65340,0],[18,0],[1,0]]>,[[[-32335,0],[50688,0],[-12323,0],[63610,0]],[[32335,0],[-50688,0],[12323,0],[-63610,0]],[[45037,-40998],[-32548,-65096],[52747,-25578],[-52016,27040]],[[-45037,40998],[32548,65096],[-52747,25578],[52016,-27040]]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1511112966,0],[-1198714398,-1198714398],[1,0]]>,[[[1198714400,1198714400],[-1,0]],[[2,2],[1,0]],[[-2,-2],[-1,0]],[[-1198714400,-1198714400],[1,0]]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-35,0,-10,0,1]>,[[0,-1,0,0],[0,-1407606865002,0,1204770187831],[0,1407606865002,0,-1204770187831],[0,1,0,0]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[-20996660874979622,0],[0,0],[1,0]]>,[[[14344973631848798,31379079976486933],[0,0]],[[-14344973631848798,-31379079976486933],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-15,x^2-x+9,x^2+21,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[6,6,6,1],1,[1.000000000,1.065554320,1.019328359],<"notfaithful",0>,[4,3]>,<1,5*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7],[4,1,6,6],1,[1.000000000,1.062052159,0.9100948684],<"notfaithful",0>,[4,3]>,<1,2^2*3*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[6,6,1,6],1,[1.000000000,1.371103442,1.051436876],<"notfaithful",0>,[4,3]>,<2,2^4*3*5^2*7,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,7],[6,7,6,7],1,[1.000000000,0.8780169283,0.9027602316],<"2.2e4_3_5e2_7.4t3.11",1>,[4,3]>]
x^4-2*x^3+4*x^2+42*x+21 -2^6*3^2*5^3*7 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 191 x-1 5 [[103244934697],[24966858250],[54739513864],[71243595142]] 4 [4,1,1,1,1,3,2,5,5,3,5,5,5,4,3,4,4,4,4,2,3,3,3,5,3,5,2,5,2,4,4,4,4,5,3,3,3,4,3,2,2,4,1,5,4,5,3,2,3,4,4,1,4,4,1,5,5,5,5,3,2,1,1,4,3,4,3,5,5,4,1,1,2,5,3,3,3,3,3,4,4,1,2,3,5,5,3,5,5,4,3,4,4,2,3,3,5,5,2,2,4,4,3,3,3,3,3,2,1,4,2,5,4,5,3,3,1,3,4,2,4,5,2,5,5,3,2,4,1,3,3,5,3,5,5,4,1,2,2,3,5,3,4,5,4,4,3,1,5,5,5,5,4,3,4,1,3,5,3,5,5,4,4,4,4,3,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-78,2>,<x^2-56*x+924,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[66,0],[48,0],[4,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0]],[[-3,0],[142987,0],[23831,0],[95325,0]],[[-40815,-81634],[124849,-131602],[106584,236999],[124515,82211]],[[40819,81634],[256451,131602],[131729,25145],[42304,179933]]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-910035969,-727394730,1]>,[[727394730,-1],[0,1],[48160477,557050496],[-775555205,-557050496]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[210,120,40,10,1]>,[[8669766512778,1733953302554,1733953302556,8669766512784],[5302967397438,-5965190970327,2163945328733,775891786673],[-13972733910217,4231237667772,-3897898631289,-9445658299457],[3,1,0,0]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-20996660874979608,-29397802711316193,1]>,[[17412164409475394,0],[32982299176820416,0],[29397802711316193,-1],[0,1]]>,<11,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-325330321480961341988,37020562367471611017,-28720541086046750631,11234847957463750149]>*] [x,x^2-15,x^2-x+9,x^2+21,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,11],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,11],[6,6,6,1,1],1,[1.000000000,1.065554320,1.019328359],<"notfaithful",0>,[4,3]>,<1,5*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,11],[4,1,6,6,1],1,[1.000000000,1.062052159,0.9100948684],<"notfaithful",0>,[4,3]>,<1,2^2*3*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,11],[6,6,1,6,1],1,[1.000000000,1.371103442,1.051436876],<"notfaithful",0>,[4,3]>,<2,2^4*3*5^2*7,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,5,7,11],[6,7,6,7,1],1,[1.000000000,1.766113956,1.158728212],<"2.2e4_3_5e2_7.4t3.12",1>,[4,3]>]
x^5-x^4-52*x^3+199*x^2-165*x+22 11^2*2399^2 5 0 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 9 [[-20068351,-225397],[9642270,17012334],[-18715969,225397],[512964,0],[-11724520,-17012334]] 1 [2,4,3,2,1,3,2,1,4,3,4,2,2,2,2,2,3,2,2,4,1,2,1,4,2,2,2,2,2,4,4,4,2,4,3,2,3,3,4,2,3,4,2,2,4,4,4,2,3,2,3,3,3,2,2,4,2,2,1,3,3,2,3,1,1,2,2,3,2,4,4,4,3,4,2,2,4,2,1,4,4,2,3,4,3,2,4,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,3,1,4,3,2,3,2,2,3,1,3,2,1,2,1,4,4,2,4,2,1,2,2,2,2,2,2,3,2,3,4,2,2,4,2,2,2,2,2,2,3,2,2,3,2,2,1,2,3,3,4,3,4,2,2,2,3,3,2,2,3,2,2,2,3,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-1002782,4>,<x+1002782,3>]*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[304986,0],[14314,99453],[-85139,-99453],[233653,177178],[56475,-177178]]>,<11,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[188909788512838302602,255835125733260849886,1]>,[[-76169091822765532693,0],[-255835125733260849886,-1],[0,1],[-322056460858117070468,-7700456615597776066],[-18689316518416556153,7700456615597776066]]>,<19,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-15710593462742245734050370,1421380090750624985529159,-7247596543220944571503174,-341559370139292205721973,115753073088408045382590]>,<2399,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-19367043275947952669895833142871769997481684360133404893761830021055,-3732387411826545910471658025034914396588270372695133595546473383392,1]>,[[-13269272645661763848139815481464346179250823492559151740853537048558,0],[3732387411826545910471658025034914396588270372695133595546473383616,-1],[224,1],[16822353297456356018218166121155889164240689350501077614641444312425,-6865162867667779366746925651153220469827345903828347299684718248],[-7285468063621138080550008664726457381578136230637059469334380647706,6865162867667779366746925651153220469827345903828347299684718248]]>*] [x,x^2-x-6597,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,19,2399],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,11*2399,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,11,19,2399],[2,5,1,5],1,[1.000000000,1.218279920,0.9251451250],<"notfaithful",0>,[5,2]>,<2,11*2399,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,11,19,2399],[2,5,1,5],1,[1.000000000,1.179724826,1.065190912],<"2.11_2399.5t2.1",1>,[5,2]>,<2,11*2399,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,11,19,2399],[2,5,1,5],1,[1.000000000,1.001439538,0.9286133494],<"2.11_2399.5t2.1",2>,[5,2]>]
