x^2-571 2^2*571 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-83],[83]] 1 [1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-570,2,1]>,[[1,1],[-1,-1]]>,<571,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-571,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,571],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*571,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,571],[3,3],1,[1.000000000,1.981069746,1.190264469],<"1.2e2_571.2t1.1",1>,[2,1]>]
x^2-x+6909 -5*5527 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[60],[-59]] 2 [2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[6915,5,1]>,[[-2,-1],[3,1]]>,<5527,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[7643841,5527,1]>,[[-2763,-1],[2764,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,5527],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*5527,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,5527],[3,3],1,[1.000000000,1.020502089,0.9090482955],<"1.5_5527.2t1.1",1>,[2,1]>]
x^3-x^2-23*x-158 -5*5527 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 47 x-1 5 [[5798307],[71981501],[-77779807]] 2 [2,3,1,3,2,3,2,2,2,2,2,3,3,3,1,2,1,2,3,2,1,2,3,1,2,2,3,2,2,3,2,2,1,2,2,2,3,2,3,2,1,2,3,1,3,3,3,1,3,2,1,2,1,2,1,3,2,3,2,2,1,2,3,2,2,2,1,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,3,2,3,2,2,3,3,2,1,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,3,2,3,3,2,3,3,3,2,3,1,3,1,2,1,2,2,1,2,1,3,3,2,2,2,3,2,2,2,3,2,1,3,3,2,1,3,3,3,1,2,2,3,3,3,3,1,2,3,3,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-17301662617890,-12398334639675,1]>,[[6675151688447,0],[-6675151688448,-1],[2,1]]>,<5527,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[256974699289371755143597829195406494687160084040455331030802721159100705170,292789541878174001125066012274484394920738158663811811643953679773445044167,1]>,[[292789541878174001125066012274484394920738158663811811643953679773445039846,0],[-292789541878174001125066012274484394920738158663811811643953679773445042006,-1],[2161,1]]>*] [x,x^2-x+6909,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,5527],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*5527,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,5527],[4,4],1,[1.000000000,1.020502089,0.9090482955],<"notfaithful",0>,[3,2]>,<2,5*5527,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[5,5527],[4,4],1,[1.000000000,0.9634194242,0.9630768425],<"2.5_5527.3t2.1",1>,[3,2]>]
x^3-x^2+27*x+142 -5*5527 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[-113229],[-152134],[-105929]] 2 [2,3,1,3,2,1,2,2,2,2,2,3,1,3,3,2,1,2,3,2,3,2,1,3,2,2,1,2,2,1,2,2,3,2,2,2,3,2,3,2,3,2,3,3,3,3,1,3,3,2,3,2,1,2,1,3,2,3,2,2,3,2,1,2,2,2,3,3,2,1,2,3,2,2,2,3,3,2,2,2,2,2,3,2,1,2,2,1,3,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,3,2,3,3,2,1,1,1,2,3,3,3,3,2,1,2,2,3,2,3,3,1,2,2,2,3,2,2,2,3,2,3,3,1,2,1,3,3,3,3,2,2,3,3,3,1,3,2,3,3,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-21574577830540,22300614760260,1]>,[[3227128432132,0],[-3227128432133,-1],[2,1]]>,<5527,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-164816615012895053823715903698120945550056351110609876108027137826916659137,-93517175176309191699914142060124219543912372684819663440378172552046852343,1]>,[[-93517175176309191699914142060124219543912372684819663440378172552046853362,0],[93517175176309191699914142060124219543912372684819663440378172552046852853,-1],[510,1]]>*] [x,x^2-x+6909,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,5527],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*5527,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,5527],[4,4],1,[1.000000000,1.020502089,0.9090482955],<"notfaithful",0>,[3,2]>,<2,5*5527,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[5,5527],[4,4],1,[1.000000000,1.163836705,0.9803933407],<"2.5_5527.3t2.2",1>,[3,2]>]
x^3-22*x-51 -5*5527 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 43 x-1 5 [[-9270132],[-53432030],[62702162]] 2 [2,1,1,3,2,3,2,2,2,2,2,3,3,1,3,2,1,2,3,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,1,2,1,2,3,2,3,3,3,3,3,3,1,2,3,2,1,2,1,3,2,3,2,2,3,2,3,2,2,2,3,3,2,3,2,1,2,2,2,3,3,2,2,2,2,2,3,2,3,2,2,3,1,2,1,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,2,3,1,2,3,3,3,2,1,3,3,3,2,1,2,2,3,2,3,1,3,2,2,2,1,2,2,2,1,2,3,1,3,2,1,3,1,3,3,2,2,3,3,1,3,3,2,1,1,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[17204411665215,6596228461960,1]>,[[6596228461954,0],[-6596228461957,-1],[3,1]]>,<5527,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-64688997315068257466582382268832841376806601068629171556365659813198935931,340541584755466792922844742199376856357185517882594108464810284653704130887,1]>,[[340541584755466792922844742199376856357185517882594108464810284653704122101,0],[-340541584755466792922844742199376856357185517882594108464810284653704126494,-1],[4393,1]]>*] [x,x^2-x+6909,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,5527],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*5527,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,5527],[4,4],1,[1.000000000,1.020502089,0.9090482955],<"notfaithful",0>,[3,2]>,<2,5*5527,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[5,5527],[4,4],1,[1.000000000,2.791079263,1.368103009],<"2.5_5527.3t2.3",1>,[3,2]>]
x^3-x^2+19*x-14 -5*5527 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-791],[1304],[-512]] 2 [2,3,1,1,2,3,2,2,2,2,2,1,3,3,3,2,1,2,1,2,3,2,3,3,2,2,3,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,1,3,1,1,3,3,3,2,3,2,1,2,1,1,2,1,2,2,3,2,3,2,2,2,3,3,2,3,2,3,2,2,2,3,3,2,2,2,2,2,1,2,3,2,2,3,3,2,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,1,2,1,3,2,3,3,3,2,3,3,1,3,2,1,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,2,3,3,3,2,1,1,3,1,3,2,2,1,1,3,3,3,2,3,3,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[25501283189365,-33469508625685,1]>,[[-33469508625686,0],[33469508625686,-1],[1,1]]>,<5527,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-89836891605336516418152545587664403984156665381838861514030062277848166197,-214508046148706705906543291840974522607378382300274953533040977781480226638,1]>,[[-214508046148706705906543291840974522607378382300274953533040977781480226935,0],[214508046148706705906543291840974522607378382300274953533040977781480226787,-1],[149,1]]>*] [x,x^2-x+6909,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,5527],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*5527,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,5527],[4,4],1,[1.000000000,1.020502089,0.9090482955],<"notfaithful",0>,[3,2]>,<2,5*5527,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[5,5527],[4,4],1,[1.000000000,1.428444329,1.024827493],<"2.5_5527.3t2.4",1>,[3,2]>]
x^2-x-13037 3*17383 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1172],[-1171]] 1 [2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-13035,3,1]>,[[-1,-1],[2,1]]>,<17383,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[75529135,17383,1]>,[[-8691,-1],[8692,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,17383],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*17383,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,17383],[3,3],1,[1.000000000,0.7236238978,0.8160008281],<"1.3_17383.2t1.1",1>,[2,1]>]
x^3-x^2-27*x-24 3*17383 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[-4613317],[4944165],[-330847]] 1 [2,1,3,2,3,2,2,2,3,1,3,1,2,2,2,2,2,2,3,2,1,3,3,3,2,1,2,3,2,3,1,1,2,3,3,2,3,3,2,2,3,2,3,2,2,2,2,2,1,2,2,2,2,3,3,1,3,2,2,2,1,2,2,3,2,3,2,3,3,1,2,3,2,3,1,2,2,3,2,1,2,3,2,2,1,3,2,3,1,3,2,3,2,2,3,3,3,3,2,2,3,2,2,2,2,2,3,3,1,3,2,2,3,2,3,3,2,2,3,2,3,2,2,3,3,2,2,2,2,2,2,3,1,3,3,1,2,3,2,3,3,1,2,1,2,2,2,3,3,3,2,2,3,3,2,2,2,3,1,3,1,2,2,2,2,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[40087158,-37595577,1]>,[[-37595576,0],[37595577,-1],[0,1]]>,<17383,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[2516569062643651197528085930109246765174518816089177895600977630446522098068100551175,1317608741923955172695737943677205713180037854706873428129826779929495219074178850124,1]>,[[1317608741923955172695737943677205713180037854706873428129826779929495219074178832109,0],[-1317608741923955172695737943677205713180037854706873428129826779929495219074178841116,-1],[9008,1]]>*] [x,x^2-x-13037,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,17383],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*17383,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,17383],[4,4],1,[1.000000000,0.7236238978,0.8160008281],<"notfaithful",0>,[3,2]>,<2,3*17383,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,17383],[4,4],1,[1.000000000,1.515133302,1.143831174],<"2.3_17383.3t2.1",1>,[3,2]>]
x^4-2*x^3+27*x^2-26*x+94 2^4*3^3*467 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 7 [[8632572],[-3945652],[3945653],[-8632571]] 2 [1,4,3,3,1,1,5,5,4,3,5,4,5,3,4,5,4,4,5,4,4,5,4,5,2,3,5,2,2,5,3,2,5,3,5,3,2,3,2,5,4,4,2,1,3,3,5,3,4,1,5,4,2,4,3,2,3,5,2,3,3,3,5,2,4,5,3,4,1,1,3,2,5,2,5,1,5,4,3,4,1,1,1,2,5,4,5,4,5,5,1,4,5,1,5,4,3,3,5,1,5,5,1,3,5,4,4,3,2,2,5,1,3,3,3,5,5,1,5,4,4,2,5,2,5,3,4,4,5,2,3,4,3,4,3,4,3,5,3,5,5,3,3,4,2,2,4,5,5,1,1,3,5,1,5,1,3,5,1,5,4,3,5,1,5,4,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-26,2>,<x^2+50*x-776,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[2],[[[2,1,4,3]]],20,<[],[122598,-137618,1]>,[[0,1],[137618,-1],[1,-1],[-137617,1]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[150,0],[90,0],[39,0],[6,0],[1,0]]>,[[[-1,0],[-1,0],[0,0],[0,0]],[[1639782224,-103609977],[-47944396,-47944396],[21128922,21128922],[-124444847,-124444847]],[[2,0],[1,0],[0,0],[0,0]],[[-1639782223,103609977],[47944396,47944396],[-21128922,-21128922],[124444847,124444847]]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-5442562761411,-4122745867720],[-8025065618656,4122745867720],[5442562761412,4122745867720],[8025065618657,-4122745867720]]>,<467,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-114059135988433088302500671745403931901272827044993692,467,1]>,[[-65917167048305347456297575002584440836101149705251047,0],[65917167048305347456297575002584440836101149705251048,0],[-233,-1],[234,1]]>*] [x,x^2-3,x^2-x-350,x^2-467,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,467],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,467],[6,6,3,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,3*467,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,467],[1,6,1,6],1,[1.000000000,2.647640083,1.422867101],<"notfaithful",0>,[4,3]>,<1,2^2*467,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,467],[6,3,3,6],1,[1.000000000,0.6938650570,0.8630563229],<"notfaithful",0>,[4,3]>,<2,2^2*3^2*467,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]]],[2,3,5,467],[6,7,3,6],1,[1.000000000,2.740264948,1.373429465],<"2.2e2_3e2_467.4t3.1",1>,[4,3]>]
x^4-27*x^2-30*x+69 2^4*3^3*467 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 107 x-1 5 [[6953280519],[4953211950],[4231930539],[-2112905701]] 1 [3,4,3,3,2,1,5,5,4,3,5,4,5,3,4,5,4,4,5,4,4,5,4,5,2,3,5,1,2,5,3,1,5,3,5,3,2,3,1,5,4,4,1,1,3,3,5,3,4,1,5,4,2,4,3,1,3,5,2,3,3,3,5,1,4,5,3,4,2,1,3,1,5,2,5,2,5,4,3,4,2,1,2,2,5,4,5,4,5,5,4,4,5,2,5,4,3,3,5,1,5,5,2,3,5,4,4,3,1,2,5,1,3,3,3,5,5,2,5,4,4,2,5,1,5,3,4,4,5,2,3,4,3,4,3,4,3,5,3,5,5,3,3,4,2,1,4,5,5,2,1,3,5,2,5,2,3,5,1,5,4,3,5,2,5,4,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-114,2>,<x^2+42*x-12168,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-166984,517114],[-379498,289582],[1,0]]>,[[[0,1],[1,0]],[[-144790,234707],[-1,0]],[[171879,-66589],[54535,100791]],[[-27089,-168119],[-54535,-100791]]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[69,0],[-30,0],[-27,0],[0,0],[1,0]]>,[[[1341070920,0],[-447023641,0],[-536428369,0],[-357618913,0]],[[-822565197,-152029737],[-147090538,-370602358],[-26005740,286910809],[129645995,531967272]],[[0,0],[1,0],[0,0],[0,0]],[[-518505723,152029737],[-568147289,370602358],[562434109,-286910809],[227972918,-531967272]]]>,<13,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[4274382263089514480524,-8328904630404565315237,-702501519573734573594,371263015762447076276]>,<467,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,463,1]>,[[-34988706198222019514841209963884060593257388781112292,0],[-74551992322513560366269193211097464576163831671711027,0],[1,0]]>,[[[62056800905789206484132531695654996696123606010726980,-68440572999420013672640217104440539374208669546961352],[0,0]],[[106800755572197678216521593993693166118758555019364826,68440572999420013672640217104440539374208669546961352],[0,0]],[[74551992322513560366269193211097464576163831671711411,0],[-1,0]],[[384,0],[1,0]]]>*] [x,x^2-3,x^2-x-350,x^2-467,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,467],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,467],[6,6,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,3*467,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,467],[1,6,1,6],1,[1.000000000,2.647640083,1.422867101],<"notfaithful",0>,[4,3]>,<1,2^2*467,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,467],[6,3,1,6],1,[1.000000000,0.6938650570,0.8630563229],<"notfaithful",0>,[4,3]>,<2,2^2*3^2*467,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]]],[2,3,13,467],[6,7,1,6],1,[1.000000000,0.6881651332,0.7979112641],<"2.2e2_3e2_467.4t3.2",1>,[4,3]>]
