x^2+6910 -2^3*5*691 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-70463],[70463]] 2 [1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[6910,0,1]>,[[0,1],[0,262143]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[6910,0,1]>,[[0,-1],[0,1]]>,<691,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[6910,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,691],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*5*691,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,691],[3,3,3],1,[1.000000000,0.6802731879,0.8885102734],<"1.2e3_5_691.2t1.1",1>,[2,1]>]
x^3-x^2+14*x-30 -2^3*5*691 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-1613784],[395775],[1218010]] 2 [1,2,1,2,3,2,3,3,1,2,2,1,2,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,1,2,2,3,3,2,2,1,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,1,3,2,1,3,2,2,3,2,2,1,1,3,2,1,1,3,2,1,3,3,2,2,2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,3,3,2,2,1,2,2,3,3,1,2,2,2,3,1,2,3,2,2,3,3,3,2,2,2,3,2,3,3,1,1,3,3,2,3,3,3,2,2,2,2,1,3,1,2,2,2,2,3,3,1,2,2,2,2,2,3,2,2,3,2,3,3,1,1,3,2,2,3,3,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[-417282,49392,1]>,[[49393,0],[0,1],[-49392,262143]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[42532434905160,25621860537250,1]>,[[44695346865370,-38146972656250],[-25621860537247,-1],[3,1]]>,<691,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[214713501342677011114726767569548374764552973682853992255,-174020283621720186502658362686097086191953413387981421635,1]>,[[-174020283621720186502658362686097086191953413387981422820,0],[174020283621720186502658362686097086191953413387981422228,-1],[593,1]]>*] [x,x^2+6910,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,691],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*5*691,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,691],[4,4,4],1,[1.000000000,0.6802731879,0.8885102734],<"notfaithful",0>,[3,2]>,<2,2^3*5*691,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,691],[4,4,4],1,[1.000000000,2.481385820,1.392252845],<"2.2e3_5_691.3t2.1",1>,[3,2]>]
x^3-x^2+29*x+15 -2^3*5*691 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[5743],[-77790],[72048]] 2 [1,2,1,2,1,2,3,3,3,2,2,3,2,3,2,2,2,2,2,1,3,3,2,3,2,2,2,2,3,2,2,3,1,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,1,3,1,2,3,3,2,2,3,2,2,3,3,1,2,3,3,3,2,3,3,1,2,2,2,2,3,2,2,3,3,3,2,2,3,1,3,3,1,3,3,2,2,1,3,2,2,3,2,2,1,1,3,2,2,2,3,3,2,3,2,2,1,3,3,2,2,2,1,2,3,3,1,1,3,1,2,1,3,1,2,2,2,2,3,1,3,2,2,2,2,3,1,3,2,2,2,2,2,1,2,2,3,2,3,1,3,1,1,2,2,3,3,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[-306610,-176376,1]>,[[-176377,0],[1,1],[-85767,-1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[44356737656115,-2803470498255,1]>,[[-40950443154510,19073486328125],[2803470498258,-1],[3,1]]>,<691,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-138086838742505288129483138954413183076735112385450959941,54694378767673171694106076533182397007443491320840313719,1]>,[[54694378767673171694106076533182397007443491320840312822,0],[-54694378767673171694106076533182397007443491320840313270,-1],[449,1]]>*] [x,x^2+6910,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,691],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*5*691,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,691],[4,4,4],1,[1.000000000,0.6802731879,0.8885102734],<"notfaithful",0>,[3,2]>,<2,2^3*5*691,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,691],[4,4,4],1,[1.000000000,2.728187558,1.416671046],<"2.2e3_5_691.3t2.2",1>,[3,2]>]
x^3-2*x-64 -2^3*5*691 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[659146],[-573260],[-85886]] 2 [1,2,1,2,3,2,1,3,3,2,2,3,2,1,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,2,1,3,2,2,3,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,2,3,3,3,2,3,1,2,2,3,2,2,3,3,3,2,3,3,1,2,3,3,3,2,2,2,2,1,2,2,3,1,3,2,2,3,3,3,1,3,3,1,2,2,3,1,2,2,3,2,2,3,3,3,2,2,2,1,3,2,3,2,2,3,1,1,2,2,2,3,2,1,3,1,1,3,3,2,3,1,3,2,2,2,2,3,3,3,2,2,2,2,1,3,3,2,2,2,2,2,3,2,2,3,2,1,3,3,1,3,2,2,1,3,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[1022,507872,1]>,[[245728,262144],[0,1],[16416,-1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[33418020444915,46633816718520,1]>,[[46633816718516,0],[-46633816718518,-1],[2,1]]>,<691,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[23259149680109422400974607274462201400544872684386148015,-220728402297510097159400036155671842608749513158332559598,1]>,[[-220728402297510097159400036155671842608749513158332560884,0],[220728402297510097159400036155671842608749513158332560241,-1],[643,1]]>*] [x,x^2+6910,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,691],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*5*691,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,691],[4,4,4],1,[1.000000000,0.6802731879,0.8885102734],<"notfaithful",0>,[3,2]>,<2,2^3*5*691,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,691],[4,4,4],1,[1.000000000,2.550066681,1.397865175],<"2.2e3_5_691.3t2.3",1>,[3,2]>]
x^3-x^2+25*x+35 -2^3*5*691 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[-964885],[74587],[890299]] 2 [1,2,1,2,3,2,3,1,3,2,2,3,2,3,2,2,2,2,2,3,1,1,2,1,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,2,3,3,3,2,3,3,2,2,1,2,2,3,3,3,2,3,3,3,2,3,1,3,2,2,2,2,3,2,2,1,3,1,2,2,1,3,1,3,3,1,3,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,3,3,2,1,2,2,3,3,3,2,2,2,3,2,3,1,1,1,1,3,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,1,2,3,3,3,1,3,2,2,3,1,3,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[333218,415300,1]>,[[-108989,0],[1,1],[108989,-1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[43146743792990,-7479011980885,1]>,[[-7479011980884,0],[7479011980885,-1],[0,1]]>,<691,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-165372111685840035429849776942512594359382581451079979059,-206070449779539864640924758232843242508255569727997800117,1]>,[[-206070449779539864640924758232843242508255569727997801344,0],[206070449779539864640924758232843242508255569727997800731,-1],[614,1]]>*] [x,x^2+6910,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,691],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*5*691,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,691],[4,4,4],1,[1.000000000,0.6802731879,0.8885102734],<"notfaithful",0>,[3,2]>,<2,2^3*5*691,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,691],[4,4,4],1,[1.000000000,2.500257574,1.394297706],<"2.2e3_5_691.3t2.4",1>,[3,2]>]
x^5-2*x^4-11*x^3+28*x^2-6*x-9 2081^2 5 0 10 "D10" [[2,1,3,5,4],[5,3,2,4,1]] [<1,1,[1,2,3,4,5]>,<2,5,[5,3,2,4,1]>,<5,2,[4,3,1,5,2]>,<5,2,[5,1,4,2,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 6 [[-167347,-853999],[495963,853999],[-385331,0],[659439,686469],[-602722,-686469]] 1 [3,2,3,3,2,4,2,2,2,3,4,4,1,1,2,2,4,2,4,2,4,2,2,3,4,2,2,3,2,2,4,2,2,2,4,3,3,2,3,2,2,2,2,1,2,4,3,1,2,4,1,3,2,3,3,2,2,2,2,3,3,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,4,3,4,3,1,4,4,3,2,4,2,4,3,2,2,2,4,2,2,2,3,2,2,2,3,3,2,2,3,2,4,4,3,2,4,2,2,2,2,2,2,1,1,4,2,2,3,2,2,3,4,3,1,2,2,3,3,3,2,2,2,4,2,2,2,2,4,2,4,2,2,4,2,1,2,4,3,4,2,2,4,2,2,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+6243,3>,<x-6243,4>]*]] [*<3,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-910459813,0],[805755251,1505941400],[1280656852,-1505941400],[67624920,-506660403],[-81315741,506660403]]>,<2081,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1108419237410555950917759090612793177136810468055221785592095580594,156674631518812223407244607561040005971935498684816975475542648827,1]>,[[341463098614496972638486364958757431436992969090139633342995813822,0],[-156674631518812223407244607561040005971935498684816975475542646898,-1],[1929,1],[1005604406151851830635969314351273673198216816441715588802884244583,-63043069550264771625109558293992435402414756792333658751740406],[1129359374624989287477629724890142025245757605609533685326562724167,63043069550264771625109558293992435402414756792333658751740406]]>*] [x,x^2-x-520,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,2081],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2081,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,2081],[1,2,5],1,[1.000000000,1.973363499,1.266722589],<"notfaithful",0>,[5,2]>,<2,2081,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,2081],[3,2,5],1,[1.000000000,0.3551917234,0.6295767521],<"2.2081.5t2.1",1>,[5,2]>,<2,2081,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,2081],[3,2,5],1,[1.000000000,1.195742164,1.143530918],<"2.2081.5t2.1",2>,[5,2]>]
x^6+25*x^4-44*x^3+71*x^2+132*x+143 -2^8*11^3*31^3 0 3 48 "C2*S4" [[4,2,3,1,6,5],[6,2,3,4,5,1],[4,1,6,2,3,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[1,3,2,4,5,6]>,<2,3,[6,3,2,4,5,1]>,<2,6,[4,2,3,1,6,5]>,<2,6,[4,3,2,1,6,5]>,<3,8,[4,1,6,2,3,5]>,<4,6,[2,6,1,4,5,3]>,<4,6,[2,6,1,5,4,3]>,<6,8,[4,6,1,2,3,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 13 x^2+12*x+2 18 [[23861905082833077247,0],[36365840064230940178,357425197539811059],[-51938503371197455226,44279870564245831395],[-21019915382360466321,-44279870564245831395],[32076737693753207470,-357425197539811059],[-19346064087259303348,0]] 6 [6,9,9,7,3,5,7,5,7,9,4,10,8,10,8,3,10,9,10,8,4,6,10,8,7,10,8,5,10,7,8,5,8,10,10,8,5,10,6,10,5,10,8,8,5,7,5,7,9,3,6,6,7,5,7,8,10,8,9,6,9,10,9,6,8,5,5,1,3,3,6,4,4,3,10,4,10,9,8,7,10,5,7,6,1,10,6,7,5,7,10,7,7,10,9,4,10,7,3,3,9,5,9,4,10,7,5,6,6,4,7,5,7,9,1,8,5,7,5,9,9,7,9,3,3,10,10,7,8,3,10,6,6,10,7,6,10,2,2,7,5,5,4,10,3,6,3,8,5,4,10,6,5,7,2,7,4,8,8,9,5,4,8,2,7,7,7,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-12*x^2+21528*x+1463584,4>,<x^6-192*x^5+36128*x^4+1031936*x^3-251445376*x^2+59494564864*x+2187920869376,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x+60,2>,<x^6+192*x^5+12848*x^4+527296*x^3+16115264*x^2+299537920*x+2321093632,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[2,1,3,4,6,5],[2,1,4,3,6,5],[5,6,4,3,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[2,1,3,4,6,5],[1,2,4,3,5,6],[6,5,3,4,2,1],[5,6,4,3,1,2],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,4,3,1,2],[1,6,5,3,4,6,5,2],[2,4],[[[2,1,3,4,6,5],[2,1,4,3,6,5]],[[2,1,3,4,6,5]]],20,<<[],[1,1,1]>,[[-470000,263890],[-21444,-143080],[-478362,-235014],[169132,-372916],[1,0]]>,[[[-59377,22576],[-51682,-1672],[25401,11210],[50759,60627]],[[-12989,-17140],[51682,1672],[40135,54326],[14777,4909]],[[3657,-45710],[33642,-56506],[-51688,23693],[-25002,-28406]],[[15439,45710],[-33642,56506],[51688,-23693],[25002,28406]],[[-17161,53028],[40802,-17446],[23061,61403],[28276,27821]],[[-60641,-58464],[-40802,17446],[42475,4133],[37260,37715]]]>,<7,3,1,[[2,3,1,6,4,5]],[[1,2,3,4,5,6],[2,3,1,6,4,5],[3,1,2,5,6,4]],[2,3,1,6,4,5],[1,7,7],[1],[[]],20,<[],[4,0,6,1]>,[[19848883310929817,32144276768735027,9725540682928307],[29179376709090733,10054473876135653,-21331056348222332],[8187661290553789,37593515652741321,11605515665294025],[-778326806978865,328924184332751,611100825562206],[-599173575272731,-464280782293153,735372828134119],[-472358599367477,135356597960402,281939944214124]]>,<11,4,2,[[2,1,4,3,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,4,3,5,6],[2,1,3,4,6,5]],[1,2,4,3,5,6],[1,6,3,5],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,7,1]>,[[50896639530516824660,0],[296960697058635125032,0],[1,0]]>,[[[-296960697058635125032,0],[-1,0]],[[0,0],[1,0]],[[306522196635853932028,-312257187967931814542],[1581805773410393735,26662983270294918049]],[[-198677467318863402982,312257187967931814542],[-1581805773410393735,-26662983270294918049]],[[280554172542043660438,0],[-30479401600133021485,0]],[[-91438204800399064452,0],[30479401600133021485,0]]]>,<31,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,6,4,6],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,29,1]>,[[-167207999441240485252601314842,0],[-158576117484309422966509540052,0],[1,0]]>,[[[158576117484309422966509540073,0],[-1,0]],[[21,0],[1,0]],[[301785058487077802462153929772,-93278468870031192497548259884],[-689058907851840511790076415,-2966031512681141971432268399]],[[-157896953877687815522761183684,317156644251921879917223378735],[689058907851840511790076415,2966031512681141971432268399]],[[319698540441653256746483060004,93278468870031192497548259884],[-1356793919980308119111402728,2966031512681141971432268399]],[[49627766283729615383757255415,-317156644251921879917223378735],[1356793919980308119111402728,-2966031512681141971432268399]]]>*] [x,x^2-2,x^2+682,x^2+341,x^6+10*x^4+25*x^2-32,x^3+10*x-16,x^4-x^2-6*x+2,0,0,x^4-x^2-6*x+2] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,11,31],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,11,31],[11,1,2,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,11]>,<1,2^3*11*31,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,11,31],[11,1,11,11],1,[1.000000000,0.7217868005,0.8800387440],<"notfaithful",0>,[6,11]>,<1,2^2*11*31,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,11,31],[11,1,11,11],1,[1.000000000,2.381774926,1.210336453],<"notfaithful",0>,[6,11]>,<2,2^5*11*31,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,7,11,31],[11,7,12,13],1,[1.000000000,0.9486960372,0.9827662897],<"notfaithful",0>,[6,11]>,<2,2^3*11*31,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,7,11,31],[11,7,11,11],1,[1.000000000,1.908325033,1.328078006],<"notfaithful",0>,[6,11]>,<3,2^5*11*31,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[0],[-1]]],[2,7,11,31],[11,7,12,12],1,[1.000000000,1.090472855,1.144333478],<"notfaithful",0>,[6,11]>,<3,2^5*11^2*31^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[-1]]],[2,7,11,31],[11,7,12,11],1,[0,0,0],<"3.2e5_11e2_31e2.6t11.1",1>,[6,11]>,<3,2^6*11*31,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[2,7,11,31],[11,7,12,12],1,[1.000000000,0.9260765443,0.9167098186],<"3.2e6_11_31.6t11.7",1>,[6,11]>,<3,2^8*11^2*31^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,7,11,31],[11,7,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
