x^2-x-1589 3*13*163 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[567],[-566]] 1 [2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1587,3,1]>,[[-1,-1],[2,1]]>,<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1547,13,1]>,[[-6,-1],[7,1]]>,<163,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[5053,163,1]>,[[-81,-1],[82,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,13,163],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*13*163,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,13,163],[3,3,3],1,[1.000000000,0.7806863706,0.7885578438],<"1.3_13_163.2t1.1",1>,[2,1]>]
x^4-x^3-17*x^2-2*x+4 5^2*7*17^2*23 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 97 x-1 5 [[-3011589339],[-2082503908],[-2073837730],[-1419409279]] 1 [3,4,1,4,5,5,2,2,1,3,5,4,5,5,5,5,4,3,5,3,4,5,3,2,1,4,3,4,5,4,3,5,5,5,4,2,3,2,4,4,2,3,4,2,2,3,3,5,1,1,1,1,3,2,5,5,5,4,2,4,2,3,5,5,2,1,2,4,2,4,5,4,1,5,5,3,4,4,5,4,3,4,5,3,5,3,3,5,4,3,3,3,2,2,3,1,4,3,3,3,1,5,3,4,5,5,5,5,2,5,4,5,4,3,4,5,1,5,1,4,2,1,1,1,5,4,5,5,3,3,1,4,5,5,4,1,3,2,3,3,5,3,1,4,4,3,4,4,4,3,1,3,3,4,4,5,4,5,3,3,2,5,3,1,5,2,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-2,2>,<x^2+25*x+116,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[214640,62181],[152459,-62181],[-151072,64954],[-216026,-64954]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[14532569273015,-8836255604130,1]>,[[8836255604132,-1],[2,1],[-29278807257974,4434082699138],[20442551653841,-4434082699138]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[32664721063174823,0],[-11781886308609291,0],[1,0]]>,[[[774311120460992,-24375670674282120],[0,0]],[[-12556197429070290,24375670674282120],[0,0]],[[11781886308609295,0],[-1,0]],[[4,0],[1,0]]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[1055414483006435001010050,1193739283668785761818553],[1772581605006816241039639,475587163541325312780073],[1,0]]>,[[[-1772581605006816241039631,-475587163541325312780063],[-1,0]],[[8,10],[1,0]],[[-432652444933653449745292,-1912541069248617608207963],[-94240779023816733641067,-26647288620906102302585]],[[-1858997356707102831616685,-1676103173857629601413585],[94240779023816733641067,26647288620906102302585]]]>,<23,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[553680053813481764180036732,110736010762696352836007351,1]>,[[654515389375910303163054557,0],[-543779378613213950327047215,0],[-110736010762696352836007346,-1],[5,1]]>*] [x,x^2-x-21,x^2-x-40,x^2-x-3421,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,17,23],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,17,23],[3,6,1,6,1],1,[1.000000000,0.9585496198,0.9067840099],<"notfaithful",0>,[4,3]>,<1,7*23,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,17,23],[1,1,6,1,6],1,[1.000000000,1.586762750,1.236804044],<"notfaithful",0>,[4,3]>,<1,5*7*17*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,17,23],[3,6,6,6,6],1,[1.000000000,0.6513226371,0.7326970121],<"notfaithful",0>,[4,3]>,<2,5*7*17*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,7,17,23],[3,6,7,7,6],1,[1.000000000,1.383567756,1.094255107],<"2.5_7_17_23.4t3.1",1>,[4,3]>]
x^4-2*x^3-25*x^2+26*x+84 5^2*7*17^2*23 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 163 x-1 5 [[-23985178558],[21640985359],[-21640985358],[23985178559]] 1 [3,4,3,1,5,5,1,2,4,3,5,4,5,5,5,5,4,3,5,3,4,5,3,2,2,4,3,4,5,4,3,5,5,5,4,2,3,1,4,4,2,3,4,1,1,3,3,5,2,1,2,1,3,2,5,5,5,4,1,4,1,3,5,5,1,2,2,4,1,4,5,4,2,5,5,3,4,4,5,4,3,4,5,3,5,3,3,5,4,3,3,3,1,2,3,2,4,3,3,3,2,5,3,4,5,5,5,5,2,5,4,5,4,3,4,5,2,5,2,4,2,2,2,2,5,4,5,5,3,3,1,4,5,5,4,1,3,1,3,3,5,3,2,4,4,3,4,4,4,3,2,3,3,4,4,5,4,5,3,3,1,5,3,1,5,1,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+26,2>,<x^2-54*x-720,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[95220,45366],[49854,-45366],[-95219,-45366],[-49853,45366]]>,<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-975237630,0],[975237631,0],[198071120,-383059614],[-198071119,383059614]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-38281442621695,35966530016575],[28447234971110,-33460098334755],[1,0]]>,[[[-28447234971110,33460098334756],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[28447234971111,-33460098334756],[1,0]]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[23563772617218596,7,1]>,[[-18204094143920818,-22797790370746286],[-4593696226825467,0],[-3,-1],[4,1]]>,<17,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[290789566024578080835350,-120548661840551535561596,1]>,[[120548661840551535561608,-1],[12,1],[-11,-1],[-120548661840551535561607,1]]>,<23,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,21,1]>,[[-221472021525392705672014564,0],[23,0],[1,0]]>,[[[425260633531360420193471435,775996369003523710795333318],[0,0]],[[-425260633531360420193471434,-775996369003523710795333318],[0,0]],[[-11,0],[-1,0]],[[12,0],[1,0]]]>*] [x,x^2-x-21,x^2-x-40,x^2-x-3421,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,17,23],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,17,23],[3,1,6,1,6,1],1,[1.000000000,0.9585496198,0.9067840099],<"notfaithful",0>,[4,3]>,<1,7*23,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,17,23],[1,4,1,6,1,6],1,[1.000000000,1.586762750,1.236804044],<"notfaithful",0>,[4,3]>,<1,5*7*17*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,17,23],[3,3,6,6,6,6],1,[1.000000000,0.6513226371,0.7326970121],<"notfaithful",0>,[4,3]>,<2,5*7*17*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,7,17,23],[3,3,6,7,7,6],1,[1.000000000,1.263304603,1.055313644],<"2.5_7_17_23.4t3.4",1>,[4,3]>]
x^4-2*x^3+21*x^2-20*x+15 5^2*7*17^2*23 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[16179054],[12853580],[-12853579],[-16179053]] 2 [3,4,1,4,5,5,3,1,4,3,5,4,5,5,5,5,4,3,5,3,4,5,3,1,1,4,3,4,5,4,3,5,5,5,4,2,3,1,4,4,2,3,4,1,1,3,3,5,1,2,2,1,3,1,5,5,5,4,1,4,2,3,5,5,2,2,2,4,1,4,5,4,1,5,5,3,4,4,5,4,3,4,5,3,5,3,3,5,4,3,3,3,1,2,3,1,4,3,3,3,2,5,3,4,5,5,5,5,2,5,4,5,4,3,4,5,1,5,2,4,1,2,1,2,5,4,5,5,3,3,1,4,5,5,4,2,3,2,3,3,5,3,2,4,4,3,4,4,4,3,2,3,3,4,4,5,4,5,3,3,1,5,3,2,5,2,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-20,2>,<x^2+38*x+200,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[1,1,1]>,[[3340,-224875],[-228214,-224875],[-3339,224875],[228215,224875]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-12997026129485,28920325482285,1]>,[[-28920325482285,-1],[0,1],[1,-1],[28920325482286,1]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[-23563772617218575,0],[7,0],[1,0]]>,[[[-20974567210771312,32904610745215563],[0,0]],[[20974567210771313,-32904610745215563],[0,0]],[[-3,0],[-1,0]],[[4,0],[1,0]]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[1945821986914321744702000,-1615547380998297877926880],[1260392779163814311704175,-1874566605928309472237768],[1,0]]>,[[[-1260392779163814311704169,1874566605928309472237774],[-1,0]],[[6,6],[1,0]],[[-5,-6],[-1,0]],[[1260392779163814311704170,-1874566605928309472237774],[1,0]]]>,<23,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,21,1]>,[[-221472021525392705672014541,0],[23,0],[1,0]]>,[[[-324678376675933051849500149,377686781110526933853355986],[0,0]],[[324678376675933051849500150,-377686781110526933853355986],[0,0]],[[-11,0],[-1,0]],[[12,0],[1,0]]]>*] [x,x^2-x-21,x^2-x-40,x^2-x-3421,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,17,23],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,17,23],[3,6,1,6,1],1,[1.000000000,0.9585496198,0.9067840099],<"notfaithful",0>,[4,3]>,<1,7*23,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,17,23],[1,1,6,1,6],1,[1.000000000,1.586762750,1.236804044],<"notfaithful",0>,[4,3]>,<1,5*7*17*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,17,23],[3,6,6,6,6],1,[1.000000000,0.6513226371,0.7326970121],<"notfaithful",0>,[4,3]>,<2,5*7*17*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,7,17,23],[3,6,7,7,7],1,[1.000000000,1.687358409,1.103145724],<"2.5_7_17_23.4t3.5",1>,[4,3]>]
x^4-x^3+12*x^2-59*x+251 5^2*7*17^2*23 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[16584363],[-16207180],[-5185792],[4808610]] 2 [3,4,2,1,5,5,1,1,1,3,5,4,5,5,5,5,4,3,5,3,4,5,3,1,2,4,3,4,5,4,3,5,5,5,4,2,3,2,4,4,2,3,4,2,2,3,3,5,2,2,1,1,3,1,5,5,5,4,2,4,1,3,5,5,1,1,2,4,2,4,5,4,2,5,5,3,4,4,5,4,3,4,5,3,5,3,3,5,4,3,3,3,2,2,3,2,4,3,3,3,1,5,3,4,5,5,5,5,2,5,4,5,4,3,4,5,2,5,1,4,1,1,2,1,5,4,5,5,3,3,1,4,5,5,4,2,3,1,3,3,5,3,1,4,4,3,4,4,4,3,1,3,3,4,4,5,4,5,3,3,2,5,3,2,5,1,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+26,2>,<x^2+139*x+4468,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[76160,-59953],[136113,59953],[-137499,-62726],[-74773,62726]]>,<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-724083644,0],[-138573847,0],[-57330766,-101239023],[145147280,101239023]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[9895944463665,35403476458200],[-16325104571940,-32004410196120],[1,0]]>,[[[16325104571942,32004410196124],[-1,0]],[[2,4],[1,0]],[[-15764035297789,19341060174121],[-2334026622566,-3673127153270]],[[-561069274154,44021961270376],[2334026622566,3673127153270]]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[20882834754565539,-11781886308609291,1]>,[[39198179684332387,0],[28812200304670316,0],[11781886308609295,-1],[4,1]]>,<17,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[148583932043192747595188,1146207041938710721715149,1]>,[[-1146207041938710721715141,-1],[8,1],[1803897903074602109990040,-59741257476651692884540],[-657690861135891388274906,59741257476651692884540]]>,<23,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[830267745233015520235836531,-110736010762696352836007328,1]>,[[-450723134806249429627701375,0],[339987124043553076791694034,0],[110736010762696352836007335,-1],[7,1]]>*] [x,x^2-x-21,x^2-x-40,x^2-x-3421,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,17,23],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,17,23],[3,1,6,1,6,1],1,[1.000000000,0.9585496198,0.9067840099],<"notfaithful",0>,[4,3]>,<1,7*23,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,17,23],[1,4,1,6,1,6],1,[1.000000000,1.586762750,1.236804044],<"notfaithful",0>,[4,3]>,<1,5*7*17*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,17,23],[3,3,6,6,6,6],1,[1.000000000,0.6513226371,0.7326970121],<"notfaithful",0>,[4,3]>,<2,5*7*17*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,7,17,23],[3,3,6,7,7,7],1,[1.000000000,1.687358409,1.071306714],<"2.5_7_17_23.4t3.7",1>,[4,3]>]
