x^6-3*x^5+5*x^4-5*x^3+x^2+x-1 7^4*41 2 2 24 "C2*A4" [[2,4,6,1,3,5],[5,2,3,4,1,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[5,2,3,4,1,6]>,<2,3,[5,3,2,4,1,6]>,<3,4,[2,4,6,1,3,5]>,<3,4,[4,1,5,2,6,3]>,<6,4,[3,4,6,1,2,5]>,<6,4,[4,5,1,2,6,3]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[2,2,2],[3,3],[6]] 43 x^2+42*x+3 8 [[-4135247847010,3977440677857],[5187885471674,2751656510518],[-5187885471673,-2751656510518],[2898772392922,0],[4135247847011,-3977440677857],[-2898772392921,0]] 4 [6,7,6,8,7,3,7,8,6,2,5,6,3,4,8,7,5,6,7,3,5,8,4,8,3,7,6,6,7,4,4,6,7,1,8,7,7,6,3,6,7,2,8,7,4,7,3,4,7,8,8,3,5,1,8,7,5,6,5,3,5,3,4,7,8,8,8,4,7,4,5,6,5,6,4,8,5,8,6,5,4,3,5,4,8,6,1,8,4,2,6,7,5,4,8,3,8,7,6,6,3,7,7,6,7,7,3,8,5,2,6,5,4,5,1,7,2,5,8,3,5,3,6,7,8,4,8,8,3,6,5,4,8,3,6,4,7,5,4,7,4,6,7,3,5,3,1,5,6,6,6,4,3,8,5,4,8,8,2,5,6,4,3,8,7,5,7,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^4-14*x^3+191*x^2-3905*x+24803,5>,<x^4-14*x^3+653*x^2-7139*x+95468,6>]*],[*[6],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^4-14*x^3+191*x^2+1917*x+4426,7>,<x^4-14*x^3+653*x^2-1317*x+75091,8>]*]] [*<7,6,3,[[5,6,4,1,2,3]],[[1,2,3,4,5,6],[6,4,5,2,3,1],[2,3,1,5,6,4],[3,1,2,6,4,5],[5,6,4,1,2,3],[4,5,6,3,1,2]],[5,6,4,1,2,3],[1,2,5,6,8,7],[1],[[[2,3,1,5,6,4]]],20,<<[],[3,6,1]>,[[26019781998708806,13627790764605640],[-20593182385317164,31616158992261403],[-19249230017941469,6882301043621514],[1,0]]>,[[[9813995999315662,30651601210063093],[4886404191539070,1405130794011917],[2654628284101505,4684507823158216]],[[0,1],[1,0],[0,0]],[[9435234018625807,-37533902253684605],[-4886404191539071,-1405130794011917],[-2654628284101505,-4684507823158216]],[[1,-1],[-1,0],[0,0]],[[-9435234018625806,37533902253684605],[4886404191539071,1405130794011917],[2654628284101505,4684507823158216]],[[-9813995999315661,-30651601210063093],[-4886404191539070,-1405130794011917],[-2654628284101505,-4684507823158216]]]>,<41,4,2,[[1,2,3,4,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,5,6],[1,2,3,4,6,5],[1,2,4,3,6,5]],[1,2,4,3,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[6,38,1]>,[[-74455165533921265063093557601684,0],[41,0],[1,0]]>,[[[80944382433574476849692197432501,0],[0,0]],[[-80944382433574476849692197432500,0],[0,0]],[[60023591963153267536935645850239,26865423650221346910237382158539],[0,0]],[[-60023591963153267536935645850238,-26865423650221346910237382158539],[0,0]],[[-20,0],[-1,0]],[[21,0],[1,0]]]>*] [x,x^2-x-10,x^3-x^2-2*x+1,x^6-x^5-35*x^4+23*x^3+315*x^2-121*x-631,x^6-x^5-35*x^4+23*x^3+315*x^2-121*x-631,x^3-x^2-2*x+1,x^4-x^3+4*x^2-7*x+8,0] [1,2,2,4,6,3,4,8] <[1],[2],[3,6],[4,5],[7],[8]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,41,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,6]>,<1,41,1,[[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,41,47],[2,2,9,2],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[6,6]>,<1,7,3,[[1,0],[1,0],[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[3,7,41,47],[5,9,1,6],0,[0.8959532197+0.4441484303*i,0.5377473805+0.1052975456*i,0.7992187436+0.1018472971*i],<"notfaithful",0>,[6,6]>,<1,7*41,3,[[1,0],[-1,0],[-1,0],[1,0],[-1,-1],[0,1],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[3,7,41,47],[7,9,9,8],0,[-0.8959532197-0.4441484303*i,0.4421165164+0.6346373332*i,0.8502008756+0.2958930400*i],<"notfaithful",0>,[6,6]>,<1,7*41,3,[[1,0],[-1,0],[-1,0],[1,0],[0,1],[-1,-1],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[3,7,41,47],[7,9,9,8],0,[-0.8959532197+0.4441484303*i,0.4421165164-0.6346373332*i,0.8502008756-0.2958930400*i],<"notfaithful",0>,[6,6]>,<1,7,3,[[1,0],[1,0],[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[3,7,41,47],[5,9,1,6],0,[0.8959532197-0.4441484303*i,0.5377473805-0.1052975456*i,0.7992187436-0.1018472971*i],<"notfaithful",0>,[6,6]>,<3,7^2*41^2,1,[[3],[3],[-1],[-1],[0],[0],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[3,7,41,47],[5,9,10,5],1,[1.000000000,1.305369277,1.034464906],<"notfaithful",0>,[6,6]>,<3,7^2*41,1,[[3],[-3],[1],[-1],[0],[0],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[3,7,41,47],[7,9,10,7],1,[1.000000000,0.9385223591,0.9962447804],<"3.7e2_41.6t6.1",1>,[6,6]>]
x^2-x-283908 1135633 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[33],[-32]] 1 [1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1135633,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[322415293764,1135633,1]>,[[-567816,-1],[567817,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1135633],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1135633,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1135633],[3],1,[1.000000000,3.113332724,1.479572112],<"1.1135633.2t1.1",1>,[2,1]>]
