x^2-x-2233 8933 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-5908],[5909]] 1 [2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<8933,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[19947389,8933,1]>,[[-4466,-1],[4467,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[8933],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,8933,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[8933],[3],1,[1.000000000,0.6064473654,0.7133061159],<"1.8933.2t1.1",1>,[2,1]>]
x^3+21*x-12 -2^2*3^3*379 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[691156],[369305],[359396]] 2 [1,1,2,3,2,2,1,2,3,3,1,3,2,3,2,3,2,1,2,2,2,2,1,1,3,2,2,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,3,3,2,1,2,3,3,2,3,1,2,1,2,3,3,2,3,2,3,3,2,1,3,3,2,1,3,2,3,2,2,2,1,3,3,2,2,3,2,2,2,1,3,3,2,2,3,2,3,3,1,2,2,2,2,2,2,2,1,2,2,3,3,1,2,3,2,1,3,1,1,3,3,2,1,1,3,1,2,1,1,3,3,2,2,2,2,2,3,3,2,2,1,2,1,1,2,2,1,3,1,2,2,3,1,3,2,3,1,3,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[-177342,493598,1]>,[[493596,0],[1,1],[30691,-1]]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-871695816,871696953,-217923081,435848517,-1089620025,9,1]>,[[-249056109,-290565489,-41509384,166037349,-166037353,0],[-249056109,-539621598,-332074873,124527965,-4,-166037353],[498112218,-332074380,373584257,-290565314,166037357,166037353]]>,<379,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[913483470942033558833183035840472943837606189441513,-1801783783119350432048672397169519067275843039708928,1]>,[[-1801783783119350432048672397169519067275843039709038,0],[1801783783119350432048672397169519067275843039708983,-1],[55,1]]>*] [x,x^2+1137,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,379],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*3*379,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,379],[4,4,4],1,[1.000000000,0.9316861518,0.9723646687],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*379,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,379],[4,5,4],1,[1.000000000,1.967498560,1.315118942],<"2.2e2_3e3_379.3t2.1",1>,[3,2]>]
x^4-x^2+48 2^2*3*191^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 97 x-1 5 [[-3067678230],[3666223478],[-3666223478],[3067678230]] 3 [1,1,4,5,3,2,4,5,2,5,5,3,5,4,3,5,2,3,4,3,3,4,3,5,1,5,4,2,1,5,5,3,5,5,4,5,3,4,3,5,3,3,1,2,4,4,4,4,2,3,5,1,2,2,5,2,4,4,1,4,4,4,5,1,3,5,5,3,1,1,4,3,5,3,5,1,5,2,5,2,3,2,1,1,5,3,4,2,4,4,1,2,5,1,4,2,5,5,5,3,5,5,3,5,5,1,3,4,1,3,4,2,5,4,5,4,5,3,4,2,3,1,4,3,4,4,2,3,4,2,5,2,5,1,5,1,4,4,5,4,5,5,4,3,1,1,3,5,5,3,3,4,5,3,5,1,5,5,3,4,3,5,4,1,5,3,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-6,2>,<x^2-6912,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[2],[[[2,1,3,4]]],20,<[],[31086,2,1]>,[[-4,-4],[4,4],[211273,0],[-211273,0]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[1303636299,0,1]>,[[1618874105,0],[-1618874105,0],[0,-1],[0,1]]>,<191,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-107247505198731896314121888387841021170155933,588019181752776974129537862211998460072510739,1]>,[[-588019181752776974129537862211998460072510615,-1],[124,1],[-124,-1],[588019181752776974129537862211998460072510615,1]]>*] [x,x^2-x+48,x^2-3,x^2+573,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,191,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,191],[1,1,6],1,[1.000000000,2.955129664,1.525527803],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,191],[6,6,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*191,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,191],[6,6,6],1,[1.000000000,1.049935327,0.9815761944],<"notfaithful",0>,[4,3]>,<2,2^2*3*191,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,191],[6,6,6],1,[1.000000000,2.380631247,1.478043984],<"2.2e2_3_191.4t3.1",1>,[4,3]>]
x^4+x^2+48 2^2*3*191^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 5 [[1039097],[25237],[-25237],[-1039097]] 3 [4,4,4,5,3,2,4,5,1,5,5,3,5,4,3,5,1,3,4,3,3,4,3,5,1,5,4,1,1,5,5,3,5,5,4,5,3,4,3,5,3,3,3,2,4,4,4,4,1,3,5,2,2,1,5,1,4,4,1,4,4,4,5,2,3,5,5,3,2,1,4,3,5,3,5,2,5,2,5,2,3,2,2,1,5,3,4,2,4,4,2,1,5,2,4,1,5,5,5,3,5,5,3,5,5,1,3,4,2,3,4,2,5,4,5,4,5,3,4,1,3,1,4,3,4,4,2,3,4,2,5,1,5,1,5,1,4,4,5,4,5,5,4,3,1,2,3,5,5,3,3,4,5,3,5,2,5,5,3,4,3,5,4,2,5,3,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+6,2>,<x^2-6912,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[497362,0],[2,0],[1,0]]>,[[[-9188,-18376],[0,0]],[[9188,18376],[0,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-1303636299,0],[0,0],[1,0]]>,[[[1618874105,1618874105],[0,0]],[[-1618874105,-1618874105],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<191,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[19,190,1]>,[[-1302762900176549574297693979774213761808114923,-1559694072864754456534563768167824923925052234],[-398129976415884503465997746532455767758912039,-531572456723901116335302227615930721318915365],[1,0]]>,[[[398129976415884503465997746532455767758912161,531572456723901116335302227615930721318915503],[-1,0]],[[122,138],[1,0]],[[-122,-138],[-1,0]],[[-398129976415884503465997746532455767758912161,-531572456723901116335302227615930721318915503],[1,0]]]>*] [x,x^2-x+48,x^2-3,x^2+573,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,191,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,191],[1,1,6],1,[1.000000000,2.955129664,1.525527803],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,191],[6,6,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*191,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,191],[6,6,6],1,[1.000000000,1.049935327,0.9815761944],<"notfaithful",0>,[4,3]>,<2,2^2*3*191,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,191],[6,6,6],1,[1.000000000,0.5133183195,0.7158843501],<"2.2e2_3_191.4t3.2",1>,[4,3]>]
x^4-x^3+37*x^2-24*x+336 3^2*5^2*7*31 0 2 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 67 x-1 5 [[566040428],[386406265],[280105349],[117573066]] 3 [3,1,5,1,5,2,3,4,5,5,1,4,5,4,5,5,5,2,1,3,1,4,3,3,4,5,4,3,2,3,4,5,5,1,3,4,4,2,3,5,5,2,3,2,5,1,2,1,5,2,3,5,1,3,5,5,3,2,4,3,4,5,4,5,2,3,4,4,5,4,3,3,2,2,2,3,5,4,5,2,5,2,3,2,4,3,5,4,3,4,5,5,4,5,4,5,3,5,1,2,1,5,5,5,4,4,3,5,3,2,4,4,3,1,4,5,2,3,3,3,4,4,3,3,4,3,4,3,4,4,4,5,1,4,3,4,3,2,3,5,4,5,4,5,1,5,4,5,1,5,1,3,4,5,2,5,1,3,4,3,5,5,4,5,3,3,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-12,2>,<x^2+47*x-804,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-480292,-418081],[-62211,418081],[-3324,7904],[-11228,-7904]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1212389745,1739988843,1]>,[[-1739988843,-1],[0,1],[1077695573,-559989259],[662293271,559989259]]>,<5,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-35248280577025,34204720612855],[21769285369610,-12957215225345],[1,0]]>,[[[-21769285369608,12957215225349],[-1,0]],[[2,4],[1,0]],[[-23188995683619,41132145815396],[7467328623812,-1353033561666]],[[44958281053226,41278070599876],[-7467328623812,1353033561666]]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-35505111746372429,22143577275619772,1]>,[[-2699174334871406,34196685556119429],[-20752829131001405,0],[-22143577275619766,-1],[6,1]]>,<31,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[201431827010414573379989429194,-201431827010414573379989429163,1]>,[[-136068492646838271801292050685,0],[-65363334363576301578697378483,0],[201431827010414573379989429166,-1],[3,1]]>*] [x,x^2-x+1,x^2-x-54,x^2-x+163,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,31],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,31],[3,6,3,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,7*31,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,31],[1,1,4,6,6],1,[1.000000000,2.152640537,1.432610484],<"notfaithful",0>,[4,3]>,<1,3*7*31,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,31],[3,6,1,6,6],1,[1.000000000,0.9850297910,0.8430142954],<"notfaithful",0>,[4,3]>,<2,3*5^2*7*31,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]]],[2,3,5,7,31],[3,6,7,6,6],1,[1.000000000,2.004477330,1.211782374],<"2.3_5e2_7_31.4t3.1",1>,[4,3]>]
x^4-2*x^3-31*x^2+32*x+331 3^2*5^2*7*31 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 13 x-1 7 [[30128206],[-676515],[676516],[-30128205]] 3 [3,3,5,1,5,1,3,4,5,5,4,4,5,4,5,5,5,1,1,3,2,4,3,3,4,5,4,3,2,3,4,5,5,2,3,4,4,2,3,5,5,1,3,2,5,2,2,2,5,1,3,5,2,3,5,5,3,1,4,3,4,5,4,5,1,3,4,4,5,4,3,3,1,2,2,3,5,4,5,1,5,2,3,1,4,3,5,4,3,4,5,5,4,5,4,5,3,5,2,2,1,5,5,5,4,4,3,5,3,1,4,4,3,2,4,5,1,3,3,3,4,4,3,3,4,3,4,3,4,4,4,5,1,4,3,4,3,1,3,5,4,5,4,5,2,5,4,5,2,5,1,3,4,5,2,5,1,3,4,3,5,5,4,5,3,3,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+32,2>,<x^2-66*x-4336,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[1,1,1]>,[[129572,228593],[99022,228593],[-129571,-228593],[-99021,-228593]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1062554019,-922024152],[-547578702,-547578699],[1,0]]>,[[[547578702,547578700],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[-547578701,-547578700],[1,0]]]>,<5,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,5,5],[1],[[[3,4,1,2]]],20,<<[],[2,4,1]>,[[26957990414805,-34204720612905],[5,0],[1,0]]>,[[[-2,0],[-1,0]],[[-3246002896497,4202109244865],[-1298401158599,1680843697946]],[[3,0],[1,0]],[[3246002896498,-4202109244865],[1298401158599,-1680843697946]]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-17941026136638402,7,1]>,[[-7069538862906200,0],[7069538862906201,0],[-3,-1],[4,1]]>,<31,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,29,1]>,[[-1053316353101112308533512894,0],[31,0],[1,0]]>,[[[67270803232547370583648110311,-296508112695964652596639917248],[0,0]],[[-67270803232547370583648110310,296508112695964652596639917248],[0,0]],[[-15,0],[-1,0]],[[16,0],[1,0]]]>*] [x,x^2-x+1,x^2-x-54,x^2-x+163,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,31],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,31],[3,6,3,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,7*31,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,31],[1,1,4,6,6],1,[1.000000000,2.152640537,1.432610484],<"notfaithful",0>,[4,3]>,<1,3*7*31,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,31],[3,6,1,6,6],1,[1.000000000,0.9850297910,0.8430142954],<"notfaithful",0>,[4,3]>,<2,3*5^2*7*31,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5,7,31],[3,6,7,8,6],1,[1.000000000,1.287523670,0.9907960151],<"2.3_5e2_7_31.4t3.2",1>,[4,3]>]
x^4-x^3-7*x^2-18*x-22 -2^3*13*173^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 107 x-1 5 [[-5517064866],[3588234956],[-4748431783],[6677261694]] 3 [3,4,4,4,3,3,4,5,5,5,2,4,5,4,4,3,5,5,5,4,3,5,3,5,3,5,3,1,4,1,3,4,3,4,2,4,5,5,1,5,4,3,3,3,4,3,4,4,5,4,4,4,5,2,4,3,5,4,5,5,2,4,5,3,4,1,5,4,4,4,5,2,5,3,3,4,5,2,3,3,4,4,4,4,3,4,3,5,4,2,1,4,2,4,5,5,1,4,2,4,4,4,4,4,4,5,3,3,3,4,3,2,3,5,4,2,3,3,3,1,2,4,5,3,3,5,2,5,5,4,3,4,5,5,5,3,4,5,3,4,3,4,3,5,5,2,4,2,2,4,4,4,4,5,4,5,5,3,2,4,5,4,4,4,5,4,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-189338,0],[-295916,0],[1,0]]>,[[[-202574,-109233],[0,0]],[[-93341,109233],[0,0]],[[0,0],[1,0]],[[-228372,0],[262143,0]]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[6074593161295625077735,0],[3688793356187321921799,0],[1,0]]>,[[[-1897632588193336226953,2543822418098967041825],[0,0]],[[5586425944380658148749,-2543822418098967041825],[0,0]],[[-3688793356187321921797,0],[-1,0]],[[2,0],[1,0]]]>,<173,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,169,1]>,[[229828124257334049904144135569590857361645961,222084189347864683823479451092550716617900833],[-170237611856809779525003467539228665679507415,-196510440094049795459410070569207180644923848],[1,0]]>,[[[170237611856809779525003467539228665679507467,196510440094049795459410070569207180644923887],[-1,0]],[[52,39],[1,0]],[[32127626942781284151924071298340535897731669,140604659471934826740392177269005135066806210],[-151945641607077207585919147219122821204255,875804536373429726404850902414585961466786]],[[-202365238799591063676927538837569201577239187,239547868016134603652659067795429021088851065],[151945641607077207585919147219122821204255,-875804536373429726404850902414585961466786]]]>*] [x,x^2+26,x^3-x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,173],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*13,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,173],[6,6,3],1,[1.000000000,1.848351028,1.184397141],<"notfaithful",0>,[4,5]>,<2,2^3*13,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,13,173],[6,6,3],1,[1.000000000,0.9710515157,1.119319646],<"notfaithful",0>,[4,5]>,<3,2^6*13^2*173^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,13,173],[6,6,7],1,[0,0,0],<"3.2e6_13e2_173e2.6t8.1",1>,[4,5]>,<3,2^3*13*173^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[1]]],[2,13,173],[6,6,7],1,[0,0,0],<"3.2e3_13_173e2.4t5.1",1>,[4,5]>]
