x^2-x+251 -17*59 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[55618],[-55617]] 2 [2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[323,17,1]>,[[-8,-1],[9,1]]>,<59,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1121,59,1]>,[[-29,-1],[30,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[17,59],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,17*59,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[17,59],[3,3],1,[1.000000000,0.3967887932,0.6825378274],<"1.17_59.2t1.1",1>,[2,1]>]
x^6-x^5-3*x^4+x^2+5*x+1 -2^4*50551 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 139 x^2+138*x+2 5 [[18787524534,-14495061402],[-443100541,17918356191],[-25105557491,0],[-4558945251,14495061402],[17488290653,-17918356191],[-6168211903,0]] 3 [4,10,7,10,5,10,11,10,7,9,5,5,9,6,9,9,9,11,11,9,9,9,11,6,8,8,10,8,5,10,7,5,9,4,10,7,6,8,9,6,7,9,5,11,10,11,11,10,4,4,11,8,4,10,10,9,7,9,8,9,7,10,7,11,4,7,11,7,8,11,5,4,4,6,11,10,9,5,7,11,7,7,7,11,9,11,6,10,11,8,9,8,9,10,11,7,10,2,10,9,2,10,7,9,11,6,6,9,10,9,8,3,6,9,11,7,11,9,10,4,11,3,6,10,7,8,10,7,11,7,11,11,11,8,10,9,10,11,11,9,8,7,11,10,10,11,7,11,8,7,3,10,8,7,11,9,9,10,10,8,10,10,11,5,11,9,11,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,24,12,[[1,2,6,5,4,3],[1,2,3,6,4,5],[2,1,3,4,6,5]],[[1,2,3,4,5,6],[1,2,6,5,4,3],[2,1,3,4,6,5],[1,2,5,4,6,3],[2,1,5,6,4,3]],[2,1,3,4,6,5],[1,4,4,6,7],[1,2],[[[1,2,6,5,4,3],[1,2,3,6,4,5]],[[1,2,4,3,6,5],[1,2,6,5,4,3]]],20,<<[],[1,1,1]>,[[471766,0],[-440832,0],[-510256,0],[-136934,0],[-386800,0],[156834,0],[-193082,0],[-407066,0],[-354782,0],[490570,0],[-193962,0],[-508784,0],[1,0]]>,[[[264102,-396231],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]],[[-388243,396231],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]],[[-36411,0],[3868,0],[97262,0],[23846,0],[130180,0],[-67838,0],[-68957,0],[9734,0],[-110494,0],[87169,0],[-70255,0],[43469,0]],[[78839,0],[50284,0],[-69336,0],[-21358,0],[62516,0],[100036,0],[125295,0],[-77224,0],[99723,0],[-17379,0],[2720,0],[-13766,0]],[[42951,4188],[104274,556],[82816,-68586],[74200,-111256],[-60014,72668],[77052,-75842],[97891,-10024],[61542,55594],[-11152,-33075],[91299,-9756],[126170,-77339],[125247,18053]],[[38763,-4188],[103718,-556],[-110742,68586],[-76688,111256],[129462,-72668],[-109250,75842],[107915,10024],[5948,-55594],[21923,33075],[101055,9756],[-58635,77339],[107194,-18053]]]>,<50551,6,2,[[1,2,3,4,6,5],[1,3,4,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,3,4,2,5,6],[1,4,2,3,5,6],[1,3,4,2,6,5],[1,4,2,3,6,5]],[1,3,4,2,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[50548,4,0,1]>,[[1364674484530770808131462418982873754168065615695628669007041435569524124453777513210299707806,0,0],[2208769102171084095472997602471276759903353657774480391639683671669727082268826056226019791075,0,0],[1,0,0]]>,[[[4258157206622659640375510970265746025277284496797739782407229982252127423746880004274080528510,0,0],[0,0,0]],[[-3137074175541480264957355321769763021641383279278982738093372445782938983174177324332168431246,-2389385192729228972736026184666370467703726237084210931399336630964992551244991256192661502672,-3888715495234526246274414394866915255281428105679668098603441967484797488669016350986169865902],[0,0,0]],[[-4242987454199279622513848198386157262693022242854520355387073605858243259472350667941028075935,-1933857729450492900643071422511492952222714651287952136954168440744899667529052809298705717391,149296313963176129684231256668281074830683379221440788407975981195456526714353541961929230840],[0,0,0]],[[5330673525289184342568690152361451018960474683110243702712899741058781901168474044225135668657,4323242922179721873379097607177863419926440888372163068353505071709892218774044065491367220063,3739419181271350116590183138198634180450744726458227310195465986289340961954662809024240635062],[0,0,0]],[[-2208769102171084095472997602471276759903353657774480391639683671669727082268826056226019740530,0,0],[-1,0,0]],[[50545,0,0],[1,0,0]]]>*] [x,x^2-x+12638,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,50551],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,50551,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,50551],[1,12],1,[1.000000000,1.914280451,1.228950005],<"notfaithful",0>,[6,16]>,<5,2^4*50551,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[-1]],[[1],[-1],[0],[-1],[1]]],[2,50551],[12,13],1,[1.000000000,0.4840954341,0.8759502022],<"5.2e4_50551.6t16.1",1>,[6,16]>,<5,2^6*50551^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,50551],[12,13],1,[0,0,0],<"5.2e6_50551e2.12t183.1",1>,[6,16]>,<5,2^4*50551^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1]]],[2,50551],[12,13],1,[0,0,0],<"5.2e4_50551e4.12t183.1",1>,[6,16]>,<5,2^6*50551^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1],[1]]],[2,50551],[12,13],1,[0,0,0],<"5.2e6_50551e3.6t16.1",1>,[6,16]>,<9,2^10*50551^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-1]],[[1],[0],[0],[-2],[0],[0],[1]]],[2,50551],[12,13],1,[0,0,0],<"9.2e10_50551e3.10t32.1",1>,[6,16]>,<9,2^10*50551^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[2,50551],[12,13],1,[0,0,0],<"9.2e10_50551e6.20t145.1",1>,[6,16]>,<10,2^12*50551^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1]],[[1],[-1],[0],[-1],[1]]],[2,50551],[12,13],1,[0,0,0],<"10.2e12_50551e6.30t176.1",1>,[6,16]>,<10,2^12*50551^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[1]],[[1],[0],[0],[-2],[0],[0],[1]]],[2,50551],[12,13],1,[0,0,0],<"10.2e12_50551e4.30t176.1",1>,[6,16]>,<16,2^20*50551^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]]],[2,50551],[12,13],1,[0,0,0],<"16.2e20_50551e8.36t1252.1",1>,[6,16]>]
x^6-2*x^5-98*x^4+130*x^3+3618*x^2-2672*x-49171 2^6*5^3*7^3*107^2 2 2 12 "D12" [[5,6,4,3,1,2],[2,1,5,6,3,4],[1,4,6,2,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[5,6,4,3,1,2]>,<2,3,[1,4,6,2,5,3]>,<3,2,[3,4,6,5,2,1]>,<6,2,[4,1,5,3,6,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 10 [[-400874311083,0],[-842461407459,-156572400495],[334809929154,-156572400495],[-353296899988,156572400495],[437848252753,0],[823974436625,156572400495]] 4 [4,6,4,4,6,5,4,5,5,1,4,6,6,4,2,6,4,6,4,3,4,6,2,6,4,6,3,1,4,3,4,4,2,4,5,6,4,5,3,4,3,3,3,6,6,5,3,6,6,3,6,6,2,1,4,5,3,1,3,4,2,5,3,4,1,3,2,6,4,3,4,3,3,2,3,6,4,1,4,3,4,5,2,4,5,4,4,6,6,5,6,4,4,3,3,6,2,3,3,4,1,3,3,5,6,5,6,4,6,3,3,3,3,4,3,4,6,3,2,3,2,3,1,1,5,4,4,4,6,4,3,5,3,3,6,3,4,3,5,4,5,4,4,4,3,1,4,5,5,4,3,6,5,3,4,3,3,3,5,2,4,3,1,4,6,3,3,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+74,2>,<x^3+220*x^2+16240*x+401408,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[-379794,0],[164270,0],[1,0]]>,[[[1,0],[1,0]],[[-164269,0],[-1,0]],[[109644,-222865],[-1,0]],[[-250374,-222865],[1,0]],[[-191779,222865],[-1,0]],[[-27509,222865],[1,0]]]>,<5,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[26395005750590,0],[-46878788417550,0],[1,0]]>,[[[34621428199977,-12390992362361],[-1,0]],[[-12257360217573,-12390992362361],[1,0]],[[46878788417553,0],[-1,0]],[[3,0],[1,0]],[[-11182033991204,12390992362361],[-1,0]],[[37306609231871,12390992362361],[1,0]]]>,<7,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[14453980951377282,0],[-29569611687274547,0],[1,0]]>,[[[29569611687274553,0],[-1,0]],[[6,0],[1,0]],[[35827195335645889,-10469802436460582],[-1,0]],[[6257583648371342,-10469802436460582],[1,0]],[[18853743656797380,10469802436460582],[-1,0]],[[-10715868030477167,10469802436460582],[1,0]]]>,<107,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[11144114722677799339064922182303530927898,9450652267233126219975210812078059845241,1]>,[[14961545030162043664987651093332187078441,0],[-12713514068841912277352871482646935452762,0],[-9450652267233126219975210812078059845141,-1],[100,1],[18224406831770829722365311763901062686062,-1],[-11021785525857834890024880562508254466698,1]]>,<277,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[5,274,1]>,[[-174568023245694373171425438906535851517217716676,-544019880400099899150219576580885841177939922069],[356709924481795165558126234123423398517520593009,544019880400099899150219576580885841177939922069],[570250722462946846517376753075012487702190226979,3528020703386471468883310525254092761903612168190],[2875110928868999967490001713843514244338629771456,-3528020703386471468883310525254092761903612168190],[10392226348477744799358881587646221904420781012,11264759848383435404637443753088079527598057996],[-12094844065264673586914686951726119813284132332,-11264759848383435404637443753088079527598057996]]>,<11071,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,3],[1],[[]],20,<[],[3,11069,1]>,[[381292491105291988240667243406460296344961410925402454432302373236398281982936304,52788688198890425865381221753199422950657154671089651921539012659094571660476530],[-372728806749301409583266387138250593573717707244004281501006908617668428297734499,-100666379713436346592067277038373853215103923403096407426985828103186912702366966],[-130430009561618757320411507948229451471379163630090536687488497399591030694403701,100666379713436346592067277038373853215103923403096407426985828103186912702366966],[-140108002886500581476807218795704986540401590609397035132572971135229542092682303,-52788688198890425865381221753199422950657154671089651921539012659094571660476530],[6867964809547173952526489019162452207025192048297470823050025693919433253139,15113450328570529695282423770164171758163957123086958028080027724449896270722],[-34143199567110078294392915680690608186838164751994683574344010184044442509659,-15113450328570529695282423770164171758163957123086958028080027724449896270722]]>*] [x,x^2-x+27,x^2-35,x^2+3745,x^3-x^2+3*x-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,107,277,11071],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,107,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,7,107,277,11071],[3,3,3,7,3,3],1,[1.000000000,0.9111276756,0.8622772806],<"notfaithful",0>,[6,3]>,<1,2^2*5*7,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,107,277,11071],[7,7,7,1,2,2],1,[1.000000000,0.8376792812,0.9056309994],<"notfaithful",0>,[6,3]>,<1,2^2*5*7*107,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,107,277,11071],[7,7,7,7,1,1],1,[1.000000000,0.6160347453,0.8954143293],<"notfaithful",0>,[6,3]>,<2,107,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,7,107,277,11071],[3,3,3,7,3,3],1,[1.000000000,0.7629520274,0.9347617521],<"notfaithful",0>,[6,3]>,<2,2^4*5^2*7^2*107,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,5,7,107,277,11071],[7,7,7,8,3,3],1,[0,0,0],<"2.2e4_5e2_7e2_107.6t3.2",1>,[6,3]>]
