x^2-x+260 -1039 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1110],[-1109]] 2 [1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1039,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[270140,1039,1]>,[[-519,-1],[520,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1039],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1039,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1039],[3],1,[1.000000000,2.241660994,1.278773720],<"1.1039.2t1.1",1>,[2,1]>]
x^4-x^3-20*x^2+42*x-4 2^3*17^2*47 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 83 x-1 5 [[77806375],[-505990961],[-610025387],[1038209974]] 1 [1,3,3,5,5,2,2,4,3,3,3,5,5,4,4,4,2,5,4,5,5,5,1,2,3,4,4,5,3,5,2,3,4,5,4,1,4,5,3,5,4,3,4,5,5,3,5,2,5,1,5,4,3,1,4,4,5,4,5,4,3,2,2,3,5,3,2,3,3,1,1,2,3,1,3,4,2,5,3,4,5,2,5,4,5,4,5,2,1,1,4,5,5,2,5,3,1,3,2,5,5,1,4,4,3,4,4,4,1,3,3,4,3,3,2,5,3,4,5,1,4,5,3,3,5,1,5,5,1,4,2,3,3,1,2,1,4,5,1,5,3,3,5,3,2,3,5,5,4,4,3,5,1,3,3,5,1,3,4,5,3,4,4,4,2,3,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-26,2>,<x^2-80*x+1506,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[3],[[[1,2,4,3]]],20,<[],[-413146,-421004,1]>,[[452799,0],[-87370,262144],[0,1],[-103284,-1]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[352396566,-255866266],[864129098,255866266],[-349634591,-322502493],[295370395,322502493]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[83252062392902270977491,1933920210306673099595412],[-29802175483124616179096,-1273797586512756990272882],[1,0]]>,[[[29802175483124616179107,1273797586512756990272886],[-1,0]],[[11,4],[1,0]],[[90286716633418287371029,-839745379089205241141307],[-116010434624359272764643,44339571258914562696616]],[[-120088892116542903550146,-434052207423551749131583],[116010434624359272764643,-44339571258914562696616]]]>,<47,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,45,1]>,[[-1224603421455511698777391724644729,0],[1260874013835616734847634833206737,0],[1,0]]>,[[[583968743156870445219832246510565,612750013157810716668877994960854],[0,0]],[[676905270678746289627802586696145,-612750013157810716668877994960854],[0,0]],[[-1260874013835616734847634833206723,0],[-1,0]],[[14,0],[1,0]]]>*] [x,x^2-x-4,x^2-94,x^2-1598,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,47],[1,3,6,1],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<1,2^3*47,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,17,47],[6,1,1,6],1,[1.000000000,1.575083602,1.147925835],<"notfaithful",0>,[4,3]>,<1,2^3*17*47,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,17,47],[6,3,6,6],1,[1.000000000,0.8075329455,0.8911685153],<"notfaithful",0>,[4,3]>,<2,2^3*17*47,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,17,47],[6,3,7,7],1,[1.000000000,1.756979430,1.329691257],<"2.2e3_17_47.4t3.1",1>,[4,3]>]
x^6-2*x^5+133*x^4-724*x^3+4948*x^2-39072*x-6499745 23^3*263^3 2 2 12 "D12" [[1,3,2,5,4,6],[2,1,3,4,6,5],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[2,1,3,4,6,5]>,<2,3,[5,6,4,3,1,2]>,<3,2,[3,1,2,5,6,4]>,<6,2,[4,6,5,2,1,3]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 17 [[-26099289732313,0],[6693389664619,-2118751733846],[19405900067695,2118751733846],[94835038766665,27765330155341],[-71756942165381,-27765330155341],[-23078096601283,0]] 3 [5,5,3,3,4,5,4,3,1,6,5,4,6,4,6,3,2,4,3,6,6,3,4,4,3,2,4,3,4,3,6,6,4,6,4,5,4,6,2,1,5,4,3,6,6,3,2,1,3,3,5,6,3,3,6,3,5,1,6,4,3,3,1,5,4,1,5,4,2,5,6,4,4,3,3,3,3,6,4,6,4,3,3,3,5,6,1,3,5,1,4,4,6,6,6,3,6,4,3,6,6,4,4,4,3,5,5,2,2,5,1,3,3,4,4,3,4,5,6,4,3,5,4,5,2,3,4,2,3,4,6,3,4,3,5,4,3,3,4,2,5,1,5,3,2,4,1,5,5,5,1,4,2,5,3,4,3,5,4,3,6,3,5,3,3,3,2,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+459,2>,<x^3+262*x^2+418844*x+410742760,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,3,1,[[5,6,1,2,3,4]],[[1,2,3,4,5,6],[5,6,1,2,3,4],[3,4,5,6,1,2]],[5,6,1,2,3,4],[1,5,5],[1],[[]],20,<[],[1,1,0,1]>,[[55751,20503,-178518],[249359,-211367,-150250],[60425,-44513,-171507],[-60883,4593,170819],[-116175,24010,-174263],[-188475,206774,-20569]]>,<3,3,1,[[5,6,2,1,4,3]],[[1,2,3,4,5,6],[5,6,2,1,4,3],[4,3,6,5,1,2]],[5,6,2,1,4,3],[1,5,5],[1],[[]],20,<[],[1,2,0,1]>,[[576030285,403989100,-149108020],[-197681268,-564697670,-438826318],[-198411213,452936945,-148808410],[-533510160,103317773,471563480],[-42520124,-507306873,-322455460],[396092482,111760725,-574626739]]>,<11,2,1,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[2,1,5,6,3,4],[1,4],[1],[[]],20,<[],[2,7,1]>,[[-12806553349285122110,2289757482297751906],[-28834855725369385452,-2289757482297751906],[26551985156045551168,-5447620463697532006],[9280315395771393192,-7737377945995283912],[3526237953513728919,5447620463697532006],[2282870569323834285,7737377945995283912]]>,<23,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[2,1,4,3,6,5]]],20,<[],[643422446704949759175535585,-48968273713574190773520204,1]>,[[48968273713574190773520220,-1],[16,1],[-674971920560759998439238594,-9961019283291960310203428],[379940000563394771860133343,9961019283291960310203428],[-379940000563394771860133358,-9961019283291960310203429],[626003646847185807665718375,9961019283291960310203429]]>,<53,2,1,[[1,4,3,2,6,5]],[[1,2,3,4,5,6],[1,4,3,2,6,5]],[1,4,3,2,6,5],[1,3],[1],[[]],20,<[],[2,49,1]>,[[10023758677381368114200485089363193,0],[7790241521824086397409749563593475,11133875625825490295805743204780591],[708395092513957379927905122713514,0],[12771627091642750405181614336319734,-11133875625825490295805743204780591],[-80093354611023017068673438580146,-35921241759307477219972202134303],[-51214430528439930466932646599850,35921241759307477219972202134303]]>,<97,2,1,[[1,4,3,2,6,5]],[[1,2,3,4,5,6],[1,4,3,2,6,5]],[1,4,3,2,6,5],[1,3],[1],[[]],20,<[],[5,96,1]>,[[27805813863696680766400755659226264442,0],[70959472896879090071623432616608380280,-2320687040003217923891454082183406749390],[-2403075566033007122210089366948887164534,0],[-98765286760575770838024188275834644721,2320687040003217923891454082183406749390],[27506202497324187490450970689013973448,-20371190143454520023596758745394902648],[20995919935333984936246880182181810501,20371190143454520023596758745394902648]]>,<173,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-262971965426432092927191252609208461977135729,283506512999771731905915009089443095666930484,-13154281304031562826447791214528795422868342,276126246730463655753639043823737257400004072,1469421746851673374254575180245001808440919,-1644418882576386797746394507494377082022257]>,<199,2,1,[[3,2,1,4,6,5]],[[1,2,3,4,5,6],[3,2,1,4,6,5]],[3,2,1,4,6,5],[1,3],[1],[[]],20,<[],[3,193,1]>,[[-1464043603446636104136095536617651364109710474,-4445432536147370066997111614615114670540691383],[-1342837201555439590241716939710047026250375880,0],[2806880805002075694377812476327698390360086355,4445432536147370066997111614615114670540691383],[-4001503743833422953338527174442892032360511936,0],[16035989850041537741004619962036529909053556,2895521023607179635981572799375771042736560],[-18473877826304331754906547867152853742300735,-2895521023607179635981572799375771042736560]]>,<263,4,2,[[2,1,4,3,6,5],[6,5,3,4,2,1]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[6,5,3,4,2,1],[5,6,4,3,1,2]],[6,5,3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[5,261,1]>,[[412752626167862532005348678272086708929597538092,0],[-366197956624516572703325550581303251912784053599,0],[1,0]]>,[[[213150123818079964131782357591993733021085351945,-785935124544515544550764707441920471916476291562],[4647023935714623344397697054212591765912455953,-3141542430415233793540950984780996189422928022]],[[-70331324616900563292781352792813808493735572351,701992138175410382752575308307120233553386454680],[-4647023935714623344397697054212591765912455953,3141542430415233793540950984780996189422928022]],[[366197956624516572703325550581303251912784053710,0],[-1,0]],[[111,0],[1,0]],[[-295866632007616009410544197788489443419048481358,-701992138175410382752575308307120233553386454680],[4647023935714623344397697054212591765912455954,-3141542430415233793540950984780996189422928022]],[[-213150123818079964131782357591993733021085352055,785935124544515544550764707441920471916476291562],[-4647023935714623344397697054212591765912455954,3141542430415233793540950984780996189422928022]]]>*] [x,x^2-x+6,x^2-x+66,x^2-x-1512,x^3-x^2+1,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,23,53,97,173,199,263],[1,1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,23,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,23,53,97,173,199,263],[1,1,3,7,3,3,1,3,3],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[6,3]>,<1,263,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,23,53,97,173,199,263],[1,1,1,1,2,2,1,2,7],1,[1.000000000,2.518345724,1.435843176],<"notfaithful",0>,[6,3]>,<1,23*263,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,23,53,97,173,199,263],[1,1,2,7,1,1,1,1,7],1,[1.000000000,3.711782354,1.585303056],<"notfaithful",0>,[6,3]>,<2,23,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,23,53,97,173,199,263],[5,5,3,7,3,3,1,3,3],1,[1.000000000,0.3684093207,0.6747996946],<"notfaithful",0>,[6,3]>,<2,23*263^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1]]],[2,3,11,23,53,97,173,199,263],[5,5,3,7,3,3,1,3,8],1,[1.000000000,0.4426253049,0.6775846180],<"2.23_263e2.6t3.1",1>,[6,3]>]
x^4-x^2+5 2^4*5*19^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 5 [[-71695],[56028],[-56028],[71695]] 3 [5,5,1,4,1,5,4,3,4,3,3,5,3,4,4,5,3,2,5,3,4,3,4,3,5,2,5,5,3,5,5,2,4,1,2,3,4,4,5,5,3,3,2,5,4,2,3,5,5,2,4,2,3,2,5,4,3,1,4,3,4,5,5,1,4,5,3,5,4,1,4,1,4,5,3,5,1,4,3,3,2,3,3,5,3,4,3,4,1,4,4,1,5,2,1,4,3,3,5,2,5,4,5,3,1,4,4,4,3,3,5,4,4,1,1,3,4,4,4,3,3,5,5,5,1,2,1,1,4,4,2,5,3,4,2,2,5,5,5,1,3,1,4,5,3,3,4,5,2,5,5,2,4,5,5,3,2,1,4,3,4,5,4,3,5,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-6,2>,<x^2-720,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[4,3,1,2]],[[1,2,3,4],[2,1,4,3],[4,3,1,2],[3,4,2,1]],[4,3,1,2],[1,2,5,5],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[351330,-345914],[0,2],[1,0]]>,[[[0,1],[1,0]],[[0,-1],[-1,0]],[[132247,-55203],[-187450,-132247]],[[-132247,55203],[187450,132247]]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[9481969843470,0,1]>,[[17623628331939,0],[-17623628331939,0],[0,-1],[0,1]]>,<19,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,18,1]>,[[10810684349407102128836703,-10450385947524003567446915],[-14834013739354923675080763,2528439968687892724252764],[1,0]]>,[[[14834013739354923675080780,-2528439968687892724252760],[-1,0]],[[17,4],[1,0]],[[-17,-4],[-1,0]],[[-14834013739354923675080780,2528439968687892724252760],[1,0]]]>*] [x,x^2-x+5,x^2-x-1,x^2-x+24,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,19],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,19,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,19],[3,1,6],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,19],[4,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*19,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,19],[1,6,6],1,[1.000000000,2.578564843,1.478883863],<"notfaithful",0>,[4,3]>,<2,2^4*5*19,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,5,19],[6,7,8],1,[1.000000000,1.222189755,1.042728300],<"2.2e4_5_19.4t3.4",1>,[4,3]>]
