x^2+7037 -2^2*31*227 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-35],[35]] 2 [1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[7038,2,1]>,[[1,1],[-1,-1]]>,<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[7037,0,1]>,[[0,-1],[0,1]]>,<227,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[7037,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,31,227],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*31*227,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,31,227],[3,3,3],1,[1.000000000,1.348213272,1.076723806],<"1.2e2_31_227.2t1.1",1>,[2,1]>]
x^3-27*x-306 -2^3*3^5*5*7 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[-30837931],[3440361],[27397570]] 2 [1,1,1,1,2,2,2,2,2,3,3,1,3,2,3,2,3,1,2,3,1,2,2,3,3,2,2,1,2,3,3,1,3,2,3,2,2,2,1,1,2,3,3,2,2,3,3,2,2,3,1,1,2,3,2,2,2,3,3,2,3,3,3,2,1,2,1,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,1,3,3,3,2,2,2,1,2,2,3,2,3,3,2,1,1,2,2,2,2,2,3,3,2,2,3,2,2,3,3,2,2,2,1,3,2,2,3,2,3,1,2,3,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,3,3,1,3,2,2,2,2,2,3,3,2,1,2,3,2,3,1,2,3,3,1,3,3,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[184294,462772,1]>,[[401250,524288],[123035,131070],[3,2]]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,4],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-405084174,293037480,-914434191,793381419,101685303,775559799,1]>,[[119569698,68475231,-96217485,183625911,5979697,119070393],[-31438386,-181292244,53812578,-86133951,97435675,77708409],[-88131312,112817013,42404907,-97491960,25724791,61501524]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-44440517002515,41326061953985,1]>,[[41326061953979,0],[-41326061953982,-1],[3,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-12898919142033372,23200545223674756,1]>,[[23200545223674748,0],[-23200545223674752,-1],[4,1]]>*] [x,x^2+210,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*5*7,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[4,4,4,4],1,[1.000000000,0.8671619567,0.9817476715],<"notfaithful",0>,[3,2]>,<2,2^3*3^5*5*7,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[4,5,4,4],1,[1.000000000,2.766457993,1.415733418],<"2.2e3_3e5_5_7.3t2.1",1>,[3,2]>]
x^3+18*x-96 -2^3*3^5*5*7 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[9967952],[7499593],[3043604]] 2 [1,1,1,1,2,2,2,2,2,1,3,3,3,2,1,2,1,3,2,3,3,2,2,3,3,2,2,3,2,1,3,3,3,2,3,2,2,2,3,3,2,1,3,2,2,3,3,2,2,3,3,3,2,3,2,2,2,1,3,2,1,3,3,2,1,2,3,2,1,3,2,3,2,1,1,3,3,2,2,2,3,2,3,3,3,3,2,2,2,3,2,2,1,2,3,3,2,1,1,2,2,2,2,2,3,1,2,2,1,2,2,3,1,2,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,2,1,2,2,1,1,2,1,3,1,2,2,3,3,3,3,2,2,2,2,2,1,1,2,3,2,1,2,3,3,2,3,3,3,3,3,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[342290,316080,1]>,[[-208208,0],[0,1],[-53936,-1]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,4],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-1616660016,0,-235215360,-1579097916,700485282,1525468176,1]>,[[-168956016,342461127,274566934,297739803,114344492,194533110],[-88793394,-556611591,382868347,209787102,176393258,355192391],[257749410,214150464,117405697,267314073,96682739,225115477]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[24620210742365,-45735025356505,1]>,[[-45735025356511,0],[45735025356508,-1],[3,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-8894556311716572,-17154803377531834,1]>,[[-17154803377531836,0],[17154803377531835,-1],[1,1]]>*] [x,x^2+210,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*5*7,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[4,4,4,4],1,[1.000000000,0.8671619567,0.9817476715],<"notfaithful",0>,[3,2]>,<2,2^3*3^5*5*7,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[4,5,4,4],1,[1.000000000,2.829991482,1.418468464],<"2.2e3_3e5_5_7.3t2.2",1>,[3,2]>]
x^3-27*x-114 -2^3*3^5*5*7 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 31 x-1 5 [[-8359331],[-3332367],[11691698]] 2 [1,1,1,1,2,2,2,2,2,3,1,3,1,2,3,2,3,3,2,1,3,2,2,3,3,2,2,3,2,3,1,3,1,2,3,2,2,2,3,3,2,3,3,2,2,3,1,2,2,3,3,3,2,3,2,2,2,3,3,2,3,1,3,2,1,2,3,2,3,3,2,3,2,3,3,3,1,2,2,2,1,2,3,1,3,1,2,2,2,3,2,2,3,2,1,3,2,1,1,2,2,2,2,2,1,3,2,2,3,2,2,3,3,2,2,2,3,1,2,2,1,2,1,3,2,1,2,2,2,2,3,2,2,3,3,2,3,1,3,2,2,3,1,3,3,2,2,2,2,2,3,3,2,3,2,3,2,3,3,2,3,3,3,1,3,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[133526,436564,1]>,[[348834,524288],[-86693,131070],[3,2]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,4],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-1165088616,0,-231167925,-1570489074,-841832109,275272452,1]>,[[556869600,-545355414,145782385,359206029,62713698,52079760],[-256072563,286052085,124725763,243261630,57285843,187275800],[-300797037,259303329,116912341,172373319,267420948,148064929]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[15546790696940,43153978104720,1]>,[[43153978104716,0],[-43153978104718,-1],[2,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[36353406617516037,31956816321268398,1]>,[[31956816321268392,0],[-31956816321268395,-1],[3,1]]>*] [x,x^2+210,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*5*7,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[4,4,4,4],1,[1.000000000,0.8671619567,0.9817476715],<"notfaithful",0>,[3,2]>,<2,2^3*3^5*5*7,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[4,5,4,4],1,[1.000000000,2.822616861,1.418112563],<"2.2e3_3e5_5_7.3t2.3",1>,[3,2]>]
x^3-x^2+12*x+17 -5^2*727 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[343451],[210706],[-554156]] 2 [3,2,2,3,2,3,1,2,3,2,2,2,2,3,3,1,2,1,3,1,3,2,2,2,1,3,3,2,3,1,3,1,2,3,2,2,3,3,1,3,3,3,2,2,3,2,3,2,1,2,1,2,3,2,3,3,1,2,2,1,2,3,2,2,2,2,1,2,2,1,3,2,1,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,3,2,1,1,2,3,2,2,2,2,1,2,1,3,1,3,1,1,3,2,2,2,2,2,2,3,1,2,1,3,1,2,2,3,2,3,2,2,2,2,1,2,2,3,2,1,3,2,1,1,2,2,2,3,2,1,2,3,3,2,3,1,2,2,2,2,2,1,2,3,3,2,3,1,1,3,2,3,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[45,0],[20,0],[5,0],[1,0]]>,[[[40588932652827,44136324236570],[-4678106579407,2429318292328],[3319326614326,1659663307163]],[[2,0],[1,0],[0,0]],[[-40588932652828,-44136324236570],[4678106579406,-2429318292328],[-3319326614326,-1659663307163]]]>,<727,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-759612208929819993765494739128574485640346159476979882037,-167220070267856584343802283585415121299483499273544549034,1]>,[[-167220070267856584343802283585415121299483499273544549963,0],[167220070267856584343802283585415121299483499273544549499,-1],[465,1]]>*] [x,x^2-x+182,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,727],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,727,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,727],[2,4],1,[1.000000000,1.514697887,1.176437097],<"notfaithful",0>,[3,2]>,<2,5^2*727,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[5,727],[4,5],1,[1.000000000,0.5827210359,0.7553121438],<"2.5e2_727.3t2.1",1>,[3,2]>]
x^3+5*x-32 -2^2*31*227 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[88687],[181120],[101486]] 2 [1,3,2,2,3,1,3,2,3,2,1,1,2,3,2,2,2,3,3,2,2,3,2,2,3,3,2,1,3,3,2,2,1,1,2,2,2,1,3,1,2,2,1,2,3,2,3,2,1,1,2,3,3,2,1,1,1,1,1,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2,3,2,3,2,3,2,2,2,3,3,2,3,2,2,2,1,3,2,1,2,2,2,1,2,1,1,3,2,2,3,2,2,3,3,1,2,1,2,2,2,1,1,3,2,2,2,3,2,1,3,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,3,3,3,2,2,3,3,3,3,2,1,3,3,2,3,3,3,2,2,3,2,2,1,3,2,3,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[114086,72098,1]>,[[72096,524288],[1,1],[-72097,-1]]>,<31,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-266919205596425437799547984484,332056811515958779026154147971,1]>,[[332056811515958779026154147927,0],[-332056811515958779026154147949,-1],[22,1]]>,<227,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-3307906757365645707566322028766427001705241226,-42931665168949259123900107414895442195051865736,1]>,[[-42931665168949259123900107414895442195051865846,0],[42931665168949259123900107414895442195051865791,-1],[55,1]]>*] [x,x^2+7037,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,31,227],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*31*227,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,31,227],[4,4,4],1,[1.000000000,1.348213272,1.076723806],<"notfaithful",0>,[3,2]>,<2,2^2*31*227,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,31,227],[4,4,4],1,[1.000000000,1.487206334,1.188889748],<"2.2e2_31_227.3t2.1",1>,[3,2]>]
x^3-x^2-29*x-33 2^2*3*13*331 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[9970173],[-8276129],[-1694043]] 1 [2,1,3,3,2,1,2,2,3,1,2,1,2,3,2,2,2,2,2,3,3,3,3,3,1,1,3,1,2,2,1,2,2,3,1,1,3,2,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,3,3,3,2,2,2,1,3,1,1,3,3,2,1,1,2,1,3,2,3,2,3,2,2,1,1,3,2,3,3,3,2,3,3,2,3,2,3,2,2,1,3,2,2,3,2,3,1,2,2,2,2,1,1,2,2,3,3,3,2,1,1,1,3,2,3,2,3,2,3,1,3,2,1,3,2,2,2,3,3,3,2,1,3,2,3,1,2,2,3,3,3,3,2,2,3,2,2,2,2,2,3,1,2,2,2,1,2,2,3,3,2,3,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-62,0],[-28,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-98597,-197194],[398544,272801],[105596,211192]],[[98597,197194],[125743,251487],[418692,313096]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1367688606,-1411376121,1]>,[[913146810,1162261467],[1411376123,-1],[2,1]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[68667165522020305578,2718003285067015037638,1]>,[[2718003285067015037617,0],[-2718003285067015037627,-1],[11,1]]>,<331,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[105954164501348326713648811897717517267293393364745,110052434581593953847576261430696289110606438061330,1]>,[[110052434581593953847576261430696289110606438061267,0],[-110052434581593953847576261430696289110606438061298,-1],[32,1]]>*] [x,x^2-x-3227,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,331],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*13*331,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,331],[2,4,4,4],1,[1.000000000,0.8698042434,0.8403374805],<"notfaithful",0>,[3,2]>,<2,2^2*3*13*331,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,13,331],[4,5,5,5],1,[1.000000000,1.181894576,1.065681379],<"2.2e2_3_13_331.3t2.1",1>,[3,2]>]
x^4-2*x^3+26*x^2-25*x+157 3^2*19*127 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 61 x-1 5 [[112748270],[-253654021],[253654022],[-112748269]] 3 [5,3,5,4,3,4,3,1,5,3,4,4,5,4,3,3,3,1,2,5,2,4,5,3,1,5,4,5,2,5,4,3,5,4,3,1,1,1,3,3,5,1,3,1,3,1,4,1,5,4,5,5,2,3,3,3,5,2,4,3,4,3,2,5,4,3,1,1,5,4,3,5,2,1,2,5,3,2,3,2,3,1,5,4,1,3,5,1,5,2,5,3,1,5,4,3,5,5,4,4,1,3,3,5,4,1,3,5,3,1,4,4,5,4,4,3,2,5,3,3,4,4,5,3,4,5,2,3,4,2,2,3,2,1,5,4,5,4,5,3,4,5,2,3,1,3,4,3,4,3,4,5,2,3,4,5,2,5,4,5,5,5,4,5,5,5,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-25,2>,<x^2+48*x-1837,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[902601186,-1708350084],[1138900053,1138900056],[1,0]]>,[[[-1138900053,-1138900055],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[1138900054,1138900055],[1,0]]]>,<19,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-9084674589023204611349843,19,1]>,[[5813508763477551015828321,0],[-5813508763477551015828320,0],[-9,-1],[10,1]]>,<127,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,126,1]>,[[-463991951900772698862060793325371959480306,0],[127,0],[1,0]]>,[[[-42688535547254990501755627610128490691408,576133636711314747170083670185527156054194],[0,0]],[[42688535547254990501755627610128490691409,-576133636711314747170083670185527156054194],[0,0]],[[-63,0],[-1,0]],[[64,0],[1,0]]]>*] [x,x^2-x+1,x^2-x-603,x^2-x+1810,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,19,127],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,19,127],[6,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,19*127,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,19,127],[1,6,6],1,[1.000000000,0.7836168212,0.8513038615],<"notfaithful",0>,[4,3]>,<1,3*19*127,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,19,127],[6,6,6],1,[1.000000000,1.772359518,1.336107903],<"notfaithful",0>,[4,3]>,<2,3*19*127,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,19,127],[6,7,6],1,[1.000000000,0.6487535849,0.8485806616],<"2.3_19_127.4t3.3",1>,[4,3]>]
x^4-x^3+25*x^2-9*x+147 3^2*19*127 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 61 x-1 5 [[-362410379],[-146853884],[-330109277],[-5222760]] 3 [5,1,5,4,3,4,3,1,5,3,4,4,5,4,3,3,3,1,1,5,2,4,5,3,2,5,4,5,1,5,1,3,5,4,3,2,1,1,3,3,5,2,3,2,3,1,4,2,5,4,5,5,1,3,3,3,5,2,4,3,4,3,1,5,4,3,2,2,5,4,3,5,2,2,1,5,3,2,3,1,3,2,5,4,2,3,5,1,5,2,5,3,2,5,4,3,5,5,4,4,2,3,3,5,4,1,3,5,3,2,4,4,5,4,4,3,2,5,3,3,4,4,5,3,4,5,2,3,4,2,2,3,1,1,5,4,5,4,5,3,4,5,2,3,2,3,4,3,4,3,4,5,2,3,4,5,2,5,4,5,5,5,4,5,5,5,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-15,2>,<x^2+17*x-531,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-421130994,772941936,1]>,[[-772941936,-1],[0,1],[1195040237,16389386],[-422098300,-16389386]]>,<17,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[3,16,1]>,[[1339777526315436430224561,856428555712291103024853],[-170385145138503650968284,-856428555712291103024853],[77348892242156905846763,-66664636949391666095108],[-51379094993333060867274,66664636949391666095108]]>,<19,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-16918074076593269474744046,-9084674589023204611349938,1]>,[[11191788223890125012274680,0],[17313510644632628569730976,0],[9084674589023204611349942,-1],[4,1]]>,<127,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-389327339216970902543307668505100309483692,463991951900772698862060793325371959484370,1]>,[[364528149828715855936756967332549757832895,0],[99463802072056842925303825992822201651456,0],[-463991951900772698862060793325371959484360,-1],[10,1]]>*] [x,x^2-x+1,x^2-x-603,x^2-x+1810,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,17,19,127],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,17,19,127],[6,3,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,19*127,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,17,19,127],[1,1,6,6],1,[1.000000000,0.7836168212,0.8513038615],<"notfaithful",0>,[4,3]>,<1,3*19*127,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,17,19,127],[6,3,6,6],1,[1.000000000,1.772359518,1.336107903],<"notfaithful",0>,[4,3]>,<2,3*19*127,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[3,17,19,127],[6,3,6,6],1,[1.000000000,1.264254596,1.061179850],<"2.3_19_127.4t3.4",1>,[4,3]>]
