x^2-x-433 1733 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-6164],[6165]] 1 [2,2,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1733,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[750389,1733,1]>,[[-866,-1],[867,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1733],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1733,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1733],[3],1,[1.000000000,0.5792791338,0.7119331067],<"1.1733.2t1.1",1>,[2,1]>]
x^4-2*x^3-x^2+2*x+14 2^4*13^2*233 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 6 [[-34111],[34112],[10845],[-10844]] 3 [1,5,5,1,4,3,4,1,3,2,1,3,5,5,4,4,4,4,4,2,5,5,4,3,5,1,5,3,3,2,5,3,5,5,5,4,2,4,1,2,5,2,5,5,3,5,5,4,4,3,4,4,3,3,4,3,2,2,4,5,3,3,2,5,4,5,1,2,5,3,3,1,5,4,4,4,4,5,5,5,5,5,4,2,5,3,5,3,5,4,3,1,4,3,2,3,5,1,5,5,3,3,5,4,3,5,1,5,3,2,3,5,5,4,4,2,2,3,1,5,3,2,4,2,2,2,5,5,3,5,4,4,3,1,3,5,3,4,1,1,2,5,3,1,4,4,5,4,5,4,3,2,3,5,3,5,3,5,4,3,1,4,4,5,5,1,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+2,2>,<x^2-6*x-224,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[2],[[[2,1,4,3]]],20,<[],[-63426,114394,1]>,[[0,1],[-114394,-1],[1,-1],[114395,1]]>,<13,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,12,1]>,[[-4445021408014748482259,606354922295696833584],[-1648491035697198982588,2892745456530600076042],[1,0]]>,[[[1648491035697198982593,-2892745456530600076038],[-1,0]],[[5,4],[1,0]],[[-4,-4],[-1,0]],[[-1648491035697198982592,2892745456530600076038],[1,0]]]>,<233,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,232,1]>,[[104376925804907658160197915079858052650975602180,0],[233,0],[1,0]]>,[[[72667145309103693075571692177433111204508073124,-105776446755041684123135208353783479269608059877],[0,0]],[[-72667145309103693075571692177433111204508073123,105776446755041684123135208353783479269608059877],[0,0]],[[-116,0],[-1,0]],[[117,0],[1,0]]]>*] [x,x^2+13,x^2-x-58,x^2+3029,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,233],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*13,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,233],[6,6,1],1,[1.000000000,0.8713210307,0.8959236850],<"notfaithful",0>,[4,3]>,<1,233,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,13,233],[1,1,6],1,[1.000000000,1.407615151,1.176607793],<"notfaithful",0>,[4,3]>,<1,2^2*13*233,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,233],[6,6,6],1,[1.000000000,2.054956991,1.185533784],<"notfaithful",0>,[4,3]>,<2,2^2*13*233,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,13,233],[6,7,7],1,[1.000000000,2.288130220,1.368752519],<"2.2e2_13_233.4t3.1",1>,[4,3]>]
x^4+9*x^2-26*x+17 2^4*13^2*233 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 71 x-1 5 [[-557413599],[887231439],[-111221599],[-218596241]] 3 [3,5,5,2,4,3,4,2,3,2,2,3,5,5,4,4,4,4,4,1,5,5,4,3,5,1,5,3,3,2,5,3,5,5,5,4,2,4,2,2,5,2,5,5,3,5,5,4,4,3,4,4,3,3,4,3,2,1,4,5,3,3,1,5,4,5,2,2,5,3,3,2,5,4,4,4,4,5,5,5,5,5,4,2,5,3,5,3,5,4,3,2,4,3,1,3,5,1,5,5,3,3,5,4,3,5,2,5,3,2,3,5,5,4,4,2,1,3,1,5,3,2,4,1,1,2,5,5,3,5,4,4,3,1,3,5,3,4,1,1,1,5,3,2,4,4,5,4,5,4,3,2,3,5,3,5,3,5,4,3,2,4,4,5,5,2,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+2,2>,<x^2+130*x+2128,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[252608,53666],[194858,389718],[1,0]]>,[[[0,1],[1,0]],[[-194858,134571],[-1,0]],[[84991,97439],[-198943,113953]],[[109867,-232011],[198943,-113953]]]>,<13,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,12,1]>,[[7744282620453641218008,-8432303684259067009878],[248041221510361560840,6376328128545326739749],[1,0]]>,[[[-248041221510361560830,-6376328128545326739743],[-1,0]],[[10,6],[1,0]],[[-3531217148397384716956,-5760426414290848266739],[238513735401839039425,6516735585209432491]],[[3779258369907746277776,-6868209232044624432325],[-238513735401839039425,-6516735585209432491]]]>,<233,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,232,1]>,[[-92352916251636963533831734134846473044649008149,0],[104376925804907658160197915079858052650975588899,0],[1,0]]>,[[[-74180968932021930582721826648076832085186715518,-3965145374363826225275774668260142932822460364],[0,0]],[[-43833726324222466236526309825512263128324957474,3965145374363826225275774668260142932822460364],[0,0]],[[-104376925804907658160197915079858052650975588754,0],[-1,0]],[[145,0],[1,0]]]>*] [x,x^2+13,x^2-x-58,x^2+3029,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,233],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*13,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,233],[6,6,1],1,[1.000000000,0.8713210307,0.8959236850],<"notfaithful",0>,[4,3]>,<1,233,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,13,233],[1,1,6],1,[1.000000000,1.407615151,1.176607793],<"notfaithful",0>,[4,3]>,<1,2^2*13*233,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,233],[6,6,6],1,[1.000000000,2.054956991,1.185533784],<"notfaithful",0>,[4,3]>,<2,2^2*13*233,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,13,233],[6,6,6],1,[1.000000000,0.3170285462,0.7459273872],<"2.2e2_13_233.4t3.2",1>,[4,3]>]
x^5-2*x^4+5*x^3-22*x^2+21*x-6 3^2*569^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 17 x^2+16*x+3 5 [[250659,-200388],[469064,371376],[206476,-371376],[617153,200388],[-123493,0]] 2 [2,1,2,3,4,4,2,2,3,3,2,2,2,4,4,4,3,3,3,2,2,4,3,4,2,2,2,2,2,2,3,2,3,4,1,4,2,2,3,4,1,2,3,2,2,2,2,2,4,4,1,2,3,2,3,2,1,2,2,2,2,2,3,1,3,2,4,2,2,2,4,1,4,4,2,2,2,3,4,3,3,2,2,1,1,2,3,1,4,2,3,2,4,4,1,2,3,3,2,4,2,4,4,1,3,4,2,3,4,3,2,2,1,3,2,2,2,4,4,2,2,3,1,2,4,2,3,4,4,1,3,2,3,2,1,1,1,2,2,3,4,2,4,4,3,4,4,2,2,1,2,3,2,2,4,3,3,2,2,2,3,4,2,4,3,4,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-6828,4>,<x+6828,3>]*]] [*<2,2,1,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,5,4,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[400494,0],[229454,-94351],[-168706,92051],[-260757,-92051],[-200483,94351]]>,<3,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-566431104,570172473,1]>,[[-558338549,0],[-570172473,-1],[0,1],[1281981959,-273191425],[-153470935,273191425]]>,<569,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[3176233297370419493846651133354021504365028384206822689,-5421424173337423235765189684627929108697984350312903776,1]>,[[1496687438506149438587592286625076425866265506615326012,0],[5421424173337423235765189684627929108697984350312904111,-1],[335,1],[-3982264636967110663167883452555399691235580414761757726,8408902679072223190338240625925923622849243441252158],[-2935846974876462011184898518697605843328669442166472730,-8408902679072223190338240625925923622849243441252158]]>*] [x,x^2-x+427,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,569],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,3*569,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,569],[2,5,5],1,[1.000000000,0.7603842491,0.7935645958],<"notfaithful",0>,[5,2]>,<2,3*569,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,569],[2,5,5],1,[1.000000000,1.560322663,1.166800756],<"2.3_569.5t2.1",1>,[5,2]>,<2,3*569,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,569],[2,5,5],1,[1.000000000,1.647397267,1.189113780],<"2.3_569.5t2.1",2>,[5,2]>]
x^5-x^4+3*x^3+161*x^2+388*x+24 2^4*3^2*2351^2 1 2 10 "D10" [[3,4,1,2,5],[2,1,5,4,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<5,2,[5,4,2,1,3]>,<5,2,[3,1,4,5,2]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 11 [[788753618,0],[12982494,-513693563],[-859509614,513693563],[402260488,-205096545],[-344486985,205096545]] 2 [1,1,2,2,3,2,3,2,4,4,2,2,4,2,2,1,4,2,1,2,2,2,2,3,2,3,2,3,2,2,2,4,2,3,2,4,4,4,3,1,3,2,2,2,4,4,3,3,2,4,4,2,3,2,4,4,2,2,2,3,2,4,2,4,2,3,2,3,2,3,2,3,3,2,4,3,2,3,2,4,2,3,2,2,2,4,2,2,3,1,2,4,2,2,2,2,3,2,2,4,2,2,2,1,2,2,2,2,4,2,2,2,1,2,3,3,2,3,1,3,2,4,3,3,2,4,2,3,2,2,2,4,1,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,4,1,4,2,3,2,2,2,4,2,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-24375168,3>,<x+24375168,4>]*]] [*<2,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[2],[[[2,1,3,5,4]]],20,<[],[185742,69030,1]>,[[124084,-2],[0,2],[-97485,0],[-26543,-8148],[-55,8148]]>,<3,2,2,[[1,4,5,2,3]],[[1,2,3,4,5],[1,4,5,2,3]],[1,2,3,4,5],[1,2],[1],[[[1,4,5,2,3]]],20,<[],[-1221532986,1703803428,1]>,[[773115042,1162261467],[-154121471,-1],[18301660,-113468941],[1,1],[137545747,113468941]]>,<2351,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[11104792057037433949610217276259196329753730302786408061628559587330,-5333828351025004636466191102604936592325224681796472556402814532672,1]>,[[-11780600346415180656999709921924151191662041803804222906232938387884,0],[5333828351025004636466191102604936592325224681796472556402814534346,-1],[1674,1],[4107717644715238792325082413194910188259582150997278585300746926061,-2417813317131771964738595339410840733038109473270355948876680641],[2339054350674937228208436406124304411077234971010471764529376925804,2417813317131771964738595339410840733038109473270355948876680641]]>*] [x,x^2+7053,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,2351],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^2*3*2351,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,2351],[5,5,5],1,[1.000000000,0.7481573148,0.9460938168],<"notfaithful",0>,[5,2]>,<2,2^2*3*2351,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,2351],[5,5,5],1,[1.000000000,2.671717277,1.479269002],<"2.2e2_3_2351.5t2.1",1>,[5,2]>,<2,2^2*3*2351,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,2351],[5,5,5],1,[1.000000000,2.977643174,1.505812384],<"2.2e2_3_2351.5t2.1",2>,[5,2]>]
x^6-x^5-31*x^4+25*x^3+308*x^2+22*x-1016 2^4*29^2*41^3 2 2 12 "D12" [[1,5,6,4,2,3],[2,1,5,6,3,4],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,6,5,1,3,2]>,<2,3,[2,1,5,6,3,4]>,<2,3,[6,4,3,2,5,1]>,<3,2,[6,5,1,2,4,3]>,<6,2,[5,1,2,3,6,4]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 23 x^2+21*x+5 8 [[-20365574498,-29679000980],[-11262549698,0],[-23594436166,29679000980],[11768560946,-29679000980],[8539699278,29679000980],[34914300139,0]] 4 [1,6,5,3,6,6,3,2,4,2,5,4,4,5,6,6,4,4,3,3,4,6,4,3,3,3,4,4,6,4,1,1,3,4,6,3,3,5,3,1,3,6,2,3,1,3,6,4,3,3,6,3,5,5,6,6,4,5,1,6,4,3,5,2,6,3,6,4,3,5,1,5,1,5,1,3,4,6,5,4,4,3,4,4,3,1,4,2,4,3,5,6,4,5,3,6,6,6,4,4,3,2,6,4,3,3,3,6,5,3,5,5,4,5,4,3,3,4,3,6,1,6,4,3,3,5,6,3,2,4,5,1,2,3,1,4,3,4,4,3,4,5,2,6,4,6,4,5,5,4,5,4,3,6,1,5,3,2,2,5,5,5,6,2,6,5,3,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+22,2>,<x^3+30*x^2+308*x+1048,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,2,3,4,5,6],[1,4],[2],[[[1,3,2,4,6,5]]],20,<[],[-206674,-429414,1]>,[[212788,0],[0,1],[-94874,262143],[-75673,0],[-235827,1],[193587,262143]]>,<7,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[3,6,1]>,[[-37207847718593633,7204264523435454],[-6685755488703049,25051209225842321],[-641168561594356,-7204264523435454],[2591521751467027,-25051209225842321],[-889544217271137,312207048254381],[-2762786506797423,-312207048254381]]>,<29,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,24,1]>,[[14000597750762657715233053137,55040222746262330572420429786],[-26675295577811050540351200858,47107852639077427604384161165],[1,0]]>,[[[-78141050401210858029226219461,64943361756016162796701239635],[0,0]],[[-43830547185610986369976207092,-64943361756016162796701239635],[0,0]],[[26675295577811050540351200883,-47107852639077427604384161148],[-1,0]],[[25,17],[1,0]],[[60985798793410922199601213252,-17],[-1,0]],[[34310503215599871659250012394,47107852639077427604384161148],[1,0]]]>,<41,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[6,38,1]>,[[-48583507012897450059473396972194,0],[82539034286123096259122466378927,0],[1,0]]>,[[[13730610758023238838090873260460,-83533930383064965927599848669895],[-1,0]],[[-83898137912274594405816506425414,-83533930383064965927599848669895],[1,0]],[[-82539034286123096259122466378902,0],[-1,0]],[[25,0],[1,0]],[[-55000127901084786967652106449948,83533930383064965927599848669895],[-1,0]],[[27538906385038309291470359928979,83533930383064965927599848669895],[1,0]]]>,<2347,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-11605164953111034886806719695455798663119805408519270052223382864462,-3027310899722091958129023992030382278891115663096646682162209376542,5965478026069266218076373275963498313032127133441887508915609109375,5847154363242976292494197201776532453934954800635337953816096254086,3911815550683168967433058110284107946876678235016675410431829661,-387226218331064186698335353979988375596421018801454878294807048]>*] [x,x^2+29,x^2-x-10,x^2+1189,x^3-x^2-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,29,41,2347],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*29,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,7,29,41,2347],[7,3,7,3,1],1,[1.000000000,1.750137331,1.161305134],<"notfaithful",0>,[6,3]>,<1,41,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,29,41,2347],[1,2,2,7,1],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[6,3]>,<1,2^2*29*41,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,29,41,2347],[7,1,7,7,1],1,[1.000000000,0.9110851025,0.9422452384],<"notfaithful",0>,[6,3]>,<2,2^2*29,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,7,29,41,2347],[7,3,7,3,1],1,[1.000000000,1.001971004,1.128628533],<"notfaithful",0>,[6,3]>,<2,2^2*29*41^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,29,41,2347],[7,3,8,9,1],1,[1.000000000,2.308934978,1.431359008],<"2.2e2_29_41e2.6t3.1",1>,[6,3]>]
