x^2-x+2062 -3*2749 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[49272],[-49271]] 2 [1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2064,3,1]>,[[-1,-1],[2,1]]>,<2749,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1891312,2749,1]>,[[-1374,-1],[1375,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,2749],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*2749,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,2749],[3,3],1,[1.000000000,1.383763487,1.255645869],<"1.3_2749.2t1.1",1>,[2,1]>]
x^3-x^2-15*x+137 -2^2*5*911 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 31 x-1 5 [[9292320],[9129247],[10207585]] 2 [2,2,1,3,2,2,3,3,2,2,1,1,3,2,3,2,2,1,1,3,2,2,3,3,3,2,2,2,2,2,1,2,1,2,1,2,2,1,3,3,2,2,2,2,1,2,3,3,1,3,3,3,1,3,2,1,2,2,3,3,3,3,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,1,1,2,2,2,2,1,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,1,2,1,1,2,2,3,3,3,2,3,2,2,2,3,1,2,1,1,3,1,3,1,2,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,2,1,2,2,2,1,3,1,3,3,2,3,2,3,3,1,3,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[122,0],[-14,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[2255,4510],[186246,372493],[502949,481610]],[[-2255,-4510],[338041,151795],[21339,42678]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1007693631830,-2286489267070,1]>,[[-11432446335357,0],[4,5],[-7641039992771,-5]]>,<911,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[76726744768674555916624747187987496540796015851191989361990,34779276304897508420052263451705438032702692259086413375897,1]>,[[34779276304897508420052263451705438032702692259086413374406,0],[-34779276304897508420052263451705438032702692259086413375151,-1],[746,1]]>*] [x,x^2-x+1139,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,911],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*911,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,911],[2,4,4],1,[1.000000000,0.5585819889,0.7284285526],<"notfaithful",0>,[3,2]>,<2,2^2*5*911,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,911],[4,5,5],1,[1.000000000,1.218183129,1.030133229],<"2.2e2_5_911.3t2.1",1>,[3,2]>]
x^3-2*x-26 -2^2*5*911 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 41 x-1 5 [[30491312],[-54549124],[24057812]] 2 [2,2,1,3,2,2,3,3,2,2,3,3,1,2,1,2,2,3,1,1,2,2,3,1,1,2,2,2,2,2,3,2,1,2,3,2,2,3,1,1,2,2,2,2,3,2,1,3,3,3,3,3,3,3,2,3,2,2,1,3,3,1,2,2,3,2,3,2,2,2,1,2,2,2,3,2,3,3,3,2,2,2,2,3,3,1,2,2,2,2,2,2,3,1,2,2,3,2,2,1,2,2,2,2,3,2,3,3,2,2,3,3,3,2,1,2,2,2,3,3,2,1,1,3,3,3,3,2,3,3,2,2,2,1,2,2,3,1,3,3,2,2,2,2,2,2,2,3,2,1,2,2,2,1,3,1,1,1,2,3,2,3,3,3,1,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-26,0],[-2,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[428868,-190840],[373954,223621],[464781,405274]],[[-428868,190840],[150333,300667],[59507,119014]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-32457553153720,30385769798780,1]>,[[30385769798774,0],[-30385769798777,-1],[3,1]]>,<911,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-15393656053413631520469934214634738522563216492503964629461,36246895746362334142119940770922657944834320889411605441112,1]>,[[36246895746362334142119940770922657944834320889411605440240,0],[-36246895746362334142119940770922657944834320889411605440676,-1],[436,1]]>*] [x,x^2-x+1139,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,911],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*911,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,911],[2,4,4],1,[1.000000000,0.5585819889,0.7284285526],<"notfaithful",0>,[3,2]>,<2,2^2*5*911,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,911],[4,5,5],1,[1.000000000,1.185679364,1.028068873],<"2.2e2_5_911.3t2.2",1>,[3,2]>]
x^3-x^2+15*x-133 -2^2*5*911 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-161],[3699],[-3537]] 2 [2,2,1,1,2,2,3,1,2,2,3,3,3,2,3,2,2,3,1,3,2,2,3,3,3,2,2,2,2,2,3,2,1,2,3,2,2,3,3,3,2,2,2,2,3,2,3,3,3,3,1,3,3,1,2,3,2,2,3,1,3,3,2,2,1,2,1,2,2,2,3,2,2,2,3,2,1,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,1,1,3,2,3,2,2,2,1,3,2,1,1,3,3,1,3,2,1,1,2,2,2,3,2,2,1,3,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,3,1,3,3,2,1,2,1,1,3,3,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-118,0],[16,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-500861,46854],[400680,277073],[367106,209924]],[[500861,-46854],[123607,247215],[157182,314364]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[451602946155,2765267085240,1]>,[[13826335426173,0],[14,5],[5247150901939,-5]]>,<911,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[75948610503132956026266838976581285306049523432139081758100,-26065150863046914508732771749555578142916315011903845140989,1]>,[[-26065150863046914508732771749555578142916315011903845141636,0],[26065150863046914508732771749555578142916315011903845141313,-1],[324,1]]>*] [x,x^2-x+1139,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,911],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*911,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,911],[2,4,4],1,[1.000000000,0.5585819889,0.7284285526],<"notfaithful",0>,[3,2]>,<2,2^2*5*911,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,911],[4,5,5],1,[1.000000000,1.724587399,1.097756755],<"2.2e2_5_911.3t2.3",1>,[3,2]>]
x^5-2*x^4+x^3+125*x^2+277*x+163 39503^2 1 2 10 "D10" [[2,1,3,5,4],[5,3,2,4,1]] [<1,1,[1,2,3,4,5]>,<2,5,[5,3,2,4,1]>,<5,2,[4,3,1,5,2]>,<5,2,[5,1,4,2,3]>] [[1,1,1,1,1],[1,2,2],[5]] 17 x^2+16*x+3 7 [[72927317,0],[-59339760,-160113499],[-129336999,12856026],[75305258,-12856026],[40444186,160113499]] 2 [4,3,2,2,4,4,2,3,2,1,2,2,4,3,4,2,4,4,2,2,2,4,2,2,4,2,3,3,1,2,3,1,2,4,2,4,2,2,4,2,4,3,3,1,2,1,2,2,4,2,4,2,2,3,2,3,2,3,3,4,3,2,4,2,2,2,2,3,2,3,2,1,2,2,2,2,3,2,1,3,2,2,4,3,4,1,1,3,3,1,4,2,4,2,2,3,3,2,2,2,2,2,1,3,3,2,4,2,2,2,1,2,4,2,1,4,2,2,2,4,3,2,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,3,2,2,1,1,1,1,4,2,1,1,2,4,3,3,2,2,2,4,2,2,2,2,2,4,4,2,1,4,3,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-1382605,3>,<x+1382605,4>]*]] [*<5,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[2,4,1]>,[[295799133456,0],[1830145624440,-28366853323193],[19930127276587,28366853323193],[-8694155317123,5935311932090],[5711569610767,-5935311932090]]>,<7,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[3,6,1]>,[[7768992324555160,0],[4273671975722147,23727628120800404],[21492435846143725,-23727628120800404],[750111595738059,2039588827858477],[-88526186039660,-2039588827858477]]>,<39503,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-39277609347768238363827036653715720452353223678239674584114451988513200144904677726861005767,1239043804546284791235451185108661772720662032139261659291188053589607630354091879164586608,1]>,[[31918232026718642902604140879515350553315883558944602223112137193476758151503783375072643589,0],[-1239043804546284791235451185108661772720662032139261659291188053589607630354091879164578137,-1],[8471,1],[-18027694141217324654460750093136994851402376875749683727663915232213503772887720262587927675,857507619087529473925878907144903181918468946019058661879820796028963275262164089813366],[-12651494080955033456907939601269693929192844651055656836157033907673646748261971233320146246,-857507619087529473925878907144903181918468946019058661879820796028963275262164089813366]]>*] [x,x^2-x+9876,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,39503],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,39503,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,7,39503],[1,2,2,5],1,[1.000000000,2.608067201,1.431197959],<"notfaithful",0>,[5,2]>,<2,39503,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,7,39503],[4,2,2,5],1,[1.000000000,0.7653403291,0.9320392478],<"2.39503.5t2.1",1>,[5,2]>,<2,39503,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,7,39503],[4,2,2,5],1,[1.000000000,0.4438703156,0.7086361522],<"2.39503.5t2.1",2>,[5,2]>]
