x^2-x-18852 73*1033 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[30],[-29]] 1 [1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<73,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-17520,73,1]>,[[-36,-1],[37,1]]>,<1033,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[247920,1033,1]>,[[-516,-1],[517,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[73,1033],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,73*1033,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[73,1033],[3,3],1,[1.000000000,3.752475975,1.551192855],<"1.73_1033.2t1.1",1>,[2,1]>]
x^4+84*x^2+882 2^11*3^2*7^2 0 2 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 17 x-1 6 [[-597376],[5018491],[-5018491],[597376]] 2 [1,3,4,1,4,4,1,3,2,4,1,4,2,3,2,3,3,4,4,2,1,2,4,2,2,4,2,4,3,2,2,4,1,4,3,1,4,4,1,3,3,3,1,1,3,2,4,1,4,3,1,1,2,3,1,2,3,1,4,1,4,4,3,1,1,4,3,1,4,4,1,2,1,4,3,2,3,4,2,1,4,4,1,2,2,4,2,2,3,2,4,2,1,4,4,1,3,2,4,3,4,4,4,1,3,2,3,1,2,1,1,4,1,4,1,2,3,1,4,3,3,1,4,4,3,4,4,2,2,4,4,2,2,4,2,2,4,3,3,1,4,3,1,4,4,1,3,2,4,1,3,1,4,1,3,1,1,1,1,3,3,1,1,3,2,1,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-3528,3>,<x+3528,4>]*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,3,4],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[882,0,84,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,131069,0,12483],[0,3,0,118589]]>,<3,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,3,4],[1],[[[3,4,1,2]]],20,<<[],[2,2,1]>,[[774366174,774366132],[0,0],[1,0]]>,[[[0,0],[387420488,0]],[[0,0],[239854344,239854343]],[[0,0],[1,0]],[[0,0],[147566145,147566146]]]>,<7,2,2,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[1,2,3,4],[1,2],[1],[[[4,3,2,1]]],20,<[],[-17012810869122320,0,1]>,[[0,-1],[0,-275475214363043],[0,275475214363043],[0,1]]>*] [x,0,x^2-2,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^4*3*7,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,7],[5,5,5],0,[-0.9238795325-0.3826834324*i,0.8957164889-0.3710179178*i,0.9989265665-0.05294930303*i],<"1.2e4_3_7.4t1.1",1>,[4,1]>,<1,2^3,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7],[5,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,1]>,<1,2^4*3*7,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7],[5,5,5],0,[-0.9238795325+0.3826834324*i,0.8957164889+0.3710179178*i,0.9989265665+0.05294930303*i],<"1.2e4_3_7.4t1.1",2>,[4,1]>]
x^4+24*x^2+18 2^11*3^2*7^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 47 x-1 6 [[-4621452280],[3803197576],[-3803197576],[4621452280]] 2 [1,5,4,1,4,4,3,5,3,5,2,5,3,4,1,5,5,4,4,3,3,3,5,3,3,4,2,4,5,1,3,5,1,5,5,3,4,4,1,4,4,4,3,1,5,2,4,1,5,4,2,3,3,5,3,3,4,1,5,2,5,4,5,2,3,5,4,2,4,4,3,3,1,5,4,1,5,4,2,3,5,5,3,3,1,4,1,1,4,3,5,1,3,4,4,2,4,3,5,5,4,5,5,2,4,3,5,3,3,3,1,5,1,5,3,2,5,1,5,4,4,2,4,4,5,5,5,1,2,4,4,3,3,5,3,3,4,5,4,2,5,5,3,4,4,1,4,3,5,3,5,3,4,1,4,3,3,3,3,4,4,1,3,5,1,1,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+144,2>,<x^2-2592,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[3,4,1,2],[3,4,2,1]],[1,2,3,4],[1,2,4,3,5],[2,4,8],[[[3,4,2,1],[3,4,1,2]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[-34094,169928,-411124,-48408,154298,466864,-271696,8,1]>,[[30800,-9498,76381,46595,46971,92943,15560,39672],[-30800,9498,54691,84477,84101,38129,115512,91400],[70202,-109264,44013,12955,97983,46777,483,69],[-70202,109264,87059,118117,33089,84295,130589,131003]]>,<3,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,5,5],[1],[[[3,4,1,2]]],20,<<[],[2,2,1]>,[[824726574,824726562],[0,0],[1,0]]>,[[[0,0],[387420488,0]],[[0,0],[194307393,295132292]],[[0,0],[1,0]],[[0,0],[193113096,92288197]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-15180656612387868,-20285906542973736,1]>,[[20285906542973740,-1],[4,1],[-4,-1],[-20285906542973740,1]]>*] [x,x^2-14,x^2-2,x^2-7,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7],[6,3,6],1,[1.000000000,0.9087107831,0.9420581177],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7],[6,4,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7],[6,1,6],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<2,2^8*3^2*7,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,7],[6,6,7],1,[1.000000000,1.243453275,1.021553105],<"2.2e8_3e2_7.4t3.2",1>,[4,3]>]
x^6-2*x^5+3*x^4-3*x^2+2*x+1 2^11*3^2*7^2 2 2 36 "S3^2" [[4,2,3,6,5,1],[5,1,4,2,6,3],[1,2,5,6,3,4],[1,5,2,4,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,3,[3,6,1,5,4,2]>,<2,3,[2,1,6,5,4,3]>,<2,9,[1,3,2,6,5,4]>,<3,2,[6,5,2,1,3,4]>,<3,2,[4,5,2,6,3,1]>,<3,4,[4,2,3,6,5,1]>,<6,6,[5,1,4,2,6,3]>,<6,6,[5,4,1,3,6,2]>] [[1,1,1,1,1,1],[1,1,1,3],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 6 [[655066,-8184993],[-2265364,0],[8387862,-9653289],[-11582174,0],[-6122497,9653289],[10927109,8184993]] 4 [4,2,9,7,9,8,4,8,4,9,7,8,4,8,4,9,9,2,8,4,5,7,9,4,6,3,5,9,8,4,7,9,4,8,3,6,2,2,4,3,3,8,4,7,3,1,2,6,9,8,4,4,6,9,4,4,9,6,8,4,8,9,8,4,7,9,8,7,3,2,4,4,7,8,8,4,3,8,4,7,3,8,4,5,6,9,4,7,3,5,3,4,7,9,8,4,9,4,8,8,2,9,9,4,8,7,9,4,4,7,7,2,4,8,6,4,8,4,9,3,8,7,9,9,8,9,2,4,7,8,8,4,7,2,4,7,3,2,9,4,2,9,1,9,8,4,8,4,2,4,2,4,8,4,8,4,5,4,7,9,3,4,7,9,4,4,7,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,3],"CYC",0,7*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x^3+2*x^2+6*x-36,2>,<x^3+2*x^2-36*x+216,3>]*],[*[3,3],"RES",<[1],x^2>,[<x^2-8*x+28,5>,<x^2-8*x+70,6>]*],[*[6],"RES",<[1,5],x^2>,[<x^3+4*x^2+10*x+48,8>,<x^3+4*x^2-32*x-288,9>]*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,6,5,2,1],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4],[3,4,6,5,2,1],[4,3,5,6,1,2]],[1,2,6,5,4,3],[1,2,4,3,5,8],[1,7],[[[2,1,4,3,6,5],[3,4,6,5,2,1]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[2,0],[4,0],[10,0],[12,0],[8,0],[4,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[203725,0],[250967,0],[111226,0],[161532,0],[107766,0],[120556,0]],[[1,2],[174764,87385],[3,6],[2,4],[1,2],[174763,87382]],[[-170499,-137274],[217084,160847],[44531,200288],[204450,46144],[102225,50072],[89513,37438]],[[-33225,137274],[56237,101297],[106387,61856],[158306,216000],[52153,212072],[52075,224706]],[[-1,-2],[87379,174759],[262141,262138],[262142,262140],[262143,262142],[87381,174762]]]>,<3,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2,1]>,[[-1058361531,1436249475],[-1333818321,619613787],[1,0]]>,[[[913738511,-619613785],[0,0]],[[-1333818320,619613785],[0,0]],[[1333818321,-619613786],[-1,0]],[[0,1],[1,0]],[[568725901,-1396016614],[77046218,261761292]],[[-1482464411,-1471154002],[-77046218,-261761292]]]>,<7,9,3,[[1,2,3,5,6,4],[3,1,2,4,5,6]],[[1,2,3,4,5,6],[3,1,2,4,5,6],[2,3,1,4,5,6],[1,2,3,5,6,4],[1,2,3,6,4,5],[3,1,2,5,6,4],[2,3,1,6,4,5],[2,3,1,5,6,4],[3,1,2,6,4,5]],[3,1,2,4,5,6],[1,7,7,7,7,5,5,6,6],[1],[[[1,2,3,5,6,4]]],20,<<[],[4,0,6,1]>,[[23048827896841621,0,0],[4609765579368369,0,0],[14,0,0],[1,0,0]]>,[[[-32265520260307645,15020977592686142,-3673517745928006],[0,0,0],[0,0,0]],[[-11842942237159167,33661137357462107,24328716145476282],[0,0,0],[0,0,0]],[[-35683803800145188,31110151347463752,-20655198399548276],[0,0,0],[0,0,0]],[[15171063967114382,0,0],[-692490542381004,0,0],[-4235773791875398,0,0]],[[5,0,0],[1,0,0],[0,0,0]],[[-15171063967114386,0,0],[692490542381003,0,0],[4235773791875398,0,0]]]>*] [x,x^2-2,x^2+6,x^2-x+1,x^6+2*x^4-8*x^2+6,x^3-x^2+5*x+1,x^3-x^2-2*x-6,x^6-2*x^5+x^4+10*x^3-25*x^2+24*x-8,0] [1,2,2,2,6,3,3,6,9] <[1],[2],[3],[4],[5],[6],[7],[8],[9]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,9]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7],[10,2,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,9]>,<1,2^3*3,1,[[1],[-1],[1],[-1],[1],[1],[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7],[10,10,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[6,9]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1],[1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7],[3,10,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,9]>,<2,2^6*3*7^2,1,[[2],[-2],[0],[0],[-1],[2],[-1],[1],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-2],[1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[0],[-1]],[[1]],[[1],[1]]],[2,3,7],[10,11,10],1,[1.000000000,0.8918160069,0.9091981728],<"notfaithful",0>,[6,9]>,<2,2^2*3*7^2,1,[[2],[2],[0],[0],[-1],[2],[-1],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-2],[1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,7],[10,11,10],1,[1.000000000,1.285727899,1.114707971],<"notfaithful",0>,[6,9]>,<2,2^3*3*7^2,1,[[2],[0],[2],[0],[2],[-1],[-1],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,7],[10,10,11],1,[1.000000000,2.039583463,1.424545304],<"notfaithful",0>,[6,9]>,<2,2^3*3*7^2,1,[[2],[0],[-2],[0],[2],[-1],[-1],[0],[1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[1]],[[1]]],[2,3,7],[10,10,11],1,[1.000000000,0.6609805358,0.7555753594],<"notfaithful",0>,[6,9]>,<4,2^8*3^2*7^2,1,[[4],[0],[0],[0],[-2],[-2],[1],[0],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[2],[3],[2],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1]],[[1]],[[1],[0],[-1]],[[1],[1],[1]]],[2,3,7],[10,11,12],1,[1.000000000,0.9092385409,0.9906297987],<"4.2e8_3e2_7e2.6t9.1",1>,[6,9]>]
x^3-x^2+3*x-47 -2^2*17*211 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[-109469],[162446],[-52976]] 2 [2,3,2,3,2,1,1,3,1,3,3,2,3,3,1,1,3,3,2,2,2,2,3,2,3,1,3,2,2,2,2,3,3,2,2,1,2,2,1,2,3,1,2,2,3,2,1,2,2,2,1,2,2,2,3,3,2,2,2,3,1,3,1,2,1,1,1,2,2,2,2,3,3,2,3,1,3,3,1,2,2,2,2,3,3,3,3,2,2,2,1,3,2,3,1,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,1,3,3,3,1,1,2,2,2,3,2,3,2,2,2,1,2,1,2,1,1,2,2,3,2,2,2,2,2,2,1,2,3,3,2,2,2,1,3,2,2,2,3,3,2,3,1,3,2,3,3,2,2,2,1,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130830,0],[48,0],[2,0],[1,0]]>,[[[-80657,0],[262144,0],[151237,0]],[[-178365,86900],[-159404,-56664],[77432,43957]],[[259023,-86900],[-102740,56664],[33475,218187]]]>,<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[989071896142529383248194,1461336312874806624103174,1]>,[[1461336312874806624103165,0],[-1461336312874806624103169,-1],[5,1]]>,<211,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-6561741388638640443282884929830644203550388804,11882011836135413096962276041908328221251109772,1]>,[[11882011836135413096962276041908328221251109615,0],[-11882011836135413096962276041908328221251109693,-1],[79,1]]>*] [x,x^2-x+897,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,211],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,17*211,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,17,211],[2,4,4],1,[1.000000000,1.154002807,0.8883229045],<"notfaithful",0>,[3,2]>,<2,2^2*17*211,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,17,211],[4,5,5],1,[1.000000000,0.7644254500,0.8857509458],<"2.2e2_17_211.3t2.1",1>,[3,2]>]
x^4-84*x^2+882 2^11*3^2*7^2 4 0 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 17 x-1 6 [[4682583],[523029],[-523029],[-4682583]] 1 [1,4,3,1,4,3,1,3,1,3,2,3,2,3,1,4,3,3,4,1,1,1,4,2,2,3,1,4,4,2,1,4,1,4,4,2,3,4,2,4,3,4,2,1,4,1,4,2,4,4,1,2,2,3,1,1,4,2,3,1,4,3,3,2,1,3,3,1,4,3,1,1,2,3,3,1,4,3,2,1,4,3,2,2,1,4,2,2,4,1,4,1,2,4,4,2,4,2,4,4,4,3,4,1,3,2,3,1,1,1,2,3,1,4,2,2,3,2,3,3,4,1,3,4,3,3,3,1,1,3,4,1,1,3,2,2,3,3,4,1,4,4,2,4,3,2,4,2,4,2,4,1,4,2,3,2,2,1,1,4,3,1,2,3,2,2,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x+3528,3>,<x-3528,4>]*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,4,3],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[882,0,-84,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,131069,0,118589],[0,3,0,12483]]>,<3,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,4,3],[1],[[[3,4,1,2]]],20,<<[],[2,2,1]>,[[-774366174,-774366132],[0,0],[1,0]]>,[[[0,0],[387420488,0]],[[0,0],[239854344,239854343]],[[0,0],[1,0]],[[0,0],[147566145,147566146]]]>,<7,2,2,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[1,2,3,4],[1,2],[1],[[[4,3,2,1]]],20,<[],[-17012810869122404,0,1]>,[[0,-1],[0,275475214363045],[0,-275475214363045],[0,1]]>*] [x,0,x^2-2,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^4*3*7,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,7],[5,5,5],0,[0.3826834324+0.9238795325*i,1.029837910+0.2797186080*i,1.002815035+0.04252965526*i],<"1.2e4_3_7.4t1.2",1>,[4,1]>,<1,2^3,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7],[5,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,1]>,<1,2^4*3*7,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7],[5,5,5],0,[0.3826834324-0.9238795325*i,1.029837910-0.2797186080*i,1.002815035-0.04252965526*i],<"1.2e4_3_7.4t1.2",2>,[4,1]>]
x^4-x^3+47*x^2+303*x+4527 373^3 0 2 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 29 x-1 5 [[-1677642],[-10021752],[376091],[-9187845]] 2 [4,2,4,2,4,2,2,3,3,1,2,2,1,3,3,4,2,4,4,2,1,4,1,2,4,1,2,1,1,3,4,4,2,4,4,3,3,1,4,3,1,2,3,4,3,4,3,3,3,2,3,1,3,1,1,4,3,3,4,3,1,3,2,4,3,3,3,1,4,3,4,4,4,1,3,2,1,4,1,2,1,2,4,4,1,1,4,2,1,2,1,2,2,3,3,1,4,1,4,3,3,2,4,2,2,2,4,1,1,3,3,3,3,3,2,3,1,3,2,1,4,2,3,1,1,3,1,1,4,1,1,1,4,4,3,3,2,1,1,2,3,1,3,1,1,1,1,1,3,2,4,3,2,4,4,1,3,3,3,4,3,3,1,2,4,3,4,1] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+1422,3>,<x-1935,4>]*]] [*<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,2,1]>,[[1558525008,311860486],[934804036,-311860486],[-5372889,-114680079],[-163433220,114680079]]>,<73,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[1831837066630841451277867390251574812,9059999135934706102023696787138251579,-67640920951742768504294448422650370,55150940328842728820750716526735071]>,<373,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[6128382167,87599423,469607,1119,1]>,[[-223359807389557095525632291247776550535925099112597,-2495082745638484087641111385699023129311048917558,2295476125987405360629822474843101278966165001170,-898229788429854271550800098851648326551977609158],[326767125625463158268980574232858286895149681635425,-2960831524824334450667452177696174113449111377915,-2683600108642280663151773134840727099081217054520,1718834780328733482597210065703771489080944807648],[-103407318235906062743348282985081736359224582523107,-1829727346801554997603481682845950294828102534365,388123982654875302521950659997625820115052053350,-820604991898879211046409966852123162528967198490],[280,1,0,0]]>*] [x,0,x^2-x-93,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,73,373],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,373,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[3,73,373],[2,1,5],0,[0.5646032850-0.8253624238*i,0.4097824224-0.3109325015*i,0.8119184633-0.2410563045*i],<"1.373.4t1.1",1>,[4,1]>,<1,373,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,73,373],[1,1,5],1,[1.000000000,0.9562022267,0.8823123638],<"notfaithful",0>,[4,1]>,<1,373,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[3,73,373],[2,1,5],0,[0.5646032850+0.8253624238*i,0.4097824224+0.3109325015*i,0.8119184633+0.2410563045*i],<"1.373.4t1.1",2>,[4,1]>]
