x^2-1383 2^2*3*461 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[6729],[-6729]] 1 [1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1382,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1383,0,1]>,[[0,-1],[0,1]]>,<461,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1383,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,461],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*461,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,461],[3,3,3],1,[1.000000000,0.7941726985,0.9637029393],<"1.2e2_3_461.2t1.1",1>,[2,1]>]
x^3-x^2-234*x+729 19^2*37^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 5 x-1 7 [[-15084],[-32983],[-30057]] 1 [2,1,1,2,1,3,2,1,2,2,1,1,1,3,2,1,2,3,3,1,3,1,3,1,3,2,1,2,2,3,1,2,2,1,3,2,2,3,3,2,1,3,1,3,3,2,3,3,2,2,3,3,3,2,1,1,3,2,2,1,1,2,3,3,1,1,3,1,3,3,3,3,3,2,3,1,3,3,3,1,3,3,3,2,1,2,2,2,2,2,1,1,1,3,1,1,1,2,3,2,2,1,1,1,3,3,1,2,3,3,3,2,1,1,1,2,3,2,2,3,3,2,1,3,3,2,2,2,1,2,3,1,2,2,3,2,3,1,3,2,3,3,1,3,3,2,2,3,2,3,3,2,3,2,1,1,1,1,1,1,2,2,1,2,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-6327,2>,<x+6327,3>]*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1349337601,9196983,191147373]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-285,247,38,1]>,[[12529991152515319397785188,-439648812368958575360888,219824406184479287680442],[-12529991152515319397785200,439648812368958575360887,-219824406184479287680442],[13,1,0]]>,<37,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[9879,1591,74,1]>,[[7707494555553719575562084595650,-277747551551485390110345390827,-69436887887871347527586347708],[-7707494555553719575562084595674,277747551551485390110345390826,69436887887871347527586347708],[25,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,19*37,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,19,37],[2,1,4,4],0,[0.1629140046+0.9866402724*i,1.178142492+0.5871580495*i,0.9938650461+0.2094158777*i],<"1.19_37.3t1.1",1>,[3,1]>,<1,19*37,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,19,37],[2,1,4,4],0,[0.1629140046-0.9866402724*i,1.178142492-0.5871580495*i,0.9938650461-0.2094158777*i],<"1.19_37.3t1.1",2>,[3,1]>]
x^3-x^2-234*x+1432 19^2*37^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 11 x-1 5 [[65826],[-47121],[-18704]] 1 [1,2,2,3,1,1,1,1,2,2,1,1,2,3,2,3,1,1,1,2,3,2,2,3,3,2,1,3,1,2,3,1,2,3,3,3,1,2,1,1,1,1,1,3,2,2,3,3,3,3,3,2,1,2,3,2,3,1,3,3,2,3,3,2,3,3,2,2,3,2,2,3,1,3,2,2,1,3,3,3,2,3,1,2,2,2,3,3,1,3,1,3,1,3,2,3,3,3,1,2,2,3,1,1,2,2,2,2,1,2,2,1,3,1,3,1,3,3,3,1,1,3,1,2,2,1,2,1,2,3,3,2,2,1,2,2,1,1,2,3,1,1,3,1,2,1,1,3,2,2,3,3,1,2,2,1,1,2,3,3,1,1,2,1,2,1,3,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-1406,2>,<x+1406,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-64385,86164,-21778]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[418,247,38,1]>,[[-63,989209827830156794561972,989209827830156794561989],[51,-989209827830156794561973,-989209827830156794561989],[13,1,0]]>,<37,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[10582,1591,74,1]>,[[-345,312465995495421063874138564657,312465995495421063874138564686],[321,-312465995495421063874138564658,-312465995495421063874138564686],[25,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,37],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,19*37,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,19,37],[1,4,4],0,[0.4420184953+0.8970059363*i,1.562823746+0.5463352863*i,1.232739431+0.1363174819*i],<"1.19_37.3t1.2",1>,[3,1]>,<1,19*37,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,19,37],[1,4,4],0,[0.4420184953-0.8970059363*i,1.562823746-0.5463352863*i,1.232739431-0.1363174819*i],<"1.19_37.3t1.2",2>,[3,1]>]
x^4-9*x^2+196 19^2*37^2 0 2 4 "C2^2" [[2,1,4,3],[4,3,2,1]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,1,[4,3,2,1]>,<2,1,[3,4,1,2]>] [[1,1,1,1],[2,2]] 11 x-1 5 [[-17983],[-4451],[4451],[17983]] 4 [3,4,2,1,1,3,2,2,2,3,3,4,4,2,1,4,3,2,4,4,1,3,1,3,3,1,3,4,3,3,4,2,1,1,1,4,1,2,3,4,3,4,2,3,1,2,4,4,3,1,1,2,3,2,3,1,4,1,2,3,2,4,4,2,2,4,3,4,2,1,2,1,1,4,4,3,2,1,3,3,1,3,3,4,3,1,3,2,2,2,2,2,3,1,2,2,4,4,3,2,3,2,3,3,1,2,2,1,4,4,3,1,1,1,2,4,2,2,2,4,3,4,4,3,1,2,2,1,2,1,1,4,4,2,1,2,4,4,3,2,4,1,1,3,3,4,2,3,2,4,4,1,2,4,3,3,2,1,1,4,2,4,2,4,3,4,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-168,2>,<x-54,3>,<x+168,4>]*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[105202,-51740],[-105202,51740],[73173,146346],[-73173,-146346]]>,<7,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-32833920550642599,32833920550642599,1692289295534628,-1692289295534628]>,<19,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,4,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,18,1]>,[[-4065665742718699324269266,-9589471526863291857728303],[-13731829201972956067732848,6827568634790995590997616],[1,0]]>,[[[13731829201972956067732861,-6827568634790995590997604],[-1,0]],[[13,12],[1,0]],[[-13,-12],[-1,0]],[[-13731829201972956067732861,6827568634790995590997604],[1,0]]]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,4,3],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[-8463224715142206097964370360632,9800574846396910525801204194920],[4416719045168001801533172460677,-10242539906350950827188710966047],[1,0]]>,[[[-4416719045168001801533172460674,10242539906350950827188710966064],[-1,0]],[[3,17],[1,0]],[[-3,-17],[-1,0]],[[4416719045168001801533172460674,-10242539906350950827188710966064],[1,0]]]>*] [x,x^2-x+176,x^2-x+5,x^2-x-9] [1,2,2,2] <[1],[2],[3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,19,37],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,2]>,<1,19*37,1,[[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,19,37],[1,2,1,5,5],1,[1.000000000,1.658823755,1.190454855],<"notfaithful",0>,[4,2]>,<1,19,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,19,37],[3,3,1,5,3],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[4,2]>,<1,37,1,[[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,19,37],[2,1,1,2,5],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,2]>]
x^4-x^3+16*x^2+43*x+36 19^2*37^2 0 2 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 163 x-1 5 [[17890873494],[2840726763],[6204464869],[-26936065125]] 2 [3,3,3,2,1,4,3,1,4,4,2,2,3,3,4,4,3,4,4,3,3,3,2,4,3,4,2,2,3,2,4,3,4,4,3,2,3,1,4,3,2,4,1,3,2,4,3,3,1,2,3,2,4,4,4,3,3,3,2,4,3,2,3,1,4,4,2,3,3,2,2,3,4,1,2,3,4,3,3,4,2,3,4,4,3,4,1,2,3,2,2,4,2,3,3,4,4,2,4,4,4,4,2,2,2,2,3,4,4,2,2,3,4,2,4,3,3,2,2,4,4,2,1,2,2,3,4,3,3,2,3,3,4,3,2,4,4,2,1,2,4,4,4,4,2,3,3,3,4,2,3,2,4,4,3,1,2,3,4,4,3,3,3,3,2,3,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x-7733,4>,<x+7733,3>]*],[*[2,2],"CYC",0,2*]] [*<11,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-295392732696391204502,-167264811731575399670,26801422879318599361,7742488409746180775]>,<19,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[9666368058891731695655675,-15681399818462053229055115,3534781118998813182347167,1]>,[[3534781118998813182347165,0,0],[16117493161865381199244878,436327936810145630975486,-804175535855772097994810],[17937699176681763811763558,-436327936810145630975487,804175535855772097994810],[1,1,0]]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[-5914467364213372860957840252750,-2065196593685699031528165461608],[3704849703877111999182774121042,-6081595563399884986115476843602],[1,0]]>,[[[-3704849703877111999182774121024,6081595563399884986115476843607],[-1,0]],[[18,5],[1,0]],[[-8727864494620348851284147582291,-9980180805839527454248833350700],[-228035313731264227708563006124,-132264696122587431921465920345]],[[-10689769468163697876219332083503,3898585242439642468133356507088],[228035313731264227708563006124,132264696122587431921465920345]]]>*] [x,x^3-x^2-6*x+7,x^3-x^2-6*x+7,0] [1,2,3,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,19,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,19,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,11,19,37],[3,1,5,1],0,[-0.3057685578+0.9521058708*i,0.4992035153+0.4022141314*i,0.7860953109+0.2524543088*i],<"notfaithful",0>,[4,4]>,<1,19,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,11,19,37],[3,1,5,1],0,[-0.3057685578-0.9521058708*i,0.4992035153-0.4022141314*i,0.7860953109-0.2524543088*i],<"notfaithful",0>,[4,4]>,<3,19^2*37^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[2,11,19,37],[3,1,5,6],1,[1.000000000,1.357206153,1.023232604],<"3.19e2_37e2.4t4.1",1>,[4,4]>]
x^4-2*x^3-19*x^2+19*x+19 19^2*37^2 4 0 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 79 x-1 5 [[-620844139],[678670155],[1308930186],[-1366756200]] 1 [3,2,2,3,2,4,3,1,3,3,2,1,2,4,3,2,3,4,4,2,4,1,4,2,4,3,2,3,3,4,2,3,3,2,4,3,3,4,4,3,2,4,2,4,4,3,4,4,3,3,4,4,4,3,2,2,4,3,3,2,2,3,4,4,1,2,4,2,4,4,4,4,4,3,4,2,4,4,4,2,4,4,4,3,2,3,3,3,3,3,2,1,2,4,2,2,1,3,4,3,3,2,2,2,4,4,2,3,4,4,4,3,2,1,2,3,4,3,3,4,4,3,1,4,4,3,3,3,1,3,4,1,3,3,4,3,4,2,4,3,4,4,1,4,4,3,3,4,3,4,4,3,4,3,2,2,2,2,2,2,3,3,2,3,4,3,4,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x+6327,4>,<x-6327,3>]*],[*[2,2],"CYC",0,2*]] [*<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,2,1]>,[[425604833,-1224370942],[-612437684,1224370942],[124563712,-162562959],[62269141,162562959]]>,<19,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,3],[1],[[[1,4,2,3]]],20,<[],[6765655970195319154517413,-8383148797331495776653048,452085547065130932822853,1]>,[[452085547065130932822855,0,0],[1866026973242446287950524,-203667571552719125038452,-479069052300890405193133],[-2318112520307577220773377,203667571552719125038451,479069052300890405193133],[0,1,0]]>,<37,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[-866645266366404944512332380280,-11081095114628388895309524128971,3702257420722096147712164413138,1]>,[[3702257420722096147712164413098,0,0],[-9516424590588097819512673439684,-129551446264454023618787508634,-216093260397227408824217581744],[5814167169866001671800509026574,129551446264454023618787508633,216093260397227408824217581744],[14,1,0]]>*] [x,x^3-x^2-234*x+729,x^3-x^2-234*x+729,0] [1,2,3,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,19*37,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,19,37],[3,1,5,5],0,[0.1629140046+0.9866402724*i,1.178142492+0.5871580495*i,0.9938650461+0.2094158777*i],<"notfaithful",0>,[4,4]>,<1,19*37,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,19,37],[3,1,5,5],0,[0.1629140046-0.9866402724*i,1.178142492-0.5871580495*i,0.9938650461-0.2094158777*i],<"notfaithful",0>,[4,4]>,<3,19^2*37^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]]],[2,3,19,37],[3,2,5,5],1,[1.000000000,0.7483887345,0.8854891405],<"3.19e2_37e2.4t4.2",1>,[4,4]>]
