x^2-x-31300 125201 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-675],[676]] 1 [1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<125201,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3918791300,125201,1]>,[[-62600,-1],[62601,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[125201],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,125201,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[125201],[3],1,[1.000000000,1.349567875,1.207507674],<"1.125201.2t1.1",1>,[2,1]>]
x^6-x^5-x^4+x^3+x^2+x-1 125201 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 163 x^2+159*x+2 5 [[23078797316,0],[-35128255975,-52032958178],[26158056863,0],[36504099664,0],[-46468332769,52032958178],[-4144365098,0]] 4 [5,10,7,10,11,8,9,10,9,11,10,9,10,10,10,7,7,10,11,11,9,6,9,6,11,11,9,5,8,11,10,8,9,10,10,6,8,3,10,5,5,10,9,9,10,10,9,9,11,7,10,6,7,8,9,7,3,2,6,7,8,7,7,9,9,10,9,11,7,11,8,8,8,8,11,9,11,8,4,11,8,10,11,4,8,8,4,9,7,8,10,8,9,10,9,10,8,9,8,8,10,8,9,11,6,7,5,9,9,8,11,7,7,5,10,9,7,7,7,11,9,7,10,6,4,8,2,11,7,7,11,9,7,9,4,10,4,10,11,7,9,5,10,6,10,4,7,9,9,2,7,9,11,8,9,10,7,11,10,10,8,10,9,2,10,8,7,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<125201,4,2,[[1,2,3,4,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,5,6],[1,2,3,4,6,5],[1,2,4,3,6,5]],[1,2,4,3,5,6],[1,3,3,4],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,0,1]>,[[17489089063848355966874627599386257669627957036290128408583676561652010258136134367258595585463547629,0],[-399140709928733643563380996395371734861951947006476158674376242022192464021991471257805545664810578184,0],[1,0]]>,[[[-52694653874595264614385097881388499529343607618029193947352316241189875811683407100933686108944000693,0],[0,0]],[[76589070529632728482270431602517200201308230631280811780136834880229982919908250539052327297227879292,0],[0,0]],[[-211517563291885553715633165058250217766958285009863888253580380330616285565108157347962093426547307428,43021040561022707611580394291111828464125479472989125704944840696923929519470493611953376535470991544],[0,0]],[[-211517563291885553715633165058250217766958285009863888253580380330616285565108157347962093426547307428,-43021040561022707611580394291111828464125479472989125704944840696923929519470493611953376535470991544],[0,0]],[[399140709928733643563380996395371734861951947006476158674376242022192464021991471257805545664810657221,0],[-1,0]],[[79037,0],[1,0]]]>*] [x,x^2-x-31300,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[125201],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,125201,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[125201],[12],1,[1.000000000,1.349567875,1.207507674],<"notfaithful",0>,[6,16]>,<5,125201,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[-2],[0],[2],[-1]]],[125201],[12],1,[1.000000000,0.2894121551,0.6482023571],<"5.125201.6t16.1",1>,[6,16]>,<5,125201^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]]],[125201],[12],1,[0,0,0],<"5.125201e2.12t183.1",1>,[6,16]>,<5,125201^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]]],[125201],[12],1,[0,0,0],<"5.125201e4.12t183.1",1>,[6,16]>,<5,125201^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[125201],[12],1,[0,0,0],<"5.125201e3.6t16.1",1>,[6,16]>,<9,125201^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]]],[125201],[12],1,[0,0,0],<"9.125201e3.10t32.1",1>,[6,16]>,<9,125201^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[125201],[12],1,[0,0,0],<"9.125201e6.20t145.1",1>,[6,16]>,<10,125201^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[2],[0],[-2],[-1]]],[125201],[12],1,[0,0,0],<"10.125201e6.30t176.1",1>,[6,16]>,<10,125201^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[-3],[0],[3],[0],[-1]]],[125201],[12],1,[0,0,0],<"10.125201e4.30t176.1",1>,[6,16]>,<16,125201^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]]],[125201],[12],1,[0,0,0],<"16.125201e8.36t1252.1",1>,[6,16]>]
x^6-3*x^5+3*x^4-x^3-15 3^10*5^4 2 2 24 "S4" [[5,6,3,4,1,2],[5,6,1,2,3,4],[6,5,3,4,2,1],[6,5,2,1,3,4]] [<1,1,[1,2,3,4,5,6]>,<2,3,[1,2,4,3,6,5]>,<2,6,[5,6,3,4,1,2]>,<3,8,[5,6,1,2,3,4]>,<4,6,[2,1,6,5,3,4]>] [[1,1,1,1,1,1],[1,1,2,2],[2,4],[3,3]] 7 x^2+6*x+3 14 [[89189458617,142766998347],[-89189458616,-142766998347],[282953065110,0],[-282953065109,0],[-186733375910,-175281637445],[186733375911,175281637445]] 3 [5,1,3,2,5,4,5,4,3,5,2,4,5,4,5,5,5,4,2,5,4,2,3,3,4,3,4,3,4,5,4,3,3,4,5,4,4,4,3,3,5,4,5,4,3,4,4,1,5,2,3,5,4,3,3,5,5,4,2,3,2,3,4,3,4,5,2,4,5,4,3,3,2,4,4,3,3,1,3,4,5,4,3,4,4,3,5,4,3,2,5,3,4,5,4,5,5,5,4,2,4,3,3,3,1,4,3,5,5,4,4,4,3,4,4,3,2,5,5,5,4,2,3,3,4,5,4,3,4,4,4,5,4,4,3,4,3,4,5,5,2,3,4,5,2,5,2,5,4,5,2,5,4,3,2,5,4,5,2,5,3,5,4,3,5,3,4,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-3*x^2+3*x-961,2>,<x^6-12*x^5+57*x^4-3256*x^3+23931*x^2-58428*x-343413,3>]*],[*[2,4],"CYC",0,5*],[*[3,3],"CYC",0,4*]] [*<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,3,4],[1,4],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[808759308,-850811256,1483294491,1654692381,-1501665543,-1678424580,1]>,[[357763185,40623609,341087444,193440408,40954963,359453853],[-306199125,290400585,147935903,74773854,39729790,347173853],[-65764989,-331024194,285817631,119206227,306735736,68213272],[-357763184,-40623609,46333045,193980081,346465526,27966636],[65764990,331024194,101602858,268214262,80684753,319207217],[306199126,-290400585,239484586,312646635,347690699,40246636]]>,<5,6,3,[[2,3,1,5,6,4],[3,2,1,4,6,5]],[[1,2,3,4,5,6],[3,2,1,4,6,5],[2,3,1,5,6,4]],[3,2,1,4,6,5],[1,3,4],[1],[[[2,3,1,5,6,4]]],20,<<[],[2,4,1]>,[[37073053021140,0],[-10102048400955,0],[-32720683642010,0],[1,0]]>,[[[33261906370900,-39232933545365],[711747296143,5124245230103],[1984051745338,992025872669]],[[0,0],[1,0],[0,0]],[[-541222728890,39232933545365],[-711747296144,-5124245230103],[-1984051745338,-992025872669]],[[1,0],[-1,0],[0,0]],[[541222728891,-39232933545365],[711747296144,5124245230103],[1984051745338,992025872669]],[[-33261906370899,39232933545365],[-711747296143,-5124245230103],[-1984051745338,-992025872669]]]>,<31,2,1,[[4,2,3,1,6,5]],[[1,2,3,4,5,6],[4,2,3,1,6,5]],[4,2,3,1,6,5],[1,2],[1],[[]],20,<[],[3,29,1]>,[[7500224938948493749738662858,46847638190209019019715949273],[102228596055153869558845787161,0],[-102228596055153869558845787160,0],[-7500224938948493749738662857,-46847638190209019019715949273],[9200976874355321422689552342,-112714085215853563770178372],[-9200976874355321422689552341,112714085215853563770178372]]>*] [x,x^2-x+1,x^3-15,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,7]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,31],[6,3,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,7]>,<2,3^5*5^2,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]]],[3,5,31],[6,6,1],1,[1.000000000,1.562761741,1.102643145],<"notfaithful",0>,[6,7]>,<3,3^6*5^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[3,5,31],[6,7,2],1,[1.000000000,1.332806819,1.196019946],<"3.3e6_5e2.6t8.2",1>,[6,7]>,<3,3^5*5^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]]],[3,5,31],[6,6,2],1,[1.000000000,0.6953516267,0.8531598470],<"3.3e5_5e2.4t5.2",1>,[6,7]>]
