x^2-x+42 -167 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-30],[31]] 2 [1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<167,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[7014,167,1]>,[[-83,-1],[84,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[167],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,167,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[167],[3],1,[1.000000000,2.674141121,1.471486590],<"1.167.2t1.1",1>,[2,1]>]
x^4+25*x^2+13 3^2*13*191^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 6 [[-61913750],[-114874700],[114874700],[61913750]] 2 [5,1,5,5,4,1,3,5,3,1,5,5,4,1,4,2,5,3,4,4,5,2,4,4,4,1,1,3,4,1,3,2,4,3,5,5,3,4,4,1,1,3,3,4,5,2,1,4,5,5,1,5,4,3,1,3,3,4,2,5,2,5,5,3,3,4,5,3,3,4,5,4,3,3,5,5,1,4,4,4,1,4,5,1,3,1,5,4,5,4,3,5,5,3,4,3,4,2,3,5,3,4,1,2,3,4,4,5,3,3,2,4,4,4,5,3,5,2,3,3,5,2,3,4,4,3,4,2,1,4,5,5,3,1,4,4,5,4,1,3,5,4,2,4,1,5,5,2,3,4,5,3,3,2,3,3,3,4,3,5,4,2,4,3,4,4,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+150,2>,<x^2-1872,3>]*],[*[4],"CYC",0,5*]] [*<2,4,1,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[]],20,<[],[1,1,0,0,1]>,[[22008,129721,258037,29344],[-22008,-129721,-258037,-29344],[81493,-29951,19759,-240868],[-81493,29951,-19759,240868]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1620282117,767305620,1]>,[[-767305618,-1],[2,1],[-2,-1],[767305618,1]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-1886444968897511906676,0,1]>,[[1699158354664614945243,0],[-1699158354664614945243,0],[0,-1],[0,1]]>,<191,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[19,190,1]>,[[-965347918347781690219932541691876736726431842,-1310573428401013273921930387206113116905137661],[1409849891087632596123983020693351099374832271,586170607941809623932042172499186604421485272],[1,0]]>,[[[-1409849891087632596123983020693351099374832234,-586170607941809623932042172499186604421485155],[-1,0]],[[37,117],[1,0]],[[-37,-117],[-1,0]],[[1409849891087632596123983020693351099374832234,586170607941809623932042172499186604421485155],[1,0]]]>*] [x,x^2-x-143,x^2-x-3,x^2-x-1862,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,191],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*191,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,191],[3,6,1,6],1,[1.000000000,0.5548785882,0.7598567585],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,191],[4,1,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,3*13*191,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,191],[1,6,6,6],1,[1.000000000,2.657178520,1.405958144],<"notfaithful",0>,[4,3]>,<2,3*13*191,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,13,191],[5,6,6,7],1,[1.000000000,1.372246097,1.066231134],<"2.3_13_191.4t3.3",1>,[4,3]>]
x^4-2*x^3-24*x^2+25*x+586 3^2*13*191^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 6 [[71872361],[-17092393],[17092394],[-71872360]] 3 [4,1,4,5,5,4,2,5,1,3,5,5,5,1,5,3,4,3,4,5,5,1,5,5,4,3,1,2,4,3,3,3,5,3,4,5,3,4,5,3,3,3,1,4,4,1,2,4,4,5,3,4,4,1,3,1,1,4,2,4,1,4,5,1,3,5,5,3,1,4,4,5,3,3,5,4,3,4,5,4,3,4,4,2,3,3,4,4,4,4,2,4,5,2,4,2,5,3,3,5,3,5,3,3,3,4,5,4,1,3,2,4,5,4,5,2,5,3,2,1,5,2,2,5,4,1,4,3,2,4,5,4,3,2,5,4,4,4,3,1,5,5,2,5,2,4,5,3,3,5,5,1,3,3,3,2,3,5,3,4,5,3,4,2,5,5,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+25,2>,<x^2-52*x-8801,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[5236107,-3,1]>,[[-413509831,275673221],[413509832,111747268],[-13,9],[14,43046712]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[8418461892628733996115,0],[13,0],[1,0]]>,[[[1899378424736348828566,8235297976989724570928],[0,0]],[[-1899378424736348828565,-8235297976989724570928],[0,0]],[[-6,0],[-1,0]],[[7,0],[1,0]]]>,<191,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[74245967200063308606826644574667474186578359,1084097134206204562274855153908696174416108154,1]>,[[-1084097134206204562274855153908696174416108031,-1],[123,1],[-122,-1],[1084097134206204562274855153908696174416108032,1]]>*] [x,x^2-x+48,x^2-x-3,x^2-x+621,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,13,191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,191,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,13,191],[1,1,6],1,[1.000000000,2.955129664,1.525527803],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,13,191],[1,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,13*191,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,13,191],[1,6,6],1,[1.000000000,1.260931542,0.8992306560],<"notfaithful",0>,[4,3]>,<2,3^2*13*191,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[3,13,191],[6,7,8],1,[1.000000000,1.314217592,1.059859590],<"2.3e2_13_191.4t3.2",1>,[4,3]>]
x^4-2*x^3-32*x^2+33*x+129 3^2*13*191^2 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 43 x-1 5 [[-47044279],[47044280],[-57604370],[57604371]] 1 [5,1,5,5,4,1,3,5,3,2,5,5,4,1,4,1,5,3,4,4,5,2,4,4,4,2,1,3,4,2,3,1,4,3,5,5,3,4,4,2,2,3,1,4,5,2,1,4,5,5,2,5,4,3,2,3,3,4,2,5,2,5,5,3,3,4,5,3,3,4,5,4,3,3,5,5,2,4,4,4,2,4,5,1,3,2,5,4,5,4,3,5,5,3,4,3,4,1,3,5,3,4,2,1,3,4,4,5,3,3,2,4,4,4,5,3,5,1,3,3,5,2,3,4,4,3,4,1,1,4,5,5,3,1,4,4,5,4,2,3,5,4,2,4,1,5,5,1,3,4,5,3,3,1,3,3,3,4,3,5,4,1,4,3,4,4,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+33,2>,<x^2-68*x-1041,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1072910721,-1588960716,1]>,[[1588960716,-1],[0,1],[1,-1],[-1588960715,1]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-11162396265665750885,13,1]>,[[-7425930571846810557656,0],[7425930571846810557657,0],[-84,-13],[85,13]]>,<191,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1563711246007794437478807052282444380862018213,1410592191102389008179875412119569990664870604,1]>,[[-1410592191102389008179875412119569990664870453,-1],[151,1],[-150,-1],[1410592191102389008179875412119569990664870454,1]]>*] [x,x^2-x-143,x^2-x-3,x^2-x-1862,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,13,191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*191,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,13,191],[6,1,6],1,[1.000000000,0.5548785882,0.7598567585],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,13,191],[1,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,3*13*191,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,13,191],[6,6,6],1,[1.000000000,2.657178520,1.405958144],<"notfaithful",0>,[4,3]>,<2,3*13*191,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[3,13,191],[6,6,6],1,[1.000000000,1.173157956,1.061809539],<"2.3_13_191.4t3.4",1>,[4,3]>]
