x^2-x+39 -5*31 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[75],[-74]] 2 [2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[45,5,1]>,[[-2,-1],[3,1]]>,<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[279,31,1]>,[[-15,-1],[16,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,31],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*31,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,31],[3,3],1,[1.000000000,1.009355177,0.8874743248],<"1.5_31.2t1.1",1>,[2,1]>]
x^5-x^4+3*x^3-37*x^2+224*x-65 35111^2 1 2 10 "D10" [[2,1,4,3,5],[5,4,3,2,1]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,4,3,5]>,<5,2,[4,5,2,3,1]>,<5,2,[3,1,5,2,4]>] [[1,1,1,1,1],[1,2,2],[5]] 13 x^2+12*x+2 8 [[308884758,0],[-151343787,-272592495],[-143156731,272592495],[-6969414,339924918],[-7414825,-339924918]] 2 [4,4,1,3,1,2,2,4,2,2,2,2,2,2,2,1,1,3,4,2,3,3,4,3,4,3,2,3,2,4,4,2,3,2,1,4,4,1,3,2,2,4,2,2,2,4,3,2,3,2,4,1,1,2,4,2,2,4,2,4,1,1,2,3,2,2,2,3,2,2,3,2,4,4,4,2,2,2,1,2,2,2,2,2,3,2,1,2,2,3,4,2,1,4,2,3,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,4,1,3,3,4,3,3,2,3,2,3,2,3,4,3,1,4,4,4,3,4,4,2,4,4,3,2,2,4,2,2,3,2,4,2,1,4,2,3,2,3,2,2,2,4,3,3,2,2,3,4,2,3,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+9655525,4>,<x-9655525,3>]*]] [*<5,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[34931936739985,-4411879813533,-8135119244393,-8405958746324,5094507392391]>,<11,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-97036621881041813263,-142794487575322536038,92855691755942407294,21311050389429710642,3346186414163138784]>,<35111,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1578079206484100819373466749895735640844534472356118362954115495782687983361802056584582573,1804487642868226896478861378445900741888276686415226043953759550570930066368919522987090245,1]>,[[-2994922796008737770948018008040593392017454870186370687620887819032790687344599202506762934,0],[-1804487642868226896478861378445900741888276686415226043953759550570930066368919522987082013,-1],[8232,1],[-2021328389248212134770685916025373647645560349974381635489366823680682902276319008197093711,-73069450078926216529808496798792684659760153164462437428086798784713096453516363537618],[-1286332172866352335221448253782051324256696762534327199378877095354200282619088103099260774,73069450078926216529808496798792684659760153164462437428086798784713096453516363537618]]>*] [x,x^2-x+8778,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,35111],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,35111,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,11,35111],[1,1,1,5],1,[1.000000000,4.107658758,1.590519291],<"notfaithful",0>,[5,2]>,<2,35111,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,11,35111],[4,1,1,5],1,[1.000000000,1.836278951,1.248443018],<"2.35111.5t2.1",1>,[5,2]>,<2,35111,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,11,35111],[4,1,1,5],1,[1.000000000,0.5706134955,0.6363717442],<"2.35111.5t2.1",2>,[5,2]>]
x^6-x^5-x^4+13*x^3-14*x^2-180*x-54 2^4*3^3*5^3*7^3*17^2 2 2 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,5,3,4,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[6,5,3,4,2,1]>,<2,3,[5,6,4,3,1,2]>,<3,2,[3,4,6,5,2,1]>,<6,2,[4,3,5,6,1,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 53 x^2+49*x+2 6 [[8590443471,0],[4364198642,0],[-10343248933,-1843931835],[5054690244,9582129058],[981950111,-9582129058],[-8648033534,1843931835]] 3 [3,3,1,3,4,5,4,4,5,4,6,6,5,4,6,3,3,6,4,4,3,3,6,3,3,3,1,5,3,1,4,5,3,2,6,5,1,6,4,4,6,6,6,6,1,2,3,5,4,4,5,6,6,3,6,3,5,4,6,6,3,2,1,5,3,5,5,2,1,4,6,6,3,4,3,2,6,3,4,4,5,5,4,5,2,3,4,4,3,4,6,5,6,6,3,4,3,1,5,3,6,3,6,6,3,1,2,6,2,2,3,4,5,2,1,4,3,2,5,2,4,6,4,1,6,6,3,5,5,5,1,5,3,4,3,4,6,3,6,4,6,4,6,5,4,1,3,4,4,3,2,1,4,4,2,4,1,5,5,5,5,3,4,3,3,4,3,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x-22,2>,<x^3-54*x^2+484*x-1960,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[2,3,1,6,4,5],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[2,3,1,6,4,5]],[1,3,2,4,6,5],[1,3,5],[1],[[[2,3,1,6,4,5]]],20,<<[],[1,1,1]>,[[-383978,0],[477526,0],[-477514,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[304330,131146],[387314,250341],[31161,62322]],[[173184,-131146],[136973,273947],[493127,461966]],[[171321,0],[228426,0],[57107,0]],[[90053,-219636],[184660,73458],[216188,227339]],[[-214599,219636],[111202,-73458],[250993,34805]]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[193859526,0],[554177811,0],[1,0]]>,[[[0,0],[129140166,0]],[[274569012,0],[258280323,0]],[[1458053385,-91628572],[23627282,-249977631]],[[-1706575077,-988159837],[-23627282,249977631]],[[1641310529,91628572],[523582544,249977631]],[[269744597,988159837],[-523582544,-249977631]]]>,<5,2,2,[[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,4],[1],[[[2,1,6,5,4,3]]],20,<[],[-9122290520,-333225111440,1]>,[[109,25],[701233254859,-25],[-1286197352248,932209586864],[8213788438862,-192165864417],[43470308382,192165864417],[3771797146912,-932209586864]]>,<7,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[-24206189297852387,0],[-11263296048549846,0],[1,0]]>,[[[11263296048549848,0],[-1,0]],[[2,0],[1,0]],[[16822323400478036,-34727808773482459],[5368001748471965,-1268648331201925]],[[-21496753197445295,-4849251632887653],[-5368001748471965,1268648331201925]],[[7598756599880623,4849251632887653],[-1580996550310372,-1268648331201925]],[[-14187622851463213,34727808773482459],[1580996550310372,1268648331201925]]]>,<17,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,4,3,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,16,1]>,[[885746981896371202944487,749632362041767329783566],[-826020485863176514465051,319500894380080841057603],[1,0]]>,[[[1472723611118370982578054,-663228408074592135062510],[0,0]],[[-108316079630872423626589,663228408074592135062510],[0,0]],[[826020485863176514465064,-319500894380080841057601],[-1,0]],[[13,2],[1,0]],[[-624536218008094523205417,1089879918716086615722660],[-42860523288804725098756,69404269596778575837100]],[[-1565891799342580550211124,-770379024336005774665061],[42860523288804725098756,-69404269596778575837100]]]>*] [x,x^2-x+149,x^2-x+13,x^2-x-26,x^3-x^2-x-9,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,17],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,5*7*17,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,17],[3,3,7,7,7],1,[1.000000000,0.5151709685,0.7179149323],<"notfaithful",0>,[6,3]>,<1,3*17,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,17],[2,7,1,2,7],1,[1.000000000,0.8798219250,0.8313330724],<"notfaithful",0>,[6,3]>,<1,3*5*7,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,17],[1,7,7,7,2],1,[1.000000000,1.720148986,1.320925393],<"notfaithful",0>,[6,3]>,<2,2^2*5*7*17,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,7,17],[7,3,8,8,8],1,[1.000000000,1.376408168,1.068766261],<"notfaithful",0>,[6,3]>,<2,2^2*3^2*5*7*17,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,5,7,17],[7,7,8,9,9],1,[1.000000000,1.040637418,1.011843905],<"2.2e2_3e2_5_7_17.6t3.8",1>,[6,3]>]
