x^2-x+38 -151 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-353],[354]] 2 [1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<151,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[5738,151,1]>,[[-75,-1],[76,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[151],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,151,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[151],[3],1,[1.000000000,1.789614291,1.235542381],<"1.151.2t1.1",1>,[2,1]>]
x^5-2*x^4-9*x^3+7*x^2+26*x+11 2^2*19*29*647 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 11 x^2+7*x+2 5 [[42196,0],[-7780,-45548],[2761,73149],[-26129,-73149],[-11046,45548]] 1 [3,6,5,6,3,5,5,4,5,4,6,5,4,5,6,7,3,6,5,3,6,6,4,5,4,3,4,7,5,3,6,6,7,5,7,6,2,4,5,6,3,6,5,5,7,5,5,3,5,6,6,2,3,7,7,4,5,7,7,5,2,4,6,6,2,7,5,4,5,6,2,6,5,4,5,5,3,6,6,2,6,5,3,5,4,6,6,5,4,6,5,6,5,6,6,6,7,4,6,3,6,3,5,5,3,5,3,7,5,6,6,7,7,4,2,5,5,1,5,6,5,5,5,2,7,4,3,6,4,5,1,4,4,5,2,6,6,6,1,5,2,6,4,5,4,4,3,4,7,5,5,7,7,5,5,7,6,7,5,2,2,5,6,3,5,6,5,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,3,[[1,2,4,5,3],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,4,5,3]],[2,1,3,5,4],[1,3,4],[1],[[[1,2,4,5,3]]],20,<<[],[1,1,1]>,[[-210526,0],[-61108,0],[-354732,0],[1,0]]>,[[[98866,-496111],[0,0],[0,0]],[[-453599,496111],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[472181,-458948],[329344,134401],[114422,228844]],[[-117447,458948],[194943,389887],[409866,295444]]]>,<19,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[17,4,0,1]>,[[-16336569136225888470185764,0,0],[13462531295635615668785806,0,0],[1,0,0]]>,[[[-4523435047741103208444151,15827470332021966667867454,1319642127335879112404668],[0,0,0]],[[-17789240073888066458681710,14079891474467108861471338,-17751274804048966428942767],[0,0,0]],[[-1814767040281172857443936,7682611651056882664016809,16431632676713087316538099],[0,0,0]],[[-13462531295635615668785804,0,0],[-1,0,0]],[[2,0,0],[1,0,0]]]>,<29,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[27,2,0,1]>,[[-79675652575646559445613691289,0,0],[-4347445098475900397931310322,0,0],[1,0,0]]>,[[[68605467267158207413121059813,19229010980566595152595760415,8292317687210192359876962343],[0,0,0]],[[26264237160185987123701668396,-10355029546415845477998300858,-67712248930796411156634241320],[0,0,0]],[[77777426625289658263032601858,-8873981434150749674597459557,59419931243586218796757278977],[0,0,0]],[[4347445098475900397931310329,0,0],[-1,0,0]],[[7,0,0],[1,0,0]]]>,<647,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[40176696867175191251021484138499769009451004165550295045,42882474714590886660409359098474118706788841976891503903,1]>,[[-9136782300152105356057612826204309103687698267615883273,0],[-38100076428124575924313795959456204265477855957827046185,0],[-75109415056424116722430125385333053215367615598471505154,0],[-42882474714590886660409359098474118706788841976891503845,-1],[58,1]]>*] [x,x^2-x-89124,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,29,647],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,19*29*647,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,19,29,647],[1,8,8,8],1,[1.000000000,2.908905538,1.470231259],<"notfaithful",0>,[5,5]>,<4,2^2*19^3*29^3*647^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[-1]]],[2,19,29,647],[8,9,9,9],1,[0,0,0],<"4.2e2_19e3_29e3_647e3.10t12.1",1>,[5,5]>,<4,2^2*19*29*647,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[2,19,29,647],[8,9,9,10],1,[1.000000000,0.7023673850,0.9272108334],<"4.2e2_19_29_647.5t5.1",1>,[5,5]>,<5,2^4*19^2*29^2*647^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[2,19,29,647],[8,9,9,10],1,[0,0,0],<"5.2e4_19e2_29e2_647e2.10t13.1",1>,[5,5]>,<5,2^4*19^3*29^3*647^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1],[1]],[[1],[-2],[1]]],[2,19,29,647],[8,9,9,10],1,[0,0,0],<"5.2e4_19e3_29e3_647e3.6t14.1",1>,[5,5]>,<6,2^4*19^3*29^3*647^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[2,19,29,647],[8,9,9,10],1,[0,0,0],<"6.2e4_19e3_29e3_647e3.20t35.1",1>,[5,5]>]
x^4+14*x^2+20 2^6*5*29^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 71 x-1 5 [[-833214380],[728855569],[-728855569],[833214380]] 2 [5,5,1,4,3,4,5,3,4,1,3,5,3,5,5,4,2,3,4,1,5,3,4,3,5,3,4,4,2,5,5,3,5,1,2,1,5,5,4,4,1,1,3,5,4,1,3,4,4,3,4,1,2,3,4,5,3,3,4,1,4,5,5,3,4,5,3,5,4,1,4,3,5,4,3,4,3,4,2,3,2,3,2,5,1,5,3,4,3,4,5,3,4,3,1,5,2,1,4,3,4,4,5,3,1,5,4,4,3,3,5,4,5,3,2,3,4,4,5,3,1,4,5,4,2,1,2,1,5,5,3,5,3,5,2,3,5,4,5,3,1,2,5,5,3,3,5,4,3,4,4,3,4,5,5,3,1,1,4,2,5,4,5,3,4,5,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+84,2>,<x^2-2880,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[3],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[327896,-392798],[0,0],[1,0]]>,[[[0,0],[1,0]],[[0,0],[131071,0]],[[0,0],[119045,122847]],[[0,0],[12027,8225]]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-10865913646720,0,1]>,[[-36841851381621,0],[36841851381621,0],[0,-1],[0,1]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[28714199076227649638389785377,-67030415015089558906170772198,1]>,[[67030415015089558906170772213,-1],[15,1],[-15,-1],[-67030415015089558906170772213,1]]>*] [x,x^2-x-7,x^2-x-1,x^2-x-36,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,29],[3,1,6],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,29],[4,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,29],[1,6,6],1,[1.000000000,2.112534460,1.447063894],<"notfaithful",0>,[4,3]>,<2,2^6*5*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,5,29],[6,7,7],1,[1.000000000,1.229439050,1.030672700],<"2.2e6_5_29.4t3.2",1>,[4,3]>]
x^4-2*x^3+12*x^2+18*x+81 2^6*5*29^2 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 7 [[7549037],[-2752572],[-508812],[-4287651]] 3 [4,4,1,5,1,4,5,2,5,3,2,5,3,4,4,4,3,3,5,3,5,1,5,3,5,3,5,5,2,5,4,2,5,3,2,3,5,4,5,4,3,2,1,5,4,3,1,5,5,3,4,3,1,1,4,4,3,1,4,2,5,5,4,2,4,5,2,5,5,2,4,2,4,4,1,5,3,4,2,3,3,3,3,5,3,4,3,4,3,5,4,1,5,2,3,4,1,1,5,3,5,4,4,3,3,5,5,4,1,3,4,4,5,1,3,3,5,5,5,2,1,4,5,5,3,1,1,3,4,5,2,4,2,5,2,3,5,5,5,3,3,2,4,4,3,1,5,4,1,5,4,3,5,4,4,2,3,2,4,1,4,4,4,2,4,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+18,2>,<x^2-96*x+2124,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[110,0],[40,0],[12,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0]],[[-58251,0],[-58253,0],[233017,0],[233017,0]],[[192589,-197362],[14693,-28866],[226192,161113],[7347,247711]],[[-134337,197362],[43559,28866],[65079,101031],[21780,14433]]]>,<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[511854296,0],[-132910326,0],[51845958,-146102547],[-43369437,146102547]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-2577406173195,-2577406173185,1]>,[[-16867838951127,0],[14290432777942,0],[2577406173186,-1],[1,1]]>,<29,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,24,1]>,[[-68435433640560090187001393375,-58805486123078937283330532322],[45959108256917082092045573862,18579473700668902940819351191],[1,0]]>,[[[-45959108256917082092045573840,-18579473700668902940819351188],[-1,0]],[[22,3],[1,0]],[[-52982332304884800225119606735,-48880551924029130361898410232],[-148031699898606309172216633,-1345116337999551967910671624]],[[-78053135589307870880621459846,67460025624698033302717761417],[148031699898606309172216633,1345116337999551967910671624]]]>*] [x,x^2+29,x^2-x-1,x^2+145,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,29],[6,1,1,6],1,[1.000000000,1.750137331,1.161305134],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,29],[4,4,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,2^2*5*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,29],[6,3,6,6],1,[1.000000000,1.043580278,0.9285182498],<"notfaithful",0>,[4,3]>,<2,2^4*5*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,5,29],[6,3,7,8],1,[1.000000000,1.353999750,1.062527914],<"2.2e4_5_29.4t3.6",1>,[4,3]>]
x^4-2*x^3+20*x^2+10*x+25 2^6*5*29^2 0 2 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[-14953205],[6771377],[18169960],[-9988130]] 3 [4,4,1,5,2,4,5,1,5,3,1,5,3,4,4,4,3,3,5,3,5,2,5,3,5,3,5,5,2,5,4,1,5,3,2,3,5,4,5,4,3,2,2,5,4,3,2,5,5,3,4,3,1,2,4,4,3,2,4,2,5,5,4,1,4,5,1,5,5,2,4,1,4,4,2,5,3,4,2,3,3,3,3,5,3,4,3,4,3,5,4,2,5,1,3,4,1,1,5,3,5,4,4,3,3,5,5,4,2,3,4,4,5,2,3,3,5,5,5,1,1,4,5,5,3,1,1,3,4,5,1,4,1,5,2,3,5,5,5,3,3,2,4,4,3,2,5,4,2,5,4,3,5,4,4,1,3,2,4,1,4,4,4,1,4,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+10,2>,<x^2-80*x+1420,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[54,0],[48,0],[20,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0]],[[209721,0],[209719,0],[52429,0],[52429,0]],[[-237107,259794],[-63911,81898],[214280,218845],[257579,43299]],[[27387,-259794],[-145809,-81898],[257579,43299],[214280,218845]]]>,<3,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-511854295,839879156],[1295171794,-839879156],[335574532,0],[43369438,0]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-5,-35569566483065,1]>,[[-26693542160873,0],[-8876024322190,7629394531250],[-2577406173185,-1],[0,1]]>,<29,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,24,1]>,[[-1016735819778860895370615433,-35058244350218166549840289906],[-23623424695241820787767807838,-46217262762380923365093977379],[1,0]]>,[[[23623424695241820787767807856,46217262762380923365093977401],[-1,0]],[[18,22],[1,0]],[[-30578757654697634114394553451,87476886629943851894137437787],[633933035404048305409675961,1943227302482240663849278619]],[[6955332959455813326626745579,43300426758784977938555225191],[-633933035404048305409675961,-1943227302482240663849278619]]]>*] [x,x^2+29,x^2-x-1,x^2+145,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,29],[6,1,1,6],1,[1.000000000,1.750137331,1.161305134],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,29],[4,4,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,2^2*5*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,29],[6,3,6,6],1,[1.000000000,1.043580278,0.9285182498],<"notfaithful",0>,[4,3]>,<2,2^4*5*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,5,29],[6,3,7,8],1,[1.000000000,1.244933824,1.043096073],<"2.2e4_5_29.4t3.7",1>,[4,3]>]
x^4-14*x^2+20 2^6*5*29^2 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 59 x-1 5 [[-355190261],[113594839],[-113594839],[355190261]] 1 [5,5,1,4,3,4,5,3,4,1,3,5,3,5,5,4,1,3,4,2,5,3,4,3,5,3,4,4,2,5,5,3,5,2,2,2,5,5,4,4,2,1,3,5,4,2,3,4,4,3,4,2,2,3,4,5,3,3,4,1,4,5,5,3,4,5,3,5,4,1,4,3,5,4,3,4,3,4,2,3,1,3,1,5,2,5,3,4,3,4,5,3,4,3,2,5,2,1,4,3,4,4,5,3,2,5,4,4,3,3,5,4,5,3,1,3,4,4,5,3,1,4,5,4,1,1,2,2,5,5,3,5,3,5,2,3,5,4,5,3,2,2,5,5,3,3,5,4,3,4,4,3,4,5,5,3,2,1,4,2,5,4,5,3,4,5,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-84,2>,<x^2-2880,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[3],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-327896,392798],[0,0],[1,0]]>,[[[0,0],[1,0]],[[0,0],[131071,0]],[[0,0],[119045,122847]],[[0,0],[12027,8225]]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[10865913646720,0,1]>,[[-15377971350647,0],[15377971350647,0],[0,-1],[0,1]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[53656710897310019716644712635,1124333838835762337429401710,1]>,[[-1124333838835762337429401687,-1],[23,1],[-23,-1],[1124333838835762337429401687,1]]>*] [x,x^2-x-7,x^2-x-1,x^2-x-36,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,29],[3,1,6],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,29],[4,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,29],[1,6,6],1,[1.000000000,2.112534460,1.447063894],<"notfaithful",0>,[4,3]>,<2,2^6*5*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,5,29],[6,7,7],1,[1.000000000,1.127531732,1.030350509],<"2.2e6_5_29.4t3.4",1>,[4,3]>]
