x^5-2*x^4+x^3+2*x^2-2*x-2 2^5*1091 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 191 x-1 5 [[93393279370],[53653421901],[-51283967737],[79103259332],[79328909087]] 3 [2,6,5,7,3,5,7,6,5,6,5,3,3,5,5,3,2,6,5,5,3,4,7,5,6,7,4,6,7,5,5,5,7,5,6,4,4,5,6,4,7,5,1,4,4,7,5,4,6,4,6,3,5,3,5,3,4,6,3,6,6,2,7,6,6,4,4,7,6,4,6,5,4,7,5,7,7,5,3,4,4,6,3,4,5,4,6,5,5,7,7,7,7,6,4,4,7,6,4,5,5,6,5,7,4,7,6,5,6,6,4,6,5,7,3,3,5,7,7,5,3,6,2,2,7,7,4,6,6,6,3,5,5,4,4,4,6,5,5,3,4,5,5,6,4,4,4,4,2,6,5,3,5,5,6,3,7,6,4,7,2,4,3,6,6,6,6,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,12,6,[[1,2,3,5,4],[3,1,2,4,5],[1,3,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[1,3,2,4,5],[1,3,2,5,4],[3,1,2,4,5],[3,1,2,5,4]],[1,3,2,4,5],[1,2,2,3,4,7],[1,7],[[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,5,4]]],20,<<[],[1,1,1]>,[[146006,0],[-315096,0],[200636,0],[362092,0],[-270068,0],[-413016,0],[1,0]]>,[[[105040,0],[-83616,0],[149437,0],[153620,0],[507789,0],[524186,0]],[[431836,-425092],[331976,-468240],[508096,117053],[523456,151956],[337093,133399],[323800,123210]],[[-191648,425092],[-248360,468240],[391043,407235],[371500,372332],[203694,390889],[200590,401078]],[[-79383,0],[-153798,0],[249104,0],[95141,0],[49404,0],[188438,0]],[[258445,0],[153798,0],[-249104,0],[167003,0],[212740,0],[73706,0]]]>,<1091,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[1089,3,0,1]>,[[-313833283246867535398958019253502332319478666501470854722790,0,0],[1499215626523498522125997559847600451030215455279939658374812,0,0],[1,0,0]]>,[[[2534339291805551441912005020392678657419865858042398990124710,-776443232797292125069200655673738616590176975408837096108212,1017300374815525967268336250221739253538230353141209552000118],[0,0,0]],[[-684962027267520411759145308055204912647890244639995007598422,2265452773266392107675611878678754435200486545589049096931222,-592350284721009959567238914002202531495647698199987446861448],[0,0,0]],[[-350161638014532508026862152489873293741760158122464324152866,-1489009540469099982606411223005015818610309570180212000823010,-424950090094516007701097336219536722042582654941222105138670],[0,0,0]],[[-1499215626523498522125997559847600451030215455279939658374116,0,0],[-1,0,0]],[[696,0,0],[1,0,0]]]>*] [x,x^2-2182,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,1091],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^3*1091,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,1091],[8,8],1,[1.000000000,1.115292932,1.060549364],<"notfaithful",0>,[5,5]>,<4,2^9*1091^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,1091],[8,9],1,[0,0,0],<"4.2e9_1091e3.10t12.1",1>,[5,5]>,<4,2^5*1091,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[2,1091],[8,9],1,[1.000000000,1.019327636,1.153164297],<"4.2e5_1091.5t5.1",1>,[5,5]>,<5,2^8*1091^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[2,1091],[8,9],1,[0,0,0],<"5.2e8_1091e2.10t13.1",1>,[5,5]>,<5,2^11*1091^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1],[1]]],[2,1091],[8,9],1,[0,0,0],<"5.2e11_1091e3.6t14.1",1>,[5,5]>,<6,2^11*1091^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[0],[0],[-1]]],[2,1091],[8,9],1,[0,0,0],<"6.2e11_1091e3.20t35.1",1>,[5,5]>]
x^2-x-1248 4993 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[57],[-56]] 1 [1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<4993,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[6231264,4993,1]>,[[-2496,-1],[2497,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[4993],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,4993,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[4993],[3],1,[1.000000000,2.724538026,1.464504377],<"1.4993.2t1.1",1>,[2,1]>]
x^2+1245 -2^2*3*5*83 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[7169],[-7169]] 2 [1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[1246,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1245,0,1]>,[[0,-1],[0,1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1245,0,1]>,[[0,-1],[0,1]]>,<83,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1245,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,5,83],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*5*83,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,83],[3,3,3,3],1,[1.000000000,1.424574544,1.036934181],<"1.2e2_3_5_83.2t1.1",1>,[2,1]>]
x^2+11218 -2^3*71*79 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[-84954],[84954]] 2 [1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[11218,0,1]>,[[0,1],[0,262143]]>,<71,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[11218,0,1]>,[[0,-1],[0,1]]>,<79,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[11218,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,71,79],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*71*79,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,71,79],[3,3,3],1,[1.000000000,0.7118744347,0.8552195461],<"1.2e3_71_79.2t1.1",1>,[2,1]>]
x^3-x^2-6*x+206 -2^3*71*79 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[660127],[-2718181],[2058055]] 2 [1,2,2,2,2,3,3,3,1,3,3,3,3,2,2,2,1,2,2,1,3,1,3,1,2,2,1,2,1,1,2,1,3,1,2,2,3,2,2,2,3,3,3,1,2,3,3,2,3,1,2,3,2,2,2,2,1,3,2,2,2,3,3,3,3,1,3,2,2,2,3,3,2,3,2,1,3,3,1,2,2,3,2,2,3,3,3,2,2,3,2,1,3,3,3,3,1,2,2,1,3,2,2,3,1,2,2,3,3,3,2,3,3,3,2,3,3,1,3,2,2,3,2,2,3,2,2,2,3,1,2,3,3,3,2,1,1,3,1,2,3,2,2,3,3,2,1,3,1,3,2,2,1,1,2,3,3,2,1,2,2,3,3,3,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[119522,140456,1]>,[[140457,0],[0,1],[-140456,262143]]>,<5,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,4,1]>,[[8672740946184,0],[-9372132862064,2250490387545],[699391915881,-2250490387545]]>,<71,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-2063880528956424565539321428540044142,-4451555398126306311627882648463704097,1]>,[[-4451555398126306311627882648463704126,0],[4451555398126306311627882648463704112,-1],[15,1]]>,<79,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[28918028800477434457393396298079335036,8468279674242283113479109712858909860,1]>,[[8468279674242283113479109712858909797,0],[-8468279674242283113479109712858909828,-1],[32,1]]>*] [x,x^2+11218,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,71,79],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*71*79,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,71,79],[4,2,4,4],1,[1.000000000,0.7118744347,0.8552195461],<"notfaithful",0>,[3,2]>,<2,2^3*71*79,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,71,79],[4,2,4,4],1,[1.000000000,2.090039224,1.338549254],<"2.2e3_71_79.3t2.1",1>,[3,2]>]
x^4-2*x^3-7*x^2+8*x-12 -2^4*3*7^2*53 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 199 x-1 5 [[33695522634],[-49633883426],[49633883427],[-33695522633]] 4 [1,1,3,3,5,3,5,4,3,4,4,2,3,3,4,4,4,5,5,3,5,5,2,5,3,3,4,5,4,4,5,4,2,4,4,5,5,3,2,3,3,5,3,4,4,1,3,1,4,3,2,3,3,2,3,3,5,2,4,4,4,5,1,4,5,4,3,4,5,5,3,3,1,4,5,1,2,5,2,3,1,4,5,3,1,3,4,4,5,5,4,1,3,3,5,2,3,5,1,2,3,1,1,1,5,3,4,5,5,5,2,4,1,1,5,1,2,4,4,3,3,2,3,5,4,1,4,2,1,3,5,5,3,2,3,5,3,4,3,2,2,1,3,3,5,4,5,5,2,5,2,3,5,2,3,5,5,5,3,5,5,4,3,4,1,4,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+8,2>,<x^2-18*x+240,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[2],[[[2,1,4,3]]],20,<[],[147474,374570,1]>,[[37294,131070],[2,-131070],[-1,-2],[-37293,2]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-976490778,3,1]>,[[1252282200,1162261467],[-90020732,0],[-1,-1],[2,1]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[4096739804785761,1669734256974098],[-24228991162438377,-34673752486683457],[1,0]]>,[[[24228991162438377,34673752486683458],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[-24228991162438376,-34673752486683458],[1,0]]]>,<53,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,49,1]>,[[-2670001541508697494932012730653651,0],[53,0],[1,0]]>,[[[-10493043926594028479239867495859550,-3549269883825083296784468978328594],[0,0]],[[10493043926594028479239867495859551,3549269883825083296784468978328594],[0,0]],[[-26,0],[-1,0]],[[27,0],[1,0]]]>*] [x,x^2-7,x^2-x+40,x^2+1113,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,53],[6,1,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,3*53,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,53],[1,6,1,6],1,[1.000000000,2.491445036,1.405777042],<"notfaithful",0>,[4,3]>,<1,2^2*3*7*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,53],[6,6,6,6],1,[1.000000000,0.7533421679,0.9599097066],<"notfaithful",0>,[4,3]>,<2,2^2*3*7*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,7,53],[6,6,7,7],1,[1.000000000,2.454661903,1.469029169],<"2.2e2_3_7_53.4t3.5",1>,[4,3]>]
x^4+5*x^2-28*x+8 -2^4*3*7^2*53 2 1 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 83 x-1 5 [[471496785],[831212073],[-1122827847],[-179881011]] 4 [1,4,3,1,5,3,5,4,3,4,4,2,3,3,4,4,4,5,5,3,5,5,1,5,3,3,4,5,4,4,5,4,2,4,4,5,5,3,1,3,3,5,3,4,4,2,3,2,4,3,2,3,3,1,3,3,5,1,4,4,4,5,2,4,5,4,3,4,5,5,3,3,2,4,5,2,2,5,2,3,2,4,5,3,2,3,4,4,5,5,4,2,3,3,5,1,3,5,2,2,3,1,2,1,5,3,4,5,5,5,1,4,1,2,5,1,1,4,4,3,3,2,3,5,4,1,4,1,2,3,5,5,3,2,3,5,3,4,3,2,1,1,3,3,5,4,5,5,1,5,2,3,5,1,3,5,5,5,3,5,5,4,3,4,1,4,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+100,2>,<x^2+14*x+1480,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[2],[[[2,1,4,3]]],20,<[],[48842,278090,1]>,[[-31892,131070],[0,-131070],[114449,-179589],[-82557,179589]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-1533802839,0],[488245392,0],[1,0]]>,[[[-1589290239,1653371468],[0,0]],[[-1409248774,-1653371468],[0,0]],[[-488245390,0],[-1,0]],[[2,0],[1,0]]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-7126728925680,-2079187244711],[1190020053164,2079187244711],[-6002820102622,-4485587269440],[-7133957352987,4485587269440]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-10907792497096782,19745813950950556,1]>,[[-19745813950950550,-1],[6,1],[-23322345099303669,-3958657983110134],[-36724107247357788,3958657983110134]]>,<53,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,49,1]>,[[2062196374382431258662158254615195,0],[-13957812874669753710929918129311004,0],[1,0]]>,[[[582326328379951353478732094260207,-2188164155754350270393469666107636],[0,0]],[[-14540139203049705064408650223571233,2188164155754350270393469666107636],[0,0]],[[13957812874669753710929918129311015,0],[-1,0]],[[11,0],[1,0]]]>*] [x,x^2-7,x^2-x+40,x^2+1113,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,53],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,53],[6,1,3,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,3*53,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,53],[1,6,1,1,6],1,[1.000000000,2.491445036,1.405777042],<"notfaithful",0>,[4,3]>,<1,2^2*3*7*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,53],[6,6,3,6,6],1,[1.000000000,0.7533421679,0.9599097066],<"notfaithful",0>,[4,3]>,<2,2^2*3*7*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,5,7,53],[6,7,3,6,7],1,[1.000000000,1.674275762,1.224824819],<"2.2e2_3_7_53.4t3.6",1>,[4,3]>]
