x^2+1253 -2^2*7*179 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[58],[-58]] 2 [1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[1254,2,1]>,[[1,1],[-1,-1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1253,0,1]>,[[0,-1],[0,1]]>,<179,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1253,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,7,179],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*7*179,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,7,179],[3,3,3],1,[1.000000000,1.420019538,1.087589570],<"1.2e2_7_179.2t1.1",1>,[2,1]>]
x^7-2*x^6-10*x^5+14*x^4+32*x^3-20*x^2-30*x+2 2^6*71^2*173^2 7 0 168 "PSL(2,7)" [[5,6,3,2,1,7,4],[1,5,6,4,2,3,7]] [<1,1,[1,2,3,4,5,6,7]>,<2,21,[1,7,3,6,5,4,2]>,<3,56,[6,3,7,1,5,4,2]>,<4,42,[5,6,3,2,1,7,4]>,<7,24,[2,3,6,5,1,7,4]>,<7,24,[6,7,4,2,3,5,1]>] [[1,1,1,1,1,1,1],[1,1,1,2,2],[1,2,4],[1,3,3],[7]] 17 x^3+x+14 7 [[-105474504,-201199837,-35580668],[21623116,3475282,-92421636],[-38176226,19395548,65366749],[127984925,-202357218,-138048259],[100104579,198881936,-179868778],[-4450442,0,0],[-101611446,181804289,-29786081]] 1 [3,6,6,3,4,2,3,5,4,3,5,3,6,4,3,4,3,6,3,2,4,5,6,3,3,3,3,3,3,6,3,2,5,6,4,2,4,4,2,1,6,5,3,5,3,6,6,3,2,5,4,4,5,3,5,4,5,3,5,3,4,2,5,3,3,3,4,5,3,6,4,3,2,6,5,3,6,3,4,6,5,3,5,6,4,3,6,6,4,6,3,3,3,3,4,3,4,3,2,4,3,3,3,5,2,4,4,2,5,3,3,5,4,5,5,5,4,6,5,6,4,2,6,4,3,5,2,2,5,4,6,5,2,5,3,3,6,3,6,3,3,3,3,4,4,4,6,4,6,6,5,2,3,6,5,2,5,3,4,2,4,3,5,3,3,6,6,3] [[*[1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2,2],"CYC",0,2*],[*[1,2,4],"CYC",0,4*],[*[1,3,3],"CYC",0,3*],[*[7],"ALT",[2,3,4,5,6,7,1],[<x-1080904,5>,<x+1080904,6>]*]] [*<2,21,7,[[2,3,4,5,6,7,1],[1,3,5,7,2,4,6]],[[1,2,3,4,5,6,7],[5,2,6,3,7,4,1],[7,2,4,6,1,3,5],[2,3,4,5,6,7,1],[4,5,6,7,1,2,3]],[1,3,5,7,2,4,6],[1,3,3,6,5],[1],[[[2,3,4,5,6,7,1]]],20,<<[],[1,1,0,1]>,[[2,0,0],[-30,0,0],[-20,0,0],[32,0,0],[14,0,0],[-10,0,0],[-2,0,0],[1,0,0]]>,[[[0,0,0],[1,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0]],[[394854,-100286,-386036],[289298,468853,106610],[293878,233921,86761],[184806,270644,6100],[324440,26617,279736],[264683,457636,215003],[160807,158672,467243]],[[-254158,191052,-310978],[144736,384490,414055],[99712,55571,319800],[105454,22364,149216],[145382,233076,273293],[30759,487845,388405],[76875,340325,79201]],[[-346800,494962,458116],[397935,139975,137808],[393450,311041,419943],[63654,111402,366590],[160860,212241,186070],[259623,279566,309312],[504359,373860,268362]],[[-281214,-90766,-351562],[220640,195233,3623],[314522,234796,117727],[251958,231280,368972],[468314,264595,495547],[68601,103095,445168],[358829,25291,502132]],[[-415172,157434,-168730],[360829,247349,82149],[380330,9034,138119],[350422,482748,10310],[236650,327769,37611],[468611,216458,98506],[331491,91862,271204]],[[-146084,396180,-289386],[159425,136964,304331],[90972,204213,490514],[92282,454426,147388],[237218,508566,300607],[480587,28264,116470],[140503,58566,509010]]]>,<11,4,1,[[4,5,3,2,1,7,6]],[[1,2,3,4,5,6,7],[2,1,3,5,4,6,7],[4,5,3,2,1,7,6],[5,4,3,1,2,7,6]],[4,5,3,2,1,7,6],[1,2,4,4],[1],[[]],20,<[],[2,10,8,0,1]>,[[-330159674138213324927,-252286072218425967904,327135947916821954396,-222090770666730433556],[-297078755568122537098,-89704032317392864482,-132510205110422514717,162014632410324056855],[-91657903890084985770,0,0,0],[256418379690880596397,136171231889068044609,-73614698304665888293,69853314495275605388],[-194020688137196306937,205818872646750787777,-121011044501733551386,-9777176238869228687],[28067637549532386403,-4487798401193362409,-22788789397239795127,-27870203451050228301],[16840100009058709024,4487798401193362409,22788789397239795127,27870203451050228301]]>,<71,4,2,[[1,2,3,5,4,7,6],[1,2,3,6,7,4,5]],[[1,2,3,4,5,6,7],[1,2,3,5,4,7,6],[1,2,3,6,7,4,5],[1,2,3,7,6,5,4]],[1,2,3,6,7,4,5],[1,2,2,2],[1],[[[1,2,3,5,4,7,6]]],20,<<[],[7,69,1]>,[[-4505554713978814524030848184085308262,4874303173309776466344716252634730580],[3724584844227620038790765542024501224,-5117132750419109620669739916996042380],[1,0]]>,[[[-2940878246741358476914148500155583810,0],[0,0]],[[3028777660125369612871226573811259174,0],[0,0]],[[158670456681477657299024518591374632,0],[0,0]],[[-3724584844227620038790765542024501222,5117132750419109620669739916996042416],[-1,0]],[[2,36],[1,0]],[[-2726717008323387828559086355416878079,-3167909705691190308468760958531334094],[54540757518863866347061938926526531,-41216244126278213618765063967835353]],[[-4391878593905901958569117834938873096,-1949223044727919312200978958464708358],[-54540757518863866347061938926526531,41216244126278213618765063967835353]]]>,<173,2,2,[[1,2,3,5,4,7,6]],[[1,2,3,4,5,6,7],[1,2,3,5,4,7,6]],[1,2,3,4,5,6,7],[1,2],[1],[[[1,2,3,5,4,7,6]]],20,<[],[264217309272766816772524644028752090374877499,107744386208832511549434544521878061595623528,1]>,[[59908222559832903510787861649411760420533403,0],[59474208870982612060873651615694411186039972,0],[105316085333488853421359798451315403849504107,0],[-107744386208832511549434544521878061595623434,-1],[94,1],[-125476697982452432052847910876501694019331007,-1115660831376906759393506151164021357631262],[8522567426980574609261143681958180158876867,1115660831376906759393506151164021357631262]]>*] [x,0,0,0,0,0] [1,2,3,4,5,6] <[1],[2,3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,71,173],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[7,5]>,<3,2^3*71^2*173^2,7,[[3,0,0,0,0,0],[-1,0,0,0,0,0],[0,0,0,0,0,0],[1,0,0,0,0,0],[0,1,1,0,1,0],[-1,-1,-1,0,-1,0]],[[[1,0,0,0,0,0],[-3,0,0,0,0,0],[3,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,-1,-1,0,-1,0],[-1,-1,-1,0,-1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,1,1,0,1,0],[0,1,1,0,1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,11,71,173],[7,4,8,9],0,[0,0,0],<"3.2e3_71e2_173e2.42t37.1",1>,[7,5]>,<3,2^3*71^2*173^2,7,[[3,0,0,0,0,0],[-1,0,0,0,0,0],[0,0,0,0,0,0],[1,0,0,0,0,0],[-1,-1,-1,0,-1,0],[0,1,1,0,1,0]],[[[1,0,0,0,0,0],[-3,0,0,0,0,0],[3,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,1,1,0,1,0],[0,1,1,0,1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,-1,-1,0,-1,0],[-1,-1,-1,0,-1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,11,71,173],[7,4,8,9],0,[0,0,0],<"3.2e3_71e2_173e2.42t37.1",2>,[7,5]>,<6,2^6*71^2*173^2,1,[[6],[2],[0],[0],[-1],[-1]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1],[1],[1]],[[1]],[[1],[-2],[0],[2],[-1]],[[1],[-4],[6],[-4],[1]]],[2,11,71,173],[7,4,8,9],1,[0,0,0],<"6.2e6_71e2_173e2.7t5.1",1>,[7,5]>,<7,2^6*71^4*173^4,1,[[7],[-1],[1],[-1],[0],[0]],[[[1],[-7],[21],[-35],[35],[-21],[7],[-1]],[[1],[1],[-3],[-3],[3],[3],[-1],[-1]],[[1],[-1],[0],[-2],[2],[0],[1],[-1]],[[1],[1],[1],[1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[0],[0],[-1]],[[1],[-1]],[[1],[1],[-1],[-1]],[[1],[-3],[3],[-1]]],[2,11,71,173],[7,4,8,9],1,[0,0,0],<"7.2e6_71e4_173e4.8t37.1",1>,[7,5]>,<8,2^6*71^4*173^4,1,[[8],[0],[-1],[0],[1],[1]],[[[1],[-8],[28],[-56],[70],[-56],[28],[-8],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[0],[0],[-1],[1]],[[1],[-1],[0],[0],[0],[0],[0],[-1],[1]],[[1],[1],[1]],[[1],[0],[-2],[0],[1]],[[1],[-4],[6],[-4],[1]]],[2,11,71,173],[7,4,8,9],1,[0,0,0],<"8.2e6_71e4_173e4.21t14.1",1>,[7,5]>]
x^7-2*x^6-12*x^5+6*x^4+24*x^3-8*x^2-12*x+4 2^6*71^2*173^2 7 0 168 "PSL(2,7)" [[7,2,6,4,5,3,1],[2,4,3,6,7,1,5]] [<1,1,[1,2,3,4,5,6,7]>,<2,21,[7,2,6,4,5,3,1]>,<3,56,[4,6,1,3,2,5,7]>,<4,42,[2,4,3,6,7,1,5]>,<7,24,[2,4,6,3,1,7,5]>,<7,24,[3,6,5,7,4,1,2]>] [[1,1,1,1,1,1,1],[1,1,1,2,2],[1,2,4],[1,3,3],[7]] 17 x^3+x+14 7 [[194808184,5009253,37564579],[39778277,-150448359,-197410308],[87816013,15143266,-125353704],[-202773493,0,0],[59548859,175196301,39844928],[-23777516,135305093,-87574661],[-155400322,-180205554,-77409507]] 1 [3,6,6,3,4,2,3,5,4,3,5,3,6,4,3,4,3,6,3,2,4,5,6,3,3,3,3,3,3,6,3,2,5,6,4,2,4,4,2,1,6,5,3,5,3,6,6,3,2,5,4,4,5,3,5,4,5,3,5,3,4,2,5,3,3,3,4,5,3,6,4,3,2,6,5,3,6,3,4,6,5,3,5,6,4,3,6,6,4,6,3,3,3,3,4,3,4,3,2,4,3,3,3,5,2,4,4,2,5,3,3,5,4,5,5,5,4,6,5,6,4,2,6,4,3,5,2,2,5,4,6,5,2,5,3,3,6,3,6,3,3,3,3,4,4,4,6,4,6,6,5,2,3,6,5,2,5,3,4,2,4,3,5,3,3,6,6,3] [[*[1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2,2],"CYC",0,2*],[*[1,2,4],"CYC",0,4*],[*[1,3,3],"CYC",0,3*],[*[7],"ALT",[2,3,4,5,6,7,1],[<x+786112,6>,<x-786112,5>]*]] [*<2,21,7,[[3,4,5,6,7,1,2],[1,3,5,7,2,4,6]],[[1,2,3,4,5,6,7],[2,6,3,7,4,1,5],[6,1,3,5,7,2,4],[3,4,5,6,7,1,2],[7,1,2,3,4,5,6]],[1,3,5,7,2,4,6],[1,3,3,6,5],[1],[[[3,4,5,6,7,1,2]]],20,<<[],[1,1,0,1]>,[[8190,0,0],[332,0,0],[29996,0,0],[7648,0,0],[123234,0,0],[2800,0,0],[524112,0,0],[1,0,0]]>,[[[-56692,0,0],[-16238,0,0],[111463,0,0],[158701,0,0],[8270,0,0],[95026,0,0],[59781,0,0]],[[-137864,-79694,-27186],[139828,-128402,29014],[100346,227383,249460],[258639,28375,183835],[73142,154954,261238],[259500,149148,225962],[110305,123095,89574]],[[-54532,-84310,-164332],[-99040,212850,195000],[41500,105440,30119],[124357,57033,244556],[184554,207010,166212],[182636,104198,110666],[176027,205262,57085]],[[50790,-169462,130372],[249358,-81370,22358],[162917,251337,70094],[186428,192225,169900],[256692,232422,237648],[235850,79690,171360],[130382,66318,170275]],[[-166824,164004,191518],[-203620,-84448,-224014],[184560,191465,244709],[25251,176736,95897],[225686,162324,96838],[146584,8798,187660],[127579,195931,115485]],[[-187646,214786,-227282],[-29978,180168,127642],[111955,161145,255795],[35510,116735,74595],[182496,221346,126354],[89054,116382,213310],[81280,30237,96622]],[[28482,-45324,96910],[-40310,-98798,-150000],[73691,111806,198399],[259690,215328,17649],[117736,70520,160286],[39926,66072,139618],[101078,165589,257391]]]>,<71,4,2,[[1,2,3,5,4,7,6],[1,3,2,5,4,6,7]],[[1,2,3,4,5,6,7],[1,3,2,5,4,6,7],[1,2,3,5,4,7,6],[1,3,2,4,5,7,6]],[1,3,2,5,4,6,7],[1,2,2,2],[1],[[[1,2,3,5,4,7,6]]],20,<<[],[7,69,1]>,[[3227172738598523620285890647216266217,0],[870846343102727212818284782226567762,0],[1,0]]>,[[[4956160733605533996902264421593882425,0],[0,0]],[[235068619717442236037260416815144492,-4194382778678695484863719261311071166],[0,0]],[[3538994785979062809736476663682590119,4194382778678695484863719261311071166],[0,0]],[[682025609190994470631070795855211556,2744432011786021135165052169475940773],[-50910020492435349377508637673662173,56925752735791497911878176410274839]],[[2055207171001114732174079624412941437,-2744432011786021135165052169475940773],[50910020492435349377508637673662173,-56925752735791497911878176410274839]],[[-870846343102727212818284782226567694,0],[-1,0]],[[68,0],[1,0]]]>,<173,2,2,[[1,2,3,5,4,7,6]],[[1,2,3,4,5,6,7],[1,2,3,5,4,7,6]],[1,2,3,4,5,6,7],[1,2],[1],[[[1,2,3,5,4,7,6]]],20,<[],[-241766262329993615217486013062854005607579234,-231743454916319409353829431926684408792545212,1]>,[[215599877625741772389263150474434838087759552,0],[196672777972754320557143503612309816288915005,0],[-92275557684824691962966159906592467055862070,0],[231743454916319409353829431926684408792545310,-1],[98,1],[-186328343720005989563733435164752781743989607,-15763714122742271656463924568411907385073],[211250758472134405078924824691557522431212915,15763714122742271656463924568411907385073]]>*] [x,0,0,0,0,0] [1,2,3,4,5,6] <[1],[2,3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,71,173],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[7,5]>,<3,2^3*71^2*173^2,7,[[3,0,0,0,0,0],[-1,0,0,0,0,0],[0,0,0,0,0,0],[1,0,0,0,0,0],[0,1,1,0,1,0],[-1,-1,-1,0,-1,0]],[[[1,0,0,0,0,0],[-3,0,0,0,0,0],[3,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,-1,-1,0,-1,0],[-1,-1,-1,0,-1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,1,1,0,1,0],[0,1,1,0,1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,71,173],[7,8,9],0,[0,0,0],<"3.2e3_71e2_173e2.42t37.2",1>,[7,5]>,<3,2^3*71^2*173^2,7,[[3,0,0,0,0,0],[-1,0,0,0,0,0],[0,0,0,0,0,0],[1,0,0,0,0,0],[-1,-1,-1,0,-1,0],[0,1,1,0,1,0]],[[[1,0,0,0,0,0],[-3,0,0,0,0,0],[3,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,0,0,0,0,0],[0,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0],[1,0,0,0,0,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,1,1,0,1,0],[0,1,1,0,1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0],[0,-1,-1,0,-1,0],[-1,-1,-1,0,-1,0],[-1,0,0,0,0,0]],[[1,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0]],[[1,0,0,0,0,0],[-1,0,0,0,0,0]]],[2,71,173],[7,8,9],0,[0,0,0],<"3.2e3_71e2_173e2.42t37.2",2>,[7,5]>,<6,2^6*71^2*173^2,1,[[6],[2],[0],[0],[-1],[-1]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1],[1],[1]],[[1]],[[1],[-2],[0],[2],[-1]],[[1],[-4],[6],[-4],[1]]],[2,71,173],[7,8,9],1,[0,0,0],<"6.2e6_71e2_173e2.7t5.2",1>,[7,5]>,<7,2^6*71^4*173^4,1,[[7],[-1],[1],[-1],[0],[0]],[[[1],[-7],[21],[-35],[35],[-21],[7],[-1]],[[1],[1],[-3],[-3],[3],[3],[-1],[-1]],[[1],[-1],[0],[-2],[2],[0],[1],[-1]],[[1],[1],[1],[1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[0],[0],[-1]],[[1],[-1]],[[1],[1],[-1],[-1]],[[1],[-3],[3],[-1]]],[2,71,173],[7,8,9],1,[0,0,0],<"7.2e6_71e4_173e4.8t37.2",1>,[7,5]>,<8,2^6*71^4*173^4,1,[[8],[0],[-1],[0],[1],[1]],[[[1],[-8],[28],[-56],[70],[-56],[28],[-8],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[0],[0],[-1],[1]],[[1],[-1],[0],[0],[0],[0],[0],[-1],[1]],[[1],[1],[1]],[[1],[0],[-2],[0],[1]],[[1],[-4],[6],[-4],[1]]],[2,71,173],[7,8,9],1,[0,0,0],<"8.2e6_71e4_173e4.21t14.2",1>,[7,5]>]
x^4-2*x^3+8*x^2-7*x+45 7*11*131^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 13 x-1 6 [[2318034],[1526426],[-1526425],[-2318033]] 3 [5,4,4,1,4,1,3,3,3,5,5,3,1,4,5,2,4,2,3,3,3,5,3,4,5,2,5,4,4,1,5,3,3,3,5,4,5,3,2,3,1,5,2,4,5,5,4,5,3,5,4,4,3,5,5,4,4,1,4,5,2,3,1,4,5,1,3,4,5,3,4,5,4,5,2,4,3,4,3,2,5,1,4,5,2,3,3,4,3,3,4,3,1,5,3,3,5,5,3,5,5,4,1,4,5,4,4,3,1,2,3,4,3,5,2,2,5,4,2,4,5,5,3,2,4,4,3,4,5,3,4,5,3,2,3,2,5,1,4,5,2,4,3,4,4,4,3,3,5,2,4,5,3,1,1,2,5,4,2,3,3,4,5,5,1,5,2,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-7,2>,<x^2+12*x-657,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-54602973,0],[54602974,0],[-169964881,411165852],[169964882,-411165852]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[470329033656811,7,1]>,[[-27543312796605537,0],[27543312796605538,0],[-3,-1],[4,1]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[324990902429455838862,0],[11,0],[1,0]]>,[[[305333843880809498269,87238241108802713791],[0,0]],[[-305333843880809498268,-87238241108802713791],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<131,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,127,1]>,[[464145297470782013684601118491361926813502,-206641556510238396902626862229867750849136],[774746158908644385574780187546218174877445,-284330963638584227833329681699747354116337],[1,0]]>,[[[-774746158908644385574780187546218174877342,284330963638584227833329681699747354116384],[-1,0]],[[103,47],[1,0]],[[-102,-47],[-1,0]],[[774746158908644385574780187546218174877343,-284330963638584227833329681699747354116384],[1,0]]]>*] [x,x^2-x+33,x^2-x-19,x^2-x+2522,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,11,131],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,131,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11,131],[1,1,1,6],1,[1.000000000,1.372411123,0.9607539228],<"notfaithful",0>,[4,3]>,<1,7*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,11,131],[4,6,6,1],1,[1.000000000,0.4979265317,0.7011402433],<"notfaithful",0>,[4,3]>,<1,7*11*131,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,11,131],[3,6,6,6],1,[1.000000000,1.251206102,1.153492228],<"notfaithful",0>,[4,3]>,<2,7*11*131,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,7,11,131],[3,6,7,7],1,[1.000000000,1.123054524,0.9777115813],<"2.7_11_131.4t3.3",1>,[4,3]>]
