x^2-x-1133 3*1511 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[6471],[-6470]] 1 [2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1131,3,1]>,[[-1,-1],[2,1]]>,<1511,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[569647,1511,1]>,[[-755,-1],[756,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,1511],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*1511,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,1511],[3,3],1,[1.000000000,0.8418157945,0.7994101041],<"1.3_1511.2t1.1",1>,[2,1]>]
x^5-2*x^4-3*x^3+6*x^2-x-2 -2^4*10313 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 277 x-1 5 [[642329405285],[-693995699878],[-692236687536],[-509889002101],[-377001040925]] 2 [3,6,5,5,6,6,5,3,5,5,3,3,5,7,4,5,6,6,5,7,5,3,5,4,6,7,5,7,2,6,7,6,3,6,2,7,4,3,7,4,5,4,6,6,7,3,2,5,6,2,7,2,6,7,5,4,5,4,1,7,4,6,5,7,4,4,6,5,7,3,3,4,5,5,5,3,5,4,4,5,2,5,5,6,6,6,3,7,6,4,2,6,6,4,6,2,4,7,5,6,2,5,7,3,3,7,6,4,7,3,7,4,4,4,6,4,2,4,6,5,2,5,5,6,7,5,6,3,7,6,5,5,6,7,3,5,6,4,7,6,6,5,5,7,5,5,3,6,5,6,5,7,2,5,7,7,3,4,6,6,4,5,3,4,4,2,5,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,4,[[1,3,2,4,5],[1,5,4,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,3,2,4,5],[1,5,4,3,2],[1,4,5,3,2]],[1,5,4,3,2],[1,3,2,3,5],[2],[[[1,3,2,5,4],[1,3,2,4,5]]],20,<<[],[1,1,1]>,[[-269606,66824],[412080,-385728],[-16008,-203220],[-187230,311164],[1,0]]>,[[[-514642,524288],[524288,0],[0,0],[0,0]],[[-37486,138505],[-242726,151690],[121653,46318],[-175169,2845]],[[-221266,-122077],[242726,-151690],[-121653,-46318],[175169,-2845]],[[-236481,-187763],[147620,-197154],[205437,5368],[-153890,-38713]],[[-38699,171335],[-147620,197154],[-205437,-5368],[153890,38713]]]>,<10313,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,10312,1]>,[[6023293079881431714685610716351789147330236938835768295651412429719452142105840,0],[12408482216901374214305147096923020067863234457512278713837486885690830186423527,0],[1,0]]>,[[[-54695811785834574712380744339489016381532437455506719294077828687374547948037841,0],[0,0]],[[39581828630284887975436891316193868511532011589872107890303229715110120156597225,-50580143836930849281532682387499633679505704153285481066287997351042137204590799],[0,0]],[[27522465372451060951249000120218167937863660323146890117612085857955257977860897,50580143836930849281532682387499633679505704153285481066287997351042137204590799],[0,0]],[[-12408482216901374214305147096923020067863234457512278713837486885690830186421903,0],[-1,0]],[[1624,0],[1,0]]]>*] [x,x^2+10313,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,10313],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^2*10313,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,10313],[8,8],1,[1.000000000,1.237420638,1.072059863],<"notfaithful",0>,[5,5]>,<4,2^8*10313^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[1]]],[2,10313],[8,9],1,[0,0,0],<"4.2e8_10313e3.10t12.1",1>,[5,5]>,<4,2^4*10313,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,10313],[8,9],1,[1.000000000,0.7133449319,0.9339027382],<"4.2e4_10313.5t5.1",1>,[5,5]>,<5,2^6*10313^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,10313],[8,9],1,[0,0,0],<"5.2e6_10313e2.10t13.1",1>,[5,5]>,<5,2^8*10313^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,10313],[8,9],1,[0,0,0],<"5.2e8_10313e3.6t14.1",1>,[5,5]>,<6,2^10*10313^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[1],[-1],[-1]]],[2,10313],[8,9],1,[0,0,0],<"6.2e10_10313e3.20t35.1",1>,[5,5]>]
x^8-584*x^6+115340*x^4-8782192*x^2+224851826 2^31*73^5 8 0 32 "C4wrC2" [[8,7,6,5,4,3,2,1],[4,3,2,1,8,7,6,5],[7,1,5,3,6,4,8,2],[1,2,4,6,3,5,7,8],[1,2,6,5,4,3,7,8]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[1,2,6,5,4,3,7,8]>,<2,4,[4,3,2,1,8,7,6,5]>,<4,1,[7,1,4,6,3,5,8,2]>,<4,1,[2,8,5,3,6,4,1,7]>,<4,2,[7,1,5,3,6,4,8,2]>,<4,2,[1,2,4,6,3,5,7,8]>,<4,2,[1,2,5,3,6,4,7,8]>,<4,2,[8,7,5,3,6,4,2,1]>,<4,2,[8,7,4,6,3,5,2,1]>,<4,4,[5,6,2,1,8,7,3,4]>,<8,4,[6,4,2,1,8,7,5,3]>,<8,4,[5,6,1,7,2,8,3,4]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[1,1,1,1,4],[2,2,2,2],[2,2,4],[4,4],[8]] 223 x-1 21 [[2068755542000251217210620139462807716449562141015],[-6954737767649968897337084829971654937151004698442],[-4409228474560897205810437385615970452727563378552],[-5579349805995390940728082993804537191599021277307],[5579349805995390940728082993804537191599021277307],[4409228474560897205810437385615970452727563378552],[6954737767649968897337084829971654937151004698442],[-2068755542000251217210620139462807716449562141015]] 1 [1,14,12,10,4,12,11,14,2,12,8,14,6,4,10,12,12,14,14,3,8,6,4,3,5,12,11,12,13,11,3,12,3,12,13,10,12,4,11,14,4,13,11,8,4,8,13,1,13,12,10,11,8,14,3,9,14,10,4,9,14,14,12,7,11,14,12,11,14,13,5,7,7,14,12,7,13,13,7,9,14,12,9,9,5,12,10,7,14,3,12,7,7,12,14,5,13,8,13,12,13,14,12,9,4,11,13,7,11,8,5,4,8,13,9,2,4,10,13,13,14,2,12,4,4,12,4,8,7,14,13,9,10,13,11,9,4,13,14,2,14,14,10,13,12,3,13,7,12,10,13,11,4,9,4,3,9,9,7,13,13,3,6,4,9,8,10,13] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,3*],[*[1,1,1,1,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^2-310688*x+24125619328,8>,<x^2-156512*x+6080346368,9>]*],[*[2,2,2,2],"RES",<[1],x^2-3*x+1>,[<x-3504,2>,<x^4-12278016*x^2+516266016768,4>]*],[*[2,2,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^2+310688*x+24125619328,10>,<x^2+156512*x+6080346368,11>]*],[*[4,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-77088,5>,<x+77088,6>,<x^2-17052800,7>,<x^4-6025095296*x^2+124321141526990848,12>]*],[*[8],"RES",<[1],x^7+2*x^6+3*x^5+4*x^4+5*x^3+6*x^2+7*x+8>,[<x^4-128603697234065068800*x^2+4134655964076539289527378021709578240000,13>,<x^4-14092117885401547776*x^2+26233788099878368984409501797833506816,14>]*]] [*<2,16,16,[[8,7,5,6,1,2,3,4],[1,2,3,4,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[2,1,4,3,5,6,7,8],[4,3,1,2,8,7,5,6],[3,4,2,1,7,8,6,5],[4,3,1,2,7,8,6,5],[8,7,5,6,1,2,3,4],[6,5,8,7,4,3,1,2],[7,8,6,5,1,2,3,4],[6,5,8,7,3,4,2,1]],[1,2,3,4,5,6,7,8],[1,2,3,6,5,7,14,13,13,14],[2,4,8,16],[[[8,7,5,6,1,2,3,4],[1,2,3,4,6,5,8,7]],[[8,7,5,6,1,2,3,4]],[[4,3,1,2,8,7,5,6]],[[2,1,4,3,6,5,8,7]]],20,<[],[-314370,290160,106664,-221136,289788,362992,-290184,106896,-210430,152016,-271624,-401808,-108316,265264,-355464,16,1]>,[[52362,-32264,62133,57495,18084,29956,58848,26040,1329,39625,15668,13280,34931,4785,14493,53395],[-52362,32264,3403,8041,47452,35580,6688,39496,64207,25911,49868,52256,30605,60751,51043,12141],[6210,-14856,56257,17131,38980,27624,29666,20470,27169,35731,41759,59361,16071,23729,33987,15373],[-6210,14856,9279,48405,26556,37912,35870,45066,38367,29805,23777,6175,49465,41807,31549,50163],[-30048,1342,65029,30391,20170,45348,29633,6119,46386,3354,21276,11380,9286,59404,56147,60541],[30048,-1342,507,35145,45366,20188,35903,59417,19150,62182,44260,54156,56250,6132,9389,4995],[-63690,47900,21441,44779,63782,33300,29795,52165,55718,56980,10369,55371,51778,65410,50252,60148],[63690,-47900,44095,20757,1754,32236,35741,13371,9818,8556,55167,10165,13758,126,15284,5388]]>,<7,4,1,[[2,3,4,1,7,8,5,6]],[[1,2,3,4,5,6,7,8],[3,4,1,2,5,6,7,8],[2,3,4,1,7,8,5,6],[4,1,2,3,7,8,5,6]],[2,3,4,1,7,8,5,6],[1,3,10,11],[1],[[]],20,<[],[3,4,5,0,1]>,[[5518839617314014,-29147346317603302,6621899850014313,36217496479565411],[-9781735842570476,-33621916316964854,-35482457411876675,-13587997253098930],[-5518839617314014,29147346317603302,-6621899850014313,-36217496479565411],[9781735842570476,33621916316964854,35482457411876675,13587997253098930],[3740381101087491,3045915209170326,1014210063973213,-1498197217177371],[2145674457367938,4270104449082006,4562024850373279,-4986278420417277],[-3740381101087491,-3045915209170326,-1014210063973213,1498197217177371],[-2145674457367938,-4270104449082006,-4562024850373279,4986278420417277]]>,<11,2,1,[[3,4,1,2,8,7,6,5]],[[1,2,3,4,5,6,7,8],[3,4,1,2,8,7,6,5]],[3,4,1,2,8,7,6,5],[1,4],[1],[[]],20,<[],[2,7,1]>,[[5762786264603620766,12954444052113217259],[7611916229865340731,13458619218248470091],[-23759231651774353756,-12954444052113217259],[-25439327849459403615,-13458619218248470091],[-5762786264603620766,-12954444052113217259],[-7611916229865340731,-13458619218248470091],[25439327849459403615,13458619218248470091],[23759231651774353756,12954444052113217259]]>,<17,4,1,[[4,6,2,1,3,5,8,7]],[[1,2,3,4,5,6,7,8],[1,5,6,4,2,3,7,8],[4,6,2,1,3,5,8,7],[4,3,5,1,6,2,8,7]],[4,6,2,1,3,5,8,7],[1,3,11,10],[1],[[]],20,<[],[3,10,7,0,1]>,[[-1360710926116440203250792,-1364161962500697838456464,-988739449225414650333528,1092829900819182647535861],[-1313171343575646701864794,1031634718870539220063368,-798604952724359546227991,1823285361453643903618397],[-1389052812932672831242939,-1879196401073224260204420,905563783218900755409229,1017889088765852278937275],[1360710926116440203250792,1364161962500697838456464,988739449225414650333528,-1092829900819182647535861],[1313171343575646701864794,-1031634718870539220063368,798604952724359546227991,-1823285361453643903618397],[1389052812932672831242939,1879196401073224260204420,-905563783218900755409229,-1017889088765852278937275],[-52854810476405900628390,55599718101477128281721,-2467914788997595856102,25980710262698267962016],[52854810476405900628390,-55599718101477128281721,2467914788997595856102,-25980710262698267962016]]>,<73,16,4,[[2,3,4,1,7,8,5,6],[1,2,3,4,6,7,8,5]],[[1,2,3,4,5,6,7,8],[3,4,1,2,5,6,7,8],[1,2,3,4,7,8,5,6],[3,4,1,2,7,8,5,6],[2,3,4,1,7,8,5,6],[4,1,2,3,7,8,5,6],[1,2,3,4,6,7,8,5],[1,2,3,4,8,5,6,7],[2,3,4,1,8,5,6,7],[4,1,2,3,6,7,8,5],[4,1,2,3,8,5,6,7],[2,3,4,1,6,7,8,5],[3,4,1,2,6,7,8,5],[3,4,1,2,8,5,6,7],[2,3,4,1,5,6,7,8],[4,1,2,3,5,6,7,8]],[1,2,3,4,6,7,8,5],[1,3,3,2,11,10,8,9,7,7,6,5,11,10,8,9],[1],[[[2,3,4,1,7,8,5,6]]],20,<<[],[5,56,16,0,1]>,[[8578640614105812439921120272171130902,0,0,0],[0,0,0,0],[-292,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[0,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[-305229605060246448717759331168002,0,0,0],[0,0,0,0],[-24683011040168868331407070844343,0,0,0]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[305229605060246448717759331168002,0,0,0],[0,0,0,0],[24683011040168868331407070844343,0,0,0]],[[-1439500932148161095133448356206909,-1533529064030426741016509103011634,874483800008299660402020035222225,541842908612557296628610586437986],[0,0,0,0],[-13879197187677713075000165953210,10503623726235799596003487006929,17749177544800051669051044864064,-3711252798716145867319250592041],[0,0,0,0]],[[-1620733789953241892222416007142095,1160521042758997513211642541310250,-595663183912168073158591391992799,1642761485494693799300768910736574],[0,0,0,0],[-12637876243807296656582579302969,-7948774265472585706929058502125,-19658907792033829663869049269745,-11251790996538998625347732265319],[0,0,0,0]],[[1439500932148161095133448356206909,1533529064030426741016509103011634,-874483800008299660402020035222225,-541842908612557296628610586437986],[0,0,0,0],[13879197187677713075000165953210,-10503623726235799596003487006929,-17749177544800051669051044864064,3711252798716145867319250592041],[0,0,0,0]],[[1620733789953241892222416007142095,-1160521042758997513211642541310250,595663183912168073158591391992799,-1642761485494693799300768910736574],[0,0,0,0],[12637876243807296656582579302969,7948774265472585706929058502125,19658907792033829663869049269745,11251790996538998625347732265319],[0,0,0,0]]]>*] [x,x^2-x-18,x^2-146,x^2-2,x^4-292*x^2+3650,x^4-292*x^2+17666,x^4-292*x^2+3650,x^4-292*x^2+17666,x^4-73*x^2+1314,x^4-28*x^2+146,0,0,0,0] [1,2,2,2,4,4,2,2,5,5,11,12,13,14] <[1],[2],[3],[4],[5,7],[6,8],[9],[10],[11,12],[13,14]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,11,17,73,757],[1,1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,17]>,<1,73,1,[[1],[1],[1],[-1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,11,17,73,757],[1,1,4,4,4,4,15,1],1,[1.000000000,1.794636484,1.392509374],<"notfaithful",0>,[8,17]>,<1,2^3*73,1,[[1],[1],[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,11,17,73,757],[15,8,1,8,1,8,15,8],1,[1.000000000,0.9384833997,0.9287066381],<"notfaithful",0>,[8,17]>,<1,2^3,1,[[1],[1],[1],[-1],[1],[1],[1],[1],[1],[1],[1],[-1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,11,17,73,757],[15,4,4,1,4,1,1,4],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[8,17]>,<1,2^4*73,4,[[1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[1,0],[0,1],[0,-1],[0,1],[0,-1],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,5,7,11,17,73,757],[15,9,3,8,1,9,15,8],0,[-0.9773347629+0.2116996960*i,0.6825391998-0.2211242926*i,0.9525444278-0.09198135576*i],<"notfaithful",0>,[8,17]>,<1,2^4*73,4,[[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[0,-1],[0,1],[0,-1],[0,1],[1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,5,7,11,17,73,757],[15,8,1,8,3,9,15,9],0,[-0.5413857477-0.8407743289*i,1.044051122-0.6085385336*i,1.025719583-0.1370234433*i],<"notfaithful",0>,[8,17]>,<1,2^4*73,4,[[1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[1,0],[0,-1],[0,1],[0,-1],[0,1],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,7,11,17,73,757],[15,9,3,8,1,9,15,8],0,[-0.9773347629-0.2116996960*i,0.6825391998+0.2211242926*i,0.9525444278+0.09198135576*i],<"notfaithful",0>,[8,17]>,<1,2^4*73,4,[[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[0,1],[0,-1],[0,1],[0,-1],[1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,7,11,17,73,757],[15,8,1,8,3,9,15,9],0,[-0.5413857477+0.8407743289*i,1.044051122+0.6085385336*i,1.025719583+0.1370234433*i],<"notfaithful",0>,[8,17]>,<2,2^5*73^2,1,[[2],[2],[-2],[0],[2],[2],[-2],[0],[0],[0],[0],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1]]],[2,3,5,7,11,17,73,757],[15,4,4,8,4,8,15,4],1,[1.000000000,1.257643805,1.018438456],<"notfaithful",0>,[8,17]>,<2,2^8*73,1,[[2],[2],[2],[0],[-2],[-2],[-2],[0],[0],[0],[0],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,7,11,17,73,757],[15,13,4,4,4,4,16,13],1,[1.000000000,0.9971604390,0.9925737563],<"notfaithful",0>,[8,17]>,<2,2^10*73,4,[[2,0],[-2,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[-1,1],[-1,-1],[1,-1],[1,1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[1,-1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,1]],[[1,0],[0,0],[0,-1]],[[1,0]],[[1,0],[0,-1]]],[2,3,5,7,11,17,73,757],[15,14,7,10,3,11,16,13],0,[0.5413857477+0.8407743289*i,1.092554600+0.1231048320*i,1.018293137-0.002382593109*i],<"2.2e10_73.8t17.4",1>,[8,17]>,<2,2^10*73,4,[[2,0],[-2,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[-1,-1],[-1,1],[1,1],[1,-1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[1,1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[0,1]],[[1,0]],[[1,0],[0,1]]],[2,3,5,7,11,17,73,757],[15,14,7,10,3,11,16,13],0,[0.5413857477-0.8407743289*i,1.092554600-0.1231048320*i,1.018293137+0.002382593109*i],<"2.2e10_73.8t17.4",2>,[8,17]>,<2,2^10*73^2,4,[[2,0],[-2,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[1,-1],[1,1],[-1,1],[-1,-1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[-1,1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,1]],[[1,0],[0,0],[0,-1]],[[1,0]]],[2,3,5,7,11,17,73,757],[15,14,7,10,3,11,15,13],0,[0,0,0],<"2.2e10_73e2.8t17.4",1>,[8,17]>,<2,2^10*73^2,4,[[2,0],[-2,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[1,1],[1,-1],[-1,-1],[-1,1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[-1,-1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[0,1]],[[1,0]]],[2,3,5,7,11,17,73,757],[15,14,7,10,3,11,15,13],0,[0,0,0],<"2.2e10_73e2.8t17.4",2>,[8,17]>]
