x^2-x-310 17*73 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1290],[-1289]] 1 [1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-238,17,1]>,[[-8,-1],[9,1]]>,<73,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1022,73,1]>,[[-36,-1],[37,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[17,73],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,17*73,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[17,73],[3,3],1,[1.000000000,2.047798253,1.278690144],<"1.17_73.2t1.1",1>,[2,1]>]
x^5-2*x^4+5*x^3+10*x^2+2 2^2*487^2 1 2 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 199 x-1 5 [[5465443522],[120960459997],[-12901582800],[-799089342],[-112725231375]] 2 [2,5,4,3,3,4,3,3,3,2,2,5,2,3,3,4,5,4,3,3,3,4,5,4,5,4,4,3,5,3,5,3,4,2,2,2,4,3,4,2,4,5,5,2,4,1,3,4,2,2,4,3,3,3,5,3,3,2,3,5,3,4,3,5,3,2,2,2,2,5,4,5,4,5,5,2,3,2,5,3,5,4,5,2,4,5,3,5,3,4,3,5,1,2,3,4,3,2,2,3,3,5,3,3,3,5,2,5,5,3,3,5,5,3,3,3,5,2,2,2,2,3,3,2,4,2,3,5,3,2,2,2,3,4,2,4,5,5,5,5,4,4,4,5,2,2,4,4,5,3,3,3,5,3,2,2,5,3,5,2,5,4,2,3,4,5,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-7792,4>,<x+7792,5>]*]] [*<2,6,3,[[2,3,1,4,5],[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4],[2,3,1,4,5]],[1,3,2,5,4],[1,2,3],[1],[[[2,3,1,4,5]]],20,<<[],[1,1,1]>,[[347650,0],[125220,0],[30864,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[-212928,-394992],[437008,349729],[153850,307700]],[[182064,394992],[87279,174559],[370438,216588]],[[-15419,-61704],[0,0],[0,0]],[[46285,61704],[0,0],[0,0]]]>,<487,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[227134277479085442299950609745798358143376846561140976,-160768223095326325077437074279850640932245036548296186,1]>,[[-45169636203221516419490985878548618429537391539086246,0],[160768223095326325077437074279850640932245036548296492,-1],[306,1],[180171162107727857283986072228184584141717543683921873,158540174623807889506656581815322155269942529871144],[267322078617365926609989720844146911797018764627036378,-158540174623807889506656581815322155269942529871144]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,487],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,2^2*487^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,487],[6,7],1,[1.000000000,0.9244704428,0.8112813946],<"3.2e2_487e2.12t33.1",1>,[5,4]>,<3,2^2*487^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,487],[6,7],1,[1.000000000,0.9706555418,0.9270539034],<"3.2e2_487e2.12t33.1",2>,[5,4]>,<4,2^2*487^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,487],[6,7],1,[1.000000000,0.9262445726,0.9382676662],<"4.2e2_487e2.5t4.1",1>,[5,4]>,<5,2^4*487^2,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1]],[[1],[-3],[3],[-1]]],[2,487],[6,7],1,[0,0,0],<"5.2e4_487e2.6t12.1",1>,[5,4]>]
x^5+30*x^3-460*x^2+1050*x-2520 2^8*3^6*5^6*7^2 1 2 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 11 x^2+7*x+2 11 [[-127667253626,27271560848],[-110338267555,-64295164102],[-33256508951,-27271560848],[-68465851027,0],[54416210548,64295164102]] 2 [1,1,1,1,2,2,3,3,5,4,2,2,3,5,5,3,5,3,3,3,3,4,3,2,2,4,3,2,4,5,4,3,4,3,3,5,5,3,2,2,2,3,2,2,5,5,3,2,2,5,3,5,5,3,3,5,3,5,2,4,3,3,3,3,3,4,5,3,2,5,3,2,2,4,3,3,3,3,5,2,4,3,4,3,3,3,2,4,2,5,3,5,5,2,4,5,4,2,2,4,3,3,3,5,5,3,2,4,4,3,1,3,4,4,2,4,5,5,3,3,2,5,3,2,3,3,3,4,3,2,3,4,3,4,3,4,3,5,5,3,3,5,2,3,4,3,3,2,3,2,5,4,2,2,3,2,4,4,3,2,5,3,3,2,3,2,5,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+1707804000,4>,<x-1707804000,5>]*]] [*<2,4,4,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,2,3,4,5],[1,2,2,2],[2,4],[[[1,3,2,5,4],[1,4,5,2,3]],[[1,3,2,5,4]]],20,<[],[448298,-129796,-106962,-256452,1]>,[[-256452,0,0,0],[0,1,0,0],[123722,-76753,93256,100288],[-79976,-43093,-108911,65401],[-49438,119845,15655,96455]]>,<3,6,6,[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,5,3,4]],[1,2,3,4,5],[1,2,3],[1,4],[[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,5,3,4]]],20,<[],[-378927906,-1471649202,-371788137,-582782445,-666413694,662333517,1]>,[[-564321615,-257202891,429187329,9988662,324537219,109868157],[426080775,257202891,-429187329,377431827,62883270,277552332],[-132419204,-110763747,-179625807,-185533596,35341822,93982089],[75196513,171198669,72086184,-169984737,123295009,114468885],[-191956958,-60434922,107539623,-31902156,99643495,49829352]]>,<5,10,10,[[3,4,5,1,2],[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2],[3,4,5,1,2],[5,1,2,3,4]],[1,2,3,4,5],[1,2,5,4],[1,2],[[[3,4,5,1,2],[1,5,4,3,2]],[[3,4,5,1,2]]],20,<[],[-8389418747430,-41947093737150,25201174624975,-28982465639700,-10444776884965,-10706062971350,43279639812775,27327453284950,-37173012692255,-28585656464275,1]>,[[861061922345,1452349776550,-5444058292646,4445899536220,6700317897714,3694486459520,-6766778769281,-5829141912610,-1270273316284,-1314431625096],[-1013796946325,-4556946850245,-2429334630756,7179445296534,2962073909802,-2386398297880,-5269575612171,931962591439,121190068469,527158624626],[6356716280480,-6865150318795,-8204724865351,7642776261728,8679929932551,7332951670772,6715577005299,6391294066193,-1661305024712,1726177538620],[9169482620785,-5386613375215,5026708721814,7568804010057,-1876136970529,-8285333994277,-2370594601456,8566828196542,349622732958,-751713540812],[3700022450840,-3717125560420,-8022077261186,-7763438776414,2607301558587,-355705838135,7691371977609,9012543386561,-1353931726056,-187190997338]]>,<7,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[18653853983799258,-36879507512403710,1]>,[[12414570810283267,0],[36879507512403710,-1],[0,1],[-17987206700349731,-3525715995044105],[-31306871622337246,3525715995044105]]>,<251,3,1,[[3,1,2,4,5]],[[1,2,3,4,5],[3,1,2,4,5],[2,3,1,4,5]],[3,1,2,4,5],[1,3,3],[1],[[]],20,<[],[245,3,0,1]>,[[390634588615589990247136076179939337266017116291,-144533046067577016714937035369790233241675635749,-147327823771973153167634767099525298119388681035],[291649533809543457281428449035681537040874021789,-415126909625039579985174183422600148739353610492,-196820351174996419650488580671654198231960228286],[388499944862633252143321704714361110388886667002,-425426685498225593375219382414597433837576383760,344148174946969572818123347771179496351348909321],[-114460190016006830227286629021804996324650489,0,0],[759289496272884411589081119389117983731454930,0,0]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,251],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,2^8*3^6*5^4*7^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7,251],[6,6,6,7,3],1,[0,0,0],<"3.2e8_3e6_5e4_7e2.12t33.1",1>,[5,4]>,<3,2^8*3^6*5^4*7^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7,251],[6,6,6,7,3],1,[0,0,0],<"3.2e8_3e6_5e4_7e2.12t33.1",2>,[5,4]>,<4,2^8*3^6*5^6*7^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1]],[[1],[-2],[1]]],[2,3,5,7,251],[6,6,7,8,3],1,[0,0,0],<"4.2e8_3e6_5e6_7e2.5t4.1",1>,[5,4]>,<5,2^8*3^10*5^6*7^2,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-2],[1]],[[1],[-1]],[[1],[-3],[3],[-1]]],[2,3,5,7,251],[6,7,7,8,3],1,[0,0,0],<"5.2e8_3e10_5e6_7e2.6t12.1",1>,[5,4]>]
x^5+30*x^3-120*x^2-135*x-2952 2^8*3^6*5^6*7^2 1 2 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 13 x^2+12*x+2 9 [[-4773177779,1752824191],[-2682405814,-2599167472],[4755047814,0],[-4598069325,-1752824191],[-3305894269,2599167472]] 2 [1,1,1,1,5,2,3,2,5,5,3,2,3,3,2,2,3,2,5,5,4,5,4,5,3,3,2,2,2,2,5,3,2,2,2,4,4,4,3,4,2,3,4,4,3,3,2,2,2,5,4,3,3,5,2,3,2,3,3,4,3,2,2,5,5,5,5,5,3,3,3,4,4,3,3,4,2,3,5,3,4,3,5,3,2,3,3,2,4,2,3,3,5,5,4,2,4,5,4,5,3,3,5,2,4,3,4,5,2,3,4,5,2,2,3,5,3,3,4,3,4,5,3,4,5,2,4,4,3,3,3,3,5,5,3,3,2,5,3,2,2,3,2,4,2,3,2,5,3,4,5,5,3,4,3,5,2,3,2,3,2,2,1,5,2,3,2,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-190512000,4>,<x+190512000,5>]*]] [*<2,4,4,[[1,3,2,5,4],[1,5,4,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,3,2],[1,4,5,2,3]],[1,2,3,4,5],[1,2,2,2],[2,4],[[[1,3,2,5,4],[1,5,4,3,2]],[[1,3,2,5,4]]],20,<[],[614,9612,38822,71328,1]>,[[-389176,524288,0,0],[4801,25152,32008,15251],[48277,63924,5642,26961],[60423,-55156,12006,56031],[13531,-33920,15880,32829]]>,<3,6,6,[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,5,3,4]],[1,2,3,4,5],[1,2,3],[1,4],[[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,5,3,4]]],20,<[],[1501949019,-1146542445,-1254448458,-1396305999,790767,446724396,1]>,[[369717282,-157649580,-466012278,253672844,229502700,332921637],[-529830540,157649580,466012278,133747645,157917789,54498852],[63723177,142060230,75001829,9413928,123329763,15055761],[-61837668,-103998366,153677558,-153250485,70434873,66321470],[158227749,-38061864,158741102,143836557,64515690,47762932]]>,<5,10,10,[[2,3,4,5,1],[1,5,4,3,2]],[[1,2,3,4,5],[5,4,3,2,1],[2,3,4,5,1],[3,4,5,1,2]],[1,2,3,4,5],[1,2,4,5],[1,2],[[[2,3,4,5,1],[1,5,4,3,2]],[[2,3,4,5,1]]],20,<[],[11337304598635,-38680908647450,8369713079475,-20537990719275,45531562994580,17407610689725,38364538798455,-41933926224490,-768383695510,-4154912604125,1]>,[[-9259254096303,2701821664585,-6915151171203,-5119394059215,484238991540,-8642901225923,-1023947639588,-5859933650183,510936429461,-165002113605],[9055019042097,1189965080345,872539120852,7638218214649,4724327161381,-8668250762546,-282318283931,680794335054,1506793444243,-294584731508],[7631893853382,-105743572220,4403905190077,7357382510843,-5339282509876,-8986044004386,132395654463,-381165575265,-864696615878,-1660008297689],[-7606223452988,1783921370410,5216946656467,-7285755152668,-4831445321506,-7876647022140,-4254877247471,3385656294940,560921147513,-71429286146],[178564653812,-5569964543120,-3578239796193,-2590451513609,4962161678461,-3973129641255,5428747516527,2174648595454,-1713954405339,-1623672836677]]>,<7,3,3,[[1,2,5,3,4]],[[1,2,3,4,5],[1,2,5,3,4],[1,2,4,5,3]],[1,2,3,4,5],[1,3,3],[1],[[[1,2,5,3,4]]],20,<[],[36424086608320796,35460635370877080,-37328115441369130,1]>,[[28453590412759217,0,0],[2611665258110505,0,0],[-4434674453992599,-771513332676803,2710905955093184],[-3832790846130839,771513332676802,-2710905955093184],[2,1,0]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,2^8*3^6*5^4*7^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7],[6,6,6,7],1,[0,0,0],<"3.2e8_3e6_5e4_7e2.12t33.2",1>,[5,4]>,<3,2^8*3^6*5^4*7^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7],[6,6,6,7],1,[0,0,0],<"3.2e8_3e6_5e4_7e2.12t33.2",2>,[5,4]>,<4,2^8*3^6*5^6*7^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1]],[[1],[-2],[1]]],[2,3,5,7],[6,6,7,8],1,[0,0,0],<"4.2e8_3e6_5e6_7e2.5t4.2",1>,[5,4]>,<5,2^8*3^10*5^6*7^4,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-2],[1]],[[1],[-1]]],[2,3,5,7],[6,7,7,7],1,[0,0,0],<"5.2e8_3e10_5e6_7e4.6t12.1",1>,[5,4]>]
x^5+30*x^3-1280*x^2+1545*x-16704 2^8*3^6*5^6*7^2 1 2 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 383 x-1 6 [[-474823419404737],[503993410939870],[276443996124821],[1573822568919074],[1276967870301741]] 2 [1,1,1,1,5,4,3,5,2,3,4,2,3,5,4,2,4,3,3,2,2,2,3,5,3,5,2,3,2,3,4,3,2,3,2,5,2,3,5,2,5,2,2,2,3,5,3,5,3,3,3,5,5,3,3,2,4,3,3,4,3,3,3,5,3,5,5,5,5,2,4,5,4,3,5,1,3,2,2,3,2,4,3,3,5,4,3,2,3,3,5,3,5,2,5,5,4,2,3,4,3,3,4,2,5,2,3,5,5,3,5,3,3,2,2,3,4,2,4,4,2,5,2,4,4,5,4,3,3,3,2,3,1,2,3,5,3,5,3,5,5,5,2,3,3,3,3,2,2,2,2,3,5,2,4,3,4,3,5,2,4,5,5,3,2,3,5,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+80459568000,4>,<x-80459568000,5>]*]] [*<2,4,4,[[1,3,2,5,4],[1,5,4,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,3,2],[1,4,5,2,3]],[1,2,3,4,5],[1,2,2,2],[2,4],[[[1,3,2,5,4],[1,5,4,3,2]],[[1,3,2,5,4]]],20,<[],[2378,10092,52958,259460,1]>,[[-489664,0,0,0],[-24831,-41448,29048,57703],[-59695,-65436,28098,62881],[39039,52060,48102,4263],[10863,54824,25824,6225]]>,<3,6,6,[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,5,3,4]],[1,2,3,4,5],[1,2,3],[1,4],[[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,5,3,4]]],20,<[],[1407241839,100868139,1155124233,-1330774866,-401066676,-370815975,1]>,[[92422959,551674503,287523675,127423362,71293581,165094524],[-122202336,223166475,-287523675,259997127,316126908,222325965],[-86178931,-408141576,107072102,250098135,279589419,375472752],[-6977815,-517272399,341161487,268188399,242994384,291149168],[-264484366,-236847492,326607389,256554444,252257175,108219058]]>,<5,10,10,[[3,4,5,1,2],[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2],[3,4,5,1,2],[5,1,2,3,4]],[1,2,3,4,5],[1,2,5,4],[1,2],[[[3,4,5,1,2],[1,5,4,3,2]],[[3,4,5,1,2]]],20,<[],[41661997122960,17575122333550,22374829125600,-15951417498900,-24646575097245,-1514709229050,-43660981419475,-43190247565725,-5925098191020,32885423500945,1]>,[[9256795954569,8282436205240,5147118186054,6993619313510,-239680626081,-6374942195525,-3480434591035,-712210011102,-1599568703003,-1581674279891],[4859743684074,1122544599765,-1486981122021,-9238629322296,-9019067241418,-3601437787155,5430711369535,2905689881263,-1287845764129,1728201790768],[-7172531867956,3041369508060,2570857735694,-412407085992,-6547726767054,-8772528555673,1398375707930,9438476352598,-599569379506,-473211202246],[4192413244724,7145823412960,8438712367744,6396844541932,2550164420601,-1957836698272,5791633501165,6957964336843,-648030456059,1419521068865],[7937065312714,-518687397900,4403779160654,-3739427447154,-5817176114173,1633258908500,-9140285987595,483565768523,320317037072,-1092837377496]]>,<7,2,2,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,2,3,4,5],[1,2],[1],[[[1,5,4,3,2]]],20,<[],[27030585149768242,17668119067992491,1]>,[[-37692538508995887,0],[5129671302753800,-1],[4815179791342898,-66396744581456],[4949897044152898,66396744581456],[5,1]]>,<181,2,1,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[2,1,3,5,4],[1,2],[1],[[]],20,<[],[2,177,1]>,[[-687363900407279510107384643554188706153966265,687837221184832162138383351569360982629196024],[46793459904161348419772553644859014855743173,-687837221184832162138383351569360982629196024],[-403557830505776423157762061476382556761756908,0],[1168817889376424177137265876212141956062615,-1306967902831694136302898540074390171084391],[-3553392366384162541566171571432711509354808,1306967902831694136302898540074390171084391]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,181],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,2^8*3^6*5^4*7^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7,181],[6,6,6,7,2],1,[0,0,0],<"3.2e8_3e6_5e4_7e2.12t33.3",1>,[5,4]>,<3,2^8*3^6*5^4*7^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7,181],[6,6,6,7,2],1,[0,0,0],<"3.2e8_3e6_5e4_7e2.12t33.3",2>,[5,4]>,<4,2^8*3^6*5^6*7^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1]],[[1],[-2],[1]]],[2,3,5,7,181],[6,6,7,8,2],1,[0,0,0],<"4.2e8_3e6_5e6_7e2.5t4.3",1>,[5,4]>,<5,2^8*3^10*5^6*7^2,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-2],[1]],[[1],[-1]],[[1],[-3],[3],[-1]]],[2,3,5,7,181],[6,7,7,8,2],1,[0,0,0],<"5.2e8_3e10_5e6_7e2.6t12.2",1>,[5,4]>]
