x^2-x-62639 3*47*1777 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 19 x-1 5 [[-1041894],[1041895]] 1 [2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-62637,3,1]>,[[-1,-1],[2,1]]>,<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-62087,47,1]>,[[-23,-1],[24,1]]>,<1777,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[726793,1777,1]>,[[-888,-1],[889,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,47,1777],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*47*1777,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,47,1777],[3,3,3],1,[1.000000000,0.3746498919,0.7415136850],<"1.3_47_1777.2t1.1",1>,[2,1]>]
x^6-2*x^5+3*x^4-x^3-2*x^2+3*x-3 3*47*1777 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 89 x^2+82*x+3 5 [[1872277482,1384556900],[709881766,894809098],[-1488370655,0],[-1041897820,0],[19800662,-1384556900],[-71691433,-894809098]] 4 [10,8,11,11,10,11,10,9,7,10,10,5,8,11,8,10,8,10,11,8,10,10,9,4,9,4,7,8,7,7,9,10,9,5,4,10,8,4,9,11,11,11,9,7,11,9,9,7,9,11,10,9,4,10,4,4,4,7,8,8,8,11,11,10,7,11,7,8,10,7,7,8,8,10,10,9,9,11,11,6,10,11,11,6,11,3,11,9,7,8,10,9,8,7,8,6,10,5,7,7,11,4,11,9,7,8,9,7,10,7,9,9,11,2,9,5,11,9,6,8,5,10,10,8,8,11,10,11,9,11,4,7,7,9,9,11,11,10,10,7,11,10,4,6,6,10,9,11,11,8,11,8,11,7,7,9,4,8,11,10,10,4,10,9,10,10,9,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<3,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,0,0,2,1]>,[[1257312795,0,0,0],[626463369,0,0,0],[1,0,0,0]]>,[[[-454225547,-479457339,-651246846,-75331733],[0,0,0,0]],[[-1074397766,-654026230,-426940772,-1101318683],[0,0,0,0]],[[274358056,654026230,1057061577,1731439488],[0,0,0,0]],[[-1606055773,479457339,21126041,-554789072],[0,0,0,0]],[[-626463369,0,0,0],[-1,0,0,0]],[[0,0,0,0],[1,0,0,0]]]>,<47,8,2,[[1,2,3,4,6,5],[4,1,2,3,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[4,1,2,3,5,6],[2,3,4,1,5,6],[4,1,2,3,6,5],[2,3,4,1,6,5]],[4,1,2,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[5,40,8,0,1]>,[[-561818113180421002748075676764405,0,0,0],[650322307234736411239429702459,0,0,0],[1,0,0,0]]>,[[[305007117869149703573379372502084,-1213304329715463112046430060726830,-1224020400573851191131480632210181,11975196455121937248589434135600],[0,0,0,0]],[[-436312220959669628871250211359362,-101666554673830076993609016727803,1286852481430813255189532251216091,-900852241498927795232516205385098],[0,0,0,0]],[[-335588265571102056077361747589377,-545747642705565112816470804459216,-1075786252684278065004559164160029,-1043587730431019335021965736433016],[0,0,0,0]],[[467543690968856717786472016149080,-905950184867477507594238129428552,1012954171827316000946507545154119,-834203936487510616444855503659887],[0,0,0,0]],[[-650322307234736411239429702441,0,0,0],[-1,0,0,0]],[[18,0,0,0],[1,0,0,0]]]>,<1777,8,2,[[1,2,3,4,6,5],[4,3,1,2,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5],[4,3,1,2,5,6],[3,4,2,1,5,6],[4,3,1,2,6,5],[3,4,2,1,6,5]],[4,3,1,2,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[5,1224,18,0,1]>,[[6033815032335120693160168962920369728318720320958242365618887845,0,0,0],[10004068586881179044335783971250621042722688183101711536051758853,0,0,0],[1,0,0,0]]>,[[[38001191358107176900069573472901223099998744378863464667094926183,-27494686222756280204592079754539738572329793609117179924859728232,10046807389994817367858596529582222575297948905698409841134977574,27186748621587298568663946476782848317237812513173744072245439380],[0,0,0,0]],[[-28845913208707445098942715504784942844796220156895320410189333377,-44624841179596281649226211263133022455984672559355749653163479928,11980680691686318528652251858202792096930454564448324919020501992,25162208875422258293952778348981628695727576667685997460723566050],[0,0,0,0]],[[45005009424569436665942799917676955748097803230131081011712407342,43013364615334064488108920045835401505812431503942180225505477595,-32818395714482126856862330141412345837088402557532877305656235243,3132973049879400370876943148087766382094815788307295123531509518],[0,0,0,0]],[[-44156218987087989422733873914542614960577639268997513732566242425,29106162787018497365709370971837359522502034664530749352517730565,10790907632800990960351481753627331164859999087386142545500755677,43088931825192644974211729492050441099768072291568706043434248253],[0,0,0,0]],[[-10004068586881179044335783971250621042722688183101711536051758287,0,0,0],[-1,0,0,0]],[[566,0,0,0],[1,0,0,0]]]>*] [x,x^2-x-62639,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,47,1777],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,3*47*1777,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,47,1777],[12,12,12],1,[1.000000000,0.3746498919,0.7415136850],<"notfaithful",0>,[6,16]>,<5,3*47*1777,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[0],[-1]]],[3,47,1777],[12,12,12],1,[1.000000000,0.4086276960,0.7395801605],<"5.3_47_1777.6t16.1",1>,[6,16]>,<5,3^2*47^2*1777^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1],[1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"5.3e2_47e2_1777e2.12t183.1",1>,[6,16]>,<5,3^4*47^4*1777^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"5.3e4_47e4_1777e4.12t183.1",1>,[6,16]>,<5,3^3*47^3*1777^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"5.3e3_47e3_1777e3.6t16.1",1>,[6,16]>,<9,3^3*47^3*1777^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"9.3e3_47e3_1777e3.10t32.1",1>,[6,16]>,<9,3^6*47^6*1777^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"9.3e6_47e6_1777e6.20t145.1",1>,[6,16]>,<10,3^6*47^6*1777^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"10.3e6_47e6_1777e6.30t176.1",1>,[6,16]>,<10,3^4*47^4*1777^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"10.3e4_47e4_1777e4.30t176.1",1>,[6,16]>,<16,3^8*47^8*1777^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[3,47,1777],[12,12,12],1,[0,0,0],<"16.3e8_47e8_1777e8.36t1252.1",1>,[6,16]>]
x^4-35*x^2-6*x+253 2^4*3^2*4441 4 0 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 7 [[233592071],[-702974593],[404707570],[64674952]] 1 [3,1,3,5,4,4,3,5,1,3,3,1,5,5,4,3,2,2,3,4,2,5,4,3,4,5,5,4,1,5,5,4,5,5,3,3,4,3,2,3,2,4,1,2,3,3,5,5,4,4,3,4,4,2,3,2,5,5,2,5,3,3,5,4,4,5,5,4,1,4,5,1,3,4,5,2,5,4,5,4,2,1,4,1,3,4,3,4,3,5,4,4,3,4,3,4,5,3,3,4,5,3,4,3,5,4,2,5,4,1,5,4,5,5,5,5,5,1,3,2,4,4,5,4,3,5,4,4,5,4,5,1,5,4,3,2,3,5,5,5,3,5,3,2,1,4,4,5,3,4,4,3,5,2,5,4,3,3,2,5,2,3,3,1,3,4,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-186,2>,<x^2-6*x-39960,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-467624,-982],[-255954,-511906],[1,0]]>,[[[0,1],[1,0]],[[255954,-12381],[-1,0]],[[153095,-39621],[-39621,-192717]],[[115239,52001],[39621,192717]]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[248709300,-580789635,1]>,[[580107443,387420486],[5,3],[4187959,-95272786],[1740227527,95272786]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-11123815557095,-39881473716138],[-42332783973793,39881473716138],[1555176224079,-3049818606620],[-5319035677566,3049818606620]]>,<4441,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[2130341275802425388896145088484084968197683689271870448859319492696193079,-2544427167671305685105507324352382904928669089604272561060070047750559352,1]>,[[-2917898532709630725927566520208859769115834606387863133182174839583726005,0],[373471365038325040822059195856476864187165516783590572122104791833163339,0],[2544427167671305685105507324352382904928669089604272561060070047750561009,-1],[1657,1]]>*] [x,x^2-3,x^2-x-1110,x^2-13323,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,4441],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,4441],[6,6,3,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,4441,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,4441],[1,1,1,6],1,[1.000000000,2.972433323,1.516430958],<"notfaithful",0>,[4,3]>,<1,2^2*3*4441,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,4441],[6,6,3,6],1,[1.000000000,0.8565276322,0.9681357558],<"notfaithful",0>,[4,3]>,<2,2^2*3*4441,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,4441],[6,7,3,7],1,[1.000000000,1.065753276,0.9045335010],<"2.2e2_3_4441.4t3.2",1>,[4,3]>]
x^5-2*x^4-12*x^3-24*x^2+292*x-296 2^6*37^2*41^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 9 [[-494737218,-708096274],[-216367066,-605833060],[-253958682,708096274],[-701453695,0],[-691431028,605833060]] 2 [1,2,4,4,2,2,4,3,4,2,3,1,1,2,1,3,2,3,2,3,4,2,4,3,1,4,3,3,2,2,2,2,2,3,1,3,4,2,2,2,4,3,2,3,2,2,2,2,4,3,2,2,2,2,3,1,2,2,3,4,2,3,4,2,1,4,4,1,1,2,2,2,2,2,4,2,3,1,2,2,4,2,3,4,2,1,2,4,4,2,2,2,3,3,1,2,4,2,2,4,4,2,3,2,2,3,4,2,2,2,4,2,4,3,4,2,3,3,2,2,1,2,2,3,2,3,2,3,2,2,4,2,4,2,3,2,1,3,3,1,4,2,4,4,3,3,3,2,2,2,2,4,1,3,2,4,2,2,2,2,2,4,2,2,1,2,2,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+6213632,4>,<x-6213632,3>]*]] [*<2,2,2,[[1,4,5,2,3]],[[1,2,3,4,5],[1,4,5,2,3]],[1,2,3,4,5],[1,2],[3],[[[1,4,5,2,3]]],20,<[],[298906,-315152,1]>,[[-20630,0],[0,1],[1596,8289],[-12528,16383],[-1204,8095]]>,<37,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[4398691181884290007895955557281,-10744790919232164238945927886657,1]>,[[11205638750964007268186880336454,4374523936935894894237939905611],[10744790919232164238945927886680,-1],[23,1],[-1365710530376618720339953266213,145129447586553556755692427950],[-1836759410094288954344541075752,-145129447586553556755692427950]]>,<41,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[29416709521648358250073500000802,-89219208864981128615835538943924,1]>,[[19857364734488855564070942739495,0],[89219208864981128615835538943934,-1],[10,1],[41785752510173278473294617441185,230726457753625331640306400018],[29305456846777666849828746940179,-230726457753625331640306400018]]>*] [x,x^2+3034,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,37,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^3*37*41,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,37,41],[5,5,5],1,[1.000000000,1.140701677,0.9517688467],<"notfaithful",0>,[5,2]>,<2,2^3*37*41,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,37,41],[5,5,5],1,[1.000000000,2.476014414,1.396263441],<"2.2e3_37_41.5t2.1",1>,[5,2]>,<2,2^3*37*41,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,37,41],[5,5,5],1,[1.000000000,1.329415267,1.220563203],<"2.2e3_37_41.5t2.1",2>,[5,2]>]
