x^2-2726 2^3*29*47 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1449],[1449]] 1 [1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-2726,0,1]>,[[0,1],[0,262143]]>,<29,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2726,0,1]>,[[0,-1],[0,1]]>,<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2726,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,29,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*29*47,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,29,47],[3,3,3],1,[1.000000000,1.051299486,0.9338601174],<"1.2e3_29_47.2t1.1",1>,[2,1]>]
x^3-17*x-18 2^3*29*47 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[58533],[35809],[66709]] 1 [1,2,3,2,1,3,2,3,3,1,2,3,3,3,1,2,3,3,2,2,3,3,1,2,2,3,2,2,3,1,2,2,3,2,2,3,3,3,1,2,2,3,1,3,2,3,1,3,2,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,1,1,3,2,2,3,2,2,2,2,3,1,2,2,2,3,2,3,3,3,2,3,3,3,2,2,2,2,1,3,1,3,2,3,1,3,3,3,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,3,2,1,2,2,2,3,2,2,2,2,3,2,1,2,2,3,3,3,3,2,2,2,1,2,3,2,1,1,3,2,2,3,3,1,2,2,2,2,3,1,1,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[206714,243944,1]>,[[-280346,524288],[1,1],[-243943,262143]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[71245566816103635365319462535,6567242317514571514808222469,1]>,[[6567242317514571514808222421,0],[-6567242317514571514808222445,-1],[24,1]]>,<47,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1179616293765747820719753262922295,759514808670033807212728746389844,1]>,[[759514808670033807212728746389814,0],[-759514808670033807212728746389829,-1],[15,1]]>*] [x,x^2-2726,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,29,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*29*47,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,29,47],[4,4,4],1,[1.000000000,1.051299486,0.9338601174],<"notfaithful",0>,[3,2]>,<2,2^3*29*47,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,29,47],[4,4,4],1,[1.000000000,1.738216146,1.303099738],<"2.2e3_29_47.3t2.1",1>,[3,2]>]
x^2-x+4754 -5*3803 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[1158],[-1157]] 2 [1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4760,5,1]>,[[-2,-1],[3,1]]>,<3803,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3620456,3803,1]>,[[-1901,-1],[1902,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,3803],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*3803,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,3803],[3,3],1,[1.000000000,2.414946829,1.254375752],<"1.5_3803.2t1.1",1>,[2,1]>]
x^5-2*x^3-x^2-2*x-1 -5*3803 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 7 x^2+6*x+3 5 [[-7188,-4395],[-8090,0],[5726,-3043],[7177,3043],[2375,4395]] 2 [6,7,4,3,6,3,4,6,6,6,6,6,6,5,7,7,5,7,5,7,4,5,4,7,3,5,5,2,4,6,4,5,6,6,5,4,5,4,5,4,6,5,4,3,5,3,5,5,6,2,3,5,3,5,5,6,4,7,5,7,7,2,6,6,4,7,4,7,5,6,6,3,5,7,4,7,4,5,7,2,4,7,3,4,5,5,5,7,6,7,5,5,6,3,6,3,7,5,5,4,4,5,6,6,2,7,4,6,6,6,5,6,4,7,7,7,2,2,6,5,4,5,4,4,6,3,7,5,5,5,3,6,4,3,4,7,7,4,5,4,3,4,3,2,6,4,4,7,5,5,6,7,5,3,7,7,3,2,7,6,5,5,5,4,2,2,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<5,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3,3,0,1]>,[[27826483372165,0,0],[-22470331172950,0,0],[1,0,0]]>,[[[-14269228226769,32773980614561,44294156902420],[0,0,0]],[[38730645735055,-38011884300651,-24573337757293],[0,0,0]],[[-46931748681238,5237903686090,-19720819145127],[0,0,0]],[[22470331172951,0,0],[-1,0,0]],[[1,0,0],[1,0,0]]]>,<3803,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3801,3,0,1]>,[[122947360788825490584598766338258879383018410300448488800867745981442264,0,0],[28970216169436328605437869863296173135723346428136636002662955976335123,0,0],[1,0,0]]>,[[[6202326254235890390547347115817555664125998959251899057280939322425745,185221475352351781575408781486891555098068840902580079659916619725574772,-135203842504055621786357262711509300694804012670864762823443481674400535],[0,0,0]],[[60500539862294741473693329760648326108374647231649808408972087522191888,195374458415503180340688247952862832342683787195337857378467959073917453,92160218704375072076302665549209159033689993084036101379862280434820737],[0,0,0]],[[-37732649947094303258802807013169708636777299762765071463590070868289990,19833975040947574726076844436851761571986735139485882016535797219184176,43043623799680549710054597162300141661114019586828661443581201239579798],[0,0,0]],[[-28970216169436328605437869863296173135723346428136636002662955976331383,0,0],[-1,0,0]],[[3740,0,0],[1,0,0]]]>*] [x,x^2-x+4754,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,3803],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5*3803,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,3803],[8,8],1,[1.000000000,2.414946829,1.254375752],<"notfaithful",0>,[5,5]>,<4,5^3*3803^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]]],[5,3803],[8,8],1,[0,0,0],<"4.5e3_3803e3.10t12.1",1>,[5,5]>,<4,5*3803,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]]],[5,3803],[8,8],1,[1.000000000,0.3183067529,0.6678801638],<"4.5_3803.5t5.1",1>,[5,5]>,<5,5^2*3803^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]]],[5,3803],[8,8],1,[0,0,0],<"5.5e2_3803e2.10t13.1",1>,[5,5]>,<5,5^3*3803^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]]],[5,3803],[8,8],1,[0,0,0],<"5.5e3_3803e3.6t14.1",1>,[5,5]>,<6,5^3*3803^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]]],[5,3803],[8,8],1,[0,0,0],<"6.5e3_3803e3.20t35.1",1>,[5,5]>]
x^4-x^3-31*x^2+84*x-55 7^2*547^2 4 0 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 97 x-1 5 [[-3866613943],[2360878115],[-4106106529],[-2975497899]] 1 [3,4,3,1,4,2,4,3,3,2,4,3,2,2,3,4,4,3,4,2,4,3,2,3,1,4,3,3,4,2,2,3,4,2,3,4,4,3,2,3,4,1,3,4,2,4,2,1,4,3,3,1,4,2,3,4,4,3,4,1,4,1,2,4,3,3,3,1,4,1,4,3,4,3,2,3,4,3,3,4,2,2,4,2,3,3,2,3,2,2,3,4,4,2,3,2,3,4,3,3,2,4,4,3,4,4,1,3,4,2,3,4,1,4,2,4,2,4,3,2,4,2,3,4,3,2,3,3,2,3,4,1,3,2,3,1,4,4,2,4,2,3,4,2,4,1,2,4,3,3,3,2,2,3,4,2,3,3,2,4,3,2,2,3,4,4,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x+3829,4>,<x-3829,3>]*],[*[2,2],"CYC",0,2*]] [*<7,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,3],[1],[[[1,4,2,3]]],20,<[],[30238325709665829,8465800737324455,-35404413585349872,1]>,[[-35404413585349880,0,0],[3722732156578361,-2093308876101096,404014740210363],[31681681428771517,2093308876101095,-404014740210363],[3,1,0]]>,<547,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[2,543,1]>,[[-1014157898747233404817473010769270849225010995552050587,-878074993724556395834997276121632966430078539685195694],[-763919307245796923546458034032735886010205859844216595,2464944582867189509649695785602178905671454842669742720],[1,0]]>,[[[763919307245796923546458034032735886010205859844216620,-2464944582867189509649695785602178905671454842669742664],[-1,0]],[[25,56],[1,0]],[[-1987404456228080625971364550586849255395775048511747469,621090283796216705065656301772403959637477684293292604],[-4562571949651353123188830378467192448782037012783018,1754191084818392860675189160152781620983959147281862]],[[1223485148982283702424906516554113369385569188667530825,1843854299070972804584039483829774946033977158376450004],[4562571949651353123188830378467192448782037012783018,-1754191084818392860675189160152781620983959147281862]]]>*] [x,x^3-x^2-2*x+1,x^3-x^2-2*x+1,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,547],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,7,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,7,547],[3,5,1],0,[0.8959532197+0.4441484303*i,0.5377473805+0.1052975456*i,0.7992187436+0.1018472971*i],<"notfaithful",0>,[4,4]>,<1,7,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,547],[3,5,1],0,[0.8959532197-0.4441484303*i,0.5377473805-0.1052975456*i,0.7992187436-0.1018472971*i],<"notfaithful",0>,[4,4]>,<3,7^2*547^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[2,7,547],[3,5,6],1,[0,0,0],<"3.7e2_547e2.4t4.1",1>,[4,4]>]
