x^2-x-225 17*53 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[99],[-98]] 1 [2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-153,17,1]>,[[-8,-1],[9,1]]>,<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[477,53,1]>,[[-26,-1],[27,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[17,53],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,17*53,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[17,53],[3,3],1,[1.000000000,1.091293154,0.9167104751],<"1.17_53.2t1.1",1>,[2,1]>]
x^4-x^3-38*x^2+99*x+3 3^2*71^2*73 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[-261479746],[187194051],[-43346532],[117632228]] 1 [3,1,5,5,4,5,4,1,2,5,5,2,2,4,4,4,4,3,3,2,4,2,5,3,3,5,4,5,1,4,3,5,2,5,1,4,4,5,5,1,5,3,5,5,4,4,3,1,1,4,5,4,5,3,1,5,1,4,4,4,3,3,5,3,4,2,5,5,1,3,2,3,1,2,4,1,2,3,2,4,3,5,5,5,3,4,4,3,2,2,4,1,3,4,2,3,3,5,3,5,1,3,4,5,4,4,3,3,4,5,3,4,5,3,5,3,4,5,2,3,3,3,5,4,5,4,5,5,3,3,1,4,5,3,4,5,4,2,3,2,1,3,5,1,4,3,2,3,5,4,2,5,5,4,5,2,5,5,3,3,3,3,3,5,5,5,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-114,2>,<x^2-145*x+5238,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[306346,471389],[-165043,-471389],[29921,-61000],[-40151,61000]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1061420586,1469880669,1]>,[[-1469880669,-1],[0,1],[-399591931,399591932],[-1617311800,-399591932]]>,<71,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[7,69,1]>,[[-433305063470711823477282156550959841,4851063682903519565759085157667383757],[-2105593706430000046816829339840384607,246116431013374521328870660878052701],[1,0]]>,[[[2105593706430000046816829339840384619,-246116431013374521328870660878052695],[-1,0]],[[12,6],[1,0]],[[1450796433965862458694108862042168317,2134146373128240944589539971133468942],[2886909780307863447155275239839228,-69321923553678740288961143743799979]],[[-3556390140395862505510938201882552947,-1888029942114866423260669310255416253],[-2886909780307863447155275239839228,69321923553678740288961143743799979]]]>,<73,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,70,1]>,[[1394213599768634685104427292506009342,0],[2907657676892508712354885646362032585,0],[1,0]]>,[[[-5107902820582644276449234901640522347,2451034491475630366290784266071728498],[0,0]],[[8015560497475152988804120548002554803,-2451034491475630366290784266071728498],[0,0]],[[-2907657676892508712354885646362032520,0],[-1,0]],[[65,0],[1,0]]]>*] [x,x^2-x-53,x^2-x-18,x^2-x-3887,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,71,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*71,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,71,73],[3,6,6,1],1,[1.000000000,0.5879291511,0.7619765077],<"notfaithful",0>,[4,3]>,<1,73,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,71,73],[1,1,1,6],1,[1.000000000,1.794636484,1.392509374],<"notfaithful",0>,[4,3]>,<1,3*71*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,71,73],[3,6,6,6],1,[1.000000000,1.039999388,0.8512662861],<"notfaithful",0>,[4,3]>,<2,3*71*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,71,73],[3,6,7,7],1,[1.000000000,1.722301276,1.196103357],<"2.3_71_73.4t3.1",1>,[4,3]>]
x^4-2*x^3+31*x^2-30*x+12 3^2*71^2*73 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[-8221887],[14370463],[-14370462],[8221888]] 2 [3,1,5,5,4,5,4,1,1,5,5,2,1,4,4,4,4,3,3,1,4,2,5,3,3,5,4,5,1,4,3,5,1,5,2,4,4,5,5,2,5,3,5,5,4,4,3,1,2,4,5,4,5,3,2,5,2,4,4,4,3,3,5,3,4,1,5,5,2,3,1,3,1,2,4,2,1,3,1,4,3,5,5,5,3,4,4,3,1,2,4,2,3,4,2,3,3,5,3,5,1,3,4,5,4,4,3,3,4,5,3,4,5,3,5,3,4,5,1,3,3,3,5,4,5,4,5,5,3,3,1,4,5,3,4,5,4,2,3,1,1,3,5,2,4,3,2,3,5,4,2,5,5,4,5,1,5,5,3,3,3,3,3,5,5,5,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-30,2>,<x^2+58*x+768,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-201984,78342],[243962,-78342],[201985,-78342],[-243961,78342]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-37552335,193515834,1]>,[[-193515834,-1],[0,1],[1,-1],[193515835,1]]>,<71,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1340977136082252603379004529681568839,-3938421519268648760394233566444354266,1]>,[[3938421519268648760394233566444354330,-1],[64,1],[-63,-1],[-3938421519268648760394233566444354329,1]]>,<73,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,70,1]>,[[-5815315353785017424709771292724063564,0],[73,0],[1,0]]>,[[[-3484409456048036829370667982111098504,2275106729101723670804372752899649540],[0,0]],[[3484409456048036829370667982111098505,-2275106729101723670804372752899649540],[0,0]],[[-36,0],[-1,0]],[[37,0],[1,0]]]>*] [x,x^2-x-53,x^2-x-18,x^2-x-3887,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,71,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*71,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,71,73],[3,6,6,1],1,[1.000000000,0.5879291511,0.7619765077],<"notfaithful",0>,[4,3]>,<1,73,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,71,73],[1,1,1,6],1,[1.000000000,1.794636484,1.392509374],<"notfaithful",0>,[4,3]>,<1,3*71*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,71,73],[3,6,6,6],1,[1.000000000,1.039999388,0.8512662861],<"notfaithful",0>,[4,3]>,<2,3*71*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,71,73],[3,6,6,7],1,[1.000000000,2.216187724,1.208255910],<"2.3_71_73.4t3.3",1>,[4,3]>]
x^4-2*x^3-70*x^2+71*x+210 5*4201^2 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 139 x-1 5 [[-21828398850],[20794900315],[-20794900314],[21828398851]] 1 [4,4,1,4,3,5,4,3,5,2,2,5,3,5,4,5,2,3,4,2,5,3,4,2,5,3,4,5,3,5,5,2,5,1,2,1,5,4,5,4,3,2,3,5,4,3,3,5,5,3,4,3,3,3,4,4,1,2,5,1,5,5,5,1,4,5,3,5,5,3,4,3,4,5,3,5,1,5,3,3,3,1,3,5,2,5,1,5,3,4,4,3,5,3,1,4,3,3,4,3,4,4,5,3,2,4,5,4,1,1,4,4,4,3,2,2,4,5,5,2,1,4,4,4,3,2,3,3,5,4,2,4,3,5,3,1,4,5,4,3,3,1,5,5,1,1,4,4,2,5,5,2,5,5,5,1,1,3,4,2,4,4,5,3,5,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+71,2>,<x^2-144*x+1539,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-1273866009,0],[1273866010,0],[-1647607,62922474],[1647608,-62922474]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-32313923523580,5,1]>,[[-20181109608260,-19073486328125],[1107623280136,0],[-2,-1],[3,1]]>,<4201,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1036220699342851368888670461432333388762933522132484491955756207260228616,278213135540555126276660268537757849284123953815721620058905735803445889,1]>,[[-278213135540555126276660268537757849284123953815721620058905735803443671,-1],[2218,1],[-2217,-1],[278213135540555126276660268537757849284123953815721620058905735803443672,1]]>*] [x,x^2-x-1050,x^2-x-1,x^2-x-5251,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,4201],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,4201,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,4201],[1,1,6],1,[1.000000000,3.463264670,1.571375079],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,4201],[4,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*4201,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,4201],[3,6,6],1,[1.000000000,0.4605531039,0.7030774688],<"notfaithful",0>,[4,3]>,<2,5*4201,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[3,5,4201],[3,6,6],1,[1.000000000,1.561964551,1.119143051],<"2.5_4201.4t3.2",1>,[4,3]>]
x^5-2*x^4+x^3-6*x^2+2*x-2 2^5*157^2 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 401 x-1 5 [[-2892756251047],[2175954034265],[1163048988195],[4389025723573],[-4835272494984]] 3 [2,5,7,4,7,5,4,5,6,5,6,5,6,7,4,2,5,5,5,6,3,4,5,3,6,7,6,5,5,6,4,7,4,5,7,4,5,7,6,7,7,5,6,6,2,3,7,6,7,7,3,6,4,5,6,3,7,4,7,4,5,5,2,6,3,5,5,6,2,7,6,6,3,5,5,6,5,5,1,6,7,7,6,4,6,5,6,4,7,4,2,6,6,2,5,6,5,6,2,5,7,7,2,6,5,6,5,6,3,3,4,5,6,5,4,4,5,6,5,7,5,3,5,5,2,5,7,6,3,5,5,4,4,5,4,6,7,2,5,6,7,5,6,5,5,3,2,4,7,4,7,6,7,6,5,6,6,4,4,5,2,4,4,7,4,4,4,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,12,6,[[1,2,3,5,4],[3,1,2,4,5],[1,3,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,1,3,4,5],[2,1,3,5,4],[3,1,2,4,5],[3,1,2,5,4]],[1,3,2,4,5],[1,2,2,3,4,7],[1,7],[[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,5,4]]],20,<<[],[1,1,1]>,[[444058,0],[-298616,0],[87308,0],[183908,0],[-259372,0],[-298440,0],[1,0]]>,[[[200328,0],[-28992,0],[150347,0],[16004,0],[87967,0],[159502,0]],[[-229964,-84948],[-24920,-78832],[208192,42443],[79584,175172],[523947,87285],[221368,77950]],[[-145016,84948],[53912,78832],[165749,481845],[428700,349116],[436662,437003],[143418,446338]],[[159481,0],[200438,0],[46176,0],[113029,0],[178804,0],[163238,0]],[[15173,0],[-200438,0],[-46176,0],[149115,0],[83340,0],[98906,0]]]>,<157,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,3,5,5],[1],[[[1,3,2,5,4]]],20,<<[],[5,152,1]>,[[26904038973863591545321885609912137145182185,-31529326025662290302111096424201079320657571],[38920875543912249596088363844663970316733312,11530050387591070641288430826970731773776612],[1,0]]>,[[[-18868086171955014949601408072583762975247006,0],[0,0]],[[-38920875543912249596088363844663970316733191,-11530050387591070641288430826970731773776573],[-1,0]],[[121,39],[1,0]],[[12789157810887553964346587039656774815806883,-10613622246754262930205052331595439063267232],[-118412611563819041506874057635092356006192,-177508979133820375499531647371099023898627]],[[-37793087177723450585359982619291017824092806,22143672634345333571493483158566170837043766],[118412611563819041506874057635092356006192,177508979133820375499531647371099023898627]]]>*] [x,x^2-2,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,157],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^3,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,157],[8,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,5]>,<4,2^9*157^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[0],[-1]]],[2,157],[8,9],1,[0,0,0],<"4.2e9_157e2.10t12.1",1>,[5,5]>,<4,2^5*157^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[-1]]],[2,157],[8,9],1,[1.000000000,1.686900720,1.298279451],<"4.2e5_157e2.5t5.1",1>,[5,5]>,<5,2^8*157^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1],[-1],[-1]]],[2,157],[8,9],1,[0,0,0],<"5.2e8_157e2.10t13.1",1>,[5,5]>,<5,2^11*157^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[-1],[-1],[1]]],[2,157],[8,9],1,[0,0,0],<"5.2e11_157e2.6t14.1",1>,[5,5]>,<6,2^11*157^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]]],[2,157],[8,9],1,[0,0,0],<"6.2e11_157e4.20t35.1",1>,[5,5]>]
