x^2-178 2^3*89 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[85],[-85]] 1 [1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-178,0,1]>,[[0,1],[0,262143]]>,<89,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-178,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,89],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*89,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,89],[3,3],1,[1.000000000,1.209973622,1.063921799],<"1.2e3_89.2t1.1",1>,[2,1]>]
x^4-x^3-13*x^2-44*x-464 -3^2*5^2*839 2 1 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 59 x-1 5 [[163487945],[282069284],[-23687807],[293054878]] 4 [3,3,3,3,4,5,5,2,3,4,4,3,4,3,3,3,1,2,5,4,3,4,5,4,5,1,5,5,4,5,3,4,3,4,4,4,5,5,5,5,1,4,4,3,3,4,1,3,3,4,5,4,1,4,3,5,4,1,5,1,3,3,5,2,3,3,4,3,3,4,5,4,5,3,4,5,4,5,4,4,4,1,1,3,4,3,1,3,4,5,3,4,3,2,2,5,1,4,3,2,5,5,5,4,1,3,5,3,4,2,3,3,5,2,2,1,5,5,3,4,1,3,5,3,4,4,2,4,5,5,4,5,2,3,2,4,3,3,5,4,4,4,5,5,4,4,3,3,1,3,3,1,5,3,5,1,1,1,3,4,3,3,3,4,3,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+56,2>,<x^2+89*x+3868,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[469642,506551],[-36909,-506551],[123120,-107460],[-31564,107460]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[704821893,-514619514],[1133671494,-609720702],[1,0]]>,[[[-1133671494,609720704],[-1,0]],[[0,2],[1,0]],[[989753054,-1104138542],[-492575878,533084112]],[[143918441,494417836],[492575878,-533084112]]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[23081153078520,-5886651888880],[24595807847125,36139761833725],[1,0]]>,[[[-24595807847123,-36139761833721],[-1,0]],[[2,4],[1,0]],[[-36911260932614,43581646840896],[8812520790039,-1455785304142]],[[-33860362860889,-7441885007179],[-8812520790039,1455785304142]]]>,<101,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-4251858949036033524394866972076301952855,-5167828756456415820943707560076414680754,37811797372216845303699293161122364977,-41373905339313273198236557156921259645]>,<839,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[11,838,1]>,[[-4503252831232817983784599842011733103500007431133752758874,0],[-12378298188916019021242603784603817398996629794155521772836,0],[1,0]]>,[[[-2208751880157097815077903489323437400403281336454360958767,8742455961549992654918526239190860684585764851506878479976],[0,0]],[[-10169546308758921206164700295280379998593348457701160814410,-8742455961549992654918526239190860684585764851506878479976],[0,0]],[[12378298188916019021242603784603817398996629794155521773007,0],[-1,0]],[[171,0],[1,0]]]>*] [x,x^2-x-1,x^2-x+210,x^2-x+1049,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,101,839],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,101,839],[3,3,6,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,839,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,101,839],[1,1,1,1,6],1,[1.000000000,3.579174167,1.572367110],<"notfaithful",0>,[4,3]>,<1,5*839,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,101,839],[3,3,6,1,6],1,[1.000000000,0.3880376601,0.7037922688],<"notfaithful",0>,[4,3]>,<2,3^2*5*839,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,101,839],[3,6,7,1,7],1,[1.000000000,1.084147923,1.020862489],<"2.3e2_5_839.4t3.2",1>,[4,3]>]
x^3-18*x-118 -2^2*3*5*653 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[-9233133],[9978534],[-745401]] 2 [2,1,1,2,2,2,2,3,3,1,3,3,1,3,3,3,2,2,1,3,2,1,2,3,1,2,1,3,3,1,2,2,1,2,3,1,2,2,3,2,2,2,2,1,3,3,3,3,2,2,3,1,2,3,3,2,2,2,3,3,3,1,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,1,3,2,2,2,2,3,2,3,1,2,3,2,3,2,3,2,3,1,3,1,3,1,2,3,3,2,3,3,2,3,1,2,3,2,1,1,2,2,3,3,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2,3,2,1,2,3,3,3,2,3,3,2,2,3,1,2,3,3,3,3,2,3,2,3,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-118,0],[-18,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[347484,-353608],[197362,394725],[495331,466374]],[[-347484,353608],[326925,129563],[28957,57914]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1077359415,-687696648,1]>,[[474564817,0],[-474564818,-1],[1,1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-37995596267570,-7673656424740,1]>,[[-7673656424742,0],[7673656424741,-1],[1,1]]>,<653,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[34343710388726322254531156568071450400049399060736609568,63462567135329567335008059062658651911335754523380653299,1]>,[[63462567135329567335008059062658651911335754523380653101,0],[-63462567135329567335008059062658651911335754523380653200,-1],[99,1]]>*] [x,x^2-x+2449,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,653],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*653,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,653],[2,4,4,4],1,[1.000000000,0.6348595372,0.7778000846],<"notfaithful",0>,[3,2]>,<2,2^2*3*5*653,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,653],[4,5,5,5],1,[1.000000000,1.820930365,1.168498543],<"2.2e2_3_5_653.3t2.1",1>,[3,2]>]
x^4-10*x^2+124 2^6*11^2*31 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 5 x-1 10 [[-2662259],[1009077],[-1009077],[2662259]] 3 [3,2,1,5,1,5,5,5,1,5,1,4,3,3,4,4,4,5,4,4,5,3,3,4,1,3,4,5,3,2,3,5,4,3,3,3,2,4,3,3,1,4,4,3,5,2,5,2,5,4,3,3,5,1,2,3,4,3,5,3,5,3,5,4,4,2,2,5,3,3,4,5,2,3,4,2,4,2,4,5,4,2,5,4,5,4,4,5,5,1,4,5,2,3,1,5,4,1,3,3,5,5,5,5,3,2,2,3,4,5,5,5,1,1,1,4,1,2,2,5,1,5,5,4,4,3,4,2,4,3,3,3,4,4,5,3,4,3,4,5,5,5,2,3,4,4,3,3,2,1,3,4,1,5,4,1,5,4,3,5,1,5,3,4,1,1,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-60,2>,<x^2-17856,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[2,1,3,4],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[1,2,4,3],[4,3,1,2]],[4,3,2,1],[1,2,3,4,5],[2,4],[[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<<[],[1,1,1]>,[[146810,-499088],[-91684,-355136],[-45838,-177568],[4,0],[1,0]]>,[[[82314,68134],[116722,-115848],[51612,117243],[17204,39081]],[[-82314,-68134],[-116722,115848],[79460,13829],[113868,91991]],[[-115964,-106234],[-37802,-62480],[117243,65631],[39081,21877]],[[115964,106234],[37802,62480],[13829,65441],[91991,109195]]]>,<3,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-316710316,-316710316],[307016069,307016069],[316710316,316710316],[-307016069,-307016069]]>,<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[283175085628312620930,66566694912088171878,1]>,[[-66566694912088171871,-1],[7,1],[-7,-1],[66566694912088171871,1]]>,<31,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-308556738555776876856806849294,0,1]>,[[-146152900709494667214489857061,0],[146152900709494667214489857061,0],[0,-1],[0,1]]>*] [x,x^2-x+3,x^2-31,x^2+341,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,31],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,31],[3,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,2^2*31,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,31],[6,1,1,6],1,[1.000000000,1.440364959,1.143634374],<"notfaithful",0>,[4,3]>,<1,2^2*11*31,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,31],[6,1,6,6],1,[1.000000000,2.381774926,1.210336453],<"notfaithful",0>,[4,3]>,<2,2^6*11*31,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,11,31],[6,2,7,7],1,[1.000000000,1.020820938,0.8899916561],<"2.2e6_11_31.4t3.1",1>,[4,3]>]
x^4+10*x^2+124 2^6*11^2*31 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 5 x-1 10 [[-2555764],[-2988638],[2988638],[2555764]] 3 [3,1,1,5,3,5,5,5,2,5,4,4,3,3,4,4,4,5,4,4,5,3,3,4,1,3,4,5,3,2,3,5,4,3,3,3,2,4,3,3,2,4,4,3,5,1,5,1,5,4,3,3,5,2,2,3,4,3,5,3,5,3,5,4,4,2,1,5,3,3,4,5,1,3,4,1,4,2,4,5,4,2,5,4,5,4,4,5,5,2,4,5,1,3,2,5,4,1,3,3,5,5,5,5,3,2,1,3,4,5,5,5,1,2,2,4,2,1,2,5,1,5,5,4,4,3,4,1,4,3,3,3,4,4,5,3,4,3,4,5,5,5,1,3,4,4,3,3,1,2,3,4,2,5,4,2,5,4,3,5,2,5,3,4,1,2,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+60,2>,<x^2-17856,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[1,2,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[2,1,3,4],[3,4,2,1]],[4,3,2,1],[1,2,3,4,5],[2,4],[[[2,1,4,3],[1,2,4,3]],[[2,1,4,3]]],20,<<[],[1,1,1]>,[[238498,-143952],[-432596,-169152],[307994,-84576],[4,0],[1,0]]>,[[[-83166,-10028],[-117574,-88190],[79460,13829],[113868,91991]],[[83166,10028],[117574,88190],[51612,117243],[17204,39081]],[[68018,-18916],[-10144,-62670],[13829,65441],[91991,109195]],[[-68018,18916],[10144,62670],[117243,65631],[39081,21877]]]>,<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-316710316,307016069,316710316,-307016069]>,<11,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,7,1]>,[[173212090897488692643,-179567668010661875571],[160408292293030096458,-50276201478071402317],[1,0]]>,[[[-160408292293030096457,50276201478071402322],[-1,0]],[[1,5],[1,0]],[[-1,-5],[-1,0]],[[160408292293030096457,-50276201478071402322],[1,0]]]>,<31,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,29,1]>,[[308556738555776876856806849294,0],[0,0],[1,0]]>,[[[166557684276975115131613008261,-243330360291584650763253193141],[0,0]],[[-166557684276975115131613008261,243330360291584650763253193141],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-x+3,x^2-31,x^2+341,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,31],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,31],[3,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,2^2*31,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,31],[6,1,1,6],1,[1.000000000,1.440364959,1.143634374],<"notfaithful",0>,[4,3]>,<1,2^2*11*31,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,31],[6,1,6,6],1,[1.000000000,2.381774926,1.210336453],<"notfaithful",0>,[4,3]>,<2,2^6*11*31,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,11,31],[6,1,7,7],1,[1.000000000,2.745120634,1.354780103],<"2.2e6_11_31.4t3.2",1>,[4,3]>]
x^4-26*x^2-384 -2^3*3*7^2*79^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 59 x-1 6 [[-20286515335],[10718619807],[-10718619807],[20286515335]] 4 [1,4,3,3,2,5,4,5,4,3,3,5,4,5,4,3,1,4,4,5,3,1,3,5,3,3,1,3,5,5,3,3,5,4,3,2,4,4,5,1,1,5,5,3,3,1,5,3,1,4,5,4,3,2,5,4,3,1,4,4,5,2,4,4,3,2,5,2,1,4,4,5,3,5,5,5,2,5,5,1,1,4,4,3,3,3,5,1,2,3,3,5,2,3,4,4,1,4,5,4,4,2,3,4,4,2,2,5,4,1,2,5,4,4,3,4,5,4,1,3,4,3,3,1,4,3,5,5,3,5,5,4,1,4,5,2,3,5,1,4,5,1,3,3,4,5,4,5,4,4,4,4,5,5,4,4,2,4,2,3,3,4,2,3,5,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-156,2>,<x^2+55296,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[3],[[[1,2,4,3]]],20,<[],[267302,0,1]>,[[-16312,0],[16312,0],[0,1],[0,131071]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-577065111,0],[0,0],[1,0]]>,[[[-1103538001,-1103538001],[0,0]],[[1103538001,1103538001],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[10302423203133453,0],[29463177544550911,-16776362917687030],[1,0]]>,[[[-29463177544550908,16776362917687031],[-1,0]],[[3,1],[1,0]],[[-3,-1],[-1,0]],[[29463177544550908,-16776362917687031],[1,0]]]>,<79,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-10480494169900074830802841503926801174,41466114204763464330834792137141079181,1]>,[[-41466114204763464330834792137141079133,-1],[48,1],[-48,-1],[41466114204763464330834792137141079133,1]]>*] [x,x^2-x-138,x^2+6,x^2+3318,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,79],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*79,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,79],[1,1,6,6],1,[1.000000000,2.368909564,1.445037084],<"notfaithful",0>,[4,3]>,<1,2^3*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,79],[6,6,1,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[4,3]>,<1,2^3*3*7*79,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,79],[6,6,6,6],1,[1.000000000,0.8726330643,0.9702347005],<"notfaithful",0>,[4,3]>,<2,2^3*3*7*79,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,7,79],[6,7,7,6],1,[1.000000000,1.230125212,1.159784086],<"2.2e3_3_7_79.4t3.5",1>,[4,3]>]
x^4-13*x^2-96 -2^3*3*7^2*79^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 8 [[9552050],[-95452464],[95452464],[-9552050]] 4 [4,1,3,3,1,5,4,5,4,3,3,5,4,5,4,3,2,4,4,5,3,1,3,5,3,3,1,3,5,5,3,3,5,4,3,2,4,4,5,2,2,5,5,3,3,1,5,3,2,4,5,4,3,1,5,4,3,1,4,4,5,1,4,4,3,1,5,2,2,4,4,5,3,5,5,5,1,5,5,1,2,4,4,3,3,3,5,1,1,3,3,5,2,3,4,4,2,4,5,4,4,1,3,4,4,2,1,5,4,1,2,5,4,4,3,4,5,4,2,3,4,3,3,2,4,3,5,5,3,5,5,4,1,4,5,2,3,5,2,4,5,2,3,3,4,5,4,5,4,4,4,4,5,5,4,4,2,4,2,3,3,4,2,3,5,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-78,2>,<x^2+13824,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[3],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[8030,0],[0,0],[1,0]]>,[[[0,0],[4,0]],[[0,0],[65532,0]],[[-76231,-152462],[0,0]],[[76231,152462],[0,0]]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[1454859645,0,1]>,[[-1318759273,0],[1318759273,0],[0,-1],[0,1]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[26444179924037869,-13927407261285329],[-2715003179554029,-27502423159055334],[1,0]]>,[[[2715003179554030,27502423159055339],[-1,0]],[[1,5],[1,0]],[[-1,-5],[-1,0]],[[-2715003179554030,-27502423159055339],[1,0]]]>,<79,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[15694901437864956317220320664816664040,28338959539224884582544216643965115655,1]>,[[-28338959539224884582544216643965115597,-1],[58,1],[-58,-1],[28338959539224884582544216643965115597,1]]>*] [x,x^2-x-138,x^2+6,x^2+3318,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,79],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*79,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,79],[1,1,6,6],1,[1.000000000,2.368909564,1.445037084],<"notfaithful",0>,[4,3]>,<1,2^3*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,79],[6,6,1,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[4,3]>,<1,2^3*3*7*79,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,79],[6,6,6,6],1,[1.000000000,0.8726330643,0.9702347005],<"notfaithful",0>,[4,3]>,<2,2^3*3*7*79,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,7,79],[6,7,6,7],1,[1.000000000,1.064353797,0.8978444294],<"2.2e3_3_7_79.4t3.6",1>,[4,3]>]
