x^2-x-5183 3*6911 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-27916],[27917]] 1 [2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-5181,3,1]>,[[-1,-1],[2,1]]>,<6911,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[11935297,6911,1]>,[[-3455,-1],[3456,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,6911],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*6911,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,6911],[3,3],1,[1.000000000,0.4261656762,0.7521874844],<"1.3_6911.2t1.1",1>,[2,1]>]
x^3-36*x-1 3*6911 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 71 x-1 5 [[607410548],[-51707081],[-555703467]] 1 [2,1,2,2,3,2,2,3,2,2,3,2,2,2,3,3,2,2,2,1,1,2,2,3,3,2,3,2,2,2,3,3,2,2,3,2,3,2,3,2,2,3,2,2,2,2,3,1,3,2,3,2,2,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,2,3,1,3,1,2,1,3,2,2,2,2,3,3,3,3,3,2,2,3,2,3,1,2,3,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,3,3,2,2,2,3,2,2,2,3,3,3,2,2,2,3,2,1,1,2,2,2,3,2,2,2,1,3,2,2,3,1,3,2,1,3,2,2,2,2,3,2,2,2,1,3,3,1,3,2,2,2,3,2,2,2,2,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[140068830,877184754,1]>,[[-285076715,0],[285076714,-1],[1,1]]>,<6911,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-20600296691985900147951363941554524404172065876777577486281766261854100354051,-25282397992560168906709533148948497489733032080562089746801380789207876271196,1]>,[[-25282397992560168906709533148948497489733032080562089746801380789207876284442,0],[25282397992560168906709533148948497489733032080562089746801380789207876277819,-1],[6623,1]]>*] [x,x^2-x-5183,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,6911],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*6911,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,6911],[4,4],1,[1.000000000,0.4261656762,0.7521874844],<"notfaithful",0>,[3,2]>,<2,3*6911,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,6911],[4,4],1,[1.000000000,1.682759627,1.187180385],<"2.3_6911.3t2.1",1>,[3,2]>]
x^3+7*x-133 -7^2*17*23 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[-14073096],[24847542],[-10774446]] 2 [3,2,1,1,3,3,1,2,1,2,2,1,2,2,1,2,3,3,2,2,2,3,2,2,3,3,2,3,3,1,3,2,2,2,2,3,2,2,2,2,3,1,2,2,2,3,2,3,1,2,2,1,3,2,3,2,2,1,2,2,3,2,1,2,3,2,3,3,2,3,3,2,3,2,3,2,2,2,1,1,3,2,1,2,2,1,2,2,1,3,2,3,2,3,2,3,3,3,2,2,2,2,2,2,3,3,1,3,1,2,2,2,3,3,2,3,3,3,2,2,2,2,3,2,2,2,1,2,2,2,1,1,3,2,3,2,2,3,2,2,2,2,2,3,1,3,2,2,3,3,2,1,1,2,1,3,2,2,2,3,2,2,3,2,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-44383614292532,6477542283326,-240900647044]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-133,7,0,1]>,[[32607629795976249,2508511449168232,1287901649308339],[-32607629795976249,-2508511449168233,-1287901649308339],[0,1,0]]>,<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1597761828000609473375449,-409791493600997192297104,1]>,[[-409791493600997192297110,0],[409791493600997192297107,-1],[3,1]]>,<23,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[329838036871487335975578661,850912868042898439254429144,1]>,[[850912868042898439254429110,0],[-850912868042898439254429127,-1],[17,1]]>*] [x,x^2-x+98,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,7,17,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,17*23,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,7,17,23],[1,1,4,4],1,[1.000000000,2.224280373,1.287404311],<"notfaithful",0>,[3,2]>,<2,7^2*17*23,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[5,7,17,23],[1,4,5,5],1,[1.000000000,0.9490288812,0.8307802622],<"2.7e2_17_23.3t2.1",1>,[3,2]>]
x^3-x^2+19*x-17 -2^2*7283 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[-4680626],[5316319],[-635692]] 2 [2,3,2,3,2,3,2,2,3,1,3,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,3,1,3,3,2,1,3,2,2,3,2,2,3,2,3,3,2,2,3,3,2,1,2,3,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,2,3,1,3,3,1,2,2,3,2,2,3,2,1,3,3,3,3,1,1,2,1,2,2,2,2,3,2,1,2,2,3,3,3,1,2,2,3,2,2,2,3,2,3,2,1,2,3,2,3,3,3,2,1,2,2,2,3,2,2,3,3,3,2,2,1,3,2,1,3,3,3,1,1,1,1,2,2,2,1,3,2,2,2,1,3,3,2,1,2,3,3,3,2,3,1,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[2,0],[20,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[476731,-95114],[239088,478177],[317716,111144]],[[-476731,95114],[285199,46111],[206572,413144]]]>,<7283,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[755230385706501223894053367117520780746613999348495328982288031355567530600,65431434096428959460262524910529823999613480544491973790362404521916203256331,1]>,[[65431434096428959460262524910529823999613480544491973790362404521916203252428,0],[-65431434096428959460262524910529823999613480544491973790362404521916203254379,-1],[1952,1]]>*] [x,x^2-x+1821,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7283],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,7283,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7283],[2,4],1,[1.000000000,0.9203112404,0.8777742184],<"notfaithful",0>,[3,2]>,<2,2^2*7283,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,7283],[4,5],1,[1.000000000,0.5574879202,0.8668705018],<"2.2e2_7283.3t2.1",1>,[3,2]>]
x^4-34*x^2-4 -2^6*293^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[-100314087],[33152846],[-33152846],[100314087]] 4 [3,5,3,5,5,3,1,5,5,3,4,1,3,4,5,2,4,2,4,4,1,5,4,3,1,3,5,4,2,3,5,5,2,5,1,5,3,5,4,3,5,3,4,1,1,4,4,5,5,1,1,4,3,5,1,5,1,4,1,3,4,1,4,5,3,1,4,3,4,2,2,5,5,3,5,4,2,1,3,3,4,3,5,2,5,4,2,3,3,4,5,4,5,4,4,4,1,2,5,3,4,3,5,2,4,1,4,3,5,1,4,3,2,4,5,1,4,4,1,4,3,2,2,4,5,2,2,4,4,3,4,5,5,3,3,3,3,5,2,3,4,2,4,5,3,4,1,2,5,4,3,3,4,5,5,5,4,3,2,3,4,3,4,5,3,4,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-204,2>,<x^2+576,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[2,1,3,4],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[1,2,4,3],[4,3,1,2]],[4,3,2,1],[1,2,3,4,5],[2,4],[[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<<[],[1,1,1]>,[[22114,160784],[-363124,134848],[-181558,67424],[4,0],[1,0]]>,[[[-66030,121662],[68746,6488],[71092,89383],[67388,73485]],[[66030,-121662],[-68746,-6488],[59980,41689],[63684,57587]],[[-96252,78718],[50718,90912],[89383,18291],[73485,6097]],[[96252,-78718],[-50718,-90912],[41689,112781],[57587,124975]]]>,<293,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-3469253514672509650377677209318862422923837871758,-2814445911016289039780594406420154219820545185601,1]>,[[2814445911016289039780594406420154219820545185757,-1],[156,1],[-156,-1],[-2814445911016289039780594406420154219820545185757,1]]>*] [x,x^2-x-73,x^2+1,x^2+293,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,293],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,293,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,293],[3,6],1,[1.000000000,0.3314383943,0.6690787423],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,293],[6,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,2^2*293,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,293],[6,6],1,[1.000000000,1.651804222,1.113828143],<"notfaithful",0>,[4,3]>,<2,2^6*293,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,293],[6,7],1,[1.000000000,1.077519053,0.9966516854],<"2.2e6_293.4t3.2",1>,[4,3]>]
x^4-x+9 3*6911 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 71 x-1 5 [[-592131537],[54350379],[58350397],[479430761]] 2 [5,1,5,5,4,5,3,4,3,3,4,3,5,3,4,4,5,5,3,1,2,5,3,4,4,3,4,3,3,5,4,4,3,3,4,3,4,5,4,3,5,4,5,5,5,5,4,2,4,5,4,5,3,3,4,5,4,5,5,5,4,3,4,5,4,3,5,5,5,4,2,4,2,3,2,4,5,5,5,3,4,4,4,4,4,5,5,4,3,4,2,5,4,2,5,5,5,3,5,1,5,5,2,2,5,3,2,3,4,4,3,5,5,4,3,3,3,4,4,4,3,3,3,4,3,2,1,3,5,5,4,3,5,3,2,4,3,3,4,1,4,3,2,4,5,5,3,5,4,3,3,3,2,4,4,1,4,3,5,5,4,3,3,5,3,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-343436334,-247492449,1]>,[[19138446,0],[-266630897,0],[247492450,-1],[1,1]]>,<6911,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[7,6910,1]>,[[-13982975521542466749276593970396148934547307830303725891897103123405954047078,0],[1022879885218536601143618397233029585158648398978760061389183342055931256308,0],[1,0]]>,[[[28207065165841193163412799802778810037632998270496586036415793272482464042050,19086076837718504067837559725460909661936925013313119968426042935773524148225],[0,0]],[[-27184185280622656562269181405545780452474349871517825975026609930426532785766,-19086076837718504067837559725460909661936925013313119968426042935773524148225],[0,0]],[[-1022879885218536601143618397233029585158648398978760061389183342055931256296,0],[-1,0]],[[12,0],[1,0]]]>*] [x,x^2-x-5183,x^3-36*x-1,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,6911],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*6911,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,6911],[6,6],1,[1.000000000,0.4261656762,0.7521874844],<"notfaithful",0>,[4,5]>,<2,3*6911,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,6911],[6,6],1,[1.000000000,1.682759627,1.187180385],<"notfaithful",0>,[4,5]>,<3,3^2*6911^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1]]],[3,6911],[6,7],1,[0,0,0],<"3.3e2_6911e2.6t8.1",1>,[4,5]>,<3,3*6911,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[0],[-1]]],[3,6911],[6,7],1,[1.000000000,0.8883857296,0.8974383187],<"3.3_6911.4t5.1",1>,[4,5]>]
x^6-2*x^4-4*x^3+6*x-2 -2^6*19*37^2 4 1 48 "C2*S4" [[6,2,3,4,5,1],[2,1,6,4,5,3],[2,4,5,1,6,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[1,2,3,5,4,6]>,<2,3,[6,2,3,5,4,1]>,<2,6,[2,1,6,4,5,3]>,<2,6,[2,1,6,5,4,3]>,<3,8,[2,4,5,1,6,3]>,<4,6,[4,2,3,6,1,5]>,<4,6,[4,3,2,6,1,5]>,<6,8,[2,4,5,6,1,3]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 61 x^2+60*x+2 7 [[-141549053869,-937576318630],[-456340984447,937576318630],[-1251162348225,615724981257],[740330588450,0],[-1552273846537,0],[-481747191393,-615724981257]] 3 [6,10,5,7,7,6,9,5,9,6,6,3,10,9,7,10,8,5,3,10,7,6,7,8,8,7,8,2,6,8,10,5,4,4,7,3,7,5,8,10,8,10,9,6,7,9,10,10,8,7,4,5,8,9,6,7,2,7,9,6,5,3,10,5,9,3,6,10,9,4,9,7,4,10,10,8,9,7,8,6,7,6,6,10,8,7,8,5,5,5,5,9,8,1,5,9,10,10,6,5,8,9,6,8,7,5,9,7,10,3,8,7,7,7,9,10,5,5,5,10,8,10,10,6,4,9,9,7,5,7,7,10,10,5,7,9,10,10,6,5,10,7,4,6,6,2,9,6,5,3,3,4,5,10,8,8,5,4,7,2,5,10,5,3,6,10,8,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-8*x^2-32*x+128,4>,<x^6-14*x^5-36*x^4+1248*x^3-6464*x^2-31968*x+316208,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x+2,2>,<x^6+14*x^5+108*x^4+688*x^3+2640*x^2+3328*x-2704,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,24,12,[[2,1,4,3,5,6],[6,5,1,2,4,3],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[2,1,5,6,3,4],[6,5,1,2,4,3],[1,2,6,5,3,4]],[2,1,5,6,3,4],[1,4,6,7,8],[1,2],[[[2,1,4,3,5,6],[6,5,1,2,4,3]],[[1,2,4,3,6,5],[2,1,4,3,5,6]]],20,<<[],[1,1,1]>,[[-118014,0],[-148252,515844],[-17488,16288],[-151886,95856],[-418772,-194676],[-230460,-235494],[261212,-471870],[243472,277610],[-134474,-323688],[148306,384198],[492200,-64080],[4,12],[1,0]]>,[[[150870,-66358],[-178714,116348],[233143,167798],[-19879,45214],[-132358,-163775],[83625,55791],[138587,-42720],[65730,129387],[-175036,-8281],[-46699,-138160],[-104761,9286],[-172953,211686]],[[-40848,-139502],[-4108,-149258],[191485,-181010],[-226247,239118],[-72391,171993],[199957,-156827],[-222729,191038],[167715,-4057],[-142448,202195],[159353,-193149],[-139693,245767],[88137,18065]],[[-179564,94438],[218952,45494],[232734,-112957],[162259,-66830],[-126255,-109480],[-258146,216478],[-39579,63253],[-259336,-32706],[-217601,-7512],[-9289,211959],[-102825,-219084],[-219304,-205538]],[[-234238,73956],[-80040,214432],[140118,91689],[-133897,78692],[-47274,207589],[-51572,136908],[143587,-101155],[-194355,63969],[48057,250096],[101650,-10333],[257596,-245826],[-158001,194826]],[[118586,174252],[27400,-155978],[150211,58219],[157669,-116122],[190855,-157444],[-257889,-131466],[-154588,96684],[-103568,-146803],[-28962,-105052],[57544,34005],[131047,207941],[-155534,177854]],[[185194,-136786],[16510,-71038],[100885,-23739],[60095,-180072],[187423,51117],[-240263,-120884],[134722,-207100],[-200474,-9790],[-8298,192842],[261729,95678],[-41364,1916],[93367,127395]]]>,<5,2,1,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,3,2,4,6,5],[1,5],[1],[[]],20,<[],[2,4,1]>,[[26553266919279,0],[-32191181321863,29628190883784],[40030918424251,-29628190883784],[-3980888815333,0],[-8648106935857,3278975333655],[-2690521942352,-3278975333655]]>,<19,4,2,[[1,2,3,4,6,5],[3,4,1,2,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5]],[3,4,1,2,5,6],[1,5,3,6],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,18,1]>,[[-11872659993234869435940249,0],[6329285800930017941913337,0],[1,0]]>,[[[17132172222353759694684946,-12439401291326314849265948],[0,0]],[[-13254241318906549395110979,-2099667497387979856081530],[0,0]],[[15501554720951677821338404,12439401291326314849265948],[0,0]],[[-13050199823468870178999040,2099667497387979856081530],[0,0]],[[-6329285800930017941913334,0],[-1,0]],[[3,0],[1,0]]]>,<37,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,33,1]>,[[-7860544227296802271487926516651,0],[7955428330230070293008376851596,0],[1,0]]>,[[[9338313665038708415944642931600,-1295932513459400712357907790853],[0,0]],[[5859119275876614470383092456147,1295932513459400712357907790853],[0,0]],[[-7955428330230070293008376851582,0],[-1,0]],[[14,0],[1,0]],[[-8636213643843795334866346962927,0],[261038997609184366092163538990,0]],[[1394209033158542741546988426748,0],[-261038997609184366092163538990,0]]]>*] [x,x^2-x+176,x^2-x-9,x^2-x+5,x^6-3*x^5+73*x^4-131*x^3+1080*x^2-1550*x+5386,x^3-x^2-3*x+1,x^4-2*x^3-2*x^2-16*x+45,0,0,x^4-2*x^3-2*x^2-16*x+45] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,19,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,19*37,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,19,37],[1,2,11,11],1,[1.000000000,1.658823755,1.190454855],<"notfaithful",0>,[6,11]>,<1,37,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,19,37],[5,5,5,11],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[6,11]>,<1,19,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,19,37],[2,1,11,2],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[6,11]>,<2,2^2*19^2*37,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,5,19,37],[11,5,11,12],1,[1.000000000,1.024770296,1.078764882],<"notfaithful",0>,[6,11]>,<2,2^2*37,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,19,37],[11,5,5,12],1,[1.000000000,0.5465728812,0.8656192389],<"notfaithful",0>,[6,11]>,<3,2^4*19^2*37,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]],[[1],[0],[-1]]],[2,5,19,37],[11,5,12,13],1,[1.000000000,1.406716789,1.049766544],<"notfaithful",0>,[6,11]>,<3,2^4*19*37,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]]],[2,5,19,37],[11,3,12,12],1,[1.000000000,0.9972663526,1.028119705],<"3.2e4_19_37.6t11.1",1>,[6,11]>,<3,2^4*19*37^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]],[[1],[-1]]],[2,5,19,37],[11,4,12,13],1,[1.000000000,1.030891137,0.9751950284],<"3.2e4_19_37e2.6t11.1",1>,[6,11]>,<3,2^4*19^2*37^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,5,19,37],[11,3,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
