x^2-x+362 -1447 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-3680],[3681]] 2 [1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1447,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[523814,1447,1]>,[[-723,-1],[724,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1447],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1447,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1447],[3],1,[1.000000000,1.899518130,1.203864237],<"1.1447.2t1.1",1>,[2,1]>]
x^4-11*x^2-8*x+8 2^5*17*199 4 0 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 107 x-1 5 [[-337122515],[-3996860787],[-747563321],[5081546623]] 1 [1,4,4,4,2,5,3,5,4,4,2,5,4,4,5,3,5,4,5,5,2,2,3,2,4,4,5,1,3,4,4,3,5,3,4,5,5,4,3,5,5,5,2,3,3,1,2,2,5,1,4,3,4,4,4,5,4,5,5,5,4,3,5,4,3,5,4,2,2,4,3,5,5,4,3,3,4,5,4,3,4,5,2,4,3,2,3,5,3,3,3,4,4,3,4,5,5,3,4,3,4,1,4,3,4,5,5,3,3,5,4,5,3,4,4,4,5,5,2,4,3,4,4,5,5,3,2,4,3,4,3,3,5,5,3,4,4,2,3,3,4,1,5,5,5,1,4,3,4,4,4,4,5,4,3,4,5,4,5,2,3,2,4,4,3,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,3,4],[2,1,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,3,4],[1,3,3,2],[2,4],[[[2,1,3,4],[2,1,4,3]],[[2,1,3,4]]],20,<[],[380070,-187340,205830,250232,1]>,[[62016,125980,60598,32710],[85288,-125980,70474,98362],[-223063,161518,261865,-225494],[-186385,-161518,-261865,225494]]>,<17,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[3,16,1]>,[[-100559768092826168794375,0],[1144617485935294643738140,0],[1,0]]>,[[[398412779077700252926889,994320856175649746982628],[0,0]],[[746204706857594390811245,-994320856175649746982628],[0,0]],[[-1144617485935294643738137,0],[-1,0]],[[3,0],[1,0]]]>,<199,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[2899203740374899740890180175474376608311182376,1691524288426902350166158366593773931781149266,1]>,[[-1384347798962223011991121928987221661326066222,0],[3075872087389125362157280295580995593107215100,0],[-1691524288426902350166158366593773931781149072,-1],[194,1]]>*] [x,x^2-6766,x^3-x^2-31*x-13,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,199],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*17*199,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,17,199],[6,6,6],1,[1.000000000,2.254576040,1.200117040],<"notfaithful",0>,[4,5]>,<2,2^3*17*199,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,17,199],[6,6,6],1,[1.000000000,1.190664621,1.136966103],<"notfaithful",0>,[4,5]>,<3,2^8*17^2*199^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]],[[1],[-1]]],[2,17,199],[6,7,8],1,[0,0,0],<"3.2e8_17e2_199e2.6t8.1",1>,[4,5]>,<3,2^5*17*199,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,17,199],[6,7,8],1,[1.000000000,1.513535387,1.309394317],<"3.2e5_17_199.4t5.1",1>,[4,5]>]
x^3-903*x-10234 3^4*7^2*43^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 17 x-1 5 [[-40953],[127268],[-86315]] 1 [1,1,3,1,3,2,1,1,3,1,2,1,3,1,1,3,1,3,2,3,1,3,3,1,2,2,1,3,3,3,1,2,3,1,3,3,3,2,1,1,1,3,2,1,3,2,3,2,1,1,2,1,2,3,2,1,2,2,1,3,3,3,2,2,2,1,3,2,2,3,2,2,1,1,1,2,3,1,1,1,3,1,2,2,3,3,2,1,3,1,1,1,1,2,1,3,1,3,2,2,3,2,1,2,2,1,1,2,2,2,3,2,2,2,3,3,3,2,2,1,1,1,1,3,2,3,1,1,2,2,2,1,3,3,1,1,2,3,1,2,2,1,2,2,3,2,1,1,2,1,1,1,2,2,3,2,3,3,3,2,1,3,3,2,2,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-10836,2>,<x+10836,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[271106,-82911,73949]>,<3,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[2],[[[3,1,2]]],20,<[],[-11136,-900,3,1]>,[[1,1,0],[154,290565370,96855122],[-155,-290565371,290565367]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-10234,-903,0,1]>,[[39896133148805850,2849723796343281,2849723796343286],[-39896133148805850,-2849723796343282,-2849723796343286],[0,1,0]]>,<43,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-10234,-903,0,1]>,[[-233528083888698957220528335746850,-2715442835915104153727073671473,-2715442835915104153727073671477],[233528083888698957220528335746850,2715442835915104153727073671472,2715442835915104153727073671477],[0,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,43],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,3^2*7*43,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,7,43],[1,4,4,4],0,[0.4408923123-0.8975600085*i,1.826572542-0.4359298002*i,1.304928025-0.04965731411*i],<"1.3e2_7_43.3t1.1",1>,[3,1]>,<1,3^2*7*43,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7,43],[1,4,4,4],0,[0.4408923123+0.8975600085*i,1.826572542+0.4359298002*i,1.304928025+0.04965731411*i],<"1.3e2_7_43.3t1.1",2>,[3,1]>]
x^3-903*x-8729 3^4*7^2*43^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 29 x-1 5 [[4276195],[-4938611],[662416]] 1 [3,1,2,1,1,2,2,3,2,1,3,3,3,1,3,1,2,2,3,3,2,2,3,3,2,3,3,2,1,3,1,1,1,1,2,1,1,1,1,3,2,3,1,2,3,3,3,2,2,3,1,1,3,3,1,2,3,1,2,3,1,3,2,3,1,3,2,2,3,3,3,1,2,3,1,1,1,3,3,2,3,1,3,2,2,2,2,3,3,1,3,2,2,2,3,3,3,1,1,1,3,3,2,1,3,2,1,1,3,2,2,3,2,3,3,1,3,3,1,1,2,1,3,1,1,3,3,3,2,1,3,1,2,3,3,1,3,1,1,3,2,3,3,2,1,2,1,2,1,3,3,1,2,1,1,2,2,2,3,3,3,3,3,1,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-29799,2>,<x+29799,3>]*]] [*<3,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[2],[[[3,1,2]]],20,<[],[-10527,-891,6,1]>,[[2,1,0],[-58,422640532,70440089],[56,-422640533,316980400]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-8729,-903,0,1]>,[[21761527172076055,3108789596010858,-4145052794681143],[-21761527172076055,-3108789596010859,4145052794681143],[0,1,0]]>,<11,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[227302993674108615369,-10951978117627298057,28285346237176867852]>,<43,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-8729,-903,0,1]>,[[127378954848381249393015455862055,-1974867517029166657256053579255,-987433758514583328628026789628],[-127378954848381249393015455862055,1974867517029166657256053579254,987433758514583328628026789628],[0,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,11,43],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,3^2*7*43,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,7,11,43],[3,4,4,1,4],0,[-0.6573941197-0.7535469271*i,0.6191891643-0.1219227477*i,0.8460993741-0.1289544483*i],<"1.3e2_7_43.3t1.2",1>,[3,1]>,<1,3^2*7*43,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7,11,43],[3,4,4,1,4],0,[-0.6573941197+0.7535469271*i,0.6191891643+0.1219227477*i,0.8460993741+0.1289544483*i],<"1.3e2_7_43.3t1.2",2>,[3,1]>]
x^3-903*x-3311 3^4*7^2*43^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 11 x-1 7 [[-5902545],[414899],[5487646]] 1 [2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,3,3,1,1,3,1,1,1,1,3,3,3,3,3,2,1,1,1,3,2,1,2,2,3,2,1,3,3,3,3,2,2,3,2,3,2,3,3,3,1,2,2,2,2,1,2,2,2,1,3,2,1,1,1,1,3,2,2,3,1,1,1,1,3,3,2,2,2,2,1,1,2,2,1,3,1,2,1,1,3,3,3,3,2,2,1,2,3,3,1,1,2,2,1,3,2,2,1,3,3,1,2,2,1,2,3,2,2,3,3,3,2,1,3,1,2,3,2,3,3,3,2,2,3,2,2,2,1,2,3,3,2,2,1,1,3,1,2,1,1,3,3,1,3,1,2,3,2,2,1,2,2,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-51471,2>,<x+51471,3>]*]] [*<3,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[2],[[[3,1,2]]],20,<[],[-5109,-891,6,1]>,[[2,1,0],[367029968,550544905,20390552],[-367029970,-550544906,367029937]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-3311,-903,0,1]>,[[-16798371852128874,-3599651111170467,4799534814893955],[16798371852128874,3599651111170466,-4799534814893955],[0,1,0]]>,<19,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-3773377777016571196999878,-578822615912812512140217,395361081608756530892137]>,<43,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-3311,-903,0,1]>,[[24581903567231469181108245868137,-1715016527946381570774993897775,2286688703928508761033325197033],[-24581903567231469181108245868137,1715016527946381570774993897774,-2286688703928508761033325197033],[0,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,19,43],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,3^2*7*43,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,7,19,43],[2,4,4,1,4],0,[-0.1073196497+0.9942245686*i,0.7859520063+0.4630572752*i,0.8507282974+0.1961700102*i],<"1.3e2_7_43.3t1.3",1>,[3,1]>,<1,3^2*7*43,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7,19,43],[2,4,4,1,4],0,[-0.1073196497-0.9942245686*i,0.7859520063-0.4630572752*i,0.8507282974-0.1961700102*i],<"1.3e2_7_43.3t1.3",2>,[3,1]>]
x^3-903*x-602 3^4*7^2*43^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 13 x-1 6 [[-796934],[1982614],[-1185680]] 1 [1,1,1,1,2,1,2,3,1,2,2,3,2,1,1,1,1,3,2,3,2,3,1,3,3,1,2,2,1,2,1,3,2,3,1,2,3,1,3,1,2,3,2,1,3,3,2,3,3,2,1,3,1,3,3,3,3,1,3,1,3,2,2,2,2,1,3,1,2,1,1,1,3,2,1,3,2,3,2,1,2,2,3,2,3,3,2,1,1,3,3,3,2,1,2,3,2,1,1,1,1,3,1,2,2,2,2,1,2,3,1,3,1,1,3,2,2,3,3,2,1,2,1,1,2,3,1,3,3,3,3,3,1,3,2,3,3,3,3,3,2,1,2,2,1,3,2,3,3,3,2,1,2,3,2,3,2,3,3,2,1,3,2,1,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+54180,2>,<x-54180,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[236002,-38343,64485]>,<3,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[2],[[[3,1,2]]],20,<[],[-2400,-891,6,1]>,[[2,1,0],[-31,58113073,213081269],[29,-58113074,174339220]]>,<5,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[31600717772352,691445620314,5854809263584]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-602,-903,0,1]>,[[7979226629761170,-1709834277805972,-3989613314880600],[-7979226629761170,1709834277805971,3989613314880600],[0,1,0]]>,<43,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-602,-903,0,1]>,[[46705616777739791444105667149370,-3801619970281145815217903140068,-1629265701549062492236244202886],[-46705616777739791444105667149370,3801619970281145815217903140067,1629265701549062492236244202886],[0,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,43],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,3^2*7*43,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,5,7,43],[1,4,1,4,4],0,[0.8754766313+0.4832604558*i,2.415716980+0.2499799191*i,1.387976076+0.01280094401*i],<"1.3e2_7_43.3t1.4",1>,[3,1]>,<1,3^2*7*43,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,7,43],[1,4,1,4,4],0,[0.8754766313-0.4832604558*i,2.415716980-0.2499799191*i,1.387976076-0.01280094401*i],<"1.3e2_7_43.3t1.4",2>,[3,1]>]
x^4-2*x^3+28*x^2-27*x-23 -19*821^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 9 [[19443013],[-7146815],[7146816],[-19443012]] 4 [5,5,1,1,3,5,3,4,1,4,5,4,4,2,3,5,5,3,4,4,2,4,3,4,5,1,4,5,5,4,5,1,2,3,2,5,2,1,5,5,5,5,3,4,1,2,4,4,5,1,3,3,4,2,4,2,4,2,2,5,3,4,5,3,3,5,5,4,2,2,3,3,1,4,5,4,3,1,5,4,2,4,5,5,4,1,4,3,3,1,3,3,4,3,3,3,5,5,5,3,5,3,4,4,3,3,2,3,4,5,4,3,1,3,3,4,3,1,2,5,5,4,4,4,2,1,1,3,2,2,3,5,5,2,3,3,5,4,4,3,5,3,3,4,5,5,3,4,3,4,5,3,2,5,5,5,3,3,1,4,3,4,3,4,4,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-27,2>,<x^2+52*x+1151,3>]*],[*[4],"CYC",0,5*]] [*<5,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-33670228008006,33670228008007,-8068494825732,8068494825733]>,<19,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,18,1]>,[[8870521120344112612873274,0],[19,0],[1,0]]>,[[[-3267319089859657432599899,10078623839333915338976567],[0,0]],[[3267319089859657432599900,-10078623839333915338976567],[0,0]],[[-9,0],[-1,0]],[[10,0],[1,0]]]>,<821,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,816,1]>,[[5904990942432545171491463227208388545446822210369152007559,4177465901389972472623621605925042552164487999471370539292],[-8131923004920413614550909248289724315450239991195734498256,-4717121684273006603202284431877747095771252346599193715252],[1,0]]>,[[[8131923004920413614550909248289724315450239991195734498807,4717121684273006603202284431877747095771252346599193716017],[-1,0]],[[551,765],[1,0]],[[-550,-765],[-1,0]],[[-8131923004920413614550909248289724315450239991195734498806,-4717121684273006603202284431877747095771252346599193716017],[1,0]]]>*] [x,x^2-x-205,x^2-x+5,x^2-x+3900,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,19,821],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,821,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,19,821],[1,1,6],1,[1.000000000,0.6765123568,0.7568704382],<"notfaithful",0>,[4,3]>,<1,19,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,19,821],[1,6,1],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[4,3]>,<1,19*821,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,19,821],[1,6,6],1,[1.000000000,4.125203160,1.587096442],<"notfaithful",0>,[4,3]>,<2,19*821,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[5,19,821],[1,6,6],1,[1.000000000,1.456915436,1.050872914],<"2.19_821.4t3.2",1>,[4,3]>]
x^4-x^2-83*x+104 -3*5*17*83^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 271 x-1 5 [[-400468233606],[452954625898],[130033389294],[-182519781586]] 3 [4,3,3,4,4,3,1,4,5,4,3,4,4,5,4,4,5,5,5,2,4,5,2,3,2,5,5,3,5,3,5,2,4,3,5,4,3,4,3,5,3,5,5,2,3,5,3,3,3,4,3,5,5,3,2,4,4,1,2,3,4,4,5,4,4,5,4,4,3,4,4,3,2,3,3,4,5,4,4,4,4,4,4,3,5,2,1,5,3,5,4,2,1,5,5,5,3,4,5,3,4,2,4,3,5,3,4,4,5,5,4,3,3,5,4,4,4,2,5,3,4,1,3,5,5,3,3,4,3,5,2,5,5,5,5,4,4,4,4,1,5,2,4,5,4,4,2,5,4,4,4,4,5,3,4,4,4,4,3,2,5,4,3,5,2,5,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-1321050495,0],[874372344,0],[1,0]]>,[[[-558163572,-995349743],[0,0]],[[1432535914,995349743],[0,0]],[[-874372343,0],[-1,0]],[[1,0],[1,0]]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[4653869490,0],[1696281796965,0],[1,0]]>,[[[11397346918634,-28744945681817],[0,0]],[[31009698005277,28744945681817],[0,0]],[[-445375002143,0],[-25,0]],[[107,0],[25,0]]]>,<17,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[969081392056656376490209,-1869764140786595202170755,1]>,[[-754278298981573794467176,0],[-1115485841805021407703611,0],[1869764140786595202170771,-1],[16,1]]>,<83,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[2,82,1]>,[[69384258779818537880676643363597745041,15157482390718642811162317067470125171],[-84626529941416573228326203117801952084,-19679734934405411309621301312760915449],[1,0]]>,[[[84626529941416573228326203117801952133,19679734934405411309621301312760915517],[-1,0]],[[49,68],[1,0]],[[-66725582391290054680178923276406952098,-77916844613831925433729199050691317586],[-1309202765725872717266765295064936454,-906781708085320843189960875011376974]],[[-17900947550126518548147279841395000084,58237109679426514124107897737930402001],[1309202765725872717266765295064936454,906781708085320843189960875011376974]]]>*] [x,x^2-x+64,x^3-x^2-3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,17,83],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*5*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,17,83],[6,6,6,1],1,[1.000000000,2.360809959,1.366526384],<"notfaithful",0>,[4,5]>,<2,3*5*17,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,5,17,83],[6,6,6,1],1,[1.000000000,0.7841606688,0.8657707504],<"notfaithful",0>,[4,5]>,<3,3^2*5^2*17^2*83^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[3,5,17,83],[6,6,7,6],1,[0,0,0],<"3.3e2_5e2_17e2_83e2.6t8.1",1>,[4,5]>,<3,3*5*17*83^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[1]]],[3,5,17,83],[6,6,7,8],1,[0,0,0],<"3.3_5_17_83e2.4t5.1",1>,[4,5]>]
