x^2-x+359 -5*7*41 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 19 x-1 5 [[-738604],[738605]] 2 [2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[365,5,1]>,[[-2,-1],[3,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[371,7,1]>,[[-3,-1],[4,1]]>,<41,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[779,41,1]>,[[-20,-1],[21,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,7,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*7*41,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,7,41],[3,3,3],1,[1.000000000,0.3317293620,0.7050141572],<"1.5_7_41.2t1.1",1>,[2,1]>]
x^4-2*x^3+7*x^2+2*x-3 -2^4*23*31 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 227 x-1 5 [[-172099035729],[139187413],[217387065895],[-45427217577]] 3 [2,4,3,4,5,5,4,2,3,3,1,2,4,5,5,4,5,4,4,5,5,5,5,2,3,4,4,4,5,5,4,3,2,4,5,2,3,3,4,4,4,4,2,4,5,5,3,4,1,4,4,4,1,5,4,5,3,4,3,5,4,5,5,3,4,4,2,4,4,4,3,1,3,3,1,3,4,2,4,5,4,3,4,2,3,3,5,4,3,4,4,4,4,2,4,4,5,5,3,4,5,4,4,4,3,2,4,4,5,5,5,4,3,3,5,4,3,2,4,4,5,3,2,3,5,5,4,4,2,5,4,5,4,4,3,5,4,3,2,5,3,3,4,3,5,4,4,1,2,2,4,4,4,5,2,3,4,3,5,2,1,2,4,4,5,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,4,[[2,1,3,4],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[3,4,1,2],[4,3,1,2]],[3,4,1,2],[1,2,3,2,5],[2],[[[1,2,4,3],[2,1,3,4]]],20,<<[],[1,1,1]>,[[93016,-42390],[235500,-68636],[-489248,260156],[-80480,-35794],[1,0]]>,[[[87136,83871],[-67396,-11532],[61518,-104234],[-19774,-99554]],[[-64084,-37769],[67396,11532],[-61518,104234],[19774,99554]],[[103889,-120975],[-69440,45668],[-65838,80452],[-76116,112574]],[[-126939,74873],[69440,-45668],[65838,-80452],[76116,-112574]]]>,<23,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[5,21,1]>,[[600851912509200758036476450,0],[-58245253730811117445526984,0],[1,0]]>,[[[-569208969551038070665585695,520615149236706636980077239],[0,0]],[[510963715820226953220058693,-520615149236706636980077239],[0,0]],[[58245253730811117445526994,0],[-1,0]],[[10,0],[1,0]]]>,<31,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[321699407460896736573232751169,-77799578186481871428205823774,1]>,[[165233199273612394819167798423,0],[-243032777460094266247373622241,0],[77799578186481871428205823797,-1],[23,1]]>*] [x,x^2+713,x^3+14*x-4,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,23,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^2*23*31,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,23,31],[6,6,6],1,[1.000000000,1.411842834,1.094946547],<"notfaithful",0>,[4,5]>,<2,2^2*23*31,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,23,31],[6,6,6],1,[1.000000000,1.344658826,1.170311303],<"notfaithful",0>,[4,5]>,<3,2^6*23^2*31^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]],[[1],[-1]]],[2,23,31],[6,7,8],1,[0,0,0],<"3.2e6_23e2_31e2.6t8.1",1>,[4,5]>,<3,2^4*23*31,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,23,31],[6,7,8],1,[1.000000000,0.6912808635,0.8221070196],<"3.2e4_23_31.4t5.1",1>,[4,5]>]
x^3-x^2+6*x-80 -11*13*17^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[768579],[3002920],[2664845]] 2 [1,3,2,3,1,1,2,3,1,2,2,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,1,2,3,3,2,2,2,2,3,3,3,2,3,2,3,1,1,1,1,3,2,2,1,2,2,3,1,3,1,2,1,3,2,3,2,3,3,1,3,2,2,2,2,3,2,3,3,2,2,2,3,2,2,1,3,2,3,3,2,3,2,1,1,2,3,3,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,3,3,3,3,1,3,1,1,3,2,3,3,2,3,3,3,3,3,2,3,2,3,2,1,3,3,2,3,3,2,2,2,1,2,2,3,3,2,2,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-205561,-3560,209122]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[314320112212965824328,-8830567730410126503,1]>,[[-8830567730410126522,0],[8830567730410126513,-1],[10,1]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[8010304703153504637210,1355587659054098553681,1]>,[[1355587659054098553666,0],[-1355587659054098553673,-1],[8,1]]>,<17,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[3,16,1]>,[[136,0],[102,0],[17,0],[1,0]]>,[[[297295428417506544415733,291176391467661600702067],[102024841956415478463437,87463241396161723822665],[-37902298572247400256122,55030321599756906179773]],[[6,0],[1,0],[0,0]],[[-297295428417506544415738,-291176391467661600702067],[-102024841956415478463438,-87463241396161723822665],[37902298572247400256122,-55030321599756906179773]]]>*] [x,x^2-x+36,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,13,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*13,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,13,17],[1,4,4,2],1,[1.000000000,2.627131755,1.468354438],<"notfaithful",0>,[3,2]>,<2,11*13*17^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,11,13,17],[1,4,4,5],1,[1.000000000,2.830961786,1.574492406],<"2.11_13_17e2.3t2.1",1>,[3,2]>]
x^3-x^2-63*x+710 -19^2*23*29 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[51340],[-13284],[-38055]] 2 [2,2,2,2,1,3,3,1,1,1,2,3,2,3,2,2,3,3,2,1,2,3,2,1,3,2,2,2,2,1,2,2,1,3,2,3,3,2,3,1,3,2,3,2,1,2,2,3,2,3,3,3,2,1,1,3,2,2,3,2,2,3,2,2,2,2,2,1,3,1,3,3,3,2,3,2,1,3,2,2,2,3,2,3,1,2,2,2,2,3,1,3,3,2,1,3,3,2,2,2,3,2,1,3,2,2,3,1,2,2,2,2,3,1,2,3,2,1,2,3,2,3,1,3,3,2,2,3,1,3,2,1,1,3,3,1,3,2,1,2,3,3,2,3,2,3,2,1,2,1,1,3,3,2,3,3,2,1,2,2,2,2,2,3,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<7,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[3,6,1]>,[[37264723528741550,0],[5553385733261565,-5236795217057887],[2777471479489458,5236795217057887]]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[1919,418,38,1]>,[[8390806239463805210432875,543438602551419142274834,-749344462684192412080793],[-8390806239463805210432887,-543438602551419142274835,749344462684192412080793],[13,1,0]]>,<23,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-818695981631409703219846315,-547495832340156096280703338,1]>,[[-547495832340156096280703345,0],[547495832340156096280703342,-1],[4,1]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-4286419492153951306552003241,45180525444087043434071865995,1]>,[[45180525444087043434071865954,0],[-45180525444087043434071865974,-1],[21,1]]>*] [x,x^2-x+167,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,19,23,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,23*29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[7,19,23,29],[2,1,4,4],1,[1.000000000,0.4865718134,0.6919694301],<"notfaithful",0>,[3,2]>,<2,19^2*23*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[7,19,23,29],[2,4,5,5],1,[1.000000000,1.714124145,1.091893216],<"2.19e2_23_29.3t2.1",1>,[3,2]>]
x^4-x^3-783*x^2+13709*x-71230 -2^3*2089^3 2 1 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 10 [[-348696770189],[-993406230927],[-288468693079],[-385422206253]] 4 [1,2,4,3,5,4,1,5,3,4,3,3,2,1,4,3,5,4,5,4,5,3,5,1,5,3,4,2,3,5,3,5,1,2,3,3,4,2,4,4,5,3,3,5,3,3,5,4,5,3,1,3,2,2,5,4,3,3,3,5,5,4,5,4,5,3,2,5,5,4,2,4,3,3,5,4,4,4,5,5,1,4,3,5,3,5,1,2,4,3,1,4,4,1,5,4,3,1,2,4,5,4,1,5,2,5,1,5,3,5,3,4,5,2,4,5,1,3,4,5,3,5,4,2,1,3,3,4,3,3,2,3,4,3,5,5,3,2,3,2,2,3,3,1,3,4,4,2,2,4,3,5,5,3,5,4,4,2,1,3,1,2,3,2,1,4,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-13448,2>,<x^2-26896*x+180915552,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[3],[[[1,2,4,3]]],20,<[],[352582,413532,1]>,[[-206662,524288],[-6995,0],[5,4],[661,-4]]>,<2089,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[6023677240744,15381198372,14727450,6267,1]>,[[-939290797247923302510416134328680906875601576921225895745385765193,-299757714136883134677011691185154270584203471173201179430665260,-562045714006655877519396920972164257345381508449752211432063714,337227428403993526511638152583298554407228905069851326859238140],[518341367405133266104464474239991010530161756577599358032344088905,445032164563886551500282894726776243213085815060369676515378108,-88006061858647353709251745801070740420259710727412219354429629,-168613714201996763255819076291649277203614452534925663429619070],[420949429842790036405951660088689896345439820343626537713041674722,-145274450427003416823271203541621972628882343887168497084712849,-548979080682229307479398097967382084571172665515640286935242266,-168613714201996763255819076291649277203614452534925663429619070],[1567,1,0,0]]>*] [x,x^2-x-522,x^2+4178,x^2+2,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,2089],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2089,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,2089],[1,6],1,[1.000000000,2.994025241,1.525732660],<"notfaithful",0>,[4,3]>,<1,2^3*2089,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,2089],[6,6],1,[1.000000000,1.360892079,1.092400545],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,2089],[6,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<2,2^3*2089^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]]],[2,2089],[6,7],1,[0,0,0],<"2.2e3_2089e2.4t3.2",1>,[4,3]>]
x^5-x^4+5*x^3-x^2+6*x+1 5^2*89^2 1 2 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 137 x-1 5 [[15083189557],[-16604669729],[9028997678],[14430751365],[-21938268870]] 2 [5,4,2,5,3,3,4,3,5,2,3,4,5,3,5,3,4,4,3,2,3,2,2,2,3,3,3,5,3,3,3,4,1,3,3,3,4,3,2,4,4,4,3,3,3,5,5,5,2,5,2,3,2,2,3,3,3,4,5,4,5,3,3,5,4,3,3,2,4,5,4,2,5,2,5,2,2,2,5,3,3,4,4,4,2,5,2,5,3,3,3,2,4,3,4,3,3,2,4,1,2,4,5,4,5,3,2,2,3,2,3,2,2,5,3,5,4,2,4,5,3,2,3,2,2,4,2,5,5,5,3,5,3,2,3,3,2,2,4,4,4,3,3,2,5,5,5,5,4,2,2,2,5,4,3,3,4,2,5,3,2,5,5,3,2,4,4,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+445,4>,<x-445,5>]*]] [*<5,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[2,4,1]>,[[-46741914630880,0],[-9643173712035,0],[-6896993742635,0],[1,0]]>,[[[7444870230242,5446683550781],[0,0],[0,0]],[[-14341863972882,-5446683550781],[0,0],[0,0]],[[4033620613232,-23549296039200],[8281723909203,8909233536633],[9129532721412,4564766360706]],[[2,0],[1,0],[0,0]],[[2863373129407,23549296039200],[-8281723909204,-8909233536633],[-9129532721412,-4564766360706]]]>,<89,4,2,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,4,5,2,3],[1,2,2,2],[1],[[[1,3,2,5,4]]],20,<<[],[3,82,1]>,[[-67181336618752975742799783633495449970,163082647660538090141567355675567554855],[400249528064782447271669355455251554553,397417136734424233889610016719834658260],[1,0]]>,[[[298182551004837547439852360375824937568,0],[0,0]],[[-400249528064782447271669355455251554499,-397417136734424233889610016719834658209],[-1,0]],[[54,51],[1,0]],[[286531468575375559612313173841607336208,-62036628783302109271316638242545620835],[1513849862263441313052038850625091188,3015402836842543813275167584564360983]],[[-184464491515430659780496178762180719330,459453765517726343160926654962380278993],[-1513849862263441313052038850625091188,-3015402836842543813275167584564360983]]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,89],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,5^2*89^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]]],[2,5,89],[5,6,6],1,[1.000000000,1.345242879,1.033581550],<"3.5e2_89e2.12t33.1",1>,[5,4]>,<3,5^2*89^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]]],[2,5,89],[5,6,6],1,[1.000000000,2.022351581,1.377329439],<"3.5e2_89e2.12t33.1",2>,[5,4]>,<4,5^2*89^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[2,5,89],[4,6,6],1,[1.000000000,0.3650085971,0.6628375017],<"4.5e2_89e2.5t4.1",1>,[5,4]>,<5,5^4*89^2,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,5,89],[4,6,7],1,[0,0,0],<"5.5e4_89e2.6t12.1",1>,[5,4]>]
x^3+45*x-130 -2^2*3^3*5^2*19 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-37769],[78019],[-40250]] 2 [1,1,2,2,1,2,2,1,3,3,3,2,3,2,3,1,2,3,3,2,1,1,1,1,2,2,3,2,2,3,3,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,1,3,2,1,2,3,2,1,3,3,1,2,1,3,2,1,3,3,3,3,3,2,1,3,2,1,2,2,3,2,2,3,3,2,3,2,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,1,3,2,2,1,2,3,3,2,2,2,1,1,2,2,2,3,2,1,2,2,2,2,3,2,2,2,3,3,2,1,2,2,1,1,2,3,3,1,3,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,3,3,3,3,2,2,3,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[23106,211530,1]>,[[321826,0],[3,4],[-59685,-4]]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-71158749,-213476247,978434805,-1174121046,1690023120,498112068,1]>,[[-110426936,335252091,405079031,-266261949,-486973227,-472104697],[-55610615,389274117,484690193,515715086,-265994268,-51747124],[166037551,437735259,272492243,-249453137,-409293972,523851821]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-130,0],[45,0],[0,0],[1,0]]>,[[[-31378732687270,-15689366343635],[2884983294998,-3325879934532],[-7403786532284,-3701893266142]],[[0,0],[1,0],[0,0]],[[31378732687270,15689366343635],[-2884983294999,3325879934532],[7403786532284,3701893266142]]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-5630881840717744039739206,-7826132409065648121774463,1]>,[[-7826132409065648121774497,0],[7826132409065648121774480,-1],[17,1]]>*] [x,x^2+57,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,19],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*3*19,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,19],[4,4,2,4],1,[1.000000000,0.8322282245,0.9457734789],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*5^2*19,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,19],[4,5,5,4],1,[1.000000000,2.333996027,1.354439124],<"2.2e2_3e3_5e2_19.3t2.1",1>,[3,2]>]
x^3+30*x-60 -2^2*3^3*5^2*19 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[1110759],[7158715],[-8269474]] 2 [1,1,2,2,3,2,2,1,3,1,1,2,3,2,3,3,2,1,1,2,3,3,3,3,2,2,3,2,2,1,3,3,2,2,2,3,3,2,2,1,2,2,1,2,2,2,3,1,2,3,2,3,2,1,3,1,1,2,3,3,2,3,1,3,1,3,3,2,1,1,2,1,2,2,3,2,2,1,3,2,3,2,2,2,1,1,1,3,2,2,1,3,3,3,2,3,1,3,3,3,3,2,2,1,2,3,3,2,2,2,3,1,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,1,2,3,2,2,1,3,2,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,3,3,3,1,2,2,3,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[-158942,48958,1]>,[[48958,262144],[0,1],[-48958,262143]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[57,171,-1743391995,126,-1743392157,9,1]>,[[-54,-87,-47,-12,-2,0],[108,228,181,71,16,2],[-54,-141,-134,-59,-14,-2]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-60,0],[30,0],[0,0],[1,0]]>,[[[-25089699633885,35138866003370],[1004916636948,-4265913263557],[3513886600337,-7779799863894]],[[0,0],[1,0],[0,0]],[[25089699633885,-35138866003370],[-1004916636949,4265913263557],[-3513886600337,7779799863894]]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[8276014749594747182579615,7268488667584494731503781,1]>,[[7268488667584494731503775,0],[-7268488667584494731503778,-1],[3,1]]>*] [x,x^2+57,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,19],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*3*19,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,19],[4,4,2,4],1,[1.000000000,0.8322282245,0.9457734789],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*5^2*19,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,19],[4,5,5,4],1,[1.000000000,2.057245801,1.328678210],<"2.2e2_3e3_5e2_19.3t2.2",1>,[3,2]>]
